Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,,
59,문현빈,23 CF,-0.336,70,64,519.0,133,129,2,2,98.5,2.27,-3.59,0.63,-0.33,,,,,,-3.3,-3.47,0.0,-3.3,-0.336,-0.336,한화 이글스,15422
60,권광민,23 CF,-0.44,17,4,59.0,18,16,0,2,88.9,2.44,-3.36,-0.54,-0.42,,,,,,-4.31,-9.41,0.0,-4.31,-0.44,-0.44,한화 이글스,13676
61,윌리엄스,23 LF,-0.818,37,36,303.0,73,70,2,1,98.6,2.14,-5.83,-0.74,0.04,,,,,,-6.52,-13.8,-1.5,-8.02,-0.665,-0.818,한화 이글스,15647
62,채은성,23 1B,-0.913,76,68,603.1,574,540,30,4,99.3,8.5,-3.57,,0.6,,0.14,,,,-2.83,-2.98,-6.12,-8.95,-0.289,-0.913,한화 이글스,11215
63,박상원,23 P,,55,0,61.2,18,3,14,1,94.4,2.48,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,12871
63,김건,23 2B,,1,0,1.0,1,1,0,0,100.0,9.0,0.1,,0.0,,,,,,0.1,2.07,,,0.01,,한화 이글스,14209
63,장지승,23 LF,,1,0,2.0,0,0,0,0,0.0,0.0,-0.38,,0.0,,,,,,-0.38,-18.19,,,-0.039,,한화 이글스,14880
63,정우람,23 P,,52,0,40.1,1,0,1,0,100.0,0.22,,,,,,,,,0.0,,,,0.0,,한화 이글스,10156
63,윤대경,23 P,,47,0,47.2,7,1,6,0,100.0,1.32,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11110
63,이태양,23 P,,50,12,100.1,19,6,13,0,100.0,1.7,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,10609
63,김건,23 3B,,1,0,1.0,0,0,0,0,0.0,0.0,-0.01,,0.0,,,,,,-0.01,-0.25,,,-0.001,,한화 이글스,14209
63,박준영,23 P,,4,0,4.1,1,0,1,0,100.0,2.08,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,15014
63,김서현,23 P,,20,1,22.1,4,0,4,0,100.0,1.61,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,15421
63,강재민,23 P,,43,0,43.1,5,0,5,0,100.0,1.04,,,,,,,,,0.0,,,,0.0,,한화 이글스,14708
1,오지환,23 SS,1.36,125,115,1010.2,465,176,275,14,97.0,4.02,3.31,,-0.59,0.68,,,,,3.4,3.88,9.94,13.34,0.346,1.36,LG 트윈스,10475
2,박동원,23 C,1.24,128,112,982.0,831,751,72,8,99.0,7.54,-0.64,,-1.42,,0.14,1.9,1.55,,1.07,1.18,11.09,12.15,0.109,1.24,LG 트윈스,10387
3,박해민,23 CF,0.92,142,136,1187.2,343,338,2,3,99.1,2.58,8.18,0.81,0.03,,,,,,9.02,9.02,0.0,9.02,0.92,0.92,LG 트윈스,11190
4,김민성,23 2B,0.518,45,37,280.0,147,68,78,1,99.3,4.69,1.91,,0.76,1.14,,,,,3.81,4.9,1.27,5.08,0.389,0.518,LG 트윈스,10238
5,신민재,23 2B,0.505,89,76,689.1,402,162,231,9,97.8,5.13,0.99,,0.38,0.41,,,,,1.78,2.1,3.17,4.95,0.181,0.505,LG 트윈스,13056
6,김민성,23 3B,0.411,27,14,135.0,42,14,27,1,97.6,2.73,3.45,,0.31,0.04,0.23,,,,4.03,5.18,0.0,4.03,0.411,0.411,LG 트윈스,10238
7,홍창기,23 LF,0.307,27,27,228.0,64,64,0,0,100.0,2.53,4.26,-0.38,0.4,,,,,,4.28,4.37,-1.27,3.01,0.437,0.307,LG 트윈스,12546
8,허도환,23 C,0.195,45,21,212.0,176,168,8,0,100.0,7.47,-0.2,,0.55,,,-0.63,0.48,,0.06,0.18,1.85,1.91,0.006,0.195,LG 트윈스,10684
9,손호영,23 2B,0.139,7,2,29.0,15,5,10,0,100.0,4.66,1.18,,0.08,0.0,,,,,1.26,6.71,0.1,1.36,0.128,0.139,LG 트윈스,14590
10,홍창기,23 RF,0.127,104,97,841.2,207,198,7,2,99.0,2.19,3.96,1.18,0.63,,,,,,5.78,5.9,-4.53,1.25,0.589,0.127,LG 트윈스,12546
11,문성주,23 LF,0.12,85,64,602.2,164,162,1,1,99.4,2.43,4.32,-0.84,0.57,,,,,,4.05,4.28,-2.87,1.18,0.413,0.12,LG 트윈스,13112
12,신민재,23 CF,0.086,7,0,10.0,3,3,0,0,100.0,2.7,0.45,0.38,0.01,,,,,,0.84,0.99,0.0,0.84,0.086,0.086,LG 트윈스,13056
13,문성주,23 RF,0.08,56,43,386.2,103,97,4,2,98.1,2.35,2.35,0.21,0.25,,,,,,2.81,2.98,-2.03,0.78,0.287,0.08,LG 트윈스,13112
14,최승민,23 RF,0.072,1,0,1.0,1,1,0,0,100.0,9.0,0.71,,0.0,,,,,,0.71,2.7,-0.01,0.7,0.073,0.072,LG 트윈스,14187
15,김현수,23 1B,0.065,10,10,68.1,66,53,11,2,97.0,8.43,1.83,,-0.37,,,,,,1.46,1.58,-0.82,0.64,0.149,0.065,LG 트윈스,10187
16,안익훈,23 LF,0.046,5,1,19.2,5,5,0,0,100.0,2.29,0.1,0.39,0.03,,,,,,0.53,6.9,-0.08,0.45,0.054,0.046,LG 트윈스,11347
17,최승민,23 CF,0.043,12,1,35.0,13,13,0,0,100.0,3.34,1.56,-1.19,0.04,,,,,,0.42,1.59,0.0,0.42,0.043,0.043,LG 트윈스,14187
18,안익훈,23 CF,0.042,1,1,6.0,1,1,0,0,100.0,1.5,0.4,,0.01,,,,,,0.41,5.4,0.0,0.41,0.042,0.042,LG 트윈스,11347
19,신민재,23 LF,0.01,10,0,19.2,4,4,0,0,100.0,1.83,-0.18,0.28,0.03,,,,,,0.13,0.16,-0.04,0.09,0.014,0.01,LG 트윈스,13056
20,전준호,23 C,0.005,2,0,3.0,4,4,0,0,100.0,12.0,0.0,,0.01,,,-0.04,0.08,,0.02,1.51,0.02,0.05,0.002,0.005,LG 트윈스,12864
21,신민재,23 3B,-0.001,1,0,2.0,0,0,0,0,0.0,0.0,-0.01,,0.0,,,,,,-0.01,-0.01,0.0,-0.01,-0.001,-0.001,LG 트윈스,13056
22,이재원,23 RF,-0.002,2,1,4.2,0,0,0,0,0.0,0.0,0.0,,0.01,,,,,,0.01,0.02,-0.03,-0.02,0.001,-0.002,LG 트윈스,13104
23,이재원,23 1B,-0.011,4,2,20.0,17,14,2,1,94.1,7.2,0.45,,-0.46,,0.06,,,,0.05,0.13,-0.16,-0.11,0.005,-0.011,LG 트윈스,13104
24,송찬의,23 1B,-0.023,5,3,20.0,17,16,1,0,100.0,7.65,-0.14,,0.04,,,,,,-0.11,-0.8,-0.12,-0.23,-0.011,-0.023,LG 트윈스,13109
25,김민성,23 SS,-0.027,21,18,145.0,78,34,40,4,94.9,4.59,-0.72,,-0.15,-0.76,,,,,-1.64,-2.11,1.38,-0.26,-0.167,-0.027,LG 트윈스,10238
26,이천웅,23 LF,-0.03,2,0,2.0,0,0,0,0,0.0,0.0,-0.29,,0.0,,,,,,-0.28,-10.19,-0.01,-0.29,-0.029,-0.03,LG 트윈스,10935
27,신민재,23 RF,-0.048,6,0,11.0,2,2,0,0,100.0,1.64,-0.05,-0.41,0.02,,,,,,-0.44,-0.51,-0.03,-0.47,-0.044,-0.048,LG 트윈스,13056
28,이주형,23 RF,-0.06,3,0,9.0,2,2,0,0,100.0,2.0,-0.63,0.05,0.02,,,,,,-0.56,-1.16,-0.03,-0.59,-0.057,-0.06,LG 트윈스,14591
29,손호영,23 SS,-0.061,13,7,66.2,41,19,18,4,90.2,5.0,-1.79,,-0.34,0.95,,,,,-1.18,-6.29,0.58,-0.6,-0.12,-0.061,LG 트윈스,14590
30,송대현,23 SS,-0.082,3,0,6.0,3,1,1,1,66.7,3.0,-0.86,,0.01,,,,,,-0.84,-30.37,0.04,-0.8,-0.086,-0.082,LG 트윈스,15492
31,송찬의,23 2B,-0.084,1,0,1.0,1,0,0,1,0.0,0.0,-0.83,,0.0,,,,,,-0.83,-6.3,0.01,-0.82,-0.085,-0.084,LG 트윈스,13109
32,손호영,23 3B,-0.086,2,1,5.0,4,1,2,1,75.0,5.4,-0.85,,0.01,,,,,,-0.84,-4.48,0.0,-0.84,-0.086,-0.086,LG 트윈스,14590
33,안익훈,23 RF,-0.093,8,2,30.1,7,7,0,0,100.0,2.08,-0.12,-0.74,0.06,,,,,,-0.8,-10.52,-0.11,-0.91,-0.082,-0.093,LG 트윈스,11347
34,홍창기,23 CF,-0.097,12,6,53.2,14,14,0,0,100.0,2.35,-0.62,-0.4,0.07,,,,,,-0.95,-0.97,0.0,-0.95,-0.097,-0.097,LG 트윈스,12546
35,최승민,23 LF,-0.104,8,0,16.1,2,2,0,0,100.0,1.1,-1.1,0.08,0.03,,,,,,-0.99,-3.76,-0.03,-1.02,-0.101,-0.104,LG 트윈스,14187
36,김주성,23 SS,-0.11,7,0,18.0,7,2,3,2,71.4,2.5,-0.98,,0.04,-0.24,,,,,-1.18,-15.41,0.1,-1.08,-0.12,-0.11,LG 트윈스,12545
37,오스틴,23 RF,-0.118,2,1,9.0,2,2,0,0,100.0,2.0,-0.94,-0.19,0.02,,,,,,-1.11,-1.15,-0.04,-1.15,-0.113,-0.118,LG 트윈스,15532
38,이주형,23 LF,-0.12,6,1,20.0,3,3,0,0,100.0,1.35,-1.17,0.01,0.04,,,,,,-1.13,-2.36,-0.05,-1.18,-0.115,-0.12,LG 트윈스,14591
39,정주현,23 SS,-0.138,11,4,47.0,21,11,9,1,95.2,3.83,-1.23,,0.11,-0.63,,,,,-1.75,-2.84,0.4,-1.35,-0.179,-0.138,LG 트윈스,10480
40,정주현,23 2B,-0.204,18,4,57.0,32,12,16,4,87.5,4.42,-1.13,,-0.84,-0.23,,,,,-2.2,-3.56,0.2,-2.0,-0.225,-0.204,LG 트윈스,10480
41,이재원,23 LF,-0.213,36,25,180.1,53,50,2,1,98.1,2.6,-1.22,0.11,-0.17,,,,,,-1.29,-3.26,-0.8,-2.09,-0.132,-0.213,LG 트윈스,13104
42,정주현,23 1B,-0.237,47,1,100.0,97,86,10,1,99.0,8.64,-1.91,,0.18,,0.06,,,,-1.67,-2.69,-0.66,-2.33,-0.17,-0.237,LG 트윈스,10480
43,김민성,23 1B,-0.24,27,10,105.2,97,85,10,2,97.9,8.09,-1.23,,-0.3,,0.06,,,,-1.47,-1.89,-0.88,-2.35,-0.15,-0.24,LG 트윈스,10238
44,김범석,23 1B,-0.251,5,5,43.0,45,38,5,2,95.6,9.0,-0.85,,-0.42,,-0.79,,,,-2.06,-29.73,-0.4,-2.46,-0.211,-0.251,LG 트윈스,15484
45,정주현,23 3B,-0.281,16,3,58.2,21,5,12,4,81.0,2.61,-2.37,,0.14,-0.53,,,,,-2.76,-4.46,0.0,-2.76,-0.281,-0.281,LG 트윈스,10480
46,문보경,23 3B,-0.33,128,126,1090.2,308,104,184,20,93.5,2.38,-2.45,,-0.94,0.49,-0.34,,,,-3.24,-3.56,0.0,-3.24,-0.33,-0.33,LG 트윈스,14137
47,김현수,23 LF,-0.332,27,26,204.2,46,45,1,0,100.0,2.02,-2.61,0.09,0.36,,,,,,-2.15,-2.33,-1.1,-3.25,-0.22,-0.332,LG 트윈스,10187
48,서건창,23 2B,-0.351,35,25,237.0,123,53,61,9,92.7,4.33,-1.4,,-1.83,-1.32,,,,,-4.55,-14.89,1.11,-3.44,-0.464,-0.351,LG 트윈스,10855
49,김기연,23 C,-0.367,27,11,96.1,96,85,7,4,95.8,8.6,-0.05,,-1.73,,,-1.23,-2.12,,-4.49,-23.09,0.89,-3.6,-0.458,-0.367,LG 트윈스,12549
50,오스틴,23 1B,-0.808,114,113,930.1,917,831,72,14,98.5,8.74,2.86,,-1.28,,0.18,,,,1.76,1.82,-9.68,-7.92,0.179,-0.808,LG 트윈스,15532
51,문성주,23 CF,,1,0,1.0,1,1,0,0,100.0,9.0,0.18,,0.0,,,,,,0.18,0.2,,,0.019,,LG 트윈스,13112
51,김대현,23 P,,5,0,3.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12532
51,김동규,23 P,,1,0,0.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,15485
51,김주성,23 3B,,1,0,2.0,0,0,0,0,0.0,0.0,-0.01,,0.0,,,,,,0.0,-0.03,,,0.0,,LG 트윈스,12545
51,고우석,23 P,,44,0,44.0,9,3,5,1,88.9,1.64,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12907
51,손호영,23 1B,,5,0,6.0,4,4,0,0,100.0,6.0,-0.6,,0.01,,,,,,-0.59,-3.15,,,-0.06,,LG 트윈스,14590
51,박명근,23 P,,55,1,51.1,6,2,4,0,100.0,1.05,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,15486
51,최동환,23 P,,43,0,42.1,6,1,5,0,100.0,1.28,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10535
51,채지선,23 P,,1,0,0.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11387
51,오석주,23 P,,9,0,10.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12860
51,이정용,23 P,,37,13,86.2,12,3,8,1,91.7,1.14,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14134
1,유강남,23 C,0.911,109,98,821.0,778,714,60,4,99.5,8.48,0.32,,0.64,,-0.03,-2.81,2.72,,0.03,0.03,8.9,8.93,0.003,0.911,롯데 자이언츠,10753
2,노진혁,23 SS,0.72,107,95,827.0,373,142,220,11,97.1,3.94,-2.87,,0.96,1.48,,,,,-0.44,-0.56,7.5,7.06,-0.045,0.72,롯데 자이언츠,11165
3,손성빈,23 C,0.407,44,20,201.2,180,166,13,1,99.4,7.99,1.05,,0.03,,-0.01,1.54,-0.74,,2.09,6.7,1.9,3.99,0.213,0.407,롯데 자이언츠,14796
4,박승욱,23 SS,0.303,22,15,134.0,73,25,47,1,98.6,4.84,1.85,,0.32,-0.39,,,,,1.77,2.08,1.2,2.97,0.181,0.303,롯데 자이언츠,10804
5,황성빈,23 LF,0.235,60,36,337.0,99,96,2,1,99.0,2.62,3.6,0.09,0.1,,,,,,3.79,7.38,-1.49,2.3,0.387,0.235,롯데 자이언츠,14642
6,정보근,23 C,0.185,51,23,228.2,216,191,24,1,99.5,8.46,-0.52,,0.59,,,1.15,-2.42,,-0.47,-1.22,2.28,1.81,-0.048,0.185,롯데 자이언츠,13154
7,안권수,23 RF,0.181,27,18,157.0,47,46,1,0,100.0,2.69,1.89,0.4,0.3,,,,,,2.59,3.93,-0.82,1.77,0.264,0.181,롯데 자이언츠,14571
8,황성빈,23 RF,0.162,2,1,9.0,3,3,0,0,100.0,3.0,1.04,0.57,0.02,,,,,,1.63,3.17,-0.04,1.59,0.166,0.162,롯데 자이언츠,14642
9,황성빈,23 CF,0.16,14,9,68.2,21,21,0,0,100.0,2.75,1.0,0.48,0.09,,,,,,1.56,3.04,0.0,1.56,0.16,0.16,롯데 자이언츠,14642
10,지시완,23 C,0.148,2,2,15.0,15,10,5,0,100.0,9.0,0.38,,0.04,,,0.4,0.71,,1.31,31.49,0.14,1.46,0.134,0.148,롯데 자이언츠,11413
11,안치홍,23 2B,0.144,93,87,699.0,386,175,209,2,99.5,4.94,-3.32,,1.39,-0.25,,,,,-2.17,-2.58,3.58,1.41,-0.221,0.144,롯데 자이언츠,10014
12,박승욱,23 2B,0.122,76,44,447.1,277,104,165,8,97.1,5.41,-0.85,,-0.77,0.92,,,,,-0.7,-0.81,1.89,1.19,-0.071,0.122,롯데 자이언츠,10804
13,장두성,23 CF,0.113,15,1,43.0,10,10,0,0,100.0,2.09,1.32,-0.27,0.05,,,,,,1.1,6.36,0.0,1.1,0.113,0.113,롯데 자이언츠,13155
14,안권수,23 LF,0.099,60,32,312.2,99,92,4,3,97.0,2.76,3.51,-0.05,-0.93,,,,,,2.53,3.84,-1.56,0.97,0.259,0.099,롯데 자이언츠,14571
15,배영빈,23 SS,0.078,10,5,43.0,19,6,12,1,94.7,3.77,0.78,,0.1,-0.43,,,,,0.45,3.59,0.32,0.77,0.046,0.078,롯데 자이언츠,15625
16,서동욱,23 RF,0.071,5,4,25.0,5,5,0,0,100.0,1.8,0.87,-0.13,0.05,,,,,,0.79,8.76,-0.09,0.7,0.081,0.071,롯데 자이언츠,15624
17,김동혁,23 RF,0.067,9,2,18.0,4,4,0,0,100.0,2.0,0.9,-0.22,0.03,,,,,,0.71,6.81,-0.05,0.66,0.072,0.067,롯데 자이언츠,15645
18,신윤후,23 CF,0.058,4,1,12.0,5,5,0,0,100.0,3.75,0.97,-0.41,0.02,,,,,,0.57,2.93,0.0,0.57,0.058,0.058,롯데 자이언츠,14169
19,안권수,23 CF,0.046,30,18,143.2,49,48,1,0,100.0,3.07,0.29,-0.02,0.18,,,,,,0.45,0.68,0.0,0.45,0.046,0.046,롯데 자이언츠,14571
20,배영빈,23 3B,0.043,2,0,2.0,2,1,1,0,100.0,9.0,0.42,,0.0,0.0,,,,,0.42,3.38,0.0,0.42,0.043,0.043,롯데 자이언츠,15625
21,윤수녕,23 LF,0.017,1,0,3.0,1,1,0,0,100.0,3.0,0.17,0.0,0.01,,,,,,0.17,8.35,-0.01,0.16,0.018,0.017,롯데 자이언츠,15627
22,고승민,23 RF,0.013,30,15,141.2,24,24,0,0,100.0,1.52,0.72,-0.28,0.27,,,,,,0.71,1.09,-0.59,0.12,0.073,0.013,롯데 자이언츠,14160
23,국해성,23 LF,0.01,1,0,2.0,0,0,0,0,0.0,0.0,0.1,,0.0,,,,,,0.11,2.58,-0.01,0.1,0.011,0.01,롯데 자이언츠,10172
24,장두성,23 RF,-0.001,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.01,-0.01,-0.01,0.0,-0.001,롯데 자이언츠,13155
25,이학주,23 3B,-0.011,53,13,162.2,54,16,35,3,94.4,2.82,0.87,,-0.61,-0.45,0.09,,,,-0.11,-0.16,0.0,-0.11,-0.011,-0.011,롯데 자이언츠,14114
26,이학주,23 SS,-0.02,53,16,178.1,91,30,56,5,94.5,4.34,-0.6,,-0.08,-0.76,,,,,-1.44,-1.99,1.24,-0.2,-0.147,-0.02,롯데 자이언츠,14114
27,윤동희,23 RF,-0.025,94,79,716.1,161,156,2,3,98.1,1.99,3.23,0.28,-0.1,,,,,,3.41,4.59,-3.65,-0.24,0.348,-0.025,롯데 자이언츠,15048
28,신윤후,23 LF,-0.033,17,5,60.0,15,13,0,2,86.7,1.95,0.76,0.01,-0.88,,,,,,-0.12,-0.61,-0.2,-0.32,-0.012,-0.033,롯데 자이언츠,14169
29,윤수녕,23 RF,-0.042,2,1,10.0,1,1,0,0,100.0,0.9,-0.06,-0.34,0.02,,,,,,-0.38,-18.35,-0.03,-0.41,-0.039,-0.042,롯데 자이언츠,15627
30,서동욱,23 C,-0.042,1,1,6.0,5,5,0,0,100.0,7.5,0.0,,0.02,,,-0.29,-0.27,,-0.46,-5.13,0.05,-0.41,-0.047,-0.042,롯데 자이언츠,15624
31,김민수,23 2B,-0.055,1,0,2.0,1,0,1,0,100.0,4.5,-0.56,,0.01,,,,,,-0.55,-3.19,0.01,-0.54,-0.056,-0.055,롯데 자이언츠,12931
32,구드럼,23 3B,-0.089,38,29,274.0,80,21,51,8,90.0,2.36,-1.1,,-0.36,0.47,0.12,,,,-0.87,-2.51,0.0,-0.87,-0.089,-0.089,롯데 자이언츠,15651
33,김민수,23 1B,-0.09,9,6,48.0,40,39,1,0,100.0,7.5,-0.59,,0.09,,,,,,-0.5,-2.91,-0.38,-0.88,-0.051,-0.09,롯데 자이언츠,12931
34,박승욱,23 1B,-0.091,2,0,2.0,1,1,0,0,100.0,4.5,-0.88,,0.0,,,,,,-0.87,-1.02,-0.02,-0.89,-0.089,-0.091,롯데 자이언츠,10804
35,윤동희,23 LF,-0.103,8,2,23.1,4,4,0,0,100.0,1.54,-1.09,0.11,0.04,,,,,,-0.93,-1.25,-0.08,-1.01,-0.095,-0.103,롯데 자이언츠,15048
36,구드럼,23 LF,-0.108,1,1,6.0,0,0,0,0,0.0,0.0,-1.03,,0.01,,,,,,-1.02,-2.95,-0.04,-1.06,-0.104,-0.108,롯데 자이언츠,15651
37,김민수,23 3B,-0.112,11,8,69.0,19,5,12,2,89.5,2.22,-0.71,,-0.34,-0.15,0.1,,,,-1.09,-6.3,0.0,-1.09,-0.112,-0.112,롯데 자이언츠,12931
38,구드럼,23 2B,-0.12,1,1,8.0,4,2,1,1,75.0,3.38,-1.24,,0.02,,,,,,-1.22,-3.52,0.04,-1.18,-0.124,-0.12,롯데 자이언츠,15651
39,구드럼,23 RF,-0.122,1,1,5.0,3,3,0,0,100.0,5.4,-0.85,-0.32,0.01,,,,,,-1.16,-3.35,-0.03,-1.19,-0.119,-0.122,롯데 자이언츠,15651
40,고승민,23 LF,-0.125,2,2,14.0,3,3,0,0,100.0,1.93,-0.81,-0.35,0.02,,,,,,-1.13,-1.73,-0.09,-1.22,-0.115,-0.125,롯데 자이언츠,14160
41,배영빈,23 2B,-0.127,5,0,6.0,3,1,1,1,66.7,3.0,-0.77,,-0.48,,,,,,-1.25,-10.02,0.01,-1.24,-0.128,-0.127,롯데 자이언츠,15625
42,이정훈,23 1B,-0.13,3,2,17.0,18,15,3,0,100.0,9.53,-1.12,,0.03,,,,,,-1.09,-2.66,-0.18,-1.27,-0.111,-0.13,롯데 자이언츠,12916
43,정대선,23 2B,-0.136,18,11,101.0,40,14,26,0,100.0,3.56,-1.36,,0.27,-0.68,,,,,-1.77,-13.4,0.43,-1.34,-0.18,-0.136,롯데 자이언츠,15443
44,이학주,23 2B,-0.15,4,1,9.0,8,5,2,1,87.5,7.0,-1.51,,0.02,,,,,,-1.49,-2.06,0.02,-1.47,-0.152,-0.15,롯데 자이언츠,14114
45,전준우,23 1B,-0.169,3,3,26.2,30,27,2,1,96.7,9.79,-1.08,,0.05,,-0.37,,,,-1.39,-1.45,-0.26,-1.65,-0.142,-0.169,롯데 자이언츠,10266
46,렉스,23 LF,-0.189,18,17,134.0,31,30,1,0,100.0,2.08,-1.47,0.11,0.24,,,,,,-1.12,-2.93,-0.73,-1.85,-0.114,-0.189,롯데 자이언츠,15152
47,이정훈,23 LF,-0.224,11,9,63.0,19,18,0,1,94.7,2.57,-0.76,-0.73,-0.38,,,,,,-1.87,-4.57,-0.32,-2.19,-0.191,-0.224,롯데 자이언츠,12916
48,구드럼,23 SS,-0.224,14,13,90.0,43,13,26,4,90.7,3.9,-2.94,,-0.28,0.1,,,,,-3.12,-8.99,0.92,-2.2,-0.318,-0.224,롯데 자이언츠,15651
49,윤동희,23 CF,-0.241,14,8,69.1,23,22,0,1,95.7,2.86,-1.76,-0.19,-0.41,,,,,,-2.36,-3.18,0.0,-2.36,-0.241,-0.241,롯데 자이언츠,15048
50,박승욱,23 3B,-0.242,39,22,190.2,39,8,29,2,94.9,1.75,-2.26,,-0.05,-0.15,0.09,,,,-2.37,-2.78,0.0,-2.37,-0.242,-0.242,롯데 자이언츠,10804
51,렉스,23 RF,-0.266,23,23,189.1,33,31,0,2,93.9,1.47,-1.05,0.05,-0.62,,,,,,-1.62,-4.25,-0.99,-2.61,-0.165,-0.266,롯데 자이언츠,15152
52,전준우,23 LF,-0.36,44,40,309.1,77,74,2,1,98.7,2.21,-1.71,-0.26,0.05,,,,,,-1.91,-1.99,-1.62,-3.53,-0.195,-0.36,롯데 자이언츠,10266
53,한동희,23 3B,-0.445,77,72,574.0,148,43,96,9,93.9,2.18,-5.06,,0.34,0.29,0.08,,,,-4.36,-5.82,0.0,-4.36,-0.445,-0.445,롯데 자이언츠,13145
54,안치홍,23 1B,-0.452,34,22,211.0,214,201,11,2,99.1,9.04,-2.32,,-0.11,,0.06,,,,-2.37,-2.83,-2.06,-4.43,-0.242,-0.452,롯데 자이언츠,10014
55,한동희,23 1B,-0.528,22,10,107.2,107,99,5,3,97.2,8.69,-3.51,,-0.79,,0.06,,,,-4.24,-5.65,-0.94,-5.18,-0.432,-0.528,롯데 자이언츠,13145
56,고승민,23 1B,-0.548,62,54,449.2,429,390,37,2,99.5,8.55,-1.83,,0.81,,0.15,,,,-0.87,-1.33,-4.5,-5.37,-0.089,-0.548,롯데 자이언츠,14160
