선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉
이상호,-0.27,60,-0.07,-0.2,80,77,72,9,18,2,0,0,20,5,1,2,4,1,0,6,1,3,0,0.25,0.299,0.278,0.577,0.068,60.5,111476,2022,11147,62.0,11.0,188.0,-0.18,120.0,57.0,59.0,4.0,0.967,5.553,-0.97,0.0,-0.76,-0.21,0.0,0.0,0.0,0.0,-1.94,-4.506,0.197,-1.743,-0.2,0.0,0,1,0,0,0,0,0,0,1053200,8500.0,
루이즈,-0.36,27,-0.39,0.02,94,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,0.155,0.234,0.262,0.496,0.039,36.3,150026,2022,15002,26.0,24.0,209.0,0.024,66.0,25.0,38.0,3.0,0.955,2.713,0.4,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.21,1.163,0.022,0.232,0.022,0.0,0,0,1,0,0,0,0,0,1053200,97500.0,
김민성,-0.5,92,-0.23,-0.27,157,154,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,0.207,0.273,0.3,0.573,0.066,59.4,102386,2022,10238,85.0,31.0,358.0,-0.269,97.0,33.0,61.0,3.0,0.969,2.363,-2.81,0.0,0.32,-0.24,0.0,0.0,0.0,0.0,-2.62,-4.439,0.016,-2.604,-0.27,0.0,0,0,1,0,0,0,0,0,1053200,18000.0,20000.0
이대호,3.51,142,3.58,-0.07,591,585,540,53,179,23,0,23,271,101,0,0,43,2,7,56,26,0,6,0.331,0.379,0.502,0.881,0.168,139.7,102512,2022,10251,9.0,7.0,63.0,-0.132,70.0,58.0,12.0,0.0,1.0,10.0,-0.86,0.0,0.05,0.0,0.0,0.0,0.0,0.0,-0.66,-10.56,-0.622,-1.282,-0.068,1.0,1,0,0,0,0,0,0,0,769886,120000.0,
안치홍,3.08,132,3.68,-0.6,562,550,493,71,140,27,3,14,215,58,7,2,51,5,4,52,13,8,5,0.284,0.354,0.436,0.79,0.141,117.9,100142,2022,10014,145.0,126.0,1060.0,-0.341,688.0,395.0,281.0,12.0,0.983,5.74,-8.19,0.0,1.14,0.86,0.0,0.0,0.0,0.0,-5.81,-5.77,2.501,-3.309,-0.599,0.0,0,1,0,0,0,0,0,0,769886,100000.0,50000.0
한동희,2.76,129,3.31,-0.55,499,497,456,43,140,27,0,14,209,65,0,0,33,6,2,64,15,0,4,0.307,0.359,0.458,0.817,0.149,124.2,131452,2022,13145,118.0,113.0,983.0,-0.551,262.0,65.0,178.0,19.0,0.927,2.225,-5.25,0.0,0.37,-0.42,0.0,0.0,0.0,0.0,-5.34,-6.517,-0.001,-5.341,-0.551,0.0,0,0,1,0,0,0,0,0,769886,17200.0,16200.0
렉스,2.58,56,2.55,0.03,251,249,218,32,72,10,1,8,108,34,3,0,26,5,2,44,4,0,2,0.33,0.41,0.495,0.905,0.185,155.6,151522,2022,15152,70.0,52.0,449.0,-0.022,110.0,106.0,2.0,2.0,0.982,2.165,1.8,-1.24,-0.27,0.0,0.0,0.0,0.0,0.0,0.3,0.617,-0.511,-0.211,0.031,0.0,0,0,0,1,0,0,0,0,769886,40300.0,
고승민,1.87,92,1.64,0.23,262,260,234,31,74,15,1,5,106,30,1,4,25,0,0,47,6,2,1,0.316,0.381,0.453,0.834,0.158,131.4,141602,2022,14160,76.0,62.0,521.2,-0.016,113.0,107.0,4.0,2.0,98.2,1.92,1.88,0.39,-0.04,0.0,0.0,0.0,0.0,0.0,2.22,3.47,-2.37,-0.15,0.229,0.0,0,1,0,0,0,0,0,0,769886,3800.0,8000.0
전준우,1.6,120,2.45,-0.86,517,516,470,73,143,31,1,11,209,68,6,3,35,3,1,73,14,0,9,0.304,0.35,0.445,0.795,0.139,116.0,102662,2022,10266,116.0,108.0,925.0,-1.271,224.0,216.0,6.0,2.0,0.991,2.16,-7.48,-0.95,0.37,0.0,0.0,0.0,0.0,0.0,-8.31,-10.316,-4.017,-12.327,-0.857,0.0,0,0,0,0,0,1,0,0,769886,50000.0,130000.0
피터스,0.83,85,0.99,-0.15,354,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,0.228,0.299,0.402,0.701,0.109,90.2,150092,2022,15009,99.0,85.0,755.0,-0.167,168.0,163.0,2.0,3.0,0.982,1.967,-0.99,-0.64,0.13,0.0,0.0,0.0,0.0,0.0,-1.49,-2.167,-0.133,-1.623,-0.154,0.0,0,0,0,0,0,0,1,0,769886,78000.0,
신용수,0.5,49,0.44,0.06,73,73,68,8,16,4,2,2,30,7,3,1,4,1,0,15,0,0,0,0.235,0.288,0.441,0.729,0.118,98.9,141692,2022,14169,35.0,15.0,146.0,0.03,22.0,22.0,0.0,0.0,1.0,1.356,0.42,-0.09,0.24,0.0,0.0,0.0,0.0,0.0,0.59,2.427,-0.295,0.295,0.061,0.0,0,0,0,0,0,0,1,0,769886,4900.0,5200.0
지시완,0.43,75,0.38,0.05,199,197,174,16,37,7,0,3,53,17,0,0,20,2,1,55,7,2,1,0.213,0.299,0.305,0.604,0.081,67.4,114132,2022,11413,71.0,48.0,426.1,0.498,413.0,388.0,23.0,2.0,99.5,8.68,0.27,0.0,0.82,0.0,-0.19,-2.33,2.75,0.0,0.49,0.94,4.34,4.83,0.051,0.0,0,0,0,0,0,0,0,1,769886,6000.0,5800.0
김민수,0.19,57,0.04,0.15,156,153,140,9,36,6,0,0,42,11,0,1,9,4,0,48,2,3,0,0.257,0.32,0.3,0.62,0.088,73.8,129312,2022,12931,61.0,40.0,337.0,0.145,220.0,138.0,77.0,5.0,0.977,5.742,0.7,0.0,-0.15,0.66,0.0,0.0,0.0,0.0,1.46,3.447,-0.058,1.402,0.151,0.0,0,1,0,0,0,0,0,0,769886,5300.0,6000.0
박승욱,0.08,100,0.3,-0.21,228,216,198,29,45,7,2,1,59,16,8,2,16,2,0,69,1,12,0,0.227,0.292,0.298,0.59,0.074,61.7,108042,2022,10804,106.0,60.0,554.0,0.025,273.0,105.0,158.0,10.0,0.963,4.273,-1.34,0.0,-0.6,-0.14,0.0,0.0,0.0,0.0,-2.08,-2.826,2.324,0.244,-0.214,0.0,0,0,0,0,1,0,0,0,769886,3000.0,13500.0
황성빈,0.0,102,0.83,-0.82,353,346,320,62,94,12,4,1,117,16,10,12,22,2,0,55,2,7,2,0.294,0.341,0.366,0.707,0.113,94.3,146422,2022,14642,103.0,81.0,691.0,-0.865,167.0,158.0,2.0,7.0,0.958,2.084,-5.61,-0.51,-1.88,0.0,0.0,0.0,0.0,0.0,-7.99,-11.17,-0.398,-8.388,-0.824,0.0,0,0,0,0,0,0,1,0,769886,3000.0,7600.0
김세민,0.0,4,0.04,-0.04,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0.161,133.2,150492,2022,15049,4.0,0.0,13.0,-0.039,6.0,1.0,5.0,0.0,1.0,4.154,-0.36,0.0,0.02,-0.07,0.0,0.0,0.0,0.0,-0.41,-14.76,0.028,-0.382,-0.042,0.0,0,1,0,0,0,0,0,0,769886,3000.0,
강로한,-0.04,1,-0.04,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113892,2022,11389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,769886,3600.0,
김민수,-0.05,5,-0.1,0.05,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,-0.053,-43.5,141682,2022,14168,3.0,2.0,16.0,0.045,2.0,2.0,0.0,0.0,1.0,1.125,0.35,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.48,23.04,-0.043,0.437,0.049,0.0,0,0,0,1,0,0,0,0,769886,3000.0,
김재유,-0.08,1,-0.08,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,114832,2022,11483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,769886,6000.0,
장두성,-0.09,53,-0.02,-0.07,28,28,23,7,4,0,0,0,4,0,4,1,5,0,0,11,0,0,0,0.174,0.321,0.174,0.495,0.062,52.8,131552,2022,13155,36.0,3.0,93.1,-0.073,19.0,19.0,0.0,0.0,100.0,1.83,-0.35,-0.49,0.13,0.0,0.0,0.0,0.0,0.0,-0.71,-1.92,0.0,-0.71,-0.073,0.0,0,0,0,0,0,0,1,0,769886,3500.0,4000.0
안중열,-0.13,33,0.0,-0.13,84,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,0.155,0.286,0.239,0.525,0.064,53.3,113292,2022,11329,31.0,20.0,186.2,0.056,172.0,151.0,17.0,4.0,97.7,8.1,0.38,0.0,-1.37,0.0,0.43,0.06,-1.17,0.0,-1.3,-5.69,1.85,0.54,-0.134,0.0,0,0,0,0,0,0,0,1,769886,6400.0,7100.0
추재현,-0.22,33,-0.08,-0.14,66,66,58,10,13,4,0,0,17,5,1,0,7,1,0,17,1,0,0,0.224,0.318,0.293,0.611,0.089,72.7,130942,2022,13094,21.0,15.0,136.0,-0.179,30.0,29.0,0.0,1.0,0.967,1.919,-1.8,0.7,-0.25,0.0,0.0,0.0,0.0,0.0,-1.36,-9.326,-0.377,-1.737,-0.14,0.0,0,0,0,0,0,0,1,0,769886,6400.0,
정훈,-0.3,91,-0.49,0.19,340,334,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,0.245,0.317,0.303,0.62,0.085,71.0,102532,2022,10253,77.0,74.0,614.2,-0.456,606.0,561.0,43.0,2.0,99.7,8.84,1.68,0.0,-0.02,0.0,0.22,0.0,0.0,0.0,1.87,2.97,-6.3,-4.43,0.193,0.0,1,0,0,0,0,0,0,0,769886,71666.0,46666.0
한태양,-0.31,38,-0.29,-0.02,72,68,61,14,9,1,0,0,10,3,1,0,5,2,0,24,1,4,0,0.148,0.235,0.164,0.399,0.014,11.4,150512,2022,15051,37.0,20.0,187.0,0.077,91.0,31.0,55.0,5.0,0.945,4.139,-2.38,0.0,0.3,1.87,0.0,0.0,0.0,0.0,-0.23,-0.895,0.972,0.742,-0.024,0.0,0,0,0,0,1,0,0,0,769886,3000.0,
윤동희,-0.32,4,-0.16,-0.16,13,13,13,1,2,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0.154,0.154,0.231,0.385,-0.017,-13.6,150482,2022,15048,4.0,4.0,28.0,-0.186,36.0,32.0,3.0,1.0,97.2,11.25,-1.56,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-1.54,-55.47,-0.26,-1.8,-0.159,0.0,0,0,0,0,0,0,1,0,769886,3000.0,9000.0
이호연,-0.35,88,-0.19,-0.16,222,218,205,20,50,10,1,2,68,16,3,1,11,2,1,38,5,4,0,0.244,0.289,0.332,0.621,0.08,67.7,131512,2022,13151,94.0,45.0,483.0,-0.197,275.0,172.0,99.0,4.0,0.985,5.05,-1.21,0.0,0.47,-0.28,0.0,0.0,0.0,0.0,-1.5,-2.298,-0.413,-1.913,-0.155,0.0,1,0,0,0,0,0,0,0,769886,3000.0,8500.0
배성근,-0.49,22,-0.48,-0.02,41,41,39,3,5,1,0,0,6,0,0,0,2,0,0,12,3,0,0,0.128,0.171,0.154,0.325,-0.028,-23.3,132792,2022,13279,22.0,8.0,98.0,0.01,51.0,18.0,32.0,1.0,0.98,4.592,0.5,0.0,-0.37,-0.32,0.0,0.0,0.0,0.0,-0.18,-1.178,0.273,0.093,-0.019,0.0,0,0,0,0,1,0,0,0,769886,4200.0,
강태율,-0.5,19,-0.56,0.06,38,35,32,0,3,1,0,0,4,3,0,0,2,1,0,9,2,3,0,0.094,0.171,0.125,0.296,-0.027,-22.7,113882,2022,11388,17.0,9.0,82.0,0.15,85.0,78.0,7.0,0.0,100.0,9.33,-0.08,0.0,0.25,0.0,-0.29,1.28,-0.77,0.0,0.61,4.63,0.84,1.45,0.063,0.0,0,0,0,0,0,0,0,1,769886,3300.0,3600.0
이학주,-0.67,91,-0.03,-0.64,260,251,232,29,48,11,1,3,70,15,2,4,16,2,0,54,3,9,1,0.207,0.263,0.302,0.565,0.061,50.4,141142,2022,14114,86.0,68.0,616.0,-0.115,331.0,119.0,200.0,12.0,96.4,4.66,-3.65,0.0,-0.43,-2.16,0.0,0.0,0.0,0.0,-6.24,-9.87,5.12,-1.12,-0.643,0.0,0,0,0,0,1,0,0,0,769886,7000.0,9200.0
정보근,-0.75,95,-0.73,-0.02,226,216,199,8,38,2,0,1,43,15,1,0,14,2,0,55,4,10,1,0.191,0.25,0.216,0.466,0.028,23.7,131542,2022,13154,94.0,67.0,585.2,0.543,641.0,592.0,43.0,6.0,99.1,9.76,0.76,0.0,-1.12,0.0,-0.22,0.99,-0.82,0.0,-0.16,-0.24,5.42,5.27,-0.016,0.0,0,0,0,0,0,0,0,1,769886,3400.0,7500.0
조세진,-0.87,39,-0.88,0.01,88,87,86,6,16,3,0,0,19,6,0,1,1,0,0,25,4,1,0,0.186,0.195,0.221,0.416,-0.002,-2.0,150462,2022,15046,32.0,20.0,192.0,-0.036,40.0,38.0,1.0,1.0,0.975,1.828,-0.12,0.4,-0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.585,-0.483,-0.353,0.013,0.0,0,0,0,1,0,0,0,0,769886,3000.0,
나성범,6.94,144,6.6,0.33,649,643,563,92,180,39,2,21,286,97,6,1,64,17,6,137,7,0,5,0.32,0.402,0.508,0.91,0.186,161.8,111620,2022,11162,132.0,132.0,1131.2,-0.28,230.0,223.0,4.0,3.0,98.7,1.81,2.02,0.19,1.03,0.0,0.0,0.0,0.0,0.0,3.25,3.25,-5.96,-2.71,0.335,1.0,0,0,0,1,0,0,0,0,1156339,300000.0,180000.0
소크라테스,4.46,127,4.61,-0.15,554,551,514,83,160,29,7,17,254,77,12,7,34,2,4,81,11,0,4,0.311,0.354,0.494,0.848,0.157,136.4,149960,2022,14996,155.0,125.0,1084.0,-0.156,328.0,321.0,2.0,5.0,0.985,2.682,-0.59,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,-1.48,-1.375,-0.031,-1.511,-0.153,0.0,0,0,0,0,0,0,1,0,1156339,78000.0,50000.0
박동원,3.76,112,3.33,0.43,407,397,352,51,86,18,0,17,155,53,1,0,38,9,4,87,9,7,1,0.244,0.333,0.44,0.773,0.136,118.5,103870,2022,10387,107.0,92.0,817.0,1.374,737.0,665.0,68.0,4.0,99.5,8.07,-0.52,0.0,1.52,0.0,-0.11,0.77,3.58,0.0,4.16,4.88,9.17,13.33,0.429,0.0,0,0,0,0,0,0,0,1,1156339,31000.0,300000.0
박찬호,3.42,130,3.15,0.27,566,558,493,81,134,22,0,4,168,45,42,8,57,1,0,67,9,8,7,0.272,0.344,0.341,0.685,0.108,94.1,112610,2022,11261,133.0,129.0,1115.0,1.398,582.0,216.0,344.0,22.0,0.962,4.52,2.89,0.0,0.87,-1.15,0.0,0.0,0.0,0.0,2.61,2.826,10.949,13.559,0.269,0.0,0,0,0,0,1,0,0,0,1156339,12000.0,30000.0
김선빈,3.12,140,3.37,-0.25,587,579,505,51,145,23,0,3,177,61,13,2,65,6,0,47,14,7,3,0.287,0.373,0.35,0.723,0.127,109.9,100080,2022,10008,139.0,134.0,1137.0,0.333,591.0,246.0,335.0,10.0,0.983,4.599,-3.27,0.0,0.36,0.46,0.0,0.0,0.0,0.0,-2.45,-2.538,5.677,3.227,-0.253,0.0,0,1,0,0,0,0,0,0,1156339,45000.0,60000.0
최형우,2.63,132,2.47,0.16,530,526,454,55,120,27,1,14,191,71,1,0,73,1,5,92,9,0,2,0.264,0.366,0.421,0.787,0.145,125.9,103440,2022,10344,19.0,17.0,133.0,0.087,35.0,34.0,1.0,0.0,100.0,2.37,1.53,-0.18,0.2,0.0,0.0,0.0,0.0,0.0,1.55,1.69,-0.7,0.85,0.159,0.0,0,0,0,0,0,1,0,0,1156339,133333.0,100000.0
류지혁,1.96,127,2.17,-0.21,477,469,405,55,111,19,2,2,140,48,8,4,56,6,0,83,6,8,2,0.274,0.369,0.346,0.715,0.126,109.6,108940,2022,10894,141.0,107.0,950.0,-0.24,384.0,219.0,152.0,13.0,0.966,3.515,-1.88,0.0,-0.16,0.08,0.0,0.0,0.0,0.0,-1.99,-2.032,-0.337,-2.327,-0.205,0.0,0,0,1,0,0,0,0,0,1156339,10500.0,20000.0
이창진,1.88,111,1.96,-0.07,404,393,346,56,104,14,0,7,139,48,3,5,41,2,0,63,7,11,4,0.301,0.374,0.402,0.776,0.14,121.7,112330,2022,11233,104.0,89.0,776.0,-0.395,184.0,181.0,3.0,0.0,1.0,2.134,-0.12,-1.75,1.18,0.0,0.0,0.0,0.0,0.0,-0.7,-0.969,-3.13,-3.83,-0.072,0.0,0,0,0,0,0,1,0,0,1156339,7000.0,12000.0
김도영,1.69,103,0.88,0.81,254,250,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,0.237,0.312,0.362,0.674,0.104,90.7,150560,2022,15056,97.0,60.0,567.0,0.859,219.0,76.0,130.0,13.0,0.941,3.27,5.78,0.0,0.62,1.57,0.0,0.0,0.0,0.0,7.89,11.713,0.439,8.329,0.813,0.0,0,0,1,0,0,0,0,0,1156339,3000.0,10000.0
고종욱,0.29,62,0.44,-0.14,114,113,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,1,0,0.283,0.327,0.425,0.752,0.125,108.5,106590,2022,10659,8.0,3.0,28.0,-0.157,3.0,3.0,0.0,0.0,100.0,0.96,-1.94,0.51,0.04,0.0,0.0,0.0,0.0,0.0,-1.39,-3.24,-0.13,-1.52,-0.144,0.0,0,0,0,0,0,1,0,0,1156339,7000.0,15000.0
김호령,0.27,54,0.21,0.05,88,84,77,21,21,1,1,1,27,8,2,1,7,0,0,22,4,4,0,0.273,0.333,0.351,0.684,0.106,92.6,112980,2022,11298,48.0,19.0,209.0,0.054,71.0,66.0,2.0,3.0,95.8,2.93,1.31,0.38,-1.16,0.0,0.0,0.0,0.0,0.0,0.52,1.39,0.0,0.52,0.054,0.0,0,0,0,0,0,0,1,0,1156339,6000.0,9000.0
황대인,0.18,129,0.35,-0.17,524,523,476,40,122,27,0,14,191,91,0,0,36,7,2,92,20,0,5,0.256,0.315,0.401,0.716,0.113,98.8,113060,2022,11306,129.0,127.0,1041.1,-1.251,1030.0,955.0,68.0,7.0,99.3,8.84,-1.17,0.0,-0.18,0.0,-0.32,0.0,0.0,0.0,-1.67,-1.87,-10.46,-12.13,-0.173,0.0,1,0,0,0,0,0,0,0,1156339,6500.0,8000.0
박정우,0.05,16,-0.06,0.11,3,3,3,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.09,73.8,128690,2022,12869,10.0,0.0,19.0,0.111,5.0,5.0,0.0,0.0,1.0,2.368,1.04,0.02,0.03,0.0,0.0,0.0,0.0,0.0,1.08,15.552,0.0,1.08,0.111,0.0,0,0,0,0,0,0,1,0,1156339,3500.0,3800.0
김선우,0.05,3,0.08,-0.03,4,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333,0.5,0.333,0.833,0.213,183.6,148220,2022,14822,1.0,0.0,3.0,-0.028,2.0,2.0,0.0,0.0,100.0,6.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.47,0.0,-0.32,-15.44,0.05,-0.27,-0.033,0.0,0,0,0,0,0,0,0,1,1156339,6000.0,
권혁경,0.01,2,0.03,-0.03,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.215,197.9,147900,2022,14790,2.0,0.0,4.0,-0.021,6.0,6.0,0.0,0.0,100.0,13.5,0.0,0.0,0.01,0.0,0.0,0.0,-0.38,0.0,-0.26,-18.41,0.05,-0.21,-0.026,0.0,0,0,0,0,0,0,0,1,1156339,10200.0,3200.0
박민,0.0,6,-0.03,0.03,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.16,-143.3,146110,2022,14611,5.0,0.0,8.0,0.026,1.0,0.0,1.0,0.0,1.0,1.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7.2,0.004,0.254,0.026,0.0,0,0,0,0,1,0,0,0,1156339,3500.0,3500.0
나지완,-0.02,2,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.16,-141.0,100300,2022,10030,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1156339,15000.0,
류승현,-0.03,3,-0.07,0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-136.2,125430,2022,12543,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,100.0,4.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,18.17,0.0,0.0,0.039,0.0,0,0,0,1,0,0,0,0,1156339,4000.0,
김민식,-0.04,22,0.21,-0.25,62,61,54,7,13,2,0,1,18,6,0,0,6,0,0,12,1,1,1,0.241,0.311,0.333,0.644,0.091,78.5,107070,2022,10707,21.0,17.0,148.0,-0.104,152.0,134.0,16.0,2.0,98.7,9.12,0.32,0.0,-0.52,0.0,0.21,-0.14,-3.35,0.0,-2.47,-3.42,1.46,-1.01,-0.255,0.0,0,0,0,0,0,0,0,1,1156339,9500.0,15000.0
임석진,-0.05,10,-0.03,-0.02,17,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,0.071,0.235,0.286,0.521,0.062,52.1,126120,2022,12612,11.0,4.0,39.0,-0.027,16.0,11.0,5.0,0.0,1.0,3.692,-0.34,0.0,0.03,-0.17,0.0,0.0,0.0,0.0,-0.21,-2.749,-0.055,-0.265,-0.022,0.0,0,0,1,0,0,0,0,0,1156339,3000.0,3200.0
신범수,-0.07,2,-0.08,0.01,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-136.6,125410,2022,12541,2.0,1.0,8.0,0.013,7.0,7.0,0.0,0.0,100.0,7.88,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.08,5.4,0.05,0.12,0.008,0.0,0,0,0,0,0,0,0,1,1156339,3600.0,5000.0
이우성,-0.1,80,0.41,-0.51,137,133,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,0.292,0.361,0.375,0.736,0.127,110.9,110990,2022,11099,69.0,27.0,280.0,-0.567,62.0,59.0,1.0,2.0,0.968,1.929,-3.77,-0.65,-0.53,0.0,0.0,0.0,0.0,0.0,-4.95,-10.33,-0.555,-5.505,-0.51,0.0,0,0,0,0,0,1,0,0,1156339,4100.0,13000.0
한승택,-0.1,66,-0.18,0.08,119,115,102,11,18,2,0,1,23,12,0,0,9,3,0,30,2,4,1,0.176,0.261,0.225,0.486,0.042,36.6,111190,2022,11119,64.0,34.0,299.2,0.363,268.0,243.0,25.0,0.0,100.0,8.05,0.31,0.0,0.91,0.0,-0.21,-0.64,0.56,0.0,0.76,1.66,2.76,3.52,0.079,0.0,0,0,0,0,0,0,0,1,1156339,8500.0,6500.0
이정훈,-0.12,6,-0.12,0.0,10,10,8,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.0,0.2,0.0,0.2,-0.031,-27.4,129160,2022,12916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1156339,4000.0,6000.0
김태진,-0.17,7,-0.1,-0.07,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.16,-130.9,112440,2022,11244,3.0,0.0,6.0,-0.071,2.0,0.0,1.0,1.0,50.0,1.5,-0.72,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.71,-1.33,0.02,-0.69,-0.073,0.0,0,0,1,0,0,0,0,0,1156339,10000.0,11000.0
김규성,-0.31,70,-0.1,-0.2,52,51,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.18,0.196,0.28,0.476,0.019,16.6,125400,2022,12540,65.0,10.0,172.0,-0.197,92.0,58.0,32.0,2.0,0.978,4.709,-1.62,0.0,0.18,-0.63,0.0,0.0,0.0,0.0,-1.97,-4.364,0.058,-1.912,-0.203,0.0,0,1,0,0,0,0,0,0,1156339,4300.0,5500.0
김석환,-0.36,51,-0.38,0.02,107,107,94,15,14,2,0,3,25,7,0,0,10,3,0,32,1,0,0,0.149,0.252,0.266,0.518,0.053,45.9,129170,2022,12917,39.0,22.0,204.0,-0.042,60.0,60.0,0.0,0.0,1.0,2.647,0.34,-0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.24,0.886,-0.646,-0.406,0.025,0.0,0,0,0,0,0,1,0,0,1156339,3100.0,4000.0
최정용,-0.43,30,-0.4,-0.04,23,22,22,5,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0.091,0.091,0.091,0.182,-0.092,-80.5,114070,2022,11407,19.0,3.0,49.0,-0.024,21.0,4.0,16.0,1.0,0.952,3.673,-0.25,0.0,0.06,-0.15,0.0,0.0,0.0,0.0,-0.34,-2.577,0.107,-0.233,-0.035,0.0,0,1,0,0,0,0,0,0,1156339,3800.0,4300.0
박병호,4.52,124,3.83,0.68,487,485,429,72,118,17,0,35,240,98,5,3,40,12,3,131,7,0,6,0.275,0.349,0.559,0.908,0.176,145.8,104708,2022,10470,107.0,105.0,873.0,-0.22,942.0,861.0,74.0,7.0,99.3,9.64,6.66,0.0,0.17,0.0,-0.21,0.0,0.0,0.0,6.63,7.7,-8.76,-2.13,0.683,1.0,1,0,0,0,0,0,0,0,789087,83333.0,70000.0
장성우,3.4,117,3.36,0.04,420,419,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,0.26,0.353,0.439,0.792,0.143,118.0,102358,2022,10235,101.0,87.0,763.2,0.928,707.0,661.0,39.0,7.0,99.0,8.25,-0.46,0.0,-0.09,0.0,-0.34,0.04,1.74,0.0,0.36,0.45,8.64,9.0,0.038,0.0,0,0,0,0,0,0,0,1,789087,95000.0,95000.0
조용호,3.08,131,2.46,0.62,531,527,474,52,146,18,4,3,181,44,5,4,49,3,3,74,3,2,3,0.308,0.374,0.382,0.756,0.134,111.5,129438,2022,12943,162.0,122.0,986.0,0.337,204.0,196.0,8.0,0.0,1.0,1.862,4.67,-0.3,1.66,0.0,0.0,0.0,0.0,0.0,6.03,5.36,-2.76,3.27,0.622,0.0,0,0,0,1,0,0,0,0,789087,24000.0,15000.0
