선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,연봉(만원)
이병헌,삼성 라이온즈,0.1,95,0.23,-0.13,166,164,145,9,36,4,0,1,43,9,0,0,17,2,0,48,0,2,0,0.248,0.335,0.297,0.632,0.094,66.8,141173,2024,14117,6500.0
류지혁,삼성 라이온즈,0.09,100,0.42,-0.34,348,343,302,43,78,9,1,3,98,36,11,4,33,6,0,70,7,5,2,0.258,0.341,0.325,0.666,0.106,76.0,108943,2024,10894,60000.0
김민수,삼성 라이온즈,0.07,9,0.09,-0.02,8,8,8,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0.25,0.25,0.625,0.875,0.136,99.8,112663,2024,11266,4600.0
양도근,삼성 라이온즈,0.04,16,0.01,0.03,29,28,23,5,4,0,1,0,6,2,0,0,5,0,0,8,0,1,0,0.174,0.321,0.261,0.582,0.085,58.1,158753,2024,15875,3500.0
김성윤,삼성 라이온즈,-0.03,32,-0.07,0.04,89,86,74,15,18,4,0,0,22,6,3,1,9,1,0,16,1,3,2,0.243,0.326,0.297,0.623,0.088,65.0,129363,2024,12936,7000.0
김태훈,삼성 라이온즈,-0.05,12,-0.14,0.09,21,21,20,2,4,1,0,0,5,1,0,0,0,1,0,3,1,0,0,0.2,0.238,0.25,0.488,0.027,18.5,113363,2024,11336,4500.0
김도환,삼성 라이온즈,-0.11,1,-0.07,-0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,141153,2024,14115,4700.0
공민규,삼성 라이온즈,-0.16,12,-0.08,-0.08,17,17,14,1,1,0,0,1,4,2,0,0,1,2,0,9,1,0,0,0.071,0.235,0.286,0.521,0.056,39.5,131643,2024,13164,4300.0
양우현,삼성 라이온즈,-0.17,7,-0.32,0.15,15,14,13,0,0,0,0,0,0,1,0,0,1,0,0,6,1,1,0,0.0,0.071,0.0,0.071,-0.138,-92.5,141163,2024,14116,4000.0
이창용,삼성 라이온즈,-0.24,9,-0.23,-0.01,21,21,21,1,4,1,0,0,5,2,0,0,0,0,0,4,0,0,0,0.19,0.19,0.238,0.428,-0.013,-9.2,148663,2024,14866,3300.0
김재성,삼성 라이온즈,-0.24,10,-0.08,-0.16,23,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0,0,0.2,0.304,0.25,0.554,0.066,47.7,113443,2024,11344,5500.0
김호진,삼성 라이온즈,-0.4,26,-0.47,0.07,32,32,29,4,2,0,0,0,2,3,0,0,1,1,0,11,1,0,1,0.069,0.125,0.069,0.194,-0.088,-60.7,158683,2024,15868,3250.0
강한울,삼성 라이온즈,-0.47,18,-0.47,0.01,25,22,21,1,2,0,0,0,2,1,0,0,0,0,0,6,1,3,1,0.095,0.091,0.095,0.186,-0.114,-81.5,112553,2024,11255,7000.0
김재혁,삼성 라이온즈,-0.49,35,-0.53,0.04,54,54,49,6,9,2,1,0,13,6,2,2,3,0,0,19,2,0,2,0.184,0.222,0.265,0.487,0.017,11.6,150363,2024,15036,3500.0
안주형,삼성 라이온즈,-0.92,82,-0.57,-0.35,166,154,142,24,31,2,0,0,33,8,4,2,11,1,0,39,3,12,0,0.218,0.279,0.232,0.511,0.041,29.2,129883,2024,12988,7000.0
최정,SSG 랜더스,4.55,129,4.65,-0.09,550,550,468,93,136,27,2,37,278,107,5,1,55,20,1,114,10,0,7,0.291,0.384,0.594,0.978,0.202,145.9,101064,2024,10106,170000.0
에레디아,SSG 랜더스,4.42,136,4.09,0.33,591,588,541,82,195,31,1,21,291,118,4,3,28,13,3,73,12,0,9,0.36,0.399,0.538,0.937,0.191,137.2,155304,2024,15530,224000.0
박성한,SSG 랜더스,3.6,137,3.5,0.1,564,559,489,78,147,24,0,10,201,67,13,3,64,2,3,86,11,3,6,0.301,0.38,0.411,0.791,0.145,104.0,129224,2024,12922,37000.0
정준재,SSG 랜더스,1.8,88,1.52,0.28,240,237,215,40,66,8,5,1,87,23,16,5,19,3,0,49,3,3,0,0.307,0.371,0.405,0.776,0.143,103.2,160424,2024,16042,7500.0
최지훈,SSG 랜더스,1.76,125,2.03,-0.27,543,537,483,89,133,22,7,11,202,49,32,5,50,2,0,71,5,6,2,0.275,0.345,0.418,0.763,0.128,92.2,145874,2024,14587,30000.0
이지영,SSG 랜더스,1.53,123,0.96,0.57,432,425,398,45,111,11,1,5,139,50,8,1,18,7,0,35,10,7,2,0.279,0.32,0.349,0.669,0.097,70.1,103124,2024,10312,15000.0
오태곤,SSG 랜더스,1.29,117,1.19,0.09,288,281,247,43,68,16,0,9,111,36,27,4,31,1,2,73,4,6,3,0.275,0.355,0.449,0.804,0.143,102.4,102494,2024,10249,15000.0
최준우,SSG 랜더스,0.17,18,0.28,-0.11,34,34,25,2,6,2,0,0,8,5,0,0,9,0,0,8,0,0,0,0.24,0.441,0.32,0.761,0.171,126.9,131284,2024,13128,3200.0
최상민,SSG 랜더스,0.12,43,-0.01,0.13,13,13,12,9,2,2,0,0,4,1,2,1,0,1,0,5,0,0,0,0.167,0.231,0.333,0.564,0.058,42.6,131954,2024,13195,3200.0
박지환,SSG 랜더스,0.09,76,0.49,-0.4,249,246,228,33,63,9,2,4,88,21,8,3,12,3,0,61,3,3,3,0.276,0.317,0.386,0.703,0.106,75.2,160384,2024,16038,6200.0
현원회,SSG 랜더스,-0.02,1,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-130.7,145844,2024,14584,3000.0
문승원,SSG 랜더스,-0.03,6,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-140.8,107834,2024,10783,80000.0
류효승,SSG 랜더스,-0.05,1,-0.05,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-146.7,145864,2024,14586,3100.0
김창평,SSG 랜더스,-0.06,6,-0.1,0.04,9,9,7,1,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0.0,0.222,0.0,0.222,-0.029,-22.1,141464,2024,14146,3100.0
최민창,SSG 랜더스,-0.07,7,-0.06,0.0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-133.8,113514,2024,11351,3000.0
신범수,SSG 랜더스,-0.07,11,-0.07,0.0,29,29,27,4,6,3,0,0,9,2,0,0,1,1,0,5,0,0,0,0.222,0.276,0.333,0.609,0.074,51.8,125414,2024,12541,3200.0
조형우,SSG 랜더스,-0.08,19,0.08,-0.16,38,38,33,4,8,0,0,0,8,4,0,0,1,4,0,6,0,0,0,0.242,0.342,0.242,0.584,0.094,66.6,148064,2024,14806,4000.0
한유섬,SSG 랜더스,-0.23,132,0.43,-0.67,523,519,464,64,109,29,0,24,210,87,0,1,46,9,3,142,2,1,3,0.235,0.314,0.453,0.767,0.125,89.3,108154,2024,10815,90000.0
정현승,SSG 랜더스,-0.25,23,-0.17,-0.08,31,31,29,1,7,0,0,1,10,4,1,0,2,0,0,6,0,0,0,0.241,0.29,0.345,0.635,0.076,53.9,160434,2024,16043,3000.0
김찬형,SSG 랜더스,-0.26,5,-0.23,-0.03,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.19,-139.6,126224,2024,12622,3200.0
김민식,SSG 랜더스,-0.26,45,-0.05,-0.21,126,122,106,10,22,5,0,1,30,10,0,0,16,0,0,33,2,4,0,0.208,0.311,0.283,0.594,0.079,56.5,107074,2024,10707,25000.0
김성현,SSG 랜더스,-0.49,71,0.03,-0.53,167,162,141,21,32,3,1,1,40,15,2,0,16,4,0,28,7,5,1,0.227,0.321,0.284,0.605,0.085,60.3,106364,2024,10636,15000.0
하재훈,SSG 랜더스,-0.74,107,0.11,-0.85,317,315,290,40,72,19,0,10,121,36,15,2,18,2,0,90,5,2,5,0.248,0.292,0.417,0.709,0.102,73.9,141474,2024,14147,9000.0
고명준,SSG 랜더스,-0.76,106,-0.97,0.21,366,366,340,33,85,13,0,11,131,45,3,4,25,1,0,90,4,0,0,0.25,0.303,0.385,0.688,0.095,68.1,148074,2024,14807,8000.0
안상현,SSG 랜더스,-0.8,37,-0.58,-0.22,75,74,70,3,12,1,0,0,13,2,1,1,4,0,0,14,0,1,0,0.171,0.216,0.186,0.402,-0.01,-7.2,126134,2024,12613,3200.0
박민우,NC 다이노스,4.7,121,4.11,0.58,528,520,457,75,150,26,2,8,204,50,32,7,54,9,4,79,5,4,4,0.328,0.406,0.446,0.852,0.172,129.6,111375,2024,11137,90000.0
데이비슨,NC 다이노스,3.98,131,4.26,-0.28,567,565,504,90,154,25,1,46,319,119,0,1,39,17,5,142,12,0,7,0.306,0.37,0.633,1.003,0.203,153.9,160665,2024,16066,168000.0
권희동,NC 다이노스,3.77,123,3.48,0.29,511,509,416,66,125,22,1,13,188,77,4,0,77,10,1,63,10,2,6,0.3,0.417,0.452,0.869,0.182,137.9,111725,2024,11172,22500.0
김주원,NC 다이노스,3.75,134,3.07,0.68,475,466,385,61,97,18,2,9,146,49,16,6,51,25,1,111,5,9,5,0.252,0.371,0.379,0.75,0.143,108.4,147655,2024,14765,20000.0
박건우,NC 다이노스,2.64,89,2.96,-0.32,362,360,323,58,111,23,1,13,175,53,4,0,33,4,3,54,7,0,2,0.344,0.409,0.542,0.951,0.198,150.1,101895,2024,10189,70000.0
김휘집,NC 다이노스,1.99,89,1.52,0.47,366,364,314,54,86,15,0,11,134,48,4,3,37,7,0,70,7,2,6,0.274,0.357,0.427,0.784,0.141,106.3,147855,2024,14785,17500.0
서호철,NC 다이노스,1.39,141,1.28,0.11,567,561,512,68,146,19,3,10,201,61,1,3,30,16,0,101,15,6,3,0.285,0.342,0.393,0.735,0.123,93.3,142205,2024,14220,17500.0
최정원,NC 다이노스,0.62,65,0.55,0.06,155,154,131,33,37,5,0,1,45,14,7,3,17,4,0,34,1,1,2,0.282,0.377,0.344,0.721,0.131,99.0,142215,2024,14221,7000.0
박세혁,NC 다이노스,0.48,82,0.69,-0.21,171,166,148,21,39,9,0,1,51,10,4,0,14,3,0,43,3,5,1,0.264,0.337,0.345,0.682,0.108,82.4,108915,2024,10891,60000.0
김형준,NC 다이노스,0.42,119,0.31,0.11,414,407,354,39,69,12,0,17,132,50,0,0,45,2,0,144,6,7,6,0.195,0.285,0.373,0.658,0.086,64.9,130815,2024,13081,11000.0
천재환,NC 다이노스,0.37,89,0.56,-0.2,236,233,215,31,61,9,1,5,87,33,8,2,13,4,0,52,7,3,1,0.284,0.335,0.405,0.74,0.121,91.5,132615,2024,13261,7600.0
안중열,NC 다이노스,0.23,10,0.29,-0.06,25,25,21,5,6,1,0,2,13,4,0,0,3,0,0,7,0,0,1,0.286,0.36,0.619,0.979,0.187,138.4,113295,2024,11329,6600.0
송승환,NC 다이노스,0.09,3,-0.05,0.14,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,-0.022,-16.6,141725,2024,14172,3200.0
오영수,NC 다이노스,0.08,20,-0.04,0.12,34,34,30,4,6,0,0,3,15,5,0,0,2,1,0,6,0,0,1,0.2,0.265,0.5,0.765,0.108,80.8,130825,2024,13082,5100.0
손아섭,NC 다이노스,0.08,84,-0.23,0.31,355,353,333,45,95,16,0,7,132,50,6,2,16,0,0,65,1,2,4,0.285,0.314,0.396,0.71,0.103,78.3,102615,2024,10261,50000.0
도태훈,NC 다이노스,0.06,100,-0.24,0.3,181,177,145,20,31,4,0,0,35,15,1,0,24,6,0,29,5,4,2,0.214,0.345,0.241,0.586,0.092,69.3,125605,2024,12560,8000.0
신용석,NC 다이노스,-0.06,2,-0.07,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-0.19,-136.9,154525,2024,15452,3000.0
김한별,NC 다이노스,-0.07,40,0.24,-0.31,50,50,44,8,14,1,0,0,15,3,0,0,2,4,0,9,2,0,0,0.318,0.4,0.341,0.741,0.148,109.8,147165,2024,14716,3800.0
한재환,NC 다이노스,-0.08,7,-0.05,-0.03,9,9,9,1,2,1,0,0,3,1,0,0,0,0,0,3,0,0,0,0.222,0.222,0.333,0.555,0.036,26.9,146595,2024,14659,3000.0
박영빈,NC 다이노스,-0.09,19,0.13,-0.23,7,7,6,3,3,2,0,0,5,1,2,1,1,0,0,3,0,0,0,0.5,0.571,0.833,1.404,0.374,278.2,146615,2024,14661,3100.0
김세훈,NC 다이노스,-0.1,7,-0.06,-0.05,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.2,0.0,0.2,-0.045,-35.0,160585,2024,16058,3000.0
김범준,NC 다이노스,-0.15,5,-0.15,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,-0.19,-142.8,142225,2024,14222,3000.0
박한결,NC 다이노스,-0.28,28,-0.07,-0.21,71,71,65,8,12,1,0,7,34,14,0,0,6,0,0,29,1,0,0,0.185,0.254,0.523,0.777,0.11,84.6,154515,2024,15451,3500.0
박시원,NC 다이노스,-0.46,55,-0.26,-0.2,158,156,141,17,33,5,1,2,46,17,3,0,14,0,0,46,2,2,1,0.234,0.301,0.326,0.627,0.08,60.9,145975,2024,14597,12000.0
한석현,NC 다이노스,-0.52,40,-0.22,-0.3,76,76,73,10,18,4,1,0,24,3,2,1,2,1,0,22,2,0,0,0.247,0.276,0.329,0.605,0.067,50.3,132505,2024,13250,3700.0
강승호,두산 베어스,3.71,140,2.9,0.81,566,561,521,81,146,34,7,18,248,81,16,5,32,7,4,158,8,2,4,0.28,0.328,0.476,0.804,0.136,104.3,110871,2024,11087,37000.0
양의지,두산 베어스,3.21,119,3.4,-0.19,485,482,430,57,135,18,1,17,206,94,2,1,40,9,5,56,13,0,6,0.314,0.379,0.479,0.858,0.164,125.3,101651,2024,10165,160000.0
김재환,두산 베어스,3.09,136,3.37,-0.28,552,549,474,78,134,28,0,29,249,92,1,1,63,6,3,168,8,0,9,0.283,0.368,0.525,0.893,0.173,132.0,106431,2024,10643,100000.0
정수빈,두산 베어스,2.97,136,2.52,0.45,608,598,510,95,145,21,3,4,184,47,52,13,71,9,1,72,8,10,8,0.284,0.376,0.361,0.737,0.131,100.2,101951,2024,10195,60000.0
양석환,두산 베어스,2.17,142,1.79,0.37,593,592,533,83,131,25,1,34,260,107,5,3,49,7,1,128,15,1,3,0.246,0.316,0.488,0.804,0.136,104.5,112131,2024,11213,30000.0
박준영,두산 베어스,1.47,65,0.91,0.56,212,211,186,25,42,9,2,7,76,28,2,0,21,3,0,58,3,1,1,0.226,0.313,0.409,0.722,0.114,86.6,125221,2024,12522,8500.0
김기연,두산 베어스,1.16,95,0.85,0.31,283,279,252,31,70,10,0,5,95,31,0,2,22,2,0,47,5,4,3,0.278,0.337,0.377,0.714,0.113,86.7,125491,2024,12549,11000.0
이유찬,두산 베어스,1.01,103,0.67,0.33,262,255,231,39,64,11,0,3,84,23,16,6,22,1,0,51,9,7,1,0.277,0.341,0.364,0.705,0.115,87.9,128941,2024,12894,10500.0
조수행,두산 베어스,0.97,130,0.4,0.57,382,368,328,60,87,5,2,0,96,30,64,8,33,3,1,53,2,14,4,0.265,0.334,0.293,0.627,0.085,65.5,125241,2024,12524,20000.0
전다민,두산 베어스,0.3,25,0.34,-0.04,34,34,27,10,9,2,0,0,11,1,1,1,7,0,0,8,0,0,0,0.333,0.471,0.407,0.878,0.202,156.9,160721,2024,16072,3500.0
김민혁,두산 베어스,0.19,5,0.19,0.0,8,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0,0,0.2,0.5,0.8,1.3,0.303,237.7,129701,2024,12970,3420.0
류현준,두산 베어스,0.12,2,0.11,0.01,3,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667,0.487,380.3,160761,2024,16076,3100.0
홍성호,두산 베어스,0.07,15,0.03,0.03,15,15,14,0,4,2,0,0,6,1,1,0,1,0,0,7,0,0,0,0.286,0.333,0.429,0.762,0.129,100.8,126061,2024,12606,3300.0
오명진,두산 베어스,-0.01,2,0.01,-0.02,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.173,130.2,147371,2024,14737,3100.0
임종성,두산 베어스,-0.01,1,-0.06,0.04,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,-0.008,-6.5,160691,2024,16069,3100.0
장규빈,두산 베어스,-0.02,3,-0.02,0.0,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.02,15.1,145701,2024,14570,3100.0
권휘,두산 베어스,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-140.8,136651,2024,13665,3700.0
여동건,두산 베어스,-0.03,9,-0.02,-0.01,11,11,10,2,4,0,0,0,4,0,3,0,1,0,0,2,0,0,0,0.4,0.455,0.4,0.855,0.181,140.6,160681,2024,16068,3300.0
장승현,두산 베어스,-0.1,9,-0.07,-0.04,23,22,20,1,4,2,0,0,6,0,0,1,2,0,0,5,0,1,0,0.2,0.273,0.3,0.573,0.061,43.3,110971,2024,11097,4800.0
박민준,두산 베어스,-0.14,5,-0.12,-0.01,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-144.6,155151,2024,15515,3100.0
박계범,두산 베어스,-0.33,24,0.11,-0.44,20,20,15,5,3,1,0,0,4,0,1,0,5,0,0,7,2,0,0,0.2,0.4,0.267,0.667,0.135,102.1,111981,2024,11198,6800.0
김인태,두산 베어스,-0.39,10,-0.24,-0.15,26,26,23,3,4,0,0,1,7,2,0,0,2,0,0,7,1,0,1,0.174,0.231,0.304,0.535,0.031,22.0,110981,2024,11098,7200.0
김대한,두산 베어스,-0.69,61,-0.7,0.01,89,87,75,10,10,1,0,1,14,7,1,1,8,2,0,26,1,2,2,0.133,0.23,0.187,0.417,0.007,5.6,141701,2024,14170,4200.0
송성문,키움 히어로즈,6.13,142,5.83,0.29,602,601,527,88,179,29,4,19,273,104,21,0,64,3,2,82,5,0,8,0.34,0.409,0.518,0.927,0.191,148.9,113767,2024,11376,30000.0
이주형,키움 히어로즈,1.96,115,1.72,0.25,537,536,473,82,126,19,3,13,190,60,6,0,49,14,1,119,4,0,1,0.266,0.352,0.402,0.754,0.133,103.6,145917,2024,14591,11000.0
이용규,키움 히어로즈,1.42,60,1.43,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,100357,2024,10035,20000.0
이형종,키움 히어로즈,0.36,35,0.28,0.08,126,125,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,1,0,0.216,0.36,0.363,0.723,0.128,100.7,125167,2024,12516,60000.0
김건희,키움 히어로즈,0.22,83,0.37,-0.16,283,283,261,27,67,15,0,9,109,38,0,0,18,0,0,82,7,0,4,0.257,0.3,0.418,0.718,0.103,79.2,154727,2024,15472,5200.0
박수종,키움 히어로즈,0.05,80,-0.05,0.11,148,144,129,23,33,5,1,0,40,6,3,0,13,2,0,17,4,4,0,0.256,0.333,0.31,0.643,0.097,73.8,151327,2024,15132,4500.0
박성빈,키움 히어로즈,-0.02,12,0.05,-0.07,11,11,9,1,2,1,0,0,3,2,0,0,1,1,0,2,0,0,0,0.222,0.364,0.333,0.697,0.137,110.5,154797,2024,15479,3000.0
최주환,키움 히어로즈,-0.03,130,-0.32,0.3,544,544,482,49,124,23,1,13,188,84,0,1,47,6,2,92,12,0,9,0.257,0.325,0.39,0.715,0.111,86.1,101827,2024,10182,30000.0
김태진,키움 히어로즈,-0.04,81,-0.77,0.73,202,197,189,26,42,6,3,0,54,10,0,0,7,0,1,27,1,5,1,0.222,0.249,0.286,0.535,0.035,27.5,112447,2024,11244,9000.0
송지후,키움 히어로즈,-0.05,2,-0.03,-0.01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,161307,2024,16130,3000.0
김재현,키움 히어로즈,-0.07,110,-0.18,0.1,326,316,288,27,70,11,0,0,81,26,1,1,14,10,0,63,8,10,4,0.243,0.297,0.281,0.578,0.067,52.1,108707,2024,10870,10000.0
김동헌,키움 히어로즈,-0.1,2,0.04,-0.14,7,7,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.2,0.429,0.2,0.629,0.153,115.9,154737,2024,15473,3800.0
주성원,키움 히어로즈,-0.13,27,-0.23,0.09,62,61,55,7,11,1,0,1,15,5,0,0,6,0,0,18,2,1,0,0.2,0.279,0.273,0.552,0.054,42.4,141337,2024,14133,3800.0
임병욱,키움 히어로즈,-0.16,42,-0.13,-0.03,92,92,87,14,21,3,0,3,33,10,1,0,4,0,0,32,1,0,1,0.241,0.272,0.379,0.651,0.075,57.9,112267,2024,11226,6000.0
김병휘,키움 히어로즈,-0.19,28,0.03,-0.21,71,70,59,6,10,3,0,1,16,3,0,0,6,5,0,26,0,1,0,0.169,0.3,0.271,0.571,0.081,61.7,145777,2024,14577,3500.0
변상권,키움 히어로즈,-0.2,77,-0.58,0.38,232,232,219,16,55,3,1,5,75,21,0,0,11,1,0,51,4,0,1,0.251,0.289,0.342,0.631,0.075,57.6,132237,2024,13223,5500.0
원성준,키움 히어로즈,-0.22,51,-0.16,-0.07,125,124,112,12,28,5,0,2,39,11,2,0,10,0,0,36,2,1,2,0.25,0.306,0.348,0.654,0.087,67.3,161367,2024,16136,4000.0
박주홍,키움 히어로즈,-0.27,25,-0.44,0.17,59,59,49,5,5,2,0,0,7,1,2,0,10,0,0,17,1,0,0,0.102,0.254,0.143,0.397,0.016,12.6,145807,2024,14580,3700.0
장재영,키움 히어로즈,-0.33,38,-0.25,-0.07,139,139,119,14,20,3,0,4,35,13,0,0,17,3,0,64,2,0,0,0.168,0.288,0.294,0.582,0.072,55.7,147847,2024,14784,4600.0
김웅빈,키움 히어로즈,-0.4,12,-0.4,0.0,38,37,32,2,4,0,0,0,4,2,0,0,4,1,0,15,1,1,0,0.125,0.243,0.125,0.368,0.002,1.5,125037,2024,12503,4000.0
고영우,키움 히어로즈,-0.42,94,0.01,-0.43,290,286,254,21,65,12,2,0,81,35,0,0,28,1,0,71,5,4,3,0.256,0.329,0.319,0.648,0.094,73.5,161287,2024,16128,4500.0
이원석,키움 히어로즈,-0.53,39,-0.33,-0.2,109,109,91,5,20,4,0,0,24,8,0,0,14,2,0,18,2,0,2,0.22,0.33,0.264,0.594,0.085,66.4,101807,2024,10180,30000.0
이승원,키움 히어로즈,-0.74,20,-0.53,-0.2,41,39,37,3,4,1,0,0,5,1,0,0,2,0,0,13,2,2,0,0.108,0.154,0.135,0.289,-0.058,-43.9,154767,2024,15476,3200.0
임지열,키움 히어로즈,-0.87,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,112257,2024,11225,5800.0
이재상,키움 히어로즈,-1.04,36,-0.55,-0.49,89,88,84,7,16,1,0,1,20,5,0,0,2,2,0,33,0,1,0,0.19,0.227,0.238,0.465,0.013,9.9,161247,2024,16124,3200.0
