선수,연봉(만원),WAR,WAR당 연봉,팀,pid
최상민,3200,-0.08,-38354,SSG 랜더스,13195
이정범,3200,-,-,SSG 랜더스,13194
박대온,3200,-,-,SSG 랜더스,11246
전영준,3200,0.72,4459,SSG 랜더스,15032
신범수,3200,0.32,9932,SSG 랜더스,12541
김태윤,3100,0.02,128864,SSG 랜더스,15030
박시후,3100,0.31,9982,SSG 랜더스,14687
박성빈,3100,-,-,SSG 랜더스,16044
김창평,3100,0.00,679454,SSG 랜더스,14146
류효승,3100,-,-,SSG 랜더스,14586
석정우,3100,-0.35,-8882,SSG 랜더스,15121
장현진,3000,-,-,SSG 랜더스,16400
이원준,3000,-,-,SSG 랜더스,16317
최윤석,3000,-,-,SSG 랜더스,16318
천범석,3000,-,-,SSG 랜더스,16316
신지환,3000,-,-,SSG 랜더스,16315
이율예,3000,-0.04,-73688,SSG 랜더스,16314
김현재,3000,-,-,SSG 랜더스,16319
이도우,3000,-,-,SSG 랜더스,16320
한지헌,3000,-,-,SSG 랜더스,16322
홍대인,3000,-0.03,-116817,SSG 랜더스,16321
도재현,3000,-,-,SSG 랜더스,16323
박정빈,3000,-,-,SSG 랜더스,14862
김건우,3000,0.95,3158,SSG 랜더스,14803
최민창,3000,-,-,SSG 랜더스,11351
채현우,3000,0.15,19538,SSG 랜더스,14153
최수호,3000,-,-,SSG 랜더스,14148
정동윤,3000,-0.25,-12142,SSG 랜더스,12571
김성민,3000,-,-,SSG 랜더스,14585
현원회,3000,-0.20,-14666,SSG 랜더스,14584
김규민,3000,-,-,SSG 랜더스,16047
백준서,3000,-,-,SSG 랜더스,16045
정현승,3000,0.03,99423,SSG 랜더스,16043
최현석,3000,0.02,123599,SSG 랜더스,16041
박기호,3000,0.31,9574,SSG 랜더스,16040
임근우,3000,-,-,SSG 랜더스,15122
이승민,3000,-,-,SSG 랜더스,16039
데이비슨,168000,1.35,124888,NC 다이노스,16066
박민우,90000,4.34,20759,NC 다이노스,11137
로건,78400,2.52,31159,NC 다이노스,16350
라일리,72800,3.11,23391,NC 다이노스,16349
박건우,70000,1.33,52483,NC 다이노스,10189
박세혁,60000,-0.55,-108905,NC 다이노스,10891
손아섭,50000,2.06,24225,NC 다이노스,10261
권희동,22500,1.74,12939,NC 다이노스,11172
이용찬,20000,-0.16,-126049,NC 다이노스,10217
김영규,20000,0.13,158607,NC 다이노스,13088
김주원,20000,3.00,6657,NC 다이노스,14765
임정호,20000,-0.35,-56426,NC 다이노스,11168
신민혁,18000,1.75,10273,NC 다이노스,13085
이재학,18000,-,-,NC 다이노스,10220
김휘집,17500,1.31,13396,NC 다이노스,14785
서호철,17500,-0.63,-27831,NC 다이노스,14220
류진욱,13500,0.52,25881,NC 다이노스,11355
김시훈,13500,-0.26,-50995,NC 다이노스,13080
김재열,12000,-0.44,-27436,NC 다이노스,14747
박시원,12000,-0.44,-27354,NC 다이노스,14597
김형준,11000,1.44,7661,NC 다이노스,13081
구창모,10000,-,-,NC 다이노스,11353
도태훈,8000,0.00,3512947,NC 다이노스,12560
최성영,8000,-0.33,-24060,NC 다이노스,12565
천재환,7600,0.28,27168,NC 다이노스,13261
한재승,7500,0.33,22734,NC 다이노스,14764
최정원,7000,1.03,6791,NC 다이노스,14221
안중열,6600,-0.38,-17208,NC 다이노스,11329
배재환,5500,0.72,7643,NC 다이노스,11248
오영수,5100,0.12,43600,NC 다이노스,13082
김진호,5000,0.89,5640,NC 다이노스,12897
김태경,5000,-0.27,-18289,NC 다이노스,14593
조민석,5000,0.13,37471,NC 다이노스,15119
김한별,3800,0.39,9832,NC 다이노스,14716
전사민,3800,-0.12,-31023,NC 다이노스,14156
한석현,3700,0.32,11560,NC 다이노스,13250
임상현,3700,-0.02,-150884,NC 다이노스,16053
박한결,3500,-0.07,-52977,NC 다이노스,15451
김태현,3500,-0.02,-192599,NC 다이노스,12898
박동수,3400,-,-,NC 다이노스,15112
오장한,3300,-,-,NC 다이노스,14767
송승환,3200,-0.19,-16736,NC 다이노스,14172
오태양,3100,-0.06,-53461,NC 다이노스,14766
전루건,3100,-,-,NC 다이노스,14171
소이현,3100,0.23,13716,NC 다이노스,12900
최보성,3100,-,-,NC 다이노스,13087
박영빈,3100,0.09,35618,NC 다이노스,14661
홍재문,3000,-,-,NC 다이노스,16341
유재현,3000,-,-,NC 다이노스,16342
김태훈,3000,-0.06,-50114,NC 다이노스,16340
이세민,3000,-,-,NC 다이노스,16343
장창훈,3000,-,-,NC 다이노스,16346
양가온솔,3000,-,-,NC 다이노스,16347
조창연,3000,-,-,NC 다이노스,16348
신민우,3000,-,-,NC 다이노스,16345
정현창,3000,-0.11,-26341,NC 다이노스,16344
김녹원,3000,0.00,754578,NC 다이노스,15113
이준혁,3000,-0.19,-15583,NC 다이노스,15111
조효원,3000,-,-,NC 다이노스,15055
박주현,3000,-,-,NC 다이노스,13175
박주찬,3000,-,-,NC 다이노스,14219
김범준,3000,-0.02,-137356,NC 다이노스,14222
한재환,3000,0.04,79425,NC 다이노스,14659
박지한,3000,-,-,NC 다이노스,14650
서의태,3000,-,-,NC 다이노스,12574
안인산,3000,-,-,NC 다이노스,14598
김준원,3000,-,-,NC 다이노스,16063
고승완,3000,-0.12,-24663,NC 다이노스,16061
조현민,3000,-,-,NC 다이노스,16060
원종해,3000,-,-,NC 다이노스,16059
김세훈,3000,-,-,NC 다이노스,16058
손주환,3000,0.95,3154,NC 다이노스,16057
최우석,3000,-0.06,-52324,NC 다이노스,16056
김휘건,3000,-,-,NC 다이노스,16052
박인우,3000,-,-,NC 다이노스,16051
김태호,3000,-,-,NC 다이노스,16050
김민규,3000,-0.11,-26338,NC 다이노스,16049
서준교,3000,-,-,NC 다이노스,15120
신성호,3000,-,-,NC 다이노스,15456
김정호,3000,0.17,18157,NC 다이노스,14829
목지훈,3000,0.21,14585,NC 다이노스,15453
신용석,3000,-,-,NC 다이노스,15452
신영우,3000,-0.06,-49139,NC 다이노스,15450
노재원,3000,-,-,NC 다이노스,16012
최윤혁,-,-,-,NC 다이노스,16374
김동현,-,-,-,NC 다이노스,16375
양의지,160000,3.93,40752,두산 베어스,10165
케이브,112000,3.52,31799,두산 베어스,16300
콜어빈,112000,1.66,67399,두산 베어스,16298
김재환,100000,1.54,65036,두산 베어스,10643
잭로그,98000,3.44,28516,두산 베어스,16299
정수빈,60000,2.55,23567,두산 베어스,10195
곽빈,38000,0.89,42931,두산 베어스,13061
강승호,37000,1.59,23268,두산 베어스,11087
양석환,30000,0.96,31202,두산 베어스,11213
홍건희,30000,0.03,1042499,두산 베어스,10696
최원준,22500,0.97,23214,두산 베어스,12852
조수행,20000,-0.31,-64098,두산 베어스,12524
이영하,18000,0.61,29714,두산 베어스,12568
김명신,16500,-0.16,-102747,두산 베어스,12847
김택연,14000,0.64,21887,두산 베어스,16067
이병헌,13000,-0.02,-598477,두산 베어스,15099
박치국,11000,0.20,54748,두산 베어스,12850
김기연,11000,0.50,22160,두산 베어스,12549
이유찬,10500,0.70,14960,두산 베어스,12894
최지강,9500,-0.50,-19075,두산 베어스,15127
최승용,8500,0.73,11592,두산 베어스,14770
박준영,8500,0.20,42106,두산 베어스,12522
고효준,8000,-0.35,-22543,두산 베어스,10124
김민석,7500,-0.74,-10161,두산 베어스,15253
김인태,7200,0.71,10208,두산 베어스,11098
박계범,6800,0.08,87794,두산 베어스,11198
추재현,6000,-0.21,-28736,두산 베어스,13094
최준호,5800,-0.23,-25745,두산 베어스,15508
박정수,5200,-0.08,-68441,두산 베어스,11300
장승현,4800,-0.12,-41718,두산 베어스,11097
이승진,4400,-,-,두산 베어스,12678
김민규,4200,0.28,14994,두산 베어스,13072
김대한,4200,-0.13,-31872,두산 베어스,14170
이교훈,3800,-,-,두산 베어스,14173
권휘,3700,-,-,두산 베어스,13665
전다민,3500,-0.17,-20910,두산 베어스,16072
남호,3500,-,-,두산 베어스,14139
최종인,3500,0.00,-1112609,두산 베어스,14733
김민혁,3420,0.17,19863,두산 베어스,12970
홍성호,3300,-,-,두산 베어스,12606
김호준,3300,-0.19,-17616,두산 베어스,13268
김유성,3300,-0.13,-25210,두산 베어스,15509
박웅,3300,-,-,두산 베어스,14731
여동건,3300,-0.05,-61750,두산 베어스,16068
박지훈,3240,-0.12,-27228,두산 베어스,14736
박신지,3200,0.22,14270,두산 베어스,13070
박민준,3100,-0.05,-57614,두산 베어스,15515
박성재,3100,-,-,두산 베어스,14838
김도윤,3100,-,-,두산 베어스,14768
임종성,3100,0.77,4038,두산 베어스,16069
박지호,3100,-,-,두산 베어스,16071
류현준,3100,-0.23,-13339,두산 베어스,16076
오명진,3100,2.45,1265,두산 베어스,14737
장규빈,3100,-,-,두산 베어스,14570
손율기,3000,-,-,두산 베어스,16074
이한별,3000,-,-,두산 베어스,16399
최우혁,3000,-,-,두산 베어스,16297
연서준,3000,-,-,두산 베어스,16296
주양준,3000,-,-,두산 베어스,16295
김성재,3000,-,-,두산 베어스,16294
양재훈,3000,0.06,48194,두산 베어스,16293
한다현,3000,-,-,두산 베어스,16292
이선우,3000,-0.20,-14728,두산 베어스,16291
김준상,3000,-0.13,-23002,두산 베어스,16363
황희천,3000,-,-,두산 베어스,16290
김한중,3000,0.01,329272,두산 베어스,16365
홍민규,3000,-0.19,-15621,두산 베어스,16289
최민석,3000,1.02,2954,두산 베어스,16288
박준순,3000,0.79,3821,두산 베어스,16287
양현진,3000,-,-,두산 베어스,14840
최우인,3000,-,-,두산 베어스,14818
강동형,3000,-,-,두산 베어스,15106
윤태호,3000,-,-,두산 베어스,15104
신민철,3000,-,-,두산 베어스,15102
김동준,3000,-0.34,-8875,두산 베어스,15100
지강혁,3000,-,-,두산 베어스,14192
김정우,3000,-0.08,-38733,두산 베어스,13124
강현구,3000,-,-,두산 베어스,14773
조제영,3000,-,-,두산 베어스,14732
최세창,3000,-,-,두산 베어스,14574
제환유,3000,-0.02,-133362,두산 베어스,14573
이주엽,3000,-,-,두산 베어스,14572
김무빈,3000,-,-,두산 베어스,16073
김태완,3000,-,-,두산 베어스,16075
천현재,3000,-,-,두산 베어스,15128
이민석,3000,-,-,두산 베어스,15129
김민호,-,-,-,두산 베어스,16362
김지윤,-,-,-,두산 베어스,16364
박민제,-,-,-,두산 베어스,16366
박연준,-,-,-,두산 베어스,16367
푸이그,140000,-0.05,-2672470,키움 히어로즈,15004
로젠버그,98000,2.40,40821,키움 히어로즈,16339
카디네스,63000,-0.26,-243277,키움 히어로즈,16156
이형종,60000,0.19,319022,키움 히어로즈,12516
원종현,50000,-0.61,-81844,키움 히어로즈,11161
스톤,49000,-0.92,-53452,키움 히어로즈,16393
알칸타라,35000,1.55,22610,키움 히어로즈,13941
송성문,30000,5.11,5868,키움 히어로즈,11376
이원석,30000,-0.07,-405093,키움 히어로즈,10180
최주환,30000,-0.62,-48121,키움 히어로즈,10182
이용규,20000,-0.16,-123634,키움 히어로즈,10035
하영민,16500,1.97,8356,키움 히어로즈,11222
김성민,11000,-0.19,-57597,키움 히어로즈,12918
이주형,11000,3.62,3040,키움 히어로즈,14591
김재현,10000,-0.11,-92591,키움 히어로즈,10870
김태진,9000,-0.34,-26409,키움 히어로즈,11244
김선기,8400,0.18,46764,키움 히어로즈,13092
주승우,7700,1.52,5064,키움 히어로즈,15067
윤석원,6000,-0.27,-22118,키움 히어로즈,15071
임병욱,6000,-0.52,-11519,키움 히어로즈,11226
임지열,5800,2.20,2632,키움 히어로즈,11225
변상권,5500,-0.13,-40744,키움 히어로즈,13223
강진성,5500,-0.21,-26111,키움 히어로즈,11148
김건희,5200,0.31,16537,키움 히어로즈,15472
김동엽,5000,-0.11,-45326,키움 히어로즈,12548
장재영,4600,-0.26,-17792,키움 히어로즈,14784
박수종,4500,-0.10,-42980,키움 히어로즈,15132
김인범,4500,-,-,키움 히어로즈,14480
고영우,4500,-0.24,-18892,키움 히어로즈,16128
김윤하,4500,-0.08,-54953,키움 히어로즈,16123
웰스,4200,0.60,7059,키움 히어로즈,16398
장필준,4000,-,-,키움 히어로즈,11404
원성준,4000,0.10,39176,키움 히어로즈,16136
김웅빈,4000,-0.21,-19063,키움 히어로즈,12503
오선진,4000,-0.18,-22589,키움 히어로즈,10557
오석주,3900,-0.06,-62428,키움 히어로즈,12860
김연주,3800,-0.06,-67384,키움 히어로즈,16127
김동헌,3800,0.23,16876,키움 히어로즈,15473
주성원,3800,0.49,7777,키움 히어로즈,14133
조영건,3800,0.00,-1418789,키움 히어로즈,14132
박주홍,3700,-0.34,-10856,키움 히어로즈,14580
박주성,3700,0.24,15323,키움 히어로즈,14130
이주형,3700,0.16,22746,키움 히어로즈,14855
이종민,3600,-,-,키움 히어로즈,14576
박윤성,3500,-0.15,-22895,키움 히어로즈,15475
양지율,3500,-0.36,-9763,키움 히어로즈,12854
김병휘,3500,0.03,105378,키움 히어로즈,14577
전준표,3200,-0.22,-14270,키움 히어로즈,16122
이재상,3200,-0.08,-41178,키움 히어로즈,16124
이강준,3200,-0.17,-18590,키움 히어로즈,14601
이승원,3200,-0.12,-26687,키움 히어로즈,15476
김동규,3100,-,-,키움 히어로즈,15485
손현기,3100,-0.12,-26780,키움 히어로즈,16125
박범준,3100,-,-,키움 히어로즈,16133
오혜성,3000,-,-,키움 히어로즈,16337
정세영,3000,-0.04,-82605,키움 히어로즈,16335
권혁빈,3000,-0.20,-14642,키움 히어로즈,16334
박정훈,3000,-0.03,-119888,키움 히어로즈,16330
정동준,3000,-,-,키움 히어로즈,16338
임진묵,3000,-0.04,-74236,키움 히어로즈,16336
여동욱,3000,-0.14,-21745,키움 히어로즈,16329
윤현,3000,-0.74,-4031,키움 히어로즈,16331
전태현,3000,0.06,51120,키움 히어로즈,16332
어준서,3000,-1.61,-1869,키움 히어로즈,16328
이준우,3000,-0.37,-8027,키움 히어로즈,16384
정현우,3000,0.04,83762,키움 히어로즈,16325
김서준,3000,-0.14,-20926,키움 히어로즈,16326
염승원,3000,-,-,키움 히어로즈,16327
양현종,3000,-0.20,-15332,키움 히어로즈,16333
양경식,3000,-,-,키움 히어로즈,14853
심휘윤,3000,-,-,키움 히어로즈,16135
박채울,3000,-,-,키움 히어로즈,16132
김지성,3000,-,-,키움 히어로즈,16131
송지후,3000,-0.34,-8727,키움 히어로즈,16130
김주훈,3000,-,-,키움 히어로즈,16129
서유신,3000,-0.24,-12551,키움 히어로즈,15483
박성빈,3000,-,-,키움 히어로즈,15479
이우석,1500,-,-,키움 히어로즈,11360
손힘찬,-,-0.07,-,키움 히어로즈,16385
