선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,연봉(만원)
김재상,삼성 라이온즈,-0.02,17,-0.03,0.01,22,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.15,0.227,0.3,0.527,0.043,35.1,154993,2023,15499,3200.0
이상민,삼성 라이온즈,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-147.9,111693,2023,11169,6500.0
김민수,삼성 라이온즈,-0.04,2,-0.02,-0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-133.4,112663,2023,11266,4600.0
김도환,삼성 라이온즈,-0.07,9,-0.08,0.02,8,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.143,0.25,0.143,0.393,0.014,11.8,141153,2023,14115,5000.0
윤정빈,삼성 라이온즈,-0.07,28,-0.03,-0.04,43,43,34,5,5,0,0,1,8,3,1,0,7,2,0,12,1,0,0,0.147,0.326,0.235,0.561,0.087,72.0,131613,2023,13161,3700.0
김헌곤,삼성 라이온즈,-0.2,6,-0.1,-0.1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-151.6,106403,2023,10640,6000.0
김동엽,삼성 라이온즈,-0.22,69,0.02,-0.25,182,182,165,20,42,7,0,5,64,18,1,1,13,2,0,29,8,0,2,0.255,0.313,0.388,0.701,0.108,88.4,125483,2023,12548,8000.0
이성규,삼성 라이온즈,-0.23,109,-0.49,0.26,162,158,145,23,30,10,1,1,45,18,4,3,8,3,0,42,4,4,2,0.207,0.259,0.31,0.569,0.062,51.0,125623,2023,12562,6000.0
이병헌,삼성 라이온즈,-0.3,23,-0.24,-0.06,33,32,28,3,4,0,0,0,4,2,0,0,3,0,0,11,0,1,1,0.143,0.219,0.143,0.362,-0.007,-5.9,141173,2023,14117,4000.0
안주형,삼성 라이온즈,-0.34,53,0.03,-0.37,91,90,79,12,19,2,0,1,24,10,0,0,10,0,0,20,3,1,1,0.241,0.322,0.304,0.626,0.09,74.3,129883,2023,12988,5200.0
강한울,삼성 라이온즈,-0.37,72,-0.66,0.29,240,234,212,30,46,7,2,0,57,10,1,3,20,0,1,54,4,6,2,0.217,0.282,0.269,0.551,0.059,48.9,112553,2023,11255,10000.0
공민규,삼성 라이온즈,-0.39,22,-0.22,-0.16,33,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.29,0.532,0.047,39.6,131643,2023,13164,4100.0
김태훈,삼성 라이온즈,-0.46,11,-0.45,-0.01,22,21,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,0.095,0.095,0.143,0.238,-0.075,-61.6,113363,2023,11336,4100.0
류승민,삼성 라이온즈,-0.5,24,-0.25,-0.25,57,55,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,0.046,37.7,155033,2023,15503,3500.0
최정,SSG 랜더스,5.25,128,5.51,-0.26,552,547,471,94,140,31,0,29,258,87,7,3,59,15,6,87,12,1,6,0.297,0.388,0.548,0.936,0.189,157.6,101064,2023,10106,100000.0
에레디아,SSG 랜더스,3.82,122,3.61,0.21,523,519,473,76,153,29,0,12,218,76,12,8,39,9,4,75,13,1,1,0.323,0.385,0.461,0.846,0.163,135.9,155304,2023,15530,115000.0
박성한,SSG 랜더스,3.54,128,3.17,0.37,529,521,459,53,122,19,0,9,168,47,4,1,58,1,1,56,7,7,4,0.266,0.347,0.366,0.713,0.12,99.7,129224,2023,12922,30000.0
하재훈,SSG 랜더스,2.44,77,2.12,0.33,229,226,201,35,61,10,1,7,94,35,11,0,19,5,1,53,0,2,2,0.303,0.374,0.468,0.842,0.161,134.0,141474,2023,14147,10000.0
추신수,SSG 랜더스,1.72,112,1.94,-0.21,462,462,382,65,97,17,1,12,152,41,6,4,65,13,1,79,8,0,2,0.254,0.379,0.398,0.777,0.149,124.2,148884,2023,14888,3000.0
김민식,SSG 랜더스,1.33,122,0.84,0.49,318,300,266,28,58,9,1,5,84,34,0,0,31,2,1,57,6,17,2,0.218,0.302,0.316,0.618,0.085,70.5,107074,2023,10707,15000.0
최지훈,SSG 랜더스,1.26,117,1.61,-0.36,503,495,462,65,124,19,8,2,165,30,21,2,29,3,0,50,3,8,1,0.268,0.315,0.357,0.672,0.101,83.4,145874,2023,14587,25000.0
김성현,SSG 랜더스,1.19,112,1.06,0.14,354,341,310,35,83,14,0,1,100,27,4,1,29,0,1,36,6,13,2,0.268,0.328,0.323,0.651,0.096,79.6,106364,2023,10636,20000.0
한유섬,SSG 랜더스,0.82,109,1.44,-0.62,388,386,333,29,91,15,2,7,131,55,2,1,34,12,1,81,3,2,7,0.273,0.355,0.393,0.748,0.132,109.8,108154,2023,10815,90000.0
최준우,SSG 랜더스,0.36,38,0.05,0.31,69,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0,1,0.267,0.348,0.283,0.631,0.096,80.1,131284,2023,13128,4500.0
오태곤,SSG 랜더스,0.33,123,0.41,-0.07,305,297,272,37,65,14,1,7,102,28,20,1,18,4,0,67,6,8,3,0.239,0.293,0.375,0.668,0.095,79.4,102494,2023,10249,25000.0
최상민,SSG 랜더스,0.16,51,-0.07,0.22,41,39,34,5,8,0,0,0,8,3,2,2,4,0,0,7,0,2,1,0.235,0.308,0.235,0.543,0.061,51.3,131954,2023,13195,3200.0
강진성,SSG 랜더스,0.1,55,0.03,0.07,142,141,131,10,34,6,1,3,51,17,0,0,6,3,0,20,2,1,1,0.26,0.305,0.389,0.694,0.105,87.8,111484,2023,11148,8500.0
고명준,SSG 랜더스,-0.02,2,-0.11,0.09,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.167,-132.5,148074,2023,14807,3000.0
김정민,SSG 랜더스,-0.03,8,0.03,-0.06,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.222,180.0,154634,2023,15463,3000.0
안상현,SSG 랜더스,-0.04,58,0.08,-0.11,66,63,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,0.241,0.302,0.293,0.595,0.076,63.5,126134,2023,12613,4000.0
김찬형,SSG 랜더스,-0.04,36,0.01,-0.05,53,51,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,0.081,67.6,126224,2023,12622,5000.0
류효승,SSG 랜더스,-0.06,3,-0.06,0.0,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.25,0.0,0.25,0.01,8.5,145864,2023,14586,3100.0
전의산,SSG 랜더스,-0.3,56,-0.25,-0.05,153,153,134,11,27,6,0,4,45,21,0,2,15,3,0,40,1,0,1,0.201,0.294,0.336,0.63,0.089,74.0,146994,2023,14699,8000.0
조형우,SSG 랜더스,-0.37,62,-0.33,-0.05,133,129,119,9,22,4,1,2,34,12,0,0,8,1,0,25,2,4,1,0.185,0.24,0.286,0.526,0.044,36.4,148064,2023,14806,6300.0
이정범,SSG 랜더스,-0.43,15,-0.38,-0.05,33,33,29,2,5,0,0,0,5,4,0,0,2,0,0,6,1,0,2,0.172,0.212,0.172,0.384,-0.009,-7.0,131944,2023,13194,3200.0
최경모,SSG 랜더스,-0.49,28,-0.23,-0.26,20,20,20,6,3,0,0,0,3,1,2,0,0,0,0,5,0,0,0,0.15,0.15,0.15,0.3,-0.05,-41.8,141514,2023,14151,3700.0
박민우,NC 다이노스,4.39,124,4.03,0.36,509,501,452,76,143,20,7,2,183,46,26,7,40,9,3,57,13,5,3,0.316,0.381,0.405,0.786,0.146,123.4,111375,2023,11137,100000.0
손아섭,NC 다이노스,4.32,140,4.11,0.21,609,608,551,97,187,36,3,5,244,65,14,3,50,2,2,67,10,1,5,0.339,0.393,0.443,0.836,0.162,137.1,102615,2023,10261,50000.0
박건우,NC 다이노스,3.93,130,4.17,-0.24,533,532,458,70,146,34,2,12,220,85,7,5,56,9,0,71,14,1,9,0.319,0.397,0.48,0.877,0.176,149.2,101895,2023,10189,80000.0
김주원,NC 다이노스,2.23,127,2.3,-0.07,474,466,403,56,94,9,2,10,137,54,15,3,44,15,1,106,6,8,4,0.233,0.328,0.34,0.668,0.106,89.8,147655,2023,14765,16000.0
서호철,NC 다이노스,2.23,114,1.5,0.73,435,429,397,50,114,17,3,5,152,41,4,5,20,8,0,51,9,6,4,0.287,0.331,0.383,0.714,0.115,97.1,142205,2023,14220,12000.0
권희동,NC 다이노스,2.0,96,2.26,-0.27,373,369,309,33,88,16,0,7,125,63,2,0,49,6,0,50,4,4,5,0.285,0.388,0.405,0.793,0.153,128.2,111725,2023,11172,15000.0
도태훈,NC 다이노스,1.77,117,1.16,0.61,302,294,239,41,56,6,0,5,77,23,2,1,38,17,1,48,8,7,1,0.234,0.376,0.322,0.698,0.13,110.6,125605,2023,12560,8000.0
박세혁,NC 다이노스,1.18,88,1.05,0.13,283,277,242,35,51,9,3,6,84,32,1,1,30,4,0,43,3,6,1,0.211,0.307,0.347,0.654,0.099,83.5,108915,2023,10891,70000.0
김형준,NC 다이노스,0.73,26,0.57,0.16,82,81,72,10,17,2,0,6,37,13,0,0,8,1,0,24,3,1,0,0.236,0.321,0.514,0.835,0.15,127.5,130815,2023,13081,5800.0
김성욱,NC 다이노스,0.42,93,0.36,0.06,204,201,179,28,40,10,0,6,68,16,6,1,16,5,0,63,7,3,1,0.223,0.303,0.38,0.683,0.105,89.3,111535,2023,11153,9500.0
최정원,NC 다이노스,0.35,39,0.32,0.03,56,54,50,12,13,3,2,0,20,5,4,1,1,3,0,13,1,2,0,0.26,0.315,0.4,0.715,0.119,100.0,142215,2023,14221,6600.0
박한결,NC 다이노스,0.27,12,0.24,0.03,18,18,15,3,5,1,0,1,9,5,0,0,3,0,0,7,0,0,0,0.333,0.444,0.6,1.044,0.233,200.3,154515,2023,15451,3100.0
윤형준,NC 다이노스,0.07,82,-0.22,0.29,236,234,218,17,55,12,1,5,84,27,1,1,10,3,0,58,6,2,3,0.252,0.291,0.385,0.676,0.096,81.1,111355,2023,11135,6500.0
천재환,NC 다이노스,0.04,78,-0.17,0.2,179,177,163,12,39,7,1,2,54,17,2,3,8,4,0,44,5,2,2,0.239,0.288,0.331,0.619,0.08,68.7,132615,2023,13261,5000.0
박영빈,NC 다이노스,0.03,41,-0.14,0.17,17,15,14,11,1,1,0,0,2,0,4,2,1,0,0,6,0,2,0,0.071,0.133,0.143,0.276,-0.046,-38.6,146615,2023,14661,3200.0
전사민,NC 다이노스,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-140.9,141565,2023,14156,3400.0
조현진,NC 다이노스,-0.11,10,-0.06,-0.05,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,-0.011,-9.4,148775,2023,14877,3100.0
최보성,NC 다이노스,-0.12,12,0.01,-0.12,21,21,19,2,5,0,0,0,5,0,0,0,2,0,0,2,1,0,0,0.263,0.333,0.263,0.596,0.082,68.3,130875,2023,13087,3200.0
오영수,NC 다이노스,-0.18,70,-0.4,0.22,238,232,208,21,49,9,1,4,72,24,3,3,17,5,1,55,5,5,3,0.236,0.305,0.346,0.651,0.093,78.8,130825,2023,13082,7200.0
안중열,NC 다이노스,-0.2,77,0.17,-0.37,177,174,154,15,30,6,0,4,48,17,0,0,16,2,0,45,6,3,2,0.195,0.276,0.312,0.588,0.071,60.5,113295,2023,11329,7100.0
김수윤,NC 다이노스,-0.23,16,-0.07,-0.16,15,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0.214,0.267,0.214,0.481,0.033,28.4,129035,2023,12903,3200.0
한석현,NC 다이노스,-0.27,27,-0.41,0.15,66,64,60,5,12,1,0,0,13,2,2,1,4,0,0,20,2,2,0,0.2,0.25,0.217,0.467,0.026,22.9,132505,2023,13250,3900.0
박주찬,NC 다이노스,-0.31,5,-0.19,-0.12,14,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.056,-49.0,142195,2023,14219,3100.0
김한별,NC 다이노스,-0.43,79,-0.52,0.09,105,103,97,8,21,0,1,0,23,4,0,3,4,2,0,23,6,2,0,0.216,0.262,0.237,0.499,0.038,32.2,147165,2023,14716,3800.0
양의지,두산 베어스,5.99,129,5.55,0.44,510,502,439,56,134,23,0,17,208,68,8,0,57,11,8,56,20,0,3,0.305,0.396,0.474,0.87,0.172,151.8,101651,2023,10165,50000.0
정수빈,두산 베어스,4.26,137,3.8,0.47,583,571,498,75,143,14,11,2,185,33,39,8,64,7,1,63,2,12,2,0.287,0.375,0.371,0.746,0.137,121.2,101951,2023,10195,60000.0
김재호,두산 베어스,2.87,91,2.56,0.32,302,287,247,32,70,13,0,3,92,29,4,0,30,8,2,24,11,15,2,0.283,0.376,0.372,0.748,0.137,123.0,101741,2023,10174,30000.0
양석환,두산 베어스,2.83,140,2.42,0.41,582,579,524,73,147,28,0,21,238,89,4,0,41,6,3,133,9,0,11,0.281,0.333,0.454,0.787,0.135,119.4,112131,2023,11213,30000.0
허경민,두산 베어스,2.07,130,1.57,0.5,475,472,429,44,115,23,1,7,161,48,9,3,35,6,3,26,6,0,5,0.268,0.328,0.375,0.703,0.111,98.5,101841,2023,10184,60000.0
강승호,두산 베어스,1.49,127,1.42,0.07,459,455,419,51,111,18,6,7,162,59,13,6,27,6,0,110,12,4,3,0.265,0.316,0.387,0.703,0.11,98.3,110871,2023,11087,25500.0
박준영,두산 베어스,1.34,51,0.7,0.64,138,137,127,16,29,8,2,4,53,17,2,1,9,2,1,53,0,0,0,0.228,0.29,0.417,0.707,0.108,96.3,125221,2023,12522,7000.0
이유찬,두산 베어스,0.85,104,0.55,0.3,239,234,210,31,51,7,2,1,65,16,12,5,20,3,0,51,0,5,1,0.243,0.316,0.31,0.626,0.09,79.4,128941,2023,12894,8500.0
김재환,두산 베어스,0.44,132,0.8,-0.36,484,481,405,40,89,15,0,10,134,46,3,1,72,5,4,100,8,0,2,0.22,0.343,0.331,0.674,0.111,98.8,106431,2023,10643,150000.0
김인태,두산 베어스,0.36,47,0.41,-0.05,115,114,98,8,25,5,0,1,33,14,2,1,15,1,0,26,1,1,0,0.255,0.36,0.337,0.697,0.122,109.3,110981,2023,11098,9000.0
양찬열,두산 베어스,0.12,44,-0.03,0.15,99,99,88,15,21,2,2,0,27,6,3,2,9,1,0,23,1,0,1,0.239,0.313,0.307,0.62,0.087,78.0,147381,2023,14738,4000.0
조수행,두산 베어스,-0.03,126,-0.53,0.5,249,245,219,41,48,2,1,1,55,17,26,6,23,2,0,38,2,4,1,0.219,0.298,0.251,0.549,0.064,56.6,125241,2023,12524,9500.0
권민석,두산 베어스,-0.08,1,-0.04,-0.04,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-154.8,130791,2023,13079,3100.0
서예일,두산 베어스,-0.11,5,-0.08,-0.03,10,10,9,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0.222,0.2,0.222,0.422,-0.011,-10.1,125231,2023,12523,3400.0
김민혁,두산 베어스,-0.21,21,-0.28,0.07,36,36,29,2,4,1,0,0,5,3,0,0,4,1,0,9,3,0,2,0.138,0.25,0.172,0.422,0.023,20.7,129701,2023,12970,3800.0
박지훈,두산 베어스,-0.21,22,-0.14,-0.07,21,21,19,2,4,1,0,0,5,2,1,0,2,0,0,7,0,0,0,0.211,0.286,0.263,0.549,0.062,55.8,147361,2023,14736,3600.0
홍성호,두산 베어스,-0.23,21,0.16,-0.39,51,51,48,6,14,4,0,0,18,5,0,1,2,1,0,14,0,0,0,0.292,0.333,0.375,0.708,0.116,104.0,126061,2023,12606,3300.0
전민재,두산 베어스,-0.3,19,-0.15,-0.14,18,17,17,3,4,2,0,0,6,1,0,3,0,0,0,3,2,1,0,0.235,0.235,0.353,0.588,0.059,52.3,130731,2023,13073,3400.0
박계범,두산 베어스,-0.33,78,-0.06,-0.27,194,189,169,18,37,6,0,2,49,15,2,2,15,2,1,44,4,5,3,0.219,0.286,0.29,0.576,0.066,58.0,111981,2023,11198,8500.0
안승한,두산 베어스,-0.4,22,-0.08,-0.31,27,27,24,1,5,0,0,0,5,1,1,0,2,1,0,10,0,0,0,0.208,0.296,0.208,0.504,0.053,46.9,113281,2023,11328,5500.0
장승현,두산 베어스,-0.59,76,-0.51,-0.08,158,153,139,11,22,1,0,3,32,9,1,0,6,8,0,36,2,5,0,0.158,0.235,0.23,0.465,0.029,26.0,110971,2023,11097,6000.0
김태근,두산 베어스,-0.77,41,-0.4,-0.37,55,53,52,9,11,3,0,0,14,3,0,3,0,1,0,21,0,2,0,0.212,0.226,0.269,0.495,0.029,25.7,141751,2023,14175,3400.0
김대한,두산 베어스,-0.87,33,-0.24,-0.63,89,89,81,10,16,3,1,1,24,7,1,3,7,1,0,21,0,0,0,0.198,0.27,0.296,0.566,0.064,56.9,141701,2023,14170,3700.0
김혜성,키움 히어로즈,5.9,137,5.87,0.03,621,619,556,104,186,29,6,7,248,57,25,3,57,3,3,77,6,0,5,0.335,0.396,0.446,0.842,0.163,141.0,129057,2023,12905,65000.0
이주형,키움 히어로즈,2.15,51,2.15,0.01,227,223,200,30,66,11,4,6,103,34,3,1,19,4,2,48,4,2,2,0.33,0.396,0.515,0.911,0.184,160.1,145917,2023,14591,6600.0
도슨,키움 히어로즈,1.71,57,2.25,-0.54,261,261,229,37,77,14,2,3,104,29,9,2,18,9,0,41,3,0,5,0.336,0.398,0.454,0.852,0.169,147.0,156527,2023,15652,55000.0
박수종,키움 히어로즈,1.02,23,0.7,0.33,50,50,45,7,19,1,2,0,24,3,0,0,3,1,0,6,1,0,1,0.422,0.46,0.533,0.993,0.219,191.1,151327,2023,15132,4000.0
송성문,키움 히어로즈,0.92,104,0.6,0.32,438,431,388,43,102,16,3,5,139,60,1,0,39,0,5,38,9,4,7,0.263,0.325,0.358,0.683,0.098,84.6,113767,2023,11376,13000.0
김동헌,키움 히어로즈,0.61,102,0.71,-0.11,242,239,211,22,51,5,2,2,66,17,0,0,17,8,0,55,7,3,3,0.242,0.318,0.313,0.631,0.092,79.8,154737,2023,15473,4000.0
임병욱,키움 히어로즈,0.31,80,0.44,-0.14,223,222,208,30,54,11,1,6,85,36,4,0,10,1,0,75,1,1,3,0.26,0.293,0.409,0.702,0.103,88.1,112267,2023,11226,7000.0
임지열,키움 히어로즈,0.23,72,0.71,-0.48,246,244,212,22,55,8,0,5,78,35,1,0,28,3,0,64,3,2,1,0.259,0.352,0.368,0.72,0.121,104.6,112257,2023,11225,7200.0
송재선,키움 히어로즈,-0.09,5,0.0,-0.08,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.093,82.4,154777,2023,15477,3100.0
김시앙,키움 히어로즈,-0.12,33,-0.17,0.05,82,82,76,6,17,1,0,0,18,7,0,0,3,3,0,18,4,0,0,0.224,0.28,0.237,0.517,0.049,42.0,148517,2023,14851,3600.0
이형종,키움 히어로즈,-0.13,99,0.16,-0.28,374,370,316,35,68,22,1,3,101,37,0,0,39,14,2,78,11,3,2,0.215,0.326,0.32,0.646,0.102,88.4,125167,2023,12516,68000.0
김수환,키움 히어로즈,-0.18,50,-0.02,-0.15,114,113,97,8,21,4,0,2,31,15,0,0,11,4,0,36,1,1,1,0.216,0.319,0.32,0.639,0.097,82.8,130967,2023,13096,4700.0
이승원,키움 히어로즈,-0.2,4,-0.12,-0.08,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-147.9,154767,2023,15476,3100.0
김건희,키움 히어로즈,-0.23,9,-0.08,-0.15,13,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0,0,0.182,0.308,0.182,0.49,0.055,47.8,154727,2023,15472,3200.0
김병휘,키움 히어로즈,-0.27,10,-0.24,-0.04,21,21,21,0,3,1,0,0,4,1,0,0,0,0,0,8,0,0,0,0.143,0.143,0.19,0.333,-0.038,-33.7,145777,2023,14577,3300.0
신준우,키움 히어로즈,-0.42,24,-0.23,-0.19,19,19,18,4,2,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0.111,0.158,0.111,0.269,-0.08,-69.2,146957,2023,14695,4200.0
김재현,키움 히어로즈,-0.45,8,-0.27,-0.18,10,9,9,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0.111,0.111,0.111,0.222,-0.08,-71.3,108707,2023,10870,5500.0
주성원,키움 히어로즈,-0.45,25,-0.5,0.05,72,71,69,7,15,2,1,0,19,2,0,0,1,0,0,18,1,1,1,0.217,0.225,0.275,0.5,0.027,23.3,141337,2023,14133,3500.0
이용규,키움 히어로즈,-0.46,50,-0.25,-0.21,178,176,154,19,36,0,3,0,42,11,2,1,19,1,0,22,3,2,2,0.234,0.318,0.273,0.591,0.08,70.2,100357,2023,10035,20000.0
김웅빈,키움 히어로즈,-0.64,29,-0.47,-0.17,74,74,64,2,12,3,0,0,15,9,0,0,6,2,0,20,1,0,2,0.188,0.27,0.234,0.504,0.047,42.2,125037,2023,12503,5000.0
김주형,키움 히어로즈,-0.72,46,-0.4,-0.32,81,78,68,5,10,2,0,0,12,4,0,0,9,1,0,27,2,3,0,0.147,0.256,0.176,0.432,0.027,23.7,142147,2023,14214,4500.0
박주홍,키움 히어로즈,-0.73,27,-0.65,-0.08,57,56,49,5,6,0,1,0,8,2,1,0,5,0,0,26,0,1,2,0.122,0.196,0.163,0.359,-0.012,-10.2,145807,2023,14580,3600.0
김태진,키움 히어로즈,-0.73,74,-0.34,-0.39,212,209,200,17,55,5,0,0,60,16,0,0,5,1,0,23,1,3,3,0.275,0.292,0.3,0.592,0.066,57.6,112447,2023,11244,11000.0
박찬혁,키움 히어로즈,-0.83,48,-0.83,0.0,167,167,154,13,31,7,0,1,41,8,0,0,10,3,0,41,1,0,0,0.201,0.263,0.266,0.529,0.051,45.0,150687,2023,15068,4000.0
이원석,키움 히어로즈,-1.9,70,-1.38,-0.53,273,272,247,16,54,6,0,1,63,20,0,0,20,3,1,59,8,1,2,0.219,0.283,0.255,0.538,0.053,46.0,101807,2023,10180,40000.0
