팀,선수,WAR,연봉등급,pid,연도
한화 이글스,성지훈,-,E,15631,2023
한화 이글스,김석훈,-,E,15632,2023
한화 이글스,한경빈,-,E,15633,2023
LG 트윈스,켈리,3.41,A,13934,2023
LG 트윈스,김현수,2.19,A,10187,2023
LG 트윈스,플럿코,4.58,B,15003,2023
LG 트윈스,오지환,5.14,B,10475,2023
LG 트윈스,박해민,4.80,B,11190,2023
LG 트윈스,고우석,0.53,B,12907,2023
LG 트윈스,정우영,-0.74,B,14136,2023
LG 트윈스,오스틴,5.74,B,15532,2023
LG 트윈스,최원태,3.20,B,11379,2023
LG 트윈스,박동원,2.92,B,10387,2023
LG 트윈스,홍창기,7.91,B,12546,2023
LG 트윈스,진해수,-0.01,C,10075,2023
LG 트윈스,이정용,0.87,C,14134,2023
LG 트윈스,서건창,-0.53,C,10855,2023
LG 트윈스,김진성,2.03,C,11166,2023
LG 트윈스,김민성,1.92,C,10238,2023
LG 트윈스,임찬규,3.40,C,10652,2023
LG 트윈스,문보경,4.45,C,14137,2023
LG 트윈스,김윤식,1.48,C,14588,2023
LG 트윈스,송은범,0.04,C,10137,2023
LG 트윈스,이민호,-0.01,C,14589,2023
LG 트윈스,최성훈,-0.18,C,10851,2023
LG 트윈스,이우찬,0.78,C,10749,2023
LG 트윈스,최동환,0.52,C,10535,2023
LG 트윈스,허도환,-0.58,C,10684,2023
LG 트윈스,함덕주,2.35,C,11094,2023
LG 트윈스,김유영,-,D,11229,2023
LG 트윈스,문성주,4.76,D,13112,2023
LG 트윈스,윤호솔,0.04,D,11170,2023
LG 트윈스,이재원,0.15,D,13104,2023
LG 트윈스,이천웅,0.14,D,10935,2023
LG 트윈스,배재준,-0.02,D,12697,2023
LG 트윈스,정주현,-0.81,D,10480,2023
LG 트윈스,김대현,-0.08,D,12532,2023
LG 트윈스,안익훈,0.12,D,11347,2023
LG 트윈스,이상영,0.11,D,14135,2023
LG 트윈스,신민재,1.43,E,13056,2023
LG 트윈스,손호영,-0.53,E,14590,2023
LG 트윈스,백승현,2.02,E,13009,2023
LG 트윈스,손주영,-0.08,E,12908,2023
LG 트윈스,임정우,-,E,10713,2023
LG 트윈스,송찬의,-0.32,E,13109,2023
LG 트윈스,김영준,-0.01,E,13102,2023
LG 트윈스,오석주,-0.02,E,12860,2023
LG 트윈스,이상규,0.19,E,13245,2023
LG 트윈스,이지강,0.17,E,14143,2023
LG 트윈스,김기연,-0.73,E,12549,2023
LG 트윈스,송승기,0.04,E,14846,2023
LG 트윈스,김주성,-0.09,E,12545,2023
LG 트윈스,최민창,-,E,11351,2023
LG 트윈스,최승민,-0.12,E,14187,2023
LG 트윈스,강효종,-0.12,E,14780,2023
LG 트윈스,조원태,-,E,15078,2023
LG 트윈스,허준혁,-,E,15083,2023
LG 트윈스,김태형,-,E,12863,2023
LG 트윈스,전준호,-0.04,E,12864,2023
LG 트윈스,성재헌,-,E,14667,2023
LG 트윈스,이찬혁,-,E,12909,2023
LG 트윈스,성동현,-0.01,E,13103,2023
LG 트윈스,최현준,-,E,13105,2023
LG 트윈스,유영찬,1.05,E,14669,2023
LG 트윈스,김주완,-,E,15079,2023
LG 트윈스,김성협,-,E,12911,2023
LG 트윈스,김의준,-,E,13108,2023
LG 트윈스,김성진,-,E,14141,2023
LG 트윈스,김태우,-,E,14675,2023
LG 트윈스,함창건,-,E,14680,2023
LG 트윈스,김단우,-,E,14841,2023
LG 트윈스,박민호,-,E,14845,2023
LG 트윈스,최원영,-,E,15084,2023
LG 트윈스,김성우,-,E,15085,2023
LG 트윈스,양진혁,-,E,15087,2023
LG 트윈스,엄태경,-,E,15088,2023
LG 트윈스,김범석,-0.37,E,15484,2023
LG 트윈스,박명근,-0.31,E,15486,2023
LG 트윈스,이준서,-,E,15487,2023
LG 트윈스,원상훈,-,E,15488,2023
LG 트윈스,임정균,-,E,15489,2023
LG 트윈스,권동혁,-,E,15490,2023
LG 트윈스,허용주,-,E,15491,2023
LG 트윈스,송대현,-0.13,E,15492,2023
LG 트윈스,이철민,-,E,15493,2023
LG 트윈스,곽민호,-,E,15494,2023
LG 트윈스,강민균,-,E,15495,2023
롯데 자이언츠,박세웅,4.63,A,11310,2023
롯데 자이언츠,스트레일리,1.78,A,14627,2023
롯데 자이언츠,렉스,0.17,A,15152,2023
롯데 자이언츠,반즈,5.74,B,15011,2023
롯데 자이언츠,유강남,4.09,B,10753,2023
롯데 자이언츠,안치홍,1.99,B,10014,2023
롯데 자이언츠,전준우,3.79,B,10266,2023
롯데 자이언츠,노진혁,2.56,B,11165,2023
롯데 자이언츠,구드럼,0.14,B,15651,2023
롯데 자이언츠,정훈,0.22,B,10253,2023
롯데 자이언츠,김원중,1.36,C,10825,2023
롯데 자이언츠,윌커슨,3.03,C,12295,2023
롯데 자이언츠,구승민,0.90,C,11291,2023
롯데 자이언츠,한현희,0.95,C,10863,2023
롯데 자이언츠,한동희,-2.48,C,13145,2023
롯데 자이언츠,최준용,1.55,C,14624,2023
롯데 자이언츠,이인복,-0.27,C,11232,2023
롯데 자이언츠,김상수,1.58,C,10427,2023
롯데 자이언츠,나균안,3.40,C,12930,2023
롯데 자이언츠,김도규,0.21,D,13148,2023
롯데 자이언츠,서준원,-,D,14159,2023
롯데 자이언츠,심재민,1.03,D,11311,2023
롯데 자이언츠,안권수,1.84,D,14571,2023
롯데 자이언츠,지시완,0.10,D,11413,2023
롯데 자이언츠,고승민,0.27,D,14160,2023
롯데 자이언츠,문경찬,-0.19,D,11299,2023
롯데 자이언츠,이학주,0.00,D,14114,2023
롯데 자이언츠,황성빈,0.40,D,14642,2023
롯데 자이언츠,신정락,-0.10,D,10516,2023
롯데 자이언츠,박승욱,1.92,D,10804,2023
롯데 자이언츠,김민수,-0.23,D,12931,2023
롯데 자이언츠,윤명준,-0.65,D,10885,2023
롯데 자이언츠,정보근,1.86,D,13154,2023
롯데 자이언츠,김진욱,-0.07,D,14792,2023
롯데 자이언츠,신윤후,-0.35,D,14169,2023
롯데 자이언츠,이민석,0.09,E,15045,2023
롯데 자이언츠,최영환,-0.28,E,11276,2023
롯데 자이언츠,김재유,-,E,11483,2023
롯데 자이언츠,이정훈,0.49,E,12916,2023
롯데 자이언츠,조세진,-,E,15046,2023
롯데 자이언츠,강태율,-,E,11388,2023
롯데 자이언츠,장두성,0.15,E,13155,2023
롯데 자이언츠,한태양,-,E,15051,2023
롯데 자이언츠,정성종,0.15,E,13147,2023
롯데 자이언츠,김주현,-,E,12570,2023
롯데 자이언츠,나원탁,-0.02,E,12935,2023
롯데 자이언츠,최민재,-,E,13004,2023
롯데 자이언츠,윤동희,0.88,E,15048,2023
롯데 자이언츠,박진,-0.06,E,14163,2023
롯데 자이언츠,박영완,0.05,E,14164,2023
롯데 자이언츠,김창훈,0.07,E,14793,2023
롯데 자이언츠,진승현,-0.01,E,15047,2023
롯데 자이언츠,윤성빈,-,E,12928,2023
롯데 자이언츠,김동우,-,E,13149,2023
롯데 자이언츠,홍민기,-,E,14625,2023
롯데 자이언츠,엄태호,-,E,14640,2023
롯데 자이언츠,손성빈,0.49,E,14796,2023
롯데 자이언츠,국해성,-0.02,E,10172,2023
롯데 자이언츠,김강현,0.06,E,12699,2023
롯데 자이언츠,김태욱,0.04,E,12923,2023
롯데 자이언츠,최이준,0.02,E,13169,2023
롯데 자이언츠,이정우,-,E,14678,2023
롯데 자이언츠,우강훈,-0.01,E,14816,2023
롯데 자이언츠,이주찬,-,E,14819,2023
롯데 자이언츠,최종은,-,E,14820,2023
롯데 자이언츠,박형준,-0.02,E,14861,2023
롯데 자이언츠,정대혁,-,E,14995,2023
롯데 자이언츠,김서진,-,E,15053,2023
롯데 자이언츠,민성우,-,E,15135,2023
롯데 자이언츠,김민석,-0.21,E,15253,2023
롯데 자이언츠,이진하,0.18,E,15441,2023
롯데 자이언츠,김기준,-,E,15442,2023
롯데 자이언츠,정대선,-0.38,E,15443,2023
롯데 자이언츠,이태연,-0.15,E,15444,2023
롯데 자이언츠,석상호,0.26,E,15445,2023
롯데 자이언츠,조경민,-,E,15446,2023
롯데 자이언츠,정재환,-,E,15447,2023
롯데 자이언츠,장세진,-0.04,E,15448,2023
롯데 자이언츠,배인혁,-,E,15449,2023
롯데 자이언츠,조준혁,-,E,15623,2023
롯데 자이언츠,서동욱,-0.12,E,15624,2023
롯데 자이언츠,배영빈,0.26,E,15625,2023
롯데 자이언츠,박건,-,E,15626,2023
롯데 자이언츠,윤수녕,-0.05,E,15627,2023
롯데 자이언츠,김동혁,0.03,E,15645,2023
롯데 자이언츠,현도훈,-,E,13271,2023
KIA 타이거즈,최형우,3.93,B,10344,2023
KIA 타이거즈,나성범,3.68,B,11162,2023
KIA 타이거즈,앤더슨,1.34,B,15533,2023
KIA 타이거즈,양현종,3.54,B,10058,2023
KIA 타이거즈,소크라테스,4.60,B,14996,2023
KIA 타이거즈,김선빈,2.69,B,10008,2023
KIA 타이거즈,파노니,1.73,B,15147,2023
KIA 타이거즈,메디나,-0.07,B,15534,2023
KIA 타이거즈,산체스,0.12,C,15648,2023
KIA 타이거즈,정해영,1.06,C,14608,2023
KIA 타이거즈,최원준,0.82,C,12534,2023
KIA 타이거즈,김태군,0.59,C,10459,2023
KIA 타이거즈,박찬호,4.71,C,11261,2023
KIA 타이거즈,장현식,0.25,C,11164,2023
KIA 타이거즈,김대유,-0.03,C,10706,2023
KIA 타이거즈,임기영,1.54,C,10909,2023
KIA 타이거즈,이의리,2.78,C,14788,2023
KIA 타이거즈,이창진,1.94,C,11233,2023
KIA 타이거즈,이준영,0.68,C,11303,2023
KIA 타이거즈,전상현,1.44,C,12537,2023
KIA 타이거즈,황대인,-0.22,C,11306,2023
KIA 타이거즈,박준표,0.01,C,11070,2023
KIA 타이거즈,한승택,-0.45,D,11119,2023
KIA 타이거즈,윤중현,0.24,D,13122,2023
KIA 타이거즈,고종욱,1.29,D,10659,2023
KIA 타이거즈,김호령,0.90,D,11298,2023
KIA 타이거즈,김재열,-0.37,D,14747,2023
KIA 타이거즈,이우성,2.66,D,11099,2023
KIA 타이거즈,고영창,-,D,11068,2023
KIA 타이거즈,김기훈,-0.34,D,14176,2023
KIA 타이거즈,김도영,3.88,D,15056,2023
KIA 타이거즈,주효상,-0.40,E,12567,2023
KIA 타이거즈,김규성,0.86,E,12540,2023
KIA 타이거즈,김승현,0.13,E,12637,2023
KIA 타이거즈,최정용,0.34,E,11407,2023
KIA 타이거즈,김유신,-0.26,E,13114,2023
KIA 타이거즈,유승철,0.04,E,12914,2023
KIA 타이거즈,김사윤,-,E,11364,2023
KIA 타이거즈,신범수,-0.32,E,12541,2023
KIA 타이거즈,박정우,0.25,E,12869,2023
KIA 타이거즈,남하준,-,E,12535,2023
KIA 타이거즈,김석환,-0.40,E,12917,2023
KIA 타이거즈,변우혁,-0.28,E,14124,2023
KIA 타이거즈,홍종표,0.12,E,14612,2023
KIA 타이거즈,임석진,-,E,12612,2023
KIA 타이거즈,한준수,0.63,E,13113,2023
KIA 타이거즈,최수빈,-,E,12618,2023
KIA 타이거즈,강이준,-,E,12866,2023
KIA 타이거즈,송후섭,-,E,12867,2023
KIA 타이거즈,김건국,0.05,E,12944,2023
KIA 타이거즈,배현호,-,E,13095,2023
KIA 타이거즈,오정환,-,E,13117,2023
KIA 타이거즈,홍원빈,-,E,14177,2023
KIA 타이거즈,이태규,-,E,14179,2023
KIA 타이거즈,오선우,-0.22,E,14181,2023
KIA 타이거즈,김민수,-,E,14183,2023
KIA 타이거즈,나용기,-,E,14186,2023
KIA 타이거즈,유지성,-,E,14607,2023
KIA 타이거즈,김양수,-,E,14645,2023
KIA 타이거즈,김선우,0.04,E,14822,2023
KIA 타이거즈,장시현,-,E,14824,2023
KIA 타이거즈,김용완,-,E,15054,2023
KIA 타이거즈,최지민,0.37,E,15057,2023
KIA 타이거즈,윤도현,-0.07,E,15058,2023
KIA 타이거즈,김찬민,-,E,15060,2023
KIA 타이거즈,이성주,-,E,15061,2023
KIA 타이거즈,황동하,-0.14,E,15063,2023
KIA 타이거즈,윤영철,2.27,E,15432,2023
KIA 타이거즈,정해원,-,E,15433,2023
KIA 타이거즈,곽도규,-0.15,E,15435,2023
KIA 타이거즈,이송찬,-,E,15436,2023
KIA 타이거즈,이도현,-,E,15437,2023
KIA 타이거즈,박일훈,-,E,15438,2023
KIA 타이거즈,김도월,-,E,15439,2023
KIA 타이거즈,김재현,-,E,15440,2023
KIA 타이거즈,김주섭,-,E,15620,2023
KIA 타이거즈,박승훈,-,E,15641,2023
KIA 타이거즈,손호원,-,E,15642,2023
KIA 타이거즈,이중석,-,E,15737,2023
KT 위즈,황재균,3.24,A,10407,2023
KT 위즈,벤자민,2.90,A,15143,2023
KT 위즈,알포드,4.82,A,15144,2023
KT 위즈,박병호,4.15,B,10470,2023
KT 위즈,슐서,0.33,B,15542,2023
KT 위즈,장성우,3.43,B,10235,2023
KT 위즈,김상수,2.53,B,10320,2023
KT 위즈,쿠에바스,4.57,B,13942,2023
KT 위즈,고영표,5.91,B,11308,2023
KT 위즈,김재윤,2.05,B,11489,2023
KT 위즈,배정대,1.82,B,11212,2023
KT 위즈,조용호,0.03,B,12943,2023
KT 위즈,소형준,-0.19,B,14600,2023
KT 위즈,주권,0.15,C,11323,2023
KT 위즈,강백호,0.98,C,13168,2023
KT 위즈,김민수,-0.18,C,11317,2023
KT 위즈,박경수,0.38,C,10469,2023
KT 위즈,엄상백,2.91,C,11318,2023
KT 위즈,배제성,1.95,C,11394,2023
KT 위즈,김민혁,3.85,C,11339,2023
KT 위즈,신본기,0.15,C,10840,2023
KT 위즈,오윤석,0.76,C,11397,2023
KT 위즈,김준태,0.72,C,10835,2023
KT 위즈,박시영,-,D,10737,2023
KT 위즈,조현우,0.01,D,11316,2023
KT 위즈,이상호,-0.17,D,11147,2023
KT 위즈,조이현,-0.29,D,11284,2023
KT 위즈,송민섭,0.42,D,11342,2023
KT 위즈,박영현,1.98,D,15089,2023
KT 위즈,이채호,-0.14,D,13130,2023
KT 위즈,김민,-0.29,D,13167,2023
KT 위즈,이호연,1.14,D,13151,2023
KT 위즈,문상철,0.11,D,11333,2023
KT 위즈,장준원,0.16,D,11214,2023
KT 위즈,손동현,1.30,D,14108,2023
KT 위즈,홍현빈,0.18,E,12941,2023
KT 위즈,김병희,-0.07,E,11330,2023
KT 위즈,하준호,0.00,E,10304,2023
KT 위즈,김태오,-0.18,E,12577,2023
KT 위즈,이정현,-,E,12937,2023
KT 위즈,이시원,-0.27,E,12526,2023
KT 위즈,박선우,-,E,12569,2023
KT 위즈,박세진,-0.01,E,12572,2023
KT 위즈,조병욱,-,E,12939,2023
KT 위즈,문상인,0.02,E,13227,2023
KT 위즈,강민성,0.26,E,14191,2023
KT 위즈,양승혁,-,E,13233,2023
KT 위즈,이상동,0.55,E,14109,2023
KT 위즈,김성훈,-,E,14189,2023
KT 위즈,이종혁,-,E,12938,2023
KT 위즈,고명성,-,E,13171,2023
KT 위즈,신병률,-,E,13173,2023
KT 위즈,조대현,-,E,13177,2023
KT 위즈,문상준,-0.22,E,14720,2023
KT 위즈,이상우,-,E,15090,2023
KT 위즈,안치영,0.32,E,13006,2023
KT 위즈,박시윤,-,E,13170,2023
KT 위즈,윤강찬,-,E,13172,2023
KT 위즈,백선기,-,E,13174,2023
KT 위즈,박준혁,-,E,13232,2023
KT 위즈,전용주,0.28,E,14106,2023
KT 위즈,이정훈,-,E,14107,2023
KT 위즈,박민석,-0.08,E,14110,2023
KT 위즈,이선우,0.00,E,14111,2023
KT 위즈,지강혁,-,E,14192,2023
KT 위즈,강현우,-0.07,E,14603,2023
KT 위즈,한지용,-,E,14604,2023
KT 위즈,서경찬,-,E,14717,2023
KT 위즈,김영현,0.04,E,14869,2023
KT 위즈,최성민,-,E,14870,2023
KT 위즈,우종휘,-,E,15093,2023
KT 위즈,최동희,-,E,15094,2023
KT 위즈,정정우,-,E,15095,2023
KT 위즈,권성준,-,E,15096,2023
KT 위즈,김병준,0.00,E,15097,2023
KT 위즈,김정운,-0.01,E,15518,2023
KT 위즈,정준영,0.38,E,15519,2023
KT 위즈,손민석,-0.04,E,15520,2023
KT 위즈,김건웅,-,E,15521,2023
KT 위즈,이준희,-,E,15522,2023
KT 위즈,류현인,-0.43,E,15523,2023
KT 위즈,황의준,-,E,15524,2023
KT 위즈,정진호,-,E,15525,2023
KT 위즈,이준명,-,E,15526,2023
KT 위즈,강건,0.16,E,15527,2023
KT 위즈,백현수,-,E,15616,2023
KT 위즈,이동관,-,E,15617,2023
KT 위즈,정우성,-,E,15618,2023
KT 위즈,최정태,-,E,15619,2023
KT 위즈,한민우,-,E,16144,2023
삼성 라이온즈,구자욱,5.44,A,10892,2023
삼성 라이온즈,오승환,0.77,A,10367,2023
삼성 라이온즈,피렐라,0.70,A,14757,2023
삼성 라이온즈,뷰캐넌,6.31,A,14617,2023
삼성 라이온즈,수아레즈,2.52,B,15001,2023
삼성 라이온즈,강민호,2.61,B,10232,2023
삼성 라이온즈,와이드너,1.71,B,15536,2023
삼성 라이온즈,오재일,0.99,B,10400,2023
삼성 라이온즈,백정현,3.09,B,10363,2023
삼성 라이온즈,원태인,4.48,B,14113,2023
삼성 라이온즈,우규민,0.15,C,10523,2023
삼성 라이온즈,김태훈,-0.62,C,10871,2023
삼성 라이온즈,김지찬,2.46,C,14618,2023
삼성 라이온즈,류지혁,0.38,C,10894,2023
삼성 라이온즈,강한울,-0.16,C,11255,2023
삼성 라이온즈,최채흥,0.21,C,13156,2023
삼성 라이온즈,최지광,-0.12,C,12934,2023
삼성 라이온즈,이승현,0.55,C,10527,2023
삼성 라이온즈,김헌곤,-0.18,C,10640,2023
삼성 라이온즈,김동엽,0.03,D,12548,2023
삼성 라이온즈,장필준,-0.26,D,11404,2023
삼성 라이온즈,이승현,0.05,D,14798,2023
삼성 라이온즈,김현준,1.24,D,14867,2023
삼성 라이온즈,이상민,-0.20,D,11169,2023
삼성 라이온즈,김재성,0.27,D,11344,2023
삼성 라이온즈,김대우,0.29,D,10685,2023
삼성 라이온즈,문용익,0.23,D,12885,2023
삼성 라이온즈,홍정우,-0.33,D,13242,2023
삼성 라이온즈,이재현,2.98,D,15034,2023
삼성 라이온즈,이재익,0.29,D,13244,2023
삼성 라이온즈,김호재,-0.20,D,13240,2023
삼성 라이온즈,최충연,-0.09,D,12530,2023
삼성 라이온즈,허윤동,-0.15,D,14613,2023
삼성 라이온즈,김민수,-0.03,D,11266,2023
삼성 라이온즈,김도환,-0.13,D,14115,2023
삼성 라이온즈,노건우,-0.18,E,11144,2023
삼성 라이온즈,양창섭,-0.42,E,13157,2023
삼성 라이온즈,송준석,-0.07,E,11200,2023
삼성 라이온즈,이성규,-0.03,E,12562,2023
삼성 라이온즈,김태훈,-0.43,E,11336,2023
삼성 라이온즈,김성윤,2.23,E,12936,2023
삼성 라이온즈,이해승,0.01,E,14121,2023
삼성 라이온즈,황동재,-0.07,E,14615,2023
삼성 라이온즈,공민규,-0.42,E,13164,2023
삼성 라이온즈,안주형,-0.36,E,12988,2023
삼성 라이온즈,박주혁,-,E,14668,2023
삼성 라이온즈,김시현,-0.06,E,12932,2023
삼성 라이온즈,박세웅,-0.03,E,12651,2023
삼성 라이온즈,최하늘,-0.32,E,13152,2023
삼성 라이온즈,이재희,0.12,E,14799,2023
삼성 라이온즈,이태훈,-0.09,E,13160,2023
삼성 라이온즈,이병헌,-0.31,E,14117,2023
삼성 라이온즈,양우현,-,E,14116,2023
삼성 라이온즈,김동진,1.04,E,14863,2023
삼성 라이온즈,김서준,-0.07,E,15039,2023
삼성 라이온즈,조민성,-0.30,E,15040,2023
삼성 라이온즈,김태우,-,E,13158,2023
삼성 라이온즈,윤정빈,-0.12,E,13161,2023
삼성 라이온즈,한연욱,-,E,14664,2023
삼성 라이온즈,홍무원,-,E,14800,2023
삼성 라이온즈,김영웅,0.21,E,15035,2023
삼성 라이온즈,김상민,-0.39,E,15042,2023
삼성 라이온즈,김용하,-,E,13159,2023
삼성 라이온즈,박용민,-,E,13163,2023
삼성 라이온즈,김준우,-,E,14119,2023
삼성 라이온즈,홍원표,0.12,E,14614,2023
삼성 라이온즈,정진수,-,E,14698,2023
삼성 라이온즈,신정환,-,E,15038,2023
삼성 라이온즈,윤정훈,-,E,15044,2023
삼성 라이온즈,서주원,-,E,13165,2023
삼성 라이온즈,맹성주,-,E,13166,2023
삼성 라이온즈,오현석,-,E,14801,2023
삼성 라이온즈,홍승원,-,E,14864,2023
삼성 라이온즈,장재혁,-,E,15043,2023
삼성 라이온즈,이호성,0.62,E,15496,2023
삼성 라이온즈,박권후,0.00,E,15497,2023
삼성 라이온즈,서현원,-,E,15498,2023
삼성 라이온즈,김재상,-0.02,E,15499,2023
삼성 라이온즈,신윤호,-,E,15500,2023
삼성 라이온즈,강준서,-0.07,E,15501,2023
삼성 라이온즈,김시온,-,E,15502,2023
삼성 라이온즈,류승민,-0.41,E,15503,2023
삼성 라이온즈,김민호,-,E,15504,2023
삼성 라이온즈,박시원,-,E,15505,2023
삼성 라이온즈,박장민,-,E,15506,2023
삼성 라이온즈,박진우,-,E,15507,2023
SSG 랜더스,추신수,1.46,A,14888,2023
SSG 랜더스,최정,4.85,A,10106,2023
SSG 랜더스,김광현,4.48,A,10126,2023
SSG 랜더스,에레디아,4.11,A,15530,2023
SSG 랜더스,로메로,-,A,15529,2023
SSG 랜더스,문승원,0.78,B,10783,2023
SSG 랜더스,최주환,1.04,B,10182,2023
SSG 랜더스,맥카티,3.38,B,15528,2023
SSG 랜더스,엘리아스,3.54,B,15644,2023
SSG 랜더스,박종훈,0.39,B,10131,2023
SSG 랜더스,한유섬,0.35,B,10815,2023
SSG 랜더스,최지훈,1.55,B,14587,2023
SSG 랜더스,박성한,4.36,C,12922,2023
SSG 랜더스,서진용,2.84,C,10784,2023
SSG 랜더스,노경은,1.64,C,10203,2023
SSG 랜더스,김강민,0.41,C,10108,2023
SSG 랜더스,김성현,1.55,C,10636,2023
SSG 랜더스,김민식,1.70,C,10707,2023
SSG 랜더스,오원석,1.64,C,14581,2023
SSG 랜더스,최민준,0.28,C,13126,2023
SSG 랜더스,이재원,-0.81,C,10082,2023
SSG 랜더스,오태곤,0.56,C,10249,2023
SSG 랜더스,박민호,0.24,D,11236,2023
SSG 랜더스,전의산,-0.22,D,14699,2023
SSG 랜더스,고효준,0.78,D,10124,2023
SSG 랜더스,강진성,0.20,D,11148,2023
SSG 랜더스,김태훈,-,D,10133,2023
SSG 랜더스,이흥련,-0.35,D,11108,2023
SSG 랜더스,서동민,0.05,D,13191,2023
SSG 랜더스,정성곤,-0.11,D,11321,2023
SSG 랜더스,하재훈,2.79,D,14147,2023
SSG 랜더스,김찬형,0.00,D,12622,2023
SSG 랜더스,최경모,-0.45,D,14151,2023
SSG 랜더스,최준우,0.64,E,13128,2023
SSG 랜더스,임준섭,-0.12,E,10795,2023
SSG 랜더스,안상현,-0.04,E,12613,2023
SSG 랜더스,이현석,-,E,11369,2023
SSG 랜더스,전경원,-,E,13129,2023
SSG 랜더스,조형우,0.04,E,14806,2023
SSG 랜더스,전영준,-,E,15032,2023
SSG 랜더스,최항,-0.19,E,10810,2023
SSG 랜더스,이건욱,0.60,E,11242,2023
SSG 랜더스,한두솔,0.00,E,13228,2023
SSG 랜더스,김주한,-0.02,E,12531,2023
SSG 랜더스,정동윤,-,E,12571,2023
SSG 랜더스,이원준,-,E,12920,2023
SSG 랜더스,김주온,-0.01,E,13057,2023
SSG 랜더스,조성훈,0.02,E,13125,2023
SSG 랜더스,유호식,-,E,13127,2023
SSG 랜더스,이정범,-0.34,E,13194,2023
SSG 랜더스,최상민,0.34,E,13195,2023
SSG 랜더스,백승건,0.30,E,14145,2023
SSG 랜더스,최수호,-,E,14148,2023
SSG 랜더스,허민혁,-,E,14149,2023
SSG 랜더스,서상준,-0.03,E,14152,2023
SSG 랜더스,채현우,0.00,E,14153,2023
SSG 랜더스,전진우,-,E,14154,2023
SSG 랜더스,김규남,-,E,14200,2023
SSG 랜더스,류효승,-0.09,E,14586,2023
SSG 랜더스,양선률,-,E,14682,2023
SSG 랜더스,박시후,-,E,14687,2023
SSG 랜더스,이거연,-,E,14692,2023
SSG 랜더스,고명준,-0.02,E,14807,2023
SSG 랜더스,윤태현,-,E,15023,2023
SSG 랜더스,신헌민,-0.05,E,15024,2023
SSG 랜더스,김도현,-,E,15025,2023
SSG 랜더스,박상후,-,E,15026,2023
SSG 랜더스,이기순,-0.01,E,15028,2023
SSG 랜더스,강매성,-,E,15029,2023
SSG 랜더스,최유빈,-,E,15033,2023
SSG 랜더스,이로운,-0.15,E,15461,2023
SSG 랜더스,송영진,0.08,E,15462,2023
SSG 랜더스,김정민,0.00,E,15463,2023
SSG 랜더스,안현서,-,E,15464,2023
SSG 랜더스,김건웅,-0.09,E,15465,2023
SSG 랜더스,박세직,-,E,15466,2023
SSG 랜더스,김민준,-,E,15467,2023
SSG 랜더스,류현곤,-,E,15468,2023
SSG 랜더스,이승훈,-,E,15469,2023
SSG 랜더스,김건이,-,E,15470,2023
SSG 랜더스,김준영,-,E,15471,2023
SSG 랜더스,조강희,-,E,15615,2023
NC 다이노스,박민우,5.25,A,11137,2023
NC 다이노스,박건우,3.92,B,10189,2023
NC 다이노스,페디,7.95,A,15535,2023
NC 다이노스,마틴,3.28,A,15537,2023
NC 다이노스,박세혁,0.88,B,10891,2023
NC 다이노스,구창모,1.70,B,11353,2023
NC 다이노스,손아섭,4.62,B,10261,2023
NC 다이노스,이용찬,0.72,B,10217,2023
NC 다이노스,이재학,1.16,C,10220,2023
NC 다이노스,심창민,0.06,C,10720,2023
NC 다이노스,태너,1.94,C,15653,2023
NC 다이노스,김영규,1.06,C,13088,2023
NC 다이노스,신민혁,1.91,C,13085,2023
NC 다이노스,송명기,0.86,C,14155,2023
NC 다이노스,김성욱,0.34,C,11153,2023
NC 다이노스,임정호,0.18,D,11168,2023
NC 다이노스,권희동,2.18,D,11172,2023
NC 다이노스,배재환,-,D,11248,2023
NC 다이노스,김시훈,-0.10,D,13080,2023
NC 다이노스,김주원,2.22,D,14765,2023
NC 다이노스,류진욱,2.36,D,11355,2023
NC 다이노스,하준영,0.16,D,13115,2023
NC 다이노스,최성영,0.94,D,12565,2023
NC 다이노스,최정원,0.47,D,14221,2023
NC 다이노스,안중열,-0.83,D,11329,2023
NC 다이노스,김진호,0.38,D,12897,2023
NC 다이노스,오영수,-0.04,D,13082,2023
NC 다이노스,배민서,-0.13,D,14158,2023
NC 다이노스,박석민,-0.83,D,10322,2023
NC 다이노스,이민호,-,D,11151,2023
NC 다이노스,도태훈,2.38,D,12560,2023
NC 다이노스,김형준,0.90,D,13081,2023
NC 다이노스,정진기,-,E,10717,2023
NC 다이노스,서호철,2.85,E,14220,2023
NC 다이노스,윤형준,0.40,E,11135,2023
NC 다이노스,박대온,0.14,E,11246,2023
NC 다이노스,권정웅,-,E,12529,2023
NC 다이노스,한석현,-0.18,E,13250,2023
NC 다이노스,채지선,-0.02,E,11387,2023
NC 다이노스,이용준,0.36,E,14763,2023
NC 다이노스,조민석,0.13,E,15119,2023
NC 다이노스,이우석,0.03,E,11360,2023
NC 다이노스,전루건,-,E,14171,2023
NC 다이노스,오장한,-0.01,E,14767,2023
NC 다이노스,한재승,-0.04,E,14764,2023
NC 다이노스,김수윤,-0.18,E,12903,2023
NC 다이노스,천재환,0.31,E,13261,2023
NC 다이노스,전사민,0.01,E,14156,2023
NC 다이노스,하준수,0.04,E,14654,2023
NC 다이노스,김한별,-0.51,E,14716,2023
NC 다이노스,오태양,-0.40,E,14766,2023
NC 다이노스,서의태,-,E,12574,2023
NC 다이노스,최우재,-,E,12621,2023
