팀,선수,WAR,연봉등급,pid,연도
NC 다이노스,김태현,0.03,E,12898,2023
NC 다이노스,김철호,-,E,13083,2023
NC 다이노스,김재균,-,E,13084,2023
NC 다이노스,최보성,-0.15,E,13087,2023
NC 다이노스,이인혁,-,E,13090,2023
NC 다이노스,박주현,-,E,13175,2023
NC 다이노스,최시혁,-,E,14157,2023
NC 다이노스,박주찬,-0.24,E,14219,2023
NC 다이노스,김범준,-,E,14222,2023
NC 다이노스,임형원,-,E,14594,2023
NC 다이노스,정구범,-0.10,E,14595,2023
NC 다이노스,노시훈,-,E,14649,2023
NC 다이노스,한건희,-,E,14656,2023
NC 다이노스,한재환,-,E,14659,2023
NC 다이노스,박영빈,0.13,E,14661,2023
NC 다이노스,김준상,-,E,14827,2023
NC 다이노스,조현진,-0.12,E,14877,2023
NC 다이노스,박성재,-,E,15110,2023
NC 다이노스,이준혁,-,E,15111,2023
NC 다이노스,김녹원,-,E,15113,2023
NC 다이노스,이한,-,E,15114,2023
NC 다이노스,임지민,-0.02,E,15115,2023
NC 다이노스,이주형,-,E,15116,2023
NC 다이노스,이현우,-,E,15117,2023
NC 다이노스,서준교,-,E,15120,2023
NC 다이노스,신영우,-,E,15450,2023
NC 다이노스,박한결,0.29,E,15451,2023
NC 다이노스,신용석,-,E,15452,2023
NC 다이노스,목지훈,-,E,15453,2023
NC 다이노스,강건준,-,E,15454,2023
NC 다이노스,이준호,-0.18,E,15455,2023
NC 다이노스,신성호,-,E,15456,2023
NC 다이노스,서동욱,-,E,15458,2023
NC 다이노스,배상호,-,E,15459,2023
NC 다이노스,김주환,-,E,15460,2023
NC 다이노스,박찬희,-,E,15621,2023
NC 다이노스,김택우,-,E,15622,2023
NC 다이노스,박시원,-,E,14597,2023
두산 베어스,김재환,0.48,A,10643,2023
두산 베어스,허경민,2.35,A,10184,2023
두산 베어스,로하스,2.41,A,15539,2023
두산 베어스,정수빈,4.87,B,10195,2023
두산 베어스,김재호,3.30,B,10174,2023
두산 베어스,알칸타라,5.79,B,13941,2023
두산 베어스,딜런,-0.08,B,15538,2023
두산 베어스,양석환,3.33,B,11213,2023
두산 베어스,최원준,1.23,B,12852,2023
두산 베어스,양의지,6.10,B,10165,2023
두산 베어스,홍건희,0.84,B,10696,2023
두산 베어스,브랜든,3.61,C,15153,2023
두산 베어스,김강률,0.40,C,10690,2023
두산 베어스,강승호,1.98,C,11087,2023
두산 베어스,김명신,0.95,C,12847,2023
두산 베어스,곽빈,4.36,C,13061,2023
두산 베어스,이영하,-0.31,C,12568,2023
두산 베어스,박치국,0.50,C,12850,2023
두산 베어스,김인태,0.38,C,11098,2023
두산 베어스,정철원,-0.05,C,13071,2023
두산 베어스,박계범,-0.06,D,11198,2023
두산 베어스,이승진,-0.02,D,12678,2023
두산 베어스,조수행,0.49,D,12524,2023
두산 베어스,이형범,-0.62,D,11159,2023
두산 베어스,김지용,-,D,10747,2023
두산 베어스,장승현,-0.93,D,11097,2023
두산 베어스,박준영,1.88,D,12522,2023
두산 베어스,이유찬,1.43,D,12894,2023
두산 베어스,최승용,1.94,D,14770,2023
두산 베어스,김민규,0.04,D,13072,2023
두산 베어스,안재석,0.25,D,14771,2023
두산 베어스,장원준,0.10,D,10299,2023
두산 베어스,박정수,0.05,E,11300,2023
두산 베어스,안승한,-0.41,E,11328,2023
두산 베어스,김민혁,-0.14,E,12970,2023
두산 베어스,김대한,-0.94,E,14170,2023
두산 베어스,양찬열,0.25,E,14738,2023
두산 베어스,박소준,-,E,11491,2023
두산 베어스,신성현,-0.10,E,11492,2023
두산 베어스,박신지,-0.04,E,13070,2023
두산 베어스,전민재,-0.32,E,13073,2023
두산 베어스,박지훈,-0.17,E,14736,2023
두산 베어스,송승환,0.22,E,14172,2023
두산 베어스,서예일,-0.09,E,12523,2023
두산 베어스,고봉재,-0.11,E,12605,2023
두산 베어스,박유연,-0.06,E,12892,2023
두산 베어스,홍성호,-0.26,E,12606,2023
두산 베어스,권민석,-0.08,E,13079,2023
두산 베어스,이주엽,-,E,14572,2023
두산 베어스,김동주,1.81,E,14769,2023
두산 베어스,박성재,-,E,14838,2023
두산 베어스,이병헌,-0.08,E,15099,2023
두산 베어스,신창희,-,E,12608,2023
두산 베어스,문원,-,E,12848,2023
두산 베어스,배창현,-,E,13074,2023
두산 베어스,조선명,-,E,13106,2023
두산 베어스,김정우,-0.10,E,13124,2023
두산 베어스,김호준,-0.05,E,13268,2023
두산 베어스,이민혁,-,E,14174,2023
두산 베어스,김태근,-0.74,E,14175,2023
두산 베어스,장규빈,-,E,14570,2023
두산 베어스,제환유,-0.05,E,14573,2023
두산 베어스,전형근,-,E,14652,2023
두산 베어스,최종인,-,E,14733,2023
두산 베어스,이상연,-,E,14836,2023
두산 베어스,장빈,-,E,14837,2023
두산 베어스,이원재,-0.06,E,15101,2023
두산 베어스,신민철,-,E,15102,2023
두산 베어스,전희범,-,E,15103,2023
두산 베어스,정유석,-,E,15105,2023
두산 베어스,김시완,-,E,15108,2023
두산 베어스,최지강,0.01,E,15127,2023
두산 베어스,최준호,-,E,15508,2023
두산 베어스,김유성,-0.15,E,15509,2023
두산 베어스,임서준,-,E,15511,2023
두산 베어스,윤준호,-,E,15512,2023
두산 베어스,한충희,-,E,15513,2023
두산 베어스,백승우,0.16,E,15514,2023
두산 베어스,박민준,-,E,15515,2023
두산 베어스,김문수,-,E,15516,2023
두산 베어스,남율,-,E,15517,2023
두산 베어스,이정원,-,E,15611,2023
두산 베어스,이기석,-,E,15613,2023
키움 히어로즈,요키시,0.94,A,13940,2023
키움 히어로즈,이정후,5.18,A,12906,2023
키움 히어로즈,후라도,7.12,A,15531,2023
키움 히어로즈,러셀,1.08,B,14742,2023
키움 히어로즈,이지영,0.86,B,10312,2023
키움 히어로즈,원종현,-0.17,B,11161,2023
키움 히어로즈,김혜성,6.98,B,12905,2023
키움 히어로즈,안우진,6.86,B,13091,2023
키움 히어로즈,이용규,-0.43,B,10035,2023
키움 히어로즈,김재웅,1.25,C,12858,2023
키움 히어로즈,이원석,-0.99,C,10180,2023
키움 히어로즈,홍성민,-0.01,C,10814,2023
키움 히어로즈,이승호,0.09,C,12865,2023
키움 히어로즈,김태진,0.04,C,11244,2023
키움 히어로즈,송성문,1.95,C,11376,2023
키움 히어로즈,이형종,-0.21,C,12516,2023
키움 히어로즈,임창민,1.26,C,10452,2023
키움 히어로즈,정찬헌,1.27,C,10533,2023
키움 히어로즈,맥키니,0.11,C,15646,2023
키움 히어로즈,김준완,-0.05,D,11182,2023
키움 히어로즈,양현,-0.56,D,10730,2023
키움 히어로즈,도슨,1.75,D,15652,2023
키움 히어로즈,전병우,-0.05,D,11422,2023
키움 히어로즈,김휘집,1.12,D,14785,2023
키움 히어로즈,김선기,-0.48,D,13092,2023
키움 히어로즈,문성현,-0.02,D,10437,2023
키움 히어로즈,이영준,-0.10,D,12997,2023
키움 히어로즈,김재현,-0.55,D,10870,2023
키움 히어로즈,하영민,-0.44,D,11222,2023
키움 히어로즈,김동혁,-0.46,D,14674,2023
키움 히어로즈,김웅빈,-0.64,D,12503,2023
키움 히어로즈,임병욱,0.44,D,11226,2023
키움 히어로즈,김주형,-0.73,D,14214,2023
키움 히어로즈,임지열,0.45,D,11225,2023
키움 히어로즈,박준태,-0.20,D,11260,2023
키움 히어로즈,신준우,-0.40,E,14695,2023
키움 히어로즈,박승주,-0.04,E,12989,2023
키움 히어로즈,김수환,-0.13,E,13096,2023
키움 히어로즈,윤정현,0.13,E,14131,2023
키움 히어로즈,김성진,0.84,E,14849,2023
키움 히어로즈,이명종,0.14,E,15073,2023
키움 히어로즈,김준형,0.00,E,14848,2023
키움 히어로즈,박찬혁,-0.45,E,15068,2023
키움 히어로즈,변시원,-0.14,E,10882,2023
키움 히어로즈,박주홍,-0.71,E,14580,2023
키움 히어로즈,예진원,-0.42,E,13093,2023
키움 히어로즈,박주성,-,E,14130,2023
키움 히어로즈,이주형,-,E,14855,2023
키움 히어로즈,김정인,-,E,11531,2023
키움 히어로즈,이병규,-0.04,E,12859,2023
키움 히어로즈,조영건,0.42,E,14132,2023
키움 히어로즈,이주형,2.55,E,14591,2023
키움 히어로즈,김병휘,-0.26,E,14577,2023
키움 히어로즈,이강준,-,E,14601,2023
키움 히어로즈,장재영,0.85,E,14784,2023
키움 히어로즈,주성원,-0.47,E,14133,2023
키움 히어로즈,이종민,-0.27,E,14576,2023
키움 히어로즈,김시앙,-0.37,E,14851,2023
키움 히어로즈,노운현,-,E,15027,2023
키움 히어로즈,주승우,-0.18,E,15067,2023
키움 히어로즈,송정인,-,E,15069,2023
키움 히어로즈,박주현,-,E,11375,2023
키움 히어로즈,양지율,-0.02,E,12854,2023
키움 히어로즈,오윤성,-,E,12856,2023
키움 히어로즈,박준형,-,E,14211,2023
키움 히어로즈,정현민,-,E,14216,2023
키움 히어로즈,김신회,-,E,14218,2023
키움 히어로즈,김동욱,-,E,14681,2023
키움 히어로즈,정연제,-,E,14850,2023
키움 히어로즈,양경식,-,E,14853,2023
키움 히어로즈,이재홍,-,E,14854,2023
키움 히어로즈,윤석원,-0.19,E,15071,2023
키움 히어로즈,주승빈,-,E,15072,2023
키움 히어로즈,김리안,-,E,15074,2023
키움 히어로즈,이세호,-,E,15075,2023
키움 히어로즈,박수종,1.45,E,15132,2023
키움 히어로즈,김건희,-0.24,E,15472,2023
키움 히어로즈,김동헌,0.48,E,15473,2023
키움 히어로즈,오상원,-0.09,E,15474,2023
키움 히어로즈,박윤성,-,E,15475,2023
키움 히어로즈,이승원,-0.17,E,15476,2023
키움 히어로즈,송재선,-0.09,E,15477,2023
키움 히어로즈,우승원,-,E,15478,2023
키움 히어로즈,박성빈,-,E,15479,2023
키움 히어로즈,이호열,-,E,15480,2023
키움 히어로즈,변헌성,-,E,15481,2023
키움 히어로즈,안겸,-,E,15482,2023
키움 히어로즈,서유신,-,E,15483,2023
키움 히어로즈,김동규,-0.17,E,15485,2023
한화 이글스,류현진,4.56,A,10590,2024
한화 이글스,채은성,1.40,A,11215,2024
한화 이글스,페냐,0.35,B,15146,2024
한화 이글스,페라자,2.90,A,16121,2024
한화 이글스,최재훈,1.68,B,10170,2024
한화 이글스,이태양,-0.29,B,10609,2024
한화 이글스,안치홍,1.97,B,10014,2024
한화 이글스,산체스,1.58,B,15643,2024
한화 이글스,바리아,1.75,B,16150,2024
한화 이글스,노시환,2.92,B,14125,2024
한화 이글스,장시환,0.21,C,10453,2024
한화 이글스,박상원,1.00,C,12871,2024
한화 이글스,김범수,0.14,C,11411,2024
한화 이글스,정은원,0.14,C,13137,2024
한화 이글스,김민우,0.62,C,11410,2024
한화 이글스,장민재,0.66,C,10610,2024
한화 이글스,김강민,0.08,C,10108,2024
한화 이글스,주현상,3.16,C,11415,2024
한화 이글스,윤대경,-0.13,C,11110,2024
한화 이글스,정우람,-,C,10156,2024
한화 이글스,문동주,1.93,C,15013,2024
한화 이글스,문현빈,0.24,C,15422,2024
한화 이글스,김태연,0.47,D,12585,2024
한화 이글스,이도윤,1.14,D,11414,2024
한화 이글스,이진영,0.03,D,12539,2024
한화 이글스,하주석,0.23,D,10913,2024
한화 이글스,김인환,-1.27,D,12589,2024
한화 이글스,김종수,-,D,11117,2024
한화 이글스,장진혁,0.76,D,12583,2024
한화 이글스,이민우,0.90,D,13003,2024
한화 이글스,배민서,-0.03,D,14158,2024
한화 이글스,이명기,-0.09,D,10119,2024
한화 이글스,이재원,-0.25,D,10082,2024
한화 이글스,한승혁,0.96,E,10812,2024
한화 이글스,와이스,3.16,E,16153,2024
한화 이글스,최인호,2.03,E,14707,2024
한화 이글스,한승주,-0.48,E,14621,2024
한화 이글스,이상규,0.38,E,13245,2024
한화 이글스,김기중,0.38,E,14808,2024
한화 이글스,박상언,0.53,E,12587,2024
한화 이글스,김규연,0.07,E,14871,2024
한화 이글스,남지민,0.10,E,14619,2024
한화 이글스,조한민,-,E,14210,2024
한화 이글스,이원석,0.19,E,13138,2024
한화 이글스,이충호,-0.05,E,11116,2024
한화 이글스,임종찬,-0.22,E,14706,2024
한화 이글스,김서현,0.65,B,15421,2024
한화 이글스,권광민,0.53,E,13676,2024
한화 이글스,허관회,-,E,14204,2024
한화 이글스,유로결,-0.06,E,14126,2024
한화 이글스,장규현,-0.13,E,14811,2024
한화 이글스,김건,-,E,14209,2024
한화 이글스,장지수,-0.08,E,14178,2024
한화 이글스,이재용,-,E,12902,2024
한화 이글스,이상혁,-0.11,E,15139,2024
한화 이글스,이민준,-,C,15423,2024
한화 이글스,서정훈,-,E,16120,2024
한화 이글스,김선동,-,E,16119,2024
한화 이글스,김도빈,-0.02,E,16118,2024
한화 이글스,권동욱,-,E,16117,2024
한화 이글스,승지환,-,E,16116,2024
한화 이글스,권현,-,E,16115,2024
한화 이글스,원종혁,-,E,16114,2024
한화 이글스,이승현,-,E,16113,2024
한화 이글스,최준서,-,E,16112,2024
한화 이글스,이기창,-,E,16111,2024
한화 이글스,황영묵,1.83,E,16110,2024
한화 이글스,정안석,-,E,16109,2024
한화 이글스,조동욱,0.08,E,16108,2024
한화 이글스,황준서,1.31,E,16107,2024
한화 이글스,김진욱,-,E,13144,2024
한화 이글스,이성민,-,E,15019,2024
한화 이글스,정이황,-,E,14127,2024
한화 이글스,조은,-,E,14810,2024
한화 이글스,한경빈,0.00,E,15633,2024
한화 이글스,성지훈,-,E,15631,2024
한화 이글스,김승일,0.13,E,14711,2024
LG 트윈스,박동원,4.75,A,10387,2024
LG 트윈스,김현수,1.01,A,10187,2024
LG 트윈스,켈리,1.73,B,13934,2024
LG 트윈스,오스틴,5.62,B,15532,2024
LG 트윈스,엔스,3.76,A,16023,2024
LG 트윈스,박해민,2.71,B,11190,2024
LG 트윈스,홍창기,6.29,B,12546,2024
LG 트윈스,에르난데스,1.33,B,16160,2024
LG 트윈스,최원태,2.78,B,11379,2024
LG 트윈스,정우영,-0.02,B,14136,2024
LG 트윈스,문보경,4.30,B,14137,2024
LG 트윈스,오지환,3.12,B,10475,2024
LG 트윈스,문성주,2.89,C,13112,2024
LG 트윈스,함덕주,0.26,C,11094,2024
LG 트윈스,김진성,0.57,C,11166,2024
LG 트윈스,임찬규,3.98,C,10652,2024
LG 트윈스,최동환,-0.22,C,10535,2024
LG 트윈스,이우찬,-0.64,C,10749,2024
LG 트윈스,김윤식,-0.07,C,14588,2024
LG 트윈스,신민재,2.36,C,13056,2024
LG 트윈스,허도환,-0.76,C,10684,2024
LG 트윈스,백승현,-0.40,D,13009,2024
LG 트윈스,유영찬,0.66,D,14669,2024
LG 트윈스,구본혁,1.57,D,14140,2024
LG 트윈스,윤호솔,0.10,D,11170,2024
LG 트윈스,이재원,-,D,13104,2024
LG 트윈스,이지강,-0.09,D,14143,2024
LG 트윈스,김유영,0.56,D,11229,2024
LG 트윈스,박명근,-0.34,C,15486,2024
LG 트윈스,김민수,-0.36,D,12931,2024
LG 트윈스,배재준,-,D,12697,2024
LG 트윈스,김대현,0.03,D,12532,2024
LG 트윈스,안익훈,0.01,D,11347,2024
LG 트윈스,이영빈,0.00,D,14783,2024
LG 트윈스,이상영,0.50,D,14135,2024
LG 트윈스,임준형,0.13,E,14142,2024
LG 트윈스,손주영,3.68,E,12908,2024
LG 트윈스,최승민,-0.02,E,14187,2024
LG 트윈스,강효종,-0.06,E,14780,2024
LG 트윈스,김영준,-0.23,E,13102,2024
LG 트윈스,송찬의,-0.12,E,13109,2024
LG 트윈스,김주성,0.17,E,12545,2024
LG 트윈스,김범석,-0.31,C,15484,2024
LG 트윈스,전준호,-0.02,E,12864,2024
LG 트윈스,성동현,0.08,E,13103,2024
LG 트윈스,김진수,0.02,E,14781,2024
LG 트윈스,김성우,-0.24,E,15085,2024
LG 트윈스,우강훈,0.15,E,14816,2024
LG 트윈스,김성진,-0.04,E,14141,2024
LG 트윈스,김현종,0.17,E,16013,2024
LG 트윈스,손용준,-,E,16014,2024
LG 트윈스,진우영,0.08,E,16015,2024
LG 트윈스,배강,-,E,16018,2024
LG 트윈스,최명경,-0.04,E,16026,2024
LG 트윈스,이태겸,-,E,16025,2024
LG 트윈스,오승윤,-,E,16024,2024
LG 트윈스,심규빈,-,E,16022,2024
LG 트윈스,김도윤,-,E,16021,2024
LG 트윈스,강석현,-,E,16020,2024
LG 트윈스,김대원,0.07,E,16016,2024
LG 트윈스,정지헌,-0.24,E,16017,2024
LG 트윈스,김종우,-,E,16019,2024
LG 트윈스,한지용,-,E,14604,2024
LG 트윈스,이종준,0.35,E,14651,2024
LG 트윈스,문정빈,-,E,15086,2024
LG 트윈스,최원영,0.25,E,15084,2024
LG 트윈스,조건희,-,E,14782,2024
LG 트윈스,김의준,-,E,13108,2024
LG 트윈스,이주헌,0.10,E,15081,2024
LG 트윈스,김단우,-,E,14841,2024
LG 트윈스,김유민,-,E,14842,2024
LG 트윈스,김형욱,-,E,14844,2024
LG 트윈스,박민호,-,E,14845,2024
LG 트윈스,전진영,-,E,14885,2024
LG 트윈스,이믿음,-0.16,E,14847,2024
LG 트윈스,백선기,-,E,13174,2024
LG 트윈스,하영진,-,E,14671,2024
LG 트윈스,김주온,-0.11,E,13057,2024
LG 트윈스,함창건,-0.19,E,14680,2024
LG 트윈스,강민,-,E,14660,2024
LG 트윈스,김수인,-0.15,E,14675,2024
LG 트윈스,허용주,-,D,15491,2024
롯데 자이언츠,박세웅,4.69,A,11310,2024
롯데 자이언츠,전준우,1.95,A,10266,2024
롯데 자이언츠,유강남,0.02,A,10753,2024
롯데 자이언츠,반즈,6.81,B,15011,2024
롯데 자이언츠,레이예스,3.72,B,16106,2024
롯데 자이언츠,윌커슨,7.42,B,12295,2024
롯데 자이언츠,노진혁,-0.23,B,11165,2024
롯데 자이언츠,김원중,2.65,B,10825,2024
롯데 자이언츠,구승민,0.24,B,11291,2024
롯데 자이언츠,정훈,1.18,B,10253,2024
롯데 자이언츠,한현희,1.66,B,10863,2024
롯데 자이언츠,김민성,0.13,C,10238,2024
롯데 자이언츠,나균안,-0.30,C,12930,2024
롯데 자이언츠,최준용,0.13,C,14624,2024
롯데 자이언츠,한동희,-0.57,C,13145,2024
롯데 자이언츠,김상수,1.22,C,10427,2024
롯데 자이언츠,진해수,0.02,C,10075,2024
롯데 자이언츠,박승욱,-0.10,C,10804,2024
롯데 자이언츠,이인복,-0.10,C,11232,2024
롯데 자이언츠,오선진,0.18,C,10557,2024
롯데 자이언츠,심재민,-,D,11311,2024
롯데 자이언츠,이학주,-0.19,D,14114,2024
롯데 자이언츠,윤동희,3.72,D,15048,2024
롯데 자이언츠,박진형,0.21,D,11425,2024
롯데 자이언츠,김민석,-0.32,B,15253,2024
롯데 자이언츠,고승민,3.49,D,14160,2024
롯데 자이언츠,김도규,-0.01,D,13148,2024
롯데 자이언츠,신정락,-,D,10516,2024
롯데 자이언츠,황성빈,2.15,D,14642,2024
롯데 자이언츠,정보근,-0.54,D,13154,2024
롯데 자이언츠,이정훈,0.49,D,12916,2024
롯데 자이언츠,김진욱,2.38,D,14792,2024
롯데 자이언츠,지시완,-,D,11413,2024
롯데 자이언츠,신윤후,0.30,D,14169,2024
롯데 자이언츠,손성빈,0.24,D,14796,2024
롯데 자이언츠,손호영,2.83,E,14590,2024
롯데 자이언츠,진승현,0.02,E,15047,2024
롯데 자이언츠,임준섭,0.11,E,10795,2024
롯데 자이언츠,장두성,-0.22,E,13155,2024
롯데 자이언츠,최설우,-,E,11276,2024
롯데 자이언츠,나승엽,1.44,E,14797,2024
롯데 자이언츠,정성종,-,E,13147,2024
롯데 자이언츠,최이준,-0.36,E,13169,2024
롯데 자이언츠,이민석,0.10,E,15045,2024
롯데 자이언츠,강태율,-0.27,E,11388,2024
롯데 자이언츠,박진,1.15,E,14163,2024
롯데 자이언츠,서동욱,-0.48,E,15624,2024
롯데 자이언츠,정대선,0.04,C,15443,2024
롯데 자이언츠,김강현,0.52,E,12699,2024
롯데 자이언츠,현도훈,-0.13,E,13271,2024
롯데 자이언츠,박명현,-,E,14622,2024
롯데 자이언츠,이진하,-,C,15441,2024
롯데 자이언츠,이태연,-,D,15444,2024
롯데 자이언츠,최항,-0.18,E,10810,2024
롯데 자이언츠,윤성빈,-0.06,E,12928,2024
롯데 자이언츠,김동혁,0.21,E,15645,2024
롯데 자이언츠,신병률,-,E,13173,2024
롯데 자이언츠,이주찬,-0.49,E,14819,2024
롯데 자이언츠,정우준,0.04,E,14795,2024
롯데 자이언츠,송재영,-0.17,E,14794,2024
롯데 자이언츠,홍민기,-0.01,E,14625,2024
롯데 자이언츠,안우진,-,E,16096,2024
롯데 자이언츠,이선우,-0.20,E,16095,2024
롯데 자이언츠,박성준,-,E,16094,2024
롯데 자이언츠,강성우,-0.01,E,16093,2024
롯데 자이언츠,박준우,0.00,E,16092,2024
롯데 자이언츠,이호준,0.12,E,16091,2024
롯데 자이언츠,정현수,0.89,E,16090,2024
롯데 자이언츠,전미르,0.45,E,16089,2024
롯데 자이언츠,소한빈,-,E,16097,2024
롯데 자이언츠,전하원,-,E,16098,2024
롯데 자이언츠,유제모,-,E,16099,2024
롯데 자이언츠,기민성,-,E,16105,2024
롯데 자이언츠,김대현,-,E,16104,2024
롯데 자이언츠,고경표,-,E,16103,2024
롯데 자이언츠,강승구,-0.08,E,16102,2024
롯데 자이언츠,백두산,-0.02,E,16101,2024
롯데 자이언츠,배세종,-,E,16100,2024
롯데 자이언츠,하혜성,-,E,15050,2024
롯데 자이언츠,이병준,-,E,14817,2024
롯데 자이언츠,최우인,-,E,14818,2024
롯데 자이언츠,이인한,0.12,E,14690,2024
KIA 타이거즈,최형우,2.09,A,10344,2024
KIA 타이거즈,나성범,1.84,B,11162,2024
KIA 타이거즈,김태군,1.00,B,10459,2024
KIA 타이거즈,김선빈,2.11,B,10008,2024
KIA 타이거즈,크로우,1.28,A,16087,2024
KIA 타이거즈,소크라테스,4.06,B,14996,2024
KIA 타이거즈,양현종,4.99,B,10058,2024
KIA 타이거즈,네일,5.02,B,16088,2024
KIA 타이거즈,박찬호,4.03,B,11261,2024
KIA 타이거즈,알드레드,1.45,B,16151,2024
KIA 타이거즈,라우어,0.88,B,16161,2024
KIA 타이거즈,임기영,-0.20,C,10909,2024
KIA 타이거즈,최원준,2.35,C,12534,2024
KIA 타이거즈,정해영,2.35,C,14608,2024
KIA 타이거즈,전상현,1.49,C,12537,2024
KIA 타이거즈,이의리,0.09,C,14788,2024
KIA 타이거즈,장현식,1.69,C,11164,2024
KIA 타이거즈,고종욱,0.09,C,10659,2024
KIA 타이거즈,이준영,0.38,C,11303,2024
KIA 타이거즈,이우성,-0.10,C,11099,2024
KIA 타이거즈,이창진,0.64,C,11233,2024
KIA 타이거즈,김대유,-0.35,C,10706,2024
KIA 타이거즈,최지민,0.38,C,15057,2024
KIA 타이거즈,김도영,8.52,C,15056,2024
KIA 타이거즈,김호령,-0.07,D,11298,2024
KIA 타이거즈,윤영철,2.11,B,15432,2024
KIA 타이거즈,박준표,-0.04,D,11070,2024
KIA 타이거즈,황대인,-0.02,D,11306,2024
KIA 타이거즈,이형범,-0.19,D,11159,2024
KIA 타이거즈,한승택,-0.10,D,11119,2024
KIA 타이거즈,윤중현,-0.35,D,13122,2024
KIA 타이거즈,변우혁,0.64,D,14124,2024
KIA 타이거즈,김규성,-0.18,D,12540,2024
KIA 타이거즈,서건창,1.61,D,10855,2024
KIA 타이거즈,한준수,1.80,D,13113,2024
KIA 타이거즈,스타우트,0.33,E,16163,2024
KIA 타이거즈,김현수,-0.12,E,14162,2024
KIA 타이거즈,주효상,-,E,12567,2024
KIA 타이거즈,최정용,-0.18,E,11407,2024
KIA 타이거즈,김유신,-,E,13114,2024
KIA 타이거즈,김승현,0.12,E,12637,2024
KIA 타이거즈,김기훈,0.05,E,14176,2024
KIA 타이거즈,예진원,-0.53,E,13093,2024
KIA 타이거즈,김건국,-0.20,E,12944,2024
KIA 타이거즈,김석환,-,E,12917,2024
KIA 타이거즈,박정우,0.42,E,12869,2024
KIA 타이거즈,유승철,0.12,E,12914,2024
KIA 타이거즈,홍종표,0.26,E,14612,2024
KIA 타이거즈,황동하,2.12,E,15063,2024
KIA 타이거즈,장민기,-,E,14789,2024
KIA 타이거즈,박민,-0.03,E,14611,2024
KIA 타이거즈,김도현,1.18,E,14128,2024
KIA 타이거즈,김사윤,-0.10,E,11364,2024
KIA 타이거즈,오선우,-0.03,E,14181,2024
KIA 타이거즈,곽도규,1.27,D,15435,2024
KIA 타이거즈,임석진,-,E,12612,2024
KIA 타이거즈,권혁경,-,E,14790,2024
KIA 타이거즈,최수빈,-,E,12618,2024
KIA 타이거즈,고명성,-,E,13171,2024
KIA 타이거즈,정해원,-,C,15433,2024
KIA 타이거즈,박건우,-,E,14786,2024
KIA 타이거즈,유지성,-0.02,E,14607,2024
KIA 타이거즈,김태윤,-,E,16079,2024
KIA 타이거즈,이상준,-,E,16078,2024
KIA 타이거즈,조대현,-,E,16077,2024
KIA 타이거즈,박시온,-,E,16157,2024
KIA 타이거즈,장재혁,0.06,E,14657,2024
KIA 타이거즈,김두현,-0.21,E,16086,2024
KIA 타이거즈,성영탁,-,E,16085,2024
KIA 타이거즈,강민제,-,E,16084,2024
KIA 타이거즈,김민재,-0.06,E,16083,2024
KIA 타이거즈,김민주,-0.04,E,16082,2024
KIA 타이거즈,최지웅,-,E,16081,2024
KIA 타이거즈,오규석,-,E,14655,2024
KIA 타이거즈,강동훈,-,E,16080,2024
KIA 타이거즈,박상준,-,E,15125,2024
KIA 타이거즈,홍원빈,-,E,14177,2024
KIA 타이거즈,김재현,-,D,15440,2024
KIA 타이거즈,김도월,-,D,15439,2024
KIA 타이거즈,이도현,-,D,15437,2024
KIA 타이거즈,이송찬,-,D,15436,2024
KIA 타이거즈,김원경,-,E,14791,2024
KIA 타이거즈,오정환,-,E,13117,2024
KIA 타이거즈,이성주,-,E,15061,2024
KIA 타이거즈,김찬민,-,E,15060,2024
KIA 타이거즈,윤도현,0.51,E,15058,2024
KIA 타이거즈,장시현,-,E,14824,2024
KIA 타이거즈,이영재,-,E,14826,2024
KIA 타이거즈,강이준,-,E,12866,2024
KIA 타이거즈,김민수,-,E,14183,2024
KT 위즈,고영표,1.89,A,11308,2024
KT 위즈,황재균,-0.19,A,10407,2024
KT 위즈,쿠에바스,4.93,A,13942,2024
KT 위즈,벤자민,3.07,B,15143,2024
KT 위즈,로하스,7.26,B,12995,2024
KT 위즈,장성우,3.51,B,10235,2024
KT 위즈,오재일,-0.84,B,10400,2024
KT 위즈,배정대,0.77,B,11212,2024
KT 위즈,김상수,1.95,B,10320,2024
KT 위즈,심우준,0.90,C,11334,2024
KT 위즈,강백호,2.75,C,13168,2024
KT 위즈,엄상백,3.95,C,11318,2024
KT 위즈,김민혁,2.70,C,11339,2024
KT 위즈,우규민,1.34,C,10523,2024
KT 위즈,소형준,0.31,C,14600,2024
KT 위즈,주권,-0.17,C,11323,2024
KT 위즈,박경수,0.08,C,10469,2024
KT 위즈,박영현,2.43,C,15089,2024
KT 위즈,김민수,0.51,C,11317,2024
KT 위즈,조용호,-0.42,C,12943,2024
KT 위즈,오윤석,1.57,C,11397,2024
KT 위즈,신본기,0.83,C,10840,2024
KT 위즈,손동현,0.13,C,14108,2024
KT 위즈,문상철,3.43,C,11333,2024
KT 위즈,김준태,0.19,C,10835,2024
KT 위즈,박시영,0.29,D,10737,2024
KT 위즈,이호연,-0.65,D,13151,2024
KT 위즈,송민섭,-0.27,D,11342,2024
KT 위즈,문용익,-0.34,D,12885,2024
KT 위즈,이상동,-0.03,D,14109,2024
KT 위즈,조이현,0.51,D,11284,2024
KT 위즈,장준원,-0.03,D,11214,2024
KT 위즈,이채호,-0.11,D,13130,2024
KT 위즈,강현우,0.38,D,14603,2024
