Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
안치홍,21 2B,-0.141,110,108,908.2,476,176,290,10,97.9,4.62,-5.57,,0.15,-0.69,,,,,-6.12,-7.4,4.69,-1.43,-0.607,100142
민병헌,21 CF,-0.37,12,11,88.1,17,17,0,0,100.0,1.73,-2.93,-0.9,0.09,,,,,,-3.73,-38.38,0.0,-3.73,-0.37,101882
손아섭,21 RF,-0.93,134,131,1118.0,232,222,5,5,97.8,1.83,-2.39,-0.11,-0.95,,,,,,-3.45,-3.57,-5.93,-9.38,-0.342,102612
전준우,21 LF,-1.023,116,116,969.0,239,233,6,0,100.0,2.22,-4.96,-1.06,0.88,,,,,,-5.14,-5.14,-5.18,-10.32,-0.509,102662
이인복,21 P,,25,8,61.1,12,5,7,0,100.0,1.76,,,,,,,,,0.0,0.0,,,0.0,112322
한승혁,21 P,,7,0,4.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,,,,0.0,125902
강윤구,21 P,,20,0,14.0,3,0,2,1,66.7,1.29,,,,,,,,,0.0,0.0,,,0.0,104232
박세웅,21 P,,28,28,163.0,39,12,26,1,97.4,2.1,,,,,,,,,0.0,,,,0.0,113102
나균안,21 P,,23,7,46.1,8,0,8,0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,129302
오현택,21 P,,20,0,16.1,4,2,2,0,100.0,2.2,,,,,,,,,0.0,0.0,,,0.0,102102
김유영,21 P,,26,0,18.2,2,0,2,0,100.0,0.96,,,,,,,,,0.0,0.0,,,0.0,112292
나원탁,21 P,,2,0,2.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,129352
송재영,21 P,,19,0,14.2,2,1,1,0,100.0,1.23,,,,,,,,,0.0,0.0,,,0.0,147942
김원중,21 P,,61,0,62.2,8,2,5,1,87.5,1.01,,,,,,,,,0.0,0.0,,,0.0,108252
박찬호,21 SS,1.095,128,126,1100.1,549,204,321,24,95.6,4.29,1.51,,-0.72,0.61,,,,,1.4,1.54,9.64,11.04,0.139,112610
한승택,21 C,0.867,82,68,589.0,547,489,53,5,99.1,8.28,1.02,,-0.59,,0.12,0.57,2.75,,3.04,5.33,5.71,8.75,0.301,111190
김민식,21 C,0.437,86,67,606.0,517,470,42,5,99.0,7.6,-0.7,,0.46,,-0.02,-0.08,-2.64,,-2.19,-3.15,6.6,4.41,-0.217,107070
김호령,21 CF,0.328,61,44,394.0,126,124,2,0,100.0,2.88,1.83,1.07,0.4,,,,,,3.3,7.67,0.0,3.3,0.328,112980
박민,21 SS,0.058,14,11,94.2,39,13,24,2,94.9,3.52,0.75,,0.15,-1.02,,,,,-0.12,-0.94,0.7,0.58,-0.012,146110
최형우,21 LF,0.056,2,1,10.0,4,4,0,0,100.0,3.6,0.62,,0.01,,,,,,0.63,0.87,-0.06,0.57,0.062,103440
백용환,21 1B,-0.004,1,0,3.0,1,1,0,0,100.0,3.0,,,0.0,,,,,,0.0,0.01,-0.04,-0.04,0.0,100030
권혁경,21 C,-0.023,5,5,41.0,23,22,1,0,100.0,5.05,0.0,,0.13,,,-0.4,-0.55,,-0.66,-19.03,0.43,-0.23,-0.066,147900
이정훈,21 C,-0.029,4,4,33.0,28,24,2,2,92.9,7.09,-0.06,,-0.89,,,-0.09,0.44,,-0.73,-2.55,0.43,-0.29,-0.072,129160
오선우,21 LF,-0.056,6,4,33.1,16,15,1,0,100.0,4.32,-1.06,0.6,0.03,,,,,,-0.44,-6.99,-0.13,-0.57,-0.043,141810
김석환,21 1B,-0.243,4,4,35.0,42,40,0,2,95.2,10.29,-2.14,,0.03,,,,,,-2.11,-60.9,-0.34,-2.45,-0.21,129170
유민상,21 1B,-0.272,15,14,118.0,113,106,7,0,100.0,8.62,-1.68,,0.1,,,,,,-1.58,-9.5,-1.16,-2.74,-0.157,108950
나지완,21 LF,-0.565,24,23,176.0,38,38,0,0,100.0,1.94,-4.7,-0.24,0.16,,,,,,-4.78,-22.2,-0.92,-5.7,-0.474,100300
황대인,21 1B,-0.925,71,64,546.0,532,502,27,3,99.4,8.72,-3.87,,-0.55,,0.37,,,,-4.05,-6.78,-5.28,-9.33,-0.401,113060
이의리,21 P,,19,19,94.2,10,3,6,1,90.0,0.86,,,,,,,,,0.0,,,,0.0,147880
정해영,21 P,,64,0,65.1,14,3,10,1,92.9,1.79,,,,,,,,,0.0,0.0,,,0.0,146080
장현식,21 P,,69,0,76.2,11,1,9,1,90.9,1.17,,,,,,,,,0.0,0.0,,,0.0,111640
이준영,21 P,,47,1,35.2,7,1,6,0,100.0,1.77,,,,,,,,,0.0,,,,0.0,113030
장성우,21 C,0.72,110,97,813.1,748,698,43,7,99.1,8.2,-0.31,,-0.37,,-0.37,-0.84,-0.74,,-2.41,-2.73,9.67,7.26,-0.239,102358
