Rank,Name,Team,Sort▼,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,비율,비율,비율,비율,비율,비율,WAR▼,팀,pid
Rank,Name,Team,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR▼,,
15,최정용,23 2B,0.16,56,-0.16,0.32,41,38,36,17,6,1,0,0,7,1,4,0,2,0,0,9,0,3,0,0.167,0.211,0.194,0.405,0.001,0.6,0.16,KIA 타이거즈,11407
16,홍종표,23 2B,0.11,40,0.06,0.05,12,11,7,10,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0.0,0.364,0.0,0.364,0.079,64.9,0.11,KIA 타이거즈,14612
17,김선우,23 C,0.02,5,-0.08,0.1,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.056,-48.3,0.02,KIA 타이거즈,14822
18,정해영,23 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KIA 타이거즈,14608
18,김기훈,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KIA 타이거즈,14176
18,박준표,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KIA 타이거즈,11070
18,윤중현,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KIA 타이거즈,13122
18,황동하,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KIA 타이거즈,15063
23,류지혁,23 3B,-0.03,66,0.6,-0.62,253,250,220,28,59,6,1,0,67,17,4,2,27,3,1,43,5,2,1,0.268,0.355,0.305,0.66,0.106,93.8,-0.03,KIA 타이거즈,10894
24,윤도현,23 3B,-0.06,1,-0.03,-0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-149.7,-0.06,KIA 타이거즈,15058
25,김태군,23 C,-0.21,65,-0.09,-0.12,203,198,186,17,48,6,0,0,54,24,2,1,5,4,0,19,9,5,3,0.258,0.288,0.29,0.578,0.064,54.9,-0.21,KIA 타이거즈,10459
26,신범수,23 C,-0.21,36,-0.25,0.04,100,98,88,7,15,3,0,2,24,10,0,0,7,2,0,19,3,2,1,0.17,0.245,0.273,0.518,0.042,37.4,-0.21,KIA 타이거즈,12541
27,오선우,23 1B,-0.23,33,-0.13,-0.1,31,31,28,2,5,0,0,2,11,5,0,0,3,0,0,15,0,0,0,0.179,0.258,0.393,0.651,0.084,73.2,-0.23,KIA 타이거즈,14181
28,황대인,23 1B,-0.27,60,-0.48,0.21,199,198,174,19,37,4,0,5,56,26,0,0,18,4,2,50,6,0,3,0.213,0.296,0.322,0.618,0.081,70.5,-0.27,KIA 타이거즈,11306
29,변우혁,23 1B,-0.33,83,0.11,-0.44,226,226,200,23,45,4,0,7,70,24,0,0,23,3,1,74,4,0,0,0.225,0.314,0.35,0.664,0.1,88.1,-0.33,KIA 타이거즈,14124
30,김석환,23 1B,-0.43,12,-0.3,-0.14,26,25,23,1,3,1,0,0,4,3,0,0,2,0,0,9,1,1,0,0.13,0.2,0.174,0.374,-0.006,-4.7,-0.43,KIA 타이거즈,12917
31,주효상,23 C,-0.53,19,-0.53,0.0,36,34,32,2,2,0,0,0,2,1,0,0,2,0,0,10,1,2,0,0.063,0.118,0.063,0.181,-0.082,-72.3,-0.53,KIA 타이거즈,12567
32,한승택,23 C,-0.58,49,-0.48,-0.11,104,98,85,6,11,2,0,0,13,3,0,0,11,2,0,32,1,6,0,0.129,0.245,0.153,0.398,0.017,15.0,-0.58,KIA 타이거즈,11119
1,알포드,23 LF,3.85,133,3.45,0.4,547,546,491,83,142,31,3,15,224,70,17,4,47,6,1,140,6,0,3,0.289,0.356,0.456,0.812,0.15,123.5,3.85,KT 위즈,15144
2,장성우,23 C,3.29,131,3.15,0.14,464,460,410,37,118,22,0,11,173,65,1,1,42,2,1,70,12,3,7,0.288,0.351,0.422,0.773,0.136,110.5,3.29,KT 위즈,10235
3,황재균,23 3B,3.14,109,2.7,0.44,457,454,407,62,120,26,2,6,168,49,3,3,45,1,1,64,15,3,1,0.295,0.366,0.413,0.779,0.142,116.0,3.14,KT 위즈,10407
4,박병호,23 1B,2.66,132,1.91,0.75,493,493,431,53,122,15,0,18,191,87,2,0,46,8,2,114,9,0,8,0.283,0.357,0.443,0.8,0.144,118.2,2.66,KT 위즈,10470
5,김민혁,23 RF,2.55,113,1.79,0.76,448,441,397,68,118,20,3,3,153,41,11,4,36,3,0,48,4,7,5,0.297,0.356,0.385,0.741,0.128,104.9,2.55,KT 위즈,11339
6,김상수,23 SS,2.28,129,2.7,-0.43,512,504,443,58,120,19,1,3,150,56,5,6,55,3,0,68,9,8,3,0.271,0.353,0.339,0.692,0.116,95.3,2.28,KT 위즈,10320
7,배정대,23 CF,1.67,97,1.66,0.01,361,356,311,48,86,16,0,2,108,38,13,3,38,3,1,76,2,4,5,0.277,0.356,0.347,0.703,0.118,96.8,1.67,KT 위즈,11212
8,이호연,23 2B,0.99,85,0.77,0.22,234,233,212,28,59,5,1,3,75,17,4,2,16,4,0,41,6,1,1,0.278,0.339,0.354,0.693,0.111,90.4,0.99,KT 위즈,13151
9,강백호,23 DH,0.74,71,0.85,-0.12,271,269,238,32,63,10,1,8,99,39,3,0,31,0,4,55,1,0,2,0.265,0.347,0.416,0.763,0.131,106.5,0.74,KT 위즈,13168
10,오윤석,23 1B,0.55,82,0.35,0.21,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.7,0.11,90.7,0.55,KT 위즈,11397
11,정준영,23 CF,0.38,34,0.16,0.22,55,51,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.666,0.1,80.7,0.38,KT 위즈,15519
12,신본기,23 SS,0.28,40,0.23,0.05,75,74,54,8,11,2,0,1,16,7,0,1,14,2,0,8,3,1,4,0.204,0.365,0.296,0.661,0.117,94.9,0.28,KT 위즈,10840
13,박경수,23 2B,0.2,107,0.32,-0.12,221,216,185,12,37,13,0,1,53,12,0,0,30,1,1,46,2,5,0,0.2,0.315,0.286,0.601,0.087,71.3,0.2,KT 위즈,10469
14,송민섭,23 RF,0.19,69,-0.23,0.42,25,25,23,6,3,0,0,0,3,0,3,1,1,1,0,8,0,0,0,0.13,0.2,0.13,0.33,-0.018,-15.3,0.19,KT 위즈,11342
15,강민성,23 3B,0.18,12,0.01,0.17,27,26,22,2,4,1,0,0,5,0,0,0,4,0,0,10,0,1,0,0.182,0.308,0.227,0.535,0.069,56.4,0.18,KT 위즈,14191
16,장준원,23 SS,0.16,69,-0.06,0.22,104,101,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,0.172,0.277,0.253,0.53,0.058,48.0,0.16,KT 위즈,11214
17,홍현빈,23 CF,0.15,44,0.19,-0.05,86,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.26,0.609,0.096,78.2,0.15,KT 위즈,12941
18,안치영,23 RF,0.14,76,0.24,-0.1,136,133,124,20,36,3,1,0,41,9,7,1,6,2,0,35,1,3,1,0.29,0.331,0.331,0.662,0.098,79.7,0.14,KT 위즈,13006
19,문상인,23 C,0.02,1,0.05,-0.02,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,0.498,387.9,0.02,KT 위즈,13227
20,김병준,23 CF,0.02,3,-0.08,0.1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-131.7,0.02,KT 위즈,15097
21,김준태,23 C,0.01,69,0.26,-0.25,136,135,115,10,24,4,0,3,37,23,1,0,19,1,0,32,3,1,0,0.209,0.326,0.322,0.648,0.102,85.1,0.01,KT 위즈,10835
22,손민석,23 2B,0.0,9,-0.04,0.04,12,12,10,2,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0.1,0.25,0.1,0.35,0.013,10.1,0.0,KT 위즈,15520
23,이선우,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,14111
23,하준호,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,10304
23,박영현,23 P,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,15089
23,김재윤,23 P,0.0,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,11489
23,김영현,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,14869
23,이채호,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,13130
23,이상동,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,14109
23,김민,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,KT 위즈,13167
31,박민석,23 SS,-0.08,4,-0.02,-0.06,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,0.028,21.6,-0.08,KT 위즈,14110
32,김병희,23 3B,-0.09,5,-0.15,0.06,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.0,0.111,0.0,0.111,-0.093,-73.8,-0.09,KT 위즈,11330
33,조용호,23 RF,-0.12,63,0.0,-0.13,184,184,161,20,40,2,0,0,42,7,4,0,23,0,0,25,3,0,0,0.248,0.342,0.261,0.603,0.089,73.5,-0.12,KT 위즈,12943
34,문상준,23 2B,-0.25,2,-0.05,-0.2,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.2,0.2,0.2,0.4,-0.011,-9.0,-0.25,KT 위즈,14720
35,문상철,23 DH,-0.26,112,0.15,-0.41,330,328,304,30,79,20,0,9,126,46,3,1,16,3,1,81,4,1,6,0.26,0.298,0.414,0.712,0.106,87.0,-0.26,KT 위즈,11333
36,강현우,23 C,-0.27,53,-0.26,-0.02,111,110,103,11,20,6,0,1,29,11,0,1,6,1,0,17,3,1,0,0.194,0.245,0.282,0.527,0.046,38.1,-0.27,KT 위즈,14603
37,이시원,23 RF,-0.33,29,-0.35,0.02,32,31,29,4,4,0,0,0,4,1,0,1,2,0,0,6,0,1,0,0.138,0.194,0.138,0.332,-0.024,-18.8,-0.33,KT 위즈,12526
38,류현인,23 3B,-0.46,17,-0.27,-0.19,24,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.13,0.167,0.13,0.297,-0.042,-34.0,-0.46,KT 위즈,15523
39,이상호,23 2B,-0.64,63,-0.56,-0.08,60,56,54,15,8,1,0,0,9,5,2,0,2,0,0,9,2,4,0,0.148,0.179,0.167,0.346,-0.025,-21.0,-0.64,KT 위즈,11147
1,구자욱,23 RF,5.26,119,4.85,0.41,515,511,453,65,152,37,1,11,224,71,12,4,53,4,2,81,5,2,3,0.336,0.407,0.494,0.901,0.185,154.3,5.26,삼성 라이온즈,10892
2,강민호,23 C,3.3,125,3.6,-0.3,495,492,434,60,126,19,0,16,193,77,6,1,49,6,4,65,17,1,5,0.29,0.366,0.445,0.811,0.149,123.5,3.3,삼성 라이온즈,10232
3,이재현,23 SS,2.65,143,2.43,0.22,538,522,458,61,114,19,2,12,173,60,5,4,52,6,0,89,9,16,6,0.249,0.33,0.378,0.708,0.115,95.9,2.65,삼성 라이온즈,15034
4,김지찬,23 2B,2.4,99,2.91,-0.51,355,348,291,59,85,4,2,1,96,18,13,1,48,9,0,36,1,7,0,0.292,0.408,0.33,0.738,0.144,119.3,2.4,삼성 라이온즈,14618
5,김성윤,23 RF,1.93,101,1.44,0.49,272,268,245,40,77,4,6,2,99,28,20,4,14,4,0,35,2,4,5,0.314,0.354,0.404,0.758,0.13,109.0,1.93,삼성 라이온즈,12936
6,이원석,23 1B,0.97,19,1.01,-0.04,72,72,58,6,21,4,0,1,28,10,0,1,14,0,0,8,1,0,0,0.362,0.486,0.483,0.969,0.223,188.4,0.97,삼성 라이온즈,10180
7,김동진,23 2B,0.73,44,0.31,0.41,137,134,122,14,32,7,0,0,39,8,3,0,9,1,0,26,4,3,2,0.262,0.313,0.32,0.633,0.088,73.8,0.73,삼성 라이온즈,14863
8,피렐라,23 LF,0.64,139,1.6,-0.96,605,605,557,66,159,28,1,16,237,80,6,4,42,4,5,69,20,0,2,0.285,0.339,0.425,0.764,0.13,107.9,0.64,삼성 라이온즈,14757
9,김현준,23 CF,0.63,109,0.85,-0.23,479,471,433,62,119,10,6,3,150,46,5,5,30,5,0,84,5,8,3,0.275,0.327,0.346,0.673,0.102,85.2,0.63,삼성 라이온즈,14867
10,김재성,23 C,0.45,57,0.32,0.13,125,123,99,7,19,3,0,1,25,7,0,1,19,5,1,31,4,2,0,0.192,0.35,0.253,0.603,0.1,82.3,0.45,삼성 라이온즈,11344
11,류지혁,23 3B,0.41,66,0.41,0.0,269,261,235,35,63,5,0,2,74,28,22,0,19,3,0,30,7,8,4,0.268,0.326,0.315,0.641,0.092,76.7,0.41,삼성 라이온즈,10894
12,김태군,23 C,0.38,49,0.18,0.2,143,139,125,7,32,4,1,1,41,18,0,0,10,4,1,11,8,3,1,0.256,0.329,0.328,0.657,0.099,82.2,0.38,삼성 라이온즈,10459
13,오재일,23 1B,0.3,106,-0.29,0.59,364,364,315,31,64,15,0,11,112,54,1,0,43,3,1,110,1,0,3,0.203,0.302,0.356,0.658,0.098,81.3,0.3,삼성 라이온즈,10400
14,김영웅,23 3B,0.09,55,-0.22,0.32,103,100,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,0.187,0.25,0.319,0.569,0.06,49.1,0.09,삼성 라이온즈,15035
15,이해승,23 3B,0.03,9,-0.02,0.05,4,4,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.5,0.75,0.119,104.3,0.03,삼성 라이온즈,14121
16,김태훈,23 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,10871
16,오승환,23 P,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,10367
16,김대우,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,10685
16,이승현,23 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,10527
16,이승현,23 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,14798
16,김서준,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,15039
16,이재익,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,삼성 라이온즈,13244
23,김재상,23 2B,-0.02,17,-0.03,0.01,22,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.15,0.227,0.3,0.527,0.043,35.1,-0.02,삼성 라이온즈,15499
24,이상민,23 P,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-147.9,-0.03,삼성 라이온즈,11169
25,김민수,23 C,-0.04,2,-0.02,-0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-133.4,-0.04,삼성 라이온즈,11266
26,김도환,23 C,-0.07,9,-0.08,0.02,8,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.143,0.25,0.143,0.393,0.014,11.8,-0.07,삼성 라이온즈,14115
27,윤정빈,23 1B,-0.07,28,-0.03,-0.04,43,43,34,5,5,0,0,1,8,3,1,0,7,2,0,12,1,0,0,0.147,0.326,0.235,0.561,0.087,72.0,-0.07,삼성 라이온즈,13161
28,강준서,23 CF,-0.07,10,-0.06,-0.01,15,15,14,2,3,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0.214,0.267,0.286,0.553,0.058,48.3,-0.07,삼성 라이온즈,15501
29,송준석,23 DH,-0.07,7,-0.05,-0.02,8,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.028,24.8,-0.07,삼성 라이온즈,11200
30,김헌곤,23 LF,-0.2,6,-0.1,-0.1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-151.6,-0.2,삼성 라이온즈,10640
31,이태훈,23 1B,-0.21,12,-0.06,-0.15,14,14,13,1,3,1,0,0,4,0,0,0,1,0,0,7,0,0,0,0.231,0.286,0.308,0.594,0.074,59.8,-0.21,삼성 라이온즈,13160
32,김동엽,23 DH,-0.22,69,0.02,-0.25,182,182,165,20,42,7,0,5,64,18,1,1,13,2,0,29,8,0,2,0.255,0.313,0.388,0.701,0.108,88.4,-0.22,삼성 라이온즈,12548
33,이성규,23 CF,-0.23,109,-0.49,0.26,162,158,145,23,30,10,1,1,45,18,4,3,8,3,0,42,4,4,2,0.207,0.259,0.31,0.569,0.062,51.0,-0.23,삼성 라이온즈,12562
34,이병헌,23 C,-0.3,23,-0.24,-0.06,33,32,28,3,4,0,0,0,4,2,0,0,3,0,0,11,0,1,1,0.143,0.219,0.143,0.362,-0.007,-5.9,-0.3,삼성 라이온즈,14117
35,조민성,23 1B,-0.32,15,-0.35,0.03,29,29,29,1,6,2,0,0,8,5,0,1,0,0,0,6,1,0,0,0.207,0.207,0.276,0.483,0.019,15.9,-0.32,삼성 라이온즈,15040
36,안주형,23 2B,-0.34,53,0.03,-0.37,91,90,79,12,19,2,0,1,24,10,0,0,10,0,0,20,3,1,1,0.241,0.322,0.304,0.626,0.09,74.3,-0.34,삼성 라이온즈,12988
37,강한울,23 3B,-0.37,72,-0.66,0.29,240,234,212,30,46,7,2,0,57,10,1,3,20,0,1,54,4,6,2,0.217,0.282,0.269,0.551,0.059,48.9,-0.37,삼성 라이온즈,11255
38,공민규,23 3B,-0.39,22,-0.22,-0.16,33,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.29,0.532,0.047,39.6,-0.39,삼성 라이온즈,13164
39,김상민,23 LF,-0.39,8,-0.15,-0.24,13,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0.083,0.154,0.083,0.237,-0.056,-45.4,-0.39,삼성 라이온즈,15042
40,김호재,23 3B,-0.44,75,-0.47,0.03,127,122,116,6,25,7,0,0,32,9,2,0,6,0,0,17,4,5,0,0.216,0.254,0.276,0.53,0.046,38.8,-0.44,삼성 라이온즈,13240
41,김태훈,23 LF,-0.46,11,-0.45,-0.01,22,21,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,0.095,0.095,0.143,0.238,-0.075,-61.6,-0.46,삼성 라이온즈,11336
42,류승민,23 RF,-0.5,24,-0.25,-0.25,57,55,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,0.046,37.7,-0.5,삼성 라이온즈,15503
1,최정,23 3B,5.25,128,5.51,-0.26,552,547,471,94,140,31,0,29,258,87,7,3,59,15,6,87,12,1,6,0.297,0.388,0.548,0.936,0.189,157.6,5.25,SSG 랜더스,10106
2,에레디아,23 LF,3.82,122,3.61,0.21,523,519,473,76,153,29,0,12,218,76,12,8,39,9,4,75,13,1,1,0.323,0.385,0.461,0.846,0.163,135.9,3.82,SSG 랜더스,15530
3,박성한,23 SS,3.54,128,3.17,0.37,529,521,459,53,122,19,0,9,168,47,4,1,58,1,1,56,7,7,4,0.266,0.347,0.366,0.713,0.12,99.7,3.54,SSG 랜더스,12922
4,하재훈,23 LF,2.44,77,2.12,0.33,229,226,201,35,61,10,1,7,94,35,11,0,19,5,1,53,0,2,2,0.303,0.374,0.468,0.842,0.161,134.0,2.44,SSG 랜더스,14147
5,추신수,23 DH,1.72,112,1.94,-0.21,462,462,382,65,97,17,1,12,152,41,6,4,65,13,1,79,8,0,2,0.254,0.379,0.398,0.777,0.149,124.2,1.72,SSG 랜더스,14888
6,김민식,23 C,1.33,122,0.84,0.49,318,300,266,28,58,9,1,5,84,34,0,0,31,2,1,57,6,17,2,0.218,0.302,0.316,0.618,0.085,70.5,1.33,SSG 랜더스,10707
7,최지훈,23 CF,1.26,117,1.61,-0.36,503,495,462,65,124,19,8,2,165,30,21,2,29,3,0,50,3,8,1,0.268,0.315,0.357,0.672,0.101,83.4,1.26,SSG 랜더스,14587
8,김성현,23 2B,1.19,112,1.06,0.14,354,341,310,35,83,14,0,1,100,27,4,1,29,0,1,36,6,13,2,0.268,0.328,0.323,0.651,0.096,79.6,1.19,SSG 랜더스,10636
9,최주환,23 2B,0.97,134,1.53,-0.56,478,474,426,48,100,24,0,20,184,63,0,0,44,4,4,94,6,1,3,0.235,0.31,0.432,0.742,0.12,99.3,0.97,SSG 랜더스,10182
10,한유섬,23 RF,0.82,109,1.44,-0.62,388,386,333,29,91,15,2,7,131,55,2,1,34,12,1,81,3,2,7,0.273,0.355,0.393,0.748,0.132,109.8,0.82,SSG 랜더스,10815
11,최준우,23 2B,0.36,38,0.05,0.31,69,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0,1,0.267,0.348,0.283,0.631,0.096,80.1,0.36,SSG 랜더스,13128
12,오태곤,23 1B,0.33,123,0.41,-0.07,305,297,272,37,65,14,1,7,102,28,20,1,18,4,0,67,6,8,3,0.239,0.293,0.375,0.668,0.095,79.4,0.33,SSG 랜더스,10249
13,최상민,23 CF,0.16,51,-0.07,0.22,41,39,34,5,8,0,0,0,8,3,2,2,4,0,0,7,0,2,1,0.235,0.308,0.235,0.543,0.061,51.3,0.16,SSG 랜더스,13195
14,김강민,23 CF,0.12,70,0.2,-0.09,166,163,137,20,31,3,0,2,40,7,2,1,23,1,1,38,2,2,3,0.226,0.335,0.292,0.627,0.095,78.3,0.12,SSG 랜더스,10108
15,강진성,23 1B,0.1,55,0.03,0.07,142,141,131,10,34,6,1,3,51,17,0,0,6,3,0,20,2,1,1,0.26,0.305,0.389,0.694,0.105,87.8,0.1,SSG 랜더스,11148
16,임준섭,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,10795
16,이건욱,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,11242
16,노경은,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,10203
16,서진용,23 P,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,10784
16,최민준,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,13126
16,문승원,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,10783
16,고효준,23 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,10124
16,백승건,23 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,14145
24,채현우,23 LF,0.0,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,SSG 랜더스,14153
25,고명준,23 1B,-0.02,2,-0.11,0.09,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.167,-132.5,-0.02,SSG 랜더스,14807
26,김정민,23 RF,-0.03,8,0.03,-0.06,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.222,180.0,-0.03,SSG 랜더스,15463
27,안상현,23 2B,-0.04,58,0.08,-0.11,66,63,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,0.241,0.302,0.293,0.595,0.076,63.5,-0.04,SSG 랜더스,12613
28,김찬형,23 3B,-0.04,36,0.01,-0.05,53,51,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,0.081,67.6,-0.04,SSG 랜더스,12622
29,류효승,23 DH,-0.06,3,-0.06,0.0,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.25,0.0,0.25,0.01,8.5,-0.06,SSG 랜더스,14586
30,김건웅,23 1B,-0.07,1,-0.08,0.01,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-135.1,-0.07,SSG 랜더스,15465
31,최항,23 1B,-0.3,21,0.07,-0.37,35,34,28,3,8,1,0,1,12,6,0,0,5,0,0,12,1,1,1,0.286,0.382,0.429,0.811,0.153,129.2,-0.3,SSG 랜더스,10810
32,전의산,23 1B,-0.3,56,-0.25,-0.05,153,153,134,11,27,6,0,4,45,21,0,2,15,3,0,40,1,0,1,0.201,0.294,0.336,0.63,0.089,74.0,-0.3,SSG 랜더스,14699
33,이흥련,23 C,-0.33,16,-0.09,-0.24,17,16,14,1,1,0,0,1,4,2,0,0,2,0,0,6,0,1,0,0.071,0.188,0.286,0.474,0.024,21.0,-0.33,SSG 랜더스,11108
34,조형우,23 C,-0.37,62,-0.33,-0.05,133,129,119,9,22,4,1,2,34,12,0,0,8,1,0,25,2,4,1,0.185,0.24,0.286,0.526,0.044,36.4,-0.37,SSG 랜더스,14806
35,이정범,23 DH,-0.43,15,-0.38,-0.05,33,33,29,2,5,0,0,0,5,4,0,0,2,0,0,6,1,0,2,0.172,0.212,0.172,0.384,-0.009,-7.0,-0.43,SSG 랜더스,13194
36,최경모,23 3B,-0.49,28,-0.23,-0.26,20,20,20,6,3,0,0,0,3,1,2,0,0,0,0,5,0,0,0,0.15,0.15,0.15,0.3,-0.05,-41.8,-0.49,SSG 랜더스,14151
37,이재원,23 C,-0.77,27,-0.71,-0.06,48,47,44,3,4,1,0,0,5,2,0,0,2,0,0,8,4,1,1,0.091,0.128,0.114,0.242,-0.065,-53.7,-0.77,SSG 랜더스,10082
