선수,연봉(만원),WAR,WAR당 연봉,팀,pid
조병현,3000,-0.09,-35267,SSG 랜더스,14805
조형우,3000,-,-,SSG 랜더스,14806
고명준,3000,-0.08,-36998,SSG 랜더스,14807
이건욱,3000,-0.31,-9681,SSG 랜더스,11242
박성한,3000,4.91,611,SSG 랜더스,12922
유호식,3000,-,-,SSG 랜더스,13127
이채호,3000,-0.08,-37384,SSG 랜더스,13130
최경태,3000,-,-,SSG 랜더스,13131
최민준,3000,0.63,4763,SSG 랜더스,13126
조성훈,3000,-,-,SSG 랜더스,13125
임석진,3000,-,-,SSG 랜더스,12612
김찬호,3000,-,-,SSG 랜더스,12614
김민재,3000,-,-,SSG 랜더스,12616
이현석,3000,0.39,7709,SSG 랜더스,11369
김택형,3000,2.27,1324,SSG 랜더스,11373
남태혁,3000,0.01,454775,SSG 랜더스,12521
최수빈,3000,-,-,SSG 랜더스,12618
허웅,3000,-,-,SSG 랜더스,11367
현원회,3000,-,-,SSG 랜더스,14584
김성민,3000,-,-,SSG 랜더스,14585
류효승,3000,-,-,SSG 랜더스,14586
강지광,3000,-0.03,-92386,SSG 랜더스,10495
오준혁,3000,-0.03,-96580,SSG 랜더스,10672
신동민,3000,-,-,SSG 랜더스,13272
김경호,3000,-,-,SSG 랜더스,11207
김표승,3000,-,-,SSG 랜더스,13189
서동민,3000,0.17,18119,SSG 랜더스,13191
이재록,3000,-,-,SSG 랜더스,13193
이정범,3000,-0.05,-55535,SSG 랜더스,13194
김창평,3000,-0.57,-5225,SSG 랜더스,14146
허민혁,3000,-,-,SSG 랜더스,14149
김규남,3000,-0.18,-16454,SSG 랜더스,14200
채현우,3000,-,-,SSG 랜더스,14153
오원석,2700,-0.06,-41920,SSG 랜더스,14581
김주온,2700,0.08,31993,SSG 랜더스,13057
안상현,2700,0.14,19934,SSG 랜더스,12613
정동윤,-,0.08,-,SSG 랜더스,12571
양의지,150000,5.51,27242,NC 다이노스,10165
루친스키,130000,5.79,22456,NC 다이노스,13932
알테어,110000,5.81,18922,NC 다이노스,14599
나성범,78000,3.41,22845,NC 다이노스,11162
박석민,70000,1.23,56882,NC 다이노스,10322
박민우,63000,1.96,32147,NC 다이노스,11137
파슨스,32000,4.39,7285,NC 다이노스,14749
원종현,30000,0.09,332119,NC 다이노스,11161
모창민,30000,-0.11,-280411,NC 다이노스,10093
이명기,27000,0.76,35590,NC 다이노스,10119
구창모,25000,-,-,NC 다이노스,11353
노진혁,23000,3.09,7436,NC 다이노스,11165
김진성,20000,-0.63,-31826,NC 다이노스,11166
이재학,20000,1.65,12087,NC 다이노스,10220
김태군,20000,1.90,10550,NC 다이노스,10459
권희동,17000,1.39,12245,NC 다이노스,11172
임창민,14000,0.43,32383,NC 다이노스,10452
임정호,13000,0.82,15899,NC 다이노스,11168
강진성,12000,-0.67,-18032,NC 다이노스,11148
문경찬,11500,0.35,32670,NC 다이노스,11299
박진우,11500,0.35,32744,NC 다이노스,11358
송명기,11000,1.48,7421,NC 다이노스,14155
홍성민,11000,1.07,10245,NC 다이노스,10814
이용찬,10000,1.38,7269,NC 다이노스,10217
최금강,10000,0.02,577878,NC 다이노스,11174
지석훈,10000,0.00,11767904,NC 다이노스,10683
김영규,8300,0.67,12422,NC 다이노스,13088
김건태,8000,-0.09,-91833,NC 다이노스,10432
최성영,7200,-,-,NC 다이노스,12565
이원재,6600,-0.44,-14982,NC 다이노스,12999
김준완,6000,0.11,53185,NC 다이노스,11182
정범모,5000,-0.02,-236522,NC 다이노스,10772
전민수,5000,0.07,74824,NC 다이노스,10417
강동연,4400,-0.16,-27632,NC 다이노스,10883
손정욱,4400,-0.16,-28017,NC 다이노스,11142
신민혁,4000,3.51,1138,NC 다이노스,13085
정진기,3500,-0.65,-5404,NC 다이노스,10717
최정원,3300,1.27,2592,NC 다이노스,14221
도태훈,3200,-0.35,-9269,NC 다이노스,12560
박준영,3200,0.54,5930,NC 다이노스,12522
소이현,3100,-0.08,-37789,NC 다이노스,12900
윤수강,3100,-,-,NC 다이노스,10836
이재율,3100,0.01,355986,NC 다이노스,12525
배민서,3100,0.26,12152,NC 다이노스,14158
오장한,3000,-0.02,-143559,NC 다이노스,14767
오태양,3000,0.04,73344,NC 다이노스,14766
이용준,3000,-0.03,-86775,NC 다이노스,14763
한재승,3000,-,-,NC 다이노스,14764
김주원,3000,1.01,2958,NC 다이노스,14765
김준상,3000,-,-,NC 다이노스,14827
조성현,3000,-,-,NC 다이노스,14828
김정호,3000,-,-,NC 다이노스,14829
김진우,3000,-,-,NC 다이노스,14831
김재중,3000,-,-,NC 다이노스,14830
박대온,3000,-0.79,-3794,NC 다이노스,11246
김철호,3000,-,-,NC 다이노스,13083
김태현,3000,-0.11,-27934,NC 다이노스,12898
이재용,3000,-,-,NC 다이노스,12902
김민수,3000,-0.13,-22294,NC 다이노스,12903
권법수,3000,-,-,NC 다이노스,12904
최보성,3000,-0.21,-14006,NC 다이노스,13087
이승헌,3000,0.01,343411,NC 다이노스,13089
김진호,3000,-0.06,-52116,NC 다이노스,12897
이호중,3000,-,-,NC 다이노스,11361
김기환,3000,-0.05,-57737,NC 다이노스,11400
최우재,3000,-0.05,-64580,NC 다이노스,12621
이우석,3000,0.09,33167,NC 다이노스,11360
류진욱,3000,0.86,3498,NC 다이노스,11355
김영중,3000,-,-,NC 다이노스,12853
정현,3000,0.03,92313,NC 다이노스,11111
김태경,3000,0.31,9827,NC 다이노스,14593
임형원,3000,-,-,NC 다이노스,14594
정구범,3000,-,-,NC 다이노스,14595
박시원,3000,-0.02,-130509,NC 다이노스,14597
안인산,3000,-0.03,-86829,NC 다이노스,14598
박지한,3000,-,-,NC 다이노스,14650
이종준,3000,-,-,NC 다이노스,14651
한재환,3000,-,-,NC 다이노스,14659
노시훈,3000,0.11,26353,NC 다이노스,14649
강태경,3000,0.18,16734,NC 다이노스,14647
천재환,3000,-,-,NC 다이노스,13261
이도현,3000,-,-,NC 다이노스,13252
최승민,3000,0.28,10752,NC 다이노스,14187
윤형준,3000,-0.18,-16779,NC 다이노스,11135
김범준,3000,-,-,NC 다이노스,14222
허경민,100000,-1.19,-83762,두산 베어스,10184
김재환,76000,4.77,15925,두산 베어스,10643
페르난데스,60000,3.09,19391,두산 베어스,13927
정수빈,60000,1.43,41947,두산 베어스,10195
김재호,60000,0.52,114319,두산 베어스,10174
미란다,55000,7.49,7347,두산 베어스,14751
로켓,49300,4.49,10990,두산 베어스,14750
박건우,48000,4.95,9698,두산 베어스,10189
유희관,30000,-0.63,-47348,두산 베어스,10213
오재원,30000,-0.28,-106357,두산 베어스,10178
박세혁,26000,0.61,42447,두산 베어스,10891
양석환,21000,2.38,8817,두산 베어스,11213
이영하,19000,-0.04,-533871,두산 베어스,12568
박치국,16000,0.18,89470,두산 베어스,12850
최원준,16000,4.88,3279,두산 베어스,12852
윤명준,15600,0.17,89733,두산 베어스,10885
홍건희,11000,2.39,4597,두산 베어스,10696
김강률,11000,1.81,6093,두산 베어스,10690
이승진,10000,1.19,8376,두산 베어스,12678
이형범,9000,-0.11,-84458,두산 베어스,11159
장원준,8000,-0.16,-51233,두산 베어스,10299
조수행,7500,1.33,5640,두산 베어스,12524
이현승,7000,0.94,7450,두산 베어스,10221
박계범,7000,2.75,2547,두산 베어스,11198
김인태,6500,3.42,1899,두산 베어스,11098
김민규,5500,0.13,40877,두산 베어스,13072
국해성,5000,-0.14,-35476,두산 베어스,10172
강승호,5000,2.81,1779,두산 베어스,11087
박정수,4500,-0.17,-26874,두산 베어스,11300
김명신,4500,0.13,33445,두산 베어스,12847
신성현,4300,-0.31,-14065,두산 베어스,11492
장승현,3800,0.50,7631,두산 베어스,11097
최용제,3800,0.39,9642,두산 베어스,12649
백동훈,3600,0.08,47925,두산 베어스,11084
서예일,3500,0.02,207030,두산 베어스,12523
권민석,3500,0.22,16115,두산 베어스,13079
안권수,3500,0.42,8346,두산 베어스,14571
박소준,3500,-0.08,-43244,두산 베어스,11491
김민혁,3400,-0.07,-50791,두산 베어스,12970
고봉재,3300,-0.03,-94307,두산 베어스,12605
남호,3300,-0.03,-120426,두산 베어스,14139
권휘,3200,0.27,11643,두산 베어스,13665
유재유,3200,-0.07,-48343,두산 베어스,12544
조제영,3100,-0.27,-11321,두산 베어스,14732
박지훈,3100,0.26,12099,두산 베어스,14736
이교훈,3100,-0.13,-23620,두산 베어스,14173
문대원,3100,-0.01,-232727,두산 베어스,12848
황경태,3100,-0.08,-37582,두산 베어스,12604
이동원,3100,-,-,두산 베어스,10887
오명진,3100,-0.25,-12244,두산 베어스,14737
이주엽,3100,-,-,두산 베어스,14572
최세창,3100,0.06,54323,두산 베어스,14574
최종인,3000,-,-,두산 베어스,14733
박웅,3000,0.01,332997,두산 베어스,14731
김도경,3000,-,-,두산 베어스,14886
김도윤,3000,0.04,69798,두산 베어스,14768
김동주,3000,-,-,두산 베어스,14769
최승용,3000,-0.01,-230503,두산 베어스,14770
양현진,3000,-,-,두산 베어스,14840
백종수,3000,-,-,두산 베어스,14839
김주완,3000,-,-,두산 베어스,14833
안재석,3000,0.99,3042,두산 베어스,14771
박성재,3000,-0.02,-150751,두산 베어스,14838
장빈,3000,-,-,두산 베어스,14837
이상연,3000,-,-,두산 베어스,14836
오세훈,3000,-,-,두산 베어스,14835
임태윤,3000,-,-,두산 베어스,14772
안찬호,3000,-,-,두산 베어스,14834
강원진,3000,-,-,두산 베어스,14832
강현구,3000,-,-,두산 베어스,14773
곽빈,3000,2.45,1224,두산 베어스,13061
전민재,3000,-0.08,-39790,두산 베어스,13073
박성모,3000,-,-,두산 베어스,13076
정우석,3000,-,-,두산 베어스,13078
백민규,3000,-,-,두산 베어스,12893
신창희,3000,-,-,두산 베어스,12608
지윤,3000,-,-,두산 베어스,12891
장규빈,3000,-,-,두산 베어스,14570
현도훈,3000,-0.15,-20564,두산 베어스,13271
김문수,3000,-,-,두산 베어스,14205
이민혁,3000,-,-,두산 베어스,14174
박병호,150000,1.02,147005,키움 히어로즈,10470
요키시,75000,5.58,13453,키움 히어로즈,13940
이정후,55000,6.75,8147,키움 히어로즈,12906
프레이타스,55000,-0.76,-72436,키움 히어로즈,14762
스미스,50000,0.00,-165418310,키움 히어로즈,14754
브리검,48000,1.67,28770,키움 히어로즈,12992
크레익,37100,-0.21,-180098,키움 히어로즈,14990
조상우,33000,0.75,43920,키움 히어로즈,11126
김상수,30000,0.62,48374,키움 히어로즈,10427
이지영,30000,1.18,25442,키움 히어로즈,10312
최원태,29000,1.51,19162,키움 히어로즈,11379
한현희,29000,1.93,15012,키움 히어로즈,10863
박동원,23000,3.14,7316,키움 히어로즈,10387
정찬헌,20000,2.13,9408,키움 히어로즈,10533
오주원,20000,-0.33,-60823,키움 히어로즈,10445
김혜성,17000,3.83,4433,키움 히어로즈,12905
양현,12000,-0.13,-90208,키움 히어로즈,10730
박준태,11000,-0.11,-101864,키움 히어로즈,11260
이용규,10000,3.98,2514,키움 히어로즈,10035
이승호,10000,-0.45,-22357,키움 히어로즈,12865
김태훈,10000,1.06,9393,키움 히어로즈,10871
안우진,9000,2.73,3292,키움 히어로즈,13091
이영준,7500,-,-,키움 히어로즈,12997
허정협,7000,0.32,21980,키움 히어로즈,11498
김재현,7000,-0.25,-28018,키움 히어로즈,10870
김성민,6000,0.47,12661,키움 히어로즈,12918
전병우,6000,0.71,8412,키움 히어로즈,11422
송성문,6000,1.83,3284,키움 히어로즈,11376
김웅빈,5600,2.27,2469,키움 히어로즈,12503
김선기,5300,-0.11,-46611,키움 히어로즈,13092
김재웅,5200,0.76,6887,키움 히어로즈,12858
조성운,4500,-,-,키움 히어로즈,11130
임규빈,4500,-0.12,-37078,키움 히어로즈,13010
문성현,4500,-0.01,-668715,키움 히어로즈,10437
박정음,4300,0.11,38091,키움 히어로즈,10866
주효상,4300,-,-,키움 히어로즈,12567
양기현,4000,-,-,키움 히어로즈,12854
조영건,3800,-0.01,-291023,키움 히어로즈,14132
김주형,3700,-0.11,-32855,키움 히어로즈,14214
변상권,3500,0.77,4547,키움 히어로즈,13223
박주현,3500,-,-,키움 히어로즈,11375
윤정현,3500,0.35,10082,키움 히어로즈,14131
김정후,3200,-,-,키움 히어로즈,13184
김정인,3200,-0.02,-152189,키움 히어로즈,11531
김동욱,3000,-0.02,-133029,키움 히어로즈,14681
김동은,3000,-,-,키움 히어로즈,14683
김시앙,3000,-,-,키움 히어로즈,14851
양경식,3000,-,-,키움 히어로즈,14853
이재홍,3000,-,-,키움 히어로즈,14854
김동혁,3000,0.44,6809,키움 히어로즈,14674
이주형,3000,0.01,480022,키움 히어로즈,14855
김현우,3000,-,-,키움 히어로즈,14856
정재원,3000,-,-,키움 히어로즈,14701
조범준,3000,-,-,키움 히어로즈,14677
박관진,3000,-0.03,-109301,키움 히어로즈,14693
신준우,3000,-0.27,-10946,키움 히어로즈,14695
박동혁,3000,-,-,키움 히어로즈,14700
장재영,3000,-0.19,-15834,키움 히어로즈,14784
김휘집,3000,-0.54,-5605,키움 히어로즈,14785
정연제,3000,-,-,키움 히어로즈,14850
김성진,3000,-0.22,-13436,키움 히어로즈,14849
김준형,3000,0.13,23620,키움 히어로즈,14848
박승주,3000,0.04,66820,키움 히어로즈,12989
예진원,3000,0.35,8561,키움 히어로즈,13093
김수환,3000,-0.02,-147602,키움 히어로즈,13096
송우현,3000,1.83,1642,키움 히어로즈,11377
차재용,3000,-,-,키움 히어로즈,11399
이병규,3000,-,-,키움 히어로즈,12859
김은성,3000,0.11,28441,키움 히어로즈,12683
최규보,3000,-,-,키움 히어로즈,12855
김인범,3000,0.25,12047,키움 히어로즈,14480
이종민,3000,-0.06,-52070,키움 히어로즈,14576
김병휘,3000,0.03,105334,키움 히어로즈,14577
문찬종,3000,-0.14,-22214,키움 히어로즈,14578
박주홍,3000,-0.15,-19765,키움 히어로즈,14580
임지열,3000,-0.07,-41225,키움 히어로즈,11225
박주성,3000,-0.03,-113817,키움 히어로즈,14130
박준형,3000,-,-,키움 히어로즈,14211
이명기,3000,0.06,53724,키움 히어로즈,14212
김신회,3000,-,-,키움 히어로즈,14218
박성우,2700,-,-,키움 히어로즈,14852
