Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
64,공민규,24 3B,-0.115,11,4,38.0,16,6,9,1,0.938,3.553,-1.01,0.0,-0.26,0.0,0.0,,0.0,0.0,-1.25,-16.364,-0.004,-1.254,-0.114,131643
34,오선우,24 RF,-0.038,3,1,13.0,6,4,1,1,0.833,3.462,0.09,-0.01,-0.46,0.0,0.0,,0.0,0.0,-0.38,-18.24,-0.033,-0.413,-0.035,141810
6,심우준,24 SS,0.344,54,49,434.0,231,94,129,8,0.965,4.624,2.03,0.0,-0.17,-1.82,0.0,,0.0,0.0,0.03,0.08,3.73,3.76,0.003,113348
33,강백호,24 C,-0.217,35,22,193.0,160,139,17,4,0.975,7.275,-1.17,-0.03,-1.32,0.0,0.95,,-3.71,0.0,-4.16,-17.115,1.786,-2.374,-0.38,131688
48,윤준혁,24 3B,-0.117,10,4,39.0,6,2,3,1,0.833,1.154,-1.13,0.0,-0.23,0.0,0.0,,0.0,0.0,-1.29,-18.576,0.004,-1.286,-0.118,146058
2,김상수,24 SS,0.356,116,106,863.0,445,192,239,14,0.969,4.495,-0.05,0.0,-0.17,-0.05,0.0,,0.0,0.0,-0.26,-0.323,4.16,3.9,-0.024,103208
4,김지찬,24 CF,0.426,127,103,873.0,266,262,1,3,0.989,2.711,4.08,0.22,0.36,0.0,0.0,,0.0,0.0,4.66,5.284,0.004,4.664,0.426,146183
8,김동진,24 2B,0.216,29,10,116.0,56,20,36,0,1.0,4.345,1.25,0.0,0.72,-0.3,0.0,,0.0,0.0,2.12,10.527,0.246,2.366,0.194,148633
20,권동진,24 2B,-0.052,8,2,28.0,15,6,8,1,0.933,4.5,-0.09,0.0,-0.32,-0.23,0.0,,0.0,0.0,-0.64,-11.52,0.07,-0.57,-0.058,147778
13,장준원,24 SS,0.122,15,5,57.0,18,11,7,0,1.0,2.842,0.94,0.0,0.46,-0.17,0.0,,0.0,0.0,1.23,11.808,0.103,1.333,0.112,112148
12,조용호,24 RF,-0.084,62,37,352.0,69,67,1,1,0.986,1.739,-0.68,0.39,0.46,0.0,0.0,,0.0,0.0,0.16,0.372,-1.084,-0.924,0.015,129438
53,안치홍,24 1B,-0.366,73,70,558.0,436,307,123,6,0.986,6.935,-3.42,0.0,0.04,0.16,0.0,,0.0,0.0,-3.16,-6.233,-0.845,-4.005,-0.289,100149
44,임종찬,24 CF,-0.038,29,16,138.0,31,29,2,0,1.0,2.022,-0.64,-0.04,0.32,0.0,0.0,,0.0,0.0,-0.37,-1.837,-0.049,-0.419,-0.034,147069
17,최인호,24 LF,0.131,66,50,436.0,108,102,4,2,0.981,2.188,4.58,-0.76,-0.44,0.0,0.0,,0.0,0.0,3.38,7.375,-1.947,1.433,0.309,147079
55,채은성,24 1B,-0.699,98,95,782.0,618,588,23,7,0.989,7.032,-1.8,-1.06,0.01,0.0,0.0,,0.0,0.0,-2.86,-4.202,-4.788,-7.648,-0.261,112159
51,김인환,24 LF,-0.517,41,30,236.0,95,89,4,2,0.979,3.547,-4.91,0.5,-0.49,0.0,0.0,,0.0,0.0,-4.84,-16.999,-0.818,-5.658,-0.442,125899
56,이명기,24 LF,0.0,2,0,2.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101199
54,이승원,24 SS,-0.242,19,13,97.0,48,20,25,3,0.938,4.175,-1.84,0.0,-0.64,-0.87,0.0,,0.0,0.0,-3.35,-25.389,0.701,-2.649,-0.306,154767
