선수,연봉(만원),팀,pid,연도,팀연봉순위,전체연봉순위,계약금(만원),계약금(만원)분할,연봉 총수령액(만원)
황성빈,7200,롯데 자이언츠,14642,2023,29,279,0,0,7200
황의준,3000,KT 위즈,15524,2023,58,572,0,0,3000
황재균,100000,KT 위즈,10407,2023,1,11,250000,62500,162500
후라도,110500,키움 히어로즈,15531,2023,2,36,0,0,110500
류현진,250000,한화 이글스,10590,2024,1,3,0,0,250000
채은성,100000,한화 이글스,11215,2024,2,11,360000,60000,160000
페냐,65000,한화 이글스,15146,2024,6,59,0,0,65000
페라자,104000,한화 이글스,16121,2024,3,27,0,0,104000
최재훈,60000,한화 이글스,10170,2024,4,35,160000,32000,92000
이태양,50000,한화 이글스,10609,2024,5,54,80000,20000,70000
안치홍,50000,한화 이글스,10014,2024,8,70,0,0,50000
산체스,50000,한화 이글스,15643,2024,8,70,0,0,50000
바리아,48000,한화 이글스,16150,2024,10,77,0,0,48000
노시환,35000,한화 이글스,14125,2024,11,91,0,0,35000
장시환,20000,한화 이글스,10453,2024,12,118,15000,5000,25000
박상원,19500,한화 이글스,12871,2024,14,148,0,0,19500
김범수,19300,한화 이글스,11411,2024,15,150,0,0,19300
정은원,17800,한화 이글스,13137,2024,16,157,0,0,17800
김민우,16700,한화 이글스,11410,2024,17,164,0,0,16700
장민재,15000,한화 이글스,10610,2024,18,178,0,0,15000
김강민,11000,한화 이글스,10108,2024,20,215,0,0,11000
주현상,11000,한화 이글스,11415,2024,20,215,0,0,11000
윤대경,11000,한화 이글스,11110,2024,20,215,0,0,11000
정우람,10000,한화 이글스,10156,2024,23,232,0,0,10000
문동주,10000,한화 이글스,15013,2024,23,232,0,0,10000
문현빈,23000,한화 이글스,15422,2024,13,126,0,0,23000
김태연,7800,한화 이글스,12585,2024,25,291,0,0,7800
이도윤,7500,한화 이글스,11414,2024,26,293,0,0,7500
이진영,7000,한화 이글스,12539,2024,27,300,0,0,7000
하주석,7000,한화 이글스,10913,2024,27,300,0,0,7000
김인환,6900,한화 이글스,12589,2024,29,322,0,0,6900
김종수,6800,한화 이글스,11117,2024,30,323,0,0,6800
장진혁,5800,한화 이글스,12583,2024,31,367,0,0,5800
이민우,5600,한화 이글스,13003,2024,32,371,0,0,5600
배민서,5100,한화 이글스,14158,2024,33,384,0,0,5100
이명기,5000,한화 이글스,10119,2024,34,385,0,0,5000
이재원,5000,한화 이글스,10082,2024,34,385,0,0,5000
한승혁,4900,한화 이글스,10812,2024,36,402,0,0,4900
와이스,4800,한화 이글스,16153,2024,37,403,0,0,4800
최인호,4800,한화 이글스,14707,2024,37,403,0,0,4800
한승주,4500,한화 이글스,14621,2024,39,412,0,0,4500
이상규,4400,한화 이글스,13245,2024,40,424,0,0,4400
김기중,4400,한화 이글스,14808,2024,40,424,0,0,4400
박상언,4200,한화 이글스,12587,2024,42,431,0,0,4200
김규연,4100,한화 이글스,14871,2024,43,434,0,0,4100
남지민,4000,한화 이글스,14619,2024,44,442,0,0,4000
조한민,3800,한화 이글스,14210,2024,45,469,0,0,3800
이원석,3600,한화 이글스,13138,2024,46,483,0,0,3600
이충호,3400,한화 이글스,11116,2024,47,509,0,0,3400
임종찬,3400,한화 이글스,14706,2024,47,509,0,0,3400
김서현,53300,한화 이글스,15421,2024,7,68,0,0,53300
권광민,3300,한화 이글스,13676,2024,49,519,0,0,3300
허관회,3300,한화 이글스,14204,2024,49,519,0,0,3300
유로결,3300,한화 이글스,14126,2024,49,519,0,0,3300
장규현,3200,한화 이글스,14811,2024,52,536,0,0,3200
김건,3200,한화 이글스,14209,2024,52,536,0,0,3200
장지수,3200,한화 이글스,14178,2024,52,536,0,0,3200
이재용,3100,한화 이글스,12902,2024,55,563,0,0,3100
이상혁,3100,한화 이글스,15139,2024,55,563,0,0,3100
이민준,14100,한화 이글스,15423,2024,19,188,0,0,14100
서정훈,3000,한화 이글스,16120,2024,57,601,0,0,3000
김선동,3000,한화 이글스,16119,2024,57,601,0,0,3000
김도빈,3000,한화 이글스,16118,2024,57,601,0,0,3000
권동욱,3000,한화 이글스,16117,2024,57,601,0,0,3000
승지환,3000,한화 이글스,16116,2024,57,601,0,0,3000
권현,3000,한화 이글스,16115,2024,57,601,0,0,3000
원종혁,3000,한화 이글스,16114,2024,57,601,0,0,3000
이승현,3000,한화 이글스,16113,2024,57,601,0,0,3000
최준서,3000,한화 이글스,16112,2024,57,601,0,0,3000
이기창,3000,한화 이글스,16111,2024,57,601,0,0,3000
황영묵,3000,한화 이글스,16110,2024,57,601,0,0,3000
정안석,3000,한화 이글스,16109,2024,57,601,0,0,3000
조동욱,3000,한화 이글스,16108,2024,57,601,0,0,3000
황준서,3000,한화 이글스,16107,2024,57,601,0,0,3000
김진욱,3000,한화 이글스,13144,2024,57,601,0,0,3000
이성민,3000,한화 이글스,15019,2024,57,601,0,0,3000
정이황,3000,한화 이글스,14127,2024,57,601,0,0,3000
조은,3000,한화 이글스,14810,2024,57,601,0,0,3000
한경빈,3000,한화 이글스,15633,2024,57,601,0,0,3000
성지훈,3000,한화 이글스,15631,2024,57,601,0,0,3000
김승일,3000,한화 이글스,14711,2024,57,601,0,0,3000
박동원,250000,LG 트윈스,10387,2024,1,1,200000,50000,300000
김현수,100000,LG 트윈스,10187,2024,2,4,500000,125000,225000
켈리,80000,LG 트윈스,13934,2024,5,44,0,0,80000
오스틴,80000,LG 트윈스,15532,2024,5,44,0,0,80000
엔스,117000,LG 트윈스,16023,2024,4,22,0,0,117000
박해민,60000,LG 트윈스,11190,2024,3,14,320000,80000,140000
홍창기,51000,LG 트윈스,12546,2024,7,69,0,0,51000
에르난데스,44000,LG 트윈스,16160,2024,8,81,0,0,44000
최원태,40000,LG 트윈스,11379,2024,9,84,0,0,40000
정우영,32000,LG 트윈스,14136,2024,11,98,0,0,32000
문보경,30000,LG 트윈스,14137,2024,12,100,0,0,30000
오지환,30000,LG 트윈스,10475,2024,12,100,0,0,30000
문성주,20000,LG 트윈스,13112,2024,15,135,0,0,20000
함덕주,20000,LG 트윈스,11094,2024,15,135,0,0,20000
김진성,20000,LG 트윈스,11166,2024,10,91,30000,15000,35000
임찬규,20000,LG 트윈스,10652,2024,15,135,0,0,20000
최동환,13000,LG 트윈스,10535,2024,19,200,0,0,13000
이우찬,12500,LG 트윈스,10749,2024,20,208,0,0,12500
김윤식,12000,LG 트윈스,14588,2024,21,209,0,0,12000
신민재,11500,LG 트윈스,13056,2024,22,214,0,0,11500
허도환,10000,LG 트윈스,10684,2024,23,232,0,0,10000
백승현,9200,LG 트윈스,13009,2024,24,252,0,0,9200
유영찬,8500,LG 트윈스,14669,2024,25,264,0,0,8500
구본혁,7000,LG 트윈스,14140,2024,27,300,0,0,7000
윤호솔,7000,LG 트윈스,11170,2024,27,300,0,0,7000
이재원,7000,LG 트윈스,13104,2024,27,300,0,0,7000
이지강,6800,LG 트윈스,14143,2024,30,323,0,0,6800
김유영,6700,LG 트윈스,11229,2024,31,325,0,0,6700
박명근,17500,LG 트윈스,15486,2024,18,158,0,0,17500
김민수,6000,LG 트윈스,12931,2024,32,340,0,0,6000
배재준,6000,LG 트윈스,12697,2024,32,340,0,0,6000
김대현,5700,LG 트윈스,12532,2024,34,370,0,0,5700
안익훈,5500,LG 트윈스,11347,2024,35,372,0,0,5500
이영빈,5500,LG 트윈스,14783,2024,35,372,0,0,5500
이상영,5000,LG 트윈스,14135,2024,37,385,0,0,5000
임준형,4800,LG 트윈스,14142,2024,38,403,0,0,4800
손주영,4300,LG 트윈스,12908,2024,39,427,0,0,4300
최승민,4000,LG 트윈스,14187,2024,40,442,0,0,4000
강효종,3800,LG 트윈스,14780,2024,41,469,0,0,3800
김영준,3600,LG 트윈스,13102,2024,42,483,0,0,3600
송찬의,3600,LG 트윈스,13109,2024,42,483,0,0,3600
김주성,3500,LG 트윈스,12545,2024,44,494,0,0,3500
김범석,28300,LG 트윈스,15484,2024,14,113,0,0,28300
전준호,3300,LG 트윈스,12864,2024,45,519,0,0,3300
성동현,3200,LG 트윈스,13103,2024,46,536,0,0,3200
김진수,3200,LG 트윈스,14781,2024,46,536,0,0,3200
김성우,3100,LG 트윈스,15085,2024,48,563,0,0,3100
우강훈,3100,LG 트윈스,14816,2024,48,563,0,0,3100
김성진,3100,LG 트윈스,14141,2024,48,563,0,0,3100
김현종,3000,LG 트윈스,16013,2024,51,601,0,0,3000
손용준,3000,LG 트윈스,16014,2024,51,601,0,0,3000
진우영,3000,LG 트윈스,16015,2024,51,601,0,0,3000
배강,3000,LG 트윈스,16018,2024,51,601,0,0,3000
최명경,3000,LG 트윈스,16026,2024,51,601,0,0,3000
이태겸,3000,LG 트윈스,16025,2024,51,601,0,0,3000
오승윤,3000,LG 트윈스,16024,2024,51,601,0,0,3000
심규빈,3000,LG 트윈스,16022,2024,51,601,0,0,3000
김도윤,3000,LG 트윈스,16021,2024,51,601,0,0,3000
강석현,3000,LG 트윈스,16020,2024,51,601,0,0,3000
김대원,3000,LG 트윈스,16016,2024,51,601,0,0,3000
정지헌,3000,LG 트윈스,16017,2024,51,601,0,0,3000
김종우,3000,LG 트윈스,16019,2024,51,601,0,0,3000
한지용,3000,LG 트윈스,14604,2024,51,601,0,0,3000
이종준,3000,LG 트윈스,14651,2024,51,601,0,0,3000
문정빈,3000,LG 트윈스,15086,2024,51,601,0,0,3000
최원영,3000,LG 트윈스,15084,2024,51,601,0,0,3000
조건희,3000,LG 트윈스,14782,2024,51,601,0,0,3000
김의준,3000,LG 트윈스,13108,2024,51,601,0,0,3000
이주헌,3000,LG 트윈스,15081,2024,51,601,0,0,3000
김단우,3000,LG 트윈스,14841,2024,51,601,0,0,3000
김유민,3000,LG 트윈스,14842,2024,51,601,0,0,3000
김형욱,3000,LG 트윈스,14844,2024,51,601,0,0,3000
박민호,3000,LG 트윈스,14845,2024,51,601,0,0,3000
전진영,3000,LG 트윈스,14885,2024,51,601,0,0,3000
이믿음,3000,LG 트윈스,14847,2024,51,601,0,0,3000
백선기,3000,LG 트윈스,13174,2024,51,601,0,0,3000
하영진,3000,LG 트윈스,14671,2024,51,601,0,0,3000
김주온,3000,LG 트윈스,13057,2024,51,601,0,0,3000
함창건,3000,LG 트윈스,14680,2024,51,601,0,0,3000
강민,3000,LG 트윈스,14660,2024,51,601,0,0,3000
김수인,3000,LG 트윈스,14675,2024,51,601,0,0,3000
허용주,8000,LG 트윈스,15491,2024,26,275,0,0,8000
박세웅,135000,롯데 자이언츠,11310,2024,2,15,0,0,135000
전준우,130000,롯데 자이언츠,10266,2024,3,16,0,0,130000
유강남,100000,롯데 자이언츠,10753,2024,1,5,400000,100000,200000
반즈,85000,롯데 자이언츠,15011,2024,6,42,0,0,85000
레이예스,91000,롯데 자이언츠,16106,2024,5,36,0,0,91000
윌커슨,60000,롯데 자이언츠,12295,2024,7,64,0,0,60000
노진혁,60000,롯데 자이언츠,11165,2024,4,20,240000,60000,120000
김원중,50000,롯데 자이언츠,10825,2024,8,70,0,0,50000
구승민,45000,롯데 자이언츠,11291,2024,10,79,0,0,45000
정훈,30000,롯데 자이언츠,10253,2024,9,78,50000,16666,46666
한현희,30000,롯데 자이언츠,10863,2024,11,84,30000,10000,40000
김민성,20000,롯데 자이언츠,10238,2024,13,135,0,0,20000
나균안,17000,롯데 자이언츠,12930,2024,15,159,0,0,17000
최준용,16300,롯데 자이언츠,14624,2024,16,167,0,0,16300
한동희,16200,롯데 자이언츠,13145,2024,17,168,0,0,16200
김상수,16000,롯데 자이언츠,10427,2024,18,171,0,0,16000
진해수,15000,롯데 자이언츠,10075,2024,19,178,0,0,15000
박승욱,13500,롯데 자이언츠,10804,2024,20,195,0,0,13500
이인복,10000,롯데 자이언츠,11232,2024,22,232,0,0,10000
오선진,10000,롯데 자이언츠,10557,2024,22,232,0,0,10000
심재민,9400,롯데 자이언츠,11311,2024,24,250,0,0,9400
이학주,9200,롯데 자이언츠,14114,2024,25,252,0,0,9200
윤동희,9000,롯데 자이언츠,15048,2024,27,255,0,0,9000
박진형,8600,롯데 자이언츠,11425,2024,28,263,0,0,8600
김민석,33500,롯데 자이언츠,15253,2024,12,95,0,0,33500
고승민,8000,롯데 자이언츠,14160,2024,29,275,0,0,8000
김도규,8000,롯데 자이언츠,13148,2024,29,275,0,0,8000
신정락,8000,롯데 자이언츠,10516,2024,29,275,0,0,8000
황성빈,7600,롯데 자이언츠,14642,2024,32,292,0,0,7600
정보근,7500,롯데 자이언츠,13154,2024,33,293,0,0,7500
이정훈,6000,롯데 자이언츠,12916,2024,34,340,0,0,6000
김진욱,6000,롯데 자이언츠,14792,2024,34,340,0,0,6000
지시완,5800,롯데 자이언츠,11413,2024,36,367,0,0,5800
신윤후,5200,롯데 자이언츠,14169,2024,37,382,0,0,5200
손성빈,5000,롯데 자이언츠,14796,2024,38,385,0,0,5000
손호영,4500,롯데 자이언츠,14590,2024,39,412,0,0,4500
진승현,4300,롯데 자이언츠,15047,2024,40,427,0,0,4300
임준섭,4000,롯데 자이언츠,10795,2024,41,442,0,0,4000
장두성,4000,롯데 자이언츠,13155,2024,41,442,0,0,4000
최설우,4000,롯데 자이언츠,11276,2024,41,442,0,0,4000
나승엽,4000,롯데 자이언츠,14797,2024,41,442,0,0,4000
정성종,3900,롯데 자이언츠,13147,2024,45,467,0,0,3900
최이준,3800,롯데 자이언츠,13169,2024,46,469,0,0,3800
이민석,3800,롯데 자이언츠,15045,2024,46,469,0,0,3800
강태율,3600,롯데 자이언츠,11388,2024,48,483,0,0,3600
박진,3300,롯데 자이언츠,14163,2024,49,519,0,0,3300
서동욱,3300,롯데 자이언츠,15624,2024,49,519,0,0,3300
정대선,10200,롯데 자이언츠,15443,2024,21,228,0,0,10200
김강현,3200,롯데 자이언츠,12699,2024,51,536,0,0,3200
현도훈,3200,롯데 자이언츠,13271,2024,51,536,0,0,3200
박명현,3200,롯데 자이언츠,14622,2024,51,536,0,0,3200
이진하,18200,롯데 자이언츠,15441,2024,14,152,0,0,18200
이태연,9100,롯데 자이언츠,15444,2024,26,254,0,0,9100
최항,3100,롯데 자이언츠,10810,2024,54,563,0,0,3100
윤성빈,3100,롯데 자이언츠,12928,2024,54,563,0,0,3100
김동혁,3100,롯데 자이언츠,15645,2024,54,563,0,0,3100
신병률,3100,롯데 자이언츠,13173,2024,54,563,0,0,3100
이주찬,3100,롯데 자이언츠,14819,2024,54,563,0,0,3100
정우준,3100,롯데 자이언츠,14795,2024,54,563,0,0,3100
송재영,3100,롯데 자이언츠,14794,2024,54,563,0,0,3100
홍민기,3100,롯데 자이언츠,14625,2024,54,563,0,0,3100
안우진,3000,롯데 자이언츠,16096,2024,62,601,0,0,3000
이선우,3000,롯데 자이언츠,16095,2024,62,601,0,0,3000
박성준,3000,롯데 자이언츠,16094,2024,62,601,0,0,3000
강성우,3000,롯데 자이언츠,16093,2024,62,601,0,0,3000
박준우,3000,롯데 자이언츠,16092,2024,62,601,0,0,3000
이호준,3000,롯데 자이언츠,16091,2024,62,601,0,0,3000
정현수,3000,롯데 자이언츠,16090,2024,62,601,0,0,3000
전미르,3000,롯데 자이언츠,16089,2024,62,601,0,0,3000
소한빈,3000,롯데 자이언츠,16097,2024,62,601,0,0,3000
전하원,3000,롯데 자이언츠,16098,2024,62,601,0,0,3000
유제모,3000,롯데 자이언츠,16099,2024,62,601,0,0,3000
기민성,3000,롯데 자이언츠,16105,2024,62,601,0,0,3000
김대현,3000,롯데 자이언츠,16104,2024,62,601,0,0,3000
고경표,3000,롯데 자이언츠,16103,2024,62,601,0,0,3000
강승구,3000,롯데 자이언츠,16102,2024,62,601,0,0,3000
백두산,3000,롯데 자이언츠,16101,2024,62,601,0,0,3000
배세종,3000,롯데 자이언츠,16100,2024,62,601,0,0,3000
하혜성,3000,롯데 자이언츠,15050,2024,62,601,0,0,3000
이병준,3000,롯데 자이언츠,14817,2024,62,601,0,0,3000
최우인,3000,롯데 자이언츠,14818,2024,62,601,0,0,3000
이인한,3000,롯데 자이언츠,14690,2024,62,601,0,0,3000
최형우,100000,KIA 타이거즈,10344,2024,4,29,0,0,100000
나성범,80000,KIA 타이거즈,11162,2024,1,8,600000,100000,180000
김태군,70000,KIA 타이거즈,10459,2024,6,54,0,0,70000
김선빈,60000,KIA 타이거즈,10008,2024,7,64,0,0,60000
크로우,104000,KIA 타이거즈,16087,2024,3,27,0,0,104000
소크라테스,50000,KIA 타이거즈,14996,2024,8,70,0,0,50000
양현종,50000,KIA 타이거즈,10058,2024,2,18,300000,75000,125000
네일,71500,KIA 타이거즈,16088,2024,5,53,0,0,71500
박찬호,30000,KIA 타이거즈,11261,2024,10,100,0,0,30000
알드레드,30000,KIA 타이거즈,16151,2024,10,100,0,0,30000
라우어,30000,KIA 타이거즈,16161,2024,10,100,0,0,30000
임기영,25000,KIA 타이거즈,10909,2024,13,118,0,0,25000
최원준,22000,KIA 타이거즈,12534,2024,14,130,0,0,22000
정해영,20000,KIA 타이거즈,14608,2024,15,135,0,0,20000
전상현,17000,KIA 타이거즈,12537,2024,16,159,0,0,17000
이의리,17000,KIA 타이거즈,14788,2024,16,159,0,0,17000
장현식,16000,KIA 타이거즈,11164,2024,18,171,0,0,16000
고종욱,15000,KIA 타이거즈,10659,2024,19,178,0,0,15000
이준영,14000,KIA 타이거즈,11303,2024,20,189,0,0,14000
이우성,13000,KIA 타이거즈,11099,2024,22,200,0,0,13000
이창진,12000,KIA 타이거즈,11233,2024,23,209,0,0,12000
김대유,11000,KIA 타이거즈,10706,2024,24,215,0,0,11000
최지민,10000,KIA 타이거즈,15057,2024,25,232,0,0,10000
김도영,10000,KIA 타이거즈,15056,2024,25,232,0,0,10000
김호령,9000,KIA 타이거즈,11298,2024,28,255,0,0,9000
윤영철,41000,KIA 타이거즈,15432,2024,9,83,0,0,41000
박준표,8000,KIA 타이거즈,11070,2024,29,275,0,0,8000
황대인,8000,KIA 타이거즈,11306,2024,29,275,0,0,8000
이형범,7000,KIA 타이거즈,11159,2024,32,300,0,0,7000
한승택,6500,KIA 타이거즈,11119,2024,34,329,0,0,6500
윤중현,6500,KIA 타이거즈,13122,2024,34,329,0,0,6500
변우혁,6000,KIA 타이거즈,14124,2024,36,340,0,0,6000
김규성,5500,KIA 타이거즈,12540,2024,39,372,0,0,5500
서건창,5000,KIA 타이거즈,10855,2024,40,385,0,0,5000
한준수,5000,KIA 타이거즈,13113,2024,40,385,0,0,5000
스타우트,4500,KIA 타이거즈,16163,2024,42,412,0,0,4500
김현수,4500,KIA 타이거즈,14162,2024,42,412,0,0,4500
주효상,4400,KIA 타이거즈,12567,2024,44,424,0,0,4400
최정용,4300,KIA 타이거즈,11407,2024,45,427,0,0,4300
김유신,4200,KIA 타이거즈,13114,2024,46,431,0,0,4200
김승현,4100,KIA 타이거즈,12637,2024,47,434,0,0,4100
김기훈,4000,KIA 타이거즈,14176,2024,48,442,0,0,4000
예진원,4000,KIA 타이거즈,13093,2024,48,442,0,0,4000
김건국,4000,KIA 타이거즈,12944,2024,48,442,0,0,4000
김석환,4000,KIA 타이거즈,12917,2024,48,442,0,0,4000
박정우,3800,KIA 타이거즈,12869,2024,52,469,0,0,3800
유승철,3600,KIA 타이거즈,12914,2024,53,483,0,0,3600
홍종표,3500,KIA 타이거즈,14612,2024,54,494,0,0,3500
황동하,3500,KIA 타이거즈,15063,2024,54,494,0,0,3500
장민기,3500,KIA 타이거즈,14789,2024,54,494,0,0,3500
박민,3500,KIA 타이거즈,14611,2024,54,494,0,0,3500
김도현,3500,KIA 타이거즈,14128,2024,54,494,0,0,3500
김사윤,3400,KIA 타이거즈,11364,2024,59,509,0,0,3400
오선우,3300,KIA 타이거즈,14181,2024,60,519,0,0,3300
곽도규,9300,KIA 타이거즈,15435,2024,27,251,0,0,9300
임석진,3200,KIA 타이거즈,12612,2024,61,536,0,0,3200
권혁경,3200,KIA 타이거즈,14790,2024,61,536,0,0,3200
최수빈,3100,KIA 타이거즈,12618,2024,63,563,0,0,3100
고명성,3100,KIA 타이거즈,13171,2024,63,563,0,0,3100
정해원,13100,KIA 타이거즈,15433,2024,21,199,0,0,13100
박건우,3100,KIA 타이거즈,14786,2024,63,563,0,0,3100
유지성,3100,KIA 타이거즈,14607,2024,63,563,0,0,3100
김태윤,3000,KIA 타이거즈,16079,2024,67,601,0,0,3000
이상준,3000,KIA 타이거즈,16078,2024,67,601,0,0,3000
조대현,3000,KIA 타이거즈,16077,2024,67,601,0,0,3000
박시온,3000,KIA 타이거즈,16157,2024,67,601,0,0,3000
장재혁,3000,KIA 타이거즈,14657,2024,67,601,0,0,3000
김두현,3000,KIA 타이거즈,16086,2024,67,601,0,0,3000
성영탁,3000,KIA 타이거즈,16085,2024,67,601,0,0,3000
강민제,3000,KIA 타이거즈,16084,2024,67,601,0,0,3000
김민재,3000,KIA 타이거즈,16083,2024,67,601,0,0,3000
김민주,3000,KIA 타이거즈,16082,2024,67,601,0,0,3000
최지웅,3000,KIA 타이거즈,16081,2024,67,601,0,0,3000
오규석,3000,KIA 타이거즈,14655,2024,67,601,0,0,3000
강동훈,3000,KIA 타이거즈,16080,2024,67,601,0,0,3000
박상준,3000,KIA 타이거즈,15125,2024,67,601,0,0,3000
홍원빈,3000,KIA 타이거즈,14177,2024,67,601,0,0,3000
김재현,6000,KIA 타이거즈,15440,2024,36,340,0,0,6000
김도월,6000,KIA 타이거즈,15439,2024,36,340,0,0,6000
이도현,7000,KIA 타이거즈,15437,2024,32,300,0,0,7000
이송찬,8000,KIA 타이거즈,15436,2024,29,275,0,0,8000
김원경,3000,KIA 타이거즈,14791,2024,67,601,0,0,3000
오정환,3000,KIA 타이거즈,13117,2024,67,601,0,0,3000
이성주,3000,KIA 타이거즈,15061,2024,67,601,0,0,3000
김찬민,3000,KIA 타이거즈,15060,2024,67,601,0,0,3000
윤도현,3000,KIA 타이거즈,15058,2024,67,601,0,0,3000
장시현,3000,KIA 타이거즈,14824,2024,67,601,0,0,3000
이영재,3000,KIA 타이거즈,14826,2024,67,601,0,0,3000
강이준,3000,KIA 타이거즈,12866,2024,67,601,0,0,3000
김민수,3000,KIA 타이거즈,14183,2024,67,601,0,0,3000
고영표,200000,KT 위즈,11308,2024,1,5,0,0,200000
