,Unnamed: 0,선수,팀,G,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,연도,기존pid,포지션,연봉(만원),팀연봉순위,전체연봉순위,계약금(만원)분할,연봉 총수령액(만원)
366,366,채은성,LG 트윈스,85,79,642.0,-0.543,152.0,147.0,4.0,1.0,0.993,2.117,-2.65,0.13,0.39,0.0,0.0,,0.0,0.0,-2.14,-3.625,-3.33,-5.47,-0.212,112156,2021,11215,1루수,30000.0,8.0,85.0,0.0,30000.0
367,367,손호영,LG 트윈스,8,2,31.0,-0.191,14.0,4.0,8.0,2.0,0.857,3.484,-1.31,0.0,-0.45,-0.26,0.0,,0.0,0.0,-2.03,-36.54,0.105,-1.925,-0.201,145906,2021,14590,2루수,3700.0,54.0,478.0,0.0,3700.0
368,368,김주성,LG 트윈스,3,1,13.0,-0.268,3.0,1.0,0.0,2.0,0.333,0.692,-2.71,0.0,0.01,0.0,0.0,,0.0,0.0,-2.7,-129.6,0.0,-2.7,-0.268,125456,2021,12545,3루수,3100.0,60.0,573.0,0.0,3100.0
369,369,강로한,롯데 자이언츠,16,7,79.0,-0.018,35.0,34.0,0.0,1.0,0.971,3.873,-0.03,-0.23,0.08,0.0,0.0,,0.0,0.0,-0.18,-1.62,-0.006,-0.186,-0.018,113892,2021,11389,중견수,3700.0,43.0,478.0,0.0,3700.0
370,370,나승엽,롯데 자이언츠,48,24,231.0,-0.03,137.0,107.0,25.0,5.0,0.964,5.143,0.87,0.0,-0.82,0.34,0.0,,0.0,0.0,0.31,0.93,-0.608,-0.298,0.031,147972,2021,14797,1루수,53000.0,4.0,52.0,0.0,53000.0
371,371,유서준,SSG 랜더스,3,0,4.0,0.039,2.0,2.0,0.0,0.0,1.0,4.5,0.38,0.01,0.0,0.0,0.0,,0.0,0.0,0.39,18.72,0.0,0.39,0.039,112404,2021,11240,우익수,3100.0,44.0,573.0,0.0,3100.0
372,372,최승민,NC 다이노스,31,7,98.0,0.193,34.0,34.0,0.0,0.0,1.0,3.122,2.47,-0.55,0.1,0.0,0.0,,0.0,0.0,2.02,9.383,-0.077,1.943,0.2,141875,2021,14187,중견수,3000.0,55.0,618.0,0.0,3000.0
373,373,정의윤,SSG 랜더스,37,31,222.0,-0.422,47.0,45.0,2.0,0.0,1.0,1.905,-3.52,-0.41,0.25,0.0,0.0,,0.0,0.0,-3.69,-14.361,-0.566,-4.256,-0.366,106554,2021,10655,좌익수,30000.0,11.0,85.0,0.0,30000.0
374,374,최주환,SSG 랜더스,106,97,772.0,0.284,535.0,327.0,197.0,11.0,0.979,6.109,1.39,0.0,-0.12,0.29,0.0,,0.0,0.0,1.56,2.119,1.302,2.862,0.155,101824,2021,10182,2루수,65000.0,6.0,28.0,30000.0,95000.0
375,375,강태율,롯데 자이언츠,19,10,79.0,-0.03,67.0,55.0,8.0,4.0,0.94,7.177,-0.83,0.0,-1.24,0.0,-0.06,,1.6,0.0,-1.0,-7.579,0.701,-0.299,-0.099,113882,2021,11388,포수,3200.0,52.0,544.0,0.0,3200.0
376,376,최민재,롯데 자이언츠,14,6,60.0,-0.165,11.0,11.0,0.0,0.0,1.0,1.65,-1.63,-0.02,0.05,0.0,0.0,,0.0,0.0,-1.59,-16.354,-0.074,-1.664,-0.158,130042,2021,13004,좌익수,3100.0,58.0,573.0,0.0,3100.0
377,377,이원석,삼성 라이온즈,123,120,870.0,-0.166,287.0,146.0,136.0,5.0,0.983,2.917,-2.04,0.0,0.17,0.24,0.0,,0.0,0.0,-1.45,-1.698,-0.224,-1.674,-0.144,101803,2021,10180,3루수,30000.0,9.0,68.0,15000.0,45000.0
378,378,김규남,SSG 랜더스,3,2,14.0,-0.012,4.0,4.0,0.0,0.0,1.0,2.571,-0.18,0.09,0.01,0.0,0.0,,0.0,0.0,-0.08,-3.84,-0.04,-0.12,-0.008,142004,2021,14200,좌익수,3000.0,45.0,618.0,0.0,3000.0
379,379,안상현,SSG 랜더스,23,9,85.0,0.069,49.0,22.0,25.0,2.0,0.959,4.976,1.03,0.0,-0.4,-0.24,0.0,,0.0,0.0,0.39,2.442,0.307,0.697,0.039,126134,2021,12613,2루수,2700.0,80.0,809.0,0.0,2700.0
380,380,오준혁,SSG 랜더스,8,2,22.0,-0.075,5.0,5.0,0.0,0.0,1.0,2.045,-0.54,-0.2,0.02,0.0,0.0,,0.0,0.0,-0.7,-12.6,-0.055,-0.755,-0.069,106724,2021,10672,우익수,3000.0,45.0,618.0,0.0,3000.0
381,381,송준석,삼성 라이온즈,14,12,92.0,-0.049,24.0,24.0,0.0,0.0,1.0,2.348,-0.17,0.0,0.08,0.0,0.0,,0.0,0.0,-0.09,-0.926,-0.409,-0.499,-0.009,112003,2021,11200,좌익수,5000.0,46.0,401.0,0.0,5000.0
382,382,유한준,KT 위즈,16,11,85.0,-0.269,11.0,11.0,0.0,0.0,1.0,1.165,-1.93,-0.49,0.12,0.0,0.0,,0.0,0.0,-2.3,-20.7,-0.412,-2.712,-0.228,106278,2021,10627,우익수,50000.0,6.0,57.0,0.0,50000.0
383,383,심우준,KT 위즈,139,129,1066.0,1.357,556.0,210.0,327.0,19.0,0.966,4.534,3.52,0.0,-0.28,1.33,0.0,,0.0,0.0,4.58,4.745,9.094,13.674,0.454,113348,2021,11334,유격수,15500.0,16.0,162.0,0.0,15500.0
384,384,황재균,KT 위즈,115,112,940.0,0.413,263.0,69.0,178.0,16.0,0.939,2.365,1.45,0.0,0.7,1.49,0.0,,0.0,0.0,4.16,5.209,0.0,4.16,0.413,104078,2021,10407,3루수,80000.0,3.0,36.0,0.0,80000.0
385,385,오선진,삼성 라이온즈,23,10,114.0,-0.21,46.0,21.0,23.0,2.0,0.957,3.474,-1.86,0.0,0.18,-1.23,0.0,,0.0,0.0,-2.92,-18.282,0.804,-2.116,-0.29,105573,2021,10557,3루수,10000.0,28.0,218.0,0.0,10000.0
386,386,최영진,삼성 라이온즈,38,9,122.0,-0.204,78.0,61.0,17.0,0.0,1.0,5.754,-2.34,0.0,0.1,0.35,0.0,,0.0,0.0,-1.79,-6.783,-0.265,-2.055,-0.178,109343,2021,10934,1루수,7500.0,34.0,295.0,0.0,7500.0
387,387,나주환,KIA 타이거즈,13,4,53.0,0.189,21.0,13.0,8.0,0.0,1.0,3.566,1.65,0.0,0.04,0.35,0.0,,0.0,0.0,1.92,21.268,-0.018,1.902,0.19,100920,2021,10092,3루수,10000.0,16.0,218.0,0.0,10000.0
388,388,이진영,KIA 타이거즈,16,11,107.0,0.065,25.0,25.0,0.0,0.0,1.0,2.103,0.98,-0.4,0.12,0.0,0.0,,0.0,0.0,0.69,6.21,-0.032,0.658,0.068,125390,2021,12539,중견수,3600.0,53.0,486.0,0.0,3600.0
389,389,오정환,KIA 타이거즈,4,3,31.0,-0.152,14.0,4.0,9.0,1.0,0.929,3.774,-1.66,0.0,0.04,0.0,0.0,,0.0,0.0,-1.62,-58.32,0.09,-1.53,-0.161,131170,2021,13117,2루수,3000.0,70.0,618.0,0.0,3000.0
390,390,이우성,KIA 타이거즈,62,20,257.0,0.09,63.0,61.0,1.0,1.0,0.984,2.171,1.81,0.25,-0.26,0.0,0.0,,0.0,0.0,1.8,4.181,-0.892,0.908,0.179,110990,2021,11099,좌익수,4100.0,48.0,453.0,0.0,4100.0
391,391,박성한,SSG 랜더스,137,112,1007.0,1.097,537.0,199.0,315.0,23.0,0.957,4.594,0.39,0.0,0.63,1.37,0.0,,0.0,0.0,2.39,2.512,8.665,11.055,0.237,129224,2021,12922,유격수,3000.0,45.0,618.0,0.0,3000.0
392,392,김태진,KIA 타이거즈,98,96,830.0,-0.157,271.0,74.0,180.0,17.0,0.937,2.754,-0.1,0.0,-0.85,-0.59,0.0,,0.0,0.0,-1.59,-2.336,0.01,-1.58,-0.158,112440,2021,11244,3루수,8500.0,25.0,265.0,0.0,8500.0
393,393,박해민,삼성 라이온즈,129,120,1004.0,0.372,297.0,294.0,2.0,1.0,0.997,2.653,2.94,0.28,0.53,0.0,0.0,,0.0,0.0,3.75,4.186,-0.003,3.747,0.372,111903,2021,11190,중견수,38000.0,10.0,77.0,0.0,38000.0
394,394,김선빈,KIA 타이거즈,126,125,1017.0,0.081,518.0,206.0,305.0,7.0,0.986,4.522,-4.5,0.0,1.28,-1.49,0.0,,0.0,0.0,-4.71,-5.383,5.526,0.816,-0.467,100080,2021,10008,2루수,45000.0,5.0,68.0,0.0,45000.0
395,395,최원준,KIA 타이거즈,153,143,1244.0,-0.46,329.0,312.0,10.0,7.0,0.979,2.33,1.63,1.26,-1.81,0.0,0.0,,0.0,0.0,1.07,1.007,-5.71,-4.64,0.106,125340,2021,12534,우익수,13000.0,11.0,174.0,0.0,13000.0
396,396,홍현빈,KT 위즈,25,1,54.0,0.201,14.0,13.0,1.0,0.0,1.0,2.333,2.04,0.02,0.06,0.0,0.0,,0.0,0.0,2.11,12.154,-0.084,2.026,0.209,129418,2021,12941,우익수,3400.0,57.0,509.0,0.0,3400.0
397,397,최인호,한화 이글스,45,41,335.0,0.239,78.0,77.0,1.0,0.0,1.0,2.096,2.7,0.87,0.31,0.0,0.0,,0.0,0.0,3.87,12.384,-1.464,2.406,0.384,147079,2021,14707,좌익수,3400.0,45.0,509.0,0.0,3400.0
398,398,박승욱,KT 위즈,6,2,14.0,-0.235,10.0,4.0,4.0,2.0,0.8,5.143,-2.41,0.0,0.02,0.0,0.0,,0.0,0.0,-2.4,-57.6,0.033,-2.367,-0.238,108048,2021,10804,2루수,8000.0,27.0,271.0,0.0,8000.0
399,399,강민국,KT 위즈,17,13,108.0,0.089,70.0,24.0,45.0,1.0,0.986,5.75,-0.23,0.0,0.13,0.54,0.0,,0.0,0.0,0.45,3.812,0.442,0.892,0.045,112438,2021,11243,2루수,5500.0,47.0,390.0,0.0,5500.0
400,400,호잉,KT 위즈,73,68,580.0,0.158,137.0,129.0,5.0,3.0,0.978,2.079,5.05,-0.13,-0.7,0.0,0.0,,0.0,0.0,4.22,8.324,-2.627,1.593,0.419,130698,2021,13069,우익수,52000.0,5.0,53.0,0.0,52000.0
401,401,임지열,키움 히어로즈,12,7,55.0,0.029,11.0,10.0,1.0,0.0,1.0,1.8,-0.87,1.3,0.05,0.0,0.0,,0.0,0.0,0.48,5.76,-0.192,0.288,0.048,112257,2021,11225,1루수,3000.0,54.0,618.0,0.0,3000.0
402,402,노태형,한화 이글스,12,10,75.0,-0.132,62.0,56.0,4.0,2.0,0.968,7.2,-1.0,0.0,0.06,0.0,0.0,,0.0,0.0,-0.84,-10.08,-0.495,-1.335,-0.083,112699,2021,11269,1루수,3400.0,45.0,509.0,0.0,3400.0
403,403,백용환,한화 이글스,24,19,164.0,-0.091,160.0,148.0,11.0,1.0,0.994,8.726,-0.19,0.0,0.02,0.0,-2.08,,-0.3,0.0,-2.52,-15.12,1.608,-0.913,-0.25,100039,2021,10003,포수,4000.0,38.0,455.0,0.0,4000.0
404,404,이동훈,한화 이글스,26,15,150.0,-0.13,55.0,53.0,1.0,1.0,0.982,3.24,-0.37,-0.6,-0.34,0.0,0.0,,0.0,0.0,-1.31,-7.255,-0.003,-1.313,-0.13,125269,2021,12526,중견수,3300.0,49.0,521.0,0.0,3300.0
405,405,프레이타스,키움 히어로즈,10,10,61.0,-0.165,49.0,41.0,7.0,1.0,0.98,7.082,-1.08,0.0,-0.32,0.0,-0.54,,-0.39,0.0,-2.21,-31.824,0.55,-1.66,-0.219,147627,2021,14762,포수,71500.0,4.0,42.0,0.0,71500.0
406,406,김병휘,키움 히어로즈,8,2,27.0,0.045,15.0,5.0,9.0,1.0,0.933,4.667,0.06,0.0,0.03,0.28,0.0,,0.0,0.0,0.38,6.84,0.069,0.449,0.038,145777,2021,14577,유격수,3000.0,54.0,618.0,0.0,3000.0
407,407,크레익,키움 히어로즈,47,44,366.0,-0.448,277.0,256.0,18.0,3.0,0.989,6.738,-1.83,0.11,-1.11,0.0,0.0,,0.0,0.0,-2.78,-8.517,-1.732,-4.512,-0.276,149907,2021,14990,1루수,48230.0,9.0,64.0,0.0,48230.0
408,408,정은원,한화 이글스,126,123,1024.0,0.143,512.0,220.0,279.0,13.0,0.975,4.386,-3.94,0.0,0.29,-0.37,0.0,,0.0,0.0,-4.01,-4.583,5.447,1.437,-0.398,131379,2021,13137,2루수,12000.0,14.0,185.0,0.0,12000.0
409,409,최재훈,한화 이글스,106,101,853.2,1.479,725.0,644.0,78.0,3.0,99.6,7.61,0.17,,1.15,,-0.41,1.74,2.67,,4.51,5.7,9.84,14.35,0.465,101709,2022,10170,포수,100000.0,1.0,23.0,32000.0,132000.0
410,410,이성곤,한화 이글스,28,20,175.1,0.048,174.0,161.0,11.0,2.0,98.9,8.83,1.94,,0.13,,0.0,,,,2.07,7.25,-1.6,0.47,0.213,112069,2022,11206,1루수,6400.0,28.0,326.0,0.0,6400.0
411,411,백용환,한화 이글스,1,0,3.0,0.012,4.0,4.0,0.0,0.0,100.0,12.0,0.0,,0.01,,,,0.08,,0.06,2.32,0.05,0.11,0.007,100039,2022,10003,포수,4000.0,40.0,423.0,0.0,4000.0
412,412,이해창,한화 이글스,4,3,26.0,-0.024,21.0,19.0,2.0,0.0,100.0,7.27,-0.08,,0.08,,-0.29,-0.39,0.26,,-0.5,-17.97,0.26,-0.24,-0.051,103919,2022,10391,포수,6000.0,30.0,334.0,0.0,6000.0
413,413,허관회,한화 이글스,5,1,13.0,-0.084,14.0,13.0,1.0,0.0,100.0,9.69,-0.08,,0.04,,,-0.4,-0.71,,-0.94,-9.02,0.12,-0.82,-0.097,142049,2022,14204,포수,3370.0,48.0,499.0,0.0,3370.0
414,414,박상언,한화 이글스,51,35,329.2,-0.085,310.0,275.0,26.0,9.0,97.1,8.22,-0.48,,-2.38,,0.11,-0.99,-0.71,,-4.23,-10.89,3.41,-0.83,-0.436,125879,2022,12587,포수,3200.0,54.0,525.0,0.0,3200.0
415,415,허인서,한화 이글스,8,4,43.0,-0.115,35.0,33.0,1.0,1.0,97.1,7.12,-0.14,,-0.35,,,0.04,-1.6,,-1.57,-28.21,0.46,-1.11,-0.162,150159,2022,15015,포수,3000.0,63.0,581.0,0.0,3000.0
416,416,김인환,한화 이글스,75,71,603.2,-0.118,629.0,567.0,57.0,5.0,99.2,9.3,4.59,,0.45,,-0.17,,,,4.88,6.21,-6.02,-1.14,0.503,125899,2022,12589,1루수,3200.0,54.0,525.0,0.0,3200.0
417,417,정민규,한화 이글스,8,7,58.0,-0.171,46.0,39.0,6.0,1.0,97.8,6.98,-0.65,,0.04,,-0.6,,,,-1.2,-19.24,-0.46,-1.66,-0.124,148139,2022,14813,1루수,18100.0,13.0,150.0,0.0,18100.0
418,418,장시환,한화 이글스,64,0,63.2,,11.0,4.0,7.0,0.0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,104539,2022,10453,투수,21000.0,8.0,131.0,0.0,21000.0
419,419,김민우,한화 이글스,29,29,163.0,,26.0,9.0,16.0,1.0,96.2,1.38,,,,,,,,,0.0,0.0,,,0.0,114109,2022,11410,투수,19100.0,10.0,142.0,0.0,19100.0
420,420,문동주,한화 이글스,13,4,28.2,,7.0,1.0,6.0,0.0,100.0,2.2,,,,,,,,,0.0,,,,0.0,150139,2022,15013,투수,3000.0,63.0,581.0,0.0,3000.0
421,421,류희운,한화 이글스,7,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,126559,2022,12655,투수,3300.0,49.0,500.0,0.0,3300.0
422,422,신정락,한화 이글스,44,0,47.0,,16.0,6.0,10.0,0.0,100.0,3.06,,,,,,,,,0.0,0.0,,,0.0,105169,2022,10516,투수,5400.0,35.0,366.0,0.0,5400.0
423,423,주현상,한화 이글스,49,0,55.1,,12.0,4.0,8.0,0.0,100.0,1.95,,,,,,,,,0.0,0.0,,,0.0,114159,2022,11415,투수,5080.0,37.0,375.0,0.0,5080.0
424,424,김범수,한화 이글스,78,0,66.0,,17.0,5.0,11.0,1.0,94.1,2.18,,,,,,,,,0.0,0.0,,,0.0,114119,2022,11411,투수,9680.0,22.0,245.0,0.0,9680.0
425,425,윤호솔,한화 이글스,52,0,42.1,,4.0,1.0,2.0,1.0,75.0,0.64,,,,,,,,,0.0,0.0,,,0.0,111709,2022,11170,투수,6350.0,29.0,329.0,0.0,6350.0
426,426,오지환,LG 트윈스,142,137,1167.0,1.729,585.0,210.0,359.0,16.0,97.3,4.39,5.0,,0.96,-0.53,,,,,5.44,5.51,11.34,16.78,0.56,104756,2022,10475,유격수,60000.0,6.0,67.0,0.0,60000.0
427,427,유강남,LG 트윈스,134,116,1008.1,1.41,899.0,821.0,71.0,7.0,99.2,7.96,0.32,,0.17,,0.25,0.26,2.65,,2.86,2.96,10.82,13.68,0.294,107536,2022,10753,포수,27000.0,12.0,111.0,0.0,27000.0
428,428,김기연,LG 트윈스,12,1,24.0,0.076,12.0,12.0,0.0,0.0,100.0,4.5,-0.08,,0.07,,,,0.75,,0.52,6.2,0.22,0.73,0.053,125496,2022,12549,포수,3000.0,67.0,581.0,0.0,3000.0
429,429,허도환,LG 트윈스,63,27,254.2,0.031,224.0,211.0,13.0,0.0,100.0,7.92,-0.03,,0.78,,0.07,-0.26,-3.42,,-1.83,-4.12,2.14,0.3,-0.189,106846,2022,10684,포수,10000.0,17.0,134.0,10000.0,20000.0
430,430,김호은,LG 트윈스,1,0,3.0,-0.003,2.0,2.0,0.0,0.0,100.0,6.0,-0.01,,0.0,,,,,,-0.01,-0.5,-0.02,-0.03,-0.001,125546,2022,12554,1루수,4000.0,49.0,423.0,0.0,4000.0
431,431,서건창,LG 트윈스,63,54,474.0,-0.153,257.0,98.0,155.0,4.0,98.4,4.8,-3.68,,0.07,0.07,,,,,-3.54,-6.61,2.05,-1.49,-0.364,108556,2022,10855,2루수,26000.0,14.0,115.0,0.0,26000.0
432,432,김현수,LG 트윈스,96,94,802.1,-0.774,178.0,172.0,4.0,2.0,98.9,1.97,-2.33,-1.33,0.24,,,,,,-3.42,-3.49,-4.09,-7.51,-0.353,101876,2022,10187,좌익수,150000.0,1.0,4.0,125000.0,275000.0
433,433,송승기,LG 트윈스,7,0,8.1,,3.0,0.0,3.0,0.0,100.0,3.24,,,,,,,,,0.0,0.0,,,0.0,148466,2022,14846,투수,6000.0,39.0,334.0,0.0,6000.0
434,434,최동환,LG 트윈스,47,0,50.0,,5.0,1.0,3.0,1.0,80.0,0.72,,,,,,,,,0.0,0.0,,,0.0,105356,2022,10535,투수,6000.0,39.0,334.0,0.0,6000.0
435,435,박재욱,LG 트윈스,1,0,1.0,,1.0,1.0,0.0,0.0,100.0,9.0,0.0,,0.0,,,,0.01,,0.01,1.64,,,0.001,125126,2022,12512,포수,3500.0,56.0,475.0,0.0,3500.0
436,436,배재준,LG 트윈스,17,5,31.1,,5.0,1.0,4.0,0.0,100.0,1.44,,,,,,,,,0.0,0.0,,,0.0,126976,2022,12697,투수,5000.0,43.0,376.0,0.0,5000.0
437,437,플럿코,LG 트윈스,27,28,162.0,,12.0,1.0,11.0,0.0,100.0,0.67,,,,,,,,,0.0,,,,0.0,150036,2022,15003,투수,65000.0,5.0,63.0,0.0,65000.0
438,438,송은범,LG 트윈스,25,0,26.2,,4.0,1.0,3.0,0.0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,101376,2022,10137,투수,15000.0,21.0,163.0,0.0,15000.0
439,439,최성훈,LG 트윈스,44,0,33.1,,8.0,4.0,3.0,1.0,87.5,1.89,,,,,,,,,0.0,0.0,,,0.0,108516,2022,10851,투수,10500.0,26.0,220.0,0.0,10500.0
440,440,고우석,LG 트윈스,61,0,60.2,,14.0,4.0,8.0,2.0,85.7,1.78,,,,,,,,,0.0,0.0,,,0.0,129076,2022,12907,투수,27000.0,12.0,111.0,0.0,27000.0
441,441,허준혁,LG 트윈스,6,0,4.2,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,150836,2022,15083,투수,3000.0,67.0,581.0,0.0,3000.0
442,442,김진성,LG 트윈스,65,0,58.0,,10.0,0.0,10.0,0.0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,111666,2022,11166,투수,10000.0,27.0,228.0,0.0,10000.0
443,443,함덕주,LG 트윈스,12,0,12.2,,1.0,0.0,1.0,0.0,100.0,0.71,,,,,,,,,0.0,0.0,,,0.0,110946,2022,11094,투수,12000.0,24.0,193.0,0.0,12000.0
444,444,채지선,LG 트윈스,3,0,3.0,,2.0,0.0,2.0,0.0,100.0,6.0,,,,,,,,,0.0,0.0,,,0.0,113876,2022,11387,투수,4000.0,49.0,423.0,0.0,4000.0
445,445,진해수,LG 트윈스,63,0,45.0,,9.0,3.0,6.0,0.0,100.0,1.8,,,,,,,,,0.0,0.0,,,0.0,100756,2022,10075,투수,30000.0,8.0,93.0,0.0,30000.0
446,446,백승현,LG 트윈스,12,0,10.0,,5.0,2.0,3.0,0.0,100.0,4.5,,,,,,,,,0.0,0.0,,,0.0,130096,2022,13009,투수,5000.0,43.0,376.0,0.0,5000.0
447,447,정우영,LG 트윈스,67,0,58.0,,17.0,0.0,17.0,0.0,100.0,2.64,,,,,,,,,0.0,0.0,,,0.0,141366,2022,14136,투수,28000.0,10.0,105.0,0.0,28000.0
448,448,정보근,롯데 자이언츠,94,67,585.2,0.543,641.0,592.0,43.0,6.0,99.1,9.76,0.76,,-1.12,,-0.22,0.99,-0.82,,-0.16,-0.24,5.42,5.27,-0.016,131542,2022,13154,포수,3400.0,43.0,491.0,0.0,3400.0
449,449,지시완,롯데 자이언츠,71,48,426.1,0.498,413.0,388.0,23.0,2.0,99.5,8.68,0.27,,0.82,,-0.19,-2.33,2.75,,0.49,0.94,4.34,4.83,0.051,114132,2022,11413,포수,6000.0,29.0,334.0,0.0,6000.0
450,450,강태율,롯데 자이언츠,17,9,82.0,0.15,85.0,78.0,7.0,0.0,100.0,9.33,-0.08,,0.25,,-0.29,1.28,-0.77,,0.61,4.63,0.84,1.45,0.063,113882,2022,11388,포수,3300.0,44.0,500.0,0.0,3300.0
451,451,안중열,롯데 자이언츠,31,20,186.2,0.056,172.0,151.0,17.0,4.0,97.7,8.1,0.38,,-1.37,,0.43,0.06,-1.17,,-1.3,-5.69,1.85,0.54,-0.134,113292,2022,11329,포수,6400.0,27.0,326.0,0.0,6400.0
452,452,고승민,롯데 자이언츠,76,62,521.2,-0.016,113.0,107.0,4.0,2.0,98.2,1.92,1.88,0.39,-0.04,,,,,,2.22,3.47,-2.37,-0.15,0.229,141602,2022,14160,2루수,3800.0,40.0,458.0,0.0,3800.0
453,453,장두성,롯데 자이언츠,36,3,93.1,-0.073,19.0,19.0,0.0,0.0,100.0,1.83,-0.35,-0.49,0.13,,,,,,-0.71,-1.92,0.0,-0.71,-0.073,131552,2022,13155,중견수,3500.0,42.0,475.0,0.0,3500.0
454,454,이학주,롯데 자이언츠,86,68,616.0,-0.115,331.0,119.0,200.0,12.0,96.4,4.66,-3.65,,-0.43,-2.16,,,,,-6.24,-9.87,5.12,-1.12,-0.643,141142,2022,14114,유격수,7000.0,24.0,291.0,0.0,7000.0
455,455,윤동희,롯데 자이언츠,4,4,28.0,-0.186,36.0,32.0,3.0,1.0,97.2,11.25,-1.56,,0.02,,,,,,-1.54,-55.47,-0.26,-1.8,-0.159,150482,2022,15048,중견수,3000.0,54.0,581.0,0.0,3000.0
456,456,정훈,롯데 자이언츠,77,74,614.2,-0.456,606.0,561.0,43.0,2.0,99.7,8.84,1.68,,-0.02,,0.22,,,,1.87,2.97,-6.3,-4.43,0.193,102532,2022,10253,1루수,55000.0,5.0,58.0,16666.0,71666.0
457,457,구승민,롯데 자이언츠,72,0,62.0,,8.0,2.0,6.0,0.0,100.0,1.16,,,,,,,,,0.0,,,,0.0,112912,2022,11291,투수,18100.0,14.0,150.0,0.0,18100.0
458,458,문경찬,롯데 자이언츠,38,0,40.1,,5.0,1.0,4.0,0.0,100.0,1.12,,,,,,,,,0.0,0.0,,,0.0,112992,2022,11299,투수,9000.0,19.0,252.0,0.0,9000.0
459,459,강윤구,롯데 자이언츠,29,0,21.1,,2.0,0.0,2.0,0.0,100.0,0.84,,,,,,,,,0.0,0.0,,,0.0,104232,2022,10423,투수,7300.0,23.0,289.0,0.0,7300.0
460,460,김원중,롯데 자이언츠,43,0,43.0,,5.0,3.0,2.0,0.0,100.0,1.05,,,,,,,,,0.0,0.0,,,0.0,108252,2022,10825,투수,28000.0,12.0,105.0,0.0,28000.0
461,461,나균안,롯데 자이언츠,39,13,117.2,,23.0,8.0,13.0,2.0,91.3,1.61,,,,,,,,,0.0,,,,0.0,129302,2022,12930,투수,5800.0,31.0,354.0,0.0,5800.0
462,462,박동원,KIA 타이거즈,107,92,817.0,1.374,737.0,665.0,68.0,4.0,99.5,8.07,-0.52,,1.52,,-0.11,0.77,3.58,,4.16,4.88,9.17,13.33,0.429,103870,2022,10387,포수,31000.0,9.0,91.0,0.0,31000.0
463,463,한승택,KIA 타이거즈,64,34,299.2,0.363,268.0,243.0,25.0,0.0,100.0,8.05,0.31,,0.91,,-0.21,-0.64,0.56,,0.76,1.66,2.76,3.52,0.079,111190,2022,11119,포수,8500.0,24.0,262.0,0.0,8500.0
464,464,최형우,KIA 타이거즈,19,17,133.0,0.087,35.0,34.0,1.0,0.0,100.0,2.37,1.53,-0.18,0.2,,,,,,1.55,1.69,-0.7,0.85,0.159,103440,2022,10344,좌익수,90000.0,3.0,22.0,43333.0,133333.0
465,465,김호령,KIA 타이거즈,48,19,209.0,0.054,71.0,66.0,2.0,3.0,95.8,2.93,1.31,0.38,-1.16,,,,,,0.52,1.39,0.0,0.52,0.054,112980,2022,11298,중견수,6000.0,31.0,334.0,0.0,6000.0
466,466,신범수,KIA 타이거즈,2,1,8.0,0.013,7.0,7.0,0.0,0.0,100.0,7.88,0.0,,0.02,,,0.0,0.07,,0.08,5.4,0.05,0.12,0.008,125410,2022,12541,포수,3600.0,47.0,469.0,0.0,3600.0
467,467,권혁경,KIA 타이거즈,2,0,4.0,-0.021,6.0,6.0,0.0,0.0,100.0,13.5,0.0,,0.01,,,,-0.38,,-0.26,-18.41,0.05,-0.21,-0.026,147900,2022,14790,포수,10200.0,21.0,225.0,0.0,10200.0
468,468,김선우,KIA 타이거즈,1,0,3.0,-0.028,2.0,2.0,0.0,0.0,100.0,6.0,0.0,,0.01,,,,-0.47,,-0.32,-15.44,0.05,-0.27,-0.033,148220,2022,14822,포수,6000.0,31.0,334.0,0.0,6000.0
469,469,김태진,키움 히어로즈,3,0,6.0,-0.071,2.0,0.0,1.0,1.0,50.0,1.5,-0.72,,0.01,,,,,,-0.71,-1.33,0.02,-0.69,-0.073,112440,2022,11244,3루수,10000.0,18.0,228.0,0.0,10000.0
470,470,김민식,SSG 랜더스,21,17,148.0,-0.104,152.0,134.0,16.0,2.0,98.7,9.12,0.32,,-0.52,,0.21,-0.14,-3.35,,-2.47,-3.42,1.46,-1.01,-0.255,107070,2022,10707,포수,9500.0,31.0,246.0,0.0,9500.0
471,471,고종욱,KIA 타이거즈,8,3,28.0,-0.157,3.0,3.0,0.0,0.0,100.0,0.96,-1.94,0.51,0.04,,,,,,-1.39,-3.24,-0.13,-1.52,-0.144,106590,2022,10659,좌익수,7000.0,25.0,291.0,0.0,7000.0
472,472,나성범,KIA 타이거즈,132,132,1131.2,-0.28,230.0,223.0,4.0,3.0,98.7,1.81,2.02,0.19,1.03,,,,,,3.25,3.25,-5.96,-2.71,0.335,111620,2022,11162,우익수,200000.0,1.0,2.0,100000.0,300000.0
