,Unnamed: 0,선수,팀,G,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,연도,기존pid,포지션,연봉(만원),팀연봉순위,전체연봉순위,계약금(만원)분할,연봉 총수령액(만원)
803,803,김대현,LG 트윈스,5,0,3.1,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,125326,2023,12532,,9200.0,30.0,239.0,0.0,9200.0
804,804,김동규,LG 트윈스,1,0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,154856,2023,15485,,3000.0,64.0,572.0,0.0,3000.0
805,805,고우석,LG 트윈스,44,0,44.0,,9.0,3.0,5.0,1.0,88.9,1.64,,,,,,,,,0.0,0.0,,,0.0,129076,2023,12907,투수,43000.0,8.0,87.0,0.0,43000.0
806,806,박명근,LG 트윈스,55,1,51.1,,6.0,2.0,4.0,0.0,100.0,1.05,,,,,,,,,0.0,0.0,,,0.0,154866,2023,15486,,3000.0,64.0,572.0,0.0,3000.0
807,807,최동환,LG 트윈스,43,0,42.1,,6.0,1.0,5.0,0.0,100.0,1.28,,,,,,,,,0.0,0.0,,,0.0,105356,2023,10535,투수,10500.0,26.0,217.0,0.0,10500.0
808,808,채지선,LG 트윈스,1,0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,113876,2023,11387,투수,3800.0,44.0,430.0,0.0,3800.0
809,809,오석주,LG 트윈스,9,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,128606,2023,12860,,3700.0,47.0,438.0,0.0,3700.0
810,810,이정용,LG 트윈스,37,13,86.2,,12.0,3.0,8.0,1.0,91.7,1.14,,,,,,,,,0.0,0.0,,,0.0,141346,2023,14134,투수,24000.0,14.0,124.0,0.0,24000.0
811,811,유강남,롯데 자이언츠,109,98,821.0,0.911,778.0,714.0,60.0,4.0,99.5,8.48,0.32,,0.64,,-0.03,-2.81,2.72,,0.03,0.03,8.9,8.93,0.003,107532,2023,10753,포수,60000.0,1.0,12.0,100000.0,160000.0
812,812,노진혁,롯데 자이언츠,107,95,827.0,0.72,373.0,142.0,220.0,11.0,97.1,3.94,-2.87,,0.96,1.48,,,,,-0.44,-0.56,7.5,7.06,-0.045,111652,2023,11165,유격수,50000.0,6.0,37.0,60000.0,110000.0
813,813,손성빈,롯데 자이언츠,44,20,201.2,0.407,180.0,166.0,13.0,1.0,99.4,7.99,1.05,,0.03,,-0.01,1.54,-0.74,,2.09,6.7,1.9,3.99,0.213,147962,2023,14796,포수,18100.0,17.0,149.0,0.0,18100.0
814,814,정보근,롯데 자이언츠,51,23,228.2,0.185,216.0,191.0,24.0,1.0,99.5,8.46,-0.52,,0.59,,,1.15,-2.42,,-0.47,-1.22,2.28,1.81,-0.048,131542,2023,13154,포수,5900.0,37.0,333.0,0.0,5900.0
815,815,지시완,롯데 자이언츠,2,2,15.0,0.148,15.0,10.0,5.0,0.0,100.0,9.0,0.38,,0.04,,,0.4,0.71,,1.31,31.49,0.14,1.46,0.134,114132,2023,11413,포수,7600.0,27.0,270.0,0.0,7600.0
816,816,국해성,롯데 자이언츠,1,0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,0.0,,,,,,0.11,2.58,-0.01,0.1,0.011,101722,2023,10172,좌익수,3000.0,59.0,572.0,0.0,3000.0
817,817,정대선,롯데 자이언츠,18,11,101.0,-0.136,40.0,14.0,26.0,0.0,100.0,3.56,-1.36,,0.27,-0.68,,,,,-1.77,-13.4,0.43,-1.34,-0.18,154432,2023,15443,2루수,3000.0,59.0,572.0,0.0,3000.0
818,818,김민석,롯데 자이언츠,125,107,933.2,-0.629,247.0,243.0,3.0,1.0,99.6,2.37,-7.19,-0.17,1.19,,,,,,-6.17,-6.89,0.0,-6.17,-0.629,152532,2023,15253,중견수,3000.0,59.0,572.0,0.0,3000.0
819,819,정훈,롯데 자이언츠,65,47,410.1,-0.896,372.0,344.0,23.0,5.0,98.7,8.05,-5.25,,0.74,,-0.25,,,,-4.76,-8.58,-4.02,-8.78,-0.486,102532,2023,10253,1루수,30000.0,10.0,83.0,16666.0,46666.0
820,820,김상수,롯데 자이언츠,65,0,52.0,,8.0,2.0,5.0,1.0,87.5,1.21,,,,,,,,,0.0,0.0,,,0.0,104272,2023,10427,,11000.0,21.0,212.0,0.0,11000.0
821,821,최영환,롯데 자이언츠,8,0,10.0,,4.0,1.0,3.0,0.0,100.0,3.6,,,,,,,,,0.0,0.0,,,0.0,112762,2023,11276,,4000.0,40.0,408.0,0.0,4000.0
822,822,김원중,롯데 자이언츠,63,0,63.2,,11.0,4.0,7.0,0.0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,108252,2023,10825,투수,25200.0,14.0,116.0,0.0,25200.0
823,823,김호령,KIA 타이거즈,68,22,288.1,0.552,98.0,97.0,0.0,1.0,99.0,3.03,5.75,-0.22,-0.13,,,,,,5.41,10.25,0.0,5.41,0.552,112980,2023,11298,중견수,7000.0,23.0,284.0,0.0,7000.0
824,824,한준수,KIA 타이거즈,45,22,208.2,0.418,166.0,151.0,15.0,0.0,100.0,7.16,-0.2,,0.54,,-0.23,0.71,1.68,,1.99,5.97,2.11,4.1,0.203,131130,2023,13113,포수,3100.0,45.0,522.0,0.0,3100.0
825,825,김태군,KIA 타이거즈,63,52,438.0,0.353,374.0,334.0,36.0,4.0,98.9,7.6,0.19,,-0.85,,0.01,1.16,-2.37,,-1.15,-1.45,4.61,3.46,-0.117,104590,2023,10459,포수,20000.0,11.0,132.0,0.0,20000.0
826,826,신범수,KIA 타이거즈,35,26,238.0,0.28,201.0,191.0,10.0,0.0,100.0,7.6,0.68,,0.61,,0.39,-1.02,-0.37,,0.41,1.65,2.33,2.74,0.042,125410,2023,12541,포수,3600.0,38.0,441.0,0.0,3600.0
827,827,한승택,KIA 타이거즈,48,32,273.1,0.141,243.0,223.0,18.0,2.0,99.2,7.94,-1.0,,0.21,,0.0,-0.83,0.8,,-1.06,-3.12,2.45,1.39,-0.108,111190,2023,11119,포수,8000.0,21.0,258.0,0.0,8000.0
828,828,김선우,KIA 타이거즈,5,1,21.0,0.115,19.0,18.0,1.0,0.0,100.0,8.14,0.0,,0.05,,,0.19,1.03,,0.96,27.67,0.17,1.13,0.098,148220,2023,14822,포수,6000.0,26.0,313.0,0.0,6000.0
829,829,주효상,KIA 타이거즈,18,11,90.0,0.082,95.0,88.0,7.0,0.0,100.0,9.5,0.3,,0.23,,0.19,-0.2,-0.76,,-0.02,-0.12,0.82,0.8,-0.002,125670,2023,12567,포수,4800.0,32.0,371.0,0.0,4800.0
830,830,윤도현,KIA 타이거즈,1,0,5.0,-0.037,2.0,1.0,0.0,1.0,50.0,1.8,0.12,,-0.48,,,,,,-0.36,-51.61,0.0,-0.36,-0.037,150580,2023,15058,2루수,3000.0,47.0,572.0,0.0,3000.0
831,831,오선우,KIA 타이거즈,29,4,82.2,-0.156,93.0,89.0,3.0,1.0,98.9,10.02,-1.22,,0.15,,0.06,,,,-1.0,-4.38,-0.52,-1.52,-0.102,141810,2023,14181,1루수,3000.0,47.0,572.0,0.0,3000.0
832,832,황대인,KIA 타이거즈,54,50,389.1,-0.157,391.0,355.0,33.0,3.0,99.2,8.97,2.69,,-0.28,,-0.33,,,,2.08,4.99,-3.62,-1.54,0.212,113060,2023,11306,1루수,13000.0,19.0,192.0,0.0,13000.0
833,833,고종욱,KIA 타이거즈,45,35,248.1,-0.259,59.0,54.0,3.0,2.0,96.6,2.07,-0.63,-0.52,-0.05,,,,,,-1.2,-1.51,-1.34,-2.54,-0.122,106590,2023,10659,좌익수,7000.0,23.0,284.0,0.0,7000.0
834,834,최형우,KIA 타이거즈,15,14,107.0,-0.442,19.0,18.0,0.0,1.0,94.7,1.51,-3.2,-0.26,-0.31,,,,,,-3.76,-4.47,-0.57,-4.33,-0.383,103440,2023,10344,좌익수,90000.0,2.0,25.0,43333.0,133333.0
835,835,나성범,KIA 타이거즈,50,49,410.2,-0.531,93.0,88.0,4.0,1.0,98.9,2.02,-4.09,0.27,0.79,,,,,,-3.03,-7.53,-2.17,-5.2,-0.309,111620,2023,11162,우익수,80000.0,1.0,7.0,100000.0,180000.0
836,836,정해영,KIA 타이거즈,52,0,49.1,,11.0,3.0,7.0,1.0,90.9,1.82,,,,,,,,,0.0,0.0,,,0.0,146080,2023,14608,투수,23000.0,9.0,127.0,0.0,23000.0
837,837,윤중현,KIA 타이거즈,30,0,28.0,,5.0,2.0,3.0,0.0,100.0,1.61,,,,,,,,,0.0,0.0,,,0.0,131220,2023,13122,,7900.0,22.0,267.0,0.0,7900.0
838,838,황동하,KIA 타이거즈,12,6,31.1,,8.0,3.0,5.0,0.0,100.0,2.3,,,,,,,,,0.0,0.0,,,0.0,150630,2023,15063,,3000.0,47.0,572.0,0.0,3000.0
839,839,박준표,KIA 타이거즈,33,0,28.0,,5.0,0.0,5.0,0.0,100.0,1.61,,,,,,,,,0.0,0.0,,,0.0,110700,2023,11070,,10500.0,20.0,217.0,0.0,10500.0
840,840,김기훈,KIA 타이거즈,27,0,31.1,,2.0,0.0,2.0,0.0,100.0,0.57,,,,,,,,,0.0,0.0,,,0.0,141760,2023,14176,,5000.0,29.0,353.0,0.0,5000.0
841,841,장성우,KT 위즈,116,104,886.0,1.178,768.0,719.0,43.0,6.0,99.2,7.74,0.72,,-0.19,,0.01,-0.06,1.28,,1.37,1.51,10.18,11.55,0.14,102358,2023,10235,포수,50000.0,4.0,47.0,45000.0,95000.0
842,842,김상수,KT 위즈,129,123,1020.1,0.613,441.0,176.0,259.0,6.0,98.6,3.84,-3.58,,0.92,-1.5,,,,,-4.17,-4.65,10.18,6.01,-0.425,103208,2023,10320,유격수,50000.0,7.0,65.0,20000.0,70000.0
843,843,김병준,KT 위즈,1,1,5.0,0.103,3.0,3.0,0.0,0.0,100.0,5.4,0.66,0.34,0.01,,,,,,1.01,48.41,0.0,1.01,0.103,150978,2023,15097,중견수,3000.0,58.0,572.0,0.0,3000.0
844,844,박경수,KT 위즈,101,52,503.0,0.087,301.0,118.0,179.0,4.0,98.7,5.31,-2.08,,0.86,0.03,,,,,-1.19,-1.6,2.04,0.85,-0.121,104698,2023,10469,2루수,20000.0,17.0,132.0,0.0,20000.0
845,845,배정대,KT 위즈,97,93,800.0,0.011,253.0,246.0,6.0,1.0,99.6,2.84,-2.66,1.75,1.02,,,,,,0.11,0.16,0.0,0.11,0.011,112128,2023,11212,중견수,34000.0,11.0,100.0,0.0,34000.0
846,846,문상인,KT 위즈,1,0,3.0,-0.018,2.0,2.0,0.0,0.0,100.0,6.0,0.0,,0.01,,,,-0.3,,-0.2,-29.5,0.02,-0.18,-0.021,132278,2023,13227,포수,3300.0,43.0,475.0,0.0,3300.0
847,847,박병호,KT 위즈,92,89,730.1,-0.03,735.0,669.0,61.0,5.0,99.3,9.0,6.2,,1.32,,-0.16,,,,7.37,8.03,-7.66,-0.29,0.751,104708,2023,10470,1루수,70000.0,5.0,49.0,23333.0,93333.0
848,848,김준태,KT 위즈,35,16,162.2,-0.082,123.0,108.0,11.0,4.0,96.7,6.58,0.26,,-1.56,,-0.01,0.48,-2.36,,-2.48,-5.18,1.68,-0.8,-0.253,108358,2023,10835,포수,10000.0,23.0,221.0,0.0,10000.0
849,849,하준호,KT 위즈,12,0,13.0,,2.0,0.0,2.0,0.0,100.0,1.38,,,,,,,,,0.0,0.0,,,0.0,103048,2023,10304,투수,4500.0,40.0,383.0,0.0,4500.0
850,850,김민,KT 위즈,16,4,29.0,,6.0,3.0,3.0,0.0,100.0,1.86,,,,,,,,,0.0,0.0,,,0.0,131678,2023,13167,,6000.0,32.0,313.0,0.0,6000.0
851,851,김영현,KT 위즈,31,0,33.0,,9.0,1.0,6.0,2.0,77.8,1.91,,,,,,,,,0.0,0.0,,,0.0,148698,2023,14869,,9000.0,25.0,241.0,0.0,9000.0
852,852,이채호,KT 위즈,21,0,24.2,,4.0,3.0,0.0,1.0,75.0,1.09,,,,,,,,,0.0,0.0,,,0.0,131308,2023,13130,,6000.0,32.0,313.0,0.0,6000.0
853,853,이상동,KT 위즈,36,0,40.2,,6.0,2.0,4.0,0.0,100.0,1.33,,,,,,,,,0.0,0.0,,,0.0,141098,2023,14109,,3200.0,49.0,501.0,0.0,3200.0
854,854,김재윤,KT 위즈,59,0,65.2,,13.0,5.0,7.0,1.0,92.3,1.64,,,,,,,,,0.0,0.0,,,0.0,114898,2023,11489,투수,36000.0,10.0,95.0,0.0,36000.0
855,855,이선우,KT 위즈,22,4,37.1,,6.0,1.0,5.0,0.0,100.0,1.45,,,,,,,,,0.0,0.0,,,0.0,141118,2023,14111,,3000.0,58.0,572.0,0.0,3000.0
856,856,박영현,KT 위즈,67,0,75.1,,12.0,5.0,7.0,0.0,100.0,1.43,,,,,,,,,0.0,0.0,,,0.0,150898,2023,15089,투수,6100.0,31.0,311.0,0.0,6100.0
857,857,이재현,삼성 라이온즈,140,135,1156.1,1.301,583.0,222.0,341.0,20.0,96.6,4.38,1.82,,0.74,-0.44,,,,,2.11,2.13,10.64,12.75,0.216,150343,2023,15034,유격수,6000.0,34.0,313.0,0.0,6000.0
858,858,강민호,삼성 라이온즈,101,94,786.2,0.646,631.0,579.0,49.0,3.0,99.5,7.18,-0.6,,0.55,,-0.56,-1.84,-0.71,,-2.95,-3.4,9.29,6.34,-0.301,102323,2023,10232,포수,60000.0,8.0,54.0,30000.0,90000.0
859,859,김태군,삼성 라이온즈,24,20,181.0,0.408,139.0,128.0,11.0,0.0,100.0,6.91,-0.28,,0.47,,-0.01,0.44,1.95,,1.98,2.51,2.02,4.0,0.202,104593,2023,10459,포수,20000.0,11.0,132.0,0.0,20000.0
860,860,김도환,삼성 라이온즈,8,3,31.0,0.034,25.0,24.0,1.0,0.0,100.0,7.26,-0.09,,0.08,,,-0.1,0.38,,0.16,2.58,0.17,0.33,0.016,141153,2023,14115,포수,5000.0,40.0,353.0,0.0,5000.0
861,861,이병헌,삼성 라이온즈,21,9,85.1,0.012,66.0,63.0,3.0,0.0,100.0,6.96,-0.09,,0.22,,,0.56,-1.84,,-0.61,-3.79,0.72,0.11,-0.062,141173,2023,14117,포수,3400.0,56.0,467.0,0.0,3400.0
862,862,이상민,삼성 라이온즈,23,0,18.0,0.0,3.0,1.0,2.0,0.0,100.0,1.5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,111693,2023,11169,투수,7500.0,29.0,272.0,0.0,7500.0
863,863,김민수,삼성 라이온즈,2,0,3.0,-0.012,3.0,3.0,0.0,0.0,100.0,9.0,0.0,,0.01,,,-0.19,0.06,,-0.14,-10.18,0.02,-0.12,-0.014,112663,2023,11266,포수,5200.0,39.0,349.0,0.0,5200.0
864,864,오재일,삼성 라이온즈,88,80,700.0,-0.077,717.0,656.0,53.0,8.0,98.9,9.12,4.85,,0.28,,0.64,,,,5.77,7.84,-6.52,-0.75,0.588,104003,2023,10400,1루수,50000.0,6.0,37.0,60000.0,110000.0
865,865,김지찬,삼성 라이온즈,91,85,696.1,-0.16,410.0,170.0,224.0,16.0,96.1,5.09,-3.87,,0.39,-1.53,,,,,-5.0,-7.28,3.43,-1.57,-0.51,146183,2023,14618,2루수,16000.0,16.0,158.0,0.0,16000.0
866,866,이태훈,삼성 라이온즈,7,3,22.2,-0.167,18.0,17.0,0.0,1.0,94.4,6.75,-1.02,,-0.45,,,,,,-1.48,-17.72,-0.16,-1.64,-0.151,131603,2023,13160,1루수,3500.0,55.0,453.0,0.0,3500.0
867,867,김동엽,삼성 라이온즈,8,6,44.0,-0.271,11.0,10.0,0.0,1.0,90.9,2.05,-1.48,-0.51,-0.42,,,,,,-2.41,-5.02,-0.25,-2.66,-0.246,125483,2023,12548,좌익수,9000.0,26.0,241.0,0.0,9000.0
868,868,이승현,삼성 라이온즈,45,0,43.1,,7.0,2.0,5.0,0.0,100.0,1.45,,,,,,,,,0.0,0.0,,,0.0,147983,2023,14798,,43000.0,11.0,87.0,0.0,43000.0
869,869,오승환,삼성 라이온즈,58,1,62.2,,16.0,4.0,12.0,0.0,100.0,2.3,,,,,,,,,0.0,0.0,,,0.0,103673,2023,10367,투수,140000.0,4.0,22.0,0.0,140000.0
870,870,이승현,삼성 라이온즈,60,0,60.0,,8.0,4.0,4.0,0.0,100.0,1.2,,,,,,,,,0.0,0.0,,,0.0,105273,2023,10527,,47000.0,10.0,82.0,0.0,47000.0
871,871,김대우,삼성 라이온즈,44,5,64.0,,13.0,3.0,8.0,2.0,84.6,1.55,,,,,,,,,0.0,0.0,,,0.0,106853,2023,10685,,7000.0,31.0,284.0,0.0,7000.0
872,872,이재익,삼성 라이온즈,49,0,41.0,,9.0,3.0,5.0,1.0,88.9,1.76,,,,,,,,,0.0,0.0,,,0.0,132443,2023,13244,투수,5700.0,35.0,336.0,0.0,5700.0
873,873,김태훈,삼성 라이온즈,63,0,55.2,,17.0,4.0,13.0,0.0,100.0,2.75,,,,,,,,,0.0,0.0,,,0.0,108713,2023,10871,,18000.0,15.0,151.0,0.0,18000.0
874,874,김서준,삼성 라이온즈,8,1,7.2,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,150393,2023,15039,투수,3300.0,57.0,475.0,0.0,3300.0
875,875,박성한,SSG 랜더스,128,124,1090.1,1.447,605.0,218.0,368.0,19.0,96.9,4.84,5.62,,-0.9,-1.1,,,,,3.62,4.08,10.56,14.18,0.37,129224,2023,12922,유격수,27000.0,13.0,113.0,0.0,27000.0
876,876,김민식,SSG 랜더스,121,87,786.2,1.249,664.0,601.0,62.0,1.0,99.8,7.59,0.99,,1.54,,0.11,1.9,0.39,,4.81,5.67,7.44,12.25,0.49,107074,2023,10707,포수,15000.0,19.0,164.0,0.0,15000.0
877,877,조형우,SSG 랜더스,55,38,312.2,0.254,293.0,258.0,30.0,5.0,98.3,8.29,0.19,,-1.17,,-0.01,0.62,-0.14,,-0.47,-1.08,2.95,2.49,-0.047,148064,2023,14806,포수,16200.0,17.0,157.0,0.0,16200.0
878,878,이재원,SSG 랜더스,27,15,134.0,0.059,118.0,105.0,12.0,1.0,99.2,7.86,0.3,,-0.15,,-0.01,-1.54,1.2,,-0.55,-2.94,1.13,0.58,-0.056,100824,2023,10082,포수,10000.0,24.0,221.0,0.0,10000.0
879,879,김건웅,SSG 랜더스,1,1,9.0,0.006,6.0,6.0,0.0,0.0,100.0,6.0,0.1,,0.02,,,,,,0.11,16.46,-0.06,0.05,0.012,154654,2023,15465,1루수,3000.0,45.0,572.0,0.0,3000.0
880,880,이흥련,SSG 랜더스,16,4,55.0,-0.202,48.0,45.0,2.0,1.0,97.9,7.69,0.0,,-0.35,,-0.01,-0.98,-1.45,,-2.36,-21.25,0.38,-1.98,-0.241,111084,2023,11108,포수,7000.0,30.0,284.0,0.0,7000.0
881,881,최정,SSG 랜더스,114,112,934.1,-0.256,258.0,70.0,175.0,13.0,95.0,2.36,-4.87,,1.67,0.69,0.01,,,,-2.51,-2.82,0.0,-2.51,-0.256,101064,2023,10106,3루수,100000.0,4.0,44.0,0.0,100000.0
882,882,전의산,SSG 랜더스,45,37,296.0,-0.322,292.0,268.0,20.0,4.0,98.6,8.76,-1.1,,0.54,,0.06,,,,-0.5,-1.29,-2.66,-3.16,-0.051,146994,2023,14699,1루수,9000.0,26.0,241.0,0.0,9000.0
883,883,추신수,SSG 랜더스,25,24,187.1,-0.324,43.0,42.0,1.0,0.0,100.0,2.07,-2.66,0.21,0.36,,,,,,-2.09,-2.69,-1.08,-3.17,-0.213,148884,2023,14888,우익수,170000.0,1.0,9.0,0.0,170000.0
884,884,문승원,SSG 랜더스,50,12,105.0,,28.0,6.0,21.0,1.0,96.4,2.31,,,,,,,,,0.0,0.0,,,0.0,107834,2023,10783,투수,70000.0,9.0,65.0,0.0,70000.0
885,885,서진용,SSG 랜더스,69,0,73.0,,5.0,1.0,4.0,0.0,100.0,0.62,,,,,,,,,0.0,0.0,,,0.0,107844,2023,10784,투수,26500.0,14.0,114.0,0.0,26500.0
886,886,고효준,SSG 랜더스,70,0,58.0,,11.0,1.0,8.0,2.0,81.8,1.4,,,,,,,,,0.0,0.0,,,0.0,101244,2023,10124,투수,8500.0,27.0,253.0,0.0,8500.0
887,887,이건욱,SSG 랜더스,27,1,38.2,,7.0,1.0,5.0,1.0,85.7,1.4,,,,,,,,,0.0,0.0,,,0.0,112424,2023,11242,,3100.0,42.0,522.0,0.0,3100.0
888,888,최민준,SSG 랜더스,52,0,60.0,,9.0,3.0,6.0,0.0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,131264,2023,13126,투수,13000.0,22.0,192.0,0.0,13000.0
889,889,백승건,SSG 랜더스,24,2,38.0,,6.0,0.0,5.0,1.0,83.3,1.18,,,,,,,,,0.0,0.0,,,0.0,141454,2023,14145,,3000.0,45.0,572.0,0.0,3000.0
890,890,노경은,SSG 랜더스,74,0,83.0,,15.0,6.0,8.0,1.0,93.3,1.52,,,,,,,,,0.0,0.0,,,0.0,102034,2023,10203,,17000.0,16.0,154.0,0.0,17000.0
891,891,임준섭,SSG 랜더스,39,0,32.2,,3.0,1.0,2.0,0.0,100.0,0.83,,,,,,,,,0.0,0.0,,,0.0,107954,2023,10795,,4000.0,37.0,408.0,0.0,4000.0
892,892,박민우,NC 다이노스,114,108,874.2,0.84,475.0,196.0,264.0,15.0,96.8,4.73,5.73,,-1.1,-1.1,,,,,3.53,4.1,4.71,8.24,0.36,111375,2023,11137,2루수,110000.0,1.0,7.0,70000.0,180000.0
893,893,박세혁,NC 다이노스,86,72,620.0,0.809,566.0,524.0,41.0,1.0,99.8,8.2,0.38,,1.11,,0.28,-1.17,0.99,,1.29,2.1,6.65,7.93,0.131,108915,2023,10891,포수,70000.0,5.0,33.0,45000.0,115000.0
894,894,김형준,NC 다이노스,24,19,180.0,0.35,169.0,160.0,7.0,2.0,98.8,8.35,0.12,,-0.52,,,0.16,2.62,,1.59,8.8,1.85,3.44,0.162,130815,2023,13081,포수,5000.0,34.0,353.0,0.0,5000.0
895,895,안중열,NC 다이노스,74,50,411.2,0.036,399.0,373.0,21.0,5.0,98.7,8.61,-0.22,,-1.41,,-0.3,1.06,-3.93,,-3.63,-6.78,3.98,0.36,-0.37,113295,2023,11329,포수,6000.0,30.0,313.0,0.0,6000.0
896,896,박한결,NC 다이노스,5,1,14.0,0.022,5.0,5.0,0.0,0.0,100.0,3.21,0.91,-0.64,0.02,,,,,,0.3,3.57,-0.08,0.22,0.03,154515,2023,15451,좌익수,3000.0,53.0,572.0,0.0,3000.0
897,897,전사민,NC 다이노스,9,0,17.0,0.0,7.0,3.0,3.0,1.0,85.7,3.18,,,,,,,,,0.0,0.0,0.0,0.0,0.0,141565,2023,14156,투수,3100.0,48.0,522.0,0.0,3100.0
898,898,박대온,NC 다이노스,24,3,69.2,-0.004,71.0,64.0,4.0,3.0,95.8,8.78,-0.09,,-0.81,,,-0.04,0.33,,-0.71,-4.1,0.67,-0.04,-0.073,112465,2023,11246,포수,4000.0,40.0,408.0,0.0,4000.0
899,899,윤형준,NC 다이노스,74,57,476.0,-0.15,470.0,431.0,35.0,4.0,99.1,8.81,3.63,,-0.62,,-0.16,,,,2.85,5.01,-4.32,-1.47,0.291,111355,2023,11135,1루수,4000.0,40.0,408.0,0.0,4000.0
900,900,오영수,NC 다이노스,66,61,482.0,-0.243,450.0,417.0,25.0,8.0,98.2,8.25,2.37,,-0.12,,-0.06,,,,2.2,4.52,-4.58,-2.38,0.224,130825,2023,13082,1루수,6000.0,30.0,313.0,0.0,6000.0
901,901,배민서,NC 다이노스,6,0,6.2,,2.0,2.0,0.0,0.0,100.0,2.7,,,,,,,,,0.0,,,,0.0,141585,2023,14158,투수,5100.0,33.0,350.0,0.0,5100.0
902,902,김시훈,NC 다이노스,60,0,52.2,,8.0,1.0,6.0,1.0,87.5,1.2,,,,,,,,,0.0,0.0,,,0.0,130805,2023,13080,,9000.0,21.0,241.0,0.0,9000.0
903,903,류진욱,NC 다이노스,70,0,67.0,,16.0,2.0,14.0,0.0,100.0,2.15,,,,,,,,,0.0,0.0,,,0.0,113555,2023,11355,투수,7500.0,26.0,272.0,0.0,7500.0
904,904,한재승,NC 다이노스,10,0,9.2,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,147645,2023,14764,투수,10200.0,18.0,220.0,0.0,10200.0
905,905,이용찬,NC 다이노스,60,0,61.0,,17.0,7.0,9.0,1.0,94.1,2.36,,,,,,,,,0.0,0.0,,,0.0,102175,2023,10217,투수,40000.0,8.0,72.0,16666.0,56666.0
906,906,채지선,NC 다이노스,2,0,2.2,,1.0,1.0,0.0,0.0,100.0,3.38,,,,,,,,,0.0,0.0,,,0.0,113875,2023,11387,,3800.0,44.0,430.0,0.0,3800.0
907,907,양의지,두산 베어스,97,94,773.0,1.361,686.0,635.0,48.0,3.0,99.6,7.95,0.14,,1.5,,-0.08,1.63,1.62,,4.32,4.82,9.02,13.34,0.44,101651,2023,10165,포수,30000.0,3.0,22.0,110000.0,140000.0
908,908,허경민,두산 베어스,126,116,997.2,0.499,250.0,90.0,155.0,5.0,98.0,2.21,3.33,,1.81,-0.43,0.18,,,,4.9,5.42,0.0,4.9,0.499,101841,2023,10184,3루수,120000.0,2.0,6.0,62500.0,182500.0
909,909,정수빈,두산 베어스,135,131,1111.0,0.469,326.0,318.0,8.0,0.0,100.0,2.64,2.32,0.86,1.41,,,,,,4.6,4.83,0.0,4.6,0.469,101951,2023,10195,중견수,60000.0,6.0,55.0,26666.0,86666.0
910,910,장승현,두산 베어스,75,37,390.1,0.298,343.0,312.0,29.0,2.0,99.4,7.86,-0.86,,0.51,,-0.01,-0.32,-0.21,,-0.82,-1.55,3.74,2.93,-0.083,110971,2023,11097,포수,6000.0,30.0,313.0,0.0,6000.0
911,911,강진성,두산 베어스,2,0,2.0,0.037,4.0,4.0,0.0,0.0,100.0,18.0,0.4,,0.0,,,,,,0.4,1.0,-0.04,0.36,0.041,111481,2023,11148,1루수,8000.0,28.0,258.0,0.0,8000.0
912,912,김민혁,두산 베어스,12,5,56.0,0.024,57.0,52.0,4.0,1.0,98.2,9.0,1.02,,-0.39,,0.06,,,,0.69,4.73,-0.46,0.23,0.07,129701,2023,12970,1루수,4500.0,36.0,383.0,0.0,4500.0
913,913,박유연,두산 베어스,10,5,41.1,-0.028,38.0,36.0,1.0,1.0,97.4,8.06,-0.09,,-0.39,,-0.01,0.32,-0.67,,-0.64,-9.15,0.36,-0.28,-0.065,128921,2023,12892,포수,3300.0,48.0,475.0,0.0,3300.0
914,914,안승한,두산 베어스,21,8,80.0,-0.256,57.0,52.0,3.0,2.0,96.5,6.19,-0.15,,-0.78,,-0.01,-1.63,-0.73,,-3.08,-20.17,0.58,-2.51,-0.314,113281,2023,11328,포수,4500.0,36.0,383.0,0.0,4500.0
915,915,양석환,두산 베어스,111,111,920.2,-0.519,859.0,785.0,64.0,10.0,98.8,8.3,4.03,,0.18,,-0.18,,,,4.03,4.15,-9.12,-5.09,0.411,112131,2023,11213,1루수,40000.0,9.0,92.0,0.0,40000.0
916,916,김재환,두산 베어스,58,55,440.0,-0.59,118.0,114.0,3.0,1.0,99.2,2.39,-3.12,-0.7,0.29,,,,,,-3.53,-3.85,-2.26,-5.79,-0.36,106431,2023,10643,좌익수,150000.0,1.0,1.0,137500.0,287500.0
