Name_x,포지션,fid_G,fid_GS,fid_IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도.1,수비 관련 득점 기여도.2,수비 관련 득점 기여도.3,수비 관련 득점 기여도.4,수비 관련 득점 기여도.5,수비 관련 득점 기여도.6,수비 관련 득점 기여도.7,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid,pit_G,pit_GS,GR,GF,CG,SHO,W,L,S,HD,pit_IP,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼_x,bat_G,oWAR,dWAR,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,TB,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,비율,비율.1,비율.2,비율.3,비율.4,비율.5,WAR▼_y,Name_y,연봉(만원),WAR,WAR당 연봉
에레디아,좌익수,117,115,975.0,222,211,8,3,98.6,2.02,3.21,-0.11,0.11,0,0,0,0,0,3.21,3.4,-4.97,-1.76,0.293,-0.161,SSG 랜더스,15530.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,4.09,0.33,591,588,541,82,195,31,1,21,291,118,4,3,28,13,3,73,12,0,9,0.36,0.399,0.538,0.937,0.191,137.2,4.42,에레디아,115000,4.89,23509
김동혁,좌익수,2,0,3.0,1,1,0,0,100.0,3.0,-0.08,0,0.0,0,0,0,0,0,-0.07,-0.27,0,0,-0.007,0,롯데 자이언츠,15645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김동혁,3100,0.21,14524
도슨,좌익수,63,57,495.0,134,132,0,2,98.5,2.4,2.31,-0.02,-0.44,0,0,0,0,0,1.84,2.79,-2.63,-0.79,0.168,-0.072,키움 히어로즈,15652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3.07,0.1,429,429,382,69,126,31,2,11,194,57,2,2,39,6,0,54,10,0,2,0.33,0.399,0.508,0.907,0.187,145.9,3.17,도슨,55000,3.42,16102
김현종,좌익수,4,0,5.0,0,0,0,0,0.0,0.0,0,0,0.01,0,0,0,0,0,0.01,0.05,-0.02,-0.01,0.001,-0.001,LG 트윈스,16013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김현종,3000,0.17,17163
정현승,좌익수,5,2,23.0,4,4,0,0,100.0,1.57,-0.22,0.29,0.03,0,0,0,0,0,0.1,0.6,-0.07,0.03,0.009,0.002,SSG 랜더스,16043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,정현승,3000,-0.24,-12319
전다민,좌익수,7,4,38.2,4,3,1,0,100.0,0.93,-0.52,0.21,0.04,0,0,0,0,0,-0.27,-1.53,-0.16,-0.43,-0.024,-0.039,두산 베어스,16072.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.34,-0.04,34,34,27,10,9,2,0,0,11,1,1,1,7,0,0,8,0,0,0,0.333,0.471,0.407,0.878,0.202,156.9,0.3,전다민,3000,0.35,8557
이선우,좌익수,1,0,1.0,0,0,0,0,0.0,0.0,-0.66,0,0.0,0,0,0,0,0,-0.65,-13.47,0,0,-0.058,0,롯데 자이언츠,16095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이선우,3000,-0.20,-14708
레이예스,좌익수,47,44,346.0,81,79,2,0,100.0,2.11,-3.14,0.0,0.39,0,0,0,0,0,-2.75,-2.75,-1.94,-4.69,-0.251,-0.428,롯데 자이언츠,16106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,레이예스,60000,3.72,16111
페라자,좌익수,54,42,349.1,80,75,3,2,97.5,2.01,-0.86,-0.71,-0.61,0,0,0,0,0,-2.18,-2.57,-1.83,-4.01,-0.199,-0.366,한화 이글스,16121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2.27,-0.14,522,518,455,75,125,24,0,24,221,70,7,5,63,2,5,129,6,0,2,0.275,0.364,0.486,0.85,0.158,116.7,2.13,페라자,60000,2.90,20686
원성준,좌익수,7,1,20.0,8,7,1,0,100.0,3.6,1.06,0.85,0.02,0,0,0,0,0,1.93,5.45,-0.08,1.85,0.176,0.169,키움 히어로즈,16136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,원성준,3000,-0.25,-11991
카디네스,좌익수,1,1,1.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.02,-0.01,-0.01,0.0,-0.001,삼성 라이온즈,16156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,카디네스,32700,0.00,11890996
제러드,좌익수,15,14,118.1,23,23,0,0,100.0,1.75,-2.58,-0.23,0.13,0,0,0,0,0,-2.68,-10.16,-0.63,-3.31,-0.245,-0.303,두산 베어스,16158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,제러드,30000,1.52,19800
이용규,중견수,26,20,171.1,49,49,0,0,100.0,2.57,-1.65,0.0,0.36,0,0,0,0,0,-1.29,-3.1,0.0,-1.29,-0.118,-0.118,키움 히어로즈,10035.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.43,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,1.42,이용규,20000,1.54,12962
김강민,중견수,31,15,153.1,40,40,0,0,100.0,2.35,1.45,0.38,0.32,0,0,0,0,0,2.14,7.52,0.0,2.14,0.196,0.196,한화 이글스,10108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-0.17,0.19,87,87,76,5,17,0,0,1,20,7,0,0,8,3,0,21,1,0,0,0.224,0.322,0.263,0.585,0.08,58.8,0.02,김강민,11000,0.08,142068
이명기,중견수,1,0,1.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.07,0,0,0.0,0,한화 이글스,10119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이명기,5000,-0.09,-53323
박건우,중견수,3,2,15.0,4,4,0,0,100.0,2.4,-1.41,-0.27,0.03,0,0,0,0,0,-1.65,-2.67,0.0,-1.65,-0.151,-0.151,NC 다이노스,10189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,박건우,80000,2.94,27245
정수빈,중견수,133,131,1114.0,319,313,5,1,99.7,2.57,2.03,1.31,1.82,0,0,0,0,0,5.15,5.46,0.0,5.15,0.471,0.471,두산 베어스,10195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2.52,0.45,608,598,510,95,145,21,3,4,184,47,52,13,71,9,1,72,8,10,8,0.284,0.376,0.361,0.737,0.131,100.2,2.97,정수빈,60000,3.13,19197
오태곤,중견수,14,7,56.0,9,9,0,0,100.0,1.45,-1.07,0.15,0.12,0,0,0,0,0,-0.8,-0.98,0.0,-0.8,-0.073,-0.073,SSG 랜더스,10249.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,오태곤,25000,1.43,17510
김헌곤,중견수,5,1,16.0,3,3,0,0,100.0,1.69,-1.7,0.16,0.03,0,0,0,0,0,-1.51,-1.86,0.0,-1.51,-0.138,-0.138,삼성 라이온즈,10640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김헌곤,6000,1.59,3781
김성욱,중견수,102,83,743.0,203,197,5,1,99.5,2.45,-2.84,0.42,1.04,0,0,0,0,0,-1.37,-1.53,0.0,-1.37,-0.125,-0.125,NC 다이노스,11153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,-0.1,-0.38,412,409,358,55,73,8,2,17,136,60,10,4,31,15,0,79,7,3,5,0.204,0.291,0.38,0.671,0.095,71.4,-0.49,김성욱,9500,-0.37,-25964
권희동,중견수,7,7,38.0,11,11,0,0,100.0,2.61,1.23,-0.24,0.08,0,0,0,0,0,1.07,1.25,0.0,1.07,0.098,0.098,NC 다이노스,11172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,권희동,15000,4.11,3647
박해민,중견수,143,128,1127.0,286,283,2,1,99.7,2.28,4.18,0.71,1.84,0,0,0,0,0,6.72,6.72,0.0,6.72,0.614,0.614,LG 트윈스,11190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1.44,0.59,553,548,482,72,127,16,6,6,173,56,43,13,46,11,0,101,3,5,9,0.263,0.336,0.359,0.695,0.112,86.1,2.03,박해민,60000,2.71,22112
배정대,중견수,113,110,958.0,276,266,3,7,97.5,2.53,-5.7,1.1,-1.52,0,0,0,0,0,-6.12,-7.8,0.0,-6.12,-0.559,-0.559,KT 위즈,11212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1.41,-0.52,473,464,404,49,111,25,1,7,159,59,9,7,50,4,1,114,5,8,7,0.275,0.355,0.394,0.749,0.129,94.1,0.88,배정대,32000,0.77,41600
임병욱,중견수,20,13,107.0,26,25,0,1,96.2,2.1,-1.3,-0.31,-0.28,0,0,0,0,0,-1.88,-6.46,0.0,-1.88,-0.172,-0.172,키움 히어로즈,11226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-0.13,-0.03,92,92,87,14,21,3,0,3,33,10,1,0,4,0,0,32,1,0,1,0.241,0.272,0.379,0.651,0.075,57.9,-0.16,임병욱,7000,0.02,412726
이창진,중견수,1,1,5.0,1,1,0,0,100.0,1.8,0.54,0.12,0.01,0,0,0,0,0,0.67,0.93,0.0,0.67,0.061,0.061,KIA 타이거즈,11233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이창진,12000,0.64,18738
김호령,중견수,61,9,177.0,64,62,0,2,96.9,3.15,3.13,-0.14,-0.64,0,0,0,0,0,2.36,5.3,0.0,2.36,0.215,0.215,KIA 타이거즈,11298.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,-0.44,0.21,67,67,59,12,8,2,0,1,13,4,3,2,8,0,0,25,1,0,0,0.136,0.239,0.22,0.459,0.021,16.0,-0.23,김호령,9000,-0.07,-126775
김민혁,중견수,14,13,105.1,29,28,0,1,96.6,2.39,-0.88,-0.56,-0.28,0,0,0,0,0,-1.72,-2.15,0.0,-1.72,-0.157,-0.157,KT 위즈,11339.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김민혁,24000,2.70,8893
송민섭,중견수,10,0,24.0,3,3,0,0,100.0,1.13,-0.25,-0.11,0.05,0,0,0,0,0,-0.32,-1.27,0.0,-0.32,-0.029,-0.029,KT 위즈,11342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,송민섭,6500,-0.27,-24314
안익훈,중견수,5,2,24.0,10,10,0,0,100.0,3.75,1.9,0.06,0.05,0,0,0,0,0,2.0,7.79,0.0,2.0,0.183,0.183,LG 트윈스,11347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안익훈,5500,0.01,689157
최민창,중견수,1,0,1.0,1,1,0,0,100.0,9.0,0.15,0.03,0.0,0,0,0,0,0,0.18,3.79,0,0,0.017,0,SSG 랜더스,11351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최민창,3000,-0.03,-105694
조수행,중견수,22,11,119.2,34,33,1,0,100.0,2.56,-1.98,0.0,0.25,0,0,0,0,0,-1.73,-1.92,0.0,-1.73,-0.158,-0.158,두산 베어스,12524.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,조수행,9500,1.83,5194
최원준,중견수,93,82,624.0,169,163,2,4,97.6,2.38,-3.0,0.55,-0.71,0,0,0,0,0,-3.16,-3.35,0.0,-3.16,-0.289,-0.289,KIA 타이거즈,12534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2.43,-0.26,508,501,438,75,128,23,3,9,184,56,21,9,50,8,0,66,6,7,5,0.292,0.371,0.42,0.791,0.147,110.1,2.17,최원준,22000,2.35,9351
이진영,중견수,27,15,131.0,46,46,0,0,100.0,3.16,1.96,-0.36,0.27,0,0,0,0,0,1.87,6.4,0.0,1.87,0.17,0.17,한화 이글스,12539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-0.3,0.15,103,103,93,20,19,6,0,1,28,13,0,1,8,2,0,27,3,0,0,0.204,0.282,0.301,0.583,0.067,50.9,-0.15,이진영,7000,0.03,205441
홍창기,중견수,12,9,61.0,14,14,0,0,100.0,2.07,-1.26,0.04,0.13,0,0,0,0,0,-1.09,-1.13,0.0,-1.09,-0.1,-0.1,LG 트윈스,12546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,홍창기,51000,6.29,8112
이성규,중견수,27,18,145.0,39,38,0,1,97.4,2.36,-1.82,-0.87,-0.2,0,0,0,0,0,-2.89,-3.41,0.0,-2.89,-0.264,-0.264,삼성 라이온즈,12562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이성규,6000,1.86,3233
장진혁,중견수,73,66,562.1,144,142,1,1,99.3,2.29,-2.07,0.42,0.67,0,0,0,0,0,-0.98,-1.43,0.0,-0.98,-0.09,-0.09,한화 이글스,12583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0.57,0.0,327,322,289,56,76,16,0,9,119,44,14,6,29,3,0,72,6,5,1,0.263,0.335,0.412,0.747,0.125,91.6,0.58,장진혁,5800,0.76,7644
박정우,중견수,47,5,115.1,33,29,2,2,93.9,2.42,2.06,-0.07,-0.76,0,0,0,0,0,1.23,2.68,0.0,1.23,0.112,0.112,KIA 타이거즈,12869.0,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.8,0.0,0.04,66,0.05,0.37,69,69,65,17,20,3,1,0,25,11,0,1,4,0,0,14,3,0,0,0.308,0.348,0.385,0.733,0.121,89.2,0.42,박정우,3800,0.42,8953
이유찬,중견수,2,0,3.0,2,2,0,0,100.0,6.0,0.2,-0.05,0.01,0,0,0,0,0,0.16,0.22,0.0,0.16,0.015,0.015,두산 베어스,12894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이유찬,8500,0.73,11604
김성윤,중견수,24,9,105.1,33,32,1,0,100.0,2.82,0.6,0.11,0.22,0,0,0,0,0,0.93,4.2,0.0,0.93,0.085,0.085,삼성 라이온즈,12936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-0.07,0.04,89,86,74,15,18,4,0,0,22,6,3,1,9,1,0,16,1,3,2,0.243,0.326,0.297,0.623,0.088,65.0,-0.03,김성윤,10000,0.09,114787
홍현빈,중견수,8,2,24.0,4,4,0,0,100.0,1.5,-1.5,0.12,0.05,0,0,0,0,0,-1.33,-6.86,0.0,-1.33,-0.122,-0.122,KT 위즈,12941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,홍현빈,4500,-0.16,-29019
로하스,중견수,6,2,27.0,12,11,1,0,100.0,4.0,-0.14,0.14,0.06,0,0,0,0,0,0.05,0.05,0.0,0.05,0.005,0.005,KT 위즈,12995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,로하스,50000,7.26,6889
안치영,중견수,14,12,91.0,22,22,0,0,100.0,2.18,0.87,-0.36,0.19,0,0,0,0,0,0.7,3.25,0.0,0.7,0.064,0.064,KT 위즈,13006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-0.26,0.05,48,46,44,12,11,0,0,0,11,3,0,1,2,0,0,12,0,2,0,0.25,0.283,0.25,0.533,0.042,30.8,-0.22,안치영,5000,-0.07,-71312
예진원,중견수,11,1,23.0,6,6,0,0,100.0,2.35,-1.28,-0.82,0.05,0,0,0,0,0,-2.05,-13.45,0.0,-2.05,-0.188,-0.188,키움 히어로즈,13093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-0.1,-0.39,21,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0,0,0.211,0.286,0.263,0.549,0.056,42.8,-0.5,0,0,0,0
문성주,중견수,1,0,2.0,1,1,0,0,100.0,4.5,0.5,0,0.0,0,0,0,0,0,0.51,0.76,0.0,0.51,0.046,0.046,LG 트윈스,13112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,문성주,20000,2.89,6928
정은원,중견수,6,6,46.0,13,12,0,1,92.3,2.35,0.94,-0.43,-0.41,0,0,0,0,0,0.1,0.55,0.0,0.1,0.009,0.009,한화 이글스,13137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,정은원,17800,0.14,130324
이원석,중견수,40,22,219.0,62,62,0,0,100.0,2.55,2.9,-0.38,0.46,0,0,0,0,0,2.97,4.92,0.0,2.97,0.272,0.272,한화 이글스,13138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,-0.24,0.03,154,152,133,26,31,4,1,0,37,13,8,2,16,2,0,32,3,2,1,0.233,0.322,0.278,0.6,0.082,61.5,-0.21,이원석,3600,0.19,18675
장두성,중견수,23,2,50.1,17,17,0,0,100.0,3.04,0.97,0.11,0.1,0,0,0,0,0,1.18,2.4,0.0,1.18,0.108,0.108,롯데 자이언츠,13155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,-0.14,0.01,37,37,32,23,5,0,0,0,5,1,14,3,3,2,0,9,2,0,0,0.156,0.27,0.156,0.426,0.028,19.8,-0.12,장두성,4000,-0.22,-17905
최상민,중견수,14,1,26.0,17,16,1,0,100.0,5.88,1.39,0.31,0.05,0,0,0,0,0,1.75,5.87,0.0,1.75,0.16,0.16,SSG 랜더스,13195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최상민,3200,0.15,21232
한석현,중견수,8,5,47.0,16,15,1,0,100.0,3.06,-2.05,-0.36,0.1,0,0,0,0,0,-2.31,-8.33,0.0,-2.31,-0.211,-0.211,NC 다이노스,13250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,한석현,3900,-0.47,-8230
천재환,중견수,17,8,78.0,29,29,0,0,100.0,3.35,-0.37,0.5,0.16,0,0,0,0,0,0.29,0.47,0.0,0.29,0.027,0.027,NC 다이노스,13261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,천재환,5000,0.31,16080
권광민,중견수,1,1,8.0,1,1,0,0,100.0,1.13,-0.17,0.21,0.02,0,0,0,0,0,0.05,0.39,0.0,0.05,0.005,0.005,한화 이글스,13676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,권광민,3300,0.53,6250
유로결,중견수,2,2,18.0,2,2,0,0,100.0,1.0,0.08,-0.1,0.04,0,0,0,0,0,0.02,0.12,0.0,0.02,0.002,0.002,한화 이글스,14126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유로결,3300,-0.06,-59189
하재훈,중견수,24,19,160.0,38,37,1,0,100.0,2.14,-0.69,0.38,0.33,0,0,0,0,0,0.02,0.03,0.0,0.02,0.002,0.002,SSG 랜더스,14147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하재훈,10000,-1.59,-6309
신윤후,중견수,3,0,6.0,3,3,0,0,100.0,4.5,0.42,-0.03,0.01,0,0,0,0,0,0.4,1.49,0.0,0.4,0.037,0.037,롯데 자이언츠,14169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신윤후,5200,0.30,17392
김대한,중견수,5,0,10.0,4,4,0,0,100.0,3.6,-0.63,0,0.02,0,0,0,0,0,-0.61,-1.45,0.0,-0.61,-0.056,-0.056,두산 베어스,14170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김대한,3700,-0.51,-7286
