Name_x,포지션,fid_G,fid_GS,fid_IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도.1,수비 관련 득점 기여도.2,수비 관련 득점 기여도.3,수비 관련 득점 기여도.4,수비 관련 득점 기여도.5,수비 관련 득점 기여도.6,수비 관련 득점 기여도.7,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid,pit_G,pit_GS,GR,GF,CG,SHO,W,L,S,HD,pit_IP,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼_x,bat_G,oWAR,dWAR,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,TB,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,비율,비율.1,비율.2,비율.3,비율.4,비율.5,WAR▼_y,Name_y,연봉(만원),WAR,WAR당 연봉
박건우,우익수,68,67,522.0,108,104,3,1,99.1,1.84,-2.73,0.02,1.08,0,0,0,0,0,-1.63,-2.64,-2.72,-4.35,-0.149,-0.398,NC 다이노스,10189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2.96,-0.32,362,360,323,58,111,23,1,13,175,53,4,0,33,4,3,54,7,0,2,0.344,0.409,0.542,0.951,0.198,150.1,2.64,박건우,80000,2.94,27245
오태곤,우익수,10,5,50.0,19,16,1,2,89.5,3.06,-0.79,0.14,-0.85,0,0,0,0,0,-1.5,-1.85,-0.25,-1.75,-0.137,-0.16,SSG 랜더스,10249.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,오태곤,25000,1.43,17510
손아섭,우익수,20,17,130.2,37,37,0,0,100.0,2.55,3.51,-0.15,0.39,0,0,0,0,0,3.76,6.44,-0.71,3.05,0.343,0.278,NC 다이노스,10261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,손아섭,50000,1.03,48314
김헌곤,우익수,48,38,300.1,87,86,0,1,98.9,2.58,1.11,0.44,0.41,0,0,0,0,0,1.96,2.41,-1.43,0.53,0.179,0.048,삼성 라이온즈,10640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김헌곤,6000,1.59,3781
한유섬,우익수,101,97,802.2,170,164,0,6,96.5,1.84,-4.67,0.06,-0.59,0,0,0,0,0,-5.2,-5.67,-4.11,-9.31,-0.475,-0.85,SSG 랜더스,10815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.43,-0.67,523,519,464,64,109,29,0,24,210,87,0,1,46,9,3,142,2,1,3,0.235,0.314,0.453,0.767,0.125,89.3,-0.23,한유섬,90000,-0.20,-439861
구자욱,우익수,4,4,37.1,13,13,0,0,100.0,3.13,0.17,0.19,0.11,0,0,0,0,0,0.48,0.53,-0.19,0.29,0.043,0.026,삼성 라이온즈,10892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,구자욱,200000,6.19,32316
김인태,우익수,1,1,6.0,2,2,0,0,100.0,3.0,-0.72,0.01,0.02,0,0,0,0,0,-0.7,-10.07,-0.04,-0.74,-0.064,-0.068,두산 베어스,11098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김인태,9000,-0.40,-22487
이우성,우익수,25,22,162.0,36,34,0,2,94.4,1.89,-0.86,-0.25,-0.51,0,0,0,0,0,-1.63,-2.1,-0.8,-2.43,-0.149,-0.222,KIA 타이거즈,11099.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이우성,13000,-0.10,-128006
김성욱,우익수,24,8,80.0,15,15,0,0,100.0,1.69,-1.14,-0.88,0.24,0,0,0,0,0,-1.79,-1.99,-0.34,-2.13,-0.163,-0.194,NC 다이노스,11153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김성욱,9500,-0.37,-25964
나성범,우익수,67,67,505.0,97,91,5,1,99.0,1.71,-2.51,0.08,1.02,0,0,0,0,0,-1.4,-1.98,-2.81,-4.21,-0.128,-0.385,KIA 타이거즈,11162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1.89,-0.16,424,422,374,51,109,17,1,21,191,80,0,0,38,4,1,98,8,0,7,0.291,0.357,0.511,0.868,0.16,118.4,1.73,나성범,80000,1.84,43391
권희동,우익수,7,5,42.1,11,11,0,0,100.0,2.34,-1.7,-0.01,0.13,0,0,0,0,0,-1.58,-1.85,-0.23,-1.81,-0.144,-0.165,NC 다이노스,11172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,권희동,15000,4.11,3647
채은성,우익수,23,22,181.0,40,40,0,0,100.0,1.99,0.99,-1.06,0.55,0,0,0,0,0,0.47,0.54,-0.9,-0.43,0.043,-0.039,한화 이글스,11215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,채은성,100000,1.40,71340
임지열,우익수,9,9,66.0,10,10,0,0,100.0,1.36,-1.85,-0.3,0.2,0,0,0,0,0,-1.94,-12.73,-0.32,-2.26,-0.178,-0.207,키움 히어로즈,11225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,-0.87,임지열,7200,-0.74,-9765
임병욱,우익수,12,8,74.0,16,16,0,0,100.0,1.95,1.61,-0.09,0.22,0,0,0,0,0,1.74,5.97,-0.31,1.43,0.159,0.131,키움 히어로즈,11226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,임병욱,7000,0.02,412726
이창진,우익수,38,22,175.0,32,31,0,1,96.9,1.59,-1.39,-0.97,0.03,0,0,0,0,0,-2.33,-3.26,-0.82,-3.15,-0.213,-0.288,KIA 타이거즈,11233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이창진,12000,0.64,18738
김태진,우익수,2,0,6.0,0,0,0,0,0.0,0.0,-0.33,-0.11,0.02,0,0,0,0,0,-0.42,-0.74,-0.03,-0.45,-0.038,-0.041,키움 히어로즈,11244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김태진,11000,0.89,12361
김태훈,우익수,4,2,20.0,6,6,0,0,100.0,2.7,1.6,0.21,0.06,0,0,0,0,0,1.87,22.45,-0.09,1.78,0.171,0.163,삼성 라이온즈,11336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-0.14,0.09,21,21,20,2,4,1,0,0,5,1,0,0,0,1,0,3,1,0,0,0.2,0.238,0.25,0.488,0.027,18.5,-0.05,김태훈,4100,-0.02,-247030
김민혁,우익수,8,4,34.0,5,5,0,0,100.0,1.32,0.5,-0.14,0.1,0,0,0,0,0,0.46,0.58,-0.16,0.3,0.042,0.028,KT 위즈,11339.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김민혁,24000,2.70,8893
송민섭,우익수,24,0,42.1,8,7,0,1,87.5,1.49,-2.38,-0.2,-0.37,0,0,0,0,0,-2.96,-11.83,-0.1,-3.06,-0.27,-0.279,KT 위즈,11342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.08,-0.26,20,19,14,8,3,0,0,0,3,1,0,1,3,2,0,6,0,1,0,0.214,0.421,0.214,0.635,0.145,105.2,-0.18,송민섭,6500,-0.27,-24314
안익훈,우익수,4,1,14.0,5,5,0,0,100.0,3.21,0.72,0.18,0.04,0,0,0,0,0,0.94,3.67,-0.05,0.89,0.086,0.082,LG 트윈스,11347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안익훈,5500,0.01,689157
최민창,우익수,3,0,4.0,1,1,0,0,100.0,2.25,-0.54,0.3,0.01,0,0,0,0,0,-0.23,-4.64,-0.01,-0.24,-0.021,-0.022,SSG 랜더스,11351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.06,0.0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-133.8,-0.07,최민창,3000,-0.03,-105694
이형종,우익수,29,26,218.2,60,59,0,1,98.3,2.43,0.87,-0.05,0.16,0,0,0,0,0,0.98,4.03,-1.06,-0.08,0.09,-0.007,키움 히어로즈,12516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.28,0.08,126,125,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,1,0,0.216,0.36,0.363,0.723,0.128,100.7,0.36,이형종,68000,0.66,103358
조수행,우익수,43,30,274.1,72,71,1,0,100.0,2.36,3.09,-0.03,0.83,0,0,0,0,0,3.9,4.32,-1.2,2.7,0.356,0.246,두산 베어스,12524.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,조수행,9500,1.83,5194
최원준,우익수,96,29,399.0,72,69,3,0,100.0,1.62,-0.13,0.19,1.21,0,0,0,0,0,1.27,1.34,-1.67,-0.4,0.116,-0.037,KIA 타이거즈,12534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,최원준,22000,2.35,9351
이진영,우익수,13,5,55.0,13,12,0,1,92.3,1.96,0.52,-0.47,-0.34,0,0,0,0,0,-0.29,-1.0,-0.26,-0.55,-0.027,-0.051,한화 이글스,12539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이진영,7000,0.03,205441
홍창기,우익수,127,120,1037.0,274,257,7,10,96.4,2.29,7.65,0.69,-1.89,0,0,0,0,0,6.46,6.69,-5.65,0.81,0.59,0.074,LG 트윈스,12546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,4.48,0.59,637,635,524,96,176,18,3,5,215,73,10,11,96,12,3,93,8,1,4,0.336,0.447,0.41,0.857,0.185,142.3,5.06,홍창기,51000,6.29,8112
이성규,우익수,51,33,294.1,83,78,2,3,96.4,2.45,4.91,0.21,-0.62,0,0,0,0,0,4.5,5.32,-1.3,3.2,0.411,0.293,삼성 라이온즈,12562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1.02,0.08,355,351,302,56,73,10,1,22,151,57,9,2,31,15,0,109,5,4,3,0.242,0.339,0.5,0.839,0.149,106.1,1.11,이성규,6000,1.86,3233
장진혁,우익수,15,2,48.1,12,12,0,0,100.0,2.23,1.38,-0.12,0.15,0,0,0,0,0,1.4,2.04,-0.19,1.21,0.128,0.111,한화 이글스,12583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장진혁,5800,0.76,7644
김태연,우익수,69,68,526.0,87,81,4,2,97.7,1.45,-4.37,-0.66,0.59,0,0,0,0,0,-4.45,-5.09,-2.76,-7.21,-0.407,-0.659,한화 이글스,12585.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1.43,-0.82,472,466,413,59,120,24,0,12,180,61,5,2,45,4,0,89,9,6,4,0.291,0.363,0.436,0.799,0.145,106.5,0.61,김태연,7800,0.47,16566
홍성호,우익수,3,0,5.0,0,0,0,0,0.0,0.0,0.32,0,0.02,0,0,0,0,0,0.34,3.23,-0.01,0.33,0.031,0.03,두산 베어스,12606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,홍성호,3300,0.10,31759
박정우,우익수,7,2,25.0,7,6,0,1,85.7,2.16,0.79,-0.38,-0.43,0,0,0,0,0,-0.02,-0.05,-0.11,-0.13,-0.002,-0.012,KIA 타이거즈,12869.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,박정우,3800,0.42,8953
이유찬,우익수,5,3,17.0,3,3,0,0,100.0,1.59,0.47,0.12,0.05,0,0,0,0,0,0.64,0.89,-0.11,0.53,0.058,0.048,두산 베어스,12894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이유찬,8500,0.73,11604
김성윤,우익수,11,7,63.1,15,14,1,0,100.0,2.13,2.06,-0.76,0.19,0,0,0,0,0,1.49,6.72,-0.34,1.15,0.136,0.105,삼성 라이온즈,12936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김성윤,10000,0.09,114787
홍현빈,우익수,15,1,29.0,9,8,0,1,88.9,2.48,-1.76,0.06,-0.41,0,0,0,0,0,-2.12,-10.91,-0.08,-2.2,-0.194,-0.201,KT 위즈,12941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.04,-0.22,22,21,18,5,4,0,1,0,6,2,0,0,3,0,0,7,0,1,0,0.222,0.333,0.333,0.666,0.108,78.0,-0.18,홍현빈,4500,-0.16,-29019
조용호,우익수,49,32,295.0,59,58,0,1,98.3,1.77,2.16,0.25,0.39,0,0,0,0,0,2.79,6.7,-1.3,1.49,0.255,0.136,KT 위즈,12943.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-0.53,0.01,165,162,149,17,37,5,0,0,42,13,5,1,13,0,0,25,5,3,0,0.248,0.309,0.282,0.591,0.071,51.9,-0.52,조용호,15000,-0.42,-35436
로하스,우익수,80,75,575.0,124,119,3,2,98.4,1.91,-3.59,0.29,0.73,0,0,0,0,0,-2.57,-2.57,-3.25,-5.82,-0.235,-0.532,KT 위즈,12995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6.34,0.16,670,664,572,108,188,39,1,32,325,112,2,1,88,6,9,115,10,0,4,0.329,0.421,0.568,0.989,0.211,153.3,6.5,로하스,50000,7.26,6889
안치영,우익수,13,1,30.0,3,3,0,0,100.0,0.9,-0.72,0.3,0.09,0,0,0,0,0,-0.32,-1.5,-0.08,-0.4,-0.029,-0.037,KT 위즈,13006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안치영,5000,-0.07,-71312
예진원,우익수,5,1,16.2,9,9,0,0,100.0,4.86,-1.52,-0.39,0.05,0,0,0,0,0,-1.85,-12.14,-0.07,-1.92,-0.169,-0.176,키움 히어로즈,13093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문성주,우익수,25,17,137.0,33,31,1,1,97.0,2.1,1.06,0.4,-0.09,0,0,0,0,0,1.37,2.05,-0.71,0.66,0.125,0.06,LG 트윈스,13112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,문성주,20000,2.89,6928
이원석,우익수,14,2,40.0,8,7,1,0,100.0,1.8,-0.64,-0.37,0.12,0,0,0,0,0,-0.88,-1.46,-0.16,-1.04,-0.081,-0.095,한화 이글스,13138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이원석,3600,0.19,18675
장두성,우익수,19,0,30.1,7,6,0,1,85.7,1.78,0.45,-0.08,-0.41,0,0,0,0,0,-0.04,-0.08,-0.08,-0.12,-0.003,-0.011,롯데 자이언츠,13155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,장두성,4000,-0.22,-17905
윤정빈,우익수,49,30,285.1,67,66,1,0,100.0,2.11,2.24,0.32,0.86,0,0,0,0,0,3.43,7.16,-1.32,2.11,0.313,0.193,삼성 라이온즈,13161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.67,0.38,188,188,161,26,46,4,1,7,73,20,1,3,22,3,0,47,1,0,2,0.286,0.378,0.453,0.831,0.159,113.7,1.05,윤정빈,3700,1.74,2126
강백호,우익수,5,3,24.0,4,2,0,2,50.0,0.75,-1.05,-0.03,-0.93,0,0,0,0,0,-2.01,-2.01,-0.16,-2.17,-0.184,-0.199,KT 위즈,13168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,강백호,29000,2.75,10546
최상민,우익수,20,0,32.2,7,6,1,0,100.0,1.93,-1.82,0.84,0.1,0,0,0,0,0,-0.88,-2.95,-0.04,-0.92,-0.081,-0.084,SSG 랜더스,13195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-0.01,0.13,13,13,12,9,2,2,0,0,4,1,2,1,0,1,0,5,0,0,0,0.167,0.231,0.333,0.564,0.058,42.6,0.12,최상민,3200,0.15,21232
변상권,우익수,9,5,51.2,18,18,0,0,100.0,3.14,2.51,-0.55,0.16,0,0,0,0,0,2.12,3.96,-0.21,1.91,0.193,0.174,키움 히어로즈,13223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,변상권,4800,0.24,19811
한석현,우익수,22,8,100.1,20,18,2,0,100.0,1.79,-1.18,0.39,0.3,0,0,0,0,0,-0.48,-1.74,-0.41,-0.89,-0.044,-0.082,NC 다이노스,13250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-0.22,-0.3,76,76,73,10,18,4,1,0,24,3,2,1,2,1,0,22,2,0,0,0.247,0.276,0.329,0.605,0.067,50.3,-0.52,한석현,3900,-0.47,-8230
천재환,우익수,48,26,248.0,44,41,1,2,95.5,1.52,-3.37,0.48,-0.25,0,0,0,0,0,-3.15,-5.1,-1.11,-4.26,-0.288,-0.389,NC 다이노스,13261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.56,-0.2,236,233,215,31,61,9,1,5,87,33,8,2,13,4,0,52,7,3,1,0.284,0.335,0.405,0.74,0.121,91.5,0.37,천재환,5000,0.31,16080
권광민,우익수,1,0,1.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.02,-0.01,-0.01,0.0,-0.001,한화 이글스,13676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,권광민,3300,0.53,6250
유로결,우익수,11,1,33.1,7,7,0,0,100.0,1.89,1.79,0.54,0.1,0,0,0,0,0,2.43,15.19,-0.15,2.28,0.222,0.208,한화 이글스,14126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-0.23,0.24,39,39,36,6,8,1,0,0,9,4,0,1,3,0,0,11,4,0,0,0.222,0.282,0.25,0.532,0.047,34.4,0.01,유로결,3300,-0.06,-59189
주성원,우익수,16,11,93.0,34,31,1,2,94.1,3.1,1.61,0.42,-0.72,0,0,0,0,0,1.31,6.99,-0.4,0.91,0.12,0.083,키움 히어로즈,14133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-0.23,0.09,62,61,55,7,11,1,0,1,15,5,0,0,6,0,0,18,2,1,0,0.2,0.279,0.273,0.552,0.054,42.4,-0.13,주성원,3500,0.01,375377
김창평,우익수,1,1,4.0,3,3,0,0,100.0,6.75,0.46,0,0.01,0,0,0,0,0,0.47,11.34,-0.02,0.45,0.043,0.041,SSG 랜더스,14146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,김창평,3100,-0.07,-46732
하재훈,우익수,47,33,301.1,56,49,2,5,91.1,1.52,-7.59,-0.2,-1.6,0,0,0,0,0,-9.4,-12.65,-1.35,-10.75,-0.858,-0.982,SSG 랜더스,14147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0.11,-0.85,317,315,290,40,72,19,0,10,121,36,15,2,18,2,0,90,5,2,5,0.248,0.292,0.417,0.709,0.102,73.9,-0.74,하재훈,10000,-1.59,-6309
고승민,우익수,6,3,31.0,9,9,0,0,100.0,2.61,0.74,-0.27,0.09,0,0,0,0,0,0.57,0.68,-0.15,0.42,0.052,0.038,롯데 자이언츠,14160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,고승민,8000,3.49,2294
신윤후,우익수,25,6,84.0,26,22,4,0,100.0,2.79,2.53,1.46,0.25,0,0,0,0,0,4.25,15.68,-0.27,3.98,0.388,0.363,롯데 자이언츠,14169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-0.29,0.41,35,34,31,5,5,0,0,0,5,1,0,0,1,2,0,8,1,1,0,0.161,0.235,0.161,0.396,0.004,2.9,0.12,신윤후,5200,0.30,17392
김대한,우익수,29,12,124.0,35,34,0,1,97.1,2.47,2.46,-0.23,-0.13,0,0,0,0,0,2.1,4.96,-0.47,1.63,0.192,0.149,두산 베어스,14170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-0.7,0.01,89,87,75,10,10,1,0,1,14,7,1,1,8,2,0,26,1,2,2,0.133,0.23,0.187,0.417,0.007,5.6,-0.69,김대한,3700,-0.51,-7286
