팀,선수,연봉 총수령액(만원),연봉등급,pid,연도,팀연봉순위,전체연봉순위
키움 히어로즈,정찬헌,28000,B,10533,2022,10,105
두산 베어스,정철원,3000,D,13071,2022,63,581
KIA 타이거즈,정해영,17000,B,14608,2022,11,157
NC 다이노스,정현,4300,D,11111,2022,40,411
롯데 자이언츠,정훈,71666,A,10253,2022,5,58
LG 트윈스,조건희,10000,B,14782,2022,27,228
KT 위즈,조대현,3000,D,13177,2022,59,581
롯데 자이언츠,조무근,3300,D,11322,2022,44,500
NC 다이노스,조민석,3000,D,15119,2022,53,581
삼성 라이온즈,조민성,3000,D,15040,2022,59,581
KT 위즈,조병욱,3400,D,12939,2022,49,491
SSG 랜더스,조병현,10000,B,14805,2022,29,228
LG 트윈스,조선명,3000,D,13106,2022,67,581
SSG 랜더스,조성훈,3000,D,13125,2022,55,581
롯데 자이언츠,조세진,3000,D,15046,2022,54,581
두산 베어스,조수행,8500,C,12524,2022,31,262
키움 히어로즈,조영건,3400,D,14132,2022,46,491
SSG 랜더스,조요한,7300,C,14858,2022,35,289
KT 위즈,조용호,24000,B,12943,2022,17,124
LG 트윈스,조원태,3000,D,15078,2022,67,581
한화 이글스,조은,11000,B,14810,2022,19,212
SSG 랜더스,조이현,6500,C,11284,2022,36,313
KT 위즈,조현우,9500,C,11316,2022,27,246
한화 이글스,조현진,8000,C,14877,2022,23,273
SSG 랜더스,조형우,16000,B,14806,2022,19,160
NC 다이노스,조효원,3000,D,15055,2022,53,581
KT 위즈,주권,29500,B,11323,2022,11,102
키움 히어로즈,주성원,3000,D,14133,2022,55,581
키움 히어로즈,주승빈,3000,D,15072,2022,55,581
키움 히어로즈,주승우,3000,D,15067,2022,55,581
삼성 라이온즈,주한울,10000,B,14802,2022,23,228
한화 이글스,주현상,5080,C,11415,2022,37,375
KT 위즈,지명성,10200,B,14775,2022,26,225
롯데 자이언츠,지시완,6000,C,11413,2022,29,334
롯데 자이언츠,진명호,6500,C,10301,2022,25,313
롯데 자이언츠,진승현,3000,D,15047,2022,54,581
LG 트윈스,진해수,30000,B,10075,2022,8,93
삼성 라이온즈,차동영,3000,D,15037,2022,59,581
LG 트윈스,차우찬,30000,B,10381,2022,8,93
LG 트윈스,채은성,28000,B,11215,2022,10,105
LG 트윈스,채지선,4000,D,11387,2022,49,423
KT 위즈,천성호,4400,D,14606,2022,44,410
NC 다이노스,천재환,3000,D,13261,2022,53,581
두산 베어스,천현재,3000,D,15128,2022,63,581
롯데 자이언츠,최건,3000,D,13169,2022,54,581
SSG 랜더스,최경모,3000,D,14151,2022,55,581
LG 트윈스,최동환,6000,C,10535,2022,39,334
KT 위즈,최동희,3000,D,15094,2022,59,581
롯데 자이언츠,최민재,3200,D,13004,2022,48,525
SSG 랜더스,최민준,6500,C,13126,2022,36,313
LG 트윈스,최민창,3200,D,11351,2022,62,525
NC 다이노스,최보성,3200,D,13087,2022,51,525
SSG 랜더스,최상민,3000,D,13195,2022,55,581
KT 위즈,최성민,8000,C,14870,2022,34,273
LG 트윈스,최성훈,10500,B,10851,2022,26,220
두산 베어스,최세창,3100,D,14574,2022,60,559
NC 다이노스,최승민,3300,D,14187,2022,48,500
두산 베어스,최승용,11500,B,14770,2022,24,207
삼성 라이온즈,최영진,6500,C,10934,2022,28,313
롯데 자이언츠,최영환,4700,D,11276,2022,37,397
두산 베어스,최용제,6500,C,12649,2022,36,313
KIA 타이거즈,최용준,3100,D,14658,2022,59,559
LG 트윈스,최용하,3000,D,15080,2022,67,581
NC 다이노스,최우재,3000,D,12621,2022,53,581
LG 트윈스,최원영,3000,D,15084,2022,67,581
두산 베어스,최원준,34000,B,12852,2022,9,88
키움 히어로즈,최원태,31000,B,11379,2022,8,91
SSG 랜더스,최유빈,3000,D,15033,2022,55,581
한화 이글스,최이경,3000,D,14715,2022,63,581
한화 이글스,최재훈,132000,A,10170,2022,1,23
SSG 랜더스,최정,120000,A,10106,2022,7,27
KIA 타이거즈,최정민,3600,D,10808,2022,47,469
KIA 타이거즈,최정용,3800,D,11407,2022,45,458
SSG 랜더스,최주환,95000,A,10182,2022,11,43
롯데 자이언츠,최준용,10700,B,14624,2022,17,219
SSG 랜더스,최준우,4500,D,13128,2022,43,403
두산 베어스,최지강,3000,D,15127,2022,63,581
KIA 타이거즈,최지민,3000,D,15057,2022,62,581
SSG 랜더스,최지훈,15000,B,14587,2022,21,163
삼성 라이온즈,최충연,4500,D,12530,2022,42,403
삼성 라이온즈,최하늘,3000,D,13152,2022,59,581
SSG 랜더스,최항,4000,D,10810,2022,44,423
LG 트윈스,최현준,3000,D,13105,2022,67,581
한화 이글스,최현준,3000,D,15142,2022,63,581
KIA 타이거즈,최형우,133333,A,10344,2022,3,22
SSG 랜더스,추신수,270000,A,14888,2022,2,5
롯데 자이언츠,추재현,6400,C,13094,2022,27,326
한화 이글스,카펜터,71500,A,14760,2022,5,59
LG 트윈스,켈리,156000,A,13934,2022,2,18
KT 위즈,쿠에바스,130000,A,13942,2022,2,24
SSG 랜더스,크론,97500,A,15006,2022,10,40
한화 이글스,킹험,91000,A,14582,2022,3,46
한화 이글스,터크먼,130000,A,15012,2022,2,24
KIA 타이거즈,파노니,0,D,15147,2022,86,840
NC 다이노스,파슨스,71500,A,14749,2022,5,59
한화 이글스,페냐,65000,A,15146,2022,6,63
두산 베어스,페르난데스,104000,A,13927,2022,4,33
SSG 랜더스,폰트,169000,A,14759,2022,5,15
키움 히어로즈,푸이그,130000,A,15004,2022,1,24
LG 트윈스,플럿코,65000,A,15003,2022,5,63
삼성 라이온즈,피렐라,104000,A,14757,2022,6,33
롯데 자이언츠,피터스,78000,A,15009,2022,4,53
SSG 랜더스,하성진,0,D,12615,2022,84,840
키움 히어로즈,하영민,4000,D,11222,2022,40,423
SSG 랜더스,하재훈,5300,C,14147,2022,41,368
한화 이글스,하주석,20090,B,10913,2022,9,133
NC 다이노스,하준수,3000,D,14654,2022,53,581
NC 다이노스,하준영,4000,D,13115,2022,42,423
KT 위즈,하준호,5000,C,10304,2022,42,376
롯데 자이언츠,하혜성,3000,D,15050,2022,54,581
NC 다이노스,한건희,3000,D,14656,2022,53,581
KT 위즈,한기원,2700,D,13230,2022,81,830
롯데 자이언츠,한동희,17200,B,13145,2022,15,156
SSG 랜더스,한두솔,3000,D,13228,2022,55,581
LG 트윈스,한석현,3900,D,13250,2022,53,456
LG 트윈스,한선태,3200,D,14144,2022,62,525
KIA 타이거즈,한승연,3000,D,15064,2022,62,581
한화 이글스,한승주,3000,D,14621,2022,63,581
KIA 타이거즈,한승택,8500,C,11119,2022,24,262
KIA 타이거즈,한승혁,5300,C,10812,2022,35,368
SSG 랜더스,한유섬,240000,A,10815,2022,3,10
NC 다이노스,한재승,10000,B,14764,2022,25,228
KT 위즈,한지웅,3000,D,15091,2022,59,581
KT 위즈,한차현,13100,B,14776,2022,21,181
롯데 자이언츠,한태양,3000,D,15051,2022,54,581
키움 히어로즈,한현희,25000,B,10863,2022,11,121
LG 트윈스,함덕주,12000,B,11094,2022,24,193
두산 베어스,허경민,182500,A,10184,2022,3,12
한화 이글스,허관회,3370,D,14204,2022,48,499
LG 트윈스,허도환,20000,B,10684,2022,17,134
삼성 라이온즈,허윤동,4700,D,14613,2022,39,397
한화 이글스,허인서,3000,D,15015,2022,63,581
LG 트윈스,허준혁,3000,D,15083,2022,67,581
두산 베어스,현도훈,3200,D,13271,2022,55,525
두산 베어스,홍건희,25000,B,10696,2022,14,121
삼성 라이온즈,홍무원,13000,B,14800,2022,19,183
KIA 타이거즈,홍상삼,10000,B,10230,2022,22,228
NC 다이노스,홍성민,12500,B,10814,2022,20,188
두산 베어스,홍성호,3000,D,12606,2022,63,581
삼성 라이온즈,홍승원,5000,C,14864,2022,37,376
삼성 라이온즈,홍정우,5300,C,13242,2022,36,368
LG 트윈스,홍창기,32000,B,12546,2022,7,89
KT 위즈,홍현빈,4000,D,12941,2022,46,423
두산 베어스,황경태,3000,D,12604,2022,63,581
KIA 타이거즈,황대인,6500,C,11306,2022,29,313
삼성 라이온즈,황동재,3100,D,14615,2022,58,559
KIA 타이거즈,황동하,3000,D,15063,2022,62,581
롯데 자이언츠,황성빈,3000,D,14642,2022,54,581
한화 이글스,황영국,3400,D,11278,2022,46,491
KT 위즈,황재균,102500,A,10407,2022,3,36
KT 위즈,강건,3000,D,15527,2023,58,572
NC 다이노스,강건준,3000,D,15454,2023,53,572
SSG 랜더스,강매성,3000,D,15029,2023,45,572
LG 트윈스,강민균,3000,D,15495,2023,64,572
KT 위즈,강민성,3300,D,14191,2023,43,475
삼성 라이온즈,강민호,90000,A,10232,2023,8,54
KT 위즈,강백호,29000,B,13168,2023,15,112
두산 베어스,강승호,20000,B,11087,2023,14,132
KIA 타이거즈,강이준,3000,D,12866,2023,47,572
한화 이글스,강재민,15000,B,14708,2023,16,164
삼성 라이온즈,강준서,3000,D,15501,2023,72,572
SSG 랜더스,강진성,8000,C,11148,2023,28,258
롯데 자이언츠,강태율,3900,D,11388,2023,44,425
삼성 라이온즈,강한울,15000,B,11255,2023,18,164
KT 위즈,강현우,3000,D,14603,2023,58,572
LG 트윈스,강효종,23300,B,14780,2023,15,126
KT 위즈,고명성,3100,D,13171,2023,52,522
SSG 랜더스,고명준,12000,B,14807,2023,23,199
두산 베어스,고봉재,3300,D,12605,2023,48,475
롯데 자이언츠,고승민,7300,C,14160,2023,28,277
한화 이글스,고영재,3000,D,15629,2023,65,572
KIA 타이거즈,고영창,5000,C,11068,2023,29,353
KT 위즈,고영표,43000,B,11308,2023,9,87
LG 트윈스,고우석,43000,B,12907,2023,8,87
KIA 타이거즈,고종욱,7000,C,10659,2023,23,284
SSG 랜더스,고효준,8500,C,10124,2023,27,253
삼성 라이온즈,공민규,4000,D,13164,2023,49,408
KIA 타이거즈,곽도규,3000,D,15435,2023,47,572
LG 트윈스,곽민호,3000,D,15494,2023,64,572
두산 베어스,곽빈,14000,B,13061,2023,18,177
롯데 자이언츠,구드럼,52000,A,15651,2023,7,73
롯데 자이언츠,구승민,24860,B,11291,2023,15,122
삼성 라이온즈,구자욱,200000,A,10892,2023,1,4
NC 다이노스,구창모,60000,A,11353,2023,7,69
롯데 자이언츠,국해성,3000,D,10172,2023,59,572
한화 이글스,권광민,3100,D,13676,2023,56,522
LG 트윈스,권동혁,3000,D,15490,2023,64,572
두산 베어스,권민석,3100,D,13079,2023,50,522
KT 위즈,권성준,3000,D,15096,2023,58,572
NC 다이노스,권정웅,4000,D,12529,2023,40,408
NC 다이노스,권희동,9000,C,11172,2023,21,241
두산 베어스,김강률,20000,B,10690,2023,14,132
SSG 랜더스,김강민,16000,B,10108,2023,18,158
롯데 자이언츠,김강현,3000,D,12699,2023,59,572
한화 이글스,김건,3100,D,14209,2023,56,522
KIA 타이거즈,김건국,3000,D,12944,2023,47,572
KT 위즈,김건웅,3000,D,15521,2023,58,572
SSG 랜더스,김건웅,3000,D,15465,2023,45,572
SSG 랜더스,김건이,3000,D,15470,2023,45,572
키움 히어로즈,김건희,3000,D,15472,2023,64,572
한화 이글스,김겸재,3000,D,15018,2023,65,572
한화 이글스,김관우,3000,D,15424,2023,65,572
SSG 랜더스,김광현,100000,A,10126,2023,4,44
SSG 랜더스,김규남,3000,D,14200,2023,45,572
KIA 타이거즈,김규성,4500,D,12540,2023,33,383
한화 이글스,김규연,7100,C,14871,2023,25,283
LG 트윈스,김기연,3500,D,12549,2023,50,453
롯데 자이언츠,김기준,3000,D,15442,2023,59,572
한화 이글스,김기중,18600,B,14808,2023,14,147
KIA 타이거즈,김기훈,5000,C,14176,2023,29,353
NC 다이노스,김녹원,3000,D,15113,2023,53,572
LG 트윈스,김단우,3000,D,14841,2023,64,572
삼성 라이온즈,김대우,7000,C,10685,2023,31,284
KIA 타이거즈,김대유,16000,B,10706,2023,14,158
두산 베어스,김대한,4500,D,14170,2023,36,383
LG 트윈스,김대현,9200,C,12532,2023,30,239
롯데 자이언츠,김도규,9500,C,13148,2023,23,232
KIA 타이거즈,김도영,5000,C,15056,2023,29,353
KIA 타이거즈,김도월,3000,D,15439,2023,47,572
SSG 랜더스,김도현,3000,D,15025,2023,45,572
삼성 라이온즈,김도환,5000,C,14115,2023,40,353
키움 히어로즈,김동규,3000,D,15485,2023,64,572
삼성 라이온즈,김동엽,9000,C,12548,2023,26,241
롯데 자이언츠,김동우,3100,D,13149,2023,55,522
키움 히어로즈,김동욱,3000,D,14681,2023,64,572
두산 베어스,김동주,15100,B,14769,2023,16,163
삼성 라이온즈,김동진,9300,C,14863,2023,25,237
키움 히어로즈,김동헌,3000,D,15473,2023,64,572
롯데 자이언츠,김동혁,3000,D,15645,2023,59,572
키움 히어로즈,김동혁,6500,C,14674,2023,35,299
키움 히어로즈,김리안,3000,D,15074,2023,64,572
두산 베어스,김명신,14500,B,12847,2023,17,174
두산 베어스,김문수,3000,D,15516,2023,54,572
KT 위즈,김민,6000,C,13167,2023,32,313
두산 베어스,김민규,5500,C,13072,2023,34,340
한화 이글스,김민기,3000,D,13141,2023,65,572
롯데 자이언츠,김민석,3000,D,15253,2023,59,572
LG 트윈스,김민성,18000,B,10238,2023,18,151
KIA 타이거즈,김민수,3000,D,14183,2023,47,572
KT 위즈,김민수,25000,B,11317,2023,16,117
롯데 자이언츠,김민수,6300,C,12931,2023,35,307
삼성 라이온즈,김민수,5200,C,11266,2023,39,349
SSG 랜더스,김민식,15000,B,10707,2023,19,164
한화 이글스,김민우,22800,B,11410,2023,12,128
SSG 랜더스,김민준,3000,D,15467,2023,45,572
KT 위즈,김민혁,15000,B,11339,2023,20,164
두산 베어스,김민혁,4500,D,12970,2023,36,383
삼성 라이온즈,김민호,3000,D,15504,2023,72,572
LG 트윈스,김범석,3000,D,15484,2023,64,572
한화 이글스,김범수,14100,B,11411,2023,17,176
NC 다이노스,김범준,3000,D,14222,2023,53,572
한화 이글스,김범준,3000,D,14710,2023,65,572
KT 위즈,김병준,3000,D,15097,2023,58,572
키움 히어로즈,김병휘,3200,D,14577,2023,57,501
KT 위즈,김병희,4700,D,11330,2023,39,379
KIA 타이거즈,김사윤,3600,D,11364,2023,38,441
삼성 라이온즈,김상민,3200,D,15042,2023,60,501
KT 위즈,김상수,70000,A,10320,2023,7,65
롯데 자이언츠,김상수,11000,B,10427,2023,21,212
삼성 라이온즈,김서준,3300,D,15039,2023,57,475
롯데 자이언츠,김서진,3000,D,15053,2023,59,572
한화 이글스,김서현,3000,D,15421,2023,65,572
KIA 타이거즈,김석환,3500,D,12917,2023,41,453
한화 이글스,김석훈,3000,D,15632,2023,65,572
키움 히어로즈,김선기,7300,C,13092,2023,31,277
KIA 타이거즈,김선빈,45000,B,10008,2023,6,84
KIA 타이거즈,김선우,6000,C,14822,2023,26,313
LG 트윈스,김성우,3000,D,15085,2023,64,572
NC 다이노스,김성욱,10000,B,11153,2023,19,221
삼성 라이온즈,김성윤,4300,D,12936,2023,45,398
LG 트윈스,김성진,3000,D,14141,2023,64,572
키움 히어로즈,김성진,11500,B,14849,2023,22,207
SSG 랜더스,김성현,15000,B,10636,2023,19,164
LG 트윈스,김성협,3000,D,12911,2023,64,572
KT 위즈,김성훈,3200,D,14189,2023,49,501
NC 다이노스,김수윤,3100,D,12903,2023,48,522
키움 히어로즈,김수환,4500,D,13096,2023,45,383
KIA 타이거즈,김승현,4500,D,12637,2023,33,383
키움 히어로즈,김시앙,8100,C,14851,2023,29,257
삼성 라이온즈,김시온,3000,D,15502,2023,72,572
두산 베어스,김시완,3000,D,15108,2023,54,572
삼성 라이온즈,김시현,3700,D,12932,2023,52,438
NC 다이노스,김시훈,9000,C,13080,2023,21,241
키움 히어로즈,김신회,3000,D,14218,2023,64,572
KIA 타이거즈,김양수,3000,D,14645,2023,47,572
NC 다이노스,김영규,14000,B,13088,2023,13,177
삼성 라이온즈,김영웅,3200,D,15035,2023,60,501
LG 트윈스,김영준,3800,D,13102,2023,46,430
KT 위즈,김영현,9000,C,14869,2023,25,241
한화 이글스,김예준,3000,D,15431,2023,65,572
KIA 타이거즈,김용완,3000,D,15054,2023,47,572
삼성 라이온즈,김용하,3100,D,13159,2023,65,522
키움 히어로즈,김웅빈,6000,C,12503,2023,38,313
롯데 자이언츠,김원중,25200,B,10825,2023,14,116
두산 베어스,김유성,3000,D,15509,2023,54,572
KIA 타이거즈,김유신,3900,D,13114,2023,36,425
LG 트윈스,김유영,9500,C,11229,2023,28,232
LG 트윈스,김윤식,15000,B,14588,2023,21,164
LG 트윈스,김의준,3000,D,13108,2023,64,572
두산 베어스,김인태,10000,B,11098,2023,22,221
한화 이글스,김인환,6400,C,12589,2023,26,306
NC 다이노스,김재균,3000,D,13084,2023,53,572
삼성 라이온즈,김재상,3000,D,15499,2023,72,572
삼성 라이온즈,김재성,7500,C,11344,2023,29,272
KIA 타이거즈,김재열,6000,C,14747,2023,26,313
한화 이글스,김재영,5300,C,12547,2023,32,347
키움 히어로즈,김재웅,22000,B,12858,2023,12,129
롯데 자이언츠,김재유,4000,D,11483,2023,40,408
KT 위즈,김재윤,36000,B,11489,2023,10,95
KIA 타이거즈,김재현,3000,D,15440,2023,47,572
키움 히어로즈,김재현,6500,C,10870,2023,35,299
두산 베어스,김재호,80000,A,10174,2023,7,58
두산 베어스,김재환,287500,A,10643,2023,1,1
SSG 랜더스,김정민,3000,D,15463,2023,45,572
두산 베어스,김정우,3000,D,13124,2023,54,572
KT 위즈,김정운,3000,D,15518,2023,58,572
키움 히어로즈,김정인,3500,D,11531,2023,54,453
한화 이글스,김종수,8900,C,11117,2023,24,250
KIA 타이거즈,김주섭,3000,D,15620,2023,47,572
LG 트윈스,김주성,3400,D,12545,2023,51,467
SSG 랜더스,김주온,3000,D,13057,2023,45,572
LG 트윈스,김주완,3100,D,15079,2023,59,522
NC 다이노스,김주원,24000,B,14765,2023,9,124
SSG 랜더스,김주한,3000,D,12531,2023,45,572
롯데 자이언츠,김주현,3400,D,12570,2023,48,467
키움 히어로즈,김주형,5500,C,14214,2023,41,340
NC 다이노스,김주환,3000,D,15460,2023,53,572
NC 다이노스,김준상,8000,C,14827,2023,25,258
SSG 랜더스,김준영,3000,D,15471,2023,45,572
키움 히어로즈,김준완,9000,C,11182,2023,27,241
삼성 라이온즈,김준우,3100,D,14119,2023,65,522
KT 위즈,김준태,10000,B,10835,2023,23,221
키움 히어로즈,김준형,12200,B,14848,2023,18,198
두산 베어스,김지용,6000,C,10747,2023,30,313
삼성 라이온즈,김지찬,16000,B,14618,2023,16,158
LG 트윈스,김진성,35000,B,11166,2023,10,96
롯데 자이언츠,김진욱,42600,B,14792,2023,11,90
NC 다이노스,김진호,6000,C,12897,2023,30,313
KIA 타이거즈,김찬민,3000,D,15060,2023,47,572
SSG 랜더스,김찬형,5000,C,12622,2023,34,353
롯데 자이언츠,김창훈,11200,B,14793,2023,20,210
NC 다이노스,김철호,3000,D,13083,2023,53,572
KIA 타이거즈,김태군,20000,B,10459,2023,11,132
두산 베어스,김태근,3000,D,14175,2023,54,572
한화 이글스,김태연,6000,C,12585,2023,28,313
KT 위즈,김태오,3500,D,12577,2023,41,453
LG 트윈스,김태우,3000,D,14675,2023,64,572
삼성 라이온즈,김태우,3200,D,13158,2023,60,501
롯데 자이언츠,김태욱,3000,D,12923,2023,59,572
키움 히어로즈,김태진,12000,B,11244,2023,19,199
NC 다이노스,김태현,3000,D,12898,2023,53,572
LG 트윈스,김태형,3200,D,12863,2023,56,501
SSG 랜더스,김태훈,7800,C,10133,2023,29,268
삼성 라이온즈,김태훈,18000,B,10871,2023,15,151
삼성 라이온즈,김태훈,4300,D,11336,2023,45,398
NC 다이노스,김택우,3000,D,15622,2023,53,572
NC 다이노스,김한별,3100,D,14716,2023,48,522
한화 이글스,김해찬,3000,D,15425,2023,65,572
삼성 라이온즈,김헌곤,12000,B,10640,2023,22,199
LG 트윈스,김현수,225000,A,10187,2023,1,3
한화 이글스,김현우,3000,D,14166,2023,65,572
삼성 라이온즈,김현준,11000,B,14867,2023,23,212
NC 다이노스,김형준,5000,C,13081,2023,34,353
키움 히어로즈,김혜성,42000,B,12905,2023,8,91
KIA 타이거즈,김호령,7000,C,11298,2023,23,284
삼성 라이온즈,김호재,5600,C,13240,2023,36,338
두산 베어스,김호준,3000,D,13268,2023,54,572
키움 히어로즈,김휘집,17400,B,14785,2023,15,153
롯데 자이언츠,나균안,10900,B,12930,2023,22,215
KIA 타이거즈,나성범,180000,A,11162,2023,1,7
KIA 타이거즈,나용기,3000,D,14186,2023,47,572
롯데 자이언츠,나원탁,3400,D,12935,2023,48,467
두산 베어스,남율,3000,D,15517,2023,54,572
한화 이글스,남지민,4300,D,14619,2023,38,398
