선수,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,팀,pid,연도
엔스,투수,4.33,30,30,0,0,0,0,13,6,0,0,167.2,78,84,83.65,714,169,29,3,16,50,6,0,157,9,0,4,4.19,4.51,4.49,4.64,4.03,1.31,LG 트윈스,16023,2024
손주영,투수,4.31,28,27,1,0,0,0,9,10,0,1,144.2,61,71,65.3,637,157,16,0,11,54,10,0,112,9,0,6,3.79,4.42,4.06,4.26,4.54,1.46,LG 트윈스,12908,2024
최원태,투수,3.3,24,23,1,0,0,0,9,7,0,0,126.2,60,66,62.2,554,126,20,1,10,57,5,0,103,6,0,5,4.26,4.69,4.42,4.58,4.62,1.44,LG 트윈스,11379,2024
켈리,투수,2.2,19,19,0,2,2,1,5,8,0,0,113.2,57,65,65.0,495,131,18,1,13,25,6,0,69,4,0,9,4.51,5.15,5.15,5.28,4.89,1.37,LG 트윈스,13934,2024
에르난데스,투수,1.59,11,9,2,1,0,0,3,2,1,1,47.0,21,21,19.45,195,41,6,1,5,16,2,0,55,1,0,1,4.02,4.02,3.72,3.92,3.73,1.21,LG 트윈스,16160,2024
김진성,투수,1.23,71,0,71,6,0,0,3,3,1,27,70.1,31,34,38.35,294,62,11,1,11,23,7,3,61,4,0,2,3.97,4.35,4.91,5.13,5.17,1.21,LG 트윈스,11166,2024
유영찬,투수,1.06,62,0,62,50,0,0,7,5,26,1,63.2,21,24,35.5,286,61,15,0,2,30,3,3,77,3,2,5,2.97,3.39,5.02,5.22,3.06,1.43,LG 트윈스,14669,2024
김유영,투수,0.84,53,2,51,6,0,0,1,2,1,6,47.2,20,27,25.7,212,50,7,0,2,16,4,0,42,8,1,3,3.78,5.1,4.85,4.99,3.8,1.38,LG 트윈스,11229,2024
이상영,투수,0.53,8,3,5,0,0,0,0,1,0,1,16.1,6,6,7.05,75,15,0,0,1,8,4,0,8,0,0,2,3.31,3.31,3.88,4.2,5.98,1.41,LG 트윈스,14135,2024
이종준,투수,0.52,27,0,27,13,0,0,1,2,0,1,26.0,12,13,12.65,119,26,5,0,4,16,0,0,28,1,0,1,4.15,4.5,4.38,4.5,5.25,1.62,LG 트윈스,14651,2024
함덕주,투수,0.32,15,0,15,1,0,0,0,1,0,3,11.2,7,7,4.95,54,13,0,1,2,7,1,0,8,0,0,0,5.4,5.4,3.82,4.02,6.65,1.71,LG 트윈스,11094,2024
우강훈,투수,0.27,13,0,13,5,0,0,1,0,0,0,11.2,3,5,5.2,54,11,1,0,0,6,5,0,10,0,0,2,2.31,3.86,4.01,4.11,4.98,1.46,LG 트윈스,14816,2024
임준형,투수,0.19,18,1,17,3,0,0,0,0,0,0,13.2,10,10,7.95,62,16,4,0,2,4,3,0,13,0,0,0,6.59,6.59,5.24,5.48,5.15,1.46,LG 트윈스,14142,2024
진우영,투수,0.12,6,0,6,6,0,0,0,0,0,0,7.2,4,4,4.0,35,8,3,0,1,4,0,0,6,0,0,2,4.7,4.7,4.7,4.89,5.41,1.57,LG 트윈스,16015,2024
김대현,투수,0.11,37,0,37,8,0,0,2,0,1,1,35.0,21,21,25.0,155,33,6,1,6,18,2,0,30,0,0,5,5.4,5.4,6.43,6.56,5.87,1.46,LG 트윈스,12532,2024
윤호솔,투수,0.11,7,0,7,2,0,0,0,0,0,0,4.1,2,2,1.65,24,4,0,0,0,8,0,0,5,0,0,0,4.15,4.15,3.43,3.44,7.04,2.77,LG 트윈스,11170,2024
이지강,투수,0.11,46,2,44,6,0,0,2,3,1,1,53.2,27,35,38.75,250,61,9,0,5,26,2,0,39,5,0,5,4.53,5.87,6.5,6.69,5.11,1.62,LG 트윈스,14143,2024
정우영,투수,0.09,27,0,27,2,0,0,2,1,0,3,22.2,12,15,15.0,108,31,6,0,0,11,6,0,17,1,0,3,4.76,5.96,5.96,6.38,4.65,1.85,LG 트윈스,14136,2024
김진수,투수,0.09,7,0,7,3,0,0,0,1,0,0,13.1,10,10,9.15,58,17,2,0,3,4,0,0,6,0,0,0,6.75,6.75,6.18,6.15,6.68,1.58,LG 트윈스,14781,2024
성동현,투수,0.08,2,0,2,1,0,0,0,0,0,0,2.0,0,0,0.0,8,0,0,0,0,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,7.6,1.5,LG 트윈스,13103,2024
강효종,투수,-0.1,1,1,0,0,0,0,0,0,0,0,1.1,3,3,3.0,9,2,0,0,1,3,0,0,2,0,0,0,20.25,20.25,20.25,18.46,16.35,3.75,LG 트윈스,14780,2024
김윤식,투수,-0.11,1,1,0,0,0,0,0,0,0,0,3.0,4,4,4.0,17,7,2,0,0,1,0,0,1,1,0,0,12.0,12.0,12.0,12.94,4.4,2.67,LG 트윈스,14588,2024
최동환,투수,-0.23,26,0,26,7,0,0,0,1,0,2,22.0,17,18,19.7,105,35,6,0,4,9,0,0,14,1,0,0,6.95,7.36,8.06,8.52,6.04,2.0,LG 트윈스,10535,2024
이믿음,투수,-0.27,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.0,27,11,2,0,0,4,0,0,2,0,0,0,15.75,15.75,15.75,16.98,6.05,3.75,LG 트윈스,14847,2024
김영준,투수,-0.33,14,0,14,5,0,0,1,1,0,0,15.1,14,17,16.65,76,21,3,0,2,9,0,1,11,3,0,2,8.22,9.98,9.77,10.23,5.58,1.96,LG 트윈스,13102,2024
박명근,투수,-0.34,33,0,33,3,0,0,2,2,1,8,25.1,18,20,20.65,120,29,4,0,6,12,3,0,13,3,0,0,6.39,7.11,7.34,7.79,7.57,1.62,LG 트윈스,15486,2024
정지헌,투수,-0.41,17,0,17,4,0,0,0,0,0,1,12.1,16,18,15.65,69,19,2,0,2,11,3,0,11,2,0,3,11.68,13.14,11.42,11.87,7.42,2.43,LG 트윈스,16017,2024
백승현,투수,-0.5,36,0,36,7,0,0,2,1,2,1,26.2,27,28,25.6,135,33,7,0,3,22,2,2,14,0,0,1,9.11,9.45,8.64,8.92,6.9,2.06,LG 트윈스,13009,2024
이우찬,투수,-0.73,42,1,41,3,0,0,3,2,0,6,33.2,33,35,33.15,172,42,6,1,2,30,1,0,31,4,1,6,8.82,9.36,8.86,8.94,5.46,2.14,LG 트윈스,10749,2024
윌커슨,투수,6.81,32,32,0,1,1,1,12,8,0,0,196.2,84,90,88.8,816,210,37,3,18,27,2,0,167,13,0,3,3.84,4.12,4.06,3.91,3.62,1.21,롯데 자이언츠,12295,2024
반즈,투수,6.43,25,25,0,0,0,0,9,6,0,0,150.2,56,59,55.9,624,140,17,4,18,46,5,0,171,8,0,6,3.35,3.52,3.34,3.18,3.83,1.23,롯데 자이언츠,15011,2024
박세웅,투수,4.06,30,30,0,0,0,0,6,11,0,0,173.1,92,103,97.65,759,188,33,0,13,56,11,0,124,12,0,10,4.78,5.35,5.07,4.97,4.5,1.41,롯데 자이언츠,11310,2024
김원중,투수,2.44,56,0,56,42,0,0,3,6,25,0,63.1,25,27,28.5,277,59,8,0,4,31,1,7,68,2,0,5,3.55,3.84,4.05,3.85,3.64,1.42,롯데 자이언츠,10825,2024
김진욱,투수,2.02,19,18,1,0,0,0,4,3,0,0,84.2,50,54,49.85,388,89,21,3,13,44,3,0,87,6,0,5,5.31,5.74,5.3,5.04,5.18,1.57,롯데 자이언츠,14792,2024
한현희,투수,1.58,57,5,52,5,0,0,5,3,0,8,76.1,44,45,44.45,342,92,18,1,7,24,10,1,70,3,0,4,5.19,5.31,5.24,4.97,4.38,1.52,롯데 자이언츠,10863,2024
박진,투수,1.12,38,3,35,11,0,0,2,4,1,0,49.1,24,28,27.65,214,60,9,1,4,11,2,0,35,0,0,4,4.38,5.11,5.04,4.72,4.21,1.44,롯데 자이언츠,14163,2024
김상수,투수,1.12,74,0,74,10,0,0,8,4,2,17,73.2,34,40,45.4,322,71,11,1,5,26,5,2,56,6,1,6,4.15,4.89,5.55,5.38,4.33,1.32,롯데 자이언츠,10427,2024
정현수,투수,0.83,18,4,14,0,0,0,1,1,0,1,23.2,12,12,10.75,104,20,7,0,0,12,2,0,25,1,0,0,4.56,4.56,4.09,3.85,3.39,1.35,롯데 자이언츠,16090,2024
김강현,투수,0.53,26,0,26,10,0,0,0,0,0,0,25.1,10,13,13.7,123,28,4,0,2,18,2,1,24,3,0,3,3.55,4.62,4.87,4.54,5.1,1.82,롯데 자이언츠,12699,2024
전미르,투수,0.42,36,0,36,6,0,0,1,5,1,5,33.2,22,28,22.5,155,33,10,0,4,21,1,2,34,4,0,3,5.88,7.49,6.01,5.62,5.02,1.6,롯데 자이언츠,16089,2024
박진형,투수,0.21,7,0,7,0,0,0,0,0,0,0,6.1,3,3,2.65,24,6,1,0,0,1,1,0,4,0,0,1,4.26,4.26,3.77,3.76,3.6,1.11,롯데 자이언츠,11425,2024
구승민,투수,0.19,66,0,66,7,0,0,5,3,0,13,57.2,31,37,42.7,279,68,10,0,6,35,6,1,62,5,0,7,4.84,5.77,6.66,6.44,4.9,1.79,롯데 자이언츠,11291,2024
최준용,투수,0.17,27,0,27,4,0,0,1,2,0,3,21.2,13,13,15.55,105,28,2,1,2,14,1,1,12,1,0,1,5.4,5.4,6.46,6.02,5.92,1.94,롯데 자이언츠,14624,2024
이민석,투수,0.07,18,5,13,5,0,0,0,2,0,1,31.0,25,27,25.6,153,38,5,3,3,25,2,0,20,1,0,1,7.26,7.84,7.43,7.14,6.44,2.03,롯데 자이언츠,15045,2024
임준섭,투수,0.06,24,0,24,2,0,0,0,0,0,2,11.1,10,11,8.95,56,12,2,1,0,11,3,0,3,0,0,0,7.94,8.74,7.11,6.62,7.37,2.03,롯데 자이언츠,10795,2024
진승현,투수,0.03,7,0,7,3,0,0,0,1,0,0,6.1,6,6,5.0,32,7,3,0,0,5,0,0,5,2,0,0,8.53,8.53,7.11,6.48,4.67,1.89,롯데 자이언츠,15047,2024
정우준,투수,0.03,8,0,8,5,0,0,0,0,0,0,8.1,4,4,6.6,40,10,2,0,2,7,0,0,5,0,0,0,4.32,4.32,7.13,6.76,8.16,2.04,롯데 자이언츠,14795,2024
박준우,투수,-0.01,2,0,2,2,0,0,0,0,0,0,2.0,2,2,2.0,10,3,1,0,0,1,0,0,1,0,0,0,9.0,9.0,9.0,9.03,4.5,2.0,롯데 자이언츠,16092,2024
우강훈,투수,-0.01,1,0,1,0,0,0,0,0,0,0,0.0,1,1,0.65,3,0,0,0,0,2,1,0,0,0,0,0,99.99,99.99,23.0,21.79,9304.2,99.99,롯데 자이언츠,14816,2024
김도규,투수,-0.03,5,0,5,3,0,0,0,1,0,0,4.0,4,4,3.3,25,5,1,0,0,6,2,1,5,0,1,0,9.0,9.0,7.43,8.06,7.27,2.75,롯데 자이언츠,13148,2024
홍민기,투수,-0.06,3,1,2,0,0,0,0,0,0,0,3.2,5,7,5.15,24,8,3,0,0,1,2,0,2,2,0,3,12.27,17.18,12.64,11.95,5.37,2.45,롯데 자이언츠,14625,2024
진해수,투수,-0.17,54,0,54,3,0,0,2,1,0,5,27.2,19,21,23.55,128,36,3,0,5,10,3,1,22,0,0,2,6.18,6.83,7.66,7.29,5.82,1.66,롯데 자이언츠,10075,2024
윤성빈,투수,-0.21,1,1,0,0,0,0,0,1,0,0,1.0,5,5,4.3,9,4,1,0,1,2,0,0,1,0,0,0,45.0,45.0,38.7,36.04,19.8,6.0,롯데 자이언츠,12928,2024
현도훈,투수,-0.3,8,0,8,5,0,0,0,1,0,0,10.0,10,11,12.05,50,15,3,1,2,6,0,0,8,2,0,1,9.0,9.9,10.85,9.99,6.44,2.1,롯데 자이언츠,13271,2024
이인복,투수,-0.31,8,6,2,1,0,0,0,3,0,0,33.0,35,35,36.05,159,49,14,0,10,13,3,0,20,1,0,4,9.55,9.55,9.83,9.35,7.79,1.88,롯데 자이언츠,11232,2024
송재영,투수,-0.36,19,0,19,4,0,0,0,1,1,3,8.1,10,10,10.4,40,9,3,0,2,5,1,0,9,0,1,1,10.8,10.8,11.23,10.38,6.59,1.68,롯데 자이언츠,14794,2024
나균안,투수,-0.64,26,14,12,4,0,0,4,7,0,0,73.0,69,73,73.5,380,114,19,0,15,47,5,0,74,2,0,10,8.51,9.0,9.06,8.73,6.32,2.21,롯데 자이언츠,12930,2024
최이준,투수,-0.7,23,0,23,11,0,0,3,0,0,0,24.2,20,22,27.85,126,40,6,1,3,16,1,1,17,1,0,1,7.3,8.03,10.16,9.76,6.06,2.27,롯데 자이언츠,13169,2024
양현종,투수,5.01,29,29,0,3,3,0,11,5,0,0,171.1,78,86,83.1,727,174,37,6,21,41,6,0,129,11,0,2,4.1,4.52,4.37,4.37,4.63,1.25,KIA 타이거즈,10058,2024
네일,투수,4.9,26,26,0,0,0,0,12,5,0,0,149.1,42,69,67.3,642,154,27,1,11,35,9,0,138,17,1,3,2.53,4.16,4.06,4.04,3.68,1.27,KIA 타이거즈,16088,2024
정해영,투수,2.44,53,0,53,44,0,0,2,3,31,1,50.2,14,14,16.9,210,47,5,1,8,16,1,2,50,1,0,0,2.49,2.49,3.0,2.98,4.59,1.24,KIA 타이거즈,14608,2024
윤영철,투수,2.18,18,18,0,0,0,0,7,4,0,0,81.2,38,44,42.65,362,82,14,1,8,43,1,0,58,7,0,1,4.19,4.85,4.7,4.61,5.26,1.53,KIA 타이거즈,15432,2024
황동하,투수,2.13,25,21,4,4,0,0,5,7,0,0,103.1,51,64,59.55,464,109,18,0,13,44,8,0,81,7,0,5,4.44,5.57,5.19,5.19,5.3,1.48,KIA 타이거즈,15063,2024
장현식,투수,1.94,75,0,75,6,0,0,5,4,0,16,75.1,33,41,37.4,331,75,16,0,8,34,2,2,75,5,0,4,3.94,4.9,4.47,4.43,4.37,1.45,KIA 타이거즈,11164,2024
전상현,투수,1.64,66,0,66,16,0,0,10,5,7,19,66.0,30,32,33.75,272,55,7,2,5,20,5,1,54,1,0,2,4.09,4.36,4.6,4.7,4.18,1.14,KIA 타이거즈,12537,2024
알드레드,투수,1.37,9,9,0,1,1,1,3,2,0,0,43.2,22,24,20.35,184,38,4,0,4,17,2,0,52,4,0,1,4.53,4.95,4.19,4.18,3.66,1.26,KIA 타이거즈,16151,2024
곽도규,투수,1.33,71,0,71,3,0,0,4,2,2,16,55.2,22,24,28.6,248,43,7,0,4,34,4,1,64,5,0,7,3.56,3.88,4.62,4.56,4.24,1.38,KIA 타이거즈,15435,2024
크로우,투수,1.25,8,8,0,0,0,0,5,1,0,0,40.1,16,19,18.0,172,41,7,0,2,12,1,1,43,1,0,0,3.57,4.24,4.02,4.21,3.05,1.31,KIA 타이거즈,16087,2024
김도현,투수,1.23,35,10,25,6,0,0,4,6,0,3,75.0,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,5.4,5.5,5.42,5.31,1.57,KIA 타이거즈,14128,2024
라우어,투수,0.89,7,7,0,0,0,0,2,2,0,0,34.2,19,19,17.8,150,35,7,1,3,12,3,0,37,0,0,0,4.93,4.93,4.62,4.7,3.9,1.36,KIA 타이거즈,16161,2024
이준영,투수,0.42,56,0,56,5,0,0,4,0,0,9,35.0,15,21,22.15,160,37,8,0,5,17,2,3,33,4,0,0,3.86,5.4,5.7,5.64,4.96,1.54,KIA 타이거즈,11303,2024
최지민,투수,0.41,56,0,56,4,0,0,3,3,3,12,46.0,26,28,29.9,225,44,10,1,2,40,4,0,37,4,0,6,5.09,5.48,5.85,5.88,5.67,1.83,KIA 타이거즈,15057,2024
스타우트,투수,0.33,4,4,0,0,0,0,1,1,0,0,16.0,9,10,9.5,73,17,3,1,2,5,3,0,20,1,0,1,5.06,5.63,5.34,5.22,4.11,1.38,KIA 타이거즈,16163,2024
김승현,투수,0.2,14,0,14,4,0,0,1,0,0,0,18.0,8,12,11.95,85,23,5,1,3,7,0,0,11,2,0,0,4.0,6.0,5.98,5.85,5.86,1.67,KIA 타이거즈,12637,2024
유승철,투수,0.13,5,0,5,1,0,0,0,0,0,0,5.0,3,3,1.8,23,3,1,0,0,7,0,0,4,0,0,2,5.4,5.4,3.24,3.54,6.54,2.0,KIA 타이거즈,12914,2024
이의리,투수,0.07,4,4,0,0,0,0,1,0,0,0,13.1,8,10,10.0,69,17,3,0,3,14,0,0,14,1,0,0,5.4,6.75,6.75,6.9,7.51,2.33,KIA 타이거즈,14788,2024
김기훈,투수,0.06,17,0,17,4,0,0,1,0,0,0,19.2,11,13,14.6,95,16,4,1,1,15,3,0,17,3,1,1,5.03,5.95,6.68,6.71,5.48,1.58,KIA 타이거즈,14176,2024
장재혁,투수,0.06,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0.0,7,2,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.52,2.25,KIA 타이거즈,14657,2024
박정우,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.8,0.0,KIA 타이거즈,12869,2024
김사윤,투수,-0.01,23,2,21,10,0,0,0,1,1,0,37.0,19,29,30.05,173,40,6,2,2,25,5,0,36,1,0,4,4.62,7.05,7.31,7.29,4.92,1.76,KIA 타이거즈,11364,2024
박준표,투수,-0.03,8,0,8,2,0,0,0,0,0,1,6.0,4,4,5.2,29,10,2,0,0,3,1,0,4,0,0,0,6.0,6.0,7.8,7.71,4.6,2.17,KIA 타이거즈,11070,2024
유지성,투수,-0.04,3,0,3,2,0,0,0,0,0,0,2.1,2,4,2.8,14,5,0,0,1,0,1,0,3,1,0,0,7.71,15.43,10.8,10.82,7.41,2.14,KIA 타이거즈,14607,2024
김민주,투수,-0.13,2,0,2,0,0,0,0,0,0,0,1.0,1,2,2.85,8,3,1,0,0,1,0,0,2,1,0,1,9.0,18.0,25.65,25.68,2.3,4.0,KIA 타이거즈,16082,2024
김민재,투수,-0.15,4,0,4,4,0,0,0,0,0,0,4.0,7,7,7.0,22,9,0,0,3,1,1,0,3,0,0,0,15.75,15.75,15.75,14.94,12.8,2.5,KIA 타이거즈,16083,2024
임기영,투수,-0.16,37,3,34,3,0,0,6,2,0,2,45.2,32,35,37.2,218,61,12,0,8,17,1,1,36,4,1,1,6.31,6.9,7.33,7.37,5.47,1.71,KIA 타이거즈,10909,2024
김건국,투수,-0.23,20,3,17,3,0,0,0,1,0,0,34.1,30,33,31.1,165,48,8,0,5,14,2,0,20,3,0,3,7.86,8.65,8.15,8.14,5.92,1.81,KIA 타이거즈,12944,2024
이형범,투수,-0.3,16,0,16,5,0,0,0,1,0,2,15.0,13,17,15.8,83,26,4,0,2,7,5,1,9,2,0,0,7.8,10.2,9.48,9.66,6.77,2.2,KIA 타이거즈,11159,2024
김현수,투수,-0.31,5,0,5,4,0,0,0,0,0,0,5.0,10,10,10.15,28,7,4,0,0,5,1,0,4,0,0,2,18.0,18.0,18.27,18.33,5.92,2.4,KIA 타이거즈,14162,2024
김대유,투수,-0.61,37,0,37,5,0,0,0,0,0,8,25.0,23,23,26.45,122,35,5,0,4,12,2,0,26,0,0,1,8.28,8.28,9.52,9.57,5.24,1.88,KIA 타이거즈,10706,2024
윤중현,투수,-0.82,11,0,11,4,0,0,0,0,0,0,10.1,16,17,19.25,62,22,2,1,4,9,3,1,4,1,0,0,13.94,14.81,16.77,16.88,11.14,3.0,KIA 타이거즈,13122,2024
쿠에바스,투수,5.06,31,31,0,0,0,0,7,12,0,0,173.1,79,86,86.0,737,158,36,3,17,59,7,4,154,11,1,11,4.1,4.47,4.47,4.34,4.25,1.25,KT 위즈,13942,2024
엄상백,투수,3.93,29,29,0,0,0,0,13,10,0,0,156.2,85,88,85.4,675,164,26,3,26,42,7,0,159,3,0,2,4.88,5.06,4.91,4.74,4.61,1.31,KT 위즈,11318,2024
벤자민,투수,3.19,28,28,0,0,0,0,11,8,0,0,149.2,77,90,86.65,639,141,25,4,28,48,4,2,156,12,0,4,4.63,5.41,5.21,5.11,4.88,1.26,KT 위즈,15143,2024
박영현,투수,2.72,66,0,66,52,0,0,10,2,25,0,76.2,30,31,32.85,310,63,7,1,12,22,0,2,87,3,0,1,3.52,3.64,3.86,3.82,4.07,1.11,KT 위즈,15089,2024
김민,투수,2.1,71,1,70,5,0,0,8,4,0,21,77.1,37,38,36.45,336,84,13,0,5,27,2,3,77,3,0,5,4.31,4.42,4.24,4.2,3.6,1.44,KT 위즈,13167,2024
고영표,투수,1.86,18,17,1,0,0,0,6,8,0,0,100.0,55,61,59.8,456,141,27,4,6,14,11,0,79,4,1,2,4.95,5.49,5.38,5.31,3.71,1.55,KT 위즈,11308,2024
우규민,투수,1.48,45,0,45,15,0,0,4,1,1,4,43.1,12,14,15.9,181,47,7,2,1,2,2,0,39,4,0,0,2.49,2.91,3.3,3.15,2.51,1.13,KT 위즈,10523,2024
김민수,투수,0.7,75,0,75,6,0,0,5,3,0,12,81.1,47,56,54.45,358,84,13,5,8,33,1,2,75,8,0,3,5.2,6.2,6.03,5.92,4.28,1.44,KT 위즈,11317,2024
육청명,투수,0.61,13,10,3,1,0,0,1,5,0,0,44.2,27,31,28.95,208,52,13,1,6,20,6,2,20,6,0,3,5.44,6.25,5.83,5.85,6.41,1.61,KT 위즈,16028,2024
조이현,투수,0.55,16,9,7,2,0,0,1,2,0,0,40.0,28,29,27.4,184,53,11,1,9,10,1,1,19,1,0,1,6.3,6.53,6.17,5.93,6.46,1.58,KT 위즈,11284,2024
박시영,투수,0.36,26,0,26,5,0,0,0,1,1,4,25.1,13,13,15.4,110,27,8,1,4,7,1,1,23,0,0,3,4.62,4.62,5.47,5.36,4.67,1.34,KT 위즈,10737,2024
소형준,투수,0.33,6,0,6,1,0,0,2,0,0,0,8.1,3,3,2.5,30,7,2,0,1,1,1,0,3,0,0,0,3.24,3.24,2.7,2.59,5.47,0.96,KT 위즈,14600,2024
손동현,투수,0.28,42,0,42,10,0,0,1,2,1,4,47.1,28,31,33.05,214,50,6,1,5,20,1,2,27,3,0,3,5.32,5.89,6.28,6.24,5.34,1.48,KT 위즈,14108,2024
이선우,투수,0.14,6,1,5,3,0,0,0,0,0,0,10.0,6,6,5.35,45,10,0,0,0,4,2,0,4,0,0,0,5.4,5.4,4.82,5.05,5.06,1.4,KT 위즈,14111,2024
원상현,투수,0.04,22,10,12,3,0,0,2,5,0,1,65.1,51,54,52.8,324,105,18,2,6,31,2,0,59,3,1,7,7.03,7.44,7.27,7.3,4.6,2.08,KT 위즈,16027,2024
김영현,투수,0.02,8,0,8,4,0,0,0,0,0,0,7.1,4,6,6.35,39,9,2,0,1,7,1,0,8,1,0,1,4.91,7.36,7.79,7.47,6.48,2.18,KT 위즈,14869,2024
이상동,투수,0.01,29,0,29,8,0,0,0,1,0,3,32.0,19,20,24.45,152,42,9,0,3,14,3,1,30,0,1,4,5.34,5.63,6.88,6.95,4.62,1.75,KT 위즈,14109,2024
하준호,투수,0.0,2,0,2,1,0,0,0,0,0,0,2.0,2,2,2.0,11,5,0,0,0,1,0,0,0,0,0,0,9.0,9.0,9.0,8.38,5.75,3.0,KT 위즈,10304,2024
박세진,투수,-0.09,6,0,6,3,0,0,0,0,0,0,5.1,2,4,6.2,25,7,1,0,0,4,0,0,2,1,0,0,3.38,6.75,10.46,10.37,5.59,2.06,KT 위즈,12572,2024
성재헌,투수,-0.09,30,1,29,3,0,0,0,0,0,1,32.0,26,29,27.9,159,46,13,2,1,16,5,2,20,3,1,2,7.31,8.16,7.85,7.73,4.85,1.94,KT 위즈,14667,2024
이채호,투수,-0.13,9,0,9,1,0,0,0,0,0,0,6.2,7,7,7.0,37,13,0,1,2,3,1,0,5,0,0,1,9.45,9.45,9.45,9.51,7.75,2.4,KT 위즈,13130,2024
주권,투수,-0.18,48,1,47,13,0,0,1,1,0,0,58.0,43,48,49.9,254,78,14,2,7,11,3,0,31,2,0,0,6.67,7.45,7.74,7.6,5.05,1.53,KT 위즈,11323,2024
강건,투수,-0.18,4,1,3,2,0,0,0,1,0,0,4.0,5,5,5.85,24,8,0,1,1,4,1,0,3,0,0,0,11.25,11.25,13.16,13.69,9.17,3.0,KT 위즈,15527,2024
전용주,투수,-0.22,4,0,4,0,0,0,0,0,0,0,1.2,2,3,3.15,11,2,0,0,0,3,1,0,4,0,0,0,10.8,16.2,17.01,17.02,5.64,3.0,KT 위즈,14106,2024
한차현,투수,-0.24,10,5,5,2,0,0,0,4,0,0,19.0,21,22,19.7,103,29,4,1,4,18,0,0,17,1,0,2,9.95,10.42,9.33,9.4,7.4,2.47,KT 위즈,14776,2024
문용익,투수,-0.79,12,0,12,4,0,0,0,0,0,0,17.0,23,27,28.55,99,23,4,0,2,22,2,0,17,3,0,2,12.18,14.29,15.11,15.15,7.48,2.65,KT 위즈,12885,2024
코너,투수,5.95,28,28,0,1,1,1,11,6,0,0,160.0,61,67,65.45,663,135,17,3,21,40,19,0,158,4,0,9,3.43,3.77,3.68,3.54,4.44,1.09,삼성 라이온즈,15860,2024
원태인,투수,5.87,28,28,0,1,1,0,15,6,0,0,159.2,65,68,67.3,670,150,29,3,17,42,7,1,119,5,0,3,3.66,3.83,3.79,3.58,4.55,1.2,삼성 라이온즈,14113,2024
레예스,투수,5.06,26,26,0,0,0,0,11,4,0,0,144.0,61,65,62.55,617,159,21,3,15,30,7,0,114,5,0,4,3.81,4.06,3.91,3.72,4.26,1.31,삼성 라이온즈,15861,2024
이승현,투수,2.7,17,17,0,0,0,0,6,4,0,0,87.1,41,44,41.9,384,88,11,1,9,37,6,0,68,3,0,4,4.23,4.53,4.32,4.11,5.01,1.43,삼성 라이온즈,14798,2024
임창민,투수,1.97,60,0,60,6,0,0,2,1,1,28,54.1,24,26,23.3,253,60,10,0,4,30,2,2,50,3,0,5,3.98,4.31,3.86,3.61,4.49,1.66,삼성 라이온즈,10452,2024
최지광,투수,1.63,35,0,35,1,0,0,3,2,0,7,36.1,9,9,12.25,154,22,6,1,1,21,4,2,38,0,1,2,2.23,2.23,3.03,2.85,3.96,1.18,삼성 라이온즈,12934,2024
김재윤,투수,1.42,65,0,65,21,0,0,4,8,11,25,66.0,30,37,37.45,284,58,9,1,13,25,1,5,51,5,0,2,4.09,5.05,5.11,4.81,5.69,1.26,삼성 라이온즈,11489,2024
김태훈,투수,1.32,56,0,56,8,0,0,3,2,0,23,52.1,23,24,25.55,225,49,8,1,6,19,4,1,37,2,1,2,3.96,4.13,4.39,4.34,5.16,1.3,삼성 라이온즈,10871,2024
황동재,투수,1.18,15,6,9,2,0,0,1,2,0,0,42.0,19,20,20.0,180,38,9,1,2,18,4,0,30,0,0,5,4.07,4.29,4.29,4.25,4.6,1.33,삼성 라이온즈,14615,2024
이승현,투수,1.17,60,0,60,9,0,0,6,2,1,9,60.1,30,31,34.15,265,68,14,2,6,23,3,0,51,1,0,2,4.48,4.62,5.09,4.82,4.61,1.51,삼성 라이온즈,10527,2024
백정현,투수,1.05,17,15,2,1,0,0,6,5,0,0,78.2,52,56,54.8,360,104,15,2,13,27,1,1,56,4,0,0,5.95,6.41,6.27,5.83,5.45,1.67,삼성 라이온즈,10363,2024
이상민,투수,0.94,37,0,37,6,0,0,2,1,1,8,30.0,13,13,11.6,121,31,5,0,2,6,4,0,12,0,0,2,3.9,3.9,3.48,3.52,5.03,1.23,삼성 라이온즈,11169,2024
송은범,투수,0.38,9,0,9,3,0,0,0,0,0,2,8.1,1,1,1.5,32,8,2,0,0,1,0,0,2,0,0,0,1.08,1.08,1.62,1.51,3.97,1.08,삼성 라이온즈,10137,2024
최하늘,투수,0.32,27,0,27,4,0,0,1,1,0,1,32.0,19,20,20.85,139,26,4,0,2,16,4,0,18,3,0,2,5.34,5.63,5.86,5.72,5.47,1.31,삼성 라이온즈,13152,2024
