Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
67,임창민,23 P,,51,0,46.2,4,2,2,0,100.0,0.77,,,,,,,,,0.0,0.0,,,0.0,104527
67,하영민,23 P,,57,0,52.1,15,1,11,3,80.0,2.06,,,,,,,,,0.0,0.0,,,0.0,112227
67,김선기,23 P,,17,7,43.2,14,3,9,2,85.7,2.47,,,,,,,,,0.0,0.0,,,0.0,130927
67,이명종,23 P,,45,2,57.0,10,2,8,0,100.0,1.58,,,,,,,,,0.0,0.0,,,0.0,150737
67,김태훈,23 P,,8,0,7.2,1,0,1,0,100.0,1.17,,,,,,,,,0.0,0.0,,,0.0,108717
67,김준형,23 P,,7,0,7.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,148487
67,김동규,23 P,,3,1,4.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,154857
67,윤정현,23 P,,4,0,6.0,1,0,1,0,100.0,1.5,,,,,,,,,0.0,0.0,,,0.0,141317
67,양현,23 P,,54,0,57.0,14,3,11,0,100.0,2.21,,,,,,,,,0.0,0.0,,,0.0,107307
5,신민재,23 2B,0.489,113,76,732.0,411,171,231,9,0.978,4.943,1.2,0.25,0.44,0.41,0.0,,0.0,0.0,2.3,2.931,2.492,4.792,0.235,130566
17,이상호,23 2B,-0.07,63,10,173.0,82,45,36,1,0.988,4.214,-0.98,0.0,0.42,-0.23,0.0,,0.0,0.0,-0.8,-1.829,0.117,-0.683,-0.082,111478
32,구드럼,23 3B,-0.73,55,45,383.0,130,39,78,13,0.9,2.749,-7.16,-0.32,-0.6,0.57,0.0,,0.0,0.0,-7.39,-19.348,0.234,-7.156,-0.754,156512
60,김태진,23 3B,-0.36,63,42,382.0,162,70,84,8,0.951,3.628,-2.69,0.0,-0.56,-1.1,0.0,,0.0,0.0,-3.78,-8.64,0.25,-3.53,-0.386,112447
12,박승욱,23 2B,-0.097,139,81,774.0,390,138,241,11,0.972,4.407,-2.14,0.0,-0.5,0.38,0.0,,0.0,0.0,-2.17,-2.248,1.223,-0.947,-0.221,108042
47,전민재,23 3B,-0.143,17,3,47.0,15,8,7,0,1.0,2.872,-1.94,0.0,0.12,0.35,0.0,,0.0,0.0,-1.42,-12.028,0.017,-1.403,-0.145,130731
29,손호영,23 SS,-0.107,27,10,106.0,64,29,30,5,0.922,5.009,-2.06,0.0,-0.24,0.95,0.0,,0.0,0.0,-1.35,-7.2,0.305,-1.045,-0.138,145906
42,정주현,23 1B,-0.881,92,12,262.0,171,114,47,10,0.942,5.531,-6.64,0.0,-0.41,-1.39,0.0,,0.0,0.0,-8.38,-13.117,-0.25,-8.63,-0.855,104806
39,김호재,23 3B,0.026,76,35,333.0,174,107,65,2,0.989,4.649,-0.7,0.0,0.76,0.34,0.0,,0.0,0.0,0.3,0.568,-0.049,0.251,0.031,132403
7,강한울,23 3B,0.292,74,58,507.0,169,60,102,7,0.959,2.876,2.7,0.0,0.7,-0.39,0.0,,0.0,0.0,2.82,5.488,0.043,2.863,0.288,112553
64,이성규,23 RF,0.233,96,36,406.0,169,160,6,3,0.982,3.68,2.2,0.61,-0.36,0.0,0.0,,0.0,0.0,2.52,3.78,-0.236,2.284,0.257,125623
19,도태훈,23 1B,0.516,133,66,716.0,419,313,102,4,0.99,5.216,5.41,0.0,0.54,0.12,0.0,,0.0,0.0,6.02,6.518,-0.965,5.055,0.614,125605
59,문현빈,23 CF,-0.033,134,111,926.0,344,217,118,9,0.974,3.256,0.01,0.63,-1.23,-0.48,0.0,,0.0,0.0,-1.09,-1.171,0.764,-0.326,-0.111,154229
13,최정용,23 2B,0.342,49,7,128.0,74,24,49,1,0.986,5.133,2.64,0.0,0.33,-0.22,0.0,,0.0,0.0,3.18,9.345,0.174,3.354,0.324,114070
47,최원준,23 1B,-0.298,70,56,511.0,372,349,15,8,0.978,6.411,0.45,-0.29,-1.12,0.0,0.0,,0.0,0.0,-0.96,-1.975,-1.957,-2.917,-0.098,125340
32,김규성,23 2B,0.27,105,46,472.0,280,151,121,8,0.971,5.186,0.62,0.0,-0.33,1.61,0.0,,0.0,0.0,1.94,2.661,0.702,2.642,0.198,125400
42,이창진,23 LF,-0.159,91,56,517.0,125,118,6,1,0.992,2.159,-0.76,0.27,0.43,0.0,0.0,,0.0,0.0,-0.06,-0.095,-1.502,-1.562,-0.006,112330
4,김민성,23 2B,0.536,120,79,665.0,364,201,155,8,0.978,4.818,3.41,0.0,0.62,0.42,0.0,,0.0,0.0,4.73,5.676,0.52,5.25,0.483,102386
58,오선진,23 SS,-0.203,84,43,401.0,166,78,84,4,0.976,3.636,-1.6,0.0,0.44,-1.7,0.0,,0.0,0.0,-2.86,-4.903,0.871,-1.989,-0.292,105579
44,권광민,23 LF,-0.402,55,11,180.0,62,57,2,3,0.952,2.95,-3.64,0.56,-0.7,0.0,0.0,,0.0,0.0,-3.76,-9.844,-0.183,-3.943,-0.384,136769
67,문상철,23 1B,-0.504,37,17,178.0,146,135,9,2,0.986,7.281,-3.98,0.08,-0.18,0.0,0.0,,0.0,0.0,-4.01,-15.606,-0.926,-4.936,-0.409,113338
45,오태곤,23 1B,-0.322,129,67,676.0,514,468,40,6,0.988,6.763,-0.84,0.82,-0.76,0.0,0.0,,0.0,0.0,-0.72,-0.804,-2.432,-3.152,-0.073,102494
40,김태연,23 1B,0.452,77,58,458.0,287,245,39,3,0.99,5.581,5.1,-0.2,0.42,0.28,0.0,,0.0,0.0,5.51,10.304,-1.077,4.433,0.562,125859
61,윤정빈,23 1B,-0.059,28,11,103.0,54,52,2,0,1.0,4.718,-0.59,-0.08,0.18,0.0,0.0,,0.0,0.0,-0.43,-2.211,-0.147,-0.577,-0.044,131613
26,박정현,23 SS,-0.095,54,27,262.0,121,60,52,9,0.926,3.847,-1.27,0.0,-0.38,-0.13,0.0,,0.0,0.0,-1.79,-4.773,0.863,-0.927,-0.183,147049
38,송재선,23 RF,-0.086,5,1,13.0,1,1,0,0,1.0,0.692,-0.66,-0.2,0.02,0.0,0.0,,0.0,0.0,-0.83,-23.904,-0.008,-0.838,-0.085,154777
27,신성현,23 1B,0.01,7,2,27.0,17,16,1,0,1.0,5.667,-0.01,0.16,0.05,0.0,0.0,,0.0,0.0,0.19,3.909,-0.09,0.1,0.019,114921
52,김건,23 1B,-0.169,3,1,11.0,5,3,1,1,0.8,3.273,-1.17,0.0,-0.48,0.0,0.0,,0.0,0.0,-1.64,-78.72,-0.02,-1.66,-0.167,142099
56,장진혁,23 CF,-0.19,73,40,388.0,87,85,1,1,0.989,1.995,-1.21,-0.47,0.13,0.0,0.0,,0.0,0.0,-1.56,-3.077,-0.302,-1.862,-0.159,125839
17,최승민,23 CF,0.013,21,1,52.0,16,16,0,0,1.0,2.769,1.17,-1.11,0.07,0.0,0.0,,0.0,0.0,0.14,0.96,-0.012,0.128,0.014,141876
53,김주형,23 SS,-0.193,42,21,222.0,92,22,68,2,0.978,3.649,-0.81,0.0,0.03,-2.35,0.0,,0.0,0.0,-3.13,-10.731,1.235,-1.895,-0.319,142147
14,김준완,23 LF,0.006,72,44,414.0,104,101,3,0,1.0,2.261,-0.67,0.97,0.74,0.0,0.0,,0.0,0.0,1.05,2.1,-0.991,0.059,0.107,111827
63,임지열,23 1B,-0.667,71,46,426.0,318,290,22,6,0.981,6.592,-4.6,0.86,-0.71,0.0,0.0,,0.0,0.0,-4.73,-9.593,-1.804,-6.534,-0.483,112257
32,박준태,23 RF,-0.186,13,4,49.0,8,7,0,1,0.875,1.286,-1.07,-0.75,0.09,0.0,0.0,,0.0,0.0,-1.73,-19.163,-0.089,-1.819,-0.177,112607
5,황성빈,23 LF,0.592,76,46,414.0,123,120,2,1,0.992,2.652,5.64,1.14,0.21,0.0,0.0,,0.0,0.0,6.98,13.225,-1.177,5.803,0.712,146422
14,안권수,23 LF,0.467,117,68,613.0,195,186,6,3,0.985,2.819,5.69,0.33,-0.45,0.0,0.0,,0.0,0.0,5.57,6.855,-0.989,4.581,0.568,145712
7,박준영,23 3B,0.68,50,33,296.0,120,39,77,4,0.967,3.527,5.31,0.0,-0.3,1.2,0.0,,0.0,0.0,6.3,18.144,0.368,6.668,0.643,125221
52,홍성호,23 RF,-0.413,14,10,86.0,18,17,0,1,0.944,1.779,-1.77,-1.71,-0.33,0.0,0.0,,0.0,0.0,-3.82,-39.291,-0.231,-4.051,-0.39,126061
15,조수행,23 RF,0.428,144,49,580.0,163,159,2,2,0.988,2.498,3.57,1.31,0.01,0.0,0.0,,0.0,0.0,4.89,4.89,-0.695,4.195,0.499,125241
12,천재환,23 CF,0.189,82,33,391.0,104,101,3,0,1.0,2.394,1.52,-0.08,0.57,0.0,0.0,,0.0,0.0,2.0,3.512,-0.146,1.854,0.204,132615
17,김동혁,23 RF,0.069,12,2,21.0,4,4,0,0,1.0,1.714,0.9,-0.22,0.03,0.0,0.0,,0.0,0.0,0.71,8.52,-0.038,0.672,0.072,156452
36,최보성,23 3B,-0.126,12,4,44.0,18,12,5,1,0.944,3.477,-1.3,0.0,0.09,0.0,0.0,,0.0,0.0,-1.2,-14.4,-0.032,-1.232,-0.122,130875
6,소크라테스,23 CF,0.324,200,140,1207.0,355,345,3,7,0.98,2.595,4.94,-0.14,-1.2,0.0,0.0,,0.0,0.0,3.61,2.599,-0.43,3.18,0.368,149960
37,김민수,23 3B,-0.235,21,14,119.0,60,44,14,2,0.967,4.387,-1.86,0.0,-0.24,-0.15,0.0,,0.0,0.0,-2.14,-14.674,-0.162,-2.302,-0.218,129312
25,이학주,23 3B,-0.249,110,30,350.0,153,51,93,9,0.941,3.703,-1.24,0.0,-0.67,-1.21,0.0,,0.0,0.0,-3.04,-3.98,0.598,-2.442,-0.31,141142
7,이호연,23 2B,0.348,86,60,463.0,264,116,139,9,0.966,4.957,0.79,0.0,-0.28,1.58,0.0,,0.0,0.0,2.18,3.65,1.23,3.41,0.222,131518
4,서호철,23 3B,0.751,128,101,884.0,322,111,197,14,0.957,3.136,5.09,0.0,0.14,1.47,0.0,,0.0,0.0,7.11,7.999,0.247,7.357,0.725,142205
5,송민섭,23 RF,0.407,64,1,124.0,42,42,0,0,1.0,3.048,3.28,0.57,0.22,0.0,0.0,,0.0,0.0,4.07,9.158,-0.079,3.991,0.415,113428
6,정준영,23 LF,0.21,36,7,128.0,44,41,2,1,0.977,3.023,1.56,0.86,-0.3,0.0,0.0,,0.0,0.0,2.15,8.6,-0.089,2.061,0.219,155198
14,장준원,23 SS,0.291,75,26,288.0,113,39,72,2,0.982,3.469,-0.04,0.0,0.67,1.46,0.0,,0.0,0.0,2.18,4.186,0.667,2.847,0.222,112148
43,예진원,23 LF,-0.374,15,7,68.0,15,14,1,0,1.0,1.985,-3.91,0.25,0.13,0.0,0.0,,0.0,0.0,-3.55,-34.08,-0.119,-3.669,-0.362,130937
5,박수종,23 RF,0.295,21,11,111.0,38,37,1,0,1.0,3.081,2.7,0.33,0.22,0.0,0.0,,0.0,0.0,3.22,22.08,-0.327,2.893,0.329,151327
10,홍창기,23 RF,0.569,143,130,1123.0,285,276,7,2,0.993,2.268,7.6,0.4,1.1,0.0,0.0,,0.0,0.0,9.11,9.174,-3.534,5.576,0.929,125466
6,송성문,23 3B,0.289,120,93,848.0,362,211,141,10,0.972,3.736,3.4,0.0,-0.09,-0.52,0.0,,0.0,0.0,3.13,3.756,-0.3,2.83,0.319,113767
62,임병욱,23 RF,-0.19,68,48,454.0,119,114,2,3,0.975,2.3,-1.6,0.98,-0.72,0.0,0.0,,0.0,0.0,-1.32,-2.795,-0.545,-1.865,-0.135,112267
11,문성주,23 LF,0.461,142,107,990.0,268,260,5,3,0.989,2.409,6.85,-0.63,0.82,0.0,0.0,,0.0,0.0,7.04,7.139,-2.519,4.521,0.718,131126
30,유로결,23 RF,-0.0,27,14,134.0,25,24,1,0,1.0,1.679,0.11,-0.15,0.24,0.0,0.0,,0.0,0.0,0.19,1.013,-0.191,-0.001,0.019,141269
11,안재석,23 SS,0.257,23,15,139.0,70,27,42,1,0.986,4.468,0.69,0.0,0.34,1.02,0.0,,0.0,0.0,2.04,12.772,0.476,2.516,0.208,147711
48,박계범,23 SS,-0.101,76,44,422.0,201,72,120,9,0.955,4.095,1.08,0.0,-0.95,-2.76,0.0,,0.0,0.0,-2.62,-4.964,1.633,-0.987,-0.267,111981
33,안익훈,23 RF,0.005,14,4,56.0,13,13,0,0,1.0,2.089,0.38,-0.35,0.1,0.0,0.0,,0.0,0.0,0.14,1.44,-0.091,0.049,0.014,113476
12,이유찬,23 2B,0.455,100,62,582.0,340,143,181,16,0.953,5.01,4.89,0.0,-2.45,0.52,0.0,,0.0,0.0,2.95,4.248,1.506,4.456,0.301,128941
30,박지훈,23 1B,-0.096,17,4,52.0,38,36,2,0,1.0,6.577,-0.56,0.0,0.1,-0.26,0.0,,0.0,0.0,-0.73,-6.184,-0.209,-0.939,-0.074,147361
31,김태근,23 RF,-0.393,38,11,154.0,40,34,2,4,0.9,2.104,-2.39,0.48,-1.7,0.0,0.0,,0.0,0.0,-3.62,-13.718,-0.231,-3.851,-0.369,141751
41,이재원,23 LF,-0.197,42,28,205.0,70,64,4,2,0.971,2.985,-0.77,0.11,-0.62,0.0,0.0,,0.0,0.0,-1.23,-4.217,-0.702,-1.932,-0.125,131046
15,이주형,23 CF,0.0,32,31,268.0,91,91,0,0,1.0,3.056,1.24,-1.57,0.38,0.0,0.0,,0.0,0.0,0.06,0.27,-0.056,0.004,0.006,145917
59,박주홍,23 LF,-0.119,20,16,106.0,63,61,2,0,1.0,5.349,-1.32,0.3,0.19,0.0,0.0,,0.0,0.0,-0.82,-5.904,-0.348,-1.168,-0.084,145807
55,신준우,23 SS,-0.171,23,4,52.0,31,11,18,2,0.935,5.019,-1.74,0.0,-0.37,0.28,0.0,,0.0,0.0,-1.83,-11.457,0.155,-1.675,-0.187,146957
66,조용호,23 RF,-0.256,61,39,345.0,66,62,3,1,0.985,1.696,-2.51,1.1,0.16,0.0,0.0,,0.0,0.0,-1.25,-2.951,-1.26,-2.51,-0.128,129438
46,류현인,23 2B,-0.184,16,5,60.0,25,8,16,1,0.96,3.6,-1.27,0.0,0.15,0.03,0.0,,0.0,0.0,-1.85,-16.65,0.045,-1.805,-0.189,155238
48,김찬형,23 3B,-0.051,36,10,140.0,59,18,38,3,0.949,3.6,0.12,0.0,-0.65,0.26,0.0,,0.0,0.0,-0.53,-2.12,0.034,-0.496,-0.054,126224
8,하재훈,23 LF,0.221,70,48,468.0,114,107,5,2,0.982,2.154,3.35,0.01,-0.13,0.0,0.0,,0.0,0.0,3.21,6.603,-1.046,2.164,0.328,141474
16,최상민,23 RF,0.216,42,6,114.0,36,36,0,0,1.0,2.842,2.16,-0.16,0.18,0.0,0.0,,0.0,0.0,2.19,7.509,-0.069,2.121,0.223,131954
43,김상민,23 RF,-0.241,8,3,31.0,14,14,0,0,1.0,4.065,-2.72,0.33,0.06,0.0,0.0,,0.0,0.0,-2.33,-41.94,-0.03,-2.36,-0.238,150423
59,홍현빈,23 CF,-0.05,45,20,200.0,63,62,1,0,1.0,2.835,-0.73,-0.01,0.28,0.0,0.0,,0.0,0.0,-0.46,-1.472,-0.028,-0.488,-0.047,129418
11,신본기,23 SS,0.079,49,19,198.0,97,42,52,3,0.969,4.273,0.38,0.0,0.0,0.13,0.0,,0.0,0.0,0.49,1.44,0.285,0.775,0.05,108408
31,이해승,23 3B,0.049,9,1,19.0,9,4,5,0,1.0,4.263,0.55,0.0,0.04,-0.22,0.0,,0.0,0.0,0.47,7.52,0.013,0.483,0.048,141213
1,이도윤,23 SS,1.278,115,92,809.0,406,172,226,8,0.98,4.428,4.89,0.0,0.92,1.33,0.0,,0.0,0.0,7.15,8.953,5.375,12.525,0.73,114149
5,김동진,23 2B,0.496,51,31,302.0,173,65,102,6,0.965,4.977,3.19,0.0,-0.2,1.06,0.0,,0.0,0.0,4.06,11.464,0.803,4.863,0.414,148633
7,이진영,23 RF,0.213,132,95,845.0,231,215,11,5,0.978,2.407,5.17,-0.48,-1.0,0.0,0.0,,0.0,0.0,3.7,4.036,-1.614,2.086,0.378,125399
51,류지혁,23 3B,-0.055,81,61,520.0,274,191,81,2,0.993,4.708,-0.66,0.0,1.14,-0.97,0.0,,0.0,0.0,-0.02,-0.036,-0.519,-0.539,-0.002,108943
10,김성윤,23 RF,0.414,100,55,548.0,152,147,3,2,0.987,2.464,4.42,0.42,-0.05,0.0,0.0,,0.0,0.0,4.79,6.898,-0.734,4.056,0.489,129363
3,김성현,23 2B,0.276,121,84,790.0,419,176,229,14,0.967,4.614,1.97,0.0,-0.47,-0.26,0.0,,0.0,0.0,1.33,1.583,1.375,2.705,0.136,106364
44,안주형,23 2B,-0.339,35,16,155.0,84,40,42,2,0.976,4.761,-4.76,0.0,0.41,0.7,0.0,,0.0,0.0,-3.67,-15.099,0.349,-3.321,-0.374,129883
18,안상현,23 2B,-0.065,52,14,182.0,98,39,57,2,0.98,4.747,-0.64,0.0,-0.01,-0.46,0.0,,0.0,0.0,-1.12,-3.102,0.485,-0.635,-0.114,126134
29,이시원,23 RF,0.008,25,6,89.0,28,28,0,0,1.0,2.831,0.68,-0.61,0.16,0.0,0.0,,0.0,0.0,0.21,1.21,-0.128,0.082,0.021,125268
36,오윤석,23 1B,0.077,87,57,496.0,406,309,95,2,0.995,7.331,2.02,0.0,1.06,-1.1,0.0,,0.0,0.0,2.04,3.377,-1.281,0.759,0.208,113978
27,손민석,23 2B,0.044,12,3,35.0,23,10,12,1,0.957,5.657,0.28,0.0,0.09,0.0,0.0,,0.0,0.0,0.37,4.44,0.062,0.432,0.038,155208
65,안치영,23 RF,-0.198,71,33,329.0,66,62,2,2,0.97,1.751,-0.82,0.21,-0.36,0.0,0.0,,0.0,0.0,-0.99,-2.008,-0.946,-1.936,-0.101,130068
43,류지혁,23 3B,-0.621,67,57,472.0,156,62,90,4,0.974,2.898,-4.83,0.0,0.11,-1.21,0.0,,0.0,0.0,-6.1,-13.11,0.01,-6.09,-0.622,108940
19,홍종표,23 2B,0.055,24,1,39.0,19,8,11,0,1.0,4.385,0.29,0.0,0.1,0.1,0.0,,0.0,0.0,0.49,2.94,0.05,0.54,0.05,146120
9,김민혁,23 RF,0.644,122,98,767.0,195,190,1,4,0.979,2.241,9.18,-1.04,-0.68,0.0,0.0,,0.0,0.0,7.48,8.829,-1.169,6.311,0.763,113398
9,한석현,23 LF,0.125,30,13,146.0,46,44,0,2,0.957,2.712,2.77,-0.56,-0.76,0.0,0.0,,0.0,0.0,1.45,6.96,-0.22,1.23,0.148,132505
20,김성욱,23 RF,0.021,102,41,441.0,99,98,1,0,1.0,2.02,-1.53,1.43,0.73,0.0,0.0,,0.0,0.0,0.63,0.889,-0.425,0.205,0.064,111535
41,최정원,23 CF,0.045,24,9,106.0,45,22,23,0,1.0,3.821,0.54,0.12,0.23,-0.58,0.0,,0.0,0.0,0.3,1.8,0.137,0.438,0.031,142215
29,강진성,23 1B,-0.089,39,31,254.0,240,224,15,1,0.996,8.469,-0.01,0.19,0.46,0.0,0.0,,0.0,0.0,0.7,2.585,-1.574,-0.874,0.071,111484
56,고승민,23 1B,-0.454,94,71,605.0,456,417,37,2,0.996,6.754,-1.92,-0.63,1.1,0.0,0.0,,0.0,0.0,-1.29,-1.976,-3.158,-4.448,-0.132,141602
13,장두성,23 CF,0.201,22,1,51.0,12,12,0,0,1.0,2.118,1.88,0.03,0.06,0.0,0.0,,0.0,0.0,1.97,12.895,-0.0,1.97,0.201,131552
15,배영빈,23 SS,-0.019,17,5,51.0,24,8,14,2,0.917,3.882,0.43,0.0,-0.38,-0.43,0.0,,0.0,0.0,-0.38,-3.219,0.191,-0.189,-0.039,156252
27,윤동희,23 RF,-0.29,116,89,809.0,188,182,2,4,0.979,2.047,0.38,0.2,-0.47,0.0,0.0,,0.0,0.0,0.12,0.149,-2.963,-2.843,0.012,150482
42,최항,23 1B,-0.387,11,6,48.0,38,31,3,4,0.895,6.375,-3.33,0.0,-0.41,0.0,0.0,,0.0,0.0,-3.63,-47.52,-0.165,-3.795,-0.37,108104
43,최지훈,23 CF,-0.361,129,110,966.0,257,249,5,3,0.988,2.366,-3.98,0.68,-0.2,0.0,0.0,,0.0,0.0,-3.48,-3.885,-0.062,-3.542,-0.355,145874
7,김한별,23 SS,0.202,80,23,289.0,124,32,87,5,0.96,3.706,0.88,0.0,0.2,-0.18,0.0,,0.0,0.0,0.91,1.638,1.066,1.976,0.093,147165
9,김영웅,23 3B,0.323,56,21,260.0,80,19,55,6,0.925,2.562,2.98,0.0,0.1,0.36,0.0,,0.0,0.0,3.09,7.946,0.072,3.162,0.315,150353
51,렉스,23 RF,-0.369,41,40,323.0,64,61,1,2,0.969,1.728,-2.52,0.16,-0.38,0.0,0.0,,0.0,0.0,-2.74,-9.623,-0.876,-3.616,-0.28,151522
8,강승호,23 2B,0.241,135,109,964.0,639,396,227,16,0.975,5.816,0.23,0.0,-0.09,0.49,0.0,,0.0,0.0,0.7,0.747,1.663,2.363,0.071,110871
13,송승환,23 LF,0.123,22,18,141.0,41,40,1,0,1.0,2.617,1.26,0.05,0.26,0.0,0.0,,0.0,0.0,1.58,10.342,-0.37,1.21,0.161,141721
50,김인태,23 RF,-0.097,30,21,184.0,46,45,0,1,0.978,2.201,-1.15,0.84,-0.15,0.0,0.0,,0.0,0.0,-0.46,-2.208,-0.49,-0.95,-0.047,110981
38,이주형,23 LF,-0.177,9,1,29.0,5,5,0,0,1.0,1.552,-1.8,0.06,0.06,0.0,0.0,,0.0,0.0,-1.69,-27.04,-0.043,-1.733,-0.172,145916
24,송찬의,23 1B,-0.106,6,3,21.0,18,16,1,1,0.944,7.286,-0.97,0.0,0.04,0.0,0.0,,0.0,0.0,-0.94,-22.56,-0.098,-1.038,-0.096,131096
50,오스틴,23 1B,-0.904,116,114,939.0,919,833,72,14,0.985,8.674,1.92,-0.19,-1.26,0.0,0.0,,0.0,0.0,0.65,0.807,-9.514,-8.864,0.066,155326
47,김현수,23 LF,-0.175,37,36,273.0,112,98,12,2,0.982,3.626,-0.78,0.09,-0.01,0.0,0.0,,0.0,0.0,-0.69,-2.685,-1.024,-1.714,-0.07,101876
26,양찬열,23 RF,0.069,40,22,222.0,55,52,3,0,1.0,2.23,1.17,-0.15,0.43,0.0,0.0,,0.0,0.0,1.45,5.22,-0.77,0.68,0.148,147381
25,서예일,23 3B,-0.03,4,2,21.0,9,4,4,1,0.889,3.429,-0.38,0.0,0.06,0.0,0.0,,0.0,0.0,-0.32,-11.52,0.03,-0.29,-0.033,125231
36,김주성,23 SS,-0.111,8,0,20.0,7,2,3,2,0.714,2.25,-0.99,0.0,0.04,-0.24,0.0,,0.0,0.0,-1.18,-21.24,0.088,-1.092,-0.12,125456
1,김혜성,23 2B,0.584,131,129,1104.0,661,258,386,17,0.974,5.25,-0.78,0.0,1.49,-0.41,0.0,,0.0,0.0,0.28,0.308,5.441,5.721,0.029,129057
57,김인환,23 1B,-0.222,59,48,422.0,392,357,30,5,0.987,8.254,1.32,0.11,0.27,0.0,0.0,,0.0,0.0,1.76,4.296,-3.932,-2.172,0.18,125899
49,장운호,23 RF,-0.137,4,3,28.0,6,6,0,0,1.0,1.929,-1.14,-0.19,0.05,0.0,0.0,,0.0,0.0,-1.28,-46.08,-0.068,-1.348,-0.131,111229
30,김병휘,23 2B,-0.021,10,6,55.0,28,14,13,1,0.964,4.418,-0.17,0.0,-0.35,0.17,0.0,,0.0,0.0,-0.35,-5.04,0.144,-0.206,-0.036,145777
19,이병규,23 1B,0.045,5,3,25.0,23,22,1,0,1.0,8.28,0.57,0.0,0.04,0.0,0.0,,0.0,0.0,0.62,17.856,-0.176,0.444,0.063,128597
62,채은성,23 1B,-0.658,99,90,774.0,611,574,32,5,0.992,7.047,-2.52,0.41,0.44,0.0,0.0,,0.0,0.0,-1.54,-2.24,-4.91,-6.45,-0.157,112159
45,주성원,23 RF,0.004,21,20,144.0,38,35,2,1,0.974,2.312,1.4,-0.67,-0.22,0.0,0.0,,0.0,0.0,0.51,3.497,-0.468,0.042,0.052,141337
25,박찬혁,23 LF,-0.091,29,26,218.0,53,51,1,1,0.981,2.147,-0.41,0.07,0.39,0.0,0.0,,0.0,0.0,0.04,0.199,-0.935,-0.895,0.004,150687
66,도슨,23 CF,-0.582,48,45,390.0,106,102,0,4,0.962,2.354,-3.4,-0.52,-1.41,0.0,0.0,,0.0,0.0,-5.33,-15.99,-0.376,-5.706,-0.544,156527
20,김휘집,23 SS,-0.062,117,99,873.0,352,121,213,18,0.949,3.443,-6.68,0.0,0.06,2.28,0.0,,0.0,0.0,-4.26,-5.243,3.656,-0.604,-0.435,147857
46,전병우,23 1B,-0.002,38,11,152.0,156,144,10,2,0.987,9.118,0.31,0.0,0.28,0.37,0.0,,0.0,0.0,1.02,3.865,-1.044,-0.024,0.104,114227
57,김수환,23 1B,-0.332,43,25,222.0,205,194,10,1,0.995,8.27,-1.66,0.0,-0.09,0.0,0.0,,0.0,0.0,-1.49,-4.99,-1.76,-3.25,-0.152,130967
56,이용규,23 LF,-0.327,37,30,256.0,53,53,0,0,1.0,1.863,-1.94,-0.6,0.45,0.0,0.0,,0.0,0.0,-2.09,-8.134,-1.115,-3.205,-0.213,100357
36,권민석,23 SS,-0.038,2,0,4.0,0,0,0,0,,0.0,-0.14,0.0,0.01,-0.26,0.0,,0.0,0.0,-0.39,-28.08,0.02,-0.37,-0.04,130791
56,김대한,23 RF,-0.709,31,21,189.0,39,35,1,3,0.923,1.714,-4.27,-0.76,-1.12,0.0,0.0,,0.0,0.0,-6.15,-28.568,-0.803,-6.953,-0.627,141701
57,로하스,23 LF,-0.985,100,93,738.0,165,159,4,2,0.988,1.988,-8.15,-0.19,0.85,0.0,0.0,,0.0,0.0,-7.49,-10.786,-2.164,-9.654,-0.764,155391
11,안치홍,23 2B,-0.252,127,109,910.0,600,376,220,4,0.993,5.895,-5.64,0.0,1.28,-0.25,0.0,,0.0,0.0,-4.54,-5.148,2.07,-2.47,-0.463,100142
52,한유섬,23 RF,-0.882,90,77,662.0,131,122,5,4,0.969,1.727,-5.28,-0.13,-0.71,0.0,0.0,,0.0,0.0,-6.12,-9.792,-2.526,-8.646,-0.624,108154
27,김정민,23 RF,-0.062,6,0,9.0,2,2,0,0,1.0,2.0,-0.53,-0.07,0.02,0.0,0.0,,0.0,0.0,-0.59,-14.16,-0.017,-0.607,-0.06,154634
38,최경모,23 3B,-0.262,22,4,69.0,33,13,15,5,0.848,3.652,-1.9,0.0,-0.82,0.14,0.0,,0.0,0.0,-2.58,-16.887,0.009,-2.571,-0.263,141514
28,최주환,23 2B,-0.501,125,103,833.0,600,396,195,9,0.985,6.385,-5.96,0.0,-0.49,0.71,0.0,,0.0,0.0,-5.54,-6.382,0.625,-4.915,-0.565,101824
1,김주원,23 SS,0.842,133,122,1045.0,539,187,322,30,0.944,4.384,0.98,0.0,-2.49,0.83,0.0,,0.0,0.0,-0.67,-0.725,8.92,8.25,-0.068,147655
4,강현우,23 C,0.227,47,24,236.0,189,176,11,2,0.989,7.131,-0.56,0.0,-0.38,0.0,-0.41,,1.38,0.0,-0.19,-0.582,2.417,2.227,-0.019,146038
3,황재균,23 3B,0.436,109,103,900.0,259,83,165,11,0.958,2.48,3.52,0.0,1.09,-0.21,0.0,,0.0,0.0,4.27,5.641,0.001,4.271,0.436,104078
