Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,id,2023,2024,2024_예측
오윤석,23 1B,0.077,87,57,496.0,406,309,95,2,0.995,7.331,2.02,0.0,1.06,-1.1,0.0,0.0,0.0,0.0,2.04,3.377,-1.281,0.759,0.208,113978,0.55,82,0.35,0.21,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.7,0.11,90.7,11397,12000.0,14000.0,12730.0
안치영,23 RF,-0.198,71,33,329.0,66,62,2,2,0.97,1.751,-0.82,0.21,-0.36,0.0,0.0,0.0,0.0,0.0,-0.99,-2.008,-0.946,-1.936,-0.101,130068,0.14,76,0.24,-0.1,136,133,124,20,36,3,1,0,41,9,7,1,6,2,0,35,1,3,1,0.29,0.331,0.331,0.662,0.098,79.7,13006,3000.0,5000.0,7976.0
홍종표,23 2B,0.055,24,1,39.0,19,8,11,0,1.0,4.385,0.29,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.49,2.94,0.05,0.54,0.05,146120,0.11,40,0.06,0.05,12,11,7,10,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0.0,0.364,0.0,0.364,0.079,64.9,14612,3300.0,3500.0,4353.0
김민혁,23 RF,0.644,122,98,767.0,195,190,1,4,0.979,2.241,9.18,-1.04,-0.68,0.0,0.0,0.0,0.0,0.0,7.48,8.829,-1.169,6.311,0.763,113398,2.55,113,1.79,0.76,448,441,397,68,118,20,3,3,153,41,11,4,36,3,0,48,4,7,5,0.297,0.356,0.385,0.741,0.128,104.9,11339,15000.0,24000.0,22935.0
한석현,23 LF,0.125,30,13,146.0,46,44,0,2,0.957,2.712,2.77,-0.56,-0.76,0.0,0.0,0.0,0.0,0.0,1.45,6.96,-0.22,1.23,0.148,132505,-0.27,27,-0.41,0.15,66,64,60,5,12,1,0,0,13,2,2,1,4,0,0,20,2,2,0,0.2,0.25,0.217,0.467,0.026,22.9,13250,3900.0,3900.0,4190.0
김성욱,23 RF,0.021,102,41,441.0,99,98,1,0,1.0,2.02,-1.53,1.43,0.73,0.0,0.0,0.0,0.0,0.0,0.63,0.889,-0.425,0.205,0.064,111535,0.42,93,0.36,0.06,204,201,179,28,40,10,0,6,68,16,6,1,16,5,0,63,7,3,1,0.223,0.303,0.38,0.683,0.105,89.3,11153,10000.0,9500.0,9267.0
최정원,23 CF,0.045,24,9,106.0,45,22,23,0,1.0,3.821,0.54,0.12,0.23,-0.58,0.0,0.0,0.0,0.0,0.3,1.8,0.137,0.438,0.031,142215,0.35,39,0.32,0.03,56,54,50,12,13,3,2,0,20,5,4,1,1,3,0,13,1,2,0,0.26,0.315,0.4,0.715,0.119,100.0,14221,6600.0,6600.0,7160.0
강진성,23 1B,-0.089,39,31,254.0,240,224,15,1,0.996,8.469,-0.01,0.19,0.46,0.0,0.0,0.0,0.0,0.0,0.7,2.585,-1.574,-0.874,0.071,111484,0.1,55,0.03,0.07,142,141,131,10,34,6,1,3,51,17,0,0,6,3,0,20,2,1,1,0.26,0.305,0.389,0.694,0.105,87.8,11148,8000.0,8500.0,8403.0
고승민,23 1B,-0.454,94,71,605.0,456,417,37,2,0.996,6.754,-1.92,-0.63,1.1,0.0,0.0,0.0,0.0,0.0,-1.29,-1.976,-3.158,-4.448,-0.132,141602,0.08,94,0.21,-0.13,308,301,255,35,57,14,2,2,81,24,8,3,42,1,3,64,2,6,4,0.224,0.331,0.318,0.649,0.1,82.5,14160,7300.0,8000.0,14265.0
장두성,23 CF,0.201,22,1,51.0,12,12,0,0,1.0,2.118,1.88,0.03,0.06,0.0,0.0,0.0,0.0,0.0,1.97,12.895,-0.0,1.97,0.201,131552,0.17,25,-0.03,0.2,15,14,13,7,2,0,0,0,2,1,2,0,1,0,0,3,1,1,0,0.154,0.214,0.154,0.368,-0.008,-6.9,13155,3800.0,4000.0,3978.0
윤동희,23 RF,-0.29,116,89,809.0,188,182,2,4,0.979,2.047,0.38,0.2,-0.47,0.0,0.0,0.0,0.0,0.0,0.12,0.149,-2.963,-2.843,0.012,150482,0.35,107,0.34,0.01,423,421,387,45,111,18,1,2,137,41,3,6,28,1,0,69,10,2,5,0.287,0.333,0.354,0.687,0.106,88.0,15048,3300.0,9000.0,11857.0
최항,23 1B,-0.387,11,6,48.0,38,31,3,4,0.895,6.375,-3.33,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,-3.63,-47.52,-0.165,-3.795,-0.37,108104,-0.3,21,0.07,-0.37,35,34,28,3,8,1,0,1,12,6,0,0,5,0,0,12,1,1,1,0.286,0.382,0.429,0.811,0.153,129.2,10810,3100.0,3100.0,6934.0
최지훈,23 CF,-0.361,129,110,966.0,257,249,5,3,0.988,2.366,-3.98,0.68,-0.2,0.0,0.0,0.0,0.0,0.0,-3.48,-3.885,-0.062,-3.542,-0.355,145874,1.26,117,1.61,-0.36,503,495,462,65,124,19,8,2,165,30,21,2,29,3,0,50,3,8,1,0.268,0.315,0.357,0.672,0.101,83.4,14587,30000.0,25000.0,26019.0
김한별,23 SS,0.202,80,23,289.0,124,32,87,5,0.96,3.706,0.88,0.0,0.2,-0.18,0.0,0.0,0.0,0.0,0.91,1.638,1.066,1.976,0.093,147165,-0.43,79,-0.52,0.09,105,103,97,8,21,0,1,0,23,4,0,3,4,2,0,23,6,2,0,0.216,0.262,0.237,0.499,0.038,32.2,14716,3100.0,3800.0,3960.0
김영웅,23 3B,0.323,56,21,260.0,80,19,55,6,0.925,2.562,2.98,0.0,0.1,0.36,0.0,0.0,0.0,0.0,3.09,7.946,0.072,3.162,0.315,150353,0.09,55,-0.22,0.32,103,100,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,0.187,0.25,0.319,0.569,0.06,49.1,15035,3200.0,3800.0,4379.0
강승호,23 2B,0.241,135,109,964.0,639,396,227,16,0.975,5.816,0.23,0.0,-0.09,0.49,0.0,0.0,0.0,0.0,0.7,0.747,1.663,2.363,0.071,110871,1.49,127,1.42,0.07,459,455,419,51,111,18,6,7,162,59,13,6,27,6,0,110,12,4,3,0.265,0.316,0.387,0.703,0.11,98.3,11087,20000.0,25500.0,27920.0
송승환,23 LF,0.123,22,18,141.0,41,40,1,0,1.0,2.617,1.26,0.05,0.26,0.0,0.0,0.0,0.0,0.0,1.58,10.342,-0.37,1.21,0.161,141721,-0.1,30,-0.26,0.16,76,74,70,10,16,3,1,0,21,4,0,1,4,0,0,16,2,2,0,0.229,0.27,0.3,0.57,0.062,54.0,14172,3500.0,3500.0,3847.0
김인태,23 RF,-0.097,30,21,184.0,46,45,0,1,0.978,2.201,-1.15,0.84,-0.15,0.0,0.0,0.0,0.0,0.0,-0.46,-2.208,-0.49,-0.95,-0.047,110981,0.36,47,0.41,-0.05,115,114,98,8,25,5,0,1,33,14,2,1,15,1,0,26,1,1,0,0.255,0.36,0.337,0.697,0.122,109.3,11098,10000.0,9000.0,9628.0
송찬의,23 1B,-0.106,6,3,21.0,18,16,1,1,0.944,7.286,-0.97,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.94,-22.56,-0.098,-1.038,-0.096,131096,-0.32,19,-0.22,-0.1,22,22,18,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,0.056,0.227,0.111,0.338,0.006,5.3,13109,4000.0,3600.0,3874.0
양찬열,23 RF,0.069,40,22,222.0,55,52,3,0,1.0,2.23,1.17,-0.15,0.43,0.0,0.0,0.0,0.0,0.0,1.45,5.22,-0.77,0.68,0.148,147381,0.12,44,-0.03,0.15,99,99,88,15,21,2,2,0,27,6,3,2,9,1,0,23,1,0,1,0.239,0.313,0.307,0.62,0.087,78.0,14738,4300.0,4000.0,4395.0
서예일,23 3B,-0.03,4,2,21.0,9,4,4,1,0.889,3.429,-0.38,0.0,0.06,0.0,0.0,0.0,0.0,0.0,-0.32,-11.52,0.03,-0.29,-0.033,125231,-0.11,5,-0.08,-0.03,10,10,9,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0.222,0.2,0.222,0.422,-0.011,-10.1,12523,3400.0,3400.0,3876.0
김주성,23 SS,-0.111,8,0,20.0,7,2,3,2,0.714,2.25,-0.99,0.0,0.04,-0.24,0.0,0.0,0.0,0.0,-1.18,-21.24,0.088,-1.092,-0.12,125456,-0.06,11,0.06,-0.12,7,7,5,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.2,0.429,0.2,0.629,0.141,123.9,12545,3400.0,3500.0,5335.0
김인환,23 1B,-0.222,59,48,422.0,392,357,30,5,0.987,8.254,1.32,0.11,0.27,0.0,0.0,0.0,0.0,0.0,1.76,4.296,-3.932,-2.172,0.18,125899,-0.18,112,-0.36,0.18,365,365,325,34,73,16,0,7,110,42,1,0,35,2,2,91,4,0,3,0.225,0.301,0.338,0.639,0.089,75.4,12589,6400.0,6900.0,8755.0
김병휘,23 2B,-0.021,10,6,55.0,28,14,13,1,0.964,4.418,-0.17,0.0,-0.35,0.17,0.0,0.0,0.0,0.0,-0.35,-5.04,0.144,-0.206,-0.036,145777,-0.27,10,-0.24,-0.04,21,21,21,0,3,1,0,0,4,1,0,0,0,0,0,8,0,0,0,0.143,0.143,0.19,0.333,-0.038,-33.7,14577,3200.0,3300.0,4226.0
주성원,23 RF,0.004,21,20,144.0,38,35,2,1,0.974,2.312,1.4,-0.67,-0.22,0.0,0.0,0.0,0.0,0.0,0.51,3.497,-0.468,0.042,0.052,141337,-0.45,25,-0.5,0.05,72,71,69,7,15,2,1,0,19,2,0,0,1,0,0,18,1,1,1,0.217,0.225,0.275,0.5,0.027,23.3,14133,3100.0,3500.0,3968.0
박찬혁,23 LF,-0.091,29,26,218.0,53,51,1,1,0.981,2.147,-0.41,0.07,0.39,0.0,0.0,0.0,0.0,0.0,0.04,0.199,-0.935,-0.895,0.004,150687,-0.83,48,-0.83,0.0,167,167,154,13,31,7,0,1,41,8,0,0,10,3,0,41,1,0,0,0.201,0.263,0.266,0.529,0.051,45.0,15068,4200.0,4000.0,4192.0
김휘집,23 SS,-0.062,117,99,873.0,352,121,213,18,0.949,3.443,-6.68,0.0,0.06,2.28,0.0,0.0,0.0,0.0,-4.26,-5.243,3.656,-0.604,-0.435,147857,1.89,110,2.32,-0.43,435,429,369,46,92,22,0,8,138,51,0,0,48,5,0,97,8,6,7,0.249,0.338,0.374,0.712,0.119,102.5,14785,7400.0,11000.0,13078.0
전병우,23 1B,-0.002,38,11,152.0,156,144,10,2,0.987,9.118,0.31,0.0,0.28,0.37,0.0,0.0,0.0,0.0,1.02,3.865,-1.044,-0.024,0.104,114227,-0.2,41,-0.3,0.1,75,73,62,6,9,3,0,1,15,6,0,0,10,1,0,28,0,2,0,0.145,0.274,0.242,0.516,0.058,50.2,11422,8000.0,6000.0,6178.0
김수환,23 1B,-0.332,43,25,222.0,205,194,10,1,0.995,8.27,-1.66,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,-1.49,-4.99,-1.76,-3.25,-0.152,130967,-0.18,50,-0.02,-0.15,114,113,97,8,21,4,0,2,31,15,0,0,11,4,0,36,1,1,1,0.216,0.319,0.32,0.639,0.097,82.8,13096,4500.0,4700.0,6352.0
이용규,23 LF,-0.327,37,30,256.0,53,53,0,0,1.0,1.863,-1.94,-0.6,0.45,0.0,0.0,0.0,0.0,0.0,-2.09,-8.134,-1.115,-3.205,-0.213,100357,-0.46,50,-0.25,-0.21,178,176,154,19,36,0,3,0,42,11,2,1,19,1,0,22,3,2,2,0.234,0.318,0.273,0.591,0.08,70.2,10035,30000.0,20000.0,16399.0
권민석,23 SS,-0.038,2,0,4.0,0,0,0,0,0.0,0.0,-0.14,0.0,0.01,-0.26,0.0,0.0,0.0,0.0,-0.39,-28.08,0.02,-0.37,-0.04,130791,-0.08,1,-0.04,-0.04,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-154.8,13079,3100.0,3100.0,4191.0
김대한,23 RF,-0.709,31,21,189.0,39,35,1,3,0.923,1.714,-4.27,-0.76,-1.12,0.0,0.0,0.0,0.0,0.0,-6.15,-28.568,-0.803,-6.953,-0.627,141701,-0.87,33,-0.24,-0.63,89,89,81,10,16,3,1,1,24,7,1,3,7,1,0,21,0,0,0,0.198,0.27,0.296,0.566,0.064,56.9,14170,4500.0,3700.0,5589.0
안치홍,23 2B,-0.252,127,109,910.0,600,376,220,4,0.993,5.895,-5.64,0.0,1.28,-0.25,0.0,0.0,0.0,0.0,-4.54,-5.148,2.07,-2.47,-0.463,100142,2.3,121,2.77,-0.46,494,487,425,57,124,20,1,8,170,63,3,3,49,10,3,53,14,5,5,0.292,0.374,0.4,0.774,0.142,117.5,10014,50000.0,50000.0,42525.0
김정민,23 RF,-0.062,6,0,9.0,2,2,0,0,1.0,2.0,-0.53,-0.07,0.02,0.0,0.0,0.0,0.0,0.0,-0.59,-14.16,-0.017,-0.607,-0.06,154634,-0.03,8,0.03,-0.06,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.222,180.0,15463,3000.0,13000.0,10837.0
최경모,23 3B,-0.262,22,4,69.0,33,13,15,5,0.848,3.652,-1.9,0.0,-0.82,0.14,0.0,0.0,0.0,0.0,-2.58,-16.887,0.009,-2.571,-0.263,141514,-0.49,28,-0.23,-0.26,20,20,20,6,3,0,0,0,3,1,2,0,0,0,0,5,0,0,0,0.15,0.15,0.15,0.3,-0.05,-41.8,14151,5000.0,3700.0,5130.0
김주원,23 SS,0.842,133,122,1045.0,539,187,322,30,0.944,4.384,0.98,0.0,-2.49,0.83,0.0,0.0,0.0,0.0,-0.67,-0.725,8.92,8.25,-0.068,147655,2.23,127,2.3,-0.07,474,466,403,56,94,9,2,10,137,54,15,3,44,15,1,106,6,8,4,0.233,0.328,0.34,0.668,0.106,89.8,14765,9000.0,16000.0,17713.0
강현우,23 C,0.227,47,24,236.0,189,176,11,2,0.989,7.131,-0.56,0.0,-0.38,0.0,-0.41,0.0,1.38,0.0,-0.19,-0.582,2.417,2.227,-0.019,146038,-0.27,53,-0.26,-0.02,111,110,103,11,20,6,0,1,29,11,0,1,6,1,0,17,3,1,0,0.194,0.245,0.282,0.527,0.046,38.1,14603,3000.0,5000.0,5118.0
김석환,23 LF,-0.155,9,5,51.0,34,33,1,0,1.0,6.0,-1.26,-0.17,0.09,0.0,0.0,0.0,0.0,0.0,-1.35,-21.6,-0.17,-1.52,-0.138,129170,-0.43,12,-0.3,-0.14,26,25,23,1,3,1,0,0,4,3,0,0,2,0,0,9,1,1,0,0.13,0.2,0.174,0.374,-0.006,-4.7,12917,3500.0,4000.0,4175.0
이우성,23 RF,0.185,128,93,793.0,182,177,4,1,0.995,2.054,2.5,0.21,0.98,0.0,0.0,0.0,0.0,0.0,3.69,4.151,-1.878,1.812,0.376,110990,2.3,126,1.92,0.38,400,393,355,39,107,17,0,8,148,58,8,1,31,5,4,81,10,6,3,0.301,0.363,0.417,0.78,0.141,122.4,11099,5500.0,13000.0,14443.0
박정우,23 RF,0.197,14,1,30.0,7,7,0,0,1.0,2.1,1.33,0.61,0.05,0.0,0.0,0.0,0.0,0.0,1.99,20.469,-0.056,1.934,0.203,128690,0.24,21,0.03,0.2,12,9,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0.333,0.333,0.333,0.666,0.093,80.3,12869,3600.0,3800.0,5037.0
변우혁,23 1B,-0.675,75,56,462.0,368,317,42,9,0.976,6.994,-3.24,0.0,-1.09,0.15,0.0,0.0,0.0,0.0,-4.31,-8.275,-2.303,-6.613,-0.44,141240,-0.33,83,0.11,-0.44,226,226,200,23,45,4,0,7,70,24,0,0,23,3,1,74,4,0,0,0.225,0.314,0.35,0.664,0.1,88.1,14124,3500.0,6000.0,7483.0
서동욱,23 RF,0.027,6,5,31.0,10,10,0,0,1.0,2.903,0.87,-0.13,0.07,0.0,-0.29,0.0,-0.27,0.0,0.33,7.92,-0.067,0.263,0.034,156242,-0.12,13,-0.15,0.03,20,20,17,2,2,1,0,0,3,0,0,0,3,0,0,5,1,0,0,0.118,0.25,0.176,0.426,0.029,24.2,15624,3000.0,3300.0,3720.0
이정훈,23 LF,-0.332,14,11,80.0,37,33,3,1,0.973,4.05,-1.88,-0.73,-0.35,0.0,0.0,0.0,0.0,0.0,-2.96,-30.446,-0.29,-3.25,-0.302,129162,0.08,59,0.38,-0.3,171,171,152,17,45,7,0,1,55,17,1,1,13,3,0,28,1,0,3,0.296,0.357,0.362,0.719,0.122,101.2,12916,4000.0,6000.0,7373.0
신윤후,23 LF,0.029,21,6,72.0,20,18,0,2,0.9,2.25,1.73,-0.4,-0.86,0.0,0.0,0.0,0.0,0.0,0.45,3.086,-0.162,0.288,0.046,141692,-0.38,28,-0.43,0.05,27,27,25,2,1,0,0,0,1,1,1,0,0,2,0,8,0,0,0,0.04,0.111,0.04,0.151,-0.086,-72.6,14169,5300.0,5200.0,4909.0
김수윤,23 3B,-0.157,13,3,33.0,18,14,3,1,0.944,4.636,-1.4,0.0,0.08,-0.22,0.0,0.0,0.0,0.0,-1.54,-17.058,0.0,-1.54,-0.157,129035,-0.23,16,-0.07,-0.16,15,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0.214,0.267,0.214,0.481,0.033,28.4,12903,3100.0,3200.0,4458.0
김재호,23 SS,0.905,87,71,613.0,296,119,167,10,0.966,4.199,3.53,0.0,-0.54,0.13,0.0,0.0,0.0,0.0,3.12,5.164,5.753,8.873,0.318,101741,2.87,91,2.56,0.32,302,287,247,32,70,13,0,3,92,29,4,0,30,8,2,24,11,15,2,0.283,0.376,0.372,0.748,0.137,123.0,10174,50000.0,30000.0,27038.0
박주찬,23 3B,-0.124,6,3,35.0,12,8,3,1,0.917,2.829,-1.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,-1.18,-28.32,-0.04,-1.22,-0.12,142195,-0.31,5,-0.19,-0.12,14,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.056,-49.0,14219,3000.0,3100.0,3422.0
김도영,23 3B,0.501,85,84,722.0,230,71,146,13,0.943,2.705,4.32,0.0,-0.31,0.65,0.0,0.0,0.0,0.0,4.9,8.301,0.014,4.914,0.5,150560,3.64,84,3.14,0.5,385,382,340,72,103,20,5,7,154,47,25,4,38,1,1,62,14,2,4,0.303,0.371,0.453,0.824,0.156,134.4,15056,5000.0,10000.0,13300.0
조현진,23 SS,-0.045,8,0,14.0,6,1,5,0,1.0,3.857,-0.39,0.0,0.03,-0.14,0.0,0.0,0.0,0.0,-0.49,-8.82,0.052,-0.437,-0.05,148775,-0.11,10,-0.06,-0.05,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,-0.011,-9.4,14877,3000.0,3100.0,4359.0
박찬호,23 SS,1.483,129,121,1045.0,524,206,303,15,0.971,4.384,4.27,0.0,0.97,-0.75,0.0,0.0,0.0,0.0,4.49,5.012,10.042,14.532,0.458,112610,4.09,130,3.64,0.46,507,500,452,73,136,18,4,3,171,52,30,8,40,2,0,56,13,7,6,0.301,0.356,0.378,0.734,0.127,109.5,11261,20000.0,30000.0,30045.0
한동희,23 3B,-0.899,99,82,681.0,255,142,101,12,0.953,3.211,-8.57,0.0,-0.45,0.29,0.0,0.0,0.0,0.0,-8.6,-12.509,-0.209,-8.809,-0.877,131452,-1.81,108,-0.94,-0.88,353,351,319,30,71,11,0,5,97,32,1,3,26,1,0,58,16,2,5,0.223,0.279,0.304,0.583,0.067,55.5,13145,19260.0,16200.0,26188.0
손아섭,23 RF,0.039,58,52,409.0,92,89,1,2,0.978,1.98,1.88,0.4,-0.21,0.0,0.0,0.0,0.0,0.0,2.08,5.164,-1.699,0.381,0.212,102615,4.32,140,4.11,0.21,609,608,551,97,187,36,3,5,244,65,14,3,50,2,2,67,10,1,5,0.339,0.393,0.443,0.836,0.162,137.1,10261,50000.0,50000.0,31836.0
권희동,23 LF,-0.582,92,84,697.0,165,161,2,2,0.988,2.105,-1.89,-0.97,0.25,0.0,0.0,0.0,0.0,0.0,-2.61,-4.085,-3.092,-5.702,-0.266,111725,2.0,96,2.26,-0.27,373,369,309,33,88,16,0,7,125,63,2,0,49,6,0,50,4,4,5,0.285,0.388,0.405,0.793,0.153,128.2,11172,9000.0,15000.0,16010.0
박영빈,23 CF,0.174,21,0,34.0,12,12,0,0,1.0,3.176,1.57,0.09,0.05,0.0,0.0,0.0,0.0,0.0,1.71,11.726,-0.003,1.707,0.174,146615,0.03,41,-0.14,0.17,17,15,14,11,1,1,0,0,2,0,4,2,1,0,0,6,0,2,0,0.071,0.133,0.143,0.276,-0.046,-38.6,14661,3000.0,3200.0,3243.0
류승민,23 RF,-0.294,21,16,123.0,23,22,0,1,0.957,1.61,-1.91,-0.27,-0.25,0.0,0.0,0.0,0.0,0.0,-2.43,-16.663,-0.456,-2.886,-0.248,155033,-0.5,24,-0.25,-0.25,57,55,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,0.046,37.7,15503,3000.0,8500.0,7363.0
최준우,23 2B,0.356,24,13,100.0,61,26,35,0,1.0,5.49,2.69,0.0,0.27,0.01,0.0,0.0,0.0,0.0,3.08,18.48,0.412,3.492,0.314,131284,0.36,38,0.05,0.31,69,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0,1,0.267,0.348,0.283,0.631,0.096,80.1,13128,4500.0,4500.0,4804.0
김헌곤,23 LF,-0.101,5,0,5.0,0,0,0,0,0.0,0.0,-1.19,0.19,0.01,0.0,0.0,0.0,0.0,0.0,-0.99,-28.512,-0.002,-0.992,-0.101,106403,-0.2,6,-0.1,-0.1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-151.6,10640,12000.0,6000.0,6178.0
박민석,23 2B,-0.055,3,1,11.0,5,1,3,1,0.8,3.273,-0.68,0.0,0.03,0.09,0.0,0.0,0.0,0.0,-0.57,-27.36,0.027,-0.543,-0.058,141108,-0.08,4,-0.02,-0.06,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,0.028,21.6,14110,3000.0,3100.0,5582.0
김강민,23 CF,-0.087,37,23,216.0,63,60,3,0,1.0,2.625,-1.32,0.2,0.29,0.0,0.0,0.0,0.0,0.0,-0.84,-3.269,-0.009,-0.849,-0.086,101084,0.12,70,0.2,-0.09,166,163,137,20,31,3,0,2,40,7,2,1,23,1,1,38,2,2,3,0.226,0.335,0.292,0.627,0.095,78.3,10108,16000.0,11000.0,11093.0
이정범,23 RF,-0.058,6,5,25.0,6,5,1,0,1.0,2.16,-0.39,-0.15,0.04,0.0,0.0,0.0,0.0,0.0,-0.5,-12.0,-0.07,-0.57,-0.051,131944,-0.43,15,-0.38,-0.05,33,33,29,2,5,0,0,0,5,4,0,0,2,0,0,6,1,0,2,0.172,0.212,0.172,0.384,-0.009,-7.0,13194,3000.0,3200.0,3386.0
고명준,23 1B,0.085,2,1,6.0,7,7,0,0,1.0,10.5,0.85,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.86,61.92,-0.03,0.83,0.088,148074,-0.02,2,-0.11,0.09,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.167,-132.5,14807,3000.0,3000.0,3739.0
강민성,23 3B,0.168,11,7,60.0,24,7,15,2,0.917,3.3,1.82,0.0,-0.35,-0.28,0.0,0.0,0.0,0.0,1.65,21.6,-0.002,1.648,0.168,141918,0.18,12,0.01,0.17,27,26,22,2,4,1,0,0,5,0,0,0,4,0,0,10,0,1,0,0.182,0.308,0.227,0.535,0.069,56.4,14191,3300.0,3600.0,4729.0
강백호,23 RF,-0.203,29,26,210.0,84,76,7,1,0.988,3.557,-0.63,-0.93,0.4,0.0,0.0,0.0,0.0,0.0,-1.16,-5.76,-0.833,-1.993,-0.118,131688,0.74,71,0.85,-0.12,271,269,238,32,63,10,1,8,99,39,3,0,31,0,4,55,1,0,2,0.265,0.347,0.416,0.763,0.131,106.5,13168,29000.0,29000.0,15749.0
김현준,23 CF,-0.23,105,102,880.0,312,303,4,5,0.984,3.14,-1.52,0.62,-1.34,0.0,0.0,0.0,0.0,0.0,-2.25,-3.086,-0.0,-2.25,-0.23,148673,0.63,109,0.85,-0.23,479,471,433,62,119,10,6,3,150,46,5,5,30,5,0,84,5,8,3,0.275,0.327,0.346,0.673,0.102,85.2,14867,8000.0,14000.0,15848.0
공민규,23 1B,-0.175,19,7,75.0,41,36,5,0,1.0,4.92,-1.01,0.0,0.16,0.0,0.0,0.0,0.0,0.0,-1.61,-12.202,-0.105,-1.715,-0.164,131643,-0.39,22,-0.22,-0.16,33,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.29,0.532,0.047,39.6,13164,4000.0,4100.0,4892.0
김태훈,23 1B,-0.017,10,6,52.0,26,23,3,0,1.0,4.5,0.6,0.03,0.09,0.0,0.0,0.0,0.0,0.0,-0.07,-1.008,-0.1,-0.17,-0.007,113363,-0.46,11,-0.45,-0.01,22,21,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,0.095,0.095,0.143,0.238,-0.075,-61.6,11336,4300.0,4100.0,4044.0
김재상,23 3B,0.013,8,3,32.0,18,9,8,1,0.944,4.781,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.09,1.62,0.035,0.125,0.009,154993,-0.02,17,-0.03,0.01,22,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.15,0.227,0.3,0.527,0.043,35.1,15499,3000.0,13200.0,9540.0
이원석,23 1B,-0.811,48,42,371.0,344,305,31,8,0.977,8.151,-4.96,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,-5.18,-15.54,-2.765,-7.945,-0.529,101807,-1.9,70,-1.38,-0.53,273,272,247,16,54,6,0,1,63,20,0,0,20,3,1,59,8,1,2,0.219,0.283,0.255,0.538,0.053,46.0,10180,20000.0,40000.0,29923.0
이명기,23 LF,0.015,4,2,23.0,9,8,0,1,0.889,3.13,0.72,-0.06,-0.45,0.0,0.0,0.0,0.0,0.0,0.21,7.56,-0.06,0.15,0.021,101199,-0.37,14,-0.39,0.02,42,42,40,2,7,1,0,0,8,5,1,0,2,0,0,9,0,0,0,0.175,0.214,0.2,0.414,0.003,2.7,10119,5000.0,5000.0,5219.0
김건희,23 1B,-0.168,9,3,30.0,26,22,3,1,0.962,7.5,-1.03,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,-1.48,-23.68,-0.171,-1.651,-0.151,154727,-0.23,9,-0.08,-0.15,13,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0,0,0.182,0.308,0.182,0.49,0.055,47.8,15472,3000.0,25200.0,15974.0
김재성,23 C,0.3,48,23,236.0,184,172,12,0,1.0,7.017,-0.5,0.0,0.57,0.0,1.13,0.0,0.16,0.0,1.32,3.96,1.617,2.937,0.135,113443,0.45,57,0.32,0.13,125,123,99,7,19,3,0,1,25,7,0,1,19,5,1,31,4,2,0,0.192,0.35,0.253,0.603,0.1,82.3,11344,7500.0,7000.0,8415.0
