선수,포지션,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,팀,기존pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR▼,oWAR,dWAR,PA,ePA,AB,TB,RBI,SB,CS,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉등급,신인여부,국적,선발투수
구자욱,좌익수,,129,,,,,,,,,,,,92.0,,,169.0,39.0,1.0,33.0,55.0,12.0,4.0,73.0,,,,,,,,,,5.69,삼성 라이온즈,10892,200000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108923.0,,5.61,0.08,568.0,563.0,493.0,309.0,115.0,13.0,4.0,6.0,2.0,6.0,0.343,0.417,0.627,1.044,0.228,162.3,,,,
김지찬,중견수,,135,,,,,,,,,,,,102.0,,,143.0,16.0,3.0,3.0,60.0,9.0,2.0,40.0,,,,,,,,,,3.98,삼성 라이온즈,14618,16000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146183.0,,3.58,0.41,535.0,521.0,453.0,174.0,36.0,42.0,4.0,5.0,12.0,1.0,0.316,0.405,0.384,0.789,0.157,112.7,,,,
강민호,포수,,136,,,,,,,,,,,,48.0,,,122.0,19.0,1.0,19.0,35.0,8.0,2.0,52.0,,,,,,,,,,3.32,삼성 라이온즈,10232,40000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,102323.0,,3.02,0.3,452.0,450.0,403.0,200.0,77.0,3.0,0.0,17.0,0.0,6.0,0.303,0.365,0.496,0.861,0.161,115.6,,,,
이재현,유격수,,109,,,,,,,,,,,,71.0,,,101.0,18.0,1.0,14.0,58.0,8.0,1.0,83.0,,,,,,,,,,3.03,삼성 라이온즈,15034,14000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150343.0,,2.43,0.6,458.0,457.0,389.0,163.0,66.0,2.0,1.0,8.0,0.0,3.0,0.26,0.365,0.419,0.784,0.146,104.8,,,,
김영웅,3루수,,126,,,,,,,,,,,,65.0,,,115.0,16.0,3.0,28.0,45.0,3.0,0.0,155.0,,,,,,,,,,2.29,삼성 라이온즈,15035,3800.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150353.0,,1.59,0.71,509.0,508.0,456.0,221.0,79.0,9.0,2.0,2.0,1.0,4.0,0.252,0.321,0.485,0.806,0.137,97.8,,,,
이성규,우익수,,122,,,,,,,,,,,,56.0,,,73.0,10.0,1.0,22.0,31.0,15.0,0.0,109.0,,,,,,,,,,1.11,삼성 라이온즈,12562,6000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,125623.0,,1.02,0.08,355.0,351.0,302.0,151.0,57.0,9.0,2.0,5.0,4.0,3.0,0.242,0.339,0.5,0.839,0.149,106.1,,,,
김헌곤,좌익수,,117,,,,,,,,,,,,43.0,,,85.0,8.0,1.0,9.0,22.0,3.0,0.0,50.0,,,,,,,,,,1.05,삼성 라이온즈,10640,6000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,106403.0,,0.87,0.18,311.0,307.0,281.0,122.0,34.0,4.0,2.0,5.0,4.0,1.0,0.302,0.358,0.434,0.792,0.142,101.0,,,,
윤정빈,우익수,,69,,,,,,,,,,,,26.0,,,46.0,4.0,1.0,7.0,22.0,3.0,0.0,47.0,,,,,,,,,,1.05,삼성 라이온즈,13161,3700.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131613.0,,0.67,0.38,188.0,188.0,161.0,73.0,20.0,1.0,3.0,1.0,0.0,2.0,0.286,0.378,0.453,0.831,0.159,113.7,,,,
박병호,1루수,,76,,,,,,,,,,,,42.0,,,61.0,5.0,0.0,20.0,31.0,3.0,0.0,83.0,,,,,,,,,,0.53,삼성 라이온즈,10470,70000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,104703.0,,0.4,0.13,285.0,285.0,249.0,126.0,60.0,3.0,0.0,5.0,0.0,2.0,0.245,0.333,0.506,0.839,0.149,106.8,,,,
디아즈,1루수,,29,,,,,,,,,,,,14.0,,,31.0,5.0,0.0,7.0,6.0,2.0,0.0,25.0,,,,,,,,,,0.53,삼성 라이온즈,16162,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,161623.0,,0.21,0.32,118.0,118.0,110.0,57.0,19.0,0.0,0.0,2.0,0.0,0.0,0.282,0.331,0.518,0.849,0.152,107.9,,,,
맥키넌,1루수,,72,,,,,,,,,,,,28.0,,,80.0,13.0,0.0,4.0,39.0,1.0,3.0,33.0,,,,,,,,,,0.51,삼성 라이온즈,15862,130000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,158623.0,,0.35,0.17,315.0,313.0,272.0,105.0,36.0,1.0,0.0,6.0,0.0,3.0,0.294,0.381,0.386,0.767,0.135,96.5,,,,
전병우,3루수,,58,,,,,,,,,,,,17.0,,,25.0,5.0,0.0,5.0,14.0,1.0,0.0,42.0,,,,,,,,,,0.3,삼성 라이온즈,11422,6000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,114223.0,,-0.07,0.36,128.0,128.0,111.0,45.0,14.0,0.0,1.0,3.0,0.0,2.0,0.225,0.313,0.405,0.718,0.11,77.9,,,,
류승민,우익수,,5,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,0.13,삼성 라이온즈,15503,3500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,155033.0,,0.04,0.09,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.667,0.294,226.9,,,,
이병헌,포수,,95,,,,,,,,,,,,9.0,,,36.0,4.0,0.0,1.0,17.0,2.0,0.0,48.0,,,,,,,,,,0.1,삼성 라이온즈,14117,4000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141173.0,,0.23,-0.13,166.0,164.0,145.0,43.0,9.0,0.0,0.0,0.0,2.0,0.0,0.248,0.335,0.297,0.632,0.094,66.8,,,,
류지혁,2루수,,100,,,,,,,,,,,,43.0,,,78.0,9.0,1.0,3.0,33.0,6.0,0.0,70.0,,,,,,,,,,0.09,삼성 라이온즈,10894,20000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108943.0,,0.42,-0.34,348.0,343.0,302.0,98.0,36.0,11.0,4.0,7.0,5.0,2.0,0.258,0.341,0.325,0.666,0.106,76.0,,,,
김민수,포수,,9,,,,,,,,,,,,1.0,,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.07,삼성 라이온즈,11266,4600.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112663.0,,0.09,-0.02,8.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.625,0.875,0.136,99.8,,,,
양도근,2루수,,16,,,,,,,,,,,,5.0,,,4.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,,,,,,,,,,0.04,삼성 라이온즈,15875,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,158753.0,,0.01,0.03,29.0,28.0,23.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.174,0.321,0.261,0.582,0.085,58.1,,,,
김성윤,중견수,,32,,,,,,,,,,,,15.0,,,18.0,4.0,0.0,0.0,9.0,1.0,0.0,16.0,,,,,,,,,,-0.03,삼성 라이온즈,12936,10000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,129363.0,,-0.07,0.04,89.0,86.0,74.0,22.0,6.0,3.0,1.0,1.0,3.0,2.0,0.243,0.326,0.297,0.623,0.088,65.0,,,,
김재상,2루수,,35,,,,,,,,,,,,13.0,,,20.0,4.0,0.0,2.0,5.0,0.0,0.0,23.0,,,,,,,,,,-0.03,삼성 라이온즈,15499,3200.0,2024,타자,,,,,,,,,,,,,,,,,,,,,154993.0,,-0.08,0.05,91.0,90.0,84.0,30.0,12.0,4.0,0.0,0.0,1.0,1.0,0.238,0.278,0.357,0.635,0.073,51.1,,,,
김태훈,우익수,,12,,,,,,,,,,,,2.0,,,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,-0.05,삼성 라이온즈,11336,4100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113363.0,,-0.14,0.09,21.0,21.0,20.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.238,0.25,0.488,0.027,18.5,,,,
카디네스,우익수,,7,,,,,,,,,,,,2.0,,,8.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,,,,,,,,,,-0.06,삼성 라이온즈,16156,32700.0,2024,타자,,,,,,,,,,,,,,,,,,,,,161563.0,,0.11,-0.18,25.0,25.0,24.0,16.0,5.0,0.0,1.0,1.0,0.0,0.0,0.333,0.36,0.667,1.027,0.21,145.5,,,,
김도환,포수,,1,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.11,삼성 라이온즈,14115,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141153.0,,-0.07,-0.04,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-151.2,,,,
공민규,3루수,,12,,,,,,,,,,,,1.0,,,1.0,0.0,0.0,1.0,1.0,2.0,0.0,9.0,,,,,,,,,,-0.16,삼성 라이온즈,13164,4100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131643.0,,-0.08,-0.08,17.0,17.0,14.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.071,0.235,0.286,0.521,0.056,39.5,,,,
양우현,2루수,,7,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,,-0.17,삼성 라이온즈,14116,3700.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141163.0,,-0.32,0.15,15.0,14.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.071,0.0,0.071,-0.138,-92.5,,,,
이창용,1루수,,9,,,,,,,,,,,,1.0,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,-0.24,삼성 라이온즈,14866,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148663.0,,-0.23,-0.01,21.0,21.0,21.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.238,0.428,-0.013,-9.2,,,,
김재성,포수,,10,,,,,,,,,,,,3.0,,,4.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,,,,,,,,,,-0.24,삼성 라이온즈,11344,7000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113443.0,,-0.08,-0.16,23.0,23.0,20.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.304,0.25,0.554,0.066,47.7,,,,
김동엽,,,8,,,,,,,,,,,,1.0,,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,,,,,,,,,,-0.29,삼성 라이온즈,12548,8000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,125483.0,,-0.29,0.0,21.0,20.0,18.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.111,0.19,0.167,0.357,-0.031,-21.5,,,,
김동진,2루수,,30,,,,,,,,,,,,5.0,,,4.0,0.0,0.0,1.0,3.0,0.0,0.0,10.0,,,,,,,,,,-0.31,삼성 라이온즈,14863,4500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148633.0,,-0.47,0.17,42.0,40.0,37.0,7.0,2.0,0.0,0.0,1.0,2.0,0.0,0.108,0.175,0.189,0.364,-0.028,-20.5,,,,
김호진,3루수,,26,,,,,,,,,,,,4.0,,,2.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,,,,,,,,,,-0.4,삼성 라이온즈,15868,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,158683.0,,-0.47,0.07,32.0,32.0,29.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.069,0.125,0.069,0.194,-0.088,-60.7,,,,
강한울,3루수,,18,,,,,,,,,,,,1.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,-0.47,삼성 라이온즈,11255,10000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,112553.0,,-0.47,0.01,25.0,22.0,21.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,0.095,0.091,0.095,0.186,-0.114,-81.5,,,,
김재혁,중견수,,35,,,,,,,,,,,,6.0,,,9.0,2.0,1.0,0.0,3.0,0.0,0.0,19.0,,,,,,,,,,-0.49,삼성 라이온즈,15036,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,150363.0,,-0.53,0.04,54.0,54.0,49.0,13.0,6.0,2.0,2.0,2.0,0.0,2.0,0.184,0.222,0.265,0.487,0.017,11.6,,,,
김현준,우익수,,79,,,,,,,,,,,,23.0,,,41.0,10.0,1.0,0.0,11.0,4.0,0.0,49.0,,,,,,,,,,-0.58,삼성 라이온즈,14867,14000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148673.0,,-0.83,0.25,205.0,201.0,183.0,53.0,11.0,2.0,0.0,4.0,4.0,3.0,0.224,0.279,0.29,0.569,0.059,41.4,,,,
안주형,2루수,,82,,,,,,,,,,,,24.0,,,31.0,2.0,0.0,0.0,11.0,1.0,0.0,39.0,,,,,,,,,,-0.92,삼성 라이온즈,12988,5200.0,2024,타자,,,,,,,,,,,,,,,,,,,,,129883.0,,-0.57,-0.35,166.0,154.0,142.0,33.0,8.0,4.0,2.0,3.0,12.0,0.0,0.218,0.279,0.232,0.511,0.041,29.2,,,,
최정,3루수,,129,,,,,,,,,,,,93.0,,,136.0,27.0,2.0,37.0,55.0,20.0,1.0,114.0,,,,,,,,,,4.55,SSG 랜더스,10106,100000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,101064.0,,4.65,-0.09,550.0,550.0,468.0,278.0,107.0,5.0,1.0,10.0,0.0,7.0,0.291,0.384,0.594,0.978,0.202,145.9,,,,
에레디아,좌익수,,136,,,,,,,,,,,,82.0,,,195.0,31.0,1.0,21.0,28.0,13.0,3.0,73.0,,,,,,,,,,4.42,SSG 랜더스,15530,115000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,155304.0,,4.09,0.33,591.0,588.0,541.0,291.0,118.0,4.0,3.0,12.0,0.0,9.0,0.36,0.399,0.538,0.937,0.191,137.2,,,,
박성한,유격수,,137,,,,,,,,,,,,78.0,,,147.0,24.0,0.0,10.0,64.0,2.0,3.0,86.0,,,,,,,,,,3.6,SSG 랜더스,12922,30000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,129224.0,,3.5,0.1,564.0,559.0,489.0,201.0,67.0,13.0,3.0,11.0,3.0,6.0,0.301,0.38,0.411,0.791,0.145,104.0,,,,
정준재,2루수,,88,,,,,,,,,,,,40.0,,,66.0,8.0,5.0,1.0,19.0,3.0,0.0,49.0,,,,,,,,,,1.8,SSG 랜더스,16042,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,160424.0,,1.52,0.28,240.0,237.0,215.0,87.0,23.0,16.0,5.0,3.0,3.0,0.0,0.307,0.371,0.405,0.776,0.143,103.2,,,,
최지훈,중견수,,125,,,,,,,,,,,,89.0,,,133.0,22.0,7.0,11.0,50.0,2.0,0.0,71.0,,,,,,,,,,1.76,SSG 랜더스,14587,25000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,145874.0,,2.03,-0.27,543.0,537.0,483.0,202.0,49.0,32.0,5.0,5.0,6.0,2.0,0.275,0.345,0.418,0.763,0.128,92.2,,,,
이지영,포수,,123,,,,,,,,,,,,45.0,,,111.0,11.0,1.0,5.0,18.0,7.0,0.0,35.0,,,,,,,,,,1.53,SSG 랜더스,10312,20000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,103124.0,,0.96,0.57,432.0,425.0,398.0,139.0,50.0,8.0,1.0,10.0,7.0,2.0,0.279,0.32,0.349,0.669,0.097,70.1,,,,
오태곤,1루수,,117,,,,,,,,,,,,43.0,,,68.0,16.0,0.0,9.0,31.0,1.0,2.0,73.0,,,,,,,,,,1.29,SSG 랜더스,10249,25000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,102494.0,,1.19,0.09,288.0,281.0,247.0,111.0,36.0,27.0,4.0,4.0,6.0,3.0,0.275,0.355,0.449,0.804,0.143,102.4,,,,
추신수,우익수,,78,,,,,,,,,,,,40.0,,,71.0,14.0,1.0,5.0,37.0,4.0,0.0,68.0,,,,,,,,,,0.67,SSG 랜더스,14888,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148884.0,,0.64,0.02,302.0,300.0,253.0,102.0,37.0,5.0,1.0,2.0,2.0,6.0,0.281,0.373,0.403,0.776,0.143,102.0,,,,
최준우,2루수,,18,,,,,,,,,,,,2.0,,,6.0,2.0,0.0,0.0,9.0,0.0,0.0,8.0,,,,,,,,,,0.17,SSG 랜더스,13128,4500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131284.0,,0.28,-0.11,34.0,34.0,25.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.24,0.441,0.32,0.761,0.171,126.9,,,,
최상민,우익수,,43,,,,,,,,,,,,9.0,,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,,,,,,,,,,0.12,SSG 랜더스,13195,3200.0,2024,타자,,,,,,,,,,,,,,,,,,,,,131954.0,,-0.01,0.13,13.0,13.0,12.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.167,0.231,0.333,0.564,0.058,42.6,,,,
박지환,2루수,,76,,,,,,,,,,,,33.0,,,63.0,9.0,2.0,4.0,12.0,3.0,0.0,61.0,,,,,,,,,,0.09,SSG 랜더스,16038,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,160384.0,,0.49,-0.4,249.0,246.0,228.0,88.0,21.0,8.0,3.0,3.0,3.0,3.0,0.276,0.317,0.386,0.703,0.106,75.2,,,,
현원회,,,1,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.02,SSG 랜더스,14584,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,145844.0,,-0.02,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-130.7,,,,
문승원,투수,,6,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.03,SSG 랜더스,10783,18000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,107834.0,,-0.03,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-140.8,,,,
류효승,,,1,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-0.05,SSG 랜더스,14586,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,145864.0,,-0.05,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-146.7,,,,
김창평,우익수,,6,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,-0.06,SSG 랜더스,14146,3100.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141464.0,,-0.1,0.04,9.0,9.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.222,-0.029,-22.1,,,,
최민창,우익수,,7,,,,,,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,-0.07,SSG 랜더스,11351,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,113514.0,,-0.06,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-133.8,,,,
신범수,,,11,,,,,,,,,,,,4.0,,,6.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,,,,,,,,,,-0.07,SSG 랜더스,12541,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,125414.0,,-0.07,0.0,29.0,29.0,27.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.222,0.276,0.333,0.609,0.074,51.8,,,,
조형우,포수,,19,,,,,,,,,,,,4.0,,,8.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,,,,,,,,,,-0.08,SSG 랜더스,14806,6300.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148064.0,,0.08,-0.16,38.0,38.0,33.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.242,0.342,0.242,0.584,0.094,66.6,,,,
강진성,1루수,,16,,,,,,,,,,,,4.0,,,5.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,,,,,,,,,,-0.16,SSG 랜더스,11148,8500.0,2024,타자,,,,,,,,,,,,,,,,,,,,,111484.0,,-0.26,0.1,31.0,30.0,27.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.185,0.267,0.185,0.452,0.022,16.4,,,,
최경모,2루수,,50,,,,,,,,,,,,12.0,,,6.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,,,,,,,,,,-0.21,SSG 랜더스,14151,3700.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141514.0,,-0.17,-0.04,50.0,43.0,35.0,6.0,0.0,6.0,3.0,2.0,7.0,0.0,0.171,0.326,0.171,0.497,0.062,45.2,,,,
한유섬,우익수,,132,,,,,,,,,,,,64.0,,,109.0,29.0,0.0,24.0,46.0,9.0,3.0,142.0,,,,,,,,,,-0.23,SSG 랜더스,10815,90000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,108154.0,,0.43,-0.67,523.0,519.0,464.0,210.0,87.0,0.0,1.0,2.0,1.0,3.0,0.235,0.314,0.453,0.767,0.125,89.3,,,,
정현승,우익수,,23,,,,,,,,,,,,1.0,,,7.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,,,,,,,,,,-0.25,SSG 랜더스,16043,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,160434.0,,-0.17,-0.08,31.0,31.0,29.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.241,0.29,0.345,0.635,0.076,53.9,,,,
김찬형,2루수,,5,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,-0.26,SSG 랜더스,12622,5000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,126224.0,,-0.23,-0.03,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-139.6,,,,
김민식,포수,,45,,,,,,,,,,,,10.0,,,22.0,5.0,0.0,1.0,16.0,0.0,0.0,33.0,,,,,,,,,,-0.26,SSG 랜더스,10707,15000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,107074.0,,-0.05,-0.21,126.0,122.0,106.0,30.0,10.0,0.0,0.0,2.0,4.0,0.0,0.208,0.311,0.283,0.594,0.079,56.5,,,,
김성현,2루수,,71,,,,,,,,,,,,21.0,,,32.0,3.0,1.0,1.0,16.0,4.0,0.0,28.0,,,,,,,,,,-0.49,SSG 랜더스,10636,20000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,106364.0,,0.03,-0.53,167.0,162.0,141.0,40.0,15.0,2.0,0.0,7.0,5.0,1.0,0.227,0.321,0.284,0.605,0.085,60.3,,,,
하재훈,우익수,,107,,,,,,,,,,,,40.0,,,72.0,19.0,0.0,10.0,18.0,2.0,0.0,90.0,,,,,,,,,,-0.74,SSG 랜더스,14147,10000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,141474.0,,0.11,-0.85,317.0,315.0,290.0,121.0,36.0,15.0,2.0,5.0,2.0,5.0,0.248,0.292,0.417,0.709,0.102,73.9,,,,
고명준,1루수,,106,,,,,,,,,,,,33.0,,,85.0,13.0,0.0,11.0,25.0,1.0,0.0,90.0,,,,,,,,,,-0.76,SSG 랜더스,14807,3000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,148074.0,,-0.97,0.21,366.0,366.0,340.0,131.0,45.0,3.0,4.0,4.0,0.0,0.0,0.25,0.303,0.385,0.688,0.095,68.1,,,,
안상현,2루수,,37,,,,,,,,,,,,3.0,,,12.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,,,,,,,,,,-0.8,SSG 랜더스,12613,4000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,126134.0,,-0.58,-0.22,75.0,74.0,70.0,13.0,2.0,1.0,1.0,0.0,1.0,0.0,0.171,0.216,0.186,0.402,-0.01,-7.2,,,,
전의산,1루수,,34,,,,,,,,,,,,3.0,,,5.0,0.0,0.0,1.0,5.0,0.0,0.0,15.0,,,,,,,,,,-1.35,SSG 랜더스,14699,8000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,146994.0,,-1.09,-0.26,63.0,63.0,57.0,8.0,3.0,0.0,1.0,3.0,0.0,1.0,0.088,0.159,0.14,0.299,-0.051,-37.6,,,,
박민우,2루수,,121,,,,,,,,,,,,75.0,,,150.0,26.0,2.0,8.0,54.0,9.0,4.0,79.0,,,,,,,,,,4.7,NC 다이노스,11137,100000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,111375.0,,4.11,0.58,528.0,520.0,457.0,204.0,50.0,32.0,7.0,5.0,4.0,4.0,0.328,0.406,0.446,0.852,0.172,129.6,,,,
데이비슨,1루수,,131,,,,,,,,,,,,90.0,,,154.0,25.0,1.0,46.0,39.0,17.0,5.0,142.0,,,,,,,,,,3.98,NC 다이노스,16066,91000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,160665.0,,4.26,-0.28,567.0,565.0,504.0,319.0,119.0,0.0,1.0,12.0,0.0,7.0,0.306,0.37,0.633,1.003,0.203,153.9,,,,
권희동,좌익수,,123,,,,,,,,,,,,66.0,,,125.0,22.0,1.0,13.0,77.0,10.0,1.0,63.0,,,,,,,,,,3.77,NC 다이노스,11172,15000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,111725.0,,3.48,0.29,511.0,509.0,416.0,188.0,77.0,4.0,0.0,10.0,2.0,6.0,0.3,0.417,0.452,0.869,0.182,137.9,,,,
김주원,유격수,,134,,,,,,,,,,,,61.0,,,97.0,18.0,2.0,9.0,51.0,25.0,1.0,111.0,,,,,,,,,,3.75,NC 다이노스,14765,16000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,147655.0,,3.07,0.68,475.0,466.0,385.0,146.0,49.0,16.0,6.0,5.0,9.0,5.0,0.252,0.371,0.379,0.75,0.143,108.4,,,,
박건우,우익수,,89,,,,,,,,,,,,58.0,,,111.0,23.0,1.0,13.0,33.0,4.0,3.0,54.0,,,,,,,,,,2.64,NC 다이노스,10189,80000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,101895.0,,2.96,-0.32,362.0,360.0,323.0,175.0,53.0,4.0,0.0,7.0,0.0,2.0,0.344,0.409,0.542,0.951,0.198,150.1,,,,
김휘집,3루수,,89,,,,,,,,,,,,54.0,,,86.0,15.0,0.0,11.0,37.0,7.0,0.0,70.0,,,,,,,,,,1.99,NC 다이노스,14785,11000.0,2024,타자,,,,,,,,,,,,,,,,,,,,,147855.0,,1.52,0.47,366.0,364.0,314.0,134.0,48.0,4.0,3.0,7.0,2.0,6.0,0.274,0.357,0.427,0.784,0.141,106.3,,,,
