Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,팀,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,연봉(만원),WAR,WAR당 연봉
한동희,3루수,6,6,32.1,1,7,2,2.23,-2.6,-26.73,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,-0.57,-28421
이호연,3루수,11,5,43.0,2,4,0,1.26,1.55,8.28,KT 위즈,27,43,42,41,3,6,1,0,0,0,0,0,1,0,0,12,2,1,0,8500,-0.65,-13160
공민규,3루수,9,4,33.0,1,7,1,2.18,-1.55,-18.64,삼성 라이온즈,12,17,17,14,1,1,0,0,1,2,0,0,1,2,0,9,1,0,0,4100,-0.22,-18498
박민석,3루수,2,0,5.0,0,3,0,5.4,0.55,3.97,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.42,-7327
이학주,3루수,3,2,5.2,0,0,0,0.0,0.0,-0.01,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200,-0.19,-48785
양우현,3루수,1,0,2.0,1,0,0,4.5,0.16,3.32,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,-0.13,-28450
변우혁,3루수,15,5,74.0,6,15,1,2.55,0.84,1.76,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0.64,9336
노시환,3루수,126,125,1098.1,97,196,9,2.4,-0.27,-0.28,한화 이글스,136,601,597,526,88,143,20,2,24,89,6,0,60,11,9,129,10,0,4,35000,2.92,11985
문보경,3루수,129,120,975.0,89,186,10,2.54,-1.64,-1.64,LG 트윈스,144,602,597,519,80,156,35,3,22,101,7,6,65,2,3,112,14,3,13,30000,4.30,6972
구본혁,3루수,57,21,247.0,21,55,3,2.77,5.09,5.51,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,1.57,4471
김성진,3루수,1,0,1.0,0,0,0,0.0,0.01,0.07,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.04,-73680
최경모,3루수,19,5,60.0,4,7,2,1.65,-1.65,-4.76,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,-0.08,-46643
신윤후,3루수,2,0,5.0,3,0,0,5.4,-0.42,-1.55,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0.30,17392
김주형,3루수,1,0,1.0,0,0,0,0.0,0.01,0.04,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,-0.08,-58698
서호철,3루수,106,100,834.0,75,157,9,2.5,1.19,1.22,NC 다이노스,141,567,561,512,68,146,19,3,10,61,1,3,30,16,0,101,15,6,3,12000,2.00,6001
김병휘,3루수,1,0,2.0,0,1,0,4.5,0.45,2.29,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.34,-9846
손호영,3루수,79,74,637.2,58,116,12,2.46,-4.25,-6.0,롯데 자이언츠,100,428,425,396,70,126,26,4,18,78,7,4,17,9,2,65,5,1,5,4500,2.83,1587
윤준혁,3루수,8,4,36.1,1,2,0,0.74,-1.17,-12.92,KT 위즈,13,18,18,17,3,3,2,0,0,0,0,0,1,0,0,6,0,0,0,3000,-0.24,-12470
천성호,3루수,3,0,11.0,1,4,0,4.09,0.96,1.85,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0.08,54946
박민,3루수,3,0,4.0,0,0,0,0.0,0.03,0.25,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,-0.03,-103627
홍종표,3루수,15,3,52.0,2,7,1,1.56,-2.22,-3.2,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0.26,13612
한재환,3루수,1,0,1.0,0,0,0,0.0,0.01,0.14,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,-0.08,-50935
김수인,3루수,1,0,2.0,0,0,0,0.0,-0.32,-11.65,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.15,-20407
김한별,3루수,2,0,1.1,0,0,0,0.0,0.01,0.03,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,-0.23,-16588
권동진,3루수,1,0,4.0,0,1,1,2.25,-1.11,-17.76,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,-0.07,-64146
김휘집,3루수,52,42,381.2,35,75,7,2.59,3.26,3.35,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,2.42,4548
고명준,3루수,1,0,1.0,0,0,0,0.0,-0.46,-0.62,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.30,10078
이주찬,3루수,10,5,46.1,3,9,4,2.33,-5.18,-43.89,롯데 자이언츠,17,25,25,24,7,4,1,0,1,2,0,0,1,0,0,9,1,0,0,3100,-0.49,-6332
김동진,3루수,6,2,25.0,3,5,0,2.88,-0.42,-2.01,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,-0.15,-29034
이창용,3루수,1,1,4.0,0,1,0,2.25,-1.18,-18.89,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.19,-16055
김영웅,3루수,87,76,639.1,62,115,10,2.49,1.87,2.14,삼성 라이온즈,126,509,508,456,65,115,16,3,28,79,9,2,45,3,0,155,2,1,4,3800,3.23,1177
김도영,3루수,134,132,1111.0,77,216,30,2.37,-4.03,-4.11,KIA 타이거즈,141,625,619,544,143,189,29,10,38,109,40,4,66,7,7,110,10,1,7,10000,8.52,1174
윤도현,3루수,2,2,18.0,2,3,0,2.5,0.32,7.62,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.51,5916
문현빈,3루수,16,13,119.0,9,22,2,2.34,0.95,1.33,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0.24,33324
김재상,3루수,2,0,3.0,0,1,0,3.0,0.46,1.88,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0.01,628099
맥키넌,3루수,6,4,36.2,3,3,1,1.47,-1.91,-3.82,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,1.16,77659
김호진,3루수,12,5,47.0,3,10,0,2.49,2.22,12.28,삼성 라이온즈,26,32,32,29,4,2,0,0,0,3,0,0,1,1,0,11,1,0,1,3000,-0.26,-11618
양도근,3루수,1,0,2.0,0,0,0,0.0,0.01,0.12,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.02,188861
최명경,3루수,1,0,6.0,1,1,0,3.0,-0.61,-87.82,LG 트윈스,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3000,-0.04,-68830
박지환,3루수,9,4,38.0,2,4,1,1.42,-2.48,-4.7,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.26,-11519
정준재,3루수,18,8,85.2,6,14,0,2.1,0.69,1.14,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2.01,1493
임종성,3루수,1,1,9.0,0,2,0,2.0,0.5,72.24,두산 베어스,1,4,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3000,-0.02,-130003
황영묵,3루수,3,0,3.0,0,1,0,3.0,0.64,0.74,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1.83,1642
고영우,3루수,65,52,442.2,37,81,10,2.4,-5.74,-8.79,키움 히어로즈,94,290,286,254,21,65,12,2,0,35,0,0,28,1,0,71,5,4,3,3000,-0.59,-5117
이용규,우익수,13,10,94.0,25,0,1,2.39,1.37,3.28,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1.54,12962
박건우,우익수,68,67,522.0,104,3,1,1.84,-1.63,-2.64,NC 다이노스,89,362,360,323,58,111,23,1,13,53,4,0,33,4,3,54,7,0,2,80000,2.94,27245
오태곤,우익수,10,5,50.0,16,1,2,3.06,-1.5,-1.85,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1.43,17510
손아섭,우익수,20,17,130.2,37,0,0,2.55,3.76,6.44,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1.03,48314
김헌곤,우익수,48,38,300.1,86,0,1,2.58,1.96,2.41,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1.59,3781
한유섬,우익수,101,97,802.2,164,0,6,1.84,-5.2,-5.67,SSG 랜더스,132,523,519,464,64,109,29,0,24,87,0,1,46,9,3,142,2,1,3,90000,-0.20,-439861
구자욱,우익수,4,4,37.1,13,0,0,3.13,0.48,0.53,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,6.19,32316
김인태,우익수,1,1,6.0,2,0,0,3.0,-0.7,-10.07,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,-0.40,-22487
