Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,팀,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,연봉(만원),WAR,WAR당 연봉
김수윤,1루수,5,1,22.0,22,1,0,9.41,0.61,9.7,NC 다이노스,9,10,10,9,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,3200,-0.10,-31236
김민수,1루수,6,2,15.0,12,0,1,7.2,-1.15,-8.72,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,-0.36,-16868
김민혁,1루수,1,0,1.0,0,0,0,0.0,0.0,0.12,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,0.22,17536
전민재,1루수,3,1,10.0,9,0,1,8.1,-1.25,-1.8,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0.32,10606
오영수,1루수,10,6,49.2,49,4,0,9.6,1.46,10.51,NC 다이노스,20,34,34,30,4,6,0,0,3,5,0,0,2,1,0,6,0,0,1,7200,0.23,30943
이호연,1루수,1,0,2.0,4,0,0,18.0,0.01,0.05,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,-0.65,-13160
윤정빈,1루수,7,1,31.0,21,1,0,6.39,1.02,2.13,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,1.74,2126
공민규,1루수,2,0,5.0,5,2,0,12.6,0.3,3.59,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,-0.22,-18498
권광민,1루수,2,0,7.0,9,0,0,11.57,1.42,10.78,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0.53,6250
변우혁,1루수,53,38,314.0,277,11,2,8.25,-1.48,-3.08,KIA 타이거즈,69,187,187,168,22,51,9,2,5,21,1,0,16,2,0,48,8,0,1,6000,0.64,9336
문보경,1루수,52,12,180.0,146,16,3,8.1,0.7,0.7,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,4.30,6972
김성진,1루수,8,2,14.2,9,0,0,5.52,-0.77,-7.89,LG 트윈스,14,16,16,15,1,4,0,0,1,2,0,0,1,0,0,4,1,0,0,3100,-0.04,-73680
고승민,1루수,6,0,13.0,11,1,0,8.31,-0.54,-0.65,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,3.49,2294
오선우,1루수,1,0,2.0,2,1,0,13.5,0.9,42.98,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.03,-95565
강민성,1루수,1,0,2.0,2,0,0,9.0,0.43,61.21,KT 위즈,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0.01,427911
박주홍,1루수,3,1,10.0,11,0,0,9.9,0.38,2.17,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,-0.24,-14893
한재환,1루수,3,0,4.0,3,0,0,6.75,-0.34,-6.92,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,-0.08,-50935
전의산,1루수,22,14,114.0,91,9,2,7.89,-3.1,-13.14,SSG 랜더스,34,63,63,57,3,5,0,0,1,3,0,1,5,0,0,15,3,0,1,8000,-1.38,-5800
이영빈,1루수,12,7,62.0,56,5,1,8.85,-2.8,-13.0,LG 트윈스,31,71,69,63,11,14,2,0,2,12,0,1,4,0,0,20,0,2,2,5500,0.00,2305239
김휘집,1루수,13,11,94.0,86,11,0,9.29,3.46,3.56,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,2.42,4548
나승엽,1루수,113,111,937.1,813,67,11,8.45,-7.89,-9.39,롯데 자이언츠,121,489,486,407,59,127,35,4,7,66,1,0,69,4,1,83,4,2,7,4000,1.44,2783
고명준,1루수,92,87,667.0,584,42,5,8.45,3.08,4.18,SSG 랜더스,106,366,366,340,33,85,13,0,11,45,3,4,25,1,0,90,4,0,0,3000,0.30,10078
이주찬,1루수,1,0,2.0,3,0,0,13.5,0.01,0.08,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.49,-6332
이창용,1루수,6,4,37.0,29,2,1,7.54,1.13,18.12,삼성 라이온즈,9,21,21,21,1,4,1,0,0,2,0,0,0,0,0,4,0,0,0,3000,-0.19,-16055
김재혁,1루수,4,4,31.0,21,4,0,7.26,1.02,4.21,삼성 라이온즈,35,54,54,49,6,9,2,1,0,6,2,2,3,0,0,19,2,0,2,3000,-0.22,-13581
김범석,1루수,26,16,131.1,117,9,3,8.63,-0.08,-0.17,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.31,-10590
오스틴,1루수,106,105,863.0,728,74,8,8.36,1.54,1.58,LG 트윈스,140,604,600,527,99,168,32,3,32,132,12,8,61,3,6,82,9,0,13,80000,5.62,14229
맥키넌,1루수,50,49,423.1,335,34,4,7.84,3.68,7.35,삼성 라이온즈,72,315,313,272,28,80,13,0,4,36,1,0,39,1,3,33,6,0,3,90000,1.16,77659
김호진,1루수,1,0,1.0,0,0,0,0.0,0.0,0.0,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.26,-11618
데이비슨,1루수,109,109,890.1,733,69,11,8.11,-3.29,-3.62,NC 다이노스,131,567,565,504,90,154,25,1,46,119,0,1,39,17,5,142,12,0,7,56000,4.27,13108
제러드,1루수,2,0,5.0,4,0,1,7.2,-1.33,-5.05,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1.52,19800
디아즈,1루수,18,18,151.0,121,14,1,8.05,3.78,18.77,삼성 라이온즈,29,118,118,110,14,31,5,0,7,19,0,0,6,2,0,25,2,0,0,5000,0.80,6268
김선빈,2루수,115,112,884.0,206,284,10,4.99,-5.25,-6.52,KIA 타이거즈,116,466,458,423,48,139,23,0,9,57,5,1,30,5,0,39,13,7,0,60000,2.11,28379
안치홍,2루수,36,36,265.0,67,99,2,5.64,0.29,0.32,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1.97,25319
김민성,2루수,3,2,12.0,1,7,0,6.0,0.67,2.74,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0.13,150016
정훈,2루수,2,0,3.0,1,1,0,6.0,-0.21,-0.27,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1.18,25494
김상수,2루수,38,35,281.1,72,89,4,5.15,-2.32,-2.96,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1.95,15374
박경수,2루수,3,0,3.1,1,1,0,5.4,-0.56,-16.22,KT 위즈,5,3,3,3,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,20000,0.08,260169
오선진,2루수,10,2,27.0,3,7,0,3.33,0.41,2.26,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0.18,54627
김성현,2루수,39,17,171.2,37,54,3,4.77,-3.84,-7.79,SSG 랜더스,71,167,162,141,21,32,3,1,1,15,2,0,16,4,0,28,7,5,1,20000,-0.69,-29017
박승욱,2루수,18,4,54.0,16,20,0,6.0,-0.14,-0.14,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,-0.10,-135107
최항,2루수,42,21,216.1,45,84,1,5.37,3.03,6.05,롯데 자이언츠,72,143,143,132,17,33,3,1,0,12,0,1,10,1,0,32,3,0,0,3100,-0.18,-17554
신본기,2루수,27,8,98.0,21,32,3,4.87,-2.23,-3.82,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0.83,15636
서건창,2루수,34,18,158.0,34,51,1,4.84,1.96,3.0,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1.61,3106
류지혁,2루수,74,63,461.0,104,113,5,4.24,-2.07,-2.97,삼성 라이온즈,100,348,343,302,43,78,9,1,3,36,11,4,33,6,0,70,7,5,2,20000,0.34,58607
강승호,2루수,124,118,988.0,234,286,12,4.74,5.2,5.35,두산 베어스,140,566,561,521,81,146,34,7,18,81,16,5,32,7,4,158,8,2,4,25500,4.39,5809
박민우,2루수,98,95,779.1,186,210,6,4.57,6.89,8.2,NC 다이노스,121,528,520,457,75,150,26,2,8,50,32,7,54,9,4,79,5,4,4,100000,5.55,18022
박계범,2루수,13,1,24.0,3,5,0,3.0,-0.89,-5.32,두산 베어스,24,20,20,15,5,3,1,0,0,0,1,0,5,0,0,7,2,0,0,8500,-0.47,-18168
김태진,2루수,10,1,28.0,7,11,1,5.79,0.29,0.51,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0.89,12361
강한울,2루수,8,0,25.0,3,6,1,3.24,-2.16,-17.24,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,-0.32,-30994
심우준,2루수,1,0,3.0,1,3,0,12.0,0.69,1.89,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000,0.90,32170
송성문,2루수,19,19,151.2,36,47,2,4.93,1.68,1.7,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,6.87,1892
오윤석,2루수,64,47,422.0,76,140,2,4.61,4.21,8.31,KT 위즈,73,201,198,174,33,51,12,2,6,27,0,1,18,4,0,41,7,3,2,14000,1.57,8907
최정용,2루수,4,2,21.0,3,4,1,3.0,-1.06,-25.4,KIA 타이거즈,6,12,12,11,0,2,0,0,0,1,0,0,1,0,0,4,1,0,0,4300,-0.18,-23881
이도윤,2루수,21,8,93.0,25,29,2,5.23,0.31,0.33,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,1.14,6585
전병우,2루수,2,1,7.0,3,4,0,9.0,-0.56,-1.38,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0.46,13079
김규성,2루수,1,0,1.0,1,0,1,9.0,-1.05,-5.57,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,-0.18,-30087
도태훈,2루수,28,12,128.0,32,52,1,5.91,1.77,2.55,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0.48,16655
김태연,2루수,6,4,30.2,10,9,2,5.58,-2.82,-3.22,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0.47,16566
안상현,2루수,28,22,176.0,29,53,4,4.19,-2.31,-9.0,SSG 랜더스,37,75,74,70,3,12,1,0,0,2,1,1,4,0,0,14,0,1,0,4000,-0.61,-6545
김찬형,2루수,2,1,11.0,4,1,0,4.09,-0.15,-4.26,SSG 랜더스,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5000,-0.26,-18964
이유찬,2루수,39,12,156.2,37,59,0,5.51,2.83,3.96,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0.73,11604
김수윤,2루수,1,0,1.0,0,0,1,0.0,-1.34,-21.48,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,-0.10,-31236
김혜성,2루수,119,118,1015.0,258,342,16,5.32,7.18,8.15,키움 히어로즈,127,567,565,509,90,166,26,4,11,75,30,6,47,4,2,62,6,0,7,65000,6.72,9677
김민수,2루수,1,0,1.0,0,0,0,0.0,-0.09,-0.69,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,-0.36,-16868
안주형,2루수,73,34,360.1,76,111,3,4.67,-2.91,-5.11,삼성 라이온즈,82,166,154,142,24,31,2,0,0,8,4,2,11,1,0,39,3,12,0,5200,-0.61,-8499
신민재,2루수,124,113,984.0,257,299,11,5.09,-4.53,-5.1,LG 트윈스,128,474,459,387,78,115,11,6,0,40,32,11,64,5,1,47,7,15,3,11500,2.36,4876
전민재,2루수,14,11,93.0,20,38,2,5.61,-2.21,-3.18,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0.32,10606
최준우,2루수,10,6,47.0,10,13,2,4.4,-1.65,-13.24,SSG 랜더스,18,34,34,25,2,6,2,0,0,5,0,0,9,0,0,8,0,0,0,4500,0.23,19938
정은원,2루수,4,4,31.0,6,10,0,4.65,-0.22,-1.16,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17800,0.14,130324
이호연,2루수,10,3,32.0,6,11,0,4.78,-2.02,-10.78,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,-0.65,-13160
박민석,2루수,6,0,17.0,3,2,1,2.65,-1.6,-11.49,KT 위즈,20,14,14,14,6,3,0,0,0,0,0,1,0,0,0,7,0,0,0,3100,-0.42,-7327
양우현,2루수,5,4,32.0,7,11,0,5.06,1.56,32.05,삼성 라이온즈,7,15,14,13,0,0,0,0,0,1,0,0,1,0,0,6,1,1,0,3700,-0.13,-28450
구본혁,2루수,43,29,268.0,65,93,2,5.31,3.84,4.15,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,1.57,4471
최경모,2루수,20,4,72.2,10,26,1,4.46,2.02,5.83,SSG 랜더스,50,50,43,35,12,6,0,0,0,0,6,3,8,0,0,7,2,7,0,3700,-0.08,-46643
고승민,2루수,104,99,840.0,206,275,13,5.15,0.06,0.07,롯데 자이언츠,120,532,531,481,79,148,27,6,14,87,5,4,41,1,0,78,10,1,8,8000,3.49,2294
김주형,2루수,5,0,11.0,3,2,1,4.09,-0.15,-0.99,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,-0.08,-58698
서호철,2루수,35,24,219.1,59,52,5,4.55,0.28,0.29,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,2.00,6001
최정원,2루수,20,10,107.2,33,30,1,5.27,-2.04,-4.51,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0.82,8096
김병휘,2루수,5,2,18.0,3,6,0,4.5,-1.29,-6.64,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.34,-9846
손호영,2루수,20,15,110.1,24,34,0,4.73,0.34,0.48,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,2.83,1587
천성호,2루수,55,49,403.1,73,116,4,4.22,-5.13,-9.86,KT 위즈,75,255,254,234,41,69,8,3,1,17,7,0,18,1,0,43,5,1,1,4500,0.08,54946
박민,2루수,4,4,28.0,1,10,3,3.54,-1.72,-15.44,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,-0.03,-103627
홍종표,2루수,65,4,167.0,36,61,2,5.23,-0.99,-1.43,KIA 타이거즈,100,115,112,105,27,31,4,3,0,11,5,2,6,1,0,31,0,3,0,3500,0.26,13612
김지찬,2루수,10,0,14.0,3,1,0,2.57,-0.69,-0.73,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,4.59,3485
김수인,2루수,2,0,4.0,1,3,1,9.0,-0.8,-28.79,LG 트윈스,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3000,-0.15,-20407
김한별,2루수,16,2,32.1,11,6,0,4.73,-0.35,-1.24,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,-0.23,-16588
오명진,2루수,1,0,1.0,0,0,0,0.0,-0.27,-19.42,두산 베어스,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3100,0.01,261758
권동진,2루수,7,2,24.1,6,7,0,4.81,0.47,7.46,KT 위즈,9,10,10,9,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,4600,-0.07,-64146
이영빈,2루수,5,2,19.0,5,8,0,6.16,1.21,5.64,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0.00,2305239
이주찬,2루수,1,0,1.0,0,0,0,0.0,0.01,0.05,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.49,-6332
김동진,2루수,23,8,91.0,17,31,0,4.75,2.54,12.21,삼성 라이온즈,30,42,40,37,5,4,0,0,1,2,0,0,3,0,0,10,1,2,0,4500,-0.15,-29034
김영웅,2루수,7,5,35.0,9,3,0,3.09,0.57,0.65,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,3.23,1177
윤도현,2루수,3,3,24.0,2,7,0,3.38,0.52,12.55,KIA 타이거즈,6,27,27,27,5,11,2,0,1,8,1,0,0,0,0,9,0,0,0,3000,0.51,5916
문현빈,2루수,53,38,337.0,68,113,1,4.83,-2.31,-3.23,한화 이글스,103,289,287,260,29,72,16,2,5,47,3,5,24,2,1,53,9,1,2,8000,0.24,33324
정대선,2루수,2,0,4.0,2,3,0,11.25,1.01,48.62,롯데 자이언츠,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3200,0.04,89444
이승원,2루수,1,0,1.0,0,0,0,0.0,0.01,0.04,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.96,-3239
김재상,2루수,32,24,205.1,36,63,2,4.34,0.62,2.56,삼성 라이온즈,35,91,90,84,13,20,4,0,2,12,4,0,5,0,0,23,0,1,1,3200,0.01,628099
김호진,2루수,2,0,6.0,1,2,0,4.5,-0.47,-2.61,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.26,-11618
양도근,2루수,9,5,46.0,13,16,0,5.67,-0.86,-7.71,삼성 라이온즈,16,29,28,23,5,4,0,1,0,2,0,0,5,0,0,8,0,1,0,3000,0.02,188861
김대원,2루수,1,0,1.0,1,1,0,18.0,-0.2,-1.5,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.07,44048
박지환,2루수,54,46,406.2,113,129,7,5.36,-2.26,-4.28,SSG 랜더스,76,249,246,228,33,63,9,2,4,21,8,3,12,3,0,61,3,3,3,3000,-0.26,-11519
정준재,2루수,57,48,384.2,82,139,3,5.17,2.14,3.51,SSG 랜더스,88,240,237,215,40,66,8,5,1,23,16,5,19,3,0,49,3,3,0,3000,2.01,1493
김세훈,2루수,2,1,8.0,1,0,0,1.13,0.42,8.59,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.11,-27852
여동건,2루수,5,2,21.0,5,8,0,5.57,-0.02,-0.4,두산 베어스,9,11,11,10,2,4,0,0,0,0,3,0,1,0,0,2,0,0,0,3000,-0.02,-186306
김두현,2루수,1,1,5.0,2,1,0,5.4,-0.02,-0.98,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.21,-13982
이호준,2루수,4,1,13.0,1,5,0,4.15,-0.7,-8.38,롯데 자이언츠,12,7,7,6,5,2,1,1,0,3,0,0,1,0,0,1,0,0,0,3000,0.12,25827
황영묵,2루수,82,54,518.0,143,174,8,5.51,2.44,2.85,한화 이글스,123,389,386,349,52,105,8,4,3,35,4,7,31,5,0,56,6,3,1,3000,1.83,1642
고영우,2루수,10,4,45.0,13,16,1,5.8,0.74,1.14,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.59,-5117
송지후,2루수,1,0,3.0,0,0,0,0.0,-0.14,-10.1,키움 히어로즈,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.04,73695
심휘윤,2루수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.01,-273154
김선빈,3루수,2,0,4.0,0,0,0,0.0,-0.37,-0.46,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,2.11,28379
최정,3루수,121,116,954.2,57,169,13,2.13,0.14,0.15,SSG 랜더스,129,550,550,468,93,136,27,2,37,107,5,1,55,20,1,114,10,0,7,100000,4.68,21383
허경민,3루수,110,109,883.0,77,143,5,2.24,3.66,4.58,두산 베어스,115,477,477,417,69,129,28,0,7,61,5,1,36,18,0,25,8,0,6,60000,3.66,16390
김민성,3루수,29,19,162.1,13,26,2,2.16,-0.21,-0.88,롯데 자이언츠,35,84,84,70,6,14,5,0,2,8,0,1,10,3,0,18,1,0,1,20000,0.13,150016
오태곤,3루수,2,0,5.0,0,2,0,3.6,0.25,0.31,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1.43,17510
정훈,3루수,13,11,70.1,5,16,1,2.69,-0.6,-0.79,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1.18,25494
황재균,3루수,135,128,1085.0,83,171,14,2.11,-3.06,-3.22,KT 위즈,137,536,531,493,60,128,22,0,13,58,4,6,34,2,0,95,16,5,2,100000,-0.19,-536924
오선진,3루수,14,1,41.2,0,8,0,1.73,0.83,4.59,롯데 자이언츠,26,29,24,20,0,4,1,0,0,0,0,0,2,2,0,8,0,5,0,10000,0.18,54627
김성현,3루수,18,10,100.1,8,22,0,2.69,2.81,5.7,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,-0.69,-29017
박승욱,3루수,27,11,123.2,10,20,1,2.18,-1.84,-1.91,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,-0.10,-135107
최항,3루수,16,5,58.0,5,13,1,2.79,-0.85,-1.69,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.18,-17554
신본기,3루수,18,3,51.0,3,7,0,1.76,-0.55,-0.94,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0.83,15636
류지혁,3루수,28,19,179.1,20,26,2,2.31,-0.04,-0.06,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0.34,58607
하주석,3루수,8,6,52.1,7,8,4,2.58,-2.36,-5.31,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0.23,30579
노진혁,3루수,18,10,97.2,8,23,2,2.86,2.32,4.57,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,-0.23,-260317
박계범,3루수,10,0,15.2,2,2,1,2.3,-2.49,-14.94,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,-0.47,-18168
장준원,3루수,4,3,23.0,2,1,0,1.17,0.29,2.43,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,-0.03,-171447
김태진,3루수,1,0,1.0,0,0,0,0.0,0.01,0.01,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0.89,12361
강한울,3루수,9,3,41.0,1,14,0,3.29,2.68,21.46,삼성 라이온즈,18,25,22,21,1,2,0,0,0,1,0,0,0,0,0,6,1,3,1,10000,-0.32,-30994
문상철,3루수,1,0,1.0,1,0,0,9.0,0.15,0.17,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,3.43,3206
송성문,3루수,97,86,773.0,66,135,7,2.34,4.56,4.63,키움 히어로즈,142,602,601,527,88,179,29,4,19,104,21,0,64,3,2,82,5,0,8,13000,6.87,1892
오윤석,3루수,8,1,25.0,0,2,1,0.72,-1.47,-2.91,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,1.57,8907
최정용,3루수,2,0,3.0,0,0,0,0.0,0.01,0.19,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,-0.18,-23881
이도윤,3루수,2,0,2.0,0,0,0,0.0,-0.54,-0.58,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,1.14,6585
전병우,3루수,48,30,267.1,31,48,2,2.66,4.22,10.48,삼성 라이온즈,58,128,128,111,17,25,5,0,5,14,0,1,14,1,0,42,3,0,2,6000,0.46,13079
박준영,3루수,9,2,27.0,4,3,0,2.33,0.83,1.85,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,1.58,4436
서예일,3루수,15,2,46.0,3,9,1,2.35,0.68,4.09,두산 베어스,24,20,20,18,2,4,0,0,0,1,0,0,2,0,0,5,0,0,0,3400,-0.01,-437733
김규성,3루수,7,2,22.0,2,4,0,2.45,-1.11,-5.92,KIA 타이거즈,27,15,14,12,5,3,1,0,0,2,1,0,2,0,0,4,0,1,0,5500,-0.18,-30087
김주성,3루수,5,1,14.0,0,6,0,3.86,1.51,18.16,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0.17,20427
도태훈,3루수,18,2,53.2,4,17,1,3.52,0.66,0.95,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0.48,16655
안상현,3루수,3,0,9.0,1,1,0,2.0,-0.17,-0.67,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,-0.61,-6545
김찬형,3루수,2,1,10.0,0,3,0,2.7,-0.85,-24.37,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,-0.26,-18964
이유찬,3루수,27,20,174.0,17,37,2,2.79,2.81,3.92,두산 베어스,103,262,255,231,39,64,11,0,3,23,16,6,22,1,0,51,9,7,1,8500,0.73,11604
김수윤,3루수,2,0,4.0,0,0,0,0.0,-0.61,-9.74,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,-0.10,-31236
김민수,3루수,9,2,29.0,2,6,0,2.48,0.28,2.11,LG 트윈스,19,22,22,20,1,3,0,0,0,0,0,0,1,1,0,4,1,0,0,6000,-0.36,-16868
안주형,3루수,2,0,3.0,1,2,0,9.0,1.22,2.15,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,-0.61,-8499
전민재,3루수,34,10,129.0,20,19,1,2.72,2.91,4.19,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0.32,10606
최준우,3루수,4,0,6.0,1,3,0,6.0,0.59,4.7,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0.23,19938
