Name,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,pid,연도,수상횟수,연봉,샐러리캡,이후연봉
김정빈,6,6,0,0,0,0,0,1,0,0,17.1,19,20,19.65,92,20,1,0,5,20,4,0,21,0,0,1,9.87,10.38,10.2,10.33,8.46,2.31,-0.39,11364,2021,0.0,4000.0,1125489,3200.0
루친스키,30,30,0,0,0,0,15,10,0,0,178.2,63,76,73.95,754,160,24,1,12,55,10,0,177,17,2,6,3.17,3.83,3.73,3.64,3.22,1.2,5.62,13932,2021,0.0,208000.0,1001734,247000.0
파슨스,24,24,0,1,1,0,4,8,0,0,133.0,55,56,54.8,577,109,16,2,9,63,11,0,148,7,1,10,3.72,3.79,3.71,3.56,3.51,1.29,4.31,14749,2021,0.0,52000.0,1001734,71500.0
신민혁,30,25,5,2,0,0,9,6,0,0,145.0,71,75,72.8,625,155,28,3,17,44,5,0,107,4,2,2,4.41,4.66,4.52,4.46,4.36,1.37,3.26,13085,2021,0.0,4000.0,1001734,12000.0
이재학,17,17,0,2,2,1,6,6,0,0,83.0,48,50,44.85,370,74,16,1,14,52,6,0,65,2,0,3,5.2,5.42,4.86,4.69,5.84,1.52,1.65,10220,2021,0.0,20000.0,1001734,18000.0
이용찬,39,0,39,30,0,0,1,3,16,3,37.0,9,11,13.6,151,27,4,0,2,11,1,3,35,3,1,2,2.19,2.68,3.31,3.15,2.97,1.03,1.41,10217,2021,0.0,26666.0,1001734,56666.0
송명기,24,24,0,0,0,0,8,9,0,0,123.1,81,83,77.65,574,147,39,2,12,58,9,1,102,3,1,2,5.91,6.06,5.67,5.61,4.52,1.66,1.33,14155,2021,0.0,11000.0,1001734,13000.0
홍성민,53,0,53,2,0,0,3,4,0,14,41.1,18,19,17.75,185,53,9,0,3,12,2,1,26,1,1,2,3.92,4.14,3.86,3.67,4.03,1.57,1.2,10814,2021,0.0,11000.0,1001734,12500.0
류진욱,44,0,44,11,0,0,1,0,1,7,43.1,10,15,19.15,190,40,6,1,2,22,0,0,31,5,0,4,2.08,3.12,3.98,3.9,4.1,1.43,0.99,11355,2021,0.0,3000.0,1001734,7500.0
임정호,60,0,60,1,0,0,0,4,0,12,34.2,16,20,16.0,165,37,4,1,2,25,3,2,24,3,0,0,4.15,5.19,4.15,4.14,5.23,1.79,0.76,11168,2021,0.0,13000.0,1001734,10500.0
김영규,37,8,29,1,0,0,5,3,0,6,63.2,38,40,40.5,286,69,8,0,10,28,1,0,42,3,0,3,5.37,5.65,5.73,5.51,5.4,1.52,0.66,13088,2021,0.0,8300.0,1001734,9500.0
박정수,3,3,0,0,0,0,3,0,0,0,16.0,7,7,7.0,69,16,4,0,2,8,1,0,11,0,0,0,3.94,3.94,3.94,3.74,5.28,1.5,0.48,11300,2021,0.0,4500.0,1001734,5000.0
문경찬,35,0,35,8,0,0,0,1,0,4,31.0,17,20,16.75,142,25,6,0,6,20,0,1,25,4,0,1,4.94,5.81,4.86,4.7,6.05,1.45,0.47,11299,2021,0.0,11500.0,1001734,9000.0
임창민,46,0,46,4,0,0,0,3,0,17,40.1,17,23,23.05,178,35,8,0,2,20,4,1,29,3,0,7,3.79,5.13,5.14,5.04,4.33,1.36,0.46,10452,2021,0.0,14000.0,1001734,12000.0
김태경,7,3,4,2,0,0,0,0,0,0,15.0,8,8,6.45,63,11,4,0,1,9,1,0,10,0,0,1,4.8,4.8,3.87,3.94,4.96,1.33,0.32,14593,2021,0.0,3000.0,1001734,3300.0
강태경,3,3,0,0,0,0,0,1,0,0,12.2,8,8,8.0,61,13,3,0,2,10,2,0,10,1,0,2,5.68,5.68,5.68,5.52,6.61,1.82,0.15,14647,2021,0.0,3000.0,1001734,3200.0
노시훈,5,0,5,1,0,0,0,0,0,0,4.2,2,2,1.5,22,4,1,0,1,4,0,0,2,0,0,0,3.86,3.86,2.89,2.85,7.9,1.71,0.13,14649,2021,0.0,3000.0,1001734,3000.0
원종현,61,0,61,33,0,0,2,2,14,6,53.0,25,27,34.0,245,67,9,0,5,23,3,2,45,3,0,4,4.25,4.58,5.77,5.64,4.17,1.7,0.13,11161,2021,0.0,30000.0,1001734,27000.0
이우석,10,0,10,3,0,0,1,0,0,0,9.2,6,6,6.0,49,13,4,0,1,7,3,0,8,0,0,0,5.59,5.59,5.59,5.29,6.14,2.07,0.1,11360,2021,0.0,3000.0,1001734,3300.0
안인산,7,0,7,2,0,0,0,0,0,0,6.2,4,5,6.0,34,3,1,0,0,7,3,0,9,1,0,3,5.4,6.75,8.1,8.21,5.04,1.5,-0.05,14598,2021,0.0,3000.0,1001734,3000.0
이용준,2,0,2,1,0,0,0,0,0,0,1.2,4,4,3.15,12,3,0,0,0,4,0,0,1,0,0,2,21.6,21.6,17.01,17.41,9.71,4.2,-0.1,14763,2021,0.0,13000.0,1001734,13000.0
김건태,6,0,6,2,0,0,0,0,0,0,6.2,4,4,6.25,29,2,0,0,1,7,0,0,5,0,0,3,5.4,5.4,8.44,8.37,6.93,1.35,-0.12,10432,2021,0.0,8000.0,1001734,5300.0
김진호,1,1,0,0,0,0,0,1,0,0,1.0,3,3,3.0,7,2,0,0,0,3,0,0,1,0,0,1,27.0,27.0,27.0,25.64,10.57,5.0,-0.14,12897,2021,0.0,3000.0,1001734,3000.0
강윤구,1,1,0,0,0,0,0,0,0,0,2.0,4,4,4.0,12,5,1,0,1,2,0,0,3,0,0,0,18.0,18.0,18.0,17.04,9.07,3.5,-0.14,10423,2021,0.0,10000.0,1001734,7300.0
김태현,6,0,6,4,0,0,0,0,0,0,5.1,7,8,9.2,32,5,0,0,0,7,4,0,3,1,0,3,11.81,13.5,15.53,15.27,8.75,2.25,-0.26,12898,2021,0.0,3000.0,1001734,3000.0
강동연,12,3,9,0,0,0,3,2,0,1,23.0,20,21,20.3,109,25,4,1,4,14,0,0,14,2,0,3,7.83,8.22,7.94,7.99,6.2,1.7,-0.31,10883,2021,0.0,4400.0,1001734,4200.0
