Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
Rank,Name,Team,WAR,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,정현승,24 LF,,5,2,23.0,4,4,0,0,100.0,1.57,-0.22,0.29,0.03,,,,,,0.10,0.60,-0.07,0.03,0.009,0.002
0,정현승,24 CF,,4,3,23.0,6,6,0,0,100.0,2.35,-1.29,-0.02,0.05,,,,,,-1.26,-7.90,0.00,-1.26,-0.115,-0.115
0,박주홍,24 RF,,4,1,9.0,3,3,0,0,100.0,3.00,0.63,0.01,0.03,,,,,,0.67,3.88,-0.04,0.63,0.062,0.058
0,박주홍,24 LF,,17,13,99.0,26,25,1,0,100.0,2.36,0.90,-0.16,0.11,,,,,,0.85,4.91,-0.40,0.45,0.078,0.041
0,박한결,24 LF,,21,13,110.1,21,20,0,1,95.2,1.63,-1.96,0.01,-0.38,,,,,,-2.32,-11.93,-0.52,-2.84,-0.212,-0.259
0,장재영,24 CF,,17,16,126.1,25,24,1,0,100.0,1.78,-1.73,-0.48,0.26,,,,,,-1.95,-7.39,0.00,-1.95,-0.178,-0.178
0,장재영,24 RF,,20,19,157.1,44,42,2,0,100.0,2.52,0.36,0.42,0.48,,,,,,1.25,4.73,-0.78,0.47,0.114,0.043
0,김건형,24 RF,,12,9,66.0,22,22,0,0,100.0,3.00,-0.70,0.26,0.20,,,,,,-0.25,-2.72,-0.25,-0.50,-0.022,-0.045
0,김인태,24 LF,,7,5,38.0,5,5,0,0,100.0,1.18,-1.48,0.47,0.04,,,,,,-0.96,-13.85,-0.18,-1.14,-0.088,-0.104
0,김인태,24 RF,,1,1,6.0,2,2,0,0,100.0,3.00,-0.72,0.01,0.02,,,,,,-0.70,-10.07,-0.04,-0.74,-0.064,-0.068
0,김민석,24 CF,,3,3,23.1,10,10,0,0,100.0,3.86,-0.57,-0.31,0.05,,,,,,-0.83,-2.90,0.00,-0.83,-0.075,-0.075
0,김민석,24 LF,,22,13,128.2,36,35,1,0,100.0,2.52,0.93,-0.09,0.15,,,,,,0.98,3.46,-0.58,0.40,0.090,0.037
0,박시원,24 CF,,27,19,168.1,51,49,2,0,100.0,2.73,0.71,0.62,0.35,,,,,,1.68,4.41,0.00,1.68,0.154,0.154
0,박시원,24 RF,,24,12,143.1,29,24,3,2,93.1,1.70,-3.12,-0.11,-0.57,,,,,,-3.80,-9.94,-0.66,-4.46,-0.347,-0.407
0,김성욱,24 LF,,18,3,52.1,15,14,1,0,100.0,2.58,-0.95,0.11,0.06,,,,,,-0.77,-0.86,-0.22,-0.99,-0.071,-0.091
0,김성욱,24 CF,,102,83,743.0,203,197,5,1,99.5,2.45,-2.84,0.42,1.04,,,,,,-1.37,-1.53,0.00,-1.37,-0.125,-0.125
0,김성욱,24 RF,,24,8,80.0,15,15,0,0,100.0,1.69,-1.14,-0.88,0.24,,,,,,-1.79,-1.99,-0.34,-2.13,-0.163,-0.194
0,김재혁,24 RF,,11,2,23.0,6,5,0,1,83.3,1.96,-0.80,-0.03,-0.43,,,,,,-1.26,-5.19,-0.07,-1.33,-0.115,-0.122
0,김재혁,24 LF,,5,2,23.0,10,10,0,0,100.0,3.91,2.26,-0.02,0.03,,,,,,2.26,9.30,-0.10,2.16,0.207,0.197
0,김재혁,24 CF,,11,1,27.0,6,6,0,0,100.0,2.00,-1.24,-0.32,0.06,,,,,,-1.50,-6.18,0.00,-1.50,-0.137,-0.137
0,예진원,24 RF,,5,1,16.2,9,9,0,0,100.0,4.86,-1.52,-0.39,0.05,,,,,,-1.85,-12.14,-0.07,-1.92,-0.169,-0.176
0,예진원,24 LF,,6,1,19.0,7,7,0,0,100.0,3.32,-0.15,-0.26,0.02,,,,,,-0.39,-2.52,-0.06,-0.45,-0.035,-0.041
0,예진원,24 CF,,11,1,23.0,6,6,0,0,100.0,2.35,-1.28,-0.82,0.05,,,,,,-2.05,-13.45,0.00,-2.05,-0.188,-0.188
0,한석현,24 LF,,9,1,21.2,8,6,2,0,100.0,3.32,-1.43,0.98,0.02,,,,,,-0.43,-1.55,-0.08,-0.51,-0.039,-0.047
0,한석현,24 CF,,8,5,47.0,16,15,1,0,100.0,3.06,-2.05,-0.36,0.10,,,,,,-2.31,-8.33,0.00,-2.31,-0.211,-0.211
0,한석현,24 RF,,22,8,100.1,20,18,2,0,100.0,1.79,-1.18,0.39,0.30,,,,,,-0.48,-1.74,-0.41,-0.89,-0.044,-0.082
0,조용호,24 RF,,49,32,295.0,59,58,0,1,98.3,1.77,2.16,0.25,0.39,,,,,,2.79,6.70,-1.30,1.49,0.255,0.136
0,조용호,24 LF,,13,5,57.2,10,9,1,0,100.0,1.56,-2.84,0.14,0.07,,,,,,-2.63,-6.32,-0.27,-2.90,-0.241,-0.265
0,김현준,24 LF,,9,6,50.1,10,10,0,0,100.0,1.79,-1.13,0.05,0.06,,,,,,-1.02,-1.87,-0.25,-1.27,-0.094,-0.116
0,김현준,24 CF,,33,12,130.1,51,48,3,0,100.0,3.52,-1.93,0.57,0.27,,,,,,-1.08,-1.98,0.00,-1.08,-0.099,-0.099
0,김현준,24 RF,,40,24,218.1,64,62,1,1,98.4,2.60,4.33,0.45,0.16,,,,,,4.94,9.00,-1.01,3.93,0.451,0.359
0,김대한,24 RF,,29,12,124.0,35,34,0,1,97.1,2.47,2.46,-0.23,-0.13,,,,,,2.10,4.96,-0.47,1.63,0.192,0.149
0,김대한,24 LF,,25,6,87.0,16,16,0,0,100.0,1.66,-2.06,0.36,0.10,,,,,,-1.60,-3.78,-0.28,-1.88,-0.146,-0.172
0,김대한,24 CF,,5,0,10.0,4,4,0,0,100.0,3.60,-0.63,,0.02,,,,,,-0.61,-1.45,0.00,-0.61,-0.056,-0.056
0,김태근,24 CF,,7,1,21.0,3,3,0,0,100.0,1.29,-1.07,-0.48,0.04,,,,,,-1.50,-5.03,0.00,-1.50,-0.137,-0.137
0,김태근,24 RF,,10,0,19.2,5,5,0,0,100.0,2.29,0.67,-0.73,0.06,,,,,,0.00,-0.01,-0.03,-0.03,0.000,-0.003
0,김태근,24 LF,,16,4,53.2,15,15,0,0,100.0,2.52,-0.97,0.24,0.06,,,,,,-0.67,-2.25,-0.17,-0.84,-0.061,-0.077
0,하재훈,24 LF,,29,21,205.0,46,42,2,2,95.7,1.93,-0.37,0.27,-0.77,,,,,,-0.87,-1.17,-0.90,-1.77,-0.079,-0.161
0,하재훈,24 CF,,24,19,160.0,38,37,1,0,100.0,2.14,-0.69,0.38,0.33,,,,,,0.02,0.03,0.00,0.02,0.002,0.002
0,하재훈,24 RF,,47,33,301.1,56,49,2,5,91.1,1.52,-7.59,-0.20,-1.60,,,,,,-9.40,-12.65,-1.35,-10.75,-0.858,-0.982
0,임지열,24 LF,,8,5,39.0,9,9,0,0,100.0,2.08,-1.45,0.34,0.04,,,,,,-1.06,-6.96,-0.16,-1.22,-0.097,-0.112
0,임지열,24 RF,,9,9,66.0,10,10,0,0,100.0,1.36,-1.85,-0.30,0.20,,,,,,-1.94,-12.73,-0.32,-2.26,-0.178,-0.207
0,김인환,24 LF,,27,23,170.1,40,39,1,0,100.0,2.11,-4.10,0.50,0.19,,,,,,-3.41,-9.63,-0.92,-4.33,-0.312,-0.396
