Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,,
55,윤동희,24 RF,-0.342,61,54,455.0,108,106,2,0,100.0,2.14,-3.05,0.39,1.37,,,,,,-1.29,-1.32,-2.45,-3.74,-0.118,-0.342,롯데 자이언츠,15048
56,손호영,24 3B,-0.388,79,74,637.2,186,58,116,12,93.5,2.46,-1.34,,-1.64,-1.12,-0.14,,,,-4.25,-6.0,0.0,-4.25,-0.388,-0.388,롯데 자이언츠,14590
57,황성빈,24 CF,-0.418,65,58,453.2,92,87,3,2,97.8,1.79,-4.87,0.36,-0.06,,,,,,-4.57,-5.27,0.0,-4.57,-0.418,-0.418,롯데 자이언츠,14642
58,레이예스,24 LF,-0.428,47,44,346.0,81,79,2,0,100.0,2.11,-3.14,0.0,0.39,,,,,,-2.75,-2.75,-1.94,-4.69,-0.251,-0.428,롯데 자이언츠,16106
59,이주찬,24 3B,-0.473,10,5,46.1,16,3,9,4,75.0,2.33,-2.67,,-1.69,-0.82,,,,,-5.18,-43.89,0.0,-5.18,-0.473,-0.473,롯데 자이언츠,14819
60,전준우,24 LF,-0.54,47,47,381.1,90,87,2,1,98.9,2.1,-4.1,0.3,-0.07,,,,,,-3.87,-5.11,-2.04,-5.91,-0.353,-0.54,롯데 자이언츠,10266
61,레이예스,24 RF,-0.659,83,81,664.2,130,126,0,4,96.9,1.71,-3.49,-0.17,0.0,,,,,,-3.66,-3.66,-3.55,-7.21,-0.335,-0.659,롯데 자이언츠,16106
62,나승엽,24 1B,-1.582,113,111,937.1,891,813,67,11,98.8,8.45,-6.9,,-0.89,,-0.1,,,,-7.89,-9.39,-9.42,-17.31,-0.721,-1.582,롯데 자이언츠,14797
63,이선우,24 LF,,1,0,1.0,0,0,0,0,0.0,0.0,-0.66,,0.0,,,,,,-0.65,-13.47,,,-0.058,,롯데 자이언츠,16095
63,이정훈,24 C,,1,0,1.0,1,1,0,0,100.0,9.0,0.0,,0.0,,,,-0.49,,-0.34,-0.76,,,-0.031,,롯데 자이언츠,12916
63,현도훈,24 P,,7,0,10.0,3,1,2,0,100.0,2.7,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,13271
63,이선우,24 CF,,2,0,2.2,2,1,0,1,50.0,3.38,-1.01,0.01,-0.5,,,,,,-1.49,-30.66,,,-0.132,,롯데 자이언츠,16095
63,이주찬,24 2B,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.05,,,0.001,,롯데 자이언츠,14819
63,이인한,24 LF,,2,0,2.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.07,,,0.0,,롯데 자이언츠,14690
63,강성우,24 SS,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.64,,,0.001,,롯데 자이언츠,16093
63,김상수,24 P,,71,0,73.2,15,1,13,1,93.3,1.71,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,10427
63,김강현,24 P,,24,0,25.1,8,3,5,0,100.0,2.84,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,12699
63,김동혁,24 LF,,2,0,3.0,1,1,0,0,100.0,3.0,-0.08,,0.0,,,,,,-0.07,-0.27,,,-0.007,,롯데 자이언츠,15645
63,김원중,24 P,,54,0,63.1,10,3,6,1,90.0,1.28,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,10825
63,추재현,24 LF,,2,0,3.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.05,,,0.0,,롯데 자이언츠,13094
63,이인한,24 CF,,1,0,2.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.12,,,0.0,,롯데 자이언츠,14690
1,박찬호,24 SS,1.374,132,129,1120.1,564,213,328,23,95.9,4.35,4.92,,-0.6,-0.75,,,,,3.57,3.83,11.48,15.05,0.326,1.374,KIA 타이거즈,11261
2,김태군,24 C,0.858,101,82,640.2,611,567,38,6,99.0,8.5,0.81,,-0.7,,0.11,-1.1,5.58,,3.03,4.15,6.36,9.39,0.277,0.858,KIA 타이거즈,10459
3,한준수,24 C,0.447,103,60,600.1,584,541,39,4,99.3,8.7,-0.57,,0.16,,0.21,0.75,-3.09,,-1.61,-2.02,6.5,4.89,-0.147,0.447,KIA 타이거즈,13113
4,서건창,24 2B,0.254,34,18,158.0,86,34,51,1,98.8,4.84,1.28,,0.45,0.22,,,,,1.96,3.0,0.82,2.78,0.179,0.254,KIA 타이거즈,10855
5,김호령,24 CF,0.215,61,9,177.0,64,62,0,2,96.9,3.15,3.13,-0.14,-0.64,,,,,,2.36,5.3,0.0,2.36,0.215,0.215,KIA 타이거즈,11298
6,소크라테스,24 CF,0.212,52,47,366.2,97,93,2,2,97.9,2.33,2.5,0.06,-0.24,,,,,,2.32,2.39,0.0,2.32,0.212,0.212,KIA 타이거즈,14996
7,박정우,24 LF,0.199,19,2,46.1,17,17,0,0,100.0,3.3,2.24,0.05,0.05,,,,,,2.35,5.13,-0.17,2.18,0.215,0.199,KIA 타이거즈,12869
8,박정우,24 CF,0.112,47,5,115.1,33,29,2,2,93.9,2.42,2.06,-0.07,-0.76,,,,,,1.23,2.68,0.0,1.23,0.112,0.112,KIA 타이거즈,12869
9,윤도현,24 SS,0.11,2,1,11.0,5,4,1,0,100.0,4.09,1.01,,0.1,,,,,,1.11,26.58,0.1,1.21,0.101,0.11,KIA 타이거즈,15058
10,박민,24 SS,0.105,10,4,40.0,25,9,13,3,88.0,4.95,1.01,,-1.15,0.99,,,,,0.85,7.65,0.3,1.15,0.078,0.105,KIA 타이거즈,14611
11,변우혁,24 3B,0.077,15,5,74.0,22,6,15,1,95.5,2.55,1.17,,0.01,0.32,-0.65,,,,0.84,1.76,0.0,0.84,0.077,0.077,KIA 타이거즈,14124
12,이창진,24 CF,0.061,1,1,5.0,1,1,0,0,100.0,1.8,0.54,0.12,0.01,,,,,,0.67,0.93,0.0,0.67,0.061,0.061,KIA 타이거즈,11233
13,윤도현,24 2B,0.06,3,3,24.0,9,2,7,0,100.0,3.38,0.1,,0.15,0.28,,,,,0.52,12.55,0.13,0.65,0.048,0.06,KIA 타이거즈,15058
14,이우성,24 LF,0.047,8,5,33.0,8,8,0,0,100.0,2.18,0.7,-0.06,0.04,,,,,,0.68,0.88,-0.17,0.51,0.062,0.047,KIA 타이거즈,11099
15,윤도현,24 3B,0.029,2,2,18.0,5,2,3,0,100.0,2.5,0.19,,0.12,0.0,,,,,0.32,7.62,0.0,0.32,0.029,0.029,KIA 타이거즈,15058
16,김규성,24 1B,0.021,9,0,13.0,17,15,1,1,94.1,11.08,0.73,,-0.44,,,,,,0.29,1.55,-0.06,0.23,0.026,0.021,KIA 타이거즈,12540
17,최정용,24 3B,0.001,2,0,3.0,0,0,0,0,0.0,0.0,-0.01,,0.02,,,,,,0.01,0.19,0.0,0.01,0.001,0.001,KIA 타이거즈,11407
18,박정우,24 P,0.0,1,0,1.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,KIA 타이거즈,12869
19,김두현,24 2B,0.0,1,1,5.0,3,2,1,0,100.0,5.4,-0.05,,0.03,0.0,,,,,-0.02,-0.98,0.02,0.0,-0.002,0.0,KIA 타이거즈,16086
20,홍종표,24 LF,-0.002,1,0,2.0,0,0,0,0,0.0,0.0,-0.02,,0.0,,,,,,-0.01,-0.02,-0.01,-0.02,-0.001,-0.002,KIA 타이거즈,14612
21,홍종표,24 SS,-0.003,17,9,81.0,39,13,24,2,94.9,4.11,-1.24,,-0.29,0.69,,,,,-0.83,-1.2,0.8,-0.03,-0.076,-0.003,KIA 타이거즈,14612
22,박정우,24 RF,-0.012,7,2,25.0,7,6,0,1,85.7,2.16,0.79,-0.38,-0.43,,,,,,-0.02,-0.05,-0.11,-0.13,-0.002,-0.012,KIA 타이거즈,12869
23,소크라테스,24 RF,-0.02,4,1,11.0,5,4,0,1,80.0,3.27,0.6,-0.28,-0.47,,,,,,-0.14,-0.15,-0.07,-0.21,-0.013,-0.02,KIA 타이거즈,14996
24,김도영,24 SS,-0.026,1,0,2.0,0,0,0,0,0.0,0.0,-0.32,,0.02,,,,,,-0.31,-0.31,0.02,-0.29,-0.028,-0.026,KIA 타이거즈,15056
25,김선빈,24 3B,-0.034,2,0,4.0,0,0,0,0,0.0,0.0,-0.4,,0.03,,,,,,-0.37,-0.46,0.0,-0.37,-0.034,-0.034,KIA 타이거즈,10008
26,최원준,24 RF,-0.037,96,29,399.0,72,69,3,0,100.0,1.62,-0.13,0.19,1.21,,,,,,1.27,1.34,-1.67,-0.4,0.116,-0.037,KIA 타이거즈,12534
27,홍종표,24 2B,-0.048,65,4,167.0,99,36,61,2,98.0,5.23,-1.8,,0.01,0.8,,,,,-0.99,-1.43,0.47,-0.52,-0.091,-0.048,KIA 타이거즈,14612
28,김규성,24 SS,-0.052,9,0,20.2,11,4,6,1,90.9,4.35,0.64,,-0.32,-0.99,,,,,-0.67,-3.57,0.1,-0.57,-0.061,-0.052,KIA 타이거즈,12540
29,황대인,24 1B,-0.053,2,2,10.0,10,9,1,0,100.0,9.0,-0.51,,0.05,,,,,,-0.46,-22.06,-0.12,-0.58,-0.042,-0.053,KIA 타이거즈,11306
30,김선빈,24 2B,-0.058,115,112,884.0,500,206,284,10,98.0,4.99,-4.31,,0.32,-1.27,,,,,-5.25,-6.52,4.62,-0.63,-0.48,-0.058,KIA 타이거즈,10008
31,최정용,24 2B,-0.088,4,2,21.0,8,3,4,1,87.5,3.0,-0.68,,-0.37,0.0,,,,,-1.06,-25.4,0.09,-0.97,-0.097,-0.088,KIA 타이거즈,11407
32,고종욱,24 LF,-0.096,8,3,25.0,4,4,0,0,100.0,1.44,-0.8,-0.16,0.03,,,,,,-0.93,-4.78,-0.12,-1.05,-0.085,-0.096,KIA 타이거즈,10659
33,김규성,24 3B,-0.101,7,2,22.0,6,2,4,0,100.0,2.45,-1.26,,0.15,0.0,,,,,-1.11,-5.92,0.0,-1.11,-0.101,-0.101,KIA 타이거즈,12540
34,오선우,24 RF,-0.121,2,1,11.0,3,2,0,1,66.7,1.64,-0.8,-0.01,-0.47,,,,,,-1.28,-61.31,-0.05,-1.33,-0.117,-0.121,KIA 타이거즈,14181
35,박민,24 2B,-0.144,4,4,28.0,14,1,10,3,78.6,3.54,-0.35,,-1.34,-0.03,,,,,-1.72,-15.44,0.14,-1.58,-0.157,-0.144,KIA 타이거즈,14611
36,한승택,24 C,-0.145,19,2,47.0,52,43,7,2,96.2,9.57,0.34,,-0.83,,,0.34,-2.5,,-1.9,-13.65,0.31,-1.58,-0.173,-0.145,KIA 타이거즈,11119
37,홍종표,24 3B,-0.203,15,3,52.0,10,2,7,1,90.0,1.56,-1.89,,-0.14,-0.26,0.07,,,,-2.22,-3.2,0.0,-2.22,-0.203,-0.203,KIA 타이거즈,14612
38,이우성,24 RF,-0.222,25,22,162.0,36,34,0,2,94.4,1.89,-0.86,-0.25,-0.51,,,,,,-1.63,-2.1,-0.8,-2.43,-0.149,-0.222,KIA 타이거즈,11099
39,이창진,24 LF,-0.234,56,33,309.1,85,85,0,0,100.0,2.47,-1.32,-0.17,0.35,,,,,,-1.14,-1.59,-1.42,-2.56,-0.104,-0.234,KIA 타이거즈,11233
40,김두현,24 SS,-0.245,2,1,10.0,5,0,3,2,60.0,2.7,-1.88,,-0.92,0.05,,,,,-2.74,-131.41,0.06,-2.68,-0.25,-0.245,KIA 타이거즈,16086
41,이창진,24 RF,-0.288,38,22,175.0,32,31,0,1,96.9,1.59,-1.39,-0.97,0.03,,,,,,-2.33,-3.26,-0.82,-3.15,-0.213,-0.288,KIA 타이거즈,11233
42,최원준,24 CF,-0.289,93,82,624.0,169,163,2,4,97.6,2.38,-3.0,0.55,-0.71,,,,,,-3.16,-3.35,0.0,-3.16,-0.289,-0.289,KIA 타이거즈,12534
43,최형우,24 LF,-0.351,16,15,117.0,16,14,0,2,87.5,1.08,-2.74,0.43,-0.87,,,,,,-3.18,-3.95,-0.66,-3.84,-0.291,-0.351,KIA 타이거즈,10344
44,김도영,24 3B,-0.368,134,132,1111.0,323,77,216,30,90.7,2.37,2.77,,-6.93,-0.06,0.19,,,,-4.03,-4.11,0.0,-4.03,-0.368,-0.368,KIA 타이거즈,15056
45,나성범,24 RF,-0.385,67,67,505.0,97,91,5,1,99.0,1.71,-2.51,0.08,1.02,,,,,,-1.4,-1.98,-2.81,-4.21,-0.128,-0.385,KIA 타이거즈,11162
46,변우혁,24 1B,-0.389,53,38,314.0,290,277,11,2,99.3,8.25,-2.41,,0.55,,0.39,,,,-1.48,-3.08,-2.78,-4.26,-0.135,-0.389,KIA 타이거즈,14124
47,서건창,24 1B,-0.521,51,25,276.2,275,241,30,4,98.5,8.82,-2.19,,-0.64,,-0.16,,,,-2.99,-4.58,-2.72,-5.71,-0.273,-0.521,KIA 타이거즈,10855
48,소크라테스,24 LF,-0.676,115,86,755.1,174,168,4,2,98.9,2.05,-3.34,-0.04,-0.14,,,,,,-3.53,-3.63,-3.87,-7.4,-0.323,-0.676,KIA 타이거즈,14996
49,이우성,24 1B,-0.987,87,79,670.1,651,609,36,6,99.1,8.66,-4.16,,0.3,,-0.29,,,,-4.15,-5.33,-6.66,-10.81,-0.379,-0.987,KIA 타이거즈,11099
50,이형범,24 P,,14,0,15.0,5,4,1,0,100.0,3.0,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,11159
50,김사윤,24 P,,23,2,37.0,7,0,6,1,85.7,1.46,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,11364
50,김규성,24 2B,,1,0,1.0,2,1,0,1,50.0,9.0,-0.55,,-0.5,,,,,,-1.05,-5.57,,,-0.095,,KIA 타이거즈,12540
50,김민주,24 P,,2,0,1.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,16082
50,김선빈,24 1B,,1,0,1.0,2,2,0,0,100.0,18.0,,,0.0,,,,,,0.0,0.01,,,0.0,,KIA 타이거즈,10008
50,최원준,24 1B,,1,0,1.0,1,1,0,0,100.0,9.0,-0.6,,0.0,,,,,,-0.6,-0.63,,,-0.055,,KIA 타이거즈,12534
50,김승현,24 P,,14,0,18.0,5,0,3,2,60.0,1.5,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,12637
50,오선우,24 1B,,1,0,2.0,3,2,1,0,100.0,13.5,0.89,,0.01,,,,,,0.9,42.98,,,0.082,,KIA 타이거즈,14181
50,김선빈,24 SS,,2,0,3.0,3,1,2,0,100.0,9.0,-0.15,,0.03,,,,,,-0.13,-0.16,,,-0.012,,KIA 타이거즈,10008
50,전상현,24 P,,66,0,66.0,9,2,6,1,88.9,1.09,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,12537
50,황동하,24 P,,25,21,103.1,18,5,13,0,100.0,1.57,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,15063
50,박민,24 3B,,3,0,4.0,0,0,0,0,0.0,0.0,,,0.03,,,,,,0.03,0.25,,,0.003,,KIA 타이거즈,14611
50,곽도규,24 P,,67,0,55.2,13,3,7,3,76.9,1.62,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,15435
50,최지민,24 P,,54,0,46.0,7,2,4,1,85.7,1.17,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,15057
50,정해영,24 P,,53,0,50.2,8,3,5,0,100.0,1.42,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,14608
1,장성우,24 C,1.046,114,105,856.1,838,780,56,2,99.8,8.79,-0.84,,2.09,,0.32,-3.44,3.83,,0.82,0.9,10.63,11.45,0.075,1.046,KT 위즈,10235
2,김상수,24 SS,0.69,78,71,581.2,280,120,150,10,96.4,4.18,2.08,,0.14,-0.17,,,,,2.06,2.62,5.5,7.56,0.188,0.69,KT 위즈,10320
3,오윤석,24 2B,0.553,64,47,422.0,218,76,140,2,99.1,4.61,2.44,,1.55,0.23,,,,,4.21,8.31,1.84,6.05,0.385,0.553,KT 위즈,11397
4,조대현,24 C,0.392,26,12,120.0,111,100,11,0,100.0,8.33,-0.15,,0.43,,0.05,2.57,0.44,,3.21,17.79,1.08,4.29,0.293,0.392,KT 위즈,13177
5,신본기,24 SS,0.378,50,22,220.2,113,38,71,4,96.5,4.45,0.44,,-0.05,1.93,,,,,2.32,3.98,1.82,4.14,0.212,0.378,KT 위즈,10840
6,심우준,24 SS,0.287,53,49,431.2,227,93,126,8,96.5,4.57,1.35,,-0.19,-1.82,,,,,-0.66,-1.79,3.8,3.14,-0.06,0.287,KT 위즈,11334
7,정준영,24 RF,0.227,33,18,168.1,46,44,0,2,95.7,2.35,3.04,0.53,-0.5,,,,,,3.08,10.32,-0.6,2.48,0.281,0.227,KT 위즈,15519
8,문상철,24 1B,0.148,88,78,638.2,619,563,50,6,99.0,8.64,8.27,,0.15,,-0.32,,,,8.1,9.34,-6.48,1.62,0.74,0.148,KT 위즈,11333
9,이호연,24 3B,0.142,11,5,43.0,6,2,4,0,100.0,1.26,1.03,,0.3,0.23,,,,,1.55,8.28,0.0,1.55,0.142,0.142,KT 위즈,13151
10,김병준,24 CF,0.142,16,3,41.0,15,13,2,0,100.0,3.29,1.46,0.0,0.09,,,,,,1.55,6.38,0.0,1.55,0.142,0.142,KT 위즈,15097
11,로하스,24 LF,0.14,85,58,540.0,151,149,2,0,100.0,2.52,5.33,-1.5,0.61,,,,,,4.44,4.44,-2.91,1.53,0.406,0.14,KT 위즈,12995
12,조용호,24 RF,0.136,49,32,295.0,59,58,0,1,98.3,1.77,2.16,0.25,0.39,,,,,,2.79,6.7,-1.3,1.49,0.255,0.136,KT 위즈,12943
13,장준원,24 SS,0.098,11,2,34.0,15,9,6,0,100.0,3.97,0.81,,0.3,-0.17,,,,,0.94,7.92,0.14,1.08,0.085,0.098,KT 위즈,11214
14,홍현빈,24 LF,0.097,9,0,17.2,5,5,0,0,100.0,2.55,1.02,0.05,0.02,,,,,,1.09,5.59,-0.03,1.06,0.099,0.097,KT 위즈,12941
15,천성호,24 3B,0.088,3,0,11.0,5,1,4,0,100.0,4.09,0.82,,0.08,,0.07,,,,0.96,1.85,0.0,0.96,0.088,0.088,KT 위즈,14606
16,심우준,24 2B,0.064,1,0,3.0,4,1,3,0,100.0,12.0,0.68,,0.02,,,,,,0.69,1.89,0.01,0.7,0.063,0.064,KT 위즈,11334
17,안치영,24 CF,0.064,14,12,91.0,22,22,0,0,100.0,2.18,0.87,-0.36,0.19,,,,,,0.7,3.25,0.0,0.7,0.064,0.064,KT 위즈,13006
18,김준태,24 C,0.054,18,3,57.1,41,39,2,0,100.0,6.44,-0.01,,0.21,,,-0.44,0.34,,0.0,-0.02,0.6,0.6,0.0,0.054,KT 위즈,10835
19,박민석,24 3B,0.05,2,0,5.0,3,0,3,0,100.0,5.4,0.32,,0.03,0.19,,,,,0.55,3.97,0.0,0.55,0.05,0.05,KT 위즈,14110
20,권동진,24 2B,0.05,7,2,24.1,13,6,7,0,100.0,4.81,0.55,,0.15,-0.23,,,,,0.47,7.46,0.08,0.55,0.043,0.05,KT 위즈,14777
21,정준영,24 LF,0.041,7,1,15.0,4,4,0,0,100.0,2.4,0.56,-0.09,0.02,,,,,,0.49,1.62,-0.04,0.45,0.044,0.041,KT 위즈,15519
22,강민성,24 1B,0.037,1,0,2.0,2,2,0,0,100.0,9.0,0.42,,0.01,,,,,,0.43,61.21,-0.02,0.41,0.039,0.037,KT 위즈,14191
23,천성호,24 LF,0.028,7,4,33.2,8,7,1,0,100.0,2.14,0.18,0.23,0.04,,,,,,0.45,0.86,-0.14,0.31,0.041,0.028,KT 위즈,14606
24,김민혁,24 RF,0.028,8,4,34.0,5,5,0,0,100.0,1.32,0.5,-0.14,0.1,,,,,,0.46,0.58,-0.16,0.3,0.042,0.028,KT 위즈,11339
25,장준원,24 3B,0.026,4,3,23.0,3,2,1,0,100.0,1.17,0.13,,0.16,,,,,,0.29,2.43,0.0,0.29,0.026,0.026,KT 위즈,11214
26,정준영,24 CF,0.022,3,2,13.0,3,3,0,0,100.0,2.08,0.52,-0.31,0.03,,,,,,0.24,0.79,0.0,0.24,0.022,0.022,KT 위즈,15519
27,오윤석,24 1B,0.015,5,0,7.0,5,5,0,0,100.0,6.43,0.17,,0.03,,,,,,0.21,0.41,-0.04,0.17,0.019,0.015,KT 위즈,11397
28,안치영,24 LF,0.015,3,0,4.0,1,1,0,0,100.0,2.25,0.17,,0.0,,,,,,0.18,0.83,-0.02,0.16,0.016,0.015,KT 위즈,13006
29,문상철,24 3B,0.014,1,0,1.0,1,1,0,0,100.0,9.0,0.14,,0.01,,,,,,0.15,0.17,0.0,0.15,0.014,0.014,KT 위즈,11333
30,로하스,24 CF,0.005,6,2,27.0,12,11,1,0,100.0,4.0,-0.14,0.14,0.06,,,,,,0.05,0.05,0.0,0.05,0.005,0.005,KT 위즈,12995
31,천성호,24 CF,0.0,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,KT 위즈,14606
32,이호연,24 1B,-0.001,1,0,2.0,4,4,0,0,100.0,18.0,0.0,,0.01,,,,,,0.01,0.05,-0.02,-0.01,0.001,-0.001,KT 위즈,13151
33,강백호,24 C,-0.004,30,19,169.2,156,137,17,2,98.7,8.17,-0.12,,-0.39,,,0.95,-3.71,,-2.15,-2.15,2.11,-0.04,-0.197,-0.004,KT 위즈,13168
34,문상철,24 LF,-0.006,1,0,2.0,0,0,0,0,0.0,0.0,-0.17,0.11,0.0,,,,,,-0.06,-0.07,-0.01,-0.07,-0.005,-0.006,KT 위즈,11333
35,윤준혁,24 SS,-0.009,2,0,3.0,3,1,1,1,66.7,6.0,0.36,,-0.48,,,,,,-0.12,-1.31,0.02,-0.1,-0.011,-0.009,KT 위즈,14605
36,김민혁,24 LF,-0.021,82,70,553.0,131,128,1,2,98.5,2.1,3.88,-0.73,-0.37,,,,,,2.77,3.47,-3.0,-0.23,0.253,-0.021,KT 위즈,11339
37,송민섭,24 CF,-0.029,10,0,24.0,3,3,0,0,100.0,1.13,-0.25,-0.11,0.05,,,,,,-0.32,-1.27,0.0,-0.32,-0.029,-0.029,KT 위즈,11342
38,안치영,24 RF,-0.037,13,1,30.0,3,3,0,0,100.0,0.9,-0.72,0.3,0.09,,,,,,-0.32,-1.5,-0.08,-0.4,-0.029,-0.037,KT 위즈,13006
39,강현우,24 C,-0.038,17,5,81.0,76,71,3,2,97.4,8.22,-0.24,,-0.71,,,0.35,-0.9,,-1.23,-9.84,0.82,-0.41,-0.112,-0.038,KT 위즈,14603
40,김건형,24 RF,-0.045,12,9,66.0,22,22,0,0,100.0,3.0,-0.7,0.26,0.2,,,,,,-0.25,-2.72,-0.25,-0.5,-0.022,-0.045,KT 위즈,14779
41,신본기,24 3B,-0.05,18,3,51.0,10,3,7,0,100.0,1.76,-0.68,,0.35,-0.22,,,,,-0.55,-0.94,0.0,-0.55,-0.05,-0.05,KT 위즈,10840
42,박경수,24 2B,-0.051,3,0,3.1,2,1,1,0,100.0,5.4,-0.58,,0.02,,,,,,-0.56,-16.22,0.01,-0.55,-0.051,-0.051,KT 위즈,10469
43,박병호,24 1B,-0.075,32,23,227.1,206,189,15,2,99.0,8.08,1.19,,0.12,,0.06,,,,1.36,1.64,-2.18,-0.82,0.125,-0.075,KT 위즈,10470
44,김상수,24 2B,-0.084,38,35,281.1,165,72,89,4,97.6,5.15,-2.13,,-0.31,0.12,,,,,-2.32,-2.96,1.41,-0.91,-0.212,-0.084,KT 위즈,10320
45,김병준,24 RF,-0.093,10,1,20.2,7,7,0,0,100.0,3.05,-0.45,-0.58,0.06,,,,,,-0.96,-3.95,-0.06,-1.02,-0.088,-0.093,KT 위즈,15097
46,안현민,24 LF,-0.097,13,6,52.0,14,13,1,0,100.0,2.42,-1.35,0.46,0.06,,,,,,-0.82,-7.41,-0.24,-1.06,-0.075,-0.097,KT 위즈,15092
47,권동진,24 3B,-0.101,1,0,4.0,2,0,1,1,50.0,2.25,-0.64,,-0.47,,,,,,-1.11,-17.76,0.0,-1.11,-0.101,-0.101,KT 위즈,14777
48,윤준혁,24 3B,-0.107,8,4,36.1,3,1,2,0,100.0,0.74,-1.49,,0.25,,0.07,,,,-1.17,-12.92,0.0,-1.17,-0.107,-0.107,KT 위즈,14605
49,홍현빈,24 CF,-0.122,8,2,24.0,4,4,0,0,100.0,1.5,-1.5,0.12,0.05,,,,,,-1.33,-6.86,0.0,-1.33,-0.122,-0.122,KT 위즈,12941
50,오윤석,24 3B,-0.135,8,1,25.0,3,0,2,1,66.7,0.72,-1.21,,-0.33,,0.07,,,,-1.47,-2.91,0.0,-1.47,-0.135,-0.135,KT 위즈,11397
51,박민석,24 2B,-0.138,6,0,17.0,6,3,2,1,83.3,2.65,-1.2,,-0.4,,,,,,-1.6,-11.49,0.08,-1.52,-0.146,-0.138,KT 위즈,14110
52,김민혁,24 CF,-0.157,14,13,105.1,29,28,0,1,96.6,2.39,-0.88,-0.56,-0.28,,,,,,-1.72,-2.15,0.0,-1.72,-0.157,-0.157,KT 위즈,11339
53,박민석,24 SS,-0.162,5,0,8.1,5,1,2,2,60.0,3.24,-1.08,,-0.93,0.19,,,,,-1.83,-13.17,0.06,-1.77,-0.167,-0.162,KT 위즈,14110
54,신본기,24 2B,-0.164,27,8,98.0,56,21,32,3,94.6,4.87,-1.31,,-0.91,,,,,,-2.23,-3.82,0.43,-1.8,-0.203,-0.164,KT 위즈,10840
55,이호연,24 2B,-0.173,10,3,32.0,17,6,11,0,100.0,4.78,-2.1,,0.19,-0.12,,,,,-2.02,-10.78,0.13,-1.89,-0.185,-0.173,KT 위즈,13151
56,강백호,24 RF,-0.199,5,3,24.0,4,2,0,2,50.0,0.75,-1.05,-0.03,-0.93,,,,,,-2.01,-2.01,-0.16,-2.17,-0.184,-0.199,KT 위즈,13168
57,홍현빈,24 RF,-0.201,15,1,29.0,9,8,0,1,88.9,2.48,-1.76,0.06,-0.41,,,,,,-2.12,-10.91,-0.08,-2.2,-0.194,-0.201,KT 위즈,12941
58,조용호,24 LF,-0.265,13,5,57.2,10,9,1,0,100.0,1.56,-2.84,0.14,0.07,,,,,,-2.63,-6.32,-0.27,-2.9,-0.241,-0.265,KT 위즈,12943
59,천성호,24 2B,-0.269,55,49,403.1,193,73,116,4,97.9,4.22,-5.56,,0.43,0.0,,,,,-5.13,-9.86,2.19,-2.94,-0.469,-0.269,KT 위즈,14606
60,송민섭,24 RF,-0.279,24,0,42.1,8,7,0,1,87.5,1.49,-2.38,-0.2,-0.37,,,,,,-2.96,-11.83,-0.1,-3.06,-0.27,-0.279,KT 위즈,11342
61,황재균,24 3B,-0.28,135,128,1085.0,268,83,171,14,94.8,2.11,-3.29,,0.42,-0.21,0.01,,,,-3.06,-3.22,0.0,-3.06,-0.28,-0.28,KT 위즈,10407
62,로하스,24 RF,-0.532,80,75,575.0,124,119,3,2,98.4,1.91,-3.59,0.29,0.73,,,,,,-2.57,-2.57,-3.25,-5.82,-0.235,-0.532,KT 위즈,12995
