Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,,
42,이상혁,24 CF,-0.092,6,1,22.0,7,7,0,0,100.0,2.86,-0.33,-0.72,0.05,,,,,,-1.01,-3.38,0.0,-1.01,-0.092,-0.092,한화 이글스,15139
43,이원석,24 RF,-0.095,14,2,40.0,8,7,1,0,100.0,1.8,-0.64,-0.37,0.12,,,,,,-0.88,-1.46,-0.16,-1.04,-0.081,-0.095,한화 이글스,13138
44,임종찬,24 CF,-0.17,16,15,105.0,25,23,2,0,100.0,2.14,-1.92,-0.16,0.22,,,,,,-1.86,-11.17,0.0,-1.86,-0.17,-0.17,한화 이글스,14706
45,이원석,24 LF,-0.184,21,4,77.2,12,11,0,1,91.7,1.27,-1.36,0.07,-0.41,,,,,,-1.7,-2.82,-0.31,-2.01,-0.156,-0.184,한화 이글스,13138
46,김인환,24 1B,-0.188,14,7,66.0,55,50,3,2,96.4,7.23,-0.81,,-0.68,,0.06,,,,-1.43,-4.05,-0.62,-2.05,-0.131,-0.188,한화 이글스,12589
47,하주석,24 3B,-0.216,8,6,52.1,19,7,8,4,78.9,2.58,-0.39,,-1.65,-0.39,0.07,,,,-2.36,-5.31,0.0,-2.36,-0.216,-0.216,한화 이글스,10913
48,김태연,24 2B,-0.244,6,4,30.2,21,10,9,2,90.5,5.58,-1.94,,-0.82,-0.07,,,,,-2.82,-3.22,0.15,-2.67,-0.258,-0.244,한화 이글스,12585
49,페라자,24 RF,-0.245,39,39,310.0,82,72,3,7,91.5,2.18,2.01,-0.4,-2.58,,,,,,-0.96,-1.14,-1.72,-2.68,-0.088,-0.245,한화 이글스,16121
50,페라자,24 LF,-0.366,54,42,349.1,80,75,3,2,97.5,2.01,-0.86,-0.71,-0.61,,,,,,-2.18,-2.57,-1.83,-4.01,-0.199,-0.366,한화 이글스,16121
51,김인환,24 LF,-0.396,27,23,170.1,40,39,1,0,100.0,2.11,-4.1,0.5,0.19,,,,,,-3.41,-9.63,-0.92,-4.33,-0.312,-0.396,한화 이글스,12589
52,김태연,24 1B,-0.572,49,30,306.1,284,253,26,5,98.2,8.2,-2.39,,-0.99,,0.06,,,,-3.33,-3.8,-2.94,-6.27,-0.304,-0.572,한화 이글스,12585
53,안치홍,24 1B,-0.589,37,34,293.0,268,240,24,4,98.5,8.11,-2.95,,-0.56,,0.06,,,,-3.45,-3.88,-3.0,-6.45,-0.315,-0.589,한화 이글스,10014
54,김태연,24 RF,-0.659,69,68,526.0,87,81,4,2,97.7,1.45,-4.37,-0.66,0.59,,,,,,-4.45,-5.09,-2.76,-7.21,-0.407,-0.659,한화 이글스,12585
55,채은성,24 1B,-0.85,75,73,601.1,578,548,23,7,98.8,8.55,-2.79,,-0.54,,0.0,,,,-3.33,-3.86,-5.98,-9.31,-0.304,-0.85,한화 이글스,11215
56,이명기,24 LF,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.04,,,0.0,,한화 이글스,10119
56,김서현,24 P,,37,0,38.1,5,0,5,0,100.0,1.17,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,15421
56,장민재,24 P,,26,0,29.0,2,1,1,0,100.0,0.62,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,10610
56,황영묵,24 3B,,3,0,3.0,1,0,1,0,100.0,3.0,0.62,,0.02,,,,,,0.64,0.74,,,0.058,,한화 이글스,16110
56,이명기,24 CF,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.07,,,0.0,,한화 이글스,10119
56,박상원,24 P,,64,0,66.2,6,2,3,1,83.3,0.68,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,12871
56,주현상,24 P,,62,0,71.1,12,2,10,0,100.0,1.51,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11415
56,이도윤,24 3B,,2,0,2.0,0,0,0,0,0.0,0.0,-0.56,,0.01,,,,,,-0.54,-0.58,,,-0.05,,한화 이글스,11414
1,박동원,24 C,1.975,124,109,944.2,890,809,77,4,99.6,8.44,1.14,,1.4,,0.07,2.15,8.55,,10.75,11.91,10.87,21.62,0.982,1.975,LG 트윈스,10387
2,오지환,24 SS,1.027,107,97,858.0,400,150,238,12,97.0,4.07,1.33,,1.59,-0.02,,,,,2.9,3.86,8.34,11.24,0.265,1.027,LG 트윈스,10475
3,박해민,24 CF,0.614,143,128,1127.0,286,283,2,1,99.7,2.28,4.18,0.71,1.84,,,,,,6.72,6.72,0.0,6.72,0.614,0.614,LG 트윈스,11190
4,구본혁,24 3B,0.465,57,21,247.0,79,21,55,3,96.2,2.77,4.0,,0.19,0.97,-0.07,,,,5.09,5.51,0.0,5.09,0.465,0.465,LG 트윈스,14140
5,구본혁,24 2B,0.454,43,29,268.0,160,65,93,2,98.8,5.31,2.25,,0.62,0.97,,,,,3.84,4.15,1.13,4.97,0.351,0.454,LG 트윈스,14140
6,최승민,24 LF,0.215,21,0,37.0,14,13,1,0,100.0,3.41,2.33,0.08,0.04,,,,,,2.46,6.21,-0.1,2.36,0.224,0.215,LG 트윈스,14187
7,문성주,24 LF,0.186,62,51,445.0,118,114,4,0,100.0,2.39,3.41,0.42,0.51,,,,,,4.34,6.51,-2.3,2.04,0.396,0.186,LG 트윈스,13112
8,안익훈,24 CF,0.183,5,2,24.0,10,10,0,0,100.0,3.75,1.9,0.06,0.05,,,,,,2.0,7.79,0.0,2.0,0.183,0.183,LG 트윈스,11347
9,김주성,24 3B,0.138,5,1,14.0,6,0,6,0,100.0,3.86,1.42,,0.1,,,,,,1.51,18.16,0.0,1.51,0.138,0.138,LG 트윈스,12545
10,이영빈,24 2B,0.119,5,2,19.0,13,5,8,0,100.0,6.16,1.35,,0.11,-0.25,,,,,1.21,5.64,0.09,1.3,0.111,0.119,LG 트윈스,14783
11,최원영,24 RF,0.114,17,2,41.0,12,12,0,0,100.0,2.63,1.38,-0.18,0.12,,,,,,1.32,3.34,-0.08,1.24,0.121,0.114,LG 트윈스,15084
12,안익훈,24 LF,0.104,24,6,92.0,20,20,0,0,100.0,1.96,1.51,-0.17,0.1,,,,,,1.44,5.6,-0.3,1.14,0.132,0.104,LG 트윈스,11347
13,이영빈,24 SS,0.087,6,2,25.0,9,5,4,0,100.0,3.24,0.45,,0.22,0.08,,,,,0.75,3.49,0.2,0.95,0.069,0.087,LG 트윈스,14783
14,이영빈,24 LF,0.083,1,1,5.0,1,1,0,0,100.0,1.8,0.83,0.1,0.01,,,,,,0.94,4.38,-0.03,0.91,0.086,0.083,LG 트윈스,14783
15,안익훈,24 RF,0.082,4,1,14.0,5,5,0,0,100.0,3.21,0.72,0.18,0.04,,,,,,0.94,3.67,-0.05,0.89,0.086,0.082,LG 트윈스,11347
16,김현종,24 CF,0.081,6,0,17.0,5,5,0,0,100.0,2.65,0.88,-0.03,0.04,,,,,,0.89,7.51,0.0,0.89,0.081,0.081,LG 트윈스,16013
17,홍창기,24 RF,0.074,127,120,1037.0,274,257,7,10,96.4,2.29,7.65,0.69,-1.89,,,,,,6.46,6.69,-5.65,0.81,0.59,0.074,LG 트윈스,12546
18,문성주,24 RF,0.06,25,17,137.0,33,31,1,1,97.0,2.1,1.06,0.4,-0.09,,,,,,1.37,2.05,-0.71,0.66,0.125,0.06,LG 트윈스,13112
19,문성주,24 CF,0.046,1,0,2.0,1,1,0,0,100.0,4.5,0.5,,0.0,,,,,,0.51,0.76,0.0,0.51,0.046,0.046,LG 트윈스,13112
20,김민수,24 3B,0.025,9,2,29.0,8,2,6,0,100.0,2.48,0.11,,0.2,-0.1,0.07,,,,0.28,2.11,0.0,0.28,0.025,0.025,LG 트윈스,12931
21,신민재,24 LF,0.02,1,0,3.0,0,0,0,0,0.0,0.0,0.23,,0.0,,,,,,0.23,0.26,-0.02,0.21,0.021,0.02,LG 트윈스,13056
22,김현종,24 RF,0.01,1,0,3.0,0,0,0,0,0.0,0.0,-0.01,0.12,0.01,,,,,,0.12,1.02,-0.01,0.11,0.011,0.01,LG 트윈스,16013
23,신민재,24 2B,0.006,124,113,984.0,567,257,299,11,98.1,5.09,-3.91,,0.43,-1.05,,,,,-4.53,-5.1,4.6,0.07,-0.414,0.006,LG 트윈스,13056
24,함창건,24 LF,0.001,4,3,21.0,5,5,0,0,100.0,2.14,0.11,-0.05,0.02,,,,,,0.08,0.77,-0.07,0.01,0.007,0.001,LG 트윈스,14680
25,구본혁,24 SS,0.001,54,43,368.0,161,59,97,5,96.9,3.82,-3.12,,0.75,-0.97,,,,,-3.33,-3.61,3.34,0.01,-0.304,0.001,LG 트윈스,14140
26,김성진,24 3B,0.001,1,0,1.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.07,0.0,0.01,0.001,0.001,LG 트윈스,14141
27,백승현,24 P,0.0,33,0,26.2,6,0,5,1,83.3,1.69,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,LG 트윈스,13009
27,정우영,24 P,0.0,27,0,22.2,7,0,7,0,100.0,2.78,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,LG 트윈스,14136
29,김현종,24 LF,-0.001,4,0,5.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.05,-0.02,-0.01,0.001,-0.001,LG 트윈스,16013
30,최원영,24 CF,-0.011,14,5,45.0,10,9,0,1,90.0,1.8,0.65,-0.36,-0.41,,,,,,-0.12,-0.29,0.0,-0.12,-0.011,-0.011,LG 트윈스,15084
31,송찬의,24 LF,-0.013,3,2,17.0,4,4,0,0,100.0,2.12,0.24,-0.34,0.02,,,,,,-0.08,-1.17,-0.06,-0.14,-0.007,-0.013,LG 트윈스,13109
32,최승민,24 RF,-0.03,8,1,17.0,6,5,1,0,100.0,3.18,-1.11,0.77,0.05,,,,,,-0.29,-0.73,-0.04,-0.33,-0.027,-0.03,LG 트윈스,14187
33,김현수,24 1B,-0.037,7,0,11.0,8,8,0,0,100.0,6.55,-0.34,,0.05,,,,,,-0.28,-0.3,-0.12,-0.4,-0.026,-0.037,LG 트윈스,10187
34,김민수,24 SS,-0.04,4,0,12.0,14,7,6,1,92.9,9.75,-1.36,,-0.4,1.2,,,,,-0.56,-4.23,0.12,-0.44,-0.051,-0.04,LG 트윈스,12931
35,김범석,24 C,-0.051,13,5,47.1,50,45,5,0,100.0,9.51,-0.09,,0.17,,,-0.26,-1.26,,-1.06,-2.19,0.5,-0.56,-0.097,-0.051,LG 트윈스,15484
36,최명경,24 3B,-0.056,1,0,6.0,2,1,1,0,100.0,3.0,-0.41,,0.04,-0.24,,,,,-0.61,-87.82,0.0,-0.61,-0.056,-0.056,LG 트윈스,16026
37,김수인,24 2B,-0.071,2,0,4.0,5,1,3,1,80.0,9.0,-0.65,,-0.48,0.33,,,,,-0.8,-28.79,0.02,-0.78,-0.073,-0.071,LG 트윈스,14675
38,김주성,24 SS,-0.073,5,2,14.0,4,2,1,1,75.0,1.93,-0.23,,-0.38,-0.28,,,,,-0.89,-10.73,0.1,-0.79,-0.082,-0.073,LG 트윈스,12545
39,문보경,24 1B,-0.074,52,12,180.0,165,146,16,3,98.2,8.1,1.12,,-0.62,,0.19,,,,0.7,0.7,-1.5,-0.8,0.064,-0.074,LG 트윈스,14137
40,이주헌,24 C,-0.077,3,1,14.0,20,20,0,0,100.0,12.86,0.0,,0.05,,,-0.42,-0.88,,-0.99,-47.48,0.14,-0.85,-0.09,-0.077,LG 트윈스,15081
41,김성진,24 1B,-0.079,8,2,14.2,9,9,0,0,100.0,5.52,-0.84,,0.07,,,,,,-0.77,-7.89,-0.1,-0.87,-0.07,-0.079,LG 트윈스,14141
42,홍창기,24 CF,-0.1,12,9,61.0,14,14,0,0,100.0,2.07,-1.26,0.04,0.13,,,,,,-1.09,-1.13,0.0,-1.09,-0.1,-0.1,LG 트윈스,12546
43,김민수,24 1B,-0.116,6,2,15.0,13,12,0,1,92.3,7.2,-0.72,,-0.43,,,,,,-1.15,-8.72,-0.12,-1.27,-0.105,-0.116,LG 트윈스,12931
44,손호영,24 3B,-0.117,1,0,3.0,1,0,0,1,0.0,0.0,-0.8,,-0.48,,,,,,-1.28,-1.81,0.0,-1.28,-0.117,-0.117,LG 트윈스,14590
45,김범석,24 1B,-0.119,26,16,131.1,129,117,9,3,97.7,8.63,0.54,,-0.86,,0.23,,,,-0.08,-0.17,-1.22,-1.3,-0.008,-0.119,LG 트윈스,15484
46,최원영,24 LF,-0.121,19,1,46.0,8,7,0,1,87.5,1.37,-0.6,-0.14,-0.45,,,,,,-1.18,-2.99,-0.14,-1.32,-0.108,-0.121,LG 트윈스,15084
47,이영빈,24 RF,-0.124,4,3,26.0,4,4,0,0,100.0,1.38,-0.91,-0.39,0.08,,,,,,-1.22,-5.69,-0.13,-1.35,-0.112,-0.124,LG 트윈스,14783
48,김성우,24 C,-0.13,4,2,16.0,8,7,1,0,100.0,4.5,-0.09,,0.06,,0.05,-0.3,-1.75,,-1.52,-54.61,0.1,-1.42,-0.139,-0.13,LG 트윈스,15085
49,문보경,24 3B,-0.15,129,120,975.0,285,89,186,10,96.5,2.54,-2.43,,1.68,-0.63,-0.25,,,,-1.64,-1.64,0.0,-1.64,-0.15,-0.15,LG 트윈스,14137
50,허도환,24 C,-0.195,58,27,250.0,229,219,8,2,99.1,8.17,-0.24,,-0.1,,,-1.17,-4.38,,-4.58,-11.18,2.45,-2.13,-0.418,-0.195,LG 트윈스,10684
51,이영빈,24 1B,-0.307,12,7,62.0,62,56,5,1,98.4,8.85,-1.94,,-0.2,,-0.66,,,,-2.8,-13.0,-0.56,-3.36,-0.256,-0.307,LG 트윈스,14783
52,김현수,24 LF,-0.7,84,80,606.0,119,115,4,0,100.0,1.77,-3.75,-1.32,0.69,,,,,,-4.38,-4.61,-3.28,-7.66,-0.4,-0.7,LG 트윈스,10187
53,오스틴,24 1B,-0.7,106,105,863.0,810,728,74,8,99.0,8.36,1.3,,0.25,,-0.01,,,,1.54,1.58,-9.2,-7.66,0.141,-0.7,LG 트윈스,15532
54,김대원,24 2B,,1,0,1.0,2,1,1,0,100.0,18.0,-0.2,,0.01,,,,,,-0.2,-1.5,,,-0.018,,LG 트윈스,16016
54,김대현,24 P,,35,0,35.0,1,0,1,0,100.0,0.26,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12532
54,유영찬,24 P,,61,0,63.2,8,4,4,0,100.0,1.13,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14669
54,이지강,24 P,,44,2,53.2,10,4,6,0,100.0,1.68,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14143
54,함덕주,24 P,,14,0,11.2,3,0,3,0,100.0,2.31,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11094
54,이영빈,24 CF,,1,0,1.0,2,2,0,0,100.0,18.0,0.87,,0.0,,,,,,0.87,4.06,,,0.08,,LG 트윈스,14783
54,김유영,24 P,,52,2,47.2,9,0,6,3,66.7,1.13,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11229
54,함창건,24 RF,,2,0,2.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.06,,,0.001,,LG 트윈스,14680
54,진우영,24 P,,6,0,7.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,16015
54,최동환,24 P,,25,0,22.0,7,4,3,0,100.0,2.86,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10535
54,김민수,24 2B,,1,0,1.0,0,0,0,0,0.0,0.0,-0.1,,0.01,,,,,,-0.09,-0.69,,,-0.008,,LG 트윈스,12931
54,이종준,24 P,,26,0,26.0,3,1,2,0,100.0,1.04,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14651
54,박명근,24 P,,30,0,25.1,2,0,2,0,100.0,0.71,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,15486
54,김진성,24 P,,70,0,70.1,10,4,5,1,90.0,1.15,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11166
54,임준형,24 P,,17,1,13.2,2,1,1,0,100.0,1.32,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14142
54,김수인,24 3B,,1,0,2.0,0,0,0,0,0.0,0.0,-0.34,,0.01,,,,,,-0.32,-11.65,,,-0.03,,LG 트윈스,14675
54,전준호,24 C,,3,0,5.0,5,4,1,0,100.0,9.0,0.33,,0.02,,,,-0.27,,0.16,7.49,,,0.014,,LG 트윈스,12864
54,김영준,24 P,,14,0,15.1,3,1,2,0,100.0,1.76,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,13102
1,유강남,24 C,0.5,50,42,324.2,303,277,23,3,99.0,8.32,0.59,,-0.33,,,1.0,0.89,,1.88,5.2,3.6,5.48,0.171,0.5,롯데 자이언츠,10753
2,고승민,24 2B,0.416,104,99,840.0,494,206,275,13,97.4,5.15,1.94,,-1.45,-0.43,,,,,0.06,0.07,4.49,4.55,0.005,0.416,롯데 자이언츠,14160
3,윤동희,24 CF,0.38,88,81,696.2,210,204,2,4,98.1,2.66,4.45,0.26,-0.56,,,,,,4.16,4.25,0.0,4.16,0.38,0.38,롯데 자이언츠,15048
4,최항,24 2B,0.365,42,21,216.1,130,45,84,1,99.2,5.37,2.3,,0.81,-0.08,,,,,3.03,6.05,0.97,4.0,0.277,0.365,롯데 자이언츠,10810
5,신윤후,24 RF,0.363,25,6,84.0,26,22,4,0,100.0,2.79,2.53,1.46,0.25,,,,,,4.25,15.68,-0.27,3.98,0.388,0.363,롯데 자이언츠,14169
6,정보근,24 C,0.291,89,42,379.1,373,335,34,4,98.9,8.75,0.41,,-0.64,,0.03,0.39,-0.49,,-0.15,-0.25,3.34,3.18,-0.014,0.291,롯데 자이언츠,13154
7,손성빈,24 C,0.228,86,52,445.2,443,414,25,4,99.1,8.87,-1.0,,-0.4,,0.22,-1.43,1.43,,-1.61,-2.7,4.1,2.49,-0.147,0.228,롯데 자이언츠,14796
8,노진혁,24 3B,0.212,18,10,97.2,33,8,23,2,93.9,2.86,1.81,,-0.33,0.84,,,,,2.32,4.57,0.0,2.32,0.212,0.212,롯데 자이언츠,11165
9,황성빈,24 LF,0.131,56,27,291.2,62,58,2,2,96.8,1.85,4.01,-0.55,-0.67,,,,,,2.79,3.21,-1.36,1.43,0.255,0.131,롯데 자이언츠,14642
10,장두성,24 CF,0.108,23,2,50.1,17,17,0,0,100.0,3.04,0.97,0.11,0.1,,,,,,1.18,2.4,0.0,1.18,0.108,0.108,롯데 자이언츠,13155
11,정대선,24 2B,0.093,2,0,4.0,5,2,3,0,100.0,11.25,0.62,,0.02,0.37,,,,,1.01,48.62,0.01,1.02,0.093,0.093,롯데 자이언츠,15443
12,이호준,24 SS,0.08,4,0,7.2,3,0,3,0,100.0,3.52,0.77,,0.07,,,,,,0.84,10.08,0.04,0.88,0.077,0.08,롯데 자이언츠,16091
13,손호영,24 2B,0.078,20,15,110.1,58,24,34,0,100.0,4.73,-0.97,,0.67,0.64,,,,,0.34,0.48,0.52,0.86,0.031,0.078,롯데 자이언츠,14590
14,오선진,24 3B,0.076,14,1,41.2,8,0,8,0,100.0,1.73,0.2,,0.29,0.35,,,,,0.83,4.59,0.0,0.83,0.076,0.076,롯데 자이언츠,10557
15,이주찬,24 SS,0.073,3,0,5.0,4,1,3,0,100.0,7.2,0.38,,0.04,0.36,,,,,0.78,6.64,0.02,0.8,0.072,0.073,롯데 자이언츠,14819
16,김민성,24 2B,0.066,3,2,12.0,8,1,7,0,100.0,6.0,0.59,,0.07,,,,,,0.67,2.74,0.06,0.73,0.061,0.066,롯데 자이언츠,10238
17,박승욱,24 SS,0.049,110,97,833.0,414,140,252,22,94.7,4.24,-5.65,,-3.65,2.1,,,,,-7.21,-7.46,7.74,0.53,-0.658,0.049,롯데 자이언츠,10804
18,황성빈,24 RF,0.047,2,0,4.0,1,1,0,0,100.0,2.25,0.51,,0.01,,,,,,0.53,0.61,-0.01,0.52,0.048,0.047,롯데 자이언츠,14642
19,고승민,24 LF,0.047,13,12,86.0,19,17,2,0,100.0,1.99,0.29,0.57,0.1,,,,,,0.96,1.15,-0.45,0.51,0.088,0.047,롯데 자이언츠,14160
20,오선진,24 2B,0.045,10,2,27.0,10,3,7,0,100.0,3.33,0.25,,0.16,,,,,,0.41,2.26,0.08,0.49,0.037,0.045,롯데 자이언츠,10557
21,고승민,24 RF,0.038,6,3,31.0,9,9,0,0,100.0,2.61,0.74,-0.27,0.09,,,,,,0.57,0.68,-0.15,0.42,0.052,0.038,롯데 자이언츠,14160
22,김민석,24 LF,0.037,22,13,128.2,36,35,1,0,100.0,2.52,0.93,-0.09,0.15,,,,,,0.98,3.46,-0.58,0.4,0.09,0.037,롯데 자이언츠,15253
23,신윤후,24 CF,0.037,3,0,6.0,3,3,0,0,100.0,4.5,0.42,-0.03,0.01,,,,,,0.4,1.49,0.0,0.4,0.037,0.037,롯데 자이언츠,14169
24,레이예스,24 CF,0.032,1,0,2.0,2,2,0,0,100.0,9.0,0.35,,0.0,,,,,,0.35,0.35,0.0,0.35,0.032,0.032,롯데 자이언츠,16106
25,오선진,24 SS,0.031,3,0,6.0,2,0,2,0,100.0,3.0,0.24,,0.05,,,,,,0.3,1.64,0.04,0.34,0.027,0.031,롯데 자이언츠,10557
26,신윤후,24 LF,0.022,3,0,8.0,1,0,1,0,100.0,1.13,-0.53,0.78,0.01,,,,,,0.26,0.97,-0.02,0.24,0.024,0.022,롯데 자이언츠,14169
27,박승욱,24 2B,0.012,18,4,54.0,36,16,20,0,100.0,6.0,-0.47,,0.33,,,,,,-0.14,-0.14,0.27,0.13,-0.013,0.012,롯데 자이언츠,10804
28,김동혁,24 RF,0.007,7,0,11.2,2,2,0,0,100.0,1.54,0.23,-0.16,0.04,,,,,,0.1,0.37,-0.02,0.08,0.009,0.007,롯데 자이언츠,15645
29,김동혁,24 CF,0.007,20,0,44.0,20,18,0,2,90.0,3.68,1.06,-0.07,-0.91,,,,,,0.07,0.27,0.0,0.07,0.007,0.007,롯데 자이언츠,15645
30,이학주,24 3B,0.0,3,2,5.2,0,0,0,0,0.0,0.0,-0.04,,0.04,,,,,,0.0,-0.01,0.0,0.0,0.0,0.0,롯데 자이언츠,14114
31,정훈,24 LF,-0.001,2,0,3.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,-0.01,-0.01,0.0,-0.001,롯데 자이언츠,10253
32,이주찬,24 1B,-0.001,1,0,2.0,3,3,0,0,100.0,13.5,,,0.01,,,,,,0.01,0.08,-0.02,-0.01,0.001,-0.001,롯데 자이언츠,14819
33,강태율,24 C,-0.003,10,3,28.0,31,29,1,1,96.8,9.64,0.0,,-0.4,,,-0.12,0.4,,-0.25,-3.55,0.22,-0.03,-0.023,-0.003,롯데 자이언츠,11388
34,노진혁,24 1B,-0.006,12,3,36.0,40,36,3,1,97.5,9.75,0.53,,-0.32,,,,,,0.21,0.41,-0.28,-0.07,0.019,-0.006,롯데 자이언츠,11165
35,장두성,24 RF,-0.011,19,0,30.1,7,6,0,1,85.7,1.78,0.45,-0.08,-0.41,,,,,,-0.04,-0.08,-0.08,-0.12,-0.003,-0.011,롯데 자이언츠,13155
36,정훈,24 2B,-0.018,2,0,3.0,2,1,1,0,100.0,6.0,-0.23,,0.02,,,,,,-0.21,-0.27,0.01,-0.2,-0.019,-0.018,롯데 자이언츠,10253
37,김민성,24 3B,-0.02,29,19,162.1,41,13,26,2,95.1,2.16,-1.18,,0.11,0.51,0.34,,,,-0.21,-0.88,0.0,-0.21,-0.02,-0.02,롯데 자이언츠,10238
38,이정훈,24 LF,-0.025,1,0,2.0,0,0,0,0,0.0,0.0,-0.37,0.1,0.0,,,,,,-0.26,-0.58,-0.01,-0.27,-0.024,-0.025,롯데 자이언츠,12916
39,강승구,24 C,-0.027,5,0,7.0,6,6,0,0,100.0,7.71,-0.09,,0.03,,,,-0.39,,-0.34,-9.82,0.05,-0.29,-0.031,-0.027,롯데 자이언츠,16102
40,서동욱,24 C,-0.037,32,5,95.0,86,75,10,1,98.8,8.05,-0.15,,-0.16,,0.05,0.18,-1.35,,-1.03,-4.5,0.62,-0.41,-0.094,-0.037,롯데 자이언츠,15624
41,신윤후,24 3B,-0.038,2,0,5.0,3,3,0,0,100.0,5.4,-0.45,,0.03,,,,,,-0.42,-1.55,0.0,-0.42,-0.038,-0.038,롯데 자이언츠,14169
42,정훈,24 3B,-0.054,13,11,70.1,22,5,16,1,95.5,2.69,0.12,,-0.02,-0.45,-0.24,,,,-0.6,-0.79,0.0,-0.6,-0.054,-0.054,롯데 자이언츠,10253
43,이호준,24 2B,-0.059,4,1,13.0,6,1,5,0,100.0,4.15,-0.28,,0.08,-0.5,,,,,-0.7,-8.38,0.05,-0.65,-0.064,-0.059,롯데 자이언츠,16091
44,고승민,24 1B,-0.06,6,0,13.0,12,11,1,0,100.0,8.31,-0.6,,0.06,,,,,,-0.54,-0.65,-0.12,-0.66,-0.049,-0.06,롯데 자이언츠,14160
45,최항,24 1B,-0.064,10,1,21.1,14,14,0,0,100.0,5.91,-0.64,,0.11,,,,,,-0.54,-1.08,-0.16,-0.7,-0.049,-0.064,롯데 자이언츠,10810
46,김민석,24 CF,-0.075,3,3,23.1,10,10,0,0,100.0,3.86,-0.57,-0.31,0.05,,,,,,-0.83,-2.9,0.0,-0.83,-0.075,-0.075,롯데 자이언츠,15253
47,최항,24 3B,-0.077,16,5,58.0,19,5,13,1,94.7,2.79,-1.21,,-0.1,0.46,,,,,-0.85,-1.69,0.0,-0.85,-0.077,-0.077,롯데 자이언츠,10810
48,장두성,24 LF,-0.096,11,1,25.0,6,6,0,0,100.0,2.16,-0.77,-0.23,0.03,,,,,,-0.97,-1.96,-0.08,-1.05,-0.088,-0.096,롯데 자이언츠,13155
49,정훈,24 1B,-0.142,37,29,271.0,281,259,20,2,99.3,9.27,0.42,,0.34,,0.29,,,,1.04,1.38,-2.6,-1.56,0.095,-0.142,롯데 자이언츠,10253
50,이학주,24 SS,-0.166,40,25,238.1,107,38,67,2,98.1,3.97,-3.82,,1.11,-1.16,,,,,-3.88,-12.99,2.06,-1.82,-0.354,-0.166,롯데 자이언츠,14114
51,박승욱,24 3B,-0.168,27,11,123.2,31,10,20,1,96.8,2.18,-3.29,,0.35,0.65,0.46,,,,-1.84,-1.91,0.0,-1.84,-0.168,-0.168,롯데 자이언츠,10804
52,손호영,24 SS,-0.217,6,4,39.0,18,8,9,1,94.4,3.92,-2.23,,-0.16,-0.38,,,,,-2.76,-3.9,0.38,-2.38,-0.252,-0.217,롯데 자이언츠,14590
53,한동희,24 3B,-0.237,6,6,32.1,10,1,7,2,80.0,2.23,-1.75,,-0.78,-0.41,0.34,,,,-2.6,-26.73,0.0,-2.6,-0.237,-0.237,롯데 자이언츠,13145
54,노진혁,24 SS,-0.268,29,18,150.2,66,23,38,5,92.4,3.64,-2.37,,-1.17,-0.91,,,,,-4.45,-8.79,1.52,-2.93,-0.407,-0.268,롯데 자이언츠,11165
