,Unnamed: 0,선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,포지션,연봉(만원),팀연봉순위,전체연봉순위,계약금(만원)분할,연봉 총수령액(만원)
777,777,김시앙,키움 히어로즈,-0.25,13,-0.18,-0.07,14,13,12,1,1,0,0,0,1,0,0,0,1,0,0,8,1,1,0,0.083,0.154,0.083,0.237,-0.053,-47.4,148517,2022,14851,포수,8000.0,23.0,273.0,0.0,8000.0
778,778,박준태,키움 히어로즈,-0.31,52,-0.17,-0.13,84,83,70,9,11,4,0,1,18,10,0,0,11,2,0,33,0,1,0,0.157,0.289,0.257,0.546,0.072,62.8,112607,2022,11260,우익수,5000.0,34.0,376.0,0.0,5000.0
779,779,김재현,키움 히어로즈,-0.38,56,-0.16,-0.22,88,86,82,4,17,4,0,1,24,9,0,0,2,1,0,19,3,2,1,0.207,0.233,0.293,0.526,0.04,35.3,108707,2022,10870,포수,6500.0,29.0,313.0,0.0,6500.0
780,780,이주형,키움 히어로즈,-0.4,32,-0.32,-0.08,85,85,71,7,12,0,0,1,15,8,0,0,10,3,0,27,0,0,1,0.169,0.294,0.211,0.505,0.059,52.2,148557,2022,14855,1루수,9000.0,20.0,252.0,0.0,9000.0
781,781,김준완,키움 히어로즈,-0.53,111,-0.14,-0.39,398,392,317,43,61,10,2,1,78,28,1,1,64,8,0,71,4,6,3,0.192,0.339,0.246,0.585,0.092,81.6,111827,2022,11182,좌익수,5000.0,34.0,376.0,0.0,5000.0
782,782,이용규,키움 히어로즈,-0.68,86,-0.53,-0.15,326,325,271,34,54,6,0,0,60,21,12,2,45,7,0,42,7,1,2,0.199,0.326,0.221,0.547,0.076,66.9,100357,2022,10035,좌익수,40000.0,5.0,84.0,0.0,40000.0
783,783,박찬혁,키움 히어로즈,-0.72,52,-0.31,-0.41,175,175,161,13,34,5,0,6,57,17,0,1,9,5,0,67,1,0,0,0.211,0.274,0.354,0.628,0.084,74.2,150687,2022,15068,좌익수,3000.0,55.0,581.0,0.0,3000.0
784,784,노시환,한화 이글스,6.53,131,6.17,0.35,595,590,514,85,153,30,1,31,278,101,2,1,74,4,5,118,13,0,3,0.298,0.388,0.541,0.929,0.188,160.0,141259,2023,14125,3루수,13100.0,19.0,191.0,0.0,13100.0
785,785,최재훈,한화 이글스,3.23,125,3.03,0.2,417,407,327,23,81,12,0,1,96,33,1,1,56,23,1,48,9,9,2,0.248,0.392,0.294,0.686,0.131,111.6,101709,2023,10170,포수,80000.0,2.0,35.0,32000.0,112000.0
786,786,이진영,한화 이글스,2.44,121,2.06,0.38,422,418,358,57,89,22,0,10,141,50,5,0,53,2,0,127,4,4,5,0.249,0.344,0.394,0.738,0.129,109.2,125399,2023,12539,우익수,3900.0,40.0,425.0,0.0,3900.0
787,787,채은성,한화 이글스,1.79,137,1.95,-0.16,596,593,521,71,137,17,0,23,223,84,0,0,52,20,8,102,16,0,3,0.263,0.351,0.428,0.779,0.138,117.0,112159,2023,11215,1루수,180000.0,1.0,2.0,60000.0,240000.0
788,788,이도윤,한화 이글스,1.64,106,0.91,0.73,346,331,309,36,78,13,2,1,98,13,11,3,18,4,1,55,6,15,0,0.252,0.302,0.317,0.619,0.082,70.0,114149,2023,11414,유격수,3400.0,45.0,467.0,0.0,3400.0
789,789,문현빈,한화 이글스,1.38,137,1.49,-0.11,481,470,428,47,114,22,2,5,155,49,5,1,33,6,2,84,7,9,5,0.266,0.324,0.362,0.686,0.106,89.6,154229,2023,15422,중견수,3000.0,65.0,572.0,0.0,3000.0
790,790,김태연,한화 이글스,1.16,91,0.6,0.56,280,278,245,25,64,13,0,4,89,25,5,1,27,3,1,59,3,1,4,0.261,0.337,0.363,0.7,0.113,96.6,125859,2023,12585,3루수,6000.0,28.0,313.0,0.0,6000.0
791,791,최인호,한화 이글스,1.11,41,0.82,0.28,148,146,131,23,39,5,3,2,56,11,1,0,10,4,0,22,2,2,1,0.298,0.363,0.427,0.79,0.146,125.0,147079,2023,14707,좌익수,3800.0,41.0,430.0,0.0,3800.0
792,792,정은원,한화 이글스,0.74,122,0.83,-0.09,459,453,388,50,86,12,0,2,104,30,6,3,62,3,1,73,4,5,1,0.222,0.333,0.268,0.601,0.089,76.1,131379,2023,13137,2루수,21800.0,13.0,131.0,0.0,21800.0
793,793,이민준,한화 이글스,0.07,4,0.02,0.05,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.166,136.1,154239,2023,15423,유격수,3000.0,65.0,572.0,0.0,3000.0
794,794,이재용,한화 이글스,0.03,2,-0.01,0.03,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.222,173.2,129029,2023,12902,포수,3100.0,56.0,522.0,0.0,3100.0
795,795,이원석,한화 이글스,-0.01,81,-0.18,0.17,138,138,116,20,22,1,1,0,25,8,13,3,21,1,0,33,3,0,0,0.19,0.319,0.216,0.535,0.071,60.5,131389,2023,13138,중견수,3300.0,47.0,475.0,0.0,3300.0
796,796,유상빈,한화 이글스,-0.01,3,-0.03,0.02,8,8,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.005,4.2,151419,2023,15141,좌익수,3300.0,47.0,475.0,0.0,3300.0
797,797,오선진,한화 이글스,-0.04,90,0.25,-0.29,199,196,165,17,38,6,0,0,44,14,2,0,24,5,0,34,7,3,2,0.23,0.342,0.267,0.609,0.095,80.7,105579,2023,10557,유격수,10000.0,11.0,117.0,15000.0,25000.0
798,798,노수광,한화 이글스,-0.08,30,-0.08,0.0,94,92,77,6,17,5,0,0,22,4,2,1,13,0,0,27,3,2,2,0.221,0.326,0.286,0.612,0.091,76.7,112689,2023,11268,좌익수,10900.0,21.0,215.0,0.0,10900.0
799,799,장운호,한화 이글스,-0.1,4,0.03,-0.13,11,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.222,0.364,0.222,0.586,0.096,82.5,111229,2023,11122,우익수,5000.0,34.0,353.0,0.0,5000.0
800,800,장지승,한화 이글스,-0.11,3,-0.08,-0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-145.6,148809,2023,14880,우익수,3200.0,53.0,501.0,0.0,3200.0
801,801,김인환,한화 이글스,-0.18,112,-0.36,0.18,365,365,325,34,73,16,0,7,110,42,1,0,35,2,2,91,4,0,3,0.225,0.301,0.338,0.639,0.089,75.4,125899,2023,12589,1루수,6400.0,26.0,306.0,0.0,6400.0
802,802,이상혁,한화 이글스,-0.18,7,-0.08,-0.1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-130.0,151399,2023,15139,우익수,3000.0,65.0,572.0,0.0,3000.0
803,803,이성곤,한화 이글스,-0.25,8,-0.21,-0.04,16,15,14,2,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0.143,0.2,0.143,0.343,-0.019,-15.7,112069,2023,11206,1루수,4800.0,36.0,371.0,0.0,4800.0
804,804,김건,한화 이글스,-0.33,7,-0.16,-0.17,12,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0.167,0.167,0.167,0.334,-0.037,-31.4,142099,2023,14209,1루수,3100.0,56.0,522.0,0.0,3100.0
805,805,허관회,한화 이글스,-0.34,10,-0.19,-0.15,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-139.5,142049,2023,14204,포수,3300.0,47.0,475.0,0.0,3300.0
806,806,박상언,한화 이글스,-0.35,86,-0.34,-0.01,161,158,145,13,29,5,1,1,39,13,1,2,10,1,0,38,6,3,2,0.2,0.253,0.269,0.522,0.045,37.9,125879,2023,12587,포수,3600.0,42.0,441.0,0.0,3600.0
807,807,이명기,한화 이글스,-0.37,14,-0.39,0.02,42,42,40,2,7,1,0,0,8,5,1,0,2,0,0,9,0,0,0,0.175,0.214,0.2,0.414,0.003,2.7,101199,2023,10119,좌익수,5000.0,34.0,353.0,0.0,5000.0
808,808,하주석,한화 이글스,-0.53,25,-0.31,-0.22,38,38,35,4,4,1,0,0,5,2,0,0,2,1,0,10,0,0,0,0.114,0.184,0.143,0.327,-0.022,-18.3,109139,2023,10913,유격수,10000.0,22.0,221.0,0.0,10000.0
809,809,박정현,한화 이글스,-0.54,53,-0.35,-0.18,113,110,105,12,19,6,0,2,31,4,0,0,3,2,0,36,2,3,0,0.181,0.218,0.295,0.513,0.036,30.3,147049,2023,14704,유격수,4200.0,39.0,402.0,0.0,4200.0
810,810,윌리엄스,한화 이글스,-0.63,68,-0.15,-0.48,273,273,258,29,63,14,0,9,104,45,1,1,8,4,0,63,6,0,3,0.244,0.275,0.403,0.678,0.093,78.5,156479,2023,15647,좌익수,52000.0,7.0,73.0,0.0,52000.0
811,811,유로결,한화 이글스,-0.63,27,-0.65,0.02,53,52,48,5,7,1,0,0,8,5,1,0,1,1,0,10,3,1,2,0.146,0.173,0.167,0.34,-0.029,-24.3,141269,2023,14126,우익수,3300.0,47.0,475.0,0.0,3300.0
812,812,장진혁,한화 이글스,-0.65,68,-0.49,-0.16,178,178,162,24,36,5,1,0,43,12,5,4,15,0,0,41,3,0,1,0.222,0.287,0.265,0.552,0.061,52.6,125839,2023,12583,중견수,6000.0,28.0,313.0,0.0,6000.0
813,813,권광민,한화 이글스,-0.84,66,-0.45,-0.38,81,80,73,11,11,1,1,2,20,9,2,0,6,1,0,24,2,1,0,0.151,0.225,0.274,0.499,0.036,30.9,136769,2023,13676,좌익수,3100.0,56.0,522.0,0.0,3100.0
814,814,오그레디,한화 이글스,-0.98,22,-0.93,-0.05,86,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,0.125,0.174,0.163,0.337,-0.025,-20.8,155419,2023,15541,좌익수,91000.0,4.0,52.0,0.0,91000.0
815,815,홍창기,LG 트윈스,6.67,141,5.74,0.93,643,638,524,109,174,35,2,1,216,65,23,23,88,22,3,83,6,3,6,0.332,0.444,0.412,0.856,0.183,161.3,125466,2023,12546,우익수,30000.0,12.0,106.0,0.0,30000.0
816,816,오지환,LG 트윈스,5.01,126,4.66,0.35,502,498,422,65,113,24,3,8,167,62,16,7,64,8,0,82,4,4,4,0.268,0.371,0.396,0.767,0.144,127.0,104756,2023,10475,유격수,60000.0,7.0,69.0,0.0,60000.0
817,817,오스틴,LG 트윈스,4.97,139,4.9,0.07,583,583,520,87,163,29,4,23,269,95,7,3,53,3,2,75,11,0,7,0.313,0.376,0.517,0.893,0.175,153.9,155326,2023,15532,1루수,65000.0,6.0,67.0,0.0,65000.0
818,818,박동원,LG 트윈스,4.13,130,4.02,0.11,481,471,409,54,102,17,1,20,181,75,0,1,49,7,3,90,7,8,8,0.249,0.334,0.443,0.777,0.134,117.7,103876,2023,10387,포수,30000.0,5.0,58.0,50000.0,80000.0
819,819,문보경,LG 트윈스,3.99,131,4.32,-0.33,542,533,469,77,141,29,5,10,210,72,9,8,58,2,2,83,5,9,4,0.301,0.377,0.448,0.825,0.158,138.5,141376,2023,14137,3루수,17000.0,19.0,154.0,0.0,17000.0
820,820,문성주,LG 트윈스,3.58,136,2.86,0.72,534,528,449,77,132,21,4,2,167,57,24,14,67,8,0,34,10,6,4,0.294,0.392,0.372,0.764,0.146,129.1,131126,2023,13112,좌익수,9500.0,28.0,232.0,0.0,9500.0
821,821,박해민,LG 트윈스,3.35,144,2.43,0.92,558,534,485,80,138,14,2,6,174,59,26,12,45,3,0,74,7,24,1,0.285,0.348,0.359,0.707,0.117,103.4,111906,2023,11190,중견수,60000.0,4.0,22.0,80000.0,140000.0
822,822,김현수,LG 트윈스,1.64,133,1.71,-0.07,556,555,488,53,143,22,2,6,187,88,2,1,58,1,4,53,10,1,8,0.293,0.364,0.383,0.747,0.13,114.4,101876,2023,10187,좌익수,100000.0,1.0,3.0,125000.0,225000.0
823,823,김민성,LG 트윈스,1.62,112,1.14,0.48,316,307,273,34,68,11,0,8,103,41,2,1,25,7,0,58,7,9,2,0.249,0.326,0.377,0.703,0.114,100.7,102386,2023,10238,3루수,18000.0,18.0,151.0,0.0,18000.0
824,824,신민재,LG 트윈스,1.21,122,0.98,0.24,331,314,282,47,78,5,2,0,87,28,37,17,29,1,0,34,5,17,2,0.277,0.344,0.309,0.653,0.1,87.7,130566,2023,13056,2루수,4800.0,40.0,371.0,0.0,4800.0
825,825,이천웅,LG 트윈스,0.13,4,0.16,-0.03,3,3,3,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.612,520.1,109356,2023,10935,중견수,8000.0,33.0,258.0,0.0,8000.0
826,826,안익훈,LG 트윈스,0.05,11,0.04,0.01,23,23,22,1,7,1,0,0,8,2,0,0,0,1,0,2,0,0,0,0.318,0.348,0.364,0.712,0.117,103.7,113476,2023,11347,중견수,5100.0,38.0,350.0,0.0,5100.0
827,827,이재원,LG 트윈스,0.05,57,0.17,-0.13,129,128,112,15,24,5,0,4,41,18,4,2,12,2,2,40,1,0,3,0.214,0.295,0.366,0.661,0.091,80.4,131046,2023,13104,좌익수,8500.0,32.0,253.0,0.0,8500.0
828,828,전준호,LG 트윈스,-0.02,2,-0.02,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.167,-140.9,128646,2023,12864,포수,3200.0,56.0,501.0,0.0,3200.0
829,829,허도환,LG 트윈스,-0.03,47,-0.04,0.01,81,74,64,8,9,3,0,2,18,10,0,0,3,6,0,20,3,7,1,0.141,0.243,0.281,0.524,0.053,46.0,106846,2023,10684,포수,10000.0,16.0,132.0,10000.0,20000.0
830,830,김주성,LG 트윈스,-0.06,11,0.06,-0.12,7,7,5,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.2,0.429,0.2,0.629,0.141,123.9,125456,2023,12545,3루수,3400.0,51.0,467.0,0.0,3400.0
831,831,송대현,LG 트윈스,-0.16,4,-0.07,-0.09,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-150.8,154926,2023,15492,유격수,3000.0,64.0,572.0,0.0,3000.0
832,832,최승민,LG 트윈스,-0.19,38,-0.2,0.01,15,15,14,10,1,0,0,0,1,1,8,3,1,0,0,4,1,0,0,0.071,0.133,0.071,0.204,-0.071,-63.7,141876,2023,14187,좌익수,3300.0,52.0,475.0,0.0,3300.0
833,833,송찬의,LG 트윈스,-0.32,19,-0.22,-0.1,22,22,18,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,0.056,0.227,0.111,0.338,0.006,5.3,131096,2023,13109,2루수,4000.0,44.0,408.0,0.0,4000.0
834,834,손호영,LG 트윈스,-0.36,27,-0.23,-0.14,45,45,44,8,9,0,0,1,12,6,2,1,1,0,0,12,5,0,0,0.205,0.222,0.273,0.495,0.025,21.8,145906,2023,14590,2루수,4700.0,41.0,379.0,0.0,4700.0
835,835,김범석,LG 트윈스,-0.47,10,-0.26,-0.21,29,29,27,3,3,1,0,1,7,4,0,0,1,0,0,5,1,0,1,0.111,0.138,0.259,0.397,-0.018,-15.9,154846,2023,15484,1루수,3000.0,64.0,572.0,0.0,3000.0
836,836,김기연,LG 트윈스,-0.67,28,-0.21,-0.46,40,39,34,3,4,0,0,0,4,2,1,0,5,0,0,10,0,1,0,0.118,0.231,0.118,0.349,-0.002,-1.6,125496,2023,12549,포수,3500.0,50.0,453.0,0.0,3500.0
837,837,정주현,LG 트윈스,-0.88,89,-0.02,-0.85,101,98,88,17,24,2,0,1,29,12,1,5,9,0,0,16,1,2,1,0.273,0.337,0.33,0.667,0.099,87.9,104806,2023,10480,1루수,6500.0,35.0,299.0,0.0,6500.0
838,838,서건창,LG 트윈스,-0.9,44,-0.44,-0.46,126,123,110,14,22,5,2,0,31,12,3,3,10,0,0,14,5,3,3,0.2,0.26,0.282,0.542,0.053,46.1,108556,2023,10855,2루수,20000.0,16.0,132.0,0.0,20000.0
839,839,전준우,롯데 자이언츠,3.41,138,3.75,-0.34,559,556,493,80,154,21,3,17,232,77,9,2,52,7,4,65,12,0,7,0.312,0.381,0.471,0.852,0.163,134.5,102662,2023,10266,좌익수,50000.0,8.0,76.0,0.0,50000.0
840,840,유강남,롯데 자이언츠,2.34,121,2.33,0.0,403,401,352,45,92,13,0,10,135,55,1,1,37,8,1,64,13,2,4,0.261,0.342,0.384,0.726,0.122,100.9,107532,2023,10753,포수,60000.0,1.0,12.0,100000.0,160000.0
841,841,노진혁,롯데 자이언츠,2.32,113,2.36,-0.04,390,386,334,43,86,26,1,4,126,51,7,2,45,3,1,84,3,4,4,0.257,0.347,0.377,0.724,0.125,103.2,111652,2023,11165,유격수,50000.0,6.0,37.0,60000.0,110000.0
842,842,안치홍,롯데 자이언츠,2.3,121,2.77,-0.46,494,487,425,57,124,20,1,8,170,63,3,3,49,10,3,53,14,5,5,0.292,0.374,0.4,0.774,0.142,117.5,100142,2023,10014,2루수,50000.0,8.0,76.0,0.0,50000.0
843,843,박승욱,롯데 자이언츠,1.82,123,2.04,-0.22,338,327,290,37,83,18,3,0,107,30,15,4,35,1,0,87,5,11,1,0.286,0.364,0.369,0.733,0.131,108.7,108042,2023,10804,유격수,7000.0,32.0,284.0,0.0,7000.0
844,844,정보근,롯데 자이언츠,1.33,55,1.37,-0.05,101,97,81,11,27,6,1,1,38,13,1,0,14,1,0,13,1,4,1,0.333,0.433,0.469,0.902,0.193,158.9,131542,2023,13154,포수,5900.0,37.0,333.0,0.0,5900.0
845,845,안권수,롯데 자이언츠,0.99,95,0.42,0.57,309,302,268,42,72,6,1,2,86,29,16,7,30,1,1,40,4,7,3,0.269,0.341,0.321,0.662,0.102,84.8,145712,2023,14571,좌익수,8000.0,26.0,258.0,0.0,8000.0
846,846,정훈,롯데 자이언츠,0.75,80,1.24,-0.49,233,228,201,40,56,14,0,6,88,31,2,0,26,0,1,39,4,4,2,0.279,0.358,0.438,0.796,0.145,118.8,102532,2023,10253,1루수,30000.0,10.0,83.0,16666.0,46666.0
847,847,구드럼,롯데 자이언츠,0.39,50,1.15,-0.75,201,201,173,16,51,14,1,0,67,28,0,0,23,1,1,46,6,0,4,0.295,0.373,0.387,0.76,0.138,115.0,156512,2023,15651,3루수,52000.0,7.0,73.0,0.0,52000.0
848,848,윤동희,롯데 자이언츠,0.35,107,0.34,0.01,423,421,387,45,111,18,1,2,137,41,3,6,28,1,0,69,10,2,5,0.287,0.333,0.354,0.687,0.106,88.0,150482,2023,15048,중견수,3300.0,50.0,475.0,0.0,3300.0
849,849,손성빈,롯데 자이언츠,0.29,45,0.08,0.21,80,78,76,13,20,3,0,1,26,15,0,0,2,0,0,10,3,2,0,0.263,0.282,0.342,0.624,0.076,63.7,147962,2023,14796,포수,18100.0,17.0,149.0,0.0,18100.0
850,850,배영빈,롯데 자이언츠,0.21,18,0.25,-0.04,18,17,16,2,5,2,0,0,7,0,1,0,1,0,0,2,0,1,0,0.313,0.353,0.438,0.791,0.144,123.6,156252,2023,15625,유격수,3000.0,59.0,572.0,0.0,3000.0
851,851,장두성,롯데 자이언츠,0.17,25,-0.03,0.2,15,14,13,7,2,0,0,0,2,1,2,0,1,0,0,3,1,1,0,0.154,0.214,0.154,0.368,-0.008,-6.9,131552,2023,13155,중견수,3800.0,45.0,430.0,0.0,3800.0
852,852,렉스,롯데 자이언츠,0.12,55,0.4,-0.28,234,233,203,20,50,4,2,4,70,30,0,1,28,1,2,54,3,0,2,0.246,0.338,0.345,0.683,0.108,88.5,151522,2023,15152,우익수,156000.0,2.0,14.0,0.0,156000.0
853,853,김민석,롯데 자이언츠,0.1,129,0.73,-0.63,454,441,400,53,102,24,0,3,135,39,16,3,31,6,1,112,6,12,5,0.255,0.314,0.338,0.652,0.095,78.1,152532,2023,15253,중견수,3000.0,59.0,572.0,0.0,3000.0
854,854,고승민,롯데 자이언츠,0.08,94,0.21,-0.13,308,301,255,35,57,14,2,2,81,24,8,3,42,1,3,64,2,6,4,0.224,0.331,0.318,0.649,0.1,82.5,141602,2023,14160,2루수,7300.0,28.0,277.0,0.0,7300.0
855,855,이정훈,롯데 자이언츠,0.08,59,0.38,-0.3,171,171,152,17,45,7,0,1,55,17,1,1,13,3,0,28,1,0,3,0.296,0.357,0.362,0.719,0.122,101.2,129162,2023,12916,좌익수,4000.0,40.0,408.0,0.0,4000.0
856,856,황성빈,롯데 자이언츠,0.08,74,-0.63,0.71,191,183,170,22,36,5,2,0,45,8,9,5,12,1,0,27,1,8,0,0.212,0.268,0.265,0.533,0.051,42.3,146422,2023,14642,중견수,7200.0,29.0,279.0,0.0,7200.0
857,857,김동혁,롯데 자이언츠,0.01,15,-0.07,0.07,9,9,7,3,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0.0,0.222,0.0,0.222,-0.019,-15.6,156452,2023,15645,중견수,3000.0,59.0,572.0,0.0,3000.0
858,858,지시완,롯데 자이언츠,0.0,6,-0.14,0.13,10,8,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0.125,0.125,0.125,0.25,-0.07,-57.2,114132,2023,11413,포수,7600.0,27.0,270.0,0.0,7600.0
859,859,박형준,롯데 자이언츠,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-140.9,148612,2023,14861,,3000.0,59.0,572.0,0.0,3000.0
860,860,국해성,롯데 자이언츠,-0.04,6,-0.05,0.01,10,10,8,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0.25,0.4,0.25,0.65,0.122,100.2,101722,2023,10172,좌익수,3000.0,59.0,572.0,0.0,3000.0
861,861,윤수녕,롯데 자이언츠,-0.05,3,-0.03,-0.02,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.028,23.0,156272,2023,15627,우익수,3000.0,59.0,572.0,0.0,3000.0
862,862,서동욱,롯데 자이언츠,-0.12,13,-0.15,0.03,20,20,17,2,2,1,0,0,3,0,0,0,3,0,0,5,1,0,0,0.118,0.25,0.176,0.426,0.029,24.2,156242,2023,15624,포수,3000.0,59.0,572.0,0.0,3000.0
863,863,이학주,롯데 자이언츠,-0.17,104,0.14,-0.31,122,122,110,22,23,2,0,3,34,13,4,1,11,1,0,31,2,0,0,0.209,0.287,0.309,0.596,0.075,61.7,141142,2023,14114,유격수,7200.0,29.0,279.0,0.0,7200.0
864,864,김민수,롯데 자이언츠,-0.26,25,-0.04,-0.22,51,50,43,4,9,1,1,0,12,2,0,0,7,0,0,17,2,1,0,0.209,0.32,0.279,0.599,0.088,71.4,129312,2023,12931,2루수,6300.0,35.0,307.0,0.0,6300.0
865,865,신윤후,롯데 자이언츠,-0.38,28,-0.43,0.05,27,27,25,2,1,0,0,0,1,1,1,0,0,2,0,8,0,0,0,0.04,0.111,0.04,0.151,-0.086,-72.6,141692,2023,14169,우익수,5300.0,38.0,347.0,0.0,5300.0
866,866,정대선,롯데 자이언츠,-0.54,19,-0.36,-0.18,47,46,40,5,6,1,0,0,7,6,0,0,2,2,0,8,0,1,2,0.15,0.217,0.175,0.392,0.002,2.0,154432,2023,15443,2루수,3000.0,59.0,572.0,0.0,3000.0
867,867,한동희,롯데 자이언츠,-1.81,108,-0.94,-0.88,353,351,319,30,71,11,0,5,97,32,1,3,26,1,0,58,16,2,5,0.223,0.279,0.304,0.583,0.067,55.5,131452,2023,13145,3루수,19260.0,16.0,145.0,0.0,19260.0
868,868,박찬호,KIA 타이거즈,4.09,130,3.64,0.46,507,500,452,73,136,18,4,3,171,52,30,8,40,2,0,56,13,7,6,0.301,0.356,0.378,0.734,0.127,109.5,112610,2023,11261,유격수,20000.0,11.0,132.0,0.0,20000.0
869,869,소크라테스,KIA 타이거즈,3.88,142,3.51,0.37,608,606,547,91,156,31,3,20,253,96,15,6,52,1,4,80,13,0,8,0.285,0.344,0.463,0.807,0.144,125.0,149960,2023,14996,중견수,104000.0,4.0,40.0,0.0,104000.0
870,870,최형우,KIA 타이거즈,3.73,121,4.11,-0.38,508,508,431,64,130,27,1,17,210,81,0,0,65,8,1,83,5,0,4,0.302,0.4,0.487,0.887,0.183,159.4,103440,2023,10344,좌익수,90000.0,2.0,25.0,43333.0,133333.0
871,871,김도영,KIA 타이거즈,3.64,84,3.14,0.5,385,382,340,72,103,20,5,7,154,47,25,4,38,1,1,62,14,2,4,0.303,0.371,0.453,0.824,0.156,134.4,150560,2023,15056,3루수,5000.0,29.0,353.0,0.0,5000.0
872,872,나성범,KIA 타이거즈,3.57,58,3.88,-0.31,253,253,222,51,81,12,1,18,149,57,0,0,26,1,0,36,1,0,4,0.365,0.427,0.671,1.098,0.243,209.8,111620,2023,11162,우익수,80000.0,1.0,7.0,100000.0,180000.0
873,873,김선빈,KIA 타이거즈,2.62,119,2.83,-0.21,473,465,419,41,134,16,0,0,150,48,3,1,38,5,0,26,10,8,3,0.32,0.381,0.358,0.739,0.132,114.9,100080,2023,10008,2루수,45000.0,6.0,84.0,0.0,45000.0
874,874,이우성,KIA 타이거즈,2.3,126,1.92,0.38,400,393,355,39,107,17,0,8,148,58,8,1,31,5,4,81,10,6,3,0.301,0.363,0.417,0.78,0.141,122.4,110990,2023,11099,좌익수,5500.0,28.0,340.0,0.0,5500.0
875,875,이창진,KIA 타이거즈,1.36,104,1.37,-0.01,284,282,244,35,66,11,3,4,95,29,9,2,34,2,1,44,6,2,2,0.27,0.362,0.389,0.751,0.135,117.7,112330,2023,11233,좌익수,14000.0,16.0,177.0,0.0,14000.0
876,876,고종욱,KIA 타이거즈,0.56,114,0.68,-0.12,286,286,270,35,80,17,0,3,106,39,2,2,14,0,0,58,3,0,2,0.296,0.329,0.393,0.722,0.115,99.6,106590,2023,10659,좌익수,7000.0,23.0,284.0,0.0,7000.0
877,877,한준수,KIA 타이거즈,0.52,48,0.32,0.2,94,93,86,9,22,4,0,2,32,12,0,0,7,0,0,26,2,1,0,0.256,0.312,0.372,0.684,0.104,89.2,131130,2023,13113,포수,3100.0,45.0,522.0,0.0,3100.0
878,878,김규성,KIA 타이거즈,0.52,99,0.32,0.2,177,172,158,29,37,6,1,2,51,11,6,2,13,1,0,43,2,5,0,0.234,0.297,0.323,0.62,0.083,71.8,125400,2023,12540,2루수,4500.0,33.0,383.0,0.0,4500.0
879,879,최원준,KIA 타이거즈,0.35,67,0.45,-0.1,274,270,239,37,61,11,2,1,79,23,13,5,31,0,0,39,5,4,0,0.255,0.341,0.331,0.672,0.109,94.2,125340,2023,12534,우익수,22000.0,10.0,129.0,0.0,22000.0
880,880,박정우,KIA 타이거즈,0.24,21,0.03,0.2,12,9,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0.333,0.333,0.333,0.666,0.093,80.3,128690,2023,12869,중견수,3600.0,38.0,441.0,0.0,3600.0
881,881,김호령,KIA 타이거즈,0.19,76,-0.36,0.55,107,104,95,16,17,7,0,0,24,6,1,0,8,1,0,38,1,3,0,0.179,0.25,0.253,0.503,0.043,37.8,112980,2023,11298,중견수,7000.0,23.0,284.0,0.0,7000.0
882,882,최정용,KIA 타이거즈,0.16,56,-0.16,0.32,41,38,36,17,6,1,0,0,7,1,4,0,2,0,0,9,0,3,0,0.167,0.211,0.194,0.405,0.001,0.6,114070,2023,11407,2루수,4000.0,35.0,408.0,0.0,4000.0
