Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
9,박승욱,22 2B,0.119,42,11,134.1,70,24,45,1,98.6,4.62,1.21,,-0.33,-0.17,,,,,0.71,1.02,0.44,1.15,0.073,0.119,롯데 자이언츠,10804
10,신용수,22 LF,0.099,9,4,43.0,7,7,0,0,100.0,1.47,0.89,0.16,0.06,,,,,,1.12,3.29,-0.16,0.96,0.115,0.099,롯데 자이언츠,14169
11,렉스,22 CF,0.091,23,19,160.0,48,46,1,1,97.9,2.64,1.81,-0.67,-0.26,,,,,,0.88,2.27,0.0,0.88,0.091,0.091,롯데 자이언츠,15152
12,추재현,22 LF,0.085,4,1,12.0,5,5,0,0,100.0,3.75,0.53,0.31,0.02,,,,,,0.86,3.76,-0.04,0.82,0.089,0.085,롯데 자이언츠,13094
13,박승욱,22 SS,0.079,64,49,419.2,203,81,113,9,95.6,4.16,-2.55,,-0.27,0.03,,,,,-2.79,-4.02,3.56,0.77,-0.288,0.079,롯데 자이언츠,10804
14,안중열,22 C,0.056,31,20,186.2,172,151,17,4,97.7,8.1,0.38,,-1.37,,0.43,0.06,-1.17,,-1.3,-5.69,1.85,0.54,-0.134,0.056,롯데 자이언츠,11329
15,한태양,22 2B,0.043,2,0,5.0,1,1,0,0,100.0,1.8,0.41,,0.01,,,,,,0.41,1.56,0.01,0.42,0.042,0.043,롯데 자이언츠,15051
16,한태양,22 SS,0.036,29,19,162.0,84,29,50,5,94.0,4.39,-3.03,,0.27,1.87,,,,,-0.89,-3.38,1.24,0.35,-0.092,0.036,롯데 자이언츠,15051
17,조세진,22 LF,0.034,9,4,49.0,11,11,0,0,100.0,2.02,0.75,-0.29,0.07,,,,,,0.54,1.99,-0.21,0.33,0.056,0.034,롯데 자이언츠,15046
18,이호연,22 1B,0.034,39,13,155.0,140,127,12,1,99.3,8.07,1.99,,0.12,,-0.44,,,,1.67,2.73,-1.34,0.33,0.172,0.034,롯데 자이언츠,13151
19,김민수,22 RF,0.032,2,2,14.0,2,2,0,0,100.0,1.29,0.35,,0.02,,,,,,0.37,10.8,-0.06,0.31,0.039,0.032,롯데 자이언츠,14168
20,한태양,22 3B,0.026,6,1,20.0,6,1,5,0,100.0,2.7,0.24,,0.02,,,,,,0.25,0.96,0.0,0.25,0.026,0.026,롯데 자이언츠,15051
21,김민수,22 LF,0.01,1,0,2.0,0,0,0,0,0.0,0.0,,0.11,0.0,,,,,,0.11,3.16,-0.01,0.1,0.011,0.01,롯데 자이언츠,14168
22,김세민,22 SS,0.0,1,0,4.0,3,1,2,0,100.0,6.75,0.04,,0.01,-0.07,,,,,-0.02,-0.65,0.02,0.0,-0.002,0.0,롯데 자이언츠,15049
23,김민수,22 SS,-0.004,6,2,23.0,9,6,2,1,88.9,3.13,0.23,,-0.45,,,,,,-0.22,-0.56,0.18,-0.04,-0.023,-0.004,롯데 자이언츠,12931
24,김민수,22 1B,-0.005,17,10,92.0,110,97,12,1,99.1,10.66,0.52,,0.07,,0.15,,,,0.73,1.86,-0.78,-0.05,0.076,-0.005,롯데 자이언츠,12931
25,신용수,22 CF,-0.005,2,1,8.0,1,1,0,0,100.0,1.13,-0.12,0.05,0.01,,,,,,-0.05,-0.15,0.0,-0.05,-0.005,-0.005,롯데 자이언츠,14169
26,고승민,22 RF,-0.016,76,62,521.2,113,107,4,2,98.2,1.92,1.88,0.39,-0.04,,,,,,2.22,3.47,-2.37,-0.15,0.229,-0.016,롯데 자이언츠,14160
27,피터스,22 RF,-0.025,24,13,125.0,24,23,0,1,95.8,1.66,0.91,-0.34,-0.26,,,,,,0.31,0.52,-0.55,-0.24,0.032,-0.025,롯데 자이언츠,15009
28,한동희,22 1B,-0.033,1,1,8.0,12,11,1,0,100.0,13.5,-0.25,,0.01,,,,,,-0.24,-0.27,-0.08,-0.32,-0.025,-0.033,롯데 자이언츠,13145
29,김세민,22 2B,-0.037,3,0,9.0,3,0,3,0,100.0,3.0,-0.4,,0.01,,,,,,-0.39,-14.16,0.03,-0.36,-0.041,-0.037,롯데 자이언츠,15049
30,추재현,22 1B,-0.056,1,1,9.0,7,7,0,0,100.0,7.0,-0.47,,0.01,,,,,,-0.47,-2.03,-0.08,-0.55,-0.048,-0.056,롯데 자이언츠,13094
31,장두성,22 CF,-0.073,36,3,93.1,19,19,0,0,100.0,1.83,-0.35,-0.49,0.13,,,,,,-0.71,-1.92,0.0,-0.71,-0.073,-0.073,롯데 자이언츠,13155
32,렉스,22 1B,-0.073,1,1,5.0,5,5,0,0,100.0,9.0,-0.65,,0.0,,,,,,-0.65,-1.66,-0.06,-0.71,-0.067,-0.073,롯데 자이언츠,15152
33,안치홍,22 2B,-0.088,105,102,825.0,443,170,262,11,97.5,4.71,-7.0,,0.96,0.86,,,,,-5.18,-5.65,4.33,-0.85,-0.534,-0.088,롯데 자이언츠,10014
34,신용수,22 RF,-0.088,24,10,95.0,14,14,0,0,100.0,1.33,-0.35,-0.3,0.17,,,,,,-0.48,-1.42,-0.37,-0.85,-0.05,-0.088,롯데 자이언츠,14169
35,조세진,22 RF,-0.103,23,16,143.1,29,27,1,1,96.6,1.76,-0.87,0.69,-0.23,,,,,,-0.41,-1.52,-0.59,-1.0,-0.042,-0.103,롯데 자이언츠,15046
36,배성근,22 2B,-0.11,19,7,84.1,46,15,30,1,97.8,4.8,-0.66,,-0.39,-0.32,,,,,-1.36,-8.92,0.3,-1.06,-0.14,-0.11,롯데 자이언츠,13279
37,이학주,22 SS,-0.115,86,68,616.0,331,119,200,12,96.4,4.66,-3.65,,-0.43,-2.16,,,,,-6.24,-9.87,5.12,-1.12,-0.643,-0.115,롯데 자이언츠,14114
38,이호연,22 SS,-0.128,9,5,42.0,25,8,17,0,100.0,5.36,-2.0,,0.07,0.33,,,,,-1.6,-2.63,0.36,-1.24,-0.165,-0.128,롯데 자이언츠,13151
39,이대호,22 1B,-0.141,8,7,62.2,69,58,11,0,100.0,9.91,-0.86,,0.05,,0.15,,,,-0.66,-0.67,-0.7,-1.36,-0.068,-0.141,롯데 자이언츠,10251
40,김민수,22 2B,-0.144,18,14,109.0,60,24,34,2,96.7,4.79,-2.31,,0.13,0.31,,,,,-1.88,-4.74,0.48,-1.4,-0.194,-0.144,롯데 자이언츠,12931
41,윤동희,22 1B,-0.186,4,4,28.0,36,32,3,1,97.2,11.25,-1.56,,0.02,,,,,,-1.54,-55.47,-0.26,-1.8,-0.159,-0.186,롯데 자이언츠,15048
42,피터스,22 CF,-0.186,75,72,630.2,144,140,2,2,98.6,2.03,-1.9,-0.3,0.39,,,,,,-1.8,-3.06,0.0,-1.8,-0.186,-0.186,롯데 자이언츠,15009
43,추재현,22 RF,-0.23,16,13,115.0,18,17,0,1,94.4,1.33,-1.86,0.39,-0.28,,,,,,-1.75,-7.65,-0.48,-2.23,-0.181,-0.23,롯데 자이언츠,13094
44,이호연,22 2B,-0.248,20,10,114.0,62,24,36,2,96.8,4.74,-2.37,,0.13,-0.68,,,,,-2.92,-4.78,0.51,-2.41,-0.301,-0.248,롯데 자이언츠,13151
45,렉스,22 RF,-0.267,29,17,171.0,22,22,0,0,100.0,1.16,-1.26,-0.76,0.3,,,,,,-1.71,-4.41,-0.88,-2.59,-0.177,-0.267,롯데 자이언츠,15152
46,전준우,22 1B,-0.272,12,9,71.1,58,54,4,0,100.0,7.32,-1.74,,0.05,,-0.25,,,,-1.94,-2.33,-0.7,-2.64,-0.2,-0.272,롯데 자이언츠,10266
47,안치홍,22 1B,-0.302,40,24,235.0,245,225,19,1,99.6,9.34,-1.19,,0.18,,0.38,,,,-0.63,-0.69,-2.3,-2.93,-0.065,-0.302,롯데 자이언츠,10014
48,정훈,22 1B,-0.456,77,74,614.2,606,561,43,2,99.7,8.84,1.68,,-0.02,,0.22,,,,1.87,2.97,-6.3,-4.43,0.193,-0.456,롯데 자이언츠,10253
49,한동희,22 3B,-0.526,117,112,975.0,250,54,177,19,92.4,2.13,-5.0,,0.36,-0.42,-0.04,,,,-5.1,-5.69,0.0,-5.1,-0.526,-0.526,롯데 자이언츠,13145
50,황성빈,22 LF,-0.528,36,21,207.1,44,42,0,2,95.5,1.82,-2.35,-1.17,-0.66,,,,,,-4.17,-5.89,-0.95,-5.12,-0.43,-0.528,롯데 자이언츠,14642
51,황성빈,22 CF,-0.575,54,49,388.2,100,94,1,5,95.0,2.2,-4.78,0.59,-1.39,,,,,,-5.58,-7.88,0.0,-5.58,-0.575,-0.575,롯데 자이언츠,14642
52,전준우,22 LF,-1.11,104,99,854.0,166,162,2,2,98.8,1.73,-5.74,-0.95,0.32,,,,,,-6.37,-7.64,-4.4,-10.77,-0.656,-1.11,롯데 자이언츠,10266
53,구승민,22 P,,72,0,62.0,8,2,6,0,100.0,1.16,,,,,,,,,0.0,,,,0.0,,롯데 자이언츠,11291
53,문경찬,22 P,,38,0,40.1,5,1,4,0,100.0,1.12,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,11299
53,강윤구,22 P,,29,0,21.1,2,0,2,0,100.0,0.84,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,10423
53,이대호,22 P,,1,0,0.1,1,0,1,0,100.0,27.0,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,10251
53,김원중,22 P,,43,0,43.0,5,3,2,0,100.0,1.05,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,10825
53,나균안,22 P,,39,13,117.2,23,8,13,2,91.3,1.61,,,,,,,,,0.0,,,,0.0,,롯데 자이언츠,12930
1,박동원,22 C,1.374,107,92,817.0,737,665,68,4,99.5,8.07,-0.52,,1.52,,-0.11,0.77,3.58,,4.16,4.88,9.17,13.33,0.429,1.374,KIA 타이거즈,10387
2,박찬호,22 SS,1.332,130,128,1103.1,575,215,338,22,96.2,4.51,2.02,,0.86,-1.15,,,,,1.73,1.91,11.2,12.93,0.178,1.332,KIA 타이거즈,11261
3,김도영,22 SS,0.65,28,16,160.2,78,29,47,2,97.4,4.26,3.37,,0.27,1.15,,,,,4.79,6.69,1.52,6.31,0.494,0.65,KIA 타이거즈,15056
4,한승택,22 C,0.363,64,34,299.2,268,243,25,0,100.0,8.05,0.31,,0.91,,-0.21,-0.64,0.56,,0.76,1.66,2.76,3.52,0.079,0.363,KIA 타이거즈,11119
5,김선빈,22 2B,0.323,137,134,1134.1,590,246,334,10,98.3,4.6,-3.43,,0.36,0.46,,,,,-2.62,-2.7,5.76,3.14,-0.27,0.323,KIA 타이거즈,10008
6,김도영,22 3B,0.319,69,44,407.0,141,47,83,11,92.2,2.87,2.41,,0.35,0.42,-0.08,,,,3.1,4.33,0.0,3.1,0.319,0.319,KIA 타이거즈,15056
7,김규성,22 SS,0.121,5,0,10.0,10,5,5,0,100.0,9.0,1.06,,0.02,0.0,,,,,1.08,2.21,0.1,1.18,0.111,0.121,KIA 타이거즈,12540
8,박찬호,22 2B,0.097,3,1,12.0,7,1,6,0,100.0,5.25,0.87,,0.01,0.0,,,,,0.88,0.98,0.06,0.94,0.091,0.097,KIA 타이거즈,11261
9,소크라테스,22 CF,0.093,123,122,1009.2,308,302,1,5,98.4,2.7,1.9,0.01,-1.01,,,,,,0.9,1.02,0.0,0.9,0.093,0.093,KIA 타이거즈,14996
10,최형우,22 LF,0.087,19,17,133.0,35,34,1,0,100.0,2.37,1.53,-0.18,0.2,,,,,,1.55,1.69,-0.7,0.85,0.159,0.087,KIA 타이거즈,10344
11,최정용,22 3B,0.086,2,1,7.0,3,0,3,0,100.0,3.86,0.83,,0.01,,,,,,0.84,4.02,0.0,0.84,0.086,0.086,KIA 타이거즈,11407
12,류지혁,22 1B,0.081,36,14,158.0,162,155,5,2,98.8,9.11,1.68,,0.12,,0.31,,,,2.11,2.39,-1.32,0.79,0.217,0.081,KIA 타이거즈,10894
13,박정우,22 CF,0.073,9,0,18.0,4,4,0,0,100.0,2.0,0.67,0.02,0.03,,,,,,0.71,6.39,0.0,0.71,0.073,0.073,KIA 타이거즈,12869
14,류지혁,22 2B,0.06,2,0,7.0,10,2,8,0,100.0,12.86,0.54,,0.01,,,,,,0.55,0.62,0.03,0.58,0.057,0.06,KIA 타이거즈,10894
15,김석환,22 LF,0.055,29,20,173.0,33,33,0,0,100.0,1.72,1.13,-0.06,0.26,,,,,,1.33,3.75,-0.8,0.53,0.137,0.055,KIA 타이거즈,12917
16,김호령,22 CF,0.054,48,19,209.0,71,66,2,3,95.8,2.93,1.31,0.38,-1.16,,,,,,0.52,1.39,0.0,0.52,0.054,0.054,KIA 타이거즈,11298
17,박민,22 SS,0.03,1,0,3.0,1,0,1,0,100.0,3.0,0.27,,0.0,,,,,,0.27,6.59,0.02,0.29,0.028,0.03,KIA 타이거즈,14611
18,신범수,22 C,0.013,2,1,8.0,7,7,0,0,100.0,7.88,0.0,,0.02,,,0.0,0.07,,0.08,5.4,0.05,0.12,0.008,0.013,KIA 타이거즈,12541
19,임석진,22 3B,-0.009,6,3,25.0,6,2,4,0,100.0,2.16,0.06,,0.02,-0.17,,,,,-0.09,-1.28,0.0,-0.09,-0.009,-0.009,KIA 타이거즈,12612
20,권혁경,22 C,-0.021,2,0,4.0,6,6,0,0,100.0,13.5,0.0,,0.01,,,,-0.38,,-0.26,-18.41,0.05,-0.21,-0.026,-0.021,KIA 타이거즈,14790
21,이창진,22 RF,-0.023,7,1,20.0,6,6,0,0,100.0,2.7,0.24,-0.4,0.04,,,,,,-0.12,-0.16,-0.1,-0.22,-0.013,-0.023,KIA 타이거즈,11233
22,임석진,22 1B,-0.025,5,1,14.2,10,9,1,0,100.0,6.14,-0.4,,0.01,,0.27,,,,-0.12,-1.74,-0.12,-0.24,-0.012,-0.025,KIA 타이거즈,12612
23,김선우,22 C,-0.028,1,0,3.0,2,2,0,0,100.0,6.0,0.0,,0.01,,,,-0.47,,-0.32,-15.44,0.05,-0.27,-0.033,-0.028,KIA 타이거즈,14822
24,김석환,22 RF,-0.035,1,0,1.0,0,0,0,0,0.0,0.0,,-0.34,0.0,,,,,,-0.33,-0.94,-0.01,-0.34,-0.034,-0.035,KIA 타이거즈,12917
25,김규성,22 2B,-0.058,24,7,77.2,35,21,13,1,97.1,3.94,-0.58,,0.09,-0.3,,,,,-0.79,-1.63,0.23,-0.56,-0.082,-0.058,KIA 타이거즈,12540
26,김태진,22 2B,-0.071,3,0,6.0,2,0,1,1,50.0,1.5,-0.72,,0.01,,,,,,-0.71,-1.33,0.02,-0.69,-0.073,-0.071,KIA 타이거즈,11244
27,김규성,22 1B,-0.087,19,0,35.0,32,30,2,0,100.0,8.23,-0.75,,0.03,,,,,,-0.72,-1.48,-0.12,-0.84,-0.074,-0.087,KIA 타이거즈,12540
28,소크라테스,22 LF,-0.099,24,0,41.0,15,14,1,0,100.0,3.29,-1.24,0.37,0.06,,,,,,-0.81,-0.92,-0.15,-0.96,-0.083,-0.099,KIA 타이거즈,14996
29,김석환,22 1B,-0.101,9,2,30.2,27,27,0,0,100.0,7.92,-0.79,,0.02,,,,,,-0.76,-2.15,-0.22,-0.98,-0.079,-0.101,KIA 타이거즈,12917
30,김민식,22 C,-0.104,21,17,148.0,152,134,16,2,98.7,9.12,0.32,,-0.52,,0.21,-0.14,-3.35,,-2.47,-3.42,1.46,-1.01,-0.255,-0.104,KIA 타이거즈,10707
31,최정용,22 2B,-0.109,17,2,42.2,18,4,13,1,94.4,3.59,-1.08,,0.05,-0.15,,,,,-1.18,-5.65,0.12,-1.06,-0.121,-0.109,KIA 타이거즈,11407
32,이우성,22 CF,-0.11,3,0,9.0,1,1,0,0,100.0,1.0,-0.9,-0.18,0.01,,,,,,-1.07,-1.93,0.0,-1.07,-0.11,-0.11,KIA 타이거즈,11099
33,고종욱,22 LF,-0.157,8,3,28.0,3,3,0,0,100.0,0.96,-1.94,0.51,0.04,,,,,,-1.39,-3.24,-0.13,-1.52,-0.144,-0.157,KIA 타이거즈,10659
34,김규성,22 3B,-0.159,17,3,50.0,15,2,12,1,93.3,2.52,-1.35,,0.04,-0.33,0.1,,,,-1.54,-3.17,0.0,-1.54,-0.159,-0.159,KIA 타이거즈,12540
35,소크라테스,22 RF,-0.178,8,3,34.0,5,5,0,0,100.0,1.32,-1.25,-0.38,0.06,,,,,,-1.57,-1.78,-0.16,-1.73,-0.162,-0.178,KIA 타이거즈,14996
36,이창진,22 CF,-0.197,8,3,34.0,10,10,0,0,100.0,2.65,-1.05,-0.91,0.05,,,,,,-1.92,-2.49,0.0,-1.92,-0.197,-0.197,KIA 타이거즈,11233
37,이우성,22 LF,-0.223,37,19,180.0,41,39,0,2,95.1,1.95,-0.55,-0.15,-0.7,,,,,,-1.4,-2.52,-0.76,-2.16,-0.144,-0.223,KIA 타이거즈,11099
38,이창진,22 LF,-0.238,89,85,722.2,168,165,3,0,100.0,2.09,0.69,-0.44,1.09,,,,,,1.34,1.73,-3.65,-2.31,0.138,-0.238,KIA 타이거즈,11233
39,나성범,22 RF,-0.28,132,132,1131.2,230,223,4,3,98.7,1.81,2.02,0.19,1.03,,,,,,3.25,3.25,-5.96,-2.71,0.335,-0.28,KIA 타이거즈,11162
40,이우성,22 RF,-0.291,29,8,91.0,20,19,1,0,100.0,1.98,-2.32,-0.32,0.16,,,,,,-2.48,-4.46,-0.35,-2.83,-0.255,-0.291,KIA 타이거즈,11099
41,류지혁,22 3B,-0.479,103,93,785.2,212,62,139,11,94.8,2.3,-4.1,,-0.29,0.08,-0.34,,,,-4.65,-5.27,0.0,-4.65,-0.479,-0.479,KIA 타이거즈,10894
42,황대인,22 1B,-1.251,129,127,1041.1,1030,955,68,7,99.3,8.84,-1.17,,-0.18,,-0.32,,,,-1.67,-1.87,-10.46,-12.13,-0.173,-1.251,KIA 타이거즈,11306
43,나지완,22 LF,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.11,,,0.0,,KIA 타이거즈,10030
43,김재열,22 P,,46,0,43.0,6,1,4,1,83.3,1.05,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,14747
43,류승현,22 RF,,1,0,2.0,1,1,0,0,100.0,4.5,0.38,,0.0,,,,,,0.38,18.17,,,0.039,,KIA 타이거즈,12543
43,박민,22 3B,,4,0,5.0,0,0,0,0,0.0,0.0,-0.02,,0.0,,,,,,-0.02,-0.37,,,-0.002,,KIA 타이거즈,14611
43,김선빈,22 SS,,2,0,2.2,1,0,1,0,100.0,3.38,0.16,,0.0,,,,,,0.17,0.17,,,0.017,,KIA 타이거즈,10008
43,박정우,22 LF,,1,0,1.0,1,1,0,0,100.0,9.0,0.37,,0.0,,,,,,0.37,3.36,,,0.038,,KIA 타이거즈,12869
43,이의리,22 P,,29,28,154.0,20,5,13,2,90.0,1.05,,,,,,,,,0.0,,,,0.0,,KIA 타이거즈,14788
1,장성우,22 C,0.928,101,87,763.2,707,661,39,7,99.0,8.25,-0.46,,-0.09,,-0.34,0.04,1.74,,0.36,0.45,8.64,9.0,0.038,0.928,KT 위즈,10235
2,심우준,22 SS,0.799,129,124,1048.1,525,211,298,16,97.0,4.37,-0.87,,-0.68,0.4,,,,,-1.15,-1.26,8.9,7.75,-0.119,0.799,KT 위즈,11334
3,오윤석,22 2B,0.691,85,75,594.2,362,133,221,8,97.8,5.36,3.98,,-0.27,0.31,,,,,4.02,5.16,2.69,6.71,0.414,0.691,KT 위즈,11397
4,김준태,22 C,0.452,78,57,504.2,439,414,22,3,99.3,7.78,0.2,,0.09,,0.02,-0.17,-1.71,,-1.06,-1.56,5.45,4.39,-0.109,0.452,KT 위즈,10835
5,조용호,22 LF,0.32,70,29,311.1,66,65,1,0,100.0,1.91,4.08,0.01,0.47,,,,,,4.56,5.01,-1.46,3.1,0.47,0.32,KT 위즈,12943
6,권동진,22 2B,0.314,25,5,68.2,52,19,33,0,100.0,6.82,2.27,,0.08,0.49,,,,,2.84,8.52,0.21,3.05,0.293,0.314,KT 위즈,14777
7,신본기,22 SS,0.258,31,14,148.2,65,25,39,1,98.5,3.87,1.74,,-0.24,-0.22,,,,,1.28,2.5,1.22,2.5,0.132,0.258,KT 위즈,10840
8,홍현빈,22 LF,0.251,24,2,44.1,13,13,0,0,100.0,2.64,2.28,0.21,0.07,,,,,,2.56,6.04,-0.12,2.44,0.264,0.251,KT 위즈,12941
9,홍현빈,22 RF,0.192,37,17,168.2,45,41,3,1,97.8,2.35,3.49,-0.83,-0.19,,,,,,2.47,5.84,-0.61,1.86,0.255,0.192,KT 위즈,12941
10,김민혁,22 LF,0.171,70,61,455.0,115,112,3,0,100.0,2.27,2.93,0.46,0.68,,,,,,4.08,4.45,-2.42,1.66,0.42,0.171,KT 위즈,11339
11,오윤석,22 1B,0.142,39,11,152.2,145,130,14,1,99.3,8.49,2.23,,0.11,,0.14,,,,2.48,3.19,-1.1,1.38,0.256,0.142,KT 위즈,11397
12,송민섭,22 CF,0.137,11,1,27.1,11,10,1,0,100.0,3.62,1.19,0.09,0.04,,,,,,1.33,1.61,0.0,1.33,0.137,0.137,KT 위즈,11342
13,이시원,22 LF,0.081,14,0,18.1,3,3,0,0,100.0,1.47,0.75,0.02,0.03,,,,,,0.8,3.72,-0.01,0.79,0.082,0.081,KT 위즈,12526
14,송민섭,22 RF,0.073,75,4,161.1,37,36,0,1,97.3,2.01,1.44,-0.16,-0.2,,,,,,1.09,1.32,-0.38,0.71,0.112,0.073,KT 위즈,11342
15,장준원,22 3B,0.067,7,2,20.2,7,2,5,0,100.0,3.05,0.43,,0.02,0.2,,,,,0.65,2.66,0.0,0.65,0.067,0.067,KT 위즈,11214
16,유준규,22 SS,0.058,1,0,1.2,1,0,1,0,100.0,5.4,0.52,,0.0,,,,,,0.52,10.73,0.04,0.56,0.054,0.058,KT 위즈,14778
17,김태훈,22 1B,0.043,6,1,19.0,20,18,2,0,100.0,9.47,0.54,,0.01,,,,,,0.55,11.36,-0.14,0.41,0.057,0.043,KT 위즈,11336
18,신본기,22 3B,0.04,21,5,77.2,23,8,15,0,100.0,2.67,0.6,,0.07,-0.28,,,,,0.39,0.76,0.0,0.39,0.04,0.04,KT 위즈,10840
19,문상준,22 SS,0.038,1,0,5.0,2,1,1,0,100.0,3.6,0.59,,0.01,-0.27,,,,,0.32,23.4,0.04,0.36,0.033,0.038,KT 위즈,14720
20,문상인,22 C,0.019,10,0,13.2,10,9,1,0,100.0,6.59,0.0,,0.04,,,0.26,-0.19,,0.16,1.97,0.02,0.19,0.017,0.019,KT 위즈,13227
21,이시원,22 CF,0.015,3,0,3.2,1,1,0,0,100.0,2.45,0.14,,0.01,,,,,,0.15,0.68,0.0,0.15,0.015,0.015,KT 위즈,12526
22,장준원,22 SS,0.008,11,3,48.1,18,5,13,0,100.0,3.35,-0.33,,0.08,-0.03,,,,,-0.29,-1.18,0.36,0.07,-0.029,0.008,KT 위즈,11214
23,강백호,22 1B,0.006,16,13,111.0,100,91,7,2,98.0,7.95,0.99,,0.08,,0.15,,,,1.22,2.83,-1.16,0.06,0.126,0.006,KT 위즈,13168
24,조대현,22 C,0.005,4,0,5.1,6,6,0,0,100.0,10.13,0.0,,0.02,,,-0.13,0.16,,0.0,-0.05,0.05,0.05,0.0,0.005,KT 위즈,13177
25,황재균,22 1B,0.004,2,1,7.0,5,3,2,0,100.0,6.43,0.09,,0.01,,,,,,0.1,0.1,-0.06,0.04,0.01,0.004,KT 위즈,10407
26,권동진,22 3B,0.003,6,0,10.2,3,2,1,0,100.0,2.53,0.28,,0.01,-0.26,,,,,0.03,0.1,0.0,0.03,0.003,0.003,KT 위즈,14777
27,장준원,22 2B,0.001,19,8,78.1,36,13,23,0,100.0,4.14,-0.64,,0.09,0.24,,,,,-0.31,-1.27,0.32,0.01,-0.032,0.001,KT 위즈,11214
28,문상준,22 2B,0.001,1,0,3.0,1,1,0,0,100.0,3.0,0.0,,0.0,,,,,,0.0,0.01,0.01,0.01,0.0,0.001,KT 위즈,14720
29,홍현빈,22 CF,-0.001,8,5,40.2,8,8,0,0,100.0,1.77,-0.09,0.02,0.06,,,,,,-0.01,-0.02,0.0,-0.01,-0.001,-0.001,KT 위즈,12941
30,송민섭,22 LF,-0.002,24,0,36.1,10,10,0,0,100.0,2.48,0.42,-0.42,0.05,,,,,,0.05,0.06,-0.07,-0.02,0.005,-0.002,KT 위즈,11342
31,양승혁,22 3B,-0.007,1,0,2.0,0,0,0,0,0.0,0.0,-0.07,,0.0,,,,,,-0.07,-0.86,0.0,-0.07,-0.007,-0.007,KT 위즈,13233
32,유준규,22 2B,-0.044,2,0,2.1,0,0,0,0,0.0,0.0,-0.13,,0.0,-0.31,,,,,-0.44,-9.04,0.01,-0.43,-0.045,-0.044,KT 위즈,14778
33,신본기,22 2B,-0.051,30,9,109.0,52,20,32,0,100.0,4.29,-0.43,,0.13,-0.62,,,,,-0.92,-1.8,0.43,-0.49,-0.095,-0.051,KT 위즈,10840
34,장준원,22 1B,-0.054,3,0,4.1,6,6,0,0,100.0,12.46,-0.48,,0.0,,,,,,-0.48,-1.98,-0.04,-0.52,-0.05,-0.054,KT 위즈,11214
35,김병희,22 3B,-0.054,8,4,26.2,4,2,2,0,100.0,1.35,-0.55,,0.02,,,,,,-0.52,-1.84,0.0,-0.52,-0.054,-0.054,KT 위즈,11330
36,알포드,22 CF,-0.056,5,4,20.0,5,5,0,0,100.0,2.25,-0.76,0.19,0.03,,,,,,-0.54,-0.97,0.0,-0.54,-0.056,-0.056,KT 위즈,15144
37,전진영,22 RF,-0.067,2,0,2.0,0,0,0,0,0.0,0.0,-0.4,-0.24,0.0,,,,,,-0.64,-23.06,-0.01,-0.65,-0.066,-0.067,KT 위즈,14885
38,김민혁,22 RF,-0.068,2,0,4.0,1,1,0,0,100.0,2.25,-0.65,,0.01,,,,,,-0.64,-0.7,-0.02,-0.66,-0.066,-0.068,KT 위즈,11339
39,양승혁,22 2B,-0.07,4,2,13.0,7,1,5,1,85.7,4.15,-0.73,,0.02,,,,,,-0.71,-9.3,0.03,-0.68,-0.073,-0.07,KT 위즈,13233
40,박경수,22 2B,-0.089,86,45,413.1,242,80,155,7,97.1,5.12,-2.41,,0.0,-0.11,,,,,-2.53,-3.64,1.66,-0.87,-0.26,-0.089,KT 위즈,10469
41,오윤석,22 SS,-0.091,1,0,4.0,3,1,1,1,66.7,4.5,-0.91,,0.01,0.0,,,,,-0.9,-1.16,0.02,-0.88,-0.093,-0.091,KT 위즈,11397
42,김병희,22 2B,-0.094,1,0,4.0,3,1,2,0,100.0,6.75,-0.94,,0.0,,,,,,-0.94,-3.29,0.02,-0.92,-0.097,-0.094,KT 위즈,11330
43,권동진,22 SS,-0.111,11,3,31.1,18,8,9,1,94.4,4.88,-1.49,,0.05,0.13,,,,,-1.32,-3.95,0.24,-1.08,-0.136,-0.111,KT 위즈,14777
44,배정대,22 CF,-0.118,144,134,1195.2,321,313,5,3,99.1,2.39,-2.52,1.16,0.21,,,,,,-1.14,-1.14,0.0,-1.14,-0.118,-0.118,KT 위즈,11212
45,이시원,22 RF,-0.171,12,2,36.0,5,5,0,0,100.0,1.25,-1.33,-0.29,0.06,,,,,,-1.56,-7.22,-0.1,-1.66,-0.16,-0.171,KT 위즈,12526
46,라모스,22 RF,-0.191,18,18,157.0,30,27,1,2,93.3,1.61,-0.71,0.35,-0.69,,,,,,-1.05,-8.41,-0.8,-1.85,-0.108,-0.191,KT 위즈,15000
