선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid
이의리,KIA 타이거즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147880,2021,14788
정해영,KIA 타이거즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,146080,2021,14608
장현식,KIA 타이거즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,111640,2021,11164
이우성,KIA 타이거즈,-0.04,65,-0.22,0.18,100,99,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,0.2,0.303,0.259,0.562,0.067,55.0,110990,2021,11099
최정용,KIA 타이거즈,-0.05,53,-0.23,0.18,65,62,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,0.192,0.306,0.212,0.518,0.058,48.0,114070,2021,11407
유민상,KIA 타이거즈,-0.05,24,0.1,-0.16,74,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,0.233,0.378,0.317,0.695,0.128,102.3,108950,2021,10895
백용환,KIA 타이거즈,-0.06,3,-0.06,0.0,7,7,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,0.286,0.0,0.286,0.017,14.4,100030,2021,10003
오정환,KIA 타이거즈,-0.16,9,0.0,-0.16,18,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,0.235,0.278,0.294,0.572,0.058,47.6,131170,2021,13117
김석환,KIA 타이거즈,-0.21,5,0.0,-0.21,20,20,19,1,5,0,0,1,8,3,0,0,0,1,0,7,0,0,0,0.263,0.3,0.421,0.721,0.109,84.1,129170,2021,12917
김규성,KIA 타이거즈,-0.22,54,-0.28,0.06,41,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,0.012,9.8,125400,2021,12540
권혁경,KIA 타이거즈,-0.24,5,-0.18,-0.07,18,18,18,1,4,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0.222,0.222,0.222,0.444,0.002,2.0,147900,2021,14790
박민,KIA 타이거즈,-0.29,18,-0.28,-0.01,38,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,0.171,0.237,0.2,0.437,0.013,10.5,146110,2021,14611
나주환,KIA 타이거즈,-0.3,19,-0.49,0.19,32,32,31,0,5,0,0,0,5,3,0,0,0,0,0,12,2,0,1,0.161,0.156,0.161,0.317,-0.051,-41.6,100920,2021,10092
황윤호,KIA 타이거즈,-0.31,6,-0.09,-0.21,19,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,0.176,0.263,0.176,0.439,0.023,18.2,113630,2021,11363
오선우,KIA 타이거즈,-0.35,9,-0.31,-0.04,16,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,-0.085,-70.7,141810,2021,14181
나지완,KIA 타이거즈,-0.78,31,-0.3,-0.47,102,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,0.16,0.324,0.173,0.497,0.064,53.0,100300,2021,10030
황대인,KIA 타이거즈,-0.78,86,-0.38,-0.4,308,307,282,30,67,10,1,13,118,45,0,0,18,2,0,62,8,1,5,0.238,0.283,0.418,0.701,0.098,79.7,113060,2021,11306
강백호,KT 위즈,6.8,142,6.72,0.08,627,620,516,76,179,40,1,16,269,102,10,5,103,0,10,85,7,0,8,0.347,0.45,0.521,0.971,0.212,168.7,131688,2021,13168
배정대,KT 위즈,2.92,144,2.56,0.37,595,590,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5,0.259,0.353,0.378,0.731,0.128,102.0,112128,2021,11212
황재균,KT 위즈,2.83,117,2.41,0.41,507,505,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4,0.291,0.358,0.402,0.76,0.135,107.9,104078,2021,10407
심우준,KT 위즈,2.32,139,1.87,0.45,460,449,407,61,109,20,2,6,151,48,16,6,32,4,0,65,2,10,6,0.268,0.323,0.371,0.694,0.102,81.0,113348,2021,11334
유한준,KT 위즈,1.69,104,1.92,-0.23,337,336,282,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4,0.309,0.409,0.418,0.827,0.169,135.2,106278,2021,10627
장성우,KT 위즈,1.61,127,1.85,-0.24,460,450,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,0.231,0.337,0.374,0.711,0.117,93.8,102358,2021,10235
오윤석,KT 위즈,1.49,64,0.77,0.72,122,117,95,14,24,4,0,2,34,11,2,0,20,2,0,26,2,5,0,0.253,0.393,0.358,0.751,0.141,113.3,113978,2021,11397
김민혁,KT 위즈,1.06,75,1.15,-0.08,199,194,172,22,55,6,2,1,68,13,6,3,20,2,0,26,3,5,0,0.32,0.397,0.395,0.792,0.155,121.7,113398,2021,11339
송민섭,KT 위즈,1.01,122,0.47,0.55,65,60,48,39,11,0,0,0,11,7,15,1,12,0,0,22,0,5,0,0.229,0.383,0.229,0.612,0.108,85.9,113428,2021,11342
호잉,KT 위즈,1.0,68,0.59,0.42,294,292,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,0.239,0.313,0.417,0.73,0.115,91.8,130698,2021,13069
김병희,KT 위즈,0.76,34,1.18,-0.42,70,68,52,16,15,3,0,5,33,13,3,0,13,3,0,15,0,2,0,0.288,0.456,0.635,1.091,0.249,196.7,113308,2021,11330
허도환,KT 위즈,0.66,62,0.59,0.07,125,115,105,8,29,6,0,2,41,21,0,0,8,2,0,28,3,10,0,0.276,0.339,0.39,0.729,0.125,100.2,106848,2021,10684
신본기,KT 위즈,0.43,96,0.06,0.37,206,201,174,25,41,8,0,1,52,19,1,2,22,4,0,45,6,5,1,0.236,0.333,0.299,0.632,0.091,72.0,108408,2021,10840
권동진,KT 위즈,0.32,86,0.56,-0.24,86,85,67,21,17,5,0,1,25,6,3,3,18,0,0,30,0,1,0,0.254,0.412,0.373,0.785,0.16,127.4,147778,2021,14777
알몬테,KT 위즈,0.17,60,0.41,-0.24,250,250,225,18,61,9,0,7,91,36,1,0,22,1,0,50,9,0,2,0.271,0.336,0.404,0.74,0.122,96.8,147528,2021,14752
박경수,KT 위즈,0.09,118,0.23,-0.14,280,276,239,24,46,10,0,9,83,33,0,1,34,3,2,76,7,4,0,0.192,0.301,0.347,0.648,0.092,73.6,104698,2021,10469
고영표,KT 위즈,0.04,1,0.04,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,0.508,392.0,113088,2021,11308
문상철,KT 위즈,0.03,53,-0.12,0.15,106,106,96,14,21,6,0,2,33,16,2,0,8,2,0,33,1,0,0,0.219,0.292,0.344,0.636,0.084,66.6,113338,2021,11333
고명성,KT 위즈,0.0,7,-0.02,0.02,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.179,-137.9,131718,2021,13171
이창재,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113208,2021,11320
박시영,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,107378,2021,10737
김민수,KT 위즈,0.0,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113178,2021,11317
데스파이네,KT 위즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,146028,2021,14602
이대은,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,119078,2021,11907
하준호,KT 위즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,103048,2021,10304
조현우,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113168,2021,11316
김재윤,KT 위즈,0.0,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,114898,2021,11489
심재민,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113118,2021,11311
유원상,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106048,2021,10604
안영명,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106008,2021,10600
천성호,KT 위즈,0.0,41,0.11,-0.11,47,47,42,13,12,1,0,0,13,4,1,0,3,2,0,9,0,0,0,0.286,0.362,0.31,0.672,0.11,87.9,146068,2021,14606
강민국,KT 위즈,-0.05,18,-0.09,0.04,50,48,45,2,11,2,0,0,13,4,0,0,3,0,0,6,1,2,0,0.244,0.292,0.289,0.581,0.05,40.8,112438,2021,11243
홍현빈,KT 위즈,-0.12,43,-0.33,0.21,12,11,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,0.182,0.182,0.182,0.364,-0.03,-25.0,129418,2021,12941
김건형,KT 위즈,-0.16,11,-0.05,-0.11,39,38,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0,0.212,0.333,0.242,0.575,0.075,61.6,147798,2021,14779
박승욱,KT 위즈,-0.19,8,0.05,-0.24,6,6,6,5,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0.333,0.333,0.5,0.833,0.145,113.5,108048,2021,10804
김준태,KT 위즈,-0.23,11,-0.22,-0.02,18,18,17,0,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.118,0.167,0.118,0.285,-0.05,-43.0,108358,2021,10835
김태훈,KT 위즈,-0.42,44,-0.31,-0.11,91,90,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,0.23,0.256,0.333,0.589,0.057,45.0,113368,2021,11336
조용호,KT 위즈,-0.43,138,0.04,-0.47,515,510,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5,0.236,0.349,0.273,0.622,0.096,76.6,129438,2021,12943
이홍구,KT 위즈,-0.47,37,-0.59,0.12,58,58,55,4,9,0,0,1,12,5,0,0,2,0,1,28,4,0,1,0.164,0.19,0.218,0.408,-0.011,-8.4,110718,2021,11071
구자욱,삼성 라이온즈,4.75,139,4.24,0.5,610,609,543,107,166,30,10,22,282,88,27,4,48,6,3,98,9,1,12,0.306,0.361,0.519,0.88,0.166,129.8,108923,2021,10892
강민호,삼성 라이온즈,3.94,123,3.91,0.03,462,460,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7,0.291,0.361,0.478,0.839,0.156,122.4,102323,2021,10232
박해민,삼성 라이온즈,3.34,127,2.97,0.37,542,532,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7,0.291,0.383,0.377,0.76,0.14,109.6,111903,2021,11190
오재일,삼성 라이온즈,2.72,120,2.35,0.37,484,478,418,64,119,20,0,25,214,97,1,0,58,0,8,106,5,0,8,0.285,0.366,0.512,0.878,0.168,132.0,104003,2021,10400
피렐라,삼성 라이온즈,2.39,140,2.56,-0.17,621,619,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3,0.286,0.359,0.495,0.854,0.161,126.2,147573,2021,14757
김지찬,삼성 라이온즈,1.03,120,1.09,-0.06,336,326,296,50,81,6,0,1,90,26,23,4,27,0,0,31,0,10,3,0.274,0.331,0.304,0.635,0.09,69.4,146183,2021,14618
이원석,삼성 라이온즈,0.82,131,0.96,-0.14,480,478,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,0.231,0.341,0.346,0.687,0.112,88.0,101803,2021,10180
김헌곤,삼성 라이온즈,0.6,118,0.78,-0.17,364,361,317,38,89,8,2,4,113,27,5,4,34,5,0,46,9,3,5,0.281,0.355,0.356,0.711,0.118,92.9,106403,2021,10640
박승규,삼성 라이온즈,0.45,59,-0.09,0.54,78,77,66,13,12,1,0,3,22,5,1,1,9,2,0,9,4,1,0,0.182,0.299,0.333,0.632,0.089,70.9,141223,2021,14122
김민수,삼성 라이온즈,0.23,47,0.4,-0.17,87,85,76,9,20,5,0,3,34,13,0,0,6,1,0,13,2,2,2,0.263,0.318,0.447,0.765,0.123,94.2,112663,2021,11266
김성표,삼성 라이온즈,0.15,39,0.33,-0.19,24,23,18,10,6,0,0,0,6,1,2,1,5,0,0,7,0,1,0,0.333,0.478,0.333,0.811,0.183,144.6,111093,2021,11109
최영진,삼성 라이온즈,0.11,44,0.29,-0.18,63,63,57,9,16,1,2,1,24,6,1,0,5,1,0,12,1,0,0,0.281,0.349,0.421,0.77,0.134,103.6,109343,2021,10934
안주형,삼성 라이온즈,0.01,1,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,129883,2021,12988
오승환,삼성 라이온즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,103673,2021,10367
문용익,삼성 라이온즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,128853,2021,12885
김윤수,삼성 라이온즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,131623,2021,13162
최채흥,삼성 라이온즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,131563,2021,13156
노성호,삼성 라이온즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,111443,2021,11144
이재익,삼성 라이온즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,132443,2021,13244
이성곤,삼성 라이온즈,0.0,2,-0.05,0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-166.5,112063,2021,11206
송준석,삼성 라이온즈,-0.01,19,0.0,-0.01,55,55,51,5,12,2,0,2,20,4,0,0,3,1,0,13,1,0,0,0.235,0.291,0.392,0.683,0.096,76.3,112003,2021,11200
권정웅,삼성 라이온즈,-0.02,2,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.179,-137.0,125293,2021,12529
김응민,삼성 라이온즈,-0.03,1,-0.05,0.01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.179,-166.5,108903,2021,10890
이태훈,삼성 라이온즈,-0.05,3,-0.05,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-139.4,131603,2021,13160
김현준,삼성 라이온즈,-0.07,13,-0.08,0.02,4,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0.025,20.5,148673,2021,14867
김호재,삼성 라이온즈,-0.1,87,-0.1,0.0,90,87,75,9,17,2,0,0,19,7,0,0,9,2,0,14,0,3,1,0.227,0.322,0.253,0.575,0.075,58.8,132403,2021,13240
백승민,삼성 라이온즈,-0.12,4,-0.08,-0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.179,-155.4,132413,2021,13241
김상수,삼성 라이온즈,-0.15,132,0.28,-0.43,496,488,429,46,101,17,1,3,129,42,4,2,52,3,0,51,14,8,4,0.235,0.32,0.301,0.621,0.086,67.5,103203,2021,10320
김도환,삼성 라이온즈,-0.29,25,-0.3,0.01,46,45,41,1,6,2,0,0,8,1,0,1,2,2,0,20,0,1,0,0.146,0.222,0.195,0.417,0.006,4.4,141153,2021,14115
강한울,삼성 라이온즈,-0.33,124,0.15,-0.48,258,255,223,25,58,5,0,0,63,27,2,2,29,0,0,58,5,3,3,0.26,0.341,0.283,0.624,0.091,71.3,112553,2021,11255
이학주,삼성 라이온즈,-0.42,66,-0.06,-0.36,174,170,155,17,32,8,0,4,52,20,2,2,14,1,0,61,3,4,0,0.206,0.276,0.335,0.611,0.073,58.1,141143,2021,14114
오선진,삼성 라이온즈,-0.46,23,-0.17,-0.29,46,46,42,5,9,0,0,0,9,2,0,0,3,1,0,8,2,0,0,0.214,0.283,0.214,0.497,0.041,32.3,105573,2021,10557
김성윤,삼성 라이온즈,-0.55,30,-0.28,-0.27,19,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0,1,0.167,0.158,0.167,0.325,-0.05,-38.8,129363,2021,12936
김동엽,삼성 라이온즈,-0.64,69,-0.5,-0.14,203,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,0.238,0.286,0.351,0.637,0.079,62.0,125483,2021,12548
최정,SSG 랜더스,6.31,134,6.0,0.3,555,552,436,92,121,17,1,35,245,100,8,6,84,22,3,102,9,1,12,0.278,0.41,0.562,0.972,0.204,161.3,101064,2021,10106
박성한,SSG 랜더스,4.13,135,3.89,0.24,471,459,407,53,123,21,1,4,158,44,12,5,49,1,0,73,1,12,2,0.302,0.377,0.388,0.765,0.139,110.3,129224,2021,12922
한유섬,SSG 랜더스,3.73,135,3.68,0.05,519,517,442,71,123,18,1,31,236,95,1,0,60,10,4,96,11,1,6,0.278,0.373,0.534,0.907,0.179,142.0,108154,2021,10815
추신수,SSG 랜더스,3.69,137,4.07,-0.38,580,578,461,84,122,19,2,21,208,69,25,9,103,12,4,123,8,0,4,0.265,0.409,0.451,0.86,0.177,140.9,148884,2021,14888
최주환,SSG 랜더스,2.36,116,2.21,0.15,470,468,406,50,104,16,0,18,174,67,2,1,53,9,4,84,7,0,2,0.256,0.353,0.429,0.782,0.141,112.4,101824,2021,10182
최지훈,SSG 랜더스,2.3,136,1.78,0.52,534,526,461,75,121,19,6,5,167,45,26,6,51,8,0,71,6,8,6,0.262,0.342,0.362,0.704,0.114,90.1,145874,2021,14587
김성현,SSG 랜더스,1.63,110,1.59,0.04,274,270,237,27,67,15,0,6,100,37,5,2,29,0,0,29,8,4,4,0.283,0.356,0.422,0.778,0.137,107.9,106364,2021,10636
이재원,SSG 랜더스,1.61,107,1.57,0.04,313,306,271,29,76,13,0,3,98,30,0,2,29,5,4,47,14,6,2,0.28,0.358,0.362,0.72,0.123,98.4,100824,2021,10082
로맥,SSG 랜더스,1.17,107,1.15,0.03,421,421,355,55,80,11,0,20,151,52,1,0,59,4,1,83,9,0,3,0.225,0.34,0.425,0.765,0.134,106.3,129914,2021,12991
김강민,SSG 랜더스,0.98,122,0.82,0.16,260,257,223,43,53,11,1,8,90,27,3,3,25,6,1,52,3,3,3,0.238,0.327,0.404,0.731,0.119,96.1,101084,2021,10108
오태곤,SSG 랜더스,0.45,122,0.36,0.09,253,252,235,47,63,10,0,9,100,35,9,4,14,2,0,52,4,1,1,0.268,0.313,0.426,0.739,0.116,92.7,102494,2021,10249
이현석,SSG 랜더스,0.44,39,0.35,0.09,89,86,79,7,21,5,0,4,38,19,0,0,4,1,0,29,0,3,2,0.266,0.302,0.481,0.783,0.124,96.4,113694,2021,11369
이흥련,SSG 랜더스,0.37,90,0.55,-0.17,146,144,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0,0.236,0.326,0.331,0.657,0.1,79.2,111084,2021,11108
최항,SSG 랜더스,0.26,34,0.2,0.06,79,78,69,5,19,2,1,0,23,7,1,0,6,2,1,16,4,1,1,0.275,0.346,0.333,0.679,0.107,85.7,108104,2021,10810
안상현,SSG 랜더스,0.11,37,0.07,0.04,40,40,39,9,10,2,0,1,15,4,3,1,1,0,0,15,0,0,0,0.256,0.275,0.385,0.66,0.082,66.7,126134,2021,12613
정현,SSG 랜더스,0.02,12,0.13,-0.1,29,27,21,5,4,2,0,0,6,0,0,0,3,3,0,4,1,2,0,0.19,0.37,0.286,0.656,0.119,95.2,111114,2021,11111
김태훈,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,101334,2021,10133
박민호,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112364,2021,11236
장지훈,SSG 랜더스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,148044,2021,14804
정수민,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,125614,2021,12561
서동민,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,131914,2021,13191
신재영,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,111494,2021,11149
김상수,SSG 랜더스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,104274,2021,10427
김택형,SSG 랜더스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113734,2021,11373
하재훈,SSG 랜더스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,141474,2021,14147
조요한,SSG 랜더스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,148584,2021,14858
남태혁,SSG 랜더스,-0.01,12,0.07,-0.08,22,22,20,2,6,1,0,1,10,4,0,0,1,1,0,7,1,0,0,0.3,0.364,0.5,0.864,0.165,130.8,125214,2021,12521
유서준,SSG 랜더스,-0.02,6,-0.06,0.04,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-166.5,112404,2021,11240
이정범,SSG 랜더스,-0.02,19,0.28,-0.3,66,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0,0,0.254,0.333,0.475,0.808,0.143,113.4,131944,2021,13194
서진용,SSG 랜더스,-0.03,5,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-137.5,107844,2021,10784
김찬형,SSG 랜더스,-0.05,71,0.34,-0.39,135,127,110,18,22,6,0,2,34,6,0,0,14,3,0,27,1,8,0,0.2,0.307,0.309,0.616,0.085,68.5,126224,2021,12622
오준혁,SSG 랜더스,-0.06,26,0.01,-0.07,50,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0,0,0.217,0.28,0.391,0.671,0.091,72.1,106724,2021,10672
고명준,SSG 랜더스,-0.11,3,-0.16,0.05,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,-0.179,-160.6,148074,2021,14807
정상호,SSG 랜더스,-0.12,3,-0.07,-0.05,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.179,-156.7,100834,2021,10083
김규남,SSG 랜더스,-0.2,4,-0.19,-0.01,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.179,-146.2,142004,2021,14200
정진기,SSG 랜더스,-0.2,2,-0.18,-0.01,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.179,-137.0,107174,2021,10717
고종욱,SSG 랜더스,-0.49,88,-0.1,-0.4,199,198,180,25,48,5,0,2,59,18,2,3,16,0,0,30,6,1,2,0.267,0.323,0.328,0.651,0.092,73.0,106594,2021,10659
김창평,SSG 랜더스,-0.64,40,-0.54,-0.1,28,26,25,6,2,0,0,0,2,1,2,1,1,0,0,6,0,2,0,0.08,0.115,0.08,0.195,-0.09,-70.2,141464,2021,14146
정의윤,SSG 랜더스,-0.76,62,-0.39,-0.37,178,178,165,21,38,2,0,7,61,24,0,0,11,0,1,37,5,0,2,0.23,0.275,0.37,0.645,0.08,64.7,106554,2021,10655
양의지,NC 다이노스,5.99,141,6.03,-0.03,570,566,480,81,156,29,2,30,279,111,2,1,69,11,5,60,12,0,10,0.325,0.414,0.581,0.995,0.211,168.5,101655,2021,10165
알테어,NC 다이노스,4.8,143,4.47,0.33,565,564,492,83,134,19,2,32,253,84,20,5,57,11,2,156,6,0,5,0.272,0.358,0.514,0.872,0.166,131.9,145995,2021,14599
나성범,NC 다이노스,2.92,144,3.16,-0.24,623,621,570,96,160,29,1,33,290,101,1,2,38,11,2,155,5,0,4,0.281,0.335,0.509,0.844,0.152,121.4,111625,2021,11162
노진혁,NC 다이노스,2.85,107,2.95,-0.1,384,380,330,41,95,22,0,8,141,58,1,1,42,5,0,90,3,4,3,0.288,0.374,0.427,0.801,0.149,118.8,111655,2021,11165
박민우,NC 다이노스,1.56,50,1.08,0.48,215,211,180,30,47,5,3,1,61,18,12,3,22,7,0,23,4,4,2,0.261,0.36,0.339,0.699,0.119,94.8,111375,2021,11137
권희동,NC 다이노스,1.26,55,1.4,-0.14,171,170,133,25,35,3,0,8,62,26,2,0,29,5,1,24,4,1,3,0.263,0.406,0.466,0.872,0.179,143.5,111725,2021,11172
박석민,NC 다이노스,1.21,59,1.18,0.03,205,201,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2,0.257,0.361,0.48,0.841,0.159,126.1,103225,2021,10322
최정원,NC 다이노스,1.15,72,0.78,0.37,238,234,212,40,60,4,2,0,68,8,10,7,18,4,0,40,0,4,0,0.283,0.35,0.321,0.671,0.106,84.2,142215,2021,14221
김태군,NC 다이노스,1.02,102,0.69,0.33,276,267,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,0.22,0.311,0.341,0.652,0.094,74.6,104595,2021,10459
이명기,NC 다이노스,0.96,56,1.44,-0.48,232,229,191,30,56,12,0,2,74,14,6,3,37,1,0,27,2,3,0,0.293,0.41,0.387,0.797,0.16,127.4,101195,2021,10119
김주원,NC 다이노스,0.9,69,0.7,0.2,189,187,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,0.241,0.316,0.386,0.702,0.107,84.7,147655,2021,14765
박준영,NC 다이노스,0.28,111,0.37,-0.09,315,312,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,0.209,0.301,0.337,0.638,0.088,70.9,125225,2021,12522
김찬형,NC 다이노스,0.23,17,0.31,-0.07,26,25,22,2,8,1,0,0,9,1,0,0,2,1,0,5,0,1,0,0.364,0.44,0.409,0.849,0.178,136.5,126225,2021,12622
이재율,NC 다이노스,0.08,23,-0.14,0.22,17,17,15,5,3,2,0,0,5,1,1,1,0,2,0,3,1,0,0,0.2,0.294,0.333,0.627,0.084,64.1,125255,2021,12525
김준완,NC 다이노스,0.06,13,-0.05,0.1,14,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,0.167,0.286,0.333,0.619,0.08,68.7,111825,2021,11182
정현,NC 다이노스,0.05,56,0.19,-0.14,120,114,96,9,22,3,1,0,27,7,0,1,14,4,0,20,6,6,0,0.229,0.351,0.281,0.632,0.101,79.5,111115,2021,11111
