Rank,Name,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid
18,딜런,23 P,-0.03,2,2,0,0,0,0,0,1,0,0,9.0,8,9,6.95,45,10,1,0,2,5,0,0,2,3,0,1,8.0,9.0,6.95,7.08,7.66,1.67,-0.03,두산 베어스,15538
19,김호준,23 P,-0.11,3,0,3,3,0,0,0,0,0,0,3.0,4,4,4.0,16,3,0,0,1,4,0,0,2,0,0,1,12.0,12.0,12.0,13.11,10.28,2.33,-0.11,두산 베어스,13268
20,제환유,23 P,-0.11,1,0,1,0,0,0,0,0,0,0,2.0,3,4,3.65,14,3,0,0,0,4,0,0,2,1,0,1,13.5,18.0,16.43,15.26,7.55,3.5,-0.11,두산 베어스,14573
21,이승진,23 P,-0.11,1,0,1,0,0,0,0,0,0,0,0.2,0,4,2.45,6,1,0,0,0,1,1,0,1,1,0,0,0.0,54.0,33.08,36.12,9.4,3.0,-0.11,두산 베어스,12678
22,이병헌,23 P,-0.12,36,0,36,4,0,0,0,0,0,5,27.0,14,16,17.9,126,25,7,0,2,22,1,0,28,1,0,3,4.67,5.33,5.97,6.29,4.78,1.74,-0.12,두산 베어스,15099
23,고봉재,23 P,-0.13,10,0,10,5,0,0,0,0,0,0,11.1,8,8,9.55,53,12,2,1,0,7,1,0,7,1,0,0,6.35,6.35,7.58,7.96,4.49,1.68,-0.13,두산 베어스,12605
24,이원재,23 P,-0.13,1,1,0,0,0,0,0,0,0,0,1.0,3,3,2.65,9,3,1,0,0,3,0,0,0,0,0,0,27.0,27.0,23.85,24.88,13.15,6.0,-0.13,두산 베어스,15101
25,김정우,23 P,-0.21,7,0,7,5,0,0,0,0,0,0,6.2,7,7,8.05,38,11,2,0,1,7,0,0,6,0,0,0,9.45,9.45,10.87,11.74,6.64,2.7,-0.21,두산 베어스,13124
26,이영하,23 P,-0.29,36,0,36,5,0,0,5,3,0,4,39.1,24,27,25.95,184,40,9,1,2,21,4,1,28,4,0,2,5.49,6.18,5.94,6.22,4.57,1.55,-0.29,두산 베어스,12568
27,김유성,23 P,-0.33,7,0,7,5,0,0,0,0,0,0,6.1,7,7,8.2,38,6,0,0,2,12,0,0,6,1,0,3,9.95,9.95,11.65,12.48,11.11,2.84,-0.33,두산 베어스,15509
28,이형범,23 P,-1.02,23,0,23,4,0,0,1,0,0,1,27.2,20,23,28.8,134,40,10,0,2,12,3,0,13,2,0,2,6.51,7.48,9.37,9.96,4.79,1.88,-1.02,두산 베어스,11159
1,안우진,23 P,6.61,24,24,0,0,0,0,9,7,0,0,150.2,40,44,41.25,608,121,25,1,5,38,1,1,164,5,0,8,2.39,2.63,2.46,2.5,2.33,1.06,6.61,키움 히어로즈,13091
2,후라도,23 P,6.61,30,30,0,0,0,0,11,8,0,0,183.2,54,64,62.95,763,164,19,0,7,41,9,0,147,15,0,5,2.65,3.14,3.08,3.13,3.15,1.12,6.61,키움 히어로즈,15531
3,최원태,23 P,3.45,17,17,0,0,0,0,6,4,0,0,102.1,37,38,38.0,422,90,11,0,7,29,5,0,78,4,0,5,3.25,3.34,3.34,3.31,3.79,1.16,3.45,키움 히어로즈,11379
4,김재웅,23 P,1.34,67,0,67,11,0,0,2,3,6,18,59.2,28,29,26.25,250,56,11,0,2,24,0,1,46,2,0,0,4.22,4.37,3.96,4.03,3.52,1.34,1.34,키움 히어로즈,12858
5,임창민,23 P,1.28,51,0,51,33,0,0,2,2,26,1,46.2,13,16,19.5,209,51,6,0,3,17,2,3,40,3,0,0,2.51,3.09,3.76,3.84,3.6,1.46,1.28,키움 히어로즈,10452
6,정찬헌,23 P,0.95,14,14,0,1,1,0,2,8,0,0,72.0,38,40,39.5,295,71,12,3,4,13,2,1,35,3,0,0,4.75,5.0,4.94,5.15,3.9,1.17,0.95,키움 히어로즈,10533
7,김성진,23 P,0.87,55,0,55,16,0,0,3,3,0,7,47.0,19,19,21.35,208,44,7,0,5,25,1,2,38,1,0,0,3.64,3.64,4.09,4.23,4.74,1.47,0.87,키움 히어로즈,14849
8,요키시,23 P,0.83,12,12,0,0,0,0,5,3,0,0,65.2,32,37,37.0,286,82,14,1,3,14,3,1,51,6,0,1,4.39,5.07,5.07,5.22,3.25,1.46,0.83,키움 히어로즈,13940
9,장재영,23 P,0.57,23,17,6,0,0,0,1,5,0,0,71.2,44,46,43.25,339,63,15,0,4,66,8,0,67,6,2,8,5.53,5.78,5.43,5.63,5.38,1.8,0.57,키움 히어로즈,14784
10,조영건,23 P,0.39,6,0,6,0,0,0,0,0,0,1,7.2,0,0,0.5,27,5,1,0,0,2,0,0,7,0,0,0,0.0,0.0,0.59,0.54,2.38,0.91,0.39,키움 히어로즈,14132
11,이명종,23 P,0.15,45,2,43,7,0,0,5,5,0,1,57.0,33,34,35.55,260,66,13,0,5,24,6,0,26,1,0,0,5.21,5.37,5.61,5.67,5.38,1.58,0.15,키움 히어로즈,15073
12,윤정현,23 P,0.14,5,0,5,2,0,0,0,0,0,0,6.0,1,2,2.0,26,5,0,0,0,6,0,0,2,0,0,1,1.5,3.0,3.0,2.98,6.12,1.83,0.14,키움 히어로즈,14131
13,이승호,23 P,0.1,4,1,3,0,0,0,0,0,0,1,5.0,3,3,3.0,24,5,3,0,1,4,0,0,1,0,0,0,5.4,5.4,5.4,5.14,8.21,1.8,0.1,키움 히어로즈,12865
14,김준형,23 P,0.05,8,0,8,3,0,0,0,0,0,0,7.2,6,6,5.15,36,4,3,0,0,6,3,0,5,0,0,0,7.04,7.04,6.05,5.82,5.86,1.3,0.05,키움 히어로즈,14848
15,홍성민,23 P,-0.03,2,0,2,2,0,0,0,0,0,0,2.0,2,2,2.0,12,5,0,1,1,1,0,0,1,0,0,1,9.0,9.0,9.0,9.83,10.1,3.0,-0.03,키움 히어로즈,10814
16,양지율,23 P,-0.04,1,0,1,0,0,0,0,0,0,0,0.2,1,1,1.0,6,1,0,0,0,3,0,0,2,0,0,0,13.5,13.5,13.5,14.08,10.3,6.0,-0.04,키움 히어로즈,12854
17,박승주,23 P,-0.06,18,0,18,6,0,0,0,3,0,0,18.0,7,11,12.2,91,19,3,2,2,13,2,0,15,3,0,5,3.5,5.5,6.1,6.31,5.67,1.78,-0.06,키움 히어로즈,12989
18,문성현,23 P,-0.06,32,0,32,7,0,0,2,2,0,2,28.1,14,16,18.25,134,26,3,0,2,20,2,2,21,2,0,2,4.45,5.08,5.8,5.93,5.02,1.62,-0.06,키움 히어로즈,10437
19,오상원,23 P,-0.07,11,1,10,7,0,0,0,0,0,0,15.0,11,11,11.5,74,18,5,1,0,9,3,0,7,1,0,0,6.6,6.6,6.9,7.15,5.16,1.8,-0.07,키움 히어로즈,15474
20,김태훈,23 P,-0.1,8,0,8,2,0,0,1,0,0,3,7.2,5,6,5.65,38,9,1,1,1,6,0,1,4,1,0,0,5.87,7.04,6.63,6.75,6.12,1.96,-0.1,키움 히어로즈,10871
21,김건희,23 1B,-0.14,3,0,3,2,0,0,0,0,0,0,2.0,5,5,3.95,14,6,0,0,2,2,0,0,0,0,0,0,22.5,22.5,17.78,18.97,18.85,4.0,-0.14,키움 히어로즈,15472
22,맥키니,23 P,-0.16,12,12,0,0,0,0,1,9,0,0,59.1,43,46,44.8,268,61,14,1,10,36,1,0,39,2,1,3,6.52,6.98,6.8,7.0,6.14,1.63,-0.16,키움 히어로즈,15646
23,주승우,23 P,-0.21,11,2,9,1,0,0,0,1,0,0,16.0,17,18,14.75,90,20,7,0,1,21,2,0,8,0,0,3,9.56,10.13,8.3,8.61,7.8,2.56,-0.21,키움 히어로즈,15067
24,원종현,23 P,-0.24,20,0,20,1,0,0,1,1,0,6,18.2,12,16,13.75,87,24,8,1,3,5,1,1,17,2,0,2,5.79,7.71,6.63,6.71,4.32,1.55,-0.24,키움 히어로즈,11161
25,윤석원,23 P,-0.25,21,0,21,3,0,0,2,0,0,2,24.0,12,17,19.25,110,29,5,0,2,8,0,1,8,3,0,1,4.5,6.38,7.22,7.5,4.91,1.54,-0.25,키움 히어로즈,15071
26,이영준,23 P,-0.29,2,0,2,0,0,0,0,1,0,0,1.2,4,4,3.5,10,4,0,0,0,1,0,0,0,0,0,1,21.6,21.6,18.9,19.71,5.71,3.0,-0.29,키움 히어로즈,12997
27,이종민,23 P,-0.29,11,2,9,4,0,0,0,1,0,0,13.2,11,13,13.7,72,22,7,0,0,6,1,0,10,3,0,0,7.24,8.56,9.02,9.63,3.61,2.05,-0.29,키움 히어로즈,14576
28,김동규,23 P,-0.47,3,1,2,0,0,0,0,1,0,0,4.0,10,10,10.0,25,6,0,0,1,9,1,0,1,0,0,4,22.5,22.5,22.5,24.02,13.95,3.75,-0.47,키움 히어로즈,15485
29,김동혁,23 P,-0.51,35,2,33,11,0,0,1,7,0,6,39.1,32,34,32.3,192,51,9,3,1,18,6,0,24,3,2,0,7.32,7.78,7.39,7.64,4.52,1.75,-0.51,키움 히어로즈,14674
30,변시원,23 P,-0.6,4,0,4,0,0,0,0,0,0,0,2.1,11,11,8.25,19,6,2,0,1,4,2,0,2,0,0,0,42.43,42.43,31.82,32.41,14.78,4.29,-0.6,키움 히어로즈,10882
31,하영민,23 P,-0.7,57,0,57,7,0,0,3,1,0,5,52.1,27,36,38.4,247,67,8,4,4,25,1,3,51,6,0,6,4.64,6.19,6.6,6.81,3.86,1.76,-0.7,키움 히어로즈,11222
32,양현,23 P,-0.74,54,0,54,12,0,0,0,5,0,8,57.0,32,38,43.65,262,83,9,2,5,21,0,1,16,6,1,0,5.05,6.0,6.89,7.07,5.28,1.82,-0.74,키움 히어로즈,10730
33,김선기,23 P,-0.8,17,7,10,6,0,0,1,3,1,0,43.2,29,37,37.85,200,56,16,2,2,15,1,0,29,4,1,0,5.98,7.63,7.8,7.94,3.87,1.63,-0.8,키움 히어로즈,13092
