선수,연도,기존pid,연봉,이후연봉,예측연봉,포지션,연봉순서,개선순서,2024FA,외국인
앤더슨,2024,16146,57000.0,161000.0,100152.76,투수,17,35,False,True
김광현,2024,10126,100000.0,300000.0,110661.8,투수,1,30,False,False
노경은,2024,10203,35000.0,40000.0,42890.738,투수,67,65,True,False
오원석,2024,14581,14000.0,14000.0,16038.09,투수,157,145,False,False
조병현,2024,14805,3000.0,13500.0,13697.05,투수,161,172,False,False
문승원,2024,10783,18000.0,80000.0,18787.48,투수,46,131,False,False
송영진,2024,15462,19500.0,5500.0,23878.3,투수,290,107,False,False
한두솔,2024,13228,3200.0,8000.0,9407.8,투수,220,228,False,False
이로운,2024,15461,32400.0,7400.0,29317.03,투수,237,93,False,False
박종훈,2024,10131,110000.0,110000.0,67752.63,투수,33,45,False,False
박시후,2024,14687,3000.0,3100.0,4598.8,투수,469,380,False,False
박성빈,2024,16044,3000.0,3100.0,3981.3,투수,467,417,False,False
정동윤,2024,12571,3000.0,3000.0,3546.3,투수,483,450,False,False
김택형,2024,11373,20500.0,20500.0,14542.6,투수,108,163,False,False
장지훈,2024,14804,13000.0,13000.0,9748.7,투수,165,222,False,False
백승건,2024,14145,4600.0,3200.0,4562.1,투수,438,381,False,False
최현석,2024,16041,3000.0,3000.0,6582.1,투수,480,291,False,False
고효준,2024,10124,15300.0,8000.0,13475.6,투수,218,174,False,False
신헌민,2024,15024,3200.0,3300.0,4939.3,투수,413,362,False,False
김주온,2024,13057,3000.0,3000.0,3267.8,투수,479,481,False,False
서진용,2024,10784,45000.0,38000.0,35693.6,투수,72,78,True,False
이건욱,2024,11242,6100.0,3200.0,5696.0,투수,441,323,False,False
최민준,2024,13126,14400.0,10000.0,11532.23,투수,191,197,False,False
신민혁,2024,13085,18000.0,18000.0,22105.82,투수,132,114,False,False
김재열,2024,14747,6000.0,12000.0,14062.44,투수,174,166,False,False
김시훈,2024,13080,11000.0,13500.0,14789.94,투수,159,161,False,False
김영규,2024,13088,22500.0,20000.0,25695.004,투수,115,104,False,False
이재학,2024,10220,20000.0,18000.0,20551.68,투수,128,123,False,False
한재승,2024,14764,3400.0,7500.0,8365.49,투수,228,240,False,False
임정호,2024,11168,13500.0,20000.0,14697.43,투수,120,162,True,False
최우석,2024,16056,3000.0,3000.0,5252.4,투수,489,348,False,False
박주현,2024,13175,3000.0,3000.0,3174.0,투수,491,485,False,False
김진호,2024,12897,6000.0,5000.0,5570.1,투수,305,330,False,False
류진욱,2024,11355,16500.0,13500.0,13035.6,투수,160,181,False,False
손주환,2024,16057,3000.0,3000.0,4093.8,투수,488,412,False,False
임상현,2024,16053,3000.0,3700.0,4274.2,투수,371,403,False,False
최성영,2024,12565,8300.0,8000.0,8002.9,투수,223,248,False,False
배재환,2024,11248,6300.0,5500.0,5788.5,투수,288,322,False,False
김민규,2024,16049,3000.0,3000.0,4047.2,투수,486,414,False,False
서의태,2024,12574,3000.0,3000.0,4514.8,투수,487,387,False,False
신영우,2024,15450,28000.0,3000.0,21661.332,투수,490,117,False,False
소이현,2024,12900,3200.0,3100.0,3698.5,투수,465,435,False,False
김태현,2024,12898,4000.0,3500.0,4193.0,투수,386,408,False,False
목지훈,2024,15453,11000.0,3000.0,9665.6,투수,485,224,False,False
전사민,2024,14156,3400.0,3800.0,5020.7,투수,356,359,False,False
전루건,2024,14171,3200.0,3100.0,4990.8,투수,471,361,False,False
이용찬,2024,10217,40000.0,20000.0,34846.098,투수,118,81,True,False
곽빈,2024,13061,21000.0,38000.0,42598.76,투수,71,66,False,False
김택연,2024,16067,3000.0,14000.0,15244.67,투수,154,154,False,False
이병헌,2024,15099,3600.0,13000.0,12907.56,투수,162,184,False,False
김강률,2024,10690,15000.0,10000.0,15179.18,투수,193,155,True,False
홍건희,2024,10696,30000.0,30000.0,35837.18,투수,91,77,False,False
최원준,2024,12852,25000.0,22500.0,27652.96,투수,102,98,False,False
최준호,2024,15508,23000.0,5800.0,20718.12,투수,280,120,False,False
알칸타라,2024,13941,80000.0,35000.0,68764.83,투수,77,43,False,True
최지강,2024,15127,3400.0,9500.0,10129.35,투수,203,218,False,False
김민규,2024,13072,5000.0,4200.0,6499.31,투수,332,292,False,False
이영하,2024,12568,10000.0,18000.0,13659.89,투수,129,173,False,False
김유성,2024,15509,18000.0,3300.0,13038.5,투수,408,180,False,False
박신지,2024,13070,3500.0,3200.0,7496.4,투수,430,261,False,False
박정수,2024,11300,5500.0,5200.0,5917.0,투수,295,315,False,False
최종인,2024,14733,3000.0,3500.0,6582.1,투수,381,290,False,False
최승용,2024,14770,10200.0,8500.0,8404.4,투수,214,238,False,False
박지호,2024,16071,3000.0,3100.0,3496.4,투수,466,451,False,False
박치국,2024,12850,13000.0,11000.0,12158.0,투수,182,192,False,False
김도윤,2024,14768,3100.0,3100.0,4910.6,투수,443,364,False,False
권휘,2024,13665,3000.0,3700.0,3936.8,투수,370,418,False,False
정철원,2024,13071,16500.0,12000.0,12759.2,투수,168,185,False,False
김정우,2024,13124,3100.0,3000.0,3278.9,투수,492,480,False,False
김호준,2024,13268,3100.0,3300.0,4840.6,투수,411,366,False,False
이교훈,2024,14173,3300.0,3800.0,5847.4,투수,355,318,False,False
김명신,2024,12847,22500.0,16500.0,13718.3,투수,142,171,False,False
후라도,2024,15531,120000.0,130000.0,152199.2,투수,26,11,False,True
헤이수스,2024,16138,78000.0,130000.0,148254.8,투수,25,13,False,True
하영민,2024,11222,8000.0,16500.0,20594.18,투수,143,121,False,False
주승우,2024,15067,3200.0,7700.0,10892.52,투수,225,203,False,False
조상우,2024,11126,34000.0,40000.0,31887.642,투수,68,90,False,False
김인범,2024,14480,3300.0,4500.0,7136.88,투수,328,276,False,False
김성민,2024,12918,9000.0,11000.0,10622.62,투수,188,210,False,False
김윤하,2024,16123,3000.0,4500.0,5680.15,투수,327,324,False,False
김선기,2024,13092,7000.0,8400.0,10111.64,투수,215,219,False,False
양지율,2024,12854,3000.0,3500.0,4749.6,투수,400,369,False,False
원종현,2024,11161,62500.0,62500.0,63751.628,투수,55,47,False,False
박윤성,2024,15475,12000.0,3500.0,9399.7,투수,399,229,False,False
김동규,2024,15485,3100.0,3100.0,7539.5,투수,454,259,False,False
김연주,2024,16127,3000.0,3800.0,4815.88,투수,357,367,False,False
손현기,2024,16125,3000.0,3100.0,4239.1,투수,453,404,False,False
이종민,2024,14576,3200.0,3600.0,4917.84,투수,377,363,False,False
박범준,2024,16133,3000.0,3100.0,3343.8,투수,456,472,False,False
전준표,2024,16122,3000.0,3200.0,4329.0,투수,425,400,False,False
오석주,2024,12860,4000.0,3900.0,5529.78,투수,354,332,False,False
조영건,2024,14132,4000.0,3800.0,5458.86,투수,360,336,False,False
윤석원,2024,15071,4300.0,6000.0,5267.9,투수,267,347,False,False
채은성,2024,11215,160000.0,120000.0,172840.448,1루수,28,5,False,False
오스틴,2024,15532,80000.0,168000.0,120976.808,1루수,16,23,False,True
박동원,2024,10387,300000.0,170000.0,167075.313,포수,12,6,False,False
박해민,2024,11190,140000.0,140000.0,125886.938,중견수,19,20,False,False
김현수,2024,10187,225000.0,175000.0,196272.074,좌익수,11,1,False,False
레이예스,2024,16106,91000.0,112000.0,173457.501,우익수,32,4,False,True
전준우,2024,10266,130000.0,40000.0,139318.807,좌익수,70,16,False,False
유강남,2024,10753,200000.0,210000.0,133483.974,포수,5,18,False,False
노진혁,2024,11165,120000.0,130000.0,119527.611,유격수,24,25,False,False
나성범,2024,11162,180000.0,180000.0,166670.22,우익수,10,7,False,False
최형우,2024,10344,100000.0,100000.0,128701.898,좌익수,37,19,False,False
로하스,2024,12995,50000.0,210000.0,154023.627,좌익수,6,10,False,True
황재균,2024,10407,162500.0,112500.0,155782.057,3루수,30,9,False,False
구자욱,2024,10892,200000.0,200000.0,184139.416,우익수,8,3,False,False
최정,2024,10106,100000.0,170000.0,121571.373,3루수,13,22,True,False
에레디아,2024,15530,115000.0,224000.0,125622.899,좌익수,4,21,False,True
박민우,2024,11137,170000.0,160000.0,138655.467,2루수,18,17,False,False
데이비슨,2024,16066,91000.0,168000.0,143835.299,1루수,15,14,False,True
박건우,2024,10189,146666.0,136666.0,160358.79,우익수,21,8,False,False
박세혁,2024,10891,115000.0,105000.0,80546.254,포수,36,38,False,False
손아섭,2024,10261,115000.0,115000.0,116302.408,우익수,29,27,False,False
양의지,2024,10165,160000.0,270000.0,151034.417,포수,2,12,False,False
허경민,2024,10184,122500.0,30000.0,115324.27,3루수,92,28,True,False
김재환,2024,10643,287500.0,237500.0,184986.631,좌익수,3,2,False,False
