Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,pid,연봉(만원),WAR,WAR당 연봉,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,팀
류지혁,3루수,44,35,288.0,18,52,2,2.19,-0.84,-0.92,10894,15500,0.38,41156,66,269,261,235,35,63,5,0,2,28,22,0,19,3,0,30,7,8,4,삼성 라이온즈
김상민,중견수,2,1,8.0,3,0,0,3.38,-0.9,-16.16,15042,3200,-0.39,-8223,8,13,13,12,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,삼성 라이온즈
강한울,1루수,2,2,17.0,12,1,0,6.88,-0.74,-1.49,11255,15000,-0.16,-95223,72,240,234,212,30,46,7,2,0,10,1,3,20,0,1,54,4,6,2,삼성 라이온즈
강준서,좌익수,3,2,18.0,2,0,0,1.0,-0.85,-12.26,15501,3000,-0.07,-41715,10,15,15,14,2,3,1,0,0,0,0,1,1,0,0,2,0,0,0,삼성 라이온즈
조민성,우익수,1,0,3.0,1,0,0,3.0,-1.05,-10.05,15040,3300,-0.3,-10888,15,29,29,29,1,6,2,0,0,5,0,1,0,0,0,6,1,0,0,삼성 라이온즈
김재성,1루수,8,5,44.2,38,2,0,8.06,-0.66,-1.67,11344,7500,0.27,27365,57,125,123,99,7,19,3,0,1,7,0,1,19,5,1,31,4,2,0,삼성 라이온즈
윤정빈,우익수,7,2,21.0,3,0,0,1.29,-1.11,-5.7,13161,3200,-0.12,-26551,28,43,43,34,5,5,0,0,1,3,1,0,7,2,0,12,1,0,0,삼성 라이온즈
안주형,3루수,4,2,16.1,0,2,0,1.1,-1.2,-3.26,12988,3800,-0.36,-10514,53,91,90,79,12,19,2,0,1,10,0,0,10,0,0,20,3,1,1,삼성 라이온즈
김상민,좌익수,3,2,15.0,10,0,0,6.0,-1.22,-21.91,15042,3200,-0.39,-8223,8,13,13,12,3,1,0,0,0,0,0,0,1,0,0,3,0,0,0,삼성 라이온즈
안주형,유격수,13,2,25.2,5,2,0,2.45,-1.56,-4.23,12988,3800,-0.36,-10514,53,91,90,79,12,19,2,0,1,10,0,0,10,0,0,20,3,1,1,삼성 라이온즈
윤정빈,1루수,9,5,42.0,39,2,0,8.79,-1.19,-6.13,13161,3200,-0.12,-26551,28,43,43,34,5,5,0,0,1,3,1,0,7,2,0,12,1,0,0,삼성 라이온즈
김지찬,2루수,91,85,696.1,170,224,16,5.09,-5.0,-7.28,14618,16000,2.46,6513,99,355,348,291,59,85,4,2,1,18,13,1,48,9,0,36,1,7,0,삼성 라이온즈
류지혁,1루수,26,20,176.0,160,11,0,8.74,0.15,0.16,10894,15500,0.38,41156,66,253,250,220,28,59,6,1,0,17,4,2,27,3,1,43,5,2,1,KIA 타이거즈
류지혁,1루수,26,20,176.0,160,11,0,8.74,0.15,0.16,10894,15500,0.38,41156,66,269,261,235,35,63,5,0,2,28,22,0,19,3,0,30,7,8,4,삼성 라이온즈
이성규,우익수,41,3,104.2,22,2,2,2.06,-1.37,-1.81,12562,4500,-0.03,-130769,109,162,158,145,23,30,10,1,1,18,4,3,8,3,0,42,4,4,2,삼성 라이온즈
이태훈,1루수,7,3,22.2,17,0,1,6.75,-1.48,-17.72,13160,3500,-0.09,-37911,12,14,14,13,1,3,1,0,0,0,0,0,1,0,0,7,0,0,0,삼성 라이온즈
김호재,1루수,20,9,86.0,70,9,2,8.27,-1.11,-2.13,13240,5600,-0.2,-27958,75,127,122,116,6,25,7,0,0,9,2,0,6,0,0,17,4,5,0,삼성 라이온즈
공민규,3루수,9,6,47.0,3,5,0,1.53,-2.24,-14.69,13164,4000,-0.42,-9540,22,33,33,31,0,6,1,1,0,2,0,0,2,0,0,13,1,0,0,삼성 라이온즈
김동엽,좌익수,8,6,44.0,10,0,1,2.05,-2.41,-5.02,12548,9000,0.03,259899,69,182,182,165,20,42,7,0,5,18,1,1,13,2,0,29,8,0,2,삼성 라이온즈
김현준,중견수,104,101,872.0,301,4,5,3.15,-2.72,-3.59,14867,8000,1.24,6431,109,479,471,433,62,119,10,6,3,46,5,5,30,5,0,84,5,8,3,삼성 라이온즈
피렐라,우익수,19,19,141.0,32,0,1,2.04,-2.12,-2.2,14757,120000,0.7,171965,139,605,605,557,66,159,28,1,16,80,6,4,42,4,5,69,20,0,2,삼성 라이온즈
류승민,우익수,18,16,120.1,22,0,1,1.65,-2.6,-15.6,15503,3000,-0.41,-7346,24,57,55,52,5,11,3,0,0,5,0,0,2,1,0,19,0,2,0,삼성 라이온즈
피렐라,좌익수,99,95,809.0,171,6,1,1.97,-7.29,-7.55,14757,120000,0.7,171965,139,605,605,557,66,159,28,1,16,80,6,4,42,4,5,69,20,0,2,삼성 라이온즈
이승현,투수,45,0,43.1,2,5,0,1.45,0.0,0.0,14798,8000,0.05,166778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
오승환,투수,58,1,62.2,4,12,0,2.3,0.0,0.0,10367,140000,0.77,182641,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
이승현,투수,60,0,60.0,4,4,0,1.2,0.0,0.0,10527,12000,0.55,21832,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
김대우,투수,44,5,64.0,3,8,2,1.55,0.0,0.0,10685,7000,0.29,23829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
김헌곤,좌익수,4,0,4.0,0,0,0,0.0,-0.99,-23.72,10640,12000,-0.18,-65249,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,삼성 라이온즈
이재익,투수,49,0,41.0,3,5,1,1.76,0.0,0.0,13244,5700,0.29,19540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
김태훈,투수,63,0,55.2,4,13,0,2.75,0.0,0.0,10871,18000,-0.62,-28892,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
이해승,2루수,1,0,1.0,1,1,0,18.0,0.0,0.04,14121,4200,0.01,307977,9,4,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,삼성 라이온즈
김서준,투수,8,1,7.2,0,0,0,0.0,0.0,0.0,15039,3300,-0.07,-46533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,삼성 라이온즈
박성한,유격수,128,124,1090.1,218,368,19,4.84,3.62,4.08,12922,27000,4.36,6188,128,529,521,459,53,122,19,0,9,47,4,1,58,1,1,56,7,7,4,SSG 랜더스
김민식,포수,121,87,786.2,601,62,1,7.59,4.81,5.67,10707,15000,1.7,8833,122,318,300,266,28,58,9,1,5,34,0,0,31,2,1,57,6,17,2,SSG 랜더스
김성현,2루수,69,44,426.0,122,144,6,5.62,2.3,2.95,10636,15000,1.55,9673,112,354,341,310,35,83,14,0,1,27,4,1,29,0,1,36,6,13,2,SSG 랜더스
최준우,2루수,23,13,99.0,26,34,0,5.45,2.98,11.28,13128,4500,0.64,6992,38,69,69,60,5,16,1,0,0,6,0,1,8,0,0,10,3,0,1,SSG 랜더스
김성현,유격수,26,19,179.0,40,53,4,4.68,1.75,2.25,10636,15000,1.55,9673,112,354,341,310,35,83,14,0,1,27,4,1,29,0,1,36,6,13,2,SSG 랜더스
조형우,포수,55,38,312.2,258,30,5,8.29,-0.47,-1.08,14806,3200,0.04,83006,62,133,129,119,9,22,4,1,2,12,0,0,8,1,0,25,2,4,1,SSG 랜더스
최상민,중견수,14,3,56.2,23,0,0,3.65,1.98,5.58,13195,3000,0.34,8914,51,41,39,34,5,8,0,0,0,3,2,2,4,0,0,7,0,2,1,SSG 랜더스
하재훈,좌익수,41,24,253.0,63,3,1,2.35,2.61,4.88,14147,5500,2.79,1972,77,229,226,201,35,61,10,1,7,35,11,0,19,5,1,53,0,2,2,SSG 랜더스
김찬형,유격수,3,1,9.0,4,7,0,11.0,1.34,5.35,12622,5000,0.0,-3061025,36,53,51,48,6,11,3,0,1,5,0,0,2,1,0,10,1,2,0,SSG 랜더스
김찬형,2루수,8,3,31.2,9,17,0,7.39,1.13,4.51,12622,5000,0.0,-3061025,36,53,51,48,6,11,3,0,1,5,0,0,2,1,0,10,1,2,0,SSG 랜더스
오태곤,좌익수,14,6,62.0,13,1,1,2.03,1.28,1.5,10249,10000,0.56,17794,123,305,297,272,37,65,14,1,7,28,20,1,18,4,0,67,6,8,3,SSG 랜더스
에레디아,중견수,13,11,94.1,21,1,0,2.1,0.84,0.99,15530,90000,4.11,21918,122,523,519,473,76,153,29,0,12,76,12,8,39,9,4,75,13,1,1,SSG 랜더스
고명준,1루수,1,1,5.0,7,0,0,12.6,0.88,63.01,14807,3000,-0.02,-157745,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,SSG 랜더스
이재원,포수,27,15,134.0,105,12,1,7.86,-0.55,-2.94,10082,10000,-0.81,-12395,27,48,47,44,3,4,1,0,0,2,0,0,2,0,0,8,4,1,1,SSG 랜더스
하재훈,우익수,28,23,208.0,44,2,1,1.99,1.39,2.61,14147,5500,2.79,1972,77,229,226,201,35,61,10,1,7,35,11,0,19,5,1,53,0,2,2,SSG 랜더스
최상민,우익수,23,2,46.2,13,0,0,2.51,0.52,1.48,13195,3000,0.34,8914,51,41,39,34,5,8,0,0,0,3,2,2,4,0,0,7,0,2,1,SSG 랜더스
이정범,우익수,3,3,18.0,3,0,0,1.5,0.38,3.65,13194,3000,-0.34,-8785,15,33,33,29,2,5,0,0,0,4,0,0,2,0,0,6,1,0,2,SSG 랜더스
안상현,2루수,45,14,169.0,38,54,2,4.9,-0.35,-0.88,12613,4000,-0.04,-111946,58,66,63,58,10,14,3,0,0,2,3,1,5,0,0,15,1,3,0,SSG 랜더스
김강민,중견수,33,22,202.1,57,3,0,2.67,0.19,0.39,10108,16000,0.41,39043,70,166,163,137,20,31,3,0,2,7,2,1,23,1,1,38,2,2,3,SSG 랜더스
안상현,유격수,6,0,10.0,1,2,0,2.7,0.08,0.2,12613,4000,-0.04,-111946,58,66,63,58,10,14,3,0,0,2,3,1,5,0,0,15,1,3,0,SSG 랜더스
김건웅,1루수,1,1,9.0,6,0,0,6.0,0.11,16.46,15465,3000,-0.09,-32298,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,SSG 랜더스
강진성,우익수,2,0,2.0,0,0,0,0.0,0.0,0.01,11148,8000,0.2,39361,55,142,141,131,10,34,6,1,3,17,0,0,6,3,0,20,2,1,1,SSG 랜더스
강진성,우익수,2,0,2.0,0,0,0,0.0,0.0,0.01,11148,8000,0.2,39361,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
고명준,3루수,1,0,1.1,0,0,0,0.0,-0.02,-1.55,14807,3000,-0.02,-157745,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,SSG 랜더스
한유섬,좌익수,11,9,69.0,16,0,1,2.09,0.1,0.13,10815,50000,0.35,142766,109,388,386,333,29,91,15,2,7,55,2,1,34,12,1,81,3,2,7,SSG 랜더스
최지훈,우익수,19,9,87.0,23,2,0,2.59,0.14,0.17,14587,30000,1.55,19355,117,503,495,462,65,124,19,8,2,30,21,2,29,3,0,50,3,8,1,SSG 랜더스
최상민,좌익수,5,1,11.1,0,0,0,0.0,-0.31,-0.87,13195,3000,0.34,8914,51,41,39,34,5,8,0,0,0,3,2,2,4,0,0,7,0,2,1,SSG 랜더스
김정민,우익수,5,0,8.0,2,0,0,2.25,-0.33,-5.88,15463,3000,0.0,-611799,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SSG 랜더스
최주환,2루수,78,69,540.2,131,168,7,4.98,-3.26,-3.5,10182,65000,1.04,62554,134,478,474,426,48,100,24,0,20,63,0,0,44,4,4,94,6,1,3,SSG 랜더스
강진성,1루수,29,27,219.1,217,15,1,9.52,1.54,3.82,11148,8000,0.2,39361,55,142,141,131,10,34,6,1,3,17,0,0,6,3,0,20,2,1,1,SSG 랜더스
강진성,1루수,29,27,219.1,217,15,1,9.52,1.54,3.82,11148,8000,0.2,39361,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
하재훈,중견수,1,1,7.0,0,0,0,0.0,-0.79,-1.47,14147,5500,2.79,1972,77,229,226,201,35,61,10,1,7,35,11,0,19,5,1,53,0,2,2,SSG 랜더스
안상현,3루수,1,0,3.0,0,1,0,3.0,-0.85,-2.1,12613,4000,-0.04,-111946,58,66,63,58,10,14,3,0,0,2,3,1,5,0,0,15,1,3,0,SSG 랜더스
이정범,좌익수,3,2,7.1,2,1,0,3.68,-0.88,-8.41,13194,3000,-0.34,-8785,15,33,33,29,2,5,0,0,0,4,0,0,2,0,0,6,1,0,2,SSG 랜더스
강진성,좌익수,8,4,33.0,7,0,0,1.91,-0.84,-2.09,11148,8000,0.2,39361,55,142,141,131,10,34,6,1,3,17,0,0,6,3,0,20,2,1,1,SSG 랜더스
강진성,좌익수,8,4,33.0,7,0,0,1.91,-0.84,-2.09,11148,8000,0.2,39361,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
최경모,2루수,10,1,21.0,9,7,2,6.86,-1.0,-5.14,14151,5000,-0.45,-11017,28,20,20,20,6,3,0,0,0,1,2,0,0,0,0,5,0,0,0,SSG 랜더스
김강민,우익수,4,1,13.2,3,0,0,1.98,-1.03,-2.12,10108,16000,0.41,39043,70,166,163,137,20,31,3,0,2,7,2,1,23,1,1,38,2,2,3,SSG 랜더스
최지훈,좌익수,1,1,8.0,1,0,0,1.13,-1.33,-1.64,14587,30000,1.55,19355,117,503,495,462,65,124,19,8,2,30,21,2,29,3,0,50,3,8,1,SSG 랜더스
최항,3루수,3,2,15.0,3,2,2,3.0,-1.38,-9.46,10810,3100,-0.19,-16028,21,35,34,28,3,8,1,0,1,6,0,0,5,0,0,12,1,1,1,SSG 랜더스
최경모,3루수,12,3,48.0,4,8,3,2.25,-1.58,-8.15,14151,5000,-0.45,-11017,28,20,20,20,6,3,0,0,0,1,2,0,0,0,0,5,0,0,0,SSG 랜더스
오태곤,중견수,12,7,56.1,16,0,1,2.56,-1.76,-2.06,10249,10000,0.56,17794,123,305,297,272,37,65,14,1,7,28,20,1,18,4,0,67,6,8,3,SSG 랜더스
오태곤,우익수,23,14,124.0,26,2,2,2.03,-1.36,-1.6,10249,10000,0.56,17794,123,305,297,272,37,65,14,1,7,28,20,1,18,4,0,67,6,8,3,SSG 랜더스
이흥련,포수,16,4,55.0,45,2,1,7.69,-2.36,-21.25,11108,7000,-0.35,-20262,16,17,16,14,1,1,0,0,1,2,0,0,2,0,0,6,0,1,0,SSG 랜더스
최항,1루수,7,4,32.1,28,1,2,8.07,-1.89,-12.98,10810,3100,-0.19,-16028,21,35,34,28,3,8,1,0,1,6,0,0,5,0,0,12,1,1,1,SSG 랜더스
최지훈,중견수,109,100,871.2,225,3,3,2.35,-2.29,-2.82,14587,30000,1.55,19355,117,503,495,462,65,124,19,8,2,30,21,2,29,3,0,50,3,8,1,SSG 랜더스
최정,3루수,114,112,934.1,70,175,13,2.36,-2.51,-2.82,10106,100000,4.85,20613,128,552,547,471,94,140,31,0,29,87,7,3,59,15,6,87,12,1,6,SSG 랜더스
오태곤,1루수,80,40,433.2,413,37,2,9.34,1.12,1.31,10249,10000,0.56,17794,123,305,297,272,37,65,14,1,7,28,20,1,18,4,0,67,6,8,3,SSG 랜더스
