선수,연봉(만원),WAR,WAR당 연봉,팀,pid
이현석,5000,-0.19,-26345,SSG 랜더스,11369
최준우,4500,0.06,76039,SSG 랜더스,13128
고효준,4000,0.11,36985,SSG 랜더스,10124
최항,4000,-0.26,-15105,SSG 랜더스,10810
신재영,4000,-0.09,-43766,SSG 랜더스,11149
김재현,4000,-0.30,-13226,SSG 랜더스,11289
서동민,4000,0.14,28167,SSG 랜더스,13191
조요한,3300,-0.20,-16769,SSG 랜더스,14858
오준혁,3200,0.13,25001,SSG 랜더스,10672
이건욱,3200,-0.05,-59017,SSG 랜더스,11242
안상현,3200,0.21,15593,SSG 랜더스,12613
전경원,3200,-0.03,-110789,SSG 랜더스,13129
이정범,3200,-0.03,-106303,SSG 랜더스,13194
김민재,3100,-,-,SSG 랜더스,12616
김건우,3100,-0.08,-40324,SSG 랜더스,14803
유서준,3000,-,-,SSG 랜더스,11240
정동윤,3000,-,-,SSG 랜더스,12571
김주온,3000,-0.03,-118906,SSG 랜더스,13057
김정우,3000,-,-,SSG 랜더스,13124
조성훈,3000,-,-,SSG 랜더스,13125
유호식,3000,-,-,SSG 랜더스,13127
이희재,3000,-,-,SSG 랜더스,13133
최상민,3000,0.00,-951641,SSG 랜더스,13195
한두솔,3000,-0.23,-13155,SSG 랜더스,13228
신동민,3000,-,-,SSG 랜더스,13272
최경모,3000,0.50,5972,SSG 랜더스,14151
전진우,3000,-,-,SSG 랜더스,14154
김규남,3000,-0.24,-12669,SSG 랜더스,14200
박시후,3000,-0.02,-162026,SSG 랜더스,14687
김태우,3000,-,-,SSG 랜더스,14688
김교람,3000,-,-,SSG 랜더스,14689
전의산,3000,0.47,6421,SSG 랜더스,14699
조병현,3000,-,-,SSG 랜더스,14805
조형우,3000,-0.06,-50486,SSG 랜더스,14806
고명준,3000,-,-,SSG 랜더스,14807
장우준,3000,-,-,SSG 랜더스,14857
박제범,3000,-,-,SSG 랜더스,14859
박정빈,3000,-,-,SSG 랜더스,14862
윤태현,3000,-0.06,-47404,SSG 랜더스,15023
신헌민,3000,-0.02,-143135,SSG 랜더스,15024
김도현,3000,-,-,SSG 랜더스,15025
박상후,3000,-,-,SSG 랜더스,15026
이기순,3000,-,-,SSG 랜더스,15028
강매성,3000,-,-,SSG 랜더스,15029
김태윤,3000,-,-,SSG 랜더스,15030
임성준,3000,-,-,SSG 랜더스,15031
전영준,3000,-0.01,-202711,SSG 랜더스,15032
최유빈,3000,-,-,SSG 랜더스,15033
석정우,3000,-0.03,-108240,SSG 랜더스,15121
임근우,3000,-,-,SSG 랜더스,15122
하성진,-,-,-,SSG 랜더스,12615
박건우,190000,3.95,48071,NC 다이노스,10189
루친스키,160000,5.58,28687,NC 다이노스,13932
손아섭,150000,3.08,48718,NC 다이노스,10261
양의지,100000,5.48,18234,NC 다이노스,10165
박석민,70000,-0.28,-253056,NC 다이노스,10322
파슨스,44000,1.11,39488,NC 다이노스,14749
마티니,44000,2.32,18925,NC 다이노스,15008
박민우,41000,2.72,15069,NC 다이노스,11137
이용찬,40000,2.20,18190,NC 다이노스,10217
심창민,28000,-0.12,-240451,NC 다이노스,10720
원종현,27000,0.86,31578,NC 다이노스,11161
노진혁,23000,2.30,9997,NC 다이노스,11165
구창모,19000,4.79,3964,NC 다이노스,11353
이재학,18000,0.98,18338,NC 다이노스,10220
더모디,18000,0.23,79940,NC 다이노스,15154
이명기,17500,-0.38,-45850,NC 다이노스,10119
송명기,13000,1.28,10175,NC 다이노스,14155
홍성민,12500,-,-,NC 다이노스,10814
신민혁,12000,1.84,6536,NC 다이노스,13085
권희동,11000,1.06,10331,NC 다이노스,11172
임정호,10500,0.36,29068,NC 다이노스,11168
이민호,10000,-,-,NC 다이노스,11151
김영규,9500,1.23,7722,NC 다이노스,13088
류진욱,7500,-0.13,-59809,NC 다이노스,11355
박준영,7000,-0.18,-38922,NC 다이노스,12522
김주원,6000,4.29,1399,NC 다이노스,14765
정진기,5500,0.13,41969,NC 다이노스,10717
김건태,5300,-0.41,-13039,NC 다이노스,10432
전민수,5000,0.04,138368,NC 다이노스,10417
김응민,4900,-0.59,-8247,NC 다이노스,10890
정범모,4700,-0.10,-45805,NC 다이노스,10772
김기환,4500,0.85,5298,NC 다이노스,11400
정현,4300,-,-,NC 다이노스,11111
강동연,4200,-0.11,-37352,NC 다이노스,10883
윤형준,4000,-0.24,-16895,NC 다이노스,11135
손정욱,4000,-,-,NC 다이노스,11142
박대온,4000,-0.71,-5668,NC 다이노스,11246
권정웅,4000,-,-,NC 다이노스,12529
도태훈,4000,0.31,12922,NC 다이노스,12560
하준영,4000,0.17,24229,NC 다이노스,13115
이우석,3300,-0.03,-125735,NC 다이노스,11360
최승민,3300,-0.44,-7457,NC 다이노스,14187
김태경,3300,1.43,2315,NC 다이노스,14593
최보성,3200,-,-,NC 다이노스,13087
강태경,3200,-,-,NC 다이노스,14647
서의태,3000,-,-,NC 다이노스,12574
최우재,3000,-,-,NC 다이노스,12621
김진호,3000,-0.42,-7095,NC 다이노스,12897
김태현,3000,-,-,NC 다이노스,12898
이재용,3000,-0.02,-126232,NC 다이노스,12902
김수윤,3000,-0.06,-49152,NC 다이노스,12903
김시훈,3000,1.93,1551,NC 다이노스,13080
오영수,3000,0.06,51210,NC 다이노스,13082
김재균,3000,-,-,NC 다이노스,13084
이인혁,3000,-,-,NC 다이노스,13090
천재환,3000,-0.63,-4773,NC 다이노스,13261
전사민,3000,0.07,43649,NC 다이노스,14156
서호철,3000,-0.16,-18329,NC 다이노스,14220
정구범,3000,-0.02,-120404,NC 다이노스,14595
안인산,3000,-,-,NC 다이노스,14598
노상혁,3000,-,-,NC 다이노스,14648
노시훈,3000,-,-,NC 다이노스,14649
하준수,3000,0.00,878310,NC 다이노스,14654
한건희,3000,-,-,NC 다이노스,14656
김한별,3000,-0.31,-9633,NC 다이노스,14716
이용준,3000,-0.41,-7319,NC 다이노스,14763
한재승,3000,0.02,160711,NC 다이노스,14764
오태양,3000,0.01,497602,NC 다이노스,14766
오장한,3000,-,-,NC 다이노스,14767
김준상,3000,-,-,NC 다이노스,14827
김정호,3000,-,-,NC 다이노스,14829
김진우,3000,-,-,NC 다이노스,14831
조효원,3000,-,-,NC 다이노스,15055
박성재,3000,-,-,NC 다이노스,15110
이준혁,3000,-,-,NC 다이노스,15111
박동수,3000,0.00,846644,NC 다이노스,15112
김녹원,3000,-,-,NC 다이노스,15113
이한,3000,-,-,NC 다이노스,15114
임지민,3000,-,-,NC 다이노스,15115
이주형,3000,-,-,NC 다이노스,15116
이현우,3000,-,-,NC 다이노스,15117
오승택,3000,-,-,NC 다이노스,15118
조민석,3000,-0.10,-29729,NC 다이노스,15119
서준교,3000,-,-,NC 다이노스,15120
미란다,160000,-0.11,-1522765,두산 베어스,14751
김재환,150000,2.75,54599,두산 베어스,10643
허경민,120000,2.08,57660,두산 베어스,10184
정수빈,60000,1.97,30442,두산 베어스,10195
페르난데스,60000,0.48,125242,두산 베어스,13927
김재호,50000,0.57,87190,두산 베어스,10174
스탁,40000,2.71,14786,두산 베어스,14999
양석환,39000,1.16,33687,두산 베어스,11213
최원준,34000,3.45,9848,두산 베어스,12852
오재원,30000,-0.48,-62552,두산 베어스,10178
박세혁,30000,1.76,17094,두산 베어스,10891
홍건희,25000,0.37,67309,두산 베어스,10696
김강률,22500,-0.32,-69524,두산 베어스,10690
이영하,16000,0.52,30763,두산 베어스,12568
브랜든,15000,1.63,9219,두산 베어스,15153
박계범,14500,0.34,42465,두산 베어스,11198
박치국,14500,0.13,113666,두산 베어스,12850
윤명준,14000,-0.54,-26059,두산 베어스,10885
김인태,14000,1.88,7452,두산 베어스,11098
강진성,13000,-0.16,-82151,두산 베어스,11148
임창민,12000,-0.31,-38658,두산 베어스,10452
강승호,11500,3.56,3226,두산 베어스,11087
이승진,11000,-0.24,-46665,두산 베어스,12678
이현승,10000,-0.31,-32698,두산 베어스,10221
김명신,10000,0.94,10589,두산 베어스,12847
조수행,8500,-0.31,-27281,두산 베어스,12524
이형범,8100,-0.02,-369492,두산 베어스,11159
장승현,7800,0.09,88692,두산 베어스,11097
최용제,6500,0.05,119008,두산 베어스,12649
곽빈,6500,3.55,1830,두산 베어스,13061
김지용,6000,-0.11,-57101,두산 베어스,10747
이유찬,6000,-0.20,-29835,두산 베어스,12894
안재석,5800,1.24,4659,두산 베어스,14771
장원준,5000,-0.08,-59931,두산 베어스,10299
박정수,5000,0.26,19058,두산 베어스,11300
안권수,4800,1.11,4317,두산 베어스,14571
박소준,4500,-,-,두산 베어스,11491
윤수호,4000,-,-,두산 베어스,11319
신성현,4000,-0.05,-74713,두산 베어스,11492
안승한,3700,0.38,9730,두산 베어스,11328
권휘,3700,-0.03,-130391,두산 베어스,13665
남호,3500,-,-,두산 베어스,14139
최승용,3500,0.94,3742,두산 베어스,14770
서예일,3300,-0.32,-10188,두산 베어스,12523
권민석,3300,-0.06,-53379,두산 베어스,13079
이교훈,3300,-,-,두산 베어스,14173
박웅,3300,0.09,37960,두산 베어스,14731
유재유,3200,-,-,두산 베어스,12544
문대원,3200,-,-,두산 베어스,12848
김민혁,3200,0.03,97136,두산 베어스,12970
전민재,3200,0.22,14698,두산 베어스,13073
현도훈,3200,-,-,두산 베어스,13271
박신지,3100,-0.45,-6852,두산 베어스,13070
최세창,3100,-,-,두산 베어스,14574
오명진,3100,-,-,두산 베어스,14737
김도윤,3100,-,-,두산 베어스,14768
박성재,3100,-,-,두산 베어스,14838
황경태,3000,-,-,두산 베어스,12604
홍성호,3000,-0.35,-8627,두산 베어스,12606
신창희,3000,-,-,두산 베어스,12608
박유연,3000,-0.10,-29797,두산 베어스,12892
정철원,3000,1.69,1772,두산 베어스,13071
김대한,3000,0.60,5035,두산 베어스,14170
전창민,3000,-0.27,-10930,두산 베어스,14171
송승환,3000,-0.30,-9907,두산 베어스,14172
김태근,3000,0.02,155569,두산 베어스,14175
김문수,3000,-,-,두산 베어스,14205
김성민,3000,-,-,두산 베어스,14730
양찬열,3000,0.53,5649,두산 베어스,14738
김동주,3000,-0.20,-14837,두산 베어스,14769
임태윤,3000,-,-,두산 베어스,14772
강현구,3000,-0.09,-32620,두산 베어스,14773
강원진,3000,-,-,두산 베어스,14832
장빈,3000,-,-,두산 베어스,14837
양현진,3000,-,-,두산 베어스,14840
이병헌,3000,0.09,34204,두산 베어스,15099
김동준,3000,-,-,두산 베어스,15100
이원재,3000,-,-,두산 베어스,15101
신민철,3000,-,-,두산 베어스,15102
전희범,3000,-,-,두산 베어스,15103
윤태호,3000,-,-,두산 베어스,15104
정유석,3000,-,-,두산 베어스,15105
강동형,3000,-,-,두산 베어스,15106
임준형,3000,-,-,두산 베어스,15107
김시완,3000,-,-,두산 베어스,15108
강산,3000,-,-,두산 베어스,15109
최지강,3000,-0.06,-52526,두산 베어스,15127
천현재,3000,-,-,두산 베어스,15128
이민석,3000,-,-,두산 베어스,15129
요키시,90000,6.35,14175,키움 히어로즈,13940
이정후,75000,8.88,8444,키움 히어로즈,12906
푸이그,70000,3.53,19845,키움 히어로즈,15004
이용규,40000,0.18,223779,키움 히어로즈,10035
김혜성,32000,7.11,4499,키움 히어로즈,12905
최원태,31000,2.13,14525,키움 히어로즈,11379
이지영,30000,1.59,18843,키움 히어로즈,10312
정찬헌,28000,0.64,43646,키움 히어로즈,10533
애플러,27500,2.41,11404,키움 히어로즈,15005
한현희,25000,1.18,21141,키움 히어로즈,10863
김태훈,19000,0.44,43252,키움 히어로즈,10871
안우진,15000,8.55,1753,키움 히어로즈,13091
김재웅,10400,2.78,3737,키움 히어로즈,12858
양현,10000,-0.18,-56740,키움 히어로즈,10730
김태진,10000,0.22,45553,키움 히어로즈,11244
김성민,9000,-,-,키움 히어로즈,12918
이승호,8500,0.79,10747,키움 히어로즈,12865
송성문,7500,2.71,2766,키움 히어로즈,11376
전병우,7000,0.37,19176,키움 히어로즈,11422
김웅빈,7000,0.74,9519,키움 히어로즈,12503
김재현,6500,-0.40,-16296,키움 히어로즈,10870
김선기,6300,0.04,159441,키움 히어로즈,13092
이영준,6000,-0.02,-358032,키움 히어로즈,12997
김동혁,6000,0.14,41765,키움 히어로즈,14674
김준완,5000,-0.49,-10227,키움 히어로즈,11182
강민국,5000,-0.05,-96950,키움 히어로즈,11243
박준태,5000,-0.24,-20991,키움 히어로즈,11260
김성진,5000,-0.55,-9095,키움 히어로즈,14849
변상권,4800,-,-,키움 히어로즈,13223
김주형,4500,-0.12,-36461,키움 히어로즈,14214
김준형,4200,0.35,12075,키움 히어로즈,14848
윤정현,4100,0.13,31880,키움 히어로즈,14131
하영민,4000,-0.55,-7238,키움 히어로즈,11222
김정인,4000,-,-,키움 히어로즈,11531
예진원,4000,0.06,71812,키움 히어로즈,13093
박주성,4000,-0.16,-24342,키움 히어로즈,14130
신준우,4000,0.27,14670,키움 히어로즈,14695
김휘집,3900,0.03,117540,키움 히어로즈,14785
문성현,3500,0.90,3894,키움 히어로즈,10437
김수환,3400,-0.08,-44443,키움 히어로즈,13096
조영건,3400,-,-,키움 히어로즈,14132
김인범,3300,-,-,키움 히어로즈,14480
임지열,3200,0.58,5539,키움 히어로즈,11225
박주현,3200,-,-,키움 히어로즈,11375
양기현,3200,-,-,키움 히어로즈,12854
박승주,3200,0.32,9877,키움 히어로즈,12989
박주홍,3200,-0.08,-39997,키움 히어로즈,14580
김동욱,3100,-,-,키움 히어로즈,14681
장재영,3100,-0.10,-32619,키움 히어로즈,14784
오윤성,3000,-,-,키움 히어로즈,12856
이병규,3000,-0.09,-33875,키움 히어로즈,12859
배현호,3000,-,-,키움 히어로즈,13095
주성원,3000,-,-,키움 히어로즈,14133
이명기,3000,-0.07,-43648,키움 히어로즈,14212
이종민,3000,-,-,키움 히어로즈,14576
김대한,3000,-,-,키움 히어로즈,14683
박관진,3000,-,-,키움 히어로즈,14693
정재원,3000,-,-,키움 히어로즈,14701
정연제,3000,-,-,키움 히어로즈,14850
김시앙,3000,-0.23,-12817,키움 히어로즈,14851
양경식,3000,-,-,키움 히어로즈,14853
이재홍,3000,0.10,30817,키움 히어로즈,14854
이주형,3000,-0.17,-17790,키움 히어로즈,14855
김현우,3000,-,-,키움 히어로즈,14856
노운현,3000,-0.11,-26239,키움 히어로즈,15027
주승우,3000,-0.03,-99296,키움 히어로즈,15067
박찬혁,3000,-0.71,-4216,키움 히어로즈,15068
송정인,3000,-0.06,-54441,키움 히어로즈,15069
백진수,3000,-,-,키움 히어로즈,15070
윤석원,3000,-,-,키움 히어로즈,15071
주승빈,3000,-,-,키움 히어로즈,15072
이명종,3000,0.04,67287,키움 히어로즈,15073
김리안,3000,-,-,키움 히어로즈,15074
이세호,3000,-,-,키움 히어로즈,15075
박정훈,3000,-,-,키움 히어로즈,15076
김민수,3000,-,-,키움 히어로즈,15077
오성민,2700,-,-,키움 히어로즈,15131
박수종,2700,-,-,키움 히어로즈,15132
류하성,1500,-,-,키움 히어로즈,15130
