선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도,팀연봉순위,전체연봉순위
김태연,7800,0.47,16566,한화 이글스,12585,2024,25,291
이도윤,7500,1.14,6585,한화 이글스,11414,2024,26,293
이진영,7000,0.03,205441,한화 이글스,12539,2024,27,300
하주석,7000,0.23,30579,한화 이글스,10913,2024,28,301
김인환,6900,-1.27,-5425,한화 이글스,12589,2024,29,322
김종수,6800,-,-,한화 이글스,11117,2024,30,323
장진혁,5800,0.76,7644,한화 이글스,12583,2024,31,367
이민우,5600,0.90,6199,한화 이글스,13003,2024,32,371
배민서,5100,-0.03,-178322,한화 이글스,14158,2024,33,384
이명기,5000,-0.09,-53323,한화 이글스,10119,2024,34,385
이재원,5000,-0.25,-19618,한화 이글스,10082,2024,35,386
한승혁,4900,0.96,5130,한화 이글스,10812,2024,36,402
와이스,4800,3.16,1521,한화 이글스,16153,2024,37,403
최인호,4800,2.03,2359,한화 이글스,14707,2024,38,404
한승주,4500,-0.48,-9304,한화 이글스,14621,2024,39,412
이상규,4400,0.38,11481,한화 이글스,13245,2024,40,424
김기중,4400,0.38,11587,한화 이글스,14808,2024,41,425
박상언,4200,0.53,7988,한화 이글스,12587,2024,42,431
김규연,4100,0.07,59451,한화 이글스,14871,2024,43,434
남지민,4000,0.10,38156,한화 이글스,14619,2024,44,442
조한민,3800,-,-,한화 이글스,14210,2024,45,469
이원석,3600,0.19,18675,한화 이글스,13138,2024,46,483
이충호,3400,-0.05,-68741,한화 이글스,11116,2024,47,509
임종찬,3400,-0.22,-15452,한화 이글스,14706,2024,48,510
김서현,53300,0.65,5071,한화 이글스,15421,2024,6,60
권광민,3300,0.53,6250,한화 이글스,13676,2024,49,519
허관회,3300,-,-,한화 이글스,14204,2024,50,520
유로결,3300,-0.06,-59189,한화 이글스,14126,2024,51,521
장규현,3200,-0.13,-23948,한화 이글스,14811,2024,52,536
김건,3200,-,-,한화 이글스,14209,2024,53,537
장지수,3200,-0.08,-39864,한화 이글스,14178,2024,54,538
이재용,3100,-,-,한화 이글스,12902,2024,55,563
이상혁,3100,-0.11,-28290,한화 이글스,15139,2024,56,564
이민준,14100,-,-,한화 이글스,15423,2024,19,188
서정훈,3000,-,-,한화 이글스,16120,2024,57,601
김선동,3000,-,-,한화 이글스,16119,2024,58,602
김도빈,3000,-0.02,-128266,한화 이글스,16118,2024,59,603
권동욱,3000,-,-,한화 이글스,16117,2024,60,604
승지환,3000,-,-,한화 이글스,16116,2024,61,605
권현,3000,-,-,한화 이글스,16115,2024,62,606
원종혁,3000,-,-,한화 이글스,16114,2024,63,607
이승현,3000,-,-,한화 이글스,16113,2024,64,608
최준서,3000,-,-,한화 이글스,16112,2024,65,609
이기창,3000,-,-,한화 이글스,16111,2024,66,610
황영묵,3000,1.83,1642,한화 이글스,16110,2024,67,611
정안석,3000,-,-,한화 이글스,16109,2024,68,612
조동욱,3000,0.08,35359,한화 이글스,16108,2024,69,613
황준서,3000,1.31,2288,한화 이글스,16107,2024,70,614
김진욱,3000,-,-,한화 이글스,13144,2024,71,615
이성민,3000,-,-,한화 이글스,15019,2024,72,616
정이황,3000,-,-,한화 이글스,14127,2024,73,617
조은,3000,-,-,한화 이글스,14810,2024,74,618
한경빈,3000,0.00,-629368,한화 이글스,15633,2024,75,619
성지훈,3000,-,-,한화 이글스,15631,2024,76,620
김승일,3000,0.13,23229,한화 이글스,14711,2024,77,621
박동원,250000,4.75,52599,LG 트윈스,10387,2024,1,2
김현수,100000,1.01,99083,LG 트윈스,10187,2024,3,16
켈리,80000,1.73,46128,LG 트윈스,13934,2024,4,32
오스틴,80000,5.62,14229,LG 트윈스,15532,2024,5,33
엔스,117000,3.76,15962,LG 트윈스,16023,2024,2,10
박해민,60000,2.71,22112,LG 트윈스,11190,2024,6,52
홍창기,51000,6.29,8112,LG 트윈스,12546,2024,7,61
에르난데스,44000,1.33,32988,LG 트윈스,16160,2024,8,77
최원태,40000,2.78,14390,LG 트윈스,11379,2024,9,80
정우영,32000,-0.02,-2063305,LG 트윈스,14136,2024,10,93
문보경,30000,4.30,6972,LG 트윈스,14137,2024,11,95
오지환,30000,3.12,9616,LG 트윈스,10475,2024,12,96
문성주,20000,2.89,6928,LG 트윈스,13112,2024,14,133
함덕주,20000,0.26,78097,LG 트윈스,11094,2024,15,134
김진성,20000,0.57,35046,LG 트윈스,11166,2024,16,135
임찬규,20000,3.98,5029,LG 트윈스,10652,2024,17,136
최동환,13000,-0.22,-58350,LG 트윈스,10535,2024,19,200
이우찬,12500,-0.64,-19685,LG 트윈스,10749,2024,20,208
김윤식,12000,-0.07,-163067,LG 트윈스,14588,2024,21,209
신민재,11500,2.36,4876,LG 트윈스,13056,2024,22,214
허도환,10000,-0.76,-13118,LG 트윈스,10684,2024,23,234
백승현,9200,-0.40,-22725,LG 트윈스,13009,2024,24,252
유영찬,8500,0.66,12856,LG 트윈스,14669,2024,25,264
구본혁,7000,1.57,4471,LG 트윈스,14140,2024,27,302
윤호솔,7000,0.10,69777,LG 트윈스,11170,2024,28,303
이재원,7000,-,-,LG 트윈스,13104,2024,29,304
이지강,6800,-0.09,-76140,LG 트윈스,14143,2024,30,324
김유영,6700,0.56,11926,LG 트윈스,11229,2024,31,325
박명근,17500,-0.34,-19027,LG 트윈스,15486,2024,18,158
김민수,6000,-0.36,-16868,LG 트윈스,12931,2024,32,340
배재준,6000,-,-,LG 트윈스,12697,2024,33,341
김대현,5700,0.03,216389,LG 트윈스,12532,2024,34,370
안익훈,5500,0.01,689157,LG 트윈스,11347,2024,35,372
이영빈,5500,0.00,2305239,LG 트윈스,14783,2024,36,373
이상영,5000,0.50,9955,LG 트윈스,14135,2024,37,387
임준형,4800,0.13,37733,LG 트윈스,14142,2024,38,405
손주영,4300,3.68,1168,LG 트윈스,12908,2024,39,427
최승민,4000,-0.02,-251300,LG 트윈스,14187,2024,40,443
강효종,3800,-0.06,-66747,LG 트윈스,14780,2024,41,470
김영준,3600,-0.23,-15448,LG 트윈스,13102,2024,42,484
송찬의,3600,-0.12,-29631,LG 트윈스,13109,2024,43,485
김주성,3500,0.17,20427,LG 트윈스,12545,2024,44,494
김범석,28300,-0.31,-10590,LG 트윈스,15484,2024,13,110
전준호,3300,-0.02,-155746,LG 트윈스,12864,2024,45,522
성동현,3200,0.08,37930,LG 트윈스,13103,2024,46,539
김진수,3200,0.02,204366,LG 트윈스,14781,2024,47,540
김성우,3100,-0.24,-12863,LG 트윈스,15085,2024,48,565
우강훈,3100,0.15,20274,LG 트윈스,14816,2024,49,566
김성진,3100,-0.04,-73680,LG 트윈스,14141,2024,50,567
김현종,3000,0.17,17163,LG 트윈스,16013,2024,51,622
손용준,3000,-,-,LG 트윈스,16014,2024,52,623
진우영,3000,0.08,36767,LG 트윈스,16015,2024,53,624
배강,3000,-,-,LG 트윈스,16018,2024,54,625
최명경,3000,-0.04,-68830,LG 트윈스,16026,2024,55,626
이태겸,3000,-,-,LG 트윈스,16025,2024,56,627
오승윤,3000,-,-,LG 트윈스,16024,2024,57,628
심규빈,3000,-,-,LG 트윈스,16022,2024,58,629
김도윤,3000,-,-,LG 트윈스,16021,2024,59,630
강석현,3000,-,-,LG 트윈스,16020,2024,60,631
김대원,3000,0.07,44048,LG 트윈스,16016,2024,61,632
정지헌,3000,-0.24,-12395,LG 트윈스,16017,2024,62,633
김종우,3000,-,-,LG 트윈스,16019,2024,63,634
한지용,3000,-,-,LG 트윈스,14604,2024,64,635
이종준,3000,0.35,8545,LG 트윈스,14651,2024,65,636
문정빈,3000,-,-,LG 트윈스,15086,2024,66,637
최원영,3000,0.25,11916,LG 트윈스,15084,2024,67,638
조건희,3000,-,-,LG 트윈스,14782,2024,68,639
김의준,3000,-,-,LG 트윈스,13108,2024,69,640
이주헌,3000,0.10,29869,LG 트윈스,15081,2024,70,641
김단우,3000,-,-,LG 트윈스,14841,2024,71,642
김유민,3000,-,-,LG 트윈스,14842,2024,72,643
김형욱,3000,-,-,LG 트윈스,14844,2024,73,644
박민호,3000,-,-,LG 트윈스,14845,2024,74,645
전진영,3000,-,-,LG 트윈스,14885,2024,75,646
이믿음,3000,-0.16,-18953,LG 트윈스,14847,2024,76,647
백선기,3000,-,-,LG 트윈스,13174,2024,77,648
하영진,3000,-,-,LG 트윈스,14671,2024,78,649
김주온,3000,-0.11,-27713,LG 트윈스,13057,2024,79,650
함창건,3000,-0.19,-15608,LG 트윈스,14680,2024,80,651
강민,3000,-,-,LG 트윈스,14660,2024,81,652
김수인,3000,-0.15,-20407,LG 트윈스,14675,2024,82,653
허용주,8000,-,-,LG 트윈스,15491,2024,26,275
박세웅,135000,4.69,28778,롯데 자이언츠,11310,2024,1,6
전준우,130000,1.95,66702,롯데 자이언츠,10266,2024,2,7
유강남,100000,0.02,5859879,롯데 자이언츠,10753,2024,3,17
반즈,85000,6.81,12473,롯데 자이언츠,15011,2024,5,30
레이예스,91000,3.72,16111,롯데 자이언츠,16106,2024,4,25
윌커슨,60000,7.42,8084,롯데 자이언츠,12295,2024,6,53
노진혁,60000,-0.23,-260317,롯데 자이언츠,11165,2024,7,54
김원중,50000,2.65,18866,롯데 자이언츠,10825,2024,8,65
구승민,45000,0.24,188098,롯데 자이언츠,11291,2024,9,75
정훈,30000,1.18,25494,롯데 자이언츠,10253,2024,11,97
한현희,30000,1.66,18041,롯데 자이언츠,10863,2024,12,98
김민성,20000,0.13,150016,롯데 자이언츠,10238,2024,13,137
나균안,17000,-0.30,-56322,롯데 자이언츠,12930,2024,15,159
최준용,16300,0.13,121606,롯데 자이언츠,14624,2024,16,167
한동희,16200,-0.57,-28421,롯데 자이언츠,13145,2024,17,168
김상수,16000,1.22,13126,롯데 자이언츠,10427,2024,18,171
진해수,15000,0.02,609489,롯데 자이언츠,10075,2024,19,179
박승욱,13500,-0.10,-135107,롯데 자이언츠,10804,2024,20,195
이인복,10000,-0.10,-101025,롯데 자이언츠,11232,2024,22,235
오선진,10000,0.18,54627,롯데 자이언츠,10557,2024,23,236
심재민,9400,-,-,롯데 자이언츠,11311,2024,24,250
이학주,9200,-0.19,-48785,롯데 자이언츠,14114,2024,25,253
윤동희,9000,3.72,2419,롯데 자이언츠,15048,2024,27,255
박진형,8600,0.21,40344,롯데 자이언츠,11425,2024,28,263
김민석,33500,-0.32,-26589,롯데 자이언츠,15253,2024,10,90
고승민,8000,3.49,2294,롯데 자이언츠,14160,2024,29,276
김도규,8000,-0.01,-706658,롯데 자이언츠,13148,2024,30,277
신정락,8000,-,-,롯데 자이언츠,10516,2024,31,278
황성빈,7600,2.15,3532,롯데 자이언츠,14642,2024,32,292
정보근,7500,-0.54,-13918,롯데 자이언츠,13154,2024,33,294
이정훈,6000,0.49,12178,롯데 자이언츠,12916,2024,34,342
김진욱,6000,2.38,2524,롯데 자이언츠,14792,2024,35,343
지시완,5800,-,-,롯데 자이언츠,11413,2024,36,368
신윤후,5200,0.30,17392,롯데 자이언츠,14169,2024,37,382
손성빈,5000,0.24,21042,롯데 자이언츠,14796,2024,38,388
손호영,4500,2.83,1587,롯데 자이언츠,14590,2024,39,413
진승현,4300,0.02,177767,롯데 자이언츠,15047,2024,40,428
임준섭,4000,0.11,37866,롯데 자이언츠,10795,2024,41,444
장두성,4000,-0.22,-17905,롯데 자이언츠,13155,2024,42,445
최설우,4000,-,-,롯데 자이언츠,11276,2024,43,446
나승엽,4000,1.44,2783,롯데 자이언츠,14797,2024,44,447
정성종,3900,-,-,롯데 자이언츠,13147,2024,45,467
최이준,3800,-0.36,-10553,롯데 자이언츠,13169,2024,46,471
이민석,3800,0.10,36348,롯데 자이언츠,15045,2024,47,472
강태율,3600,-0.27,-13194,롯데 자이언츠,11388,2024,48,486
박진,3300,1.15,2860,롯데 자이언츠,14163,2024,49,523
서동욱,3300,-0.48,-6922,롯데 자이언츠,15624,2024,50,524
정대선,10200,0.04,89444,롯데 자이언츠,15443,2024,21,228
김강현,3200,0.52,6205,롯데 자이언츠,12699,2024,51,541
현도훈,3200,-0.13,-24338,롯데 자이언츠,13271,2024,52,542
박명현,3200,-,-,롯데 자이언츠,14622,2024,53,543
이진하,18200,-,-,롯데 자이언츠,15441,2024,14,152
이태연,9100,-,-,롯데 자이언츠,15444,2024,26,254
최항,3100,-0.18,-17554,롯데 자이언츠,10810,2024,54,568
윤성빈,3100,-0.06,-49968,롯데 자이언츠,12928,2024,55,569
김동혁,3100,0.21,14524,롯데 자이언츠,15645,2024,56,570
신병률,3100,-,-,롯데 자이언츠,13173,2024,57,571
이주찬,3100,-0.49,-6332,롯데 자이언츠,14819,2024,58,572
정우준,3100,0.04,78951,롯데 자이언츠,14795,2024,59,573
송재영,3100,-0.17,-18291,롯데 자이언츠,14794,2024,60,574
홍민기,3100,-0.01,-245954,롯데 자이언츠,14625,2024,61,575
안우진,3000,-,-,롯데 자이언츠,16096,2024,62,654
이선우,3000,-0.20,-14708,롯데 자이언츠,16095,2024,63,655
박성준,3000,-,-,롯데 자이언츠,16094,2024,64,656
강성우,3000,-0.01,-577736,롯데 자이언츠,16093,2024,65,657
박준우,3000,0.00,3037969,롯데 자이언츠,16092,2024,66,658
이호준,3000,0.12,25827,롯데 자이언츠,16091,2024,67,659
정현수,3000,0.89,3373,롯데 자이언츠,16090,2024,68,660
전미르,3000,0.45,6734,롯데 자이언츠,16089,2024,69,661
소한빈,3000,-,-,롯데 자이언츠,16097,2024,70,662
전하원,3000,-,-,롯데 자이언츠,16098,2024,71,663
유제모,3000,-,-,롯데 자이언츠,16099,2024,72,664
기민성,3000,-,-,롯데 자이언츠,16105,2024,73,665
김대현,3000,-,-,롯데 자이언츠,16104,2024,74,666
고경표,3000,-,-,롯데 자이언츠,16103,2024,75,667
강승구,3000,-0.08,-39274,롯데 자이언츠,16102,2024,76,668
백두산,3000,-0.02,-150583,롯데 자이언츠,16101,2024,77,669
배세종,3000,-,-,롯데 자이언츠,16100,2024,78,670
하혜성,3000,-,-,롯데 자이언츠,15050,2024,79,671
이병준,3000,-,-,롯데 자이언츠,14817,2024,80,672
최우인,3000,-,-,롯데 자이언츠,14818,2024,81,673
이인한,3000,0.12,24573,롯데 자이언츠,14690,2024,82,674
최형우,100000,2.09,47887,KIA 타이거즈,10344,2024,2,18
나성범,80000,1.84,43391,KIA 타이거즈,11162,2024,3,34
김태군,70000,1.00,70094,KIA 타이거즈,10459,2024,5,43
김선빈,60000,2.11,28379,KIA 타이거즈,10008,2024,6,55
크로우,104000,1.28,47041,KIA 타이거즈,16087,2024,1,14
소크라테스,50000,4.06,12324,KIA 타이거즈,14996,2024,7,66
양현종,50000,4.99,10026,KIA 타이거즈,10058,2024,8,67
네일,71500,5.02,6975,KIA 타이거즈,16088,2024,4,42
박찬호,30000,4.03,7451,KIA 타이거즈,11261,2024,10,99
알드레드,30000,1.45,20711,KIA 타이거즈,16151,2024,11,100
라우어,30000,0.88,33923,KIA 타이거즈,16161,2024,12,101
임기영,25000,-0.20,-125138,KIA 타이거즈,10909,2024,13,115
최원준,22000,2.35,9351,KIA 타이거즈,12534,2024,14,127
정해영,20000,2.35,8510,KIA 타이거즈,14608,2024,15,138
전상현,17000,1.49,11445,KIA 타이거즈,12537,2024,16,160
이의리,17000,0.09,183155,KIA 타이거즈,14788,2024,17,161
장현식,16000,1.69,9468,KIA 타이거즈,11164,2024,18,172
고종욱,15000,0.09,165595,KIA 타이거즈,10659,2024,19,180
이준영,14000,0.38,36780,KIA 타이거즈,11303,2024,20,189
이우성,13000,-0.10,-128006,KIA 타이거즈,11099,2024,22,201
이창진,12000,0.64,18738,KIA 타이거즈,11233,2024,23,210
김대유,11000,-0.35,-31834,KIA 타이거즈,10706,2024,24,218
최지민,10000,0.38,25990,KIA 타이거즈,15057,2024,25,237
김도영,10000,8.52,1174,KIA 타이거즈,15056,2024,26,238
김호령,9000,-0.07,-126775,KIA 타이거즈,11298,2024,28,256
윤영철,41000,2.11,4261,KIA 타이거즈,15432,2024,9,79
박준표,8000,-0.04,-194862,KIA 타이거즈,11070,2024,29,279
황대인,8000,-0.02,-349722,KIA 타이거즈,11306,2024,30,280
이형범,7000,-0.19,-36107,KIA 타이거즈,11159,2024,32,305
한승택,6500,-0.10,-64995,KIA 타이거즈,11119,2024,34,329
윤중현,6500,-0.35,-18821,KIA 타이거즈,13122,2024,35,330
변우혁,6000,0.64,9336,KIA 타이거즈,14124,2024,36,344
김규성,5500,-0.18,-30087,KIA 타이거즈,12540,2024,39,374
서건창,5000,1.61,3106,KIA 타이거즈,10855,2024,40,389
한준수,5000,1.80,2774,KIA 타이거즈,13113,2024,41,390
스타우트,4500,0.33,13448,KIA 타이거즈,16163,2024,42,414
김현수,4500,-0.12,-38109,KIA 타이거즈,14162,2024,43,415
주효상,4400,-,-,KIA 타이거즈,12567,2024,44,426
최정용,4300,-0.18,-23881,KIA 타이거즈,11407,2024,45,429
김유신,4200,-,-,KIA 타이거즈,13114,2024,46,432
김승현,4100,0.12,34777,KIA 타이거즈,12637,2024,47,435
김기훈,4000,0.05,75404,KIA 타이거즈,14176,2024,48,448
예진원,4000,-0.53,-7559,KIA 타이거즈,13093,2024,49,449
김건국,4000,-0.20,-19538,KIA 타이거즈,12944,2024,50,450
김석환,4000,-,-,KIA 타이거즈,12917,2024,51,451
박정우,3800,0.42,8953,KIA 타이거즈,12869,2024,52,473
유승철,3600,0.12,31245,KIA 타이거즈,12914,2024,53,487
홍종표,3500,0.26,13612,KIA 타이거즈,14612,2024,54,495
황동하,3500,2.12,1652,KIA 타이거즈,15063,2024,55,496
장민기,3500,-,-,KIA 타이거즈,14789,2024,56,497
박민,3500,-0.03,-103627,KIA 타이거즈,14611,2024,57,498
김도현,3500,1.18,2957,KIA 타이거즈,14128,2024,58,499
김사윤,3400,-0.10,-32496,KIA 타이거즈,11364,2024,59,511
오선우,3300,-0.03,-95565,KIA 타이거즈,14181,2024,60,525
곽도규,9300,1.27,2592,KIA 타이거즈,15435,2024,27,251
임석진,3200,-,-,KIA 타이거즈,12612,2024,61,544
권혁경,3200,-,-,KIA 타이거즈,14790,2024,62,545
최수빈,3100,-,-,KIA 타이거즈,12618,2024,63,576
고명성,3100,-,-,KIA 타이거즈,13171,2024,64,577
정해원,13100,-,-,KIA 타이거즈,15433,2024,21,199
박건우,3100,-,-,KIA 타이거즈,14786,2024,65,578
유지성,3100,-0.02,-128033,KIA 타이거즈,14607,2024,66,579
김태윤,3000,-,-,KIA 타이거즈,16079,2024,67,675
이상준,3000,-,-,KIA 타이거즈,16078,2024,68,676
조대현,3000,-,-,KIA 타이거즈,16077,2024,69,677
박시온,3000,-,-,KIA 타이거즈,16157,2024,70,678
장재혁,3000,0.06,50100,KIA 타이거즈,14657,2024,71,679
김두현,3000,-0.21,-13982,KIA 타이거즈,16086,2024,72,680
성영탁,3000,-,-,KIA 타이거즈,16085,2024,73,681
강민제,3000,-,-,KIA 타이거즈,16084,2024,74,682
김민재,3000,-0.06,-46670,KIA 타이거즈,16083,2024,75,683
김민주,3000,-0.04,-82061,KIA 타이거즈,16082,2024,76,684
최지웅,3000,-,-,KIA 타이거즈,16081,2024,77,685
오규석,3000,-,-,KIA 타이거즈,14655,2024,78,686
강동훈,3000,-,-,KIA 타이거즈,16080,2024,79,687
박상준,3000,-,-,KIA 타이거즈,15125,2024,80,688
홍원빈,3000,-,-,KIA 타이거즈,14177,2024,81,689
김재현,6000,-,-,KIA 타이거즈,15440,2024,37,345
김도월,6000,-,-,KIA 타이거즈,15439,2024,38,346
이도현,7000,-,-,KIA 타이거즈,15437,2024,33,306
이송찬,8000,-,-,KIA 타이거즈,15436,2024,31,281
김원경,3000,-,-,KIA 타이거즈,14791,2024,82,690
오정환,3000,-,-,KIA 타이거즈,13117,2024,83,691
이성주,3000,-,-,KIA 타이거즈,15061,2024,84,692
김찬민,3000,-,-,KIA 타이거즈,15060,2024,85,693
윤도현,3000,0.51,5916,KIA 타이거즈,15058,2024,86,694
장시현,3000,-,-,KIA 타이거즈,14824,2024,87,695
이영재,3000,-,-,KIA 타이거즈,14826,2024,88,696
강이준,3000,-,-,KIA 타이거즈,12866,2024,89,697
김민수,3000,-,-,KIA 타이거즈,14183,2024,90,698
고영표,200000,1.89,105830,KT 위즈,11308,2024,1,3
황재균,100000,-0.19,-536924,KT 위즈,10407,2024,2,19
쿠에바스,100000,4.93,20280,KT 위즈,13942,2024,3,20
벤자민,90000,3.07,29362,KT 위즈,15143,2024,4,28
로하스,50000,7.26,6889,KT 위즈,12995,2024,5,68
장성우,50000,3.51,14254,KT 위즈,10235,2024,6,69
오재일,50000,-0.84,-59474,KT 위즈,10400,2024,7,70
배정대,32000,0.77,41600,KT 위즈,11212,2024,8,94
김상수,30000,1.95,15374,KT 위즈,10320,2024,9,102
심우준,29000,0.90,32170,KT 위즈,11334,2024,10,108
강백호,29000,2.75,10546,KT 위즈,13168,2024,11,109
엄상백,25000,3.95,6335,KT 위즈,11318,2024,13,116
김민혁,24000,2.70,8893,KT 위즈,11339,2024,14,121
우규민,22000,1.34,16466,KT 위즈,10523,2024,15,128
소형준,22000,0.31,70608,KT 위즈,14600,2024,16,129
주권,20000,-0.17,-118929,KT 위즈,11323,2024,17,139
박경수,20000,0.08,260169,KT 위즈,10469,2024,18,140
박영현,16000,2.43,6581,KT 위즈,15089,2024,20,173
김민수,16000,0.51,31184,KT 위즈,11317,2024,21,174
조용호,15000,-0.42,-35436,KT 위즈,12943,2024,22,181
오윤석,14000,1.57,8907,KT 위즈,11397,2024,23,190
