Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,,
24,터커,21 1B,0.019,28,27,244.2,231,213,17,1,99.6,8.46,2.11,,0.2,,0.38,,,,2.69,3.05,-2.5,0.19,0.267,0.019,KIA 타이거즈,14224
25,최정민,21 LF,0.017,5,2,17.0,2,2,0,0,100.0,1.06,0.16,0.04,0.02,,,,,,0.22,0.8,-0.05,0.17,0.021,0.017,KIA 타이거즈,10808
26,김선빈,21 SS,0.004,1,0,2.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.04,0.04,0.0,0.004,KIA 타이거즈,10008
27,최정민,21 RF,-0.001,1,0,2.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.01,-0.01,-0.01,0.0,-0.001,KIA 타이거즈,10808
28,백용환,21 1B,-0.004,1,0,3.0,1,1,0,0,100.0,3.0,,,0.0,,,,,,0.0,0.01,-0.04,-0.04,0.0,-0.004,KIA 타이거즈,10003
29,권혁경,21 C,-0.023,5,5,41.0,23,22,1,0,100.0,5.05,0.0,,0.13,,,-0.4,-0.55,,-0.66,-19.03,0.43,-0.23,-0.066,-0.023,KIA 타이거즈,14790
30,이정훈,21 C,-0.029,4,4,33.0,28,24,2,2,92.9,7.09,-0.06,,-0.89,,,-0.09,0.44,,-0.73,-2.55,0.43,-0.29,-0.072,-0.029,KIA 타이거즈,12916
31,김태진,21 3B,-0.037,93,91,786.2,253,66,171,16,93.7,2.71,1.44,,-0.91,-0.86,-0.04,,,,-0.37,-0.54,0.0,-0.37,-0.037,-0.037,KIA 타이거즈,11244
32,박정우,21 RF,-0.039,1,0,2.0,0,0,0,0,0.0,0.0,-0.38,,0.0,,,,,,-0.38,-1.71,-0.01,-0.39,-0.038,-0.039,KIA 타이거즈,12869
33,오선우,21 LF,-0.056,6,4,33.1,16,15,1,0,100.0,4.32,-1.06,0.6,0.03,,,,,,-0.44,-6.99,-0.13,-0.57,-0.043,-0.056,KIA 타이거즈,14181
34,강경학,21 SS,-0.061,3,1,10.0,8,4,3,1,87.5,6.3,-1.02,,0.02,0.33,,,,,-0.68,-3.89,0.06,-0.62,-0.067,-0.061,KIA 타이거즈,10676
35,이진영,21 RF,-0.063,4,3,31.0,5,5,0,0,100.0,1.45,-0.22,-0.32,0.04,,,,,,-0.51,-4.28,-0.13,-0.64,-0.05,-0.063,KIA 타이거즈,12539
36,최정용,21 3B,-0.075,6,2,24.0,10,3,5,2,80.0,3.0,-0.77,,0.02,0.0,,,,,-0.76,-2.05,0.0,-0.76,-0.075,-0.075,KIA 타이거즈,11407
37,박정우,21 LF,-0.081,9,2,27.0,4,4,0,0,100.0,1.33,-0.69,-0.07,0.02,,,,,,-0.73,-3.3,-0.08,-0.81,-0.073,-0.081,KIA 타이거즈,12869
38,황윤호,21 3B,-0.082,4,3,29.2,8,2,4,2,75.0,1.82,-0.84,,0.02,,,,,,-0.82,-19.74,0.0,-0.82,-0.082,-0.082,KIA 타이거즈,11363
39,김규성,21 2B,-0.091,33,3,64.0,41,12,27,2,95.1,5.48,-1.39,,0.08,0.24,,,,,-1.07,-2.86,0.15,-0.92,-0.106,-0.091,KIA 타이거즈,12540
40,류지혁,21 1B,-0.098,42,34,312.1,310,291,17,2,99.4,8.88,1.62,,0.26,,0.06,,,,1.94,3.03,-2.92,-0.98,0.192,-0.098,KIA 타이거즈,10894
41,김태진,21 2B,-0.101,5,5,44.0,18,8,9,1,94.4,3.48,-1.54,,0.06,0.27,,,,,-1.22,-1.77,0.2,-1.02,-0.121,-0.101,KIA 타이거즈,11244
42,터커,21 RF,-0.101,10,7,52.2,12,11,0,1,91.7,1.88,-0.72,-0.07,0.07,,,,,,-0.72,-0.82,-0.3,-1.02,-0.072,-0.101,KIA 타이거즈,14224
43,이우성,21 RF,-0.114,2,1,10.0,3,3,0,0,100.0,2.7,-1.44,0.31,0.01,,,,,,-1.11,-2.46,-0.04,-1.15,-0.11,-0.114,KIA 타이거즈,11099
44,황윤호,21 2B,-0.125,2,1,11.0,4,0,4,0,100.0,3.27,-1.34,,0.01,,,,,,-1.32,-31.75,0.06,-1.26,-0.131,-0.125,KIA 타이거즈,11363
45,김규성,21 3B,-0.186,3,1,15.2,7,1,4,2,71.4,2.87,-1.09,,0.01,,-0.8,,,,-1.88,-5.01,0.0,-1.88,-0.186,-0.186,KIA 타이거즈,12540
46,오정환,21 3B,-0.187,1,1,8.0,3,0,2,1,66.7,2.25,-1.89,,0.01,,,,,,-1.88,-30.14,0.0,-1.88,-0.187,-0.187,KIA 타이거즈,13117
47,김석환,21 1B,-0.243,4,4,35.0,42,40,0,2,95.2,10.29,-2.14,,0.03,,,,,,-2.11,-60.9,-0.34,-2.45,-0.21,-0.243,KIA 타이거즈,12917
48,유민상,21 1B,-0.272,15,14,118.0,113,106,7,0,100.0,8.62,-1.68,,0.1,,,,,,-1.58,-9.5,-1.16,-2.74,-0.157,-0.272,KIA 타이거즈,10895
49,나지완,21 LF,-0.565,24,23,176.0,38,38,0,0,100.0,1.94,-4.7,-0.24,0.16,,,,,,-4.78,-22.2,-0.92,-5.7,-0.474,-0.565,KIA 타이거즈,10030
50,최원준,21 RF,-0.602,140,133,1163.1,308,291,10,7,97.7,2.33,0.48,1.58,-1.89,,,,,,0.16,0.17,-6.24,-6.08,0.016,-0.602,KIA 타이거즈,12534
51,터커,21 LF,-0.812,91,88,693.0,145,143,1,1,99.3,1.87,-4.22,-0.43,0.13,,,,,,-4.53,-5.13,-3.66,-8.19,-0.449,-0.812,KIA 타이거즈,14224
52,황대인,21 1B,-0.925,71,64,546.0,532,502,27,3,99.4,8.72,-3.87,,-0.55,,0.37,,,,-4.05,-6.78,-5.28,-9.33,-0.401,-0.925,KIA 타이거즈,11306
53,강경학,21 3B,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,10676
53,이의리,21 P,,19,19,94.2,10,3,6,1,90.0,0.86,,,,,,,,,0.0,,,,0.0,,KIA 타이거즈,14788
53,황윤호,21 P,,1,0,0.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,11363
53,정해영,21 P,,64,0,65.1,14,3,10,1,92.9,1.79,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,14608
53,최정민,21 3B,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,10808
53,최정용,21 P,,1,0,0.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,11407
53,장현식,21 P,,69,0,76.2,11,1,9,1,90.9,1.17,,,,,,,,,0.0,0.0,,,0.0,,KIA 타이거즈,11164
53,이준영,21 P,,47,1,35.2,7,1,6,0,100.0,1.77,,,,,,,,,0.0,,,,0.0,,KIA 타이거즈,11303
53,류지혁,21 SS,,1,0,1.0,2,1,1,0,100.0,18.0,0.72,,0.0,,,,,,0.72,1.12,,,0.071,,KIA 타이거즈,10894
1,심우준,21 SS,1.363,138,129,1065.0,556,210,327,19,96.6,4.54,3.52,,-0.28,1.33,,,,,4.58,4.75,9.16,13.74,0.454,1.363,KT 위즈,11334
2,장성우,21 C,0.72,110,97,813.1,748,698,43,7,99.1,8.2,-0.31,,-0.37,,-0.37,-0.84,-0.74,,-2.41,-2.73,9.67,7.26,-0.239,0.72,KT 위즈,10235
3,오윤석,21 2B,0.533,42,23,207.0,120,35,85,0,100.0,5.22,3.39,,0.26,0.92,,,,,4.57,6.78,0.81,5.38,0.453,0.533,KT 위즈,11397
4,황재균,21 3B,0.376,114,112,938.1,261,67,178,16,93.9,2.35,1.08,,0.7,1.49,0.52,,,,3.79,4.66,0.0,3.79,0.376,0.376,KT 위즈,10407
5,배정대,21 CF,0.365,144,139,1189.1,318,308,7,3,99.1,2.38,2.41,1.55,-0.28,,,,,,3.68,3.68,0.0,3.68,0.365,0.365,KT 위즈,11212
6,허도환,21 C,0.35,57,33,290.1,252,238,13,1,99.6,7.78,-0.17,,0.44,,-0.05,-0.08,0.8,,0.7,1.63,2.83,3.53,0.069,0.35,KT 위즈,10684
7,송민섭,21 RF,0.311,48,3,109.1,34,32,2,0,100.0,2.8,2.03,1.27,0.15,,,,,,3.45,4.07,-0.31,3.14,0.342,0.311,KT 위즈,11342
8,신본기,21 2B,0.306,52,30,233.2,119,52,64,3,97.5,4.47,1.89,,0.29,-0.06,,,,,2.12,3.18,0.97,3.09,0.21,0.306,KT 위즈,10840
9,송민섭,21 LF,0.261,58,0,102.1,23,22,1,0,100.0,2.02,2.21,0.52,0.09,,,,,,2.83,3.33,-0.19,2.64,0.28,0.261,KT 위즈,11342
10,이홍구,21 C,0.246,35,13,143.1,129,122,7,0,100.0,8.1,-0.12,,0.46,,,0.49,0.6,,1.26,4.89,1.22,2.48,0.125,0.246,KT 위즈,11071
11,오윤석,21 1B,0.155,25,7,79.2,74,66,8,0,100.0,8.36,1.72,,0.07,,0.38,,,,2.16,3.21,-0.6,1.56,0.214,0.155,KT 위즈,11397
12,홍현빈,21 LF,0.142,23,1,49.2,12,11,1,0,100.0,2.17,1.46,0.02,0.05,,,,,,1.53,5.11,-0.09,1.44,0.151,0.142,KT 위즈,12941
13,신본기,21 SS,0.127,14,6,53.1,18,5,13,0,100.0,3.04,0.29,,0.09,0.43,,,,,0.81,1.21,0.48,1.29,0.08,0.127,KT 위즈,10840
14,천성호,21 2B,0.114,9,4,31.2,15,4,11,0,100.0,4.26,0.56,,0.04,0.41,,,,,1.01,3.54,0.14,1.15,0.1,0.114,KT 위즈,14606
15,호잉,21 CF,0.104,5,3,26.0,9,8,1,0,100.0,3.12,1.03,-0.01,0.03,,,,,,1.05,2.22,0.0,1.05,0.104,0.104,KT 위즈,13069
16,박경수,21 2B,0.094,97,60,522.0,305,121,181,3,99.0,5.21,-0.48,,0.66,-1.6,,,,,-1.42,-1.73,2.37,0.95,-0.141,0.094,KT 위즈,10469
17,강민국,21 3B,0.084,1,0,3.0,3,0,3,0,100.0,9.0,0.84,,0.0,,,,,,0.84,6.75,0.0,0.84,0.084,0.084,KT 위즈,11243
18,권동진,21 3B,0.081,2,0,5.0,3,1,2,0,100.0,5.4,0.45,,0.0,0.37,,,,,0.82,1.38,0.0,0.82,0.081,0.081,KT 위즈,14777
19,신본기,21 3B,0.076,47,21,195.0,60,14,45,1,98.3,2.72,1.47,,0.15,-1.31,0.46,,,,0.77,1.15,0.0,0.77,0.076,0.076,KT 위즈,10840
20,김태훈,21 LF,0.058,5,4,22.0,5,4,1,0,100.0,2.05,-0.23,0.89,0.02,,,,,,0.69,2.25,-0.1,0.59,0.068,0.058,KT 위즈,11336
21,홍현빈,21 RF,0.057,2,0,5.0,2,2,0,0,100.0,3.6,0.58,,0.01,,,,,,0.58,1.95,-0.01,0.57,0.058,0.057,KT 위즈,12941
22,문상철,21 LF,0.056,3,0,3.1,1,1,0,0,100.0,2.7,0.57,0.0,0.0,,,,,,0.57,1.56,-0.01,0.56,0.057,0.056,KT 위즈,11333
23,조용호,21 CF,0.049,2,2,10.0,2,2,0,0,100.0,1.8,0.48,,0.01,,,,,,0.49,0.51,0.0,0.49,0.049,0.049,KT 위즈,12943
24,김민혁,21 CF,0.048,2,0,4.0,1,1,0,0,100.0,2.25,0.48,,0.0,,,,,,0.48,0.92,0.0,0.48,0.048,0.048,KT 위즈,11339
25,문상철,21 1B,0.038,18,7,66.2,77,74,3,0,100.0,10.4,0.91,,0.06,,,,,,0.97,2.63,-0.58,0.39,0.096,0.038,KT 위즈,11333
26,호잉,21 RF,0.035,68,65,554.0,128,121,4,3,97.7,2.03,4.02,-0.12,-0.73,,,,,,3.17,6.71,-2.82,0.35,0.314,0.035,KT 위즈,13069
27,고명성,21 SS,0.02,4,0,4.2,3,0,3,0,100.0,5.79,0.44,,0.01,-0.26,,,,,0.18,3.8,0.02,0.2,0.018,0.02,KT 위즈,13171
28,강민국,21 2B,0.008,16,13,105.0,67,24,42,1,98.5,5.66,-1.07,,0.13,0.54,,,,,-0.39,-3.15,0.47,0.08,-0.039,0.008,KT 위즈,11243
29,문상철,21 3B,0.0,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,KT 위즈,11333
30,고영표,21 P,0.0,26,25,166.2,38,10,28,0,100.0,2.05,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,KT 위즈,11308
31,김준태,21 C,-0.001,7,1,16.0,17,13,3,1,94.1,9.0,0.0,,-0.45,,,0.43,-0.22,,-0.17,-0.43,0.17,-0.01,-0.017,-0.001,KT 위즈,10835
32,김병희,21 1B,-0.002,2,0,3.0,2,2,0,0,100.0,6.0,-0.01,,0.0,,,,,,0.0,-0.02,-0.02,-0.02,0.0,-0.002,KT 위즈,11330
33,권동진,21 2B,-0.023,39,5,96.1,53,21,29,3,94.3,4.67,-0.76,,0.12,0.12,,,,,-0.52,-0.88,0.29,-0.23,-0.052,-0.023,KT 위즈,14777
34,강백호,21 C,-0.028,1,0,1.0,2,2,0,0,100.0,18.0,0.0,,0.0,,,,-0.44,,-0.31,-0.31,0.02,-0.28,-0.03,-0.028,KT 위즈,13168
35,김민혁,21 LF,-0.044,38,31,225.2,48,48,0,0,100.0,1.91,1.2,-0.55,0.2,,,,,,0.86,1.64,-1.3,-0.44,0.085,-0.044,KT 위즈,11339
36,송민섭,21 CF,-0.074,17,0,34.2,7,7,0,0,100.0,1.82,-0.73,-0.05,0.04,,,,,,-0.75,-0.88,0.0,-0.75,-0.074,-0.074,KT 위즈,11342
37,천성호,21 1B,-0.077,12,2,37.2,32,31,0,1,96.9,7.41,-0.54,,0.03,,,,,,-0.51,-1.8,-0.26,-0.77,-0.051,-0.077,KT 위즈,14606
38,박승욱,21 2B,-0.11,4,2,12.0,10,4,4,2,80.0,6.0,-1.17,,0.02,,,,,,-1.16,-20.86,0.05,-1.11,-0.115,-0.11,KT 위즈,10804
39,김건형,21 RF,-0.147,11,11,85.0,10,9,1,0,100.0,1.06,-1.62,0.4,0.12,,,,,,-1.1,-14.34,-0.39,-1.49,-0.109,-0.147,KT 위즈,14779
40,천성호,21 3B,-0.164,8,1,21.0,7,0,5,2,71.4,2.14,-1.83,,0.02,0.16,,,,,-1.65,-5.81,0.0,-1.65,-0.164,-0.164,KT 위즈,14606
41,권동진,21 SS,-0.177,44,9,140.0,75,25,45,5,93.3,4.5,-1.47,,0.23,-1.51,,,,,-2.75,-4.6,0.96,-1.79,-0.272,-0.177,KT 위즈,14777
42,김병희,21 3B,-0.198,19,10,94.2,33,8,22,3,90.9,2.85,-1.38,,0.07,-0.68,,,,,-2.0,-8.46,0.0,-2.0,-0.198,-0.198,KT 위즈,11330
43,김병희,21 2B,-0.199,12,7,54.1,25,6,17,2,92.0,3.81,-2.0,,0.07,-0.33,,,,,-2.25,-9.54,0.24,-2.01,-0.223,-0.199,KT 위즈,11330
44,김민혁,21 RF,-0.223,5,1,14.2,6,5,0,1,83.3,3.07,-0.68,-1.03,-0.48,,,,,,-2.19,-4.21,-0.06,-2.25,-0.217,-0.223,KT 위즈,11339
45,김태훈,21 RF,-0.241,12,11,91.0,17,17,0,0,100.0,1.68,-2.05,-0.11,0.13,,,,,,-2.03,-6.65,-0.4,-2.43,-0.201,-0.241,KT 위즈,11336
46,유한준,21 RF,-0.272,15,11,85.0,11,11,0,0,100.0,1.16,-1.93,-0.49,0.12,,,,,,-2.3,-3.19,-0.44,-2.74,-0.228,-0.272,KT 위즈,10627
47,강백호,21 RF,-0.278,5,4,30.2,5,5,0,0,100.0,1.47,-1.77,-0.91,0.04,,,,,,-2.64,-2.68,-0.16,-2.8,-0.262,-0.278,KT 위즈,13168
48,알몬테,21 LF,-0.371,35,33,241.0,55,52,1,2,96.4,1.98,-1.67,-0.44,-0.28,,,,,,-2.4,-5.76,-1.34,-3.74,-0.238,-0.371,KT 위즈,14752
49,조용호,21 RF,-0.372,45,38,289.1,58,56,2,0,100.0,1.8,-3.07,0.53,0.4,,,,,,-2.14,-2.23,-1.61,-3.75,-0.212,-0.372,KT 위즈,12943
50,조용호,21 LF,-0.632,104,75,619.1,124,119,5,0,100.0,1.8,-3.73,0.09,0.56,,,,,,-3.08,-3.21,-3.3,-6.38,-0.305,-0.632,KT 위즈,12943
51,강백호,21 1B,-0.762,133,128,1068.0,1149,1024,106,19,98.3,9.52,4.07,,-0.11,,-0.22,,,,3.74,3.79,-11.42,-7.68,0.37,-0.762,KT 위즈,13168
52,안영명,21 P,,35,0,35.1,8,1,7,0,100.0,2.04,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,10600
52,오윤석,21 3B,,3,0,5.0,3,0,3,0,100.0,5.4,0.59,,0.0,-0.02,,,,,0.57,0.85,,,0.057,,KT 위즈,11397
52,김민수,21 P,,55,1,58.0,15,6,7,2,86.7,2.02,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11317
52,심우준,21 2B,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,KT 위즈,11334
52,이대은,21 P,,31,0,31.0,6,4,2,0,100.0,1.74,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11907
52,박승욱,21 1B,,2,0,2.0,0,0,0,0,0.0,0.0,-1.24,,0.0,,,,,,-1.24,-22.36,,,-0.123,,KT 위즈,10804
52,고명성,21 2B,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.03,,,0.0,,KT 위즈,13171
52,유원상,21 P,,11,0,13.1,2,0,2,0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,10604
52,심재민,21 P,,28,2,46.2,6,2,4,0,100.0,1.16,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11311
52,오윤석,21 SS,,1,0,1.0,0,0,0,0,0.0,0.0,-0.04,,0.0,,,,,,-0.04,-0.06,,,-0.004,,KT 위즈,11397
52,데스파이네,21 P,,33,33,188.2,46,9,36,1,97.8,2.15,,,,,,,,,0.0,,,,0.0,,KT 위즈,14602
52,하준호,21 P,,10,0,12.0,2,0,2,0,100.0,1.5,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,10304
52,이창재,21 P,,32,0,26.2,1,0,1,0,100.0,0.34,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11320
52,고명성,21 3B,,1,0,1.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,0.0,,KT 위즈,13171
52,유한준,21 LF,,1,0,0.2,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,KT 위즈,10627
52,조현우,21 P,,48,0,31.0,17,4,11,2,88.2,4.35,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11316
52,김재윤,21 P,,65,0,67.0,10,1,9,0,100.0,1.34,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11489
52,황재균,21 1B,,1,0,2.0,2,2,0,0,100.0,9.0,0.37,,0.0,,,,,,0.37,0.45,,,0.037,,KT 위즈,10407
52,박시영,21 P,,48,0,45.0,7,2,4,1,85.7,1.2,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,10737
52,김태훈,21 1B,,4,0,5.0,3,3,0,0,100.0,5.4,0.26,,0.0,,,,,,0.27,0.87,,,0.026,,KT 위즈,11336
1,강민호,21 C,1.11,119,110,934.0,856,800,49,7,99.2,8.18,0.14,,-0.47,,0.14,-1.2,2.4,,0.28,0.33,10.92,11.2,0.028,1.11,삼성 라이온즈,10232
2,박해민,21 CF,0.48,125,119,989.2,283,280,2,1,99.6,2.56,4.04,0.28,0.52,,,,,,4.84,5.49,0.0,4.84,0.48,0.48,삼성 라이온즈,11190
3,김지찬,21 SS,0.254,90,73,599.1,277,90,172,15,94.6,3.93,-3.74,,-0.53,1.51,,,,,-2.76,-3.31,5.32,2.56,-0.273,0.254,삼성 라이온즈,14618
4,박승규,21 LF,0.251,18,9,93.1,32,32,0,0,100.0,3.09,3.56,-0.67,0.08,,,,,,2.97,7.26,-0.44,2.53,0.295,0.251,삼성 라이온즈,14122
5,김지찬,21 2B,0.249,36,10,130.0,74,27,44,3,95.9,4.92,1.38,,-0.83,1.46,,,,,2.0,2.4,0.51,2.51,0.198,0.249,삼성 라이온즈,14618
6,박승규,21 CF,0.165,22,4,62.1,24,24,0,0,100.0,3.47,2.01,-0.42,0.06,,,,,,1.66,4.05,0.0,1.66,0.165,0.165,삼성 라이온즈,14122
7,김도환,21 C,0.119,25,13,113.2,92,88,3,1,98.9,7.21,0.27,,-0.13,,,-0.21,0.29,,0.12,0.71,1.08,1.2,0.012,0.119,삼성 라이온즈,14115
8,김헌곤,21 RF,0.105,19,13,125.1,31,31,0,0,100.0,2.23,1.83,-0.34,0.17,,,,,,1.66,2.02,-0.6,1.06,0.164,0.105,삼성 라이온즈,10640
9,김현준,21 RF,0.076,6,0,9.2,5,5,0,0,100.0,4.66,0.71,0.07,0.01,,,,,,0.79,8.72,-0.02,0.77,0.078,0.076,삼성 라이온즈,14867
10,박승규,21 RF,0.075,5,0,10.0,1,1,0,0,100.0,0.9,0.6,0.17,0.01,,,,,,0.78,1.9,-0.02,0.76,0.077,0.075,삼성 라이온즈,14122
11,김성윤,21 RF,0.065,8,1,23.0,8,7,0,1,87.5,2.74,1.13,0.07,-0.47,,,,,,0.74,3.54,-0.08,0.66,0.073,0.065,삼성 라이온즈,12936
12,김상수,21 2B,0.061,130,125,1039.0,612,241,359,12,98.0,5.2,-1.7,,-1.18,-1.42,,,,,-4.3,-4.69,4.91,0.61,-0.426,0.061,삼성 라이온즈,10320
13,이성곤,21 1B,0.048,2,1,5.0,8,7,1,0,100.0,14.4,0.52,,0.0,,,,,,0.53,1.23,-0.04,0.49,0.052,0.048,삼성 라이온즈,11206
14,김호재,21 2B,0.036,6,0,12.1,4,0,4,0,100.0,2.92,0.32,,0.02,,,,,,0.33,0.55,0.03,0.36,0.033,0.036,삼성 라이온즈,13240
15,김민수,21 C,0.031,46,19,201.1,192,176,13,3,98.4,8.45,-0.26,,-0.85,,-0.04,1.42,-2.82,,-1.71,-5.22,2.02,0.31,-0.169,0.031,삼성 라이온즈,11266
16,김현준,21 LF,0.03,4,0,6.0,2,2,0,0,100.0,3.0,0.66,-0.35,0.01,,,,,,0.31,3.45,-0.01,0.3,0.031,0.03,삼성 라이온즈,14867
17,김응민,21 C,0.015,1,1,7.0,4,4,0,0,100.0,5.14,0.0,,0.02,,,0.0,0.12,,0.11,15.25,0.05,0.15,0.01,0.015,삼성 라이온즈,10890
18,김지찬,21 3B,0.013,5,4,33.0,12,0,11,1,91.7,3.0,0.53,,0.02,-0.52,0.1,,,,0.13,0.16,0.0,0.13,0.013,0.013,삼성 라이온즈,14618
19,김호재,21 3B,0.007,27,2,56.0,15,5,10,0,100.0,2.41,0.29,,0.04,-0.26,,,,,0.07,0.12,0.0,0.07,0.007,0.007,삼성 라이온즈,13240
20,권정웅,21 C,0.004,2,1,3.0,2,2,0,0,100.0,6.0,,,0.01,,,,0.01,,0.02,1.4,0.02,0.04,0.002,0.004,삼성 라이온즈,12529
21,오선진,21 2B,0.001,2,0,3.0,2,1,1,0,100.0,6.0,,,0.0,,,,,,0.0,0.02,0.01,0.01,0.0,0.001,삼성 라이온즈,10557
22,이학주,21 SS,-0.026,64,47,401.2,223,81,131,11,95.1,4.75,-2.27,,-1.35,-0.01,,,,,-3.63,-7.91,3.36,-0.27,-0.36,-0.026,삼성 라이온즈,14114
23,김호재,21 1B,-0.048,35,8,109.2,97,88,8,1,99.0,7.88,0.23,,0.09,,,,,,0.32,0.53,-0.8,-0.48,0.031,-0.048,삼성 라이온즈,13240
24,최영진,21 3B,-0.048,17,5,63.0,20,8,12,0,100.0,2.86,-0.99,,0.05,0.35,0.11,,,,-0.49,-1.59,0.0,-0.49,-0.048,-0.048,삼성 라이온즈,10934
25,김호재,21 SS,-0.051,12,3,35.0,13,3,9,1,92.3,3.09,-0.46,,0.06,-0.36,,,,,-0.76,-1.26,0.24,-0.52,-0.075,-0.051,삼성 라이온즈,13240
26,송준석,21 LF,-0.053,13,12,90.0,24,24,0,0,100.0,2.4,-0.17,0.0,0.08,,,,,,-0.09,-0.71,-0.44,-0.53,-0.009,-0.053,삼성 라이온즈,11200
27,구자욱,21 RF,-0.064,130,130,1085.0,259,247,9,3,98.8,2.12,3.89,1.18,0.0,,,,,,5.07,5.25,-5.71,-0.64,0.503,-0.064,삼성 라이온즈,10892
28,이원석,21 3B,-0.072,103,103,742.0,176,43,129,4,97.7,2.09,-1.21,,0.06,0.24,0.19,,,,-0.73,-0.8,0.0,-0.73,-0.072,-0.072,삼성 라이온즈,10180
29,강한울,21 2B,-0.073,17,9,73.2,33,15,17,1,97.0,3.91,-1.14,,0.09,-0.04,,,,,-1.09,-1.26,0.35,-0.74,-0.108,-0.073,삼성 라이온즈,11255
30,강한울,21 SS,-0.08,23,11,112.0,53,22,30,1,98.1,4.18,-2.07,,0.18,0.08,,,,,-1.8,-2.1,1.0,-0.8,-0.179,-0.08,삼성 라이온즈,11255
31,김성표,21 CF,-0.086,20,3,65.1,18,17,0,1,94.4,2.34,-1.04,0.6,-0.43,,,,,,-0.87,-3.21,0.0,-0.87,-0.086,-0.086,삼성 라이온즈,11109
32,박해민,21 1B,-0.118,4,1,14.2,14,14,0,0,100.0,8.59,-1.1,,0.01,,,,,,-1.09,-1.24,-0.1,-1.19,-0.108,-0.118,삼성 라이온즈,11190
33,김성윤,21 CF,-0.158,6,2,19.2,4,4,0,0,100.0,1.83,-1.63,0.02,0.02,,,,,,-1.59,-7.64,0.0,-1.59,-0.158,-0.158,삼성 라이온즈,12936
34,최영진,21 1B,-0.176,21,4,59.2,58,53,5,0,100.0,8.75,-1.35,,0.05,,,,,,-1.3,-4.24,-0.48,-1.78,-0.128,-0.176,삼성 라이온즈,10934
35,강한울,21 3B,-0.19,82,30,365.0,97,27,63,7,92.8,2.22,-1.99,,-0.23,0.18,0.12,,,,-1.91,-2.22,0.0,-1.91,-0.19,-0.19,삼성 라이온즈,11255
36,김성윤,21 LF,-0.19,7,0,9.0,1,0,0,1,0.0,0.0,-1.3,-0.1,-0.49,,,,,,-1.89,-9.07,-0.03,-1.92,-0.187,-0.19,삼성 라이온즈,12936
37,오선진,21 SS,-0.202,21,10,111.0,44,20,22,2,95.5,3.41,-1.86,,0.18,-1.23,,,,,-2.92,-18.25,0.88,-2.04,-0.289,-0.202,삼성 라이온즈,10557
38,이원석,21 1B,-0.209,20,17,128.0,111,103,7,1,99.1,7.73,-0.83,,0.11,,,,,,-0.72,-0.8,-1.38,-2.1,-0.072,-0.209,삼성 라이온즈,10180
39,김동엽,21 LF,-0.235,36,25,193.2,41,39,1,1,97.6,1.86,-0.94,-0.6,0.18,,,,,,-1.37,-2.85,-1.0,-2.37,-0.135,-0.235,삼성 라이온즈,12548
