Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
김민우,22 P,,29,29,163.0,26,9,16,1,96.2,1.38,,,,,,,,,0.0,0.0,,,0.0,114109
문동주,22 P,,13,4,28.2,7,1,6,0,100.0,2.2,,,,,,,,,0.0,,,,0.0,150139
류희운,22 P,,7,0,6.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,126559
신정락,22 P,,44,0,47.0,16,6,10,0,100.0,3.06,,,,,,,,,0.0,0.0,,,0.0,105169
주현상,22 P,,49,0,55.1,12,4,8,0,100.0,1.95,,,,,,,,,0.0,0.0,,,0.0,114159
김범수,22 P,,78,0,66.0,17,5,11,1,94.1,2.18,,,,,,,,,0.0,0.0,,,0.0,114119
윤호솔,22 P,,52,0,42.1,4,1,2,1,75.0,0.64,,,,,,,,,0.0,0.0,,,0.0,111709
오지환,22 SS,1.729,142,137,1167.0,585,210,359,16,97.3,4.39,5.0,,0.96,-0.53,,,,,5.44,5.51,11.34,16.78,0.56,104756
유강남,22 C,1.41,134,116,1008.1,899,821,71,7,99.2,7.96,0.32,,0.17,,0.25,0.26,2.65,,2.86,2.96,10.82,13.68,0.294,107536
김기연,22 C,0.076,12,1,24.0,12,12,0,0,100.0,4.5,-0.08,,0.07,,,,0.75,,0.52,6.2,0.22,0.73,0.053,125496
허도환,22 C,0.031,63,27,254.2,224,211,13,0,100.0,7.92,-0.03,,0.78,,0.07,-0.26,-3.42,,-1.83,-4.12,2.14,0.3,-0.189,106846
김호은,22 1B,-0.003,1,0,3.0,2,2,0,0,100.0,6.0,-0.01,,0.0,,,,,,-0.01,-0.5,-0.02,-0.03,-0.001,125546
서건창,22 2B,-0.153,63,54,474.0,257,98,155,4,98.4,4.8,-3.68,,0.07,0.07,,,,,-3.54,-6.61,2.05,-1.49,-0.364,108556
김현수,22 LF,-0.774,96,94,802.1,178,172,4,2,98.9,1.97,-2.33,-1.33,0.24,,,,,,-3.42,-3.49,-4.09,-7.51,-0.353,101876
송승기,22 P,,7,0,8.1,3,0,3,0,100.0,3.24,,,,,,,,,0.0,0.0,,,0.0,148466
최동환,22 P,,47,0,50.0,5,1,3,1,80.0,0.72,,,,,,,,,0.0,0.0,,,0.0,105356
박재욱,22 C,,1,0,1.0,1,1,0,0,100.0,9.0,0.0,,0.0,,,,0.01,,0.01,1.64,,,0.001,125126
배재준,22 P,,17,5,31.1,5,1,4,0,100.0,1.44,,,,,,,,,0.0,0.0,,,0.0,126976
플럿코,22 P,,27,28,162.0,12,1,11,0,100.0,0.67,,,,,,,,,0.0,,,,0.0,150036
송은범,22 P,,25,0,26.2,4,1,3,0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,101376
최성훈,22 P,,44,0,33.1,8,4,3,1,87.5,1.89,,,,,,,,,0.0,0.0,,,0.0,108516
고우석,22 P,,61,0,60.2,14,4,8,2,85.7,1.78,,,,,,,,,0.0,0.0,,,0.0,129076
허준혁,22 P,,6,0,4.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,150836
김진성,22 P,,65,0,58.0,10,0,10,0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,111666
함덕주,22 P,,12,0,12.2,1,0,1,0,100.0,0.71,,,,,,,,,0.0,0.0,,,0.0,110946
채지선,22 P,,3,0,3.0,2,0,2,0,100.0,6.0,,,,,,,,,0.0,0.0,,,0.0,113876
진해수,22 P,,63,0,45.0,9,3,6,0,100.0,1.8,,,,,,,,,0.0,0.0,,,0.0,100756
백승현,22 P,,12,0,10.0,5,2,3,0,100.0,4.5,,,,,,,,,0.0,0.0,,,0.0,130096
정우영,22 P,,67,0,58.0,17,0,17,0,100.0,2.64,,,,,,,,,0.0,0.0,,,0.0,141366
정보근,22 C,0.543,94,67,585.2,641,592,43,6,99.1,9.76,0.76,,-1.12,,-0.22,0.99,-0.82,,-0.16,-0.24,5.42,5.27,-0.016,131542
지시완,22 C,0.498,71,48,426.1,413,388,23,2,99.5,8.68,0.27,,0.82,,-0.19,-2.33,2.75,,0.49,0.94,4.34,4.83,0.051,114132
강태율,22 C,0.15,17,9,82.0,85,78,7,0,100.0,9.33,-0.08,,0.25,,-0.29,1.28,-0.77,,0.61,4.63,0.84,1.45,0.063,113882
안중열,22 C,0.056,31,20,186.2,172,151,17,4,97.7,8.1,0.38,,-1.37,,0.43,0.06,-1.17,,-1.3,-5.69,1.85,0.54,-0.134,113292
고승민,22 RF,-0.016,76,62,521.2,113,107,4,2,98.2,1.92,1.88,0.39,-0.04,,,,,,2.22,3.47,-2.37,-0.15,0.229,141602
장두성,22 CF,-0.073,36,3,93.1,19,19,0,0,100.0,1.83,-0.35,-0.49,0.13,,,,,,-0.71,-1.92,0.0,-0.71,-0.073,131552
이학주,22 SS,-0.115,86,68,616.0,331,119,200,12,96.4,4.66,-3.65,,-0.43,-2.16,,,,,-6.24,-9.87,5.12,-1.12,-0.643,141142
윤동희,22 1B,-0.186,4,4,28.0,36,32,3,1,97.2,11.25,-1.56,,0.02,,,,,,-1.54,-55.47,-0.26,-1.8,-0.159,150482
정훈,22 1B,-0.456,77,74,614.2,606,561,43,2,99.7,8.84,1.68,,-0.02,,0.22,,,,1.87,2.97,-6.3,-4.43,0.193,102532
구승민,22 P,,72,0,62.0,8,2,6,0,100.0,1.16,,,,,,,,,0.0,,,,0.0,112912
문경찬,22 P,,38,0,40.1,5,1,4,0,100.0,1.12,,,,,,,,,0.0,0.0,,,0.0,112992
강윤구,22 P,,29,0,21.1,2,0,2,0,100.0,0.84,,,,,,,,,0.0,0.0,,,0.0,104232
김원중,22 P,,43,0,43.0,5,3,2,0,100.0,1.05,,,,,,,,,0.0,0.0,,,0.0,108252
나균안,22 P,,39,13,117.2,23,8,13,2,91.3,1.61,,,,,,,,,0.0,,,,0.0,129302
박동원,22 C,1.374,107,92,817.0,737,665,68,4,99.5,8.07,-0.52,,1.52,,-0.11,0.77,3.58,,4.16,4.88,9.17,13.33,0.429,103870
한승택,22 C,0.363,64,34,299.2,268,243,25,0,100.0,8.05,0.31,,0.91,,-0.21,-0.64,0.56,,0.76,1.66,2.76,3.52,0.079,111190
최형우,22 LF,0.087,19,17,133.0,35,34,1,0,100.0,2.37,1.53,-0.18,0.2,,,,,,1.55,1.69,-0.7,0.85,0.159,103440
김호령,22 CF,0.054,48,19,209.0,71,66,2,3,95.8,2.93,1.31,0.38,-1.16,,,,,,0.52,1.39,0.0,0.52,0.054,112980
신범수,22 C,0.013,2,1,8.0,7,7,0,0,100.0,7.88,0.0,,0.02,,,0.0,0.07,,0.08,5.4,0.05,0.12,0.008,125410
권혁경,22 C,-0.021,2,0,4.0,6,6,0,0,100.0,13.5,0.0,,0.01,,,,-0.38,,-0.26,-18.41,0.05,-0.21,-0.026,147900
김선우,22 C,-0.028,1,0,3.0,2,2,0,0,100.0,6.0,0.0,,0.01,,,,-0.47,,-0.32,-15.44,0.05,-0.27,-0.033,148220
김태진,22 2B,-0.071,3,0,6.0,2,0,1,1,50.0,1.5,-0.72,,0.01,,,,,,-0.71,-1.33,0.02,-0.69,-0.073,112440
김민식,22 C,-0.104,21,17,148.0,152,134,16,2,98.7,9.12,0.32,,-0.52,,0.21,-0.14,-3.35,,-2.47,-3.42,1.46,-1.01,-0.255,107070
고종욱,22 LF,-0.157,8,3,28.0,3,3,0,0,100.0,0.96,-1.94,0.51,0.04,,,,,,-1.39,-3.24,-0.13,-1.52,-0.144,106590
나성범,22 RF,-0.28,132,132,1131.2,230,223,4,3,98.7,1.81,2.02,0.19,1.03,,,,,,3.25,3.25,-5.96,-2.71,0.335,111620
황대인,22 1B,-1.251,129,127,1041.1,1030,955,68,7,99.3,8.84,-1.17,,-0.18,,-0.32,,,,-1.67,-1.87,-10.46,-12.13,-0.173,113060
나지완,22 LF,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.11,,,0.0,100300
김재열,22 P,,46,0,43.0,6,1,4,1,83.3,1.05,,,,,,,,,0.0,0.0,,,0.0,147470
류승현,22 RF,,1,0,2.0,1,1,0,0,100.0,4.5,0.38,,0.0,,,,,,0.38,18.17,,,0.039,125430
이의리,22 P,,29,28,154.0,20,5,13,2,90.0,1.05,,,,,,,,,0.0,,,,0.0,147880
장성우,22 C,0.928,101,87,763.2,707,661,39,7,99.0,8.25,-0.46,,-0.09,,-0.34,0.04,1.74,,0.36,0.45,8.64,9.0,0.038,102358
심우준,22 SS,0.799,129,124,1048.1,525,211,298,16,97.0,4.37,-0.87,,-0.68,0.4,,,,,-1.15,-1.26,8.9,7.75,-0.119,113348
김준태,22 C,0.452,78,57,504.2,439,414,22,3,99.3,7.78,0.2,,0.09,,0.02,-0.17,-1.71,,-1.06,-1.56,5.45,4.39,-0.109,108358
문상인,22 C,0.019,10,0,13.2,10,9,1,0,100.0,6.59,0.0,,0.04,,,0.26,-0.19,,0.16,1.97,0.02,0.19,0.017,132278
강백호,22 1B,0.006,16,13,111.0,100,91,7,2,98.0,7.95,0.99,,0.08,,0.15,,,,1.22,2.83,-1.16,0.06,0.126,131688
조대현,22 C,0.005,4,0,5.1,6,6,0,0,100.0,10.13,0.0,,0.02,,,-0.13,0.16,,0.0,-0.05,0.05,0.05,0.0,131778
전진영,22 RF,-0.067,2,0,2.0,0,0,0,0,0.0,0.0,-0.4,-0.24,0.0,,,,,,-0.64,-23.06,-0.01,-0.65,-0.066,148858
박경수,22 2B,-0.089,86,45,413.1,242,80,155,7,97.1,5.12,-2.41,,0.0,-0.11,,,,,-2.53,-3.64,1.66,-0.87,-0.26,104698
배정대,22 CF,-0.118,144,134,1195.2,321,313,5,3,99.1,2.39,-2.52,1.16,0.21,,,,,,-1.14,-1.14,0.0,-1.14,-0.118,112128
라모스,22 RF,-0.191,18,18,157.0,30,27,1,2,93.3,1.61,-0.71,0.35,-0.69,,,,,,-1.05,-8.41,-0.8,-1.85,-0.108,150008
박병호,22 1B,-0.22,107,105,873.0,942,861,74,7,99.3,9.64,6.66,,0.17,,-0.21,,,,6.63,7.7,-8.76,-2.13,0.683,104708
주권,22 P,,58,0,50.2,7,2,5,0,100.0,1.24,,,,,,,,,0.0,0.0,,,0.0,113238
이정현,22 P,,3,0,3.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,129378
이상우,22 P,,2,0,3.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,150908
김재윤,22 P,,61,0,66.1,3,2,1,0,100.0,0.41,,,,,,,,,0.0,0.0,,,0.0,114898
심재민,22 P,,42,1,43.1,11,4,7,0,100.0,2.28,,,,,,,,,0.0,0.0,,,0.0,113118
배제성,22 P,,24,18,107.0,26,6,18,2,92.3,2.02,,,,,,,,,0.0,0.0,,,0.0,113948
쿠에바스,22 P,,2,2,11.0,1,1,0,0,100.0,0.82,,,,,,,,,0.0,,,,0.0,139428
김민수,22 P,,76,0,80.2,18,3,13,2,88.9,1.79,,,,,,,,,0.0,,,,0.0,113178
류희운,22 P,,8,0,5.2,1,1,0,0,100.0,1.59,,,,,,,,,0.0,0.0,,,0.0,126558
고명성,22 2B,,1,0,1.0,2,1,1,0,100.0,18.0,0.29,,0.0,,,,,,0.29,41.98,,,0.028,131718
지명성,22 P,,2,0,2.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,147758
박영현,22 P,,52,0,51.2,7,0,6,1,85.7,1.05,,,,,,,,,0.0,0.0,,,0.0,150898
고영표,22 P,,28,28,182.1,57,18,35,4,93.0,2.62,,,,,,,,,0.0,,,,0.0,113088
강민호,22 C,0.808,95,84,714.1,591,546,41,4,99.3,7.4,-1.33,,0.73,,0.08,-0.57,0.97,,-0.42,-0.46,8.26,7.84,-0.043,102323
김태군,22 C,0.611,69,40,390.0,350,323,26,1,99.7,8.05,0.35,,0.7,,0.08,1.02,-0.46,,1.83,2.58,4.1,5.93,0.188,104593
김재성,22 C,0.082,26,18,171.2,140,133,5,2,98.6,7.23,0.17,,-0.44,,,-0.44,-0.56,,-1.1,-2.51,1.9,0.8,-0.113,113443
이태훈,22 1B,0.058,3,1,10.0,9,8,1,0,100.0,8.1,0.63,,0.01,,,,,,0.64,9.23,-0.08,0.56,0.066,131603
이병헌,22 C,0.016,3,2,11.0,12,9,3,0,100.0,9.82,0.0,,0.03,,,-0.02,0.05,,0.05,2.63,0.1,0.15,0.006,141173
김동엽,22 LF,0.003,9,5,45.0,11,11,0,0,100.0,2.2,0.63,-0.5,0.07,,,,,,0.2,0.97,-0.17,0.03,0.021,125483
구자욱,22 RF,-0.933,97,96,838.2,175,166,5,4,97.7,1.84,-4.38,0.1,-0.45,,,,,,-4.73,-6.88,-4.32,-9.05,-0.488,108923
오재일,22 1B,-1.012,119,112,949.0,963,881,77,5,99.5,9.09,-1.05,,0.71,,-0.16,,,,-0.5,-0.53,-9.32,-9.82,-0.051,104003
홍정우,22 P,,25,0,26.2,8,2,6,0,100.0,2.7,,,,,,,,,0.0,0.0,,,0.0,132423
우규민,22 P,,60,0,47.0,10,1,9,0,100.0,1.91,,,,,,,,,0.0,0.0,,,0.0,105233
김서준,22 P,,3,0,2.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,150393
박주혁,22 P,,8,0,6.2,1,0,1,0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,146683
오승환,22 P,,56,0,57.0,5,3,1,1,80.0,0.63,,,,,,,,,0.0,0.0,,,0.0,103673
이상민,22 P,,45,0,29.1,6,2,3,1,83.3,1.53,,,,,,,,,0.0,0.0,,,0.0,111693
박성한,22 SS,2.029,138,131,1176.0,615,215,376,24,96.1,4.52,7.73,,0.5,0.26,,,,,8.48,8.73,11.2,19.68,0.874,129224
김민식,22 C,0.667,77,47,447.0,365,328,34,3,99.2,7.29,0.12,,-0.09,,-0.09,1.52,0.74,,1.98,2.74,4.49,6.47,0.204,107074
이재원,22 C,0.478,100,78,660.1,591,567,20,4,99.3,8.0,-0.42,,0.08,,-0.4,-0.32,-1.12,,-1.84,-2.53,6.48,4.64,-0.19,100824
김강민,22 CF,0.19,60,35,341.0,85,85,0,0,100.0,2.24,0.87,0.5,0.47,,,,,,1.84,3.16,0.0,1.84,0.19,101084
이흥련,22 C,0.185,22,15,139.0,114,109,5,0,100.0,7.38,0.63,,0.42,,0.09,-0.62,-0.07,,0.47,3.08,1.32,1.79,0.049,111084
최정,22 3B,0.168,117,115,958.1,253,71,170,12,95.3,2.26,1.4,,-0.14,0.38,-0.02,,,,1.63,1.93,0.0,1.63,0.168,101064
추신수,22 RF,0.055,2,2,17.0,4,4,0,0,100.0,2.12,0.59,,0.03,,,,,,0.62,0.8,-0.09,0.53,0.064,148884
라가레스,22 LF,0.048,46,46,394.2,101,97,2,2,98.0,2.26,3.09,-0.29,-0.37,,,,,,2.42,7.12,-1.96,0.46,0.25,151514
최준우,22 2B,0.011,6,4,25.0,21,9,11,1,95.2,7.2,0.69,,-0.45,-0.25,,,,,-0.01,-0.08,0.11,0.1,-0.001,131284
이현석,22 C,0.004,9,3,35.0,28,25,2,1,96.4,6.94,0.0,,-0.38,,,-0.28,0.62,,-0.23,-3.63,0.26,0.04,-0.023,113694
조형우,22 C,-0.017,5,1,20.0,19,19,0,0,100.0,8.55,0.0,,0.06,,,-0.29,-0.17,,-0.36,-5.7,0.19,-0.16,-0.037,148064
한유섬,22 RF,-0.033,120,114,979.2,214,210,4,0,100.0,1.97,2.31,0.55,1.73,,,,,,4.6,4.91,-4.92,-0.32,0.474,108154
크론,22 1B,-0.71,63,61,533.2,588,542,43,3,99.5,9.87,-2.09,,0.4,,-0.12,,,,-1.81,-3.9,-5.08,-6.89,-0.187,150064
전의산,22 1B,-0.824,62,56,477.2,478,441,29,8,98.3,8.86,-3.04,,-0.12,,-0.19,,,,-3.35,-6.26,-4.64,-7.99,-0.345,146994
폰트,22 P,,28,28,184.0,21,4,16,1,95.2,0.98,,,,,,,,,0.0,,,,0.0,147594
서동민,22 P,,19,0,21.0,3,0,1,2,33.3,0.43,,,,,,,,,0.0,0.0,,,0.0,131914
김택형,22 P,,64,0,60.1,10,3,6,1,90.0,1.34,,,,,,,,,0.0,0.0,,,0.0,113734
박민호,22 P,,22,0,22.0,4,1,3,0,100.0,1.64,,,,,,,,,0.0,0.0,,,0.0,112364
최민준,22 P,,51,1,68.1,17,6,10,1,94.1,2.11,,,,,,,,,0.0,0.0,,,0.0,131264
고효준,22 P,,45,0,38.2,8,3,4,1,87.5,1.63,,,,,,,,,0.0,0.0,,,0.0,101244
조요한,22 P,,21,0,19.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,,,,0.0,148584
양의지,22 C,1.33,96,89,736.2,744,688,54,2,99.7,9.07,0.75,,1.28,,0.31,1.46,0.46,,4.12,4.56,8.78,12.9,0.425,101655
박민우,22 2B,0.591,100,97,840.0,451,197,246,8,98.2,4.75,0.98,,0.01,0.32,,,,,1.32,1.82,4.42,5.74,0.136,111375
박대온,22 C,0.333,58,37,338.1,324,309,13,2,99.4,8.57,-0.85,,0.55,,,-0.57,1.37,,0.09,0.22,3.14,3.23,0.009,112465
김응민,22 C,0.128,34,17,179.2,181,163,17,1,99.4,9.02,0.3,,0.06,,0.09,-0.13,-1.12,,-0.47,-1.97,1.7,1.24,-0.048,108905
손아섭,22 RF,0.068,108,108,894.2,203,193,7,3,98.5,2.01,4.65,0.69,0.13,,,,,,5.47,5.71,-4.81,0.66,0.564,102615
윤형준,22 1B,0.024,23,14,121.0,109,99,10,0,100.0,8.11,0.9,,0.09,,0.14,,,,1.13,4.64,-0.9,0.23,0.116,111355
이재용,22 C,-0.056,7,0,15.0,15,13,1,1,93.3,8.4,0.0,,-0.44,,,0.41,-0.94,,-0.69,-12.37,0.14,-0.54,-0.071,129025
정범모,22 C,-0.095,4,1,17.0,20,20,0,0,100.0,10.59,-0.08,,0.05,,,-1.16,0.22,,-1.04,-29.96,0.12,-0.92,-0.107,107725
전민수,22 LF,-0.107,3,1,12.0,3,2,1,0,100.0,2.25,-1.18,0.17,0.02,,,,,,-0.99,-7.15,-0.05,-1.04,-0.102,104175
원종현,22 P,,67,0,63.1,13,3,8,2,84.6,1.56,,,,,,,,,0.0,0.0,,,0.0,111615
김진호,22 P,,36,0,42.2,10,1,8,1,90.0,1.9,,,,,,,,,0.0,0.0,,,0.0,128975
신민혁,22 P,,26,23,118.1,22,9,13,0,100.0,1.67,,,,,,,,,0.0,,,,0.0,130855
김태경,22 P,,16,7,44.1,8,5,2,1,87.5,1.42,,,,,,,,,0.0,0.0,,,0.0,145935
이용준,22 P,,10,2,22.0,3,0,2,1,66.7,0.82,,,,,,,,,0.0,0.0,,,0.0,147635
이용찬,22 P,,58,0,60.2,9,2,6,1,88.9,1.19,,,,,,,,,0.0,0.0,,,0.0,102175
하준영,22 P,,47,0,39.0,12,4,7,1,91.7,2.54,,,,,,,,,0.0,0.0,,,0.0,131155
류진욱,22 P,,51,0,46.1,9,2,5,2,77.8,1.36,,,,,,,,,0.0,0.0,,,0.0,113555
한재승,22 P,,12,0,10.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,147645
박세혁,22 C,1.04,126,110,884.0,762,689,68,5,99.3,7.71,-0.47,,0.28,,0.26,-0.95,2.1,,0.59,0.66,9.5,10.09,0.06,108911
장승현,22 C,0.437,59,24,260.1,212,194,14,4,98.1,7.19,0.51,,-0.66,,0.09,0.36,2.06,,1.74,4.17,2.5,4.24,0.179,110971
정수빈,22 CF,0.263,124,109,979.2,293,289,3,1,99.7,2.68,1.1,0.57,0.88,,,,,,2.55,2.89,0.0,2.55,0.263,101951
안승한,22 C,0.084,29,8,96.0,87,77,10,0,100.0,8.16,-0.13,,0.29,,0.09,0.94,-1.82,,-0.09,-0.45,0.91,0.82,-0.01,113281
박유연,22 C,-0.057,10,2,32.0,32,29,3,0,100.0,9.0,0.0,,0.1,,,-0.25,-0.98,,-0.84,-9.33,0.29,-0.55,-0.087,128921
김태근,22 CF,-0.105,2,2,16.1,4,4,0,0,100.0,2.2,-1.06,0.02,0.02,,,,,,-1.02,-73.21,0.0,-1.02,-0.105,141751
페르난데스,22 1B,-0.399,29,29,243.0,240,227,11,2,99.2,8.81,-0.44,,-0.3,,-0.51,,,,-1.25,-1.29,-2.62,-3.87,-0.128,139271
김재환,22 LF,-0.99,105,104,825.2,200,191,6,3,98.5,2.15,-4.24,-0.9,-0.21,,,,,,-5.34,-6.01,-4.26,-9.6,-0.551,106431
양석환,22 1B,-1.191,85,83,685.0,694,629,55,10,98.6,8.99,-4.42,,0.03,,-0.22,,,,-4.61,-6.21,-6.94,-11.55,-0.476,112131
김명신,22 P,,67,0,79.2,13,4,9,0,100.0,1.47,,,,,,,,,0.0,0.0,,,0.0,128471
장원준,22 P,,27,0,17.0,1,0,0,1,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,102991
김강률,22 P,,26,0,24.2,2,1,1,0,100.0,0.73,,,,,,,,,0.0,0.0,,,0.0,106901
최용제,22 C,,1,0,1.0,1,1,0,0,100.0,9.0,0.0,,0.0,,,,0.03,,0.02,3.52,,,0.003,126491
김동주,22 P,,10,0,16.2,3,2,0,1,66.7,1.08,,,,,,,,,0.0,0.0,,,0.0,147691
윤명준,22 P,,20,0,22.1,5,1,4,0,100.0,2.01,,,,,,,,,0.0,0.0,,,0.0,108851
박정수,22 P,,12,0,19.2,3,1,2,0,100.0,1.37,,,,,,,,,0.0,0.0,,,0.0,113001
이영하,22 P,,21,20,98.2,23,3,18,2,91.3,1.92,,,,,,,,,0.0,,,,0.0,125681
박신지,22 P,,29,9,61.2,15,4,9,2,86.7,1.9,,,,,,,,,0.0,0.0,,,0.0,130701
임창민,22 P,,30,0,27.1,4,1,2,1,75.0,0.99,,,,,,,,,0.0,0.0,,,0.0,104521
홍건희,22 P,,58,0,62.0,17,5,12,0,100.0,2.47,,,,,,,,,0.0,0.0,,,0.0,106961
이승진,22 P,,34,0,31.1,3,2,1,0,100.0,0.86,,,,,,,,,0.0,0.0,,,0.0,126781
정철원,22 P,,58,0,72.2,22,4,18,0,100.0,2.72,,,,,,,,,0.0,0.0,,,0.0,130711
김지용,22 P,,17,0,19.1,3,1,2,0,100.0,1.4,,,,,,,,,0.0,0.0,,,0.0,107471
이지영,22 C,1.125,137,102,994.2,906,818,77,11,98.8,8.1,-0.22,,-1.32,,0.21,0.01,2.44,,0.38,0.4,10.54,10.92,0.039,103127
이정후,22 CF,0.203,134,132,1155.1,313,304,7,2,99.4,2.42,-0.24,1.57,0.64,,,,,,1.97,2.0,0.0,1.97,0.203,129067
김웅빈,22 1B,0.164,11,9,77.2,79,70,8,1,98.7,9.04,2.46,,0.06,,-0.19,,,,2.33,7.45,-0.74,1.59,0.24,125037
박동원,22 C,0.084,7,6,48.0,42,38,3,1,97.6,7.69,-0.08,,-0.34,,0.09,0.0,0.85,,0.27,0.31,0.55,0.82,0.027,103877
임지열,22 LF,0.044,22,18,155.0,41,39,2,0,100.0,2.38,0.8,0.19,0.23,,,,,,1.22,4.4,-0.8,0.42,0.126,112257
김재현,22 C,-0.01,56,31,217.1,171,149,18,4,97.7,6.92,0.65,,-0.79,,0.09,0.06,-3.02,,-2.11,-5.43,2.02,-0.09,-0.218,108707
김시앙,22 C,-0.04,12,5,36.1,34,32,1,1,97.1,8.17,-0.07,,-0.37,,,-0.06,-0.27,,-0.7,-7.71,0.31,-0.38,-0.072,148517
김수환,22 1B,-0.446,44,42,297.0,305,275,27,3,99.0,9.15,-1.7,,0.22,,-0.01,,,,-1.49,-3.75,-2.84,-4.33,-0.153,130967
푸이그,22 RF,-1.043,96,96,842.2,164,150,8,6,96.3,1.69,-5.57,1.06,-1.41,,,,,,-5.92,-6.76,-4.2,-10.12,-0.61,150047
박승주,22 P,,26,0,25.0,2,0,2,0,100.0,0.72,,,,,,,,,0.0,0.0,,,0.0,129897
애플러,22 P,,33,25,140.1,26,9,13,4,84.6,1.41,,,,,,,,,0.0,0.0,,,0.0,150057
하영민,22 P,,41,0,39.1,12,4,6,2,83.3,2.29,,,,,,,,,0.0,0.0,,,0.0,112227
박주성,22 P,,10,0,13.0,4,1,3,0,100.0,2.77,,,,,,,,,0.0,0.0,,,0.0,141307
안우진,22 P,,30,30,196.0,31,3,26,2,93.5,1.33,,,,,,,,,0.0,,,,0.0,130917
김성진,22 P,,23,0,21.2,4,2,2,0,100.0,1.66,,,,,,,,,0.0,0.0,,,0.0,148497
노운현,22 P,,5,0,4.0,1,1,0,0,100.0,2.25,,,,,,,,,0.0,0.0,,,0.0,150277
김태훈,22 P,,43,0,43.0,7,0,7,0,100.0,1.47,,,,,,,,,0.0,0.0,,,0.0,108717
김태진,22 1B,0.036,76,60,517.0,392,293,94,5,0.987,6.737,0.75,-0.45,0.03,0.96,0.0,,0.0,0.0,1.49,2.823,-1.137,0.353,0.154,112447
오태곤,22 LF,0.424,148,63,673.0,268,243,24,1,0.996,3.571,4.75,0.29,0.44,0.0,0.0,,0.0,0.0,5.61,5.458,-1.495,4.115,0.578,102494
김태연,22 3B,0.168,100,86,719.0,285,117,154,14,0.951,3.392,1.5,0.17,-0.21,0.46,0.0,,0.0,0.0,1.55,2.232,0.081,1.631,0.16,125859
박정현,22 SS,0.94,84,53,500.0,307,172,127,8,0.974,5.382,6.56,0.0,0.14,1.48,0.0,,0.0,0.0,8.46,14.503,0.658,9.118,0.872,147049
이영빈,22 SS,0.164,45,11,145.0,97,49,46,2,0.979,5.897,0.86,0.0,0.19,0.1,0.0,,0.0,0.0,1.3,4.16,0.293,1.593,0.134,147836
홍성호,22 RF,-0.095,11,3,30.0,4,4,0,0,1.0,1.2,-0.68,-0.23,0.05,0.0,0.0,,0.0,0.0,-0.87,-11.389,-0.055,-0.925,-0.09,126061
이도윤,22 3B,0.09,69,27,307.0,132,45,81,6,0.955,3.694,1.66,0.0,0.38,-1.76,0.0,,0.0,0.0,0.49,1.023,0.38,0.87,0.051,114149
이상호,22 2B,-0.18,62,11,188.0,120,57,59,4,0.967,5.553,-0.97,0.0,-0.76,-0.21,0.0,,0.0,0.0,-1.94,-4.506,0.197,-1.743,-0.2,111476
손호영,22 2B,-0.262,38,22,193.0,110,46,59,5,0.955,4.896,-2.51,0.0,-0.24,-0.21,0.0,,0.0,0.0,-2.96,-11.217,0.421,-2.539,-0.305,145906
윤정빈,22 RF,0.218,12,0,20.0,9,9,0,0,1.0,4.05,1.76,0.35,0.02,0.0,0.0,,0.0,0.0,2.13,25.56,-0.018,2.112,0.22,131613
김민수,22 3B,0.145,61,40,337.0,220,138,77,5,0.977,5.742,0.7,0.0,-0.15,0.66,0.0,,0.0,0.0,1.46,3.447,-0.058,1.402,0.151,129312
렉스,22 RF,-0.022,70,52,449.0,110,106,2,2,0.982,2.165,1.8,-1.24,-0.27,0.0,0.0,,0.0,0.0,0.3,0.617,-0.511,-0.211,0.031,151522
안상현,22 2B,0.198,33,9,107.0,65,21,43,1,0.985,5.383,2.07,0.0,0.12,-0.63,0.0,,0.0,0.0,1.56,6.807,0.364,1.924,0.161,126134
김규성,22 2B,-0.197,65,10,172.0,92,58,32,2,0.978,4.709,-1.62,0.0,0.18,-0.63,0.0,,0.0,0.0,-1.97,-4.364,0.058,-1.912,-0.203,125400
이호연,22 1B,-0.197,94,45,483.0,275,172,99,4,0.985,5.05,-1.21,0.0,0.47,-0.28,0.0,,0.0,0.0,-1.5,-2.298,-0.413,-1.913,-0.155,131512
