Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y
윤정현,투수,5,5,2,0,0,0,0,0,0,1,2,2.0,26,5,0,0,0,6,0,0,2,0,0,1,1.5,3.0,6.12,1.83,키움 히어로즈,14131,0.0,4.0,0.0,6.0,0.0,1.0,0.0,100.0,1.5,0.0,0.0,4500,0.13,33367,키움 히어로즈
조영건,투수,6,6,0,0,0,0,0,0,1,0,0,0.5,27,5,1,0,0,2,0,0,7,0,0,0,0.0,0.0,2.38,0.91,키움 히어로즈,14132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,0.42,8020,키움 히어로즈
이정용,투수,37,24,9,0,0,7,2,3,1,40,45,46.4,382,100,20,1,5,19,2,0,50,9,0,3,4.15,4.67,3.84,1.37,LG 트윈스,14134,0.0,37.0,13.0,86.2,3.0,8.0,1.0,91.7,1.14,0.0,0.0,24000,0.87,27693,LG 트윈스
이상영,투수,6,4,1,0,0,0,1,0,0,4,5,4.5,54,12,3,0,0,8,3,0,4,1,0,0,3.27,4.09,6.04,1.82,LG 트윈스,14135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.11,46617,LG 트윈스
정우영,투수,60,60,3,0,0,5,6,0,11,27,39,37.45,245,63,11,0,1,17,15,1,41,5,1,2,4.7,6.79,3.96,1.55,LG 트윈스,14136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000,-0.74,-54168,LG 트윈스
이지강,투수,22,10,5,0,0,2,5,0,2,30,45,43.45,299,60,9,0,4,28,9,0,38,7,0,3,3.97,5.96,4.84,1.29,LG 트윈스,14143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.17,21420,LG 트윈스
백승건,투수,25,23,3,0,0,2,2,0,3,21,24,21.75,170,41,5,0,7,17,0,0,29,2,0,0,4.97,5.68,5.52,1.53,SSG 랜더스,14145,0.0,24.0,2.0,38.0,0.0,5.0,1.0,83.3,1.18,0.0,0.0,3000,0.3,10004,SSG 랜더스
서상준,투수,2,2,1,0,0,0,0,0,0,0,3,3.0,13,1,0,0,0,5,0,0,3,1,0,1,0.0,13.5,7.85,3.0,SSG 랜더스,14152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.03,-92477,SSG 랜더스
송명기,투수,35,18,4,0,0,4,9,0,0,56,64,61.6,474,106,15,2,12,47,11,0,65,8,0,6,4.83,5.52,5.38,1.47,NC 다이노스,14155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000,0.86,15174,NC 다이노스
전사민,투수,9,9,4,0,0,0,2,1,0,9,10,10.15,81,17,1,0,1,14,2,1,6,0,0,1,4.76,5.29,6.58,1.82,NC 다이노스,14156,0.0,9.0,0.0,17.0,3.0,3.0,1.0,85.7,3.18,0.0,0.0,3100,0.01,286973,NC 다이노스
배민서,투수,6,6,4,0,0,0,0,0,0,5,8,9.55,34,10,5,2,0,2,1,0,4,1,0,2,6.75,10.8,3.74,1.8,NC 다이노스,14158,0.0,6.0,0.0,6.2,2.0,0.0,0.0,100.0,2.7,0.0,0.0,5100,-0.13,-38762,NC 다이노스
박진,투수,4,4,1,0,0,0,0,0,0,5,5,5.2,29,7,2,0,1,7,0,0,2,0,1,1,9.0,9.0,9.57,2.8,롯데 자이언츠,14163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,-0.06,-56635,롯데 자이언츠
박영완,투수,1,1,1,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,4.45,1.0,롯데 자이언츠,14164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0.05,66999,롯데 자이언츠
김기훈,투수,29,29,12,0,0,2,0,0,0,16,22,23.55,156,28,6,1,0,37,2,1,26,3,1,5,4.6,6.32,5.53,2.07,KIA 타이거즈,14176,0.0,27.0,0.0,31.1,0.0,2.0,0.0,100.0,0.57,0.0,0.0,5000,-0.34,-14867,KIA 타이거즈
장지수,투수,1,1,0,0,0,0,0,0,0,4,5,5.0,11,4,0,0,0,2,0,0,0,0,0,1,18.0,22.5,6.95,3.0,한화 이글스,14178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,-0.05,-58276,한화 이글스
윤산흠,투수,5,5,0,0,0,0,0,0,0,2,2,2.5,18,3,1,0,0,6,0,0,3,0,0,0,6.0,6.0,7.55,3.0,한화 이글스,14196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800,-0.14,-34278,한화 이글스
제환유,투수,1,1,0,0,0,0,0,0,0,3,4,3.65,14,3,0,0,0,4,0,0,2,1,0,1,13.5,18.0,7.55,3.5,두산 베어스,14573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.05,-61039,두산 베어스
이종민,투수,11,9,4,0,0,0,1,0,0,11,13,13.7,72,22,7,0,0,6,1,0,10,3,0,0,7.24,8.56,3.61,2.05,키움 히어로즈,14576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,-0.27,-11457,키움 히어로즈
오원석,투수,28,1,1,1,0,8,10,0,0,84,92,88.25,648,158,22,2,11,69,9,0,88,10,0,11,5.23,5.72,4.9,1.57,SSG 랜더스,14581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000,1.64,8512,SSG 랜더스
김윤식,투수,17,1,0,0,0,6,4,0,0,35,35,33.45,320,86,13,2,4,25,3,0,42,1,0,4,4.22,4.22,4.24,1.49,LG 트윈스,14588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,1.48,10148,LG 트윈스
이민호,투수,5,0,0,0,0,0,2,0,0,11,13,13.0,91,22,4,0,1,10,0,0,7,4,0,0,5.03,5.95,5.14,1.63,LG 트윈스,14589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000,-0.01,-2750156,LG 트윈스
정구범,투수,4,2,0,0,0,0,1,0,0,11,11,11.0,64,16,3,0,3,12,0,0,6,0,0,0,7.82,7.82,8.42,2.21,NC 다이노스,14595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.1,-30318,NC 다이노스
소형준,투수,3,0,0,0,0,0,0,0,0,14,14,12.95,59,22,4,0,1,3,3,0,4,2,0,2,11.45,11.45,5.71,2.27,KT 위즈,14600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000,-0.19,-166189,KT 위즈
정해영,투수,52,52,40,0,0,3,4,23,1,16,18,19.55,218,53,9,1,3,20,1,3,30,2,0,0,2.92,3.28,4.25,1.48,KIA 타이거즈,14608,0.0,52.0,0.0,49.1,3.0,7.0,1.0,90.9,1.82,0.0,0.0,23000,1.06,21682,KIA 타이거즈
허윤동,투수,7,6,3,0,0,0,1,0,0,12,12,12.7,60,16,7,0,0,12,0,0,8,1,0,0,10.13,10.13,5.46,2.63,삼성 라이온즈,14613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400,-0.15,-35223,삼성 라이온즈
홍원표,투수,3,3,0,0,0,0,0,0,0,1,1,0.5,15,2,0,0,0,2,0,0,1,0,0,0,2.45,2.45,4.86,1.09,삼성 라이온즈,14614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,0.12,26380,삼성 라이온즈
황동재,투수,7,0,0,0,0,0,5,0,0,25,27,25.8,155,40,14,1,6,21,2,0,27,1,0,0,7.11,7.67,6.22,1.93,삼성 라이온즈,14615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100,-0.07,-58072,삼성 라이온즈
뷰캐넌,투수,30,0,1,1,0,12,8,0,0,53,71,69.95,784,174,25,2,4,43,6,1,139,13,1,7,2.54,3.4,3.05,1.15,삼성 라이온즈,14617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,6.31,17428,삼성 라이온즈
남지민,투수,16,9,5,0,0,1,7,0,0,27,31,30.15,186,54,12,0,0,13,6,1,23,5,0,3,6.45,7.41,3.8,1.78,한화 이글스,14619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4300,-0.14,-31683,한화 이글스
한승주,투수,47,41,12,0,0,1,4,0,2,31,34,37.65,320,81,16,2,6,31,4,2,55,1,0,5,3.95,4.33,4.45,1.58,한화 이글스,14621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,0.57,5440,한화 이글스
최준용,투수,47,47,4,0,0,2,3,0,14,13,15,15.35,210,50,6,0,2,18,1,1,40,2,0,1,2.45,2.83,3.42,1.43,롯데 자이언츠,14624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15800,1.55,10183,롯데 자이언츠
스트레일리,투수,16,0,0,0,0,3,5,0,0,39,43,41.8,364,82,8,1,6,37,10,0,70,4,0,4,4.37,4.82,4.37,1.48,롯데 자이언츠,14627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000,1.78,56200,롯데 자이언츠
하준수,투수,1,1,1,0,0,0,0,0,0,0,0,0.0,5,0,0,0,0,2,0,0,1,0,0,0,0.0,0.0,7.55,2.0,NC 다이노스,14654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,0.04,78983,NC 다이노스
유영찬,투수,67,67,10,0,0,6,3,1,12,26,27,28.05,305,55,14,1,4,40,7,2,55,4,0,8,3.44,3.57,4.67,1.4,LG 트윈스,14669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,1.05,2962,LG 트윈스
김동혁,투수,35,33,11,0,0,1,7,0,6,32,34,32.3,192,51,9,3,1,18,6,0,24,3,2,0,7.32,7.78,4.52,1.75,키움 히어로즈,14674,0.0,35.0,2.0,39.1,1.0,6.0,1.0,87.5,1.6,0.0,0.0,6500,-0.46,-14189,키움 히어로즈
강재민,투수,43,43,2,0,0,1,3,0,12,31,31,31.25,189,35,10,1,5,19,8,0,42,1,0,0,6.44,6.44,4.73,1.25,한화 이글스,14708,0.0,43.0,0.0,43.1,0.0,5.0,0.0,100.0,1.04,0.0,0.0,15000,-0.64,-23513,한화 이글스
김재열,투수,9,9,2,0,0,0,0,0,0,17,17,18.2,70,20,4,1,2,13,0,0,9,3,0,0,13.11,13.11,7.42,2.83,KIA 타이거즈,14747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,-0.37,-16236,KIA 타이거즈
이용준,투수,24,12,3,0,0,3,4,0,0,32,39,39.65,304,60,11,0,5,44,2,0,50,7,0,1,4.3,5.24,5.0,1.55,NC 다이노스,14763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.36,9674,NC 다이노스
한재승,투수,11,11,5,0,0,0,1,0,0,5,5,6.55,44,9,1,0,2,5,0,0,10,2,0,1,4.66,4.66,5.33,1.45,NC 다이노스,14764,0.0,10.0,0.0,9.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3200,-0.04,-87452,NC 다이노스
김동주,투수,18,1,1,0,0,3,6,0,0,36,37,33.25,334,73,14,4,5,35,4,0,59,4,1,4,4.14,4.25,4.27,1.38,두산 베어스,14769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,1.81,1713,두산 베어스
최승용,투수,34,14,4,0,0,3,6,1,0,49,54,52.1,479,116,11,1,9,34,4,0,82,7,0,3,3.97,4.38,4.03,1.35,두산 베어스,14770,0.0,34.0,20.0,111.0,3.0,19.0,1.0,95.7,1.78,0.0,0.0,6000,1.94,3098,두산 베어스
강효종,투수,7,0,0,0,0,1,2,0,0,15,18,16.3,103,25,3,0,1,12,2,0,14,2,1,0,6.23,7.48,4.79,1.71,LG 트윈스,14780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,-0.12,-28143,LG 트윈스
장재영,투수,23,6,0,0,0,1,5,0,0,44,46,43.25,339,63,15,0,4,66,8,0,67,6,2,8,5.53,5.78,5.38,1.8,키움 히어로즈,14784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0.85,3743,키움 히어로즈
이의리,투수,28,0,0,0,0,11,7,0,0,58,64,57.45,598,103,18,0,4,93,8,1,156,12,0,10,3.96,4.37,3.63,1.49,KIA 타이거즈,14788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,2.78,5399,KIA 타이거즈
김진욱,투수,49,49,2,0,0,2,1,0,8,26,27,25.7,177,37,6,1,4,29,2,0,35,1,0,3,6.44,6.69,5.4,1.82,롯데 자이언츠,14792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600,-0.07,-81697,롯데 자이언츠
김창훈,투수,3,3,1,0,0,0,0,0,0,1,1,1.7,17,5,0,1,0,1,0,0,1,0,0,0,2.08,2.08,3.99,1.38,롯데 자이언츠,14793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,0.07,42936,롯데 자이언츠
이승현,투수,48,48,12,0,0,1,5,5,7,24,26,27.2,199,41,6,0,6,29,2,1,37,4,0,2,4.98,5.4,5.51,1.62,삼성 라이온즈,14798,0.0,45.0,0.0,43.1,2.0,5.0,0.0,100.0,1.45,0.0,0.0,8000,0.05,166778,삼성 라이온즈
이재희,투수,2,1,0,0,0,0,0,0,0,3,3,3.0,33,4,1,0,1,5,0,0,5,0,0,1,3.38,3.38,5.71,1.13,삼성 라이온즈,14799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.12,30311,삼성 라이온즈
김기중,투수,37,31,6,0,0,1,3,0,1,29,33,29.2,253,58,9,3,4,29,9,1,46,2,0,2,4.63,5.27,4.69,1.54,한화 이글스,14808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.67,5394,한화 이글스
우강훈,투수,3,2,2,0,0,0,0,0,0,4,5,3.45,29,6,1,0,0,4,1,0,5,1,0,0,6.0,7.5,4.35,1.67,롯데 자이언츠,14816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.01,-240292,롯데 자이언츠
송승기,투수,1,1,1,0,0,0,0,0,0,0,0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,6.95,2.0,LG 트윈스,14846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.04,88615,LG 트윈스
김준형,투수,8,8,3,0,0,0,0,0,0,6,6,5.15,36,4,3,0,0,6,3,0,5,0,0,0,7.04,7.04,5.86,1.3,키움 히어로즈,14848,0.0,7.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200,0.0,1510520,키움 히어로즈
김성진,투수,55,55,16,0,0,3,3,0,7,19,19,21.35,208,44,7,0,5,25,1,2,38,1,0,0,3.64,3.64,4.74,1.47,키움 히어로즈,14849,0.0,55.0,0.0,47.0,1.0,5.0,1.0,85.7,1.15,0.0,0.0,4500,0.84,5378,키움 히어로즈
김영현,투수,31,31,7,0,0,0,0,1,1,20,22,20.3,150,30,7,0,4,20,1,1,35,1,0,2,5.45,6.0,4.61,1.52,KT 위즈,14869,0.0,31.0,0.0,33.0,1.0,6.0,2.0,77.8,1.91,0.0,0.0,3000,0.04,71998,KT 위즈
김규연,투수,23,23,14,0,0,0,1,1,0,6,7,6.65,85,16,2,1,0,10,2,0,20,1,0,2,2.75,3.2,3.2,1.32,한화 이글스,14871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,0.46,6801,한화 이글스
수아레즈,투수,19,0,0,0,0,4,7,0,0,47,54,51.05,479,129,19,1,3,32,2,0,88,10,0,6,3.92,4.5,3.12,1.49,삼성 라이온즈,15001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000,2.52,35762,삼성 라이온즈
플럿코,투수,21,0,0,0,0,11,3,0,0,33,37,37.0,510,115,21,3,5,31,3,1,101,6,0,2,2.41,2.7,3.14,1.18,LG 트윈스,15003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000,4.58,17476,LG 트윈스
반즈,투수,30,0,0,0,0,11,10,0,0,62,68,65.4,734,171,34,1,6,56,15,1,147,7,0,7,3.28,3.59,3.4,1.33,롯데 자이언츠,15011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000,5.74,14802,롯데 자이언츠
문동주,투수,23,0,0,0,0,8,8,0,0,49,52,49.95,503,113,20,2,6,42,4,0,95,2,1,5,3.72,3.94,3.65,1.31,한화 이글스,15013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,2.96,1115,한화 이글스
박준영,투수,4,4,1,0,0,0,0,0,0,9,9,5.9,23,2,0,0,0,8,0,0,7,0,0,1,18.69,18.69,5.53,2.31,한화 이글스,15014,0.0,4.0,0.0,4.1,0.0,1.0,0.0,100.0,2.08,0.0,0.0,3100,-0.08,-37897,한화 이글스
신헌민,투수,11,11,11,0,0,0,0,0,0,8,10,10.35,62,19,6,0,1,6,0,1,8,3,0,0,6.0,7.5,4.47,2.08,SSG 랜더스,15024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.05,-55918,SSG 랜더스
이기순,투수,2,2,1,0,0,0,0,0,0,3,3,3.0,16,3,0,0,1,4,0,0,3,0,0,0,9.0,9.0,9.45,2.33,SSG 랜더스,15028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.01,-283645,SSG 랜더스
김서준,투수,8,7,5,0,0,0,1,0,1,6,6,5.15,39,9,2,0,0,6,2,0,2,0,0,3,7.04,7.04,6.43,1.96,삼성 라이온즈,15039,0.0,8.0,1.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,-0.07,-46533,삼성 라이온즈
이민석,투수,1,1,0,0,0,0,0,0,0,0,0,0.0,5,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,4.3,0.75,롯데 자이언츠,15045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100,0.09,47305,롯데 자이언츠
진승현,투수,24,24,8,0,0,2,2,0,1,18,20,18.45,129,34,3,0,2,16,0,3,25,2,0,1,5.86,6.51,4.13,1.81,롯데 자이언츠,15047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,-0.01,-462918,롯데 자이언츠
최지민,투수,58,58,15,0,0,6,3,3,12,14,17,29.4,244,45,4,2,4,26,4,1,44,5,0,5,2.12,2.58,4.31,1.2,KIA 타이거즈,15057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.37,8055,KIA 타이거즈
황동하,투수,13,7,1,0,0,0,3,0,0,23,25,22.95,149,35,6,3,5,21,1,0,19,2,0,1,6.61,7.18,6.41,1.79,KIA 타이거즈,15063,0.0,12.0,6.0,31.1,3.0,5.0,0.0,100.0,2.3,0.0,0.0,3000,-0.14,-20853,KIA 타이거즈
주승우,투수,11,9,1,0,0,0,1,0,0,17,18,14.75,90,20,7,0,1,21,2,0,8,0,0,3,9.56,10.13,7.8,2.56,키움 히어로즈,15067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,-0.18,-16757,키움 히어로즈
윤석원,투수,21,21,3,0,0,2,0,0,2,12,17,19.25,110,29,5,0,2,8,0,1,8,3,0,1,4.5,6.38,4.91,1.54,키움 히어로즈,15071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.19,-15431,키움 히어로즈
이명종,투수,45,43,7,0,0,5,5,0,1,33,34,35.55,260,66,13,0,5,24,6,0,26,1,0,0,5.21,5.37,5.38,1.58,키움 히어로즈,15073,0.0,45.0,2.0,57.0,2.0,8.0,0.0,100.0,1.58,0.0,0.0,4500,0.14,33130,키움 히어로즈
박영현,투수,68,68,11,0,0,3,3,4,32,23,25,27.7,308,63,11,2,3,23,2,4,79,2,2,1,2.75,2.99,2.65,1.14,KT 위즈,15089,0.0,67.0,0.0,75.1,5.0,7.0,0.0,100.0,1.43,0.0,0.0,6100,1.98,3078,KT 위즈
이병헌,투수,36,36,4,0,0,0,0,0,5,14,16,17.9,126,25,7,0,2,22,1,0,28,1,0,3,4.67,5.33,4.78,1.74,두산 베어스,15099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,-0.08,-36906,두산 베어스
이원재,투수,1,0,0,0,0,0,0,0,0,3,3,2.65,9,3,1,0,0,3,0,0,0,0,0,0,27.0,27.0,13.15,6.0,두산 베어스,15101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.06,-50863,두산 베어스
임지민,투수,2,2,0,0,0,0,0,0,0,2,2,2.0,10,2,0,0,0,4,0,0,3,0,0,2,13.5,13.5,7.52,4.5,NC 다이노스,15115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.02,-138769,NC 다이노스
조민석,투수,35,35,8,0,0,1,0,0,4,14,15,17.05,137,33,9,0,2,14,3,0,28,2,0,1,4.06,4.35,4.06,1.52,NC 다이노스,15119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.13,26129,NC 다이노스
최지강,투수,25,25,4,0,0,2,1,0,2,13,13,12.5,102,16,4,0,0,20,1,0,14,2,0,0,5.32,5.32,5.22,1.64,두산 베어스,15127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.01,333572,두산 베어스
벤자민,투수,29,0,0,0,0,15,6,0,0,63,79,76.95,684,149,23,1,12,45,3,1,157,13,0,11,3.54,4.44,3.14,1.21,KT 위즈,15143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000,2.9,34443,KT 위즈
페냐,투수,32,0,0,0,0,11,11,0,0,71,82,79.25,751,149,28,5,14,59,18,1,147,13,4,16,3.6,4.16,4.06,1.17,한화 이글스,15146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000,4.2,13083,한화 이글스
파노니,투수,16,1,0,0,0,6,3,0,0,39,41,36.9,351,86,14,1,6,23,2,0,66,4,0,0,4.26,4.48,3.65,1.32,KIA 타이거즈,15147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000,1.73,20229,KIA 타이거즈
브랜든,투수,18,0,0,0,0,11,3,0,0,29,34,33.5,427,80,13,0,4,30,12,0,100,3,0,3,2.49,2.92,3.16,1.05,두산 베어스,15153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000,3.61,6369,두산 베어스
김서현,투수,20,19,1,0,0,0,0,1,0,18,20,17.95,114,22,4,2,1,23,7,1,26,1,1,3,7.25,8.06,5.64,2.01,한화 이글스,15421,0.0,20.0,1.0,22.1,0.0,4.0,0.0,100.0,1.61,0.0,0.0,3000,-0.24,-12563,한화 이글스
윤영철,투수,25,1,0,0,0,8,7,0,0,55,59,56.05,528,124,27,3,10,48,1,1,74,5,1,4,4.04,4.33,4.55,1.4,KIA 타이거즈,15432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,2.27,1322,KIA 타이거즈
곽도규,투수,14,14,2,0,0,0,0,0,0,11,11,11.0,61,14,2,0,0,10,2,0,14,0,0,1,8.49,8.49,4.04,2.06,KIA 타이거즈,15435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.15,-19656,KIA 타이거즈
이진하,투수,9,9,1,0,0,0,0,0,0,3,3,2.5,31,4,3,0,0,3,1,0,2,1,0,1,3.38,3.38,4.77,0.88,롯데 자이언츠,15441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.18,17085,롯데 자이언츠
이태연,투수,15,15,2,0,0,0,0,0,1,10,10,10.35,37,12,3,0,1,9,0,0,4,0,0,0,15.88,15.88,9.11,3.71,롯데 자이언츠,15444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.15,-19665,롯데 자이언츠
석상호,투수,5,5,2,0,0,0,0,0,0,0,0,0.0,22,4,1,0,0,2,0,0,6,1,0,1,0.0,0.0,2.2,1.13,롯데 자이언츠,15445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.26,11574,롯데 자이언츠
장세진,투수,2,2,0,0,0,0,0,0,0,2,2,2.5,8,2,0,0,1,2,0,0,1,0,0,0,13.5,13.5,15.55,3.0,롯데 자이언츠,15448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.04,-81268,롯데 자이언츠
이준호,투수,17,15,5,0,0,3,2,0,0,17,22,20.8,144,32,4,1,3,15,4,0,19,2,0,2,4.83,6.25,5.34,1.48,NC 다이노스,15455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.18,-16725,NC 다이노스
이로운,투수,50,50,14,0,0,6,1,0,5,36,39,41.05,268,67,13,1,7,29,1,2,52,4,0,3,5.62,6.09,4.65,1.66,SSG 랜더스,15461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.15,-20115,SSG 랜더스
송영진,투수,17,8,1,0,0,3,3,0,0,30,35,34.65,220,46,9,1,3,31,2,0,38,5,2,8,5.7,6.65,4.76,1.63,SSG 랜더스,15462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.08,39439,SSG 랜더스
김건희,23 1B,3,3,2,0,0,0,0,0,0,5,5,3.95,14,6,0,0,2,2,0,0,0,0,0,0,22.5,22.5,18.85,4.0,키움 히어로즈,15472,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.24,-12690,키움 히어로즈
오상원,투수,11,10,7,0,0,0,0,0,0,11,11,11.5,74,18,5,1,0,9,3,0,7,1,0,0,6.6,6.6,5.16,1.8,키움 히어로즈,15474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.09,-33749,키움 히어로즈
