Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y
채지선,투수,1,1,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.85,0.0,LG 트윈스,11387,0.0,2.0,0.0,2.2,1.0,0.0,0.0,100.0,3.38,0.0,0.0,3800,-0.02,-201036,NC 다이노스
채지선,투수,2,2,0,0,0,0,0,0,0,3,3,3.0,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,6.62,3.0,NC 다이노스,11387,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800,-0.02,-201036,NC 다이노스
채지선,투수,2,2,0,0,0,0,0,0,0,3,3,3.0,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,6.62,3.0,NC 다이노스,11387,0.0,2.0,0.0,2.2,1.0,0.0,0.0,100.0,3.38,0.0,0.0,3800,-0.02,-201036,NC 다이노스
배제성,투수,26,2,0,0,0,8,10,0,0,65,72,67.55,596,144,20,1,6,77,2,0,79,6,1,9,4.49,4.97,4.76,1.7,KT 위즈,11394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000,1.95,10266,KT 위즈
장필준,투수,17,14,5,0,0,1,1,0,1,17,17,18.2,96,28,5,3,2,12,2,0,11,0,0,0,7.91,7.91,5.9,2.07,삼성 라이온즈,11404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000,-0.26,-30359,삼성 라이온즈
김민우,투수,12,0,0,0,0,1,6,0,0,40,43,42.5,243,65,16,2,6,28,2,0,43,2,0,5,6.97,7.49,4.95,1.8,한화 이글스,11410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800,-0.46,-49756,한화 이글스
김범수,투수,76,76,5,0,0,5,5,1,18,29,33,35.8,283,64,10,0,3,33,3,5,52,4,0,4,4.19,4.76,3.93,1.56,한화 이글스,11411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100,0.17,84338,한화 이글스
주현상,투수,55,55,9,0,0,2,2,0,12,13,13,14.95,228,35,6,1,2,15,3,1,45,1,0,0,1.96,1.96,3.25,0.84,한화 이글스,11415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800,2.21,2621,한화 이글스
김재윤,투수,59,59,47,0,0,5,5,32,0,19,21,21.85,262,54,5,2,2,13,1,5,60,4,0,3,2.6,2.88,2.4,1.02,KT 위즈,11489,0.0,59.0,0.0,65.2,5.0,7.0,1.0,92.3,1.64,0.0,0.0,36000,2.05,17519,KT 위즈
윌커슨,투수,13,0,0,0,0,7,2,0,0,20,28,27.5,327,67,15,2,3,20,2,0,81,5,1,3,2.26,3.16,2.61,1.09,롯데 자이언츠,12295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,3.03,8248,롯데 자이언츠
최충연,투수,7,7,3,0,0,0,0,0,0,5,8,9.05,47,10,1,0,3,7,3,0,8,1,1,0,4.82,7.71,8.85,1.82,삼성 라이온즈,12530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500,-0.09,-59554,삼성 라이온즈
김주한,투수,1,1,0,0,0,0,0,0,0,3,3,3.0,3,2,0,0,1,1,0,0,0,0,0,0,99.99,99.99,15003.8,99.99,SSG 랜더스,12531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.02,-196947,SSG 랜더스
김대현,투수,5,5,2,0,0,0,0,0,0,4,5,4.65,22,8,2,0,1,2,1,0,3,1,0,1,10.8,13.5,7.96,3.0,LG 트윈스,12532,0.0,5.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200,-0.08,-73558,LG 트윈스
전상현,투수,64,64,8,0,0,8,3,1,13,14,20,21.25,250,50,8,0,1,26,1,4,50,4,0,3,2.15,3.07,3.3,1.3,KIA 타이거즈,12537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,1.44,9370,KIA 타이거즈
김재영,투수,6,6,3,0,0,0,0,0,0,9,9,8.3,40,13,2,1,2,2,2,0,5,0,0,0,10.13,10.13,6.81,1.88,한화 이글스,12547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300,-0.14,-38416,한화 이글스
최성영,투수,18,5,0,0,0,5,4,0,0,36,37,35.3,303,77,15,2,6,32,5,0,38,2,0,1,4.86,5.0,5.22,1.64,NC 다이노스,12565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200,0.94,7686,NC 다이노스
이영하,투수,36,36,5,0,0,5,3,0,4,24,27,25.95,184,40,9,1,2,21,4,1,28,4,0,2,5.49,6.18,4.57,1.55,두산 베어스,12568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000,-0.31,-38465,두산 베어스
박세진,투수,16,16,3,0,0,0,1,0,1,5,8,7.65,66,15,2,0,1,14,0,0,10,3,0,2,3.86,6.17,6.45,2.49,KT 위즈,12572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,-0.01,-378608,KT 위즈
김태오,투수,5,5,2,0,0,0,0,0,0,6,6,8.05,35,10,3,0,0,4,0,1,3,1,0,0,7.36,7.36,4.09,1.91,KT 위즈,12577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,-0.18,-19991,KT 위즈
고봉재,투수,10,10,5,0,0,0,0,0,0,8,8,9.55,53,12,2,1,0,7,1,0,7,1,0,0,6.35,6.35,4.49,1.68,두산 베어스,12605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,-0.11,-29690,두산 베어스
김승현,투수,10,10,5,0,0,0,0,0,0,6,6,6.0,57,11,2,0,1,10,1,0,7,1,0,1,4.26,4.26,6.1,1.66,KIA 타이거즈,12637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500,0.13,35693,KIA 타이거즈
박세웅,투수,2,2,0,0,0,0,0,0,0,2,2,2.35,6,1,0,0,1,3,0,0,1,0,0,0,27.0,27.0,31.9,6.0,삼성 라이온즈,12651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,-0.03,-106149,삼성 라이온즈
류희운,투수,3,3,1,0,0,0,0,0,0,5,5,5.0,20,6,1,0,1,2,0,0,4,0,0,0,11.25,11.25,5.87,2.0,한화 이글스,12655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,-0.06,-59419,한화 이글스
이승진,투수,1,1,0,0,0,0,0,0,0,0,4,2.45,6,1,0,0,0,1,1,0,1,1,0,0,0.0,54.0,9.4,3.0,두산 베어스,12678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800,-0.02,-420564,두산 베어스
배재준,투수,1,1,0,0,0,0,0,0,0,2,2,2.0,6,2,0,1,0,1,0,0,0,0,0,1,18.0,18.0,6.95,3.0,LG 트윈스,12697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,-0.02,-316248,LG 트윈스
김강현,투수,2,2,1,0,0,0,0,0,0,1,1,1.0,13,1,0,0,0,2,1,0,0,0,0,0,3.0,3.0,6.95,1.0,롯데 자이언츠,12699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.06,47010,롯데 자이언츠
김명신,투수,70,70,5,0,0,3,3,1,24,32,34,35.65,334,72,18,0,3,27,6,3,65,3,0,3,3.65,3.87,3.42,1.25,두산 베어스,12847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500,0.95,15275,두산 베어스
박치국,투수,62,62,9,0,0,5,3,2,11,21,22,25.45,236,54,9,2,3,21,5,1,48,2,0,2,3.59,3.76,3.49,1.42,두산 베어스,12850,0.0,60.0,0.0,52.2,2.0,3.0,0.0,100.0,0.85,0.0,0.0,10500,0.5,20931,두산 베어스
최원준,투수,26,6,1,0,0,3,10,0,0,59,60,58.5,465,119,33,1,11,28,12,0,71,2,0,1,4.93,5.02,4.57,1.37,두산 베어스,12852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000,1.23,26893,두산 베어스
양지율,투수,1,1,0,0,0,0,0,0,0,1,1,1.0,6,1,0,0,0,3,0,0,2,0,0,0,13.5,13.5,10.3,6.0,키움 히어로즈,12854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.02,-188477,키움 히어로즈
김재웅,투수,67,67,11,0,0,2,3,6,18,28,29,26.25,250,56,11,0,2,24,0,1,46,2,0,0,4.22,4.37,3.52,1.34,키움 히어로즈,12858,0.0,66.0,0.0,59.2,1.0,8.0,0.0,100.0,1.36,0.0,0.0,22000,1.25,17538,키움 히어로즈
오석주,투수,9,9,4,0,0,0,0,0,0,7,7,7.0,44,12,2,0,2,3,0,0,11,0,0,2,6.3,6.3,4.41,1.5,LG 트윈스,12860,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700,-0.02,-151073,LG 트윈스
이승호,투수,4,3,0,0,0,0,0,0,1,3,3,3.0,24,5,3,0,1,4,0,0,1,0,0,0,5.4,5.4,8.21,1.8,키움 히어로즈,12865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12800,0.09,140999,키움 히어로즈
박상원,투수,55,55,40,0,0,5,3,16,0,25,35,37.75,277,63,9,3,2,29,3,4,57,5,0,2,3.65,5.11,3.38,1.49,한화 이글스,12871,0.0,55.0,0.0,61.2,3.0,14.0,1.0,94.4,2.48,0.0,0.0,13300,-0.18,-75459,한화 이글스
문용익,투수,14,14,7,0,0,1,0,0,0,6,6,5.5,59,8,1,0,0,12,2,0,12,0,0,5,4.15,4.15,4.88,1.54,삼성 라이온즈,12885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300,0.23,26998,삼성 라이온즈
김진호,투수,19,19,1,0,0,2,1,0,9,5,5,6.0,73,15,2,0,0,10,1,0,22,0,0,3,2.76,2.76,2.57,1.53,NC 다이노스,12897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,0.38,15704,NC 다이노스
김태현,투수,16,16,9,0,0,1,0,0,0,10,13,13.0,90,17,1,1,4,13,1,0,14,2,0,0,4.43,5.75,6.6,1.48,NC 다이노스,12898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.03,100147,NC 다이노스
고우석,투수,44,44,35,0,0,3,8,15,0,18,19,21.05,190,38,6,0,2,22,4,1,59,1,0,5,3.68,3.89,2.8,1.36,LG 트윈스,12907,0.0,44.0,0.0,44.0,3.0,5.0,1.0,88.9,1.64,0.0,0.0,43000,0.53,81646,LG 트윈스
손주영,투수,3,1,0,0,0,1,0,0,0,5,7,7.85,46,12,0,0,0,6,0,0,5,3,1,0,5.19,7.27,4.55,2.08,LG 트윈스,12908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100,-0.08,-50109,LG 트윈스
유승철,투수,1,1,1,0,0,0,0,0,0,0,0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,6.95,1.0,KIA 타이거즈,12914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800,0.04,96829,KIA 타이거즈
김태욱,투수,1,1,1,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.85,0.0,롯데 자이언츠,12923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.04,72688,롯데 자이언츠
나균안,투수,23,0,0,0,0,6,8,0,0,55,61,58.75,569,140,27,3,8,42,5,1,114,4,0,6,3.8,4.21,3.51,1.4,롯데 자이언츠,12930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10900,3.4,3207,롯데 자이언츠
김시현,투수,2,2,2,0,0,0,0,0,0,4,5,5.0,17,6,1,0,2,2,0,0,2,1,0,0,12.0,15.0,12.18,2.67,삼성 라이온즈,12932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700,-0.06,-63090,삼성 라이온즈
최지광,투수,22,22,4,0,0,2,0,0,1,10,10,13.75,82,17,2,0,4,9,1,0,18,1,0,0,5.19,5.19,5.79,1.5,삼성 라이온즈,12934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000,-0.12,-116044,삼성 라이온즈
나원탁,투수,1,1,0,0,0,0,0,0,0,3,3,3.0,6,3,0,0,1,1,0,0,1,0,0,0,40.5,40.5,22.6,6.0,롯데 자이언츠,12935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,-0.02,-142499,롯데 자이언츠
김건국,투수,6,1,1,0,0,0,1,0,0,12,12,11.15,70,18,6,1,0,4,1,0,9,0,0,0,6.75,6.75,3.41,1.38,KIA 타이거즈,12944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.05,62153,KIA 타이거즈
박승주,투수,18,18,6,0,0,0,3,0,0,7,11,12.2,91,19,3,2,2,13,2,0,15,3,0,5,3.5,5.5,5.67,1.78,키움 히어로즈,12989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500,-0.04,-125171,키움 히어로즈
이영준,투수,2,2,0,0,0,0,1,0,0,4,4,3.5,10,4,0,0,0,1,0,0,0,0,0,1,21.6,21.6,5.71,3.0,키움 히어로즈,12997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000,-0.1,-73546,키움 히어로즈
이민우,투수,17,17,0,0,0,2,1,0,2,4,6,6.15,57,8,0,0,2,6,0,0,11,3,0,1,2.63,3.95,4.94,1.02,한화 이글스,13003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100,0.16,32490,한화 이글스
백승현,투수,42,42,5,0,0,2,0,3,11,7,7,7.35,162,28,4,0,2,18,0,1,30,3,0,1,1.58,1.58,3.89,1.15,LG 트윈스,13009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600,2.02,2279,LG 트윈스
김주온,투수,1,1,0,0,0,0,0,0,0,3,3,2.15,5,2,0,0,0,1,1,0,1,0,0,1,81.0,81.0,14.95,9.0,SSG 랜더스,13057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.01,-244111,SSG 랜더스
곽빈,투수,23,0,0,0,0,12,7,0,0,41,44,40.75,526,96,18,1,7,58,5,0,106,3,1,4,2.9,3.11,3.96,1.21,두산 베어스,13061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000,4.36,3210,두산 베어스
박신지,투수,15,14,7,0,0,0,0,0,0,16,16,16.7,129,39,13,0,1,11,3,0,15,0,0,2,5.54,5.54,4.53,1.92,두산 베어스,13070,0.0,14.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,-0.04,-85608,두산 베어스
정철원,투수,67,67,24,0,0,7,6,13,11,32,36,40.6,315,66,6,0,8,32,2,2,55,6,1,6,3.96,4.46,4.63,1.35,두산 베어스,13071,0.0,67.0,0.0,72.2,6.0,9.0,2.0,88.2,1.86,0.0,0.0,10000,-0.05,-214404,두산 베어스
김민규,투수,6,5,1,0,0,0,0,0,0,4,5,4.3,37,6,2,1,0,4,2,0,5,0,0,2,4.32,5.4,4.58,1.2,두산 베어스,13072,0.0,6.0,1.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500,0.04,146643,두산 베어스
김시훈,투수,61,61,13,0,0,4,3,3,12,26,32,31.85,245,57,10,1,3,34,1,0,49,3,0,3,4.44,5.47,4.26,1.73,NC 다이노스,13080,0.0,60.0,0.0,52.2,1.0,6.0,1.0,87.5,1.2,0.0,0.0,9000,-0.1,-94156,NC 다이노스
신민혁,투수,29,5,2,0,0,5,5,0,0,54,63,63.0,519,122,27,2,14,25,6,0,97,11,0,3,3.98,4.65,4.01,1.2,NC 다이노스,13085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,1.91,7073,NC 다이노스
김영규,투수,63,63,5,0,0,2,4,0,24,21,22,26.3,247,45,6,5,2,23,1,1,48,0,2,5,3.06,3.21,3.5,1.1,NC 다이노스,13088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000,1.06,13157,NC 다이노스
안우진,투수,24,0,0,0,0,9,7,0,0,40,44,41.25,608,121,25,1,5,38,1,1,164,5,0,8,2.39,2.63,2.33,1.06,키움 히어로즈,13091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000,6.86,5100,키움 히어로즈
김선기,투수,17,10,6,0,0,1,3,1,0,29,37,37.85,200,56,16,2,2,15,1,0,29,4,1,0,5.98,7.63,3.87,1.63,키움 히어로즈,13092,0.0,17.0,7.0,43.2,3.0,9.0,2.0,85.7,2.47,0.0,0.0,7300,-0.48,-15171,키움 히어로즈
김영준,투수,1,1,0,0,0,1,0,0,0,1,1,0.65,3,1,0,0,0,1,0,0,0,0,0,0,27.0,27.0,13.15,6.0,LG 트윈스,13102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800,-0.01,-595577,LG 트윈스
성동현,투수,1,1,1,0,0,0,0,0,0,1,1,1.0,6,2,0,0,0,1,0,0,1,0,0,0,9.0,9.0,4.45,3.0,LG 트윈스,13103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,-0.01,-284117,LG 트윈스
김유신,투수,27,27,9,0,0,0,1,0,2,19,19,22.6,141,34,8,0,2,19,3,0,12,1,0,0,5.64,5.64,5.89,1.75,KIA 타이거즈,13114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900,-0.26,-14911,KIA 타이거즈
하준영,투수,57,57,13,0,0,1,0,0,2,25,25,27.5,215,52,6,1,4,19,2,1,49,1,0,0,4.59,4.59,3.65,1.45,NC 다이노스,13115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500,0.16,47675,NC 다이노스
윤중현,투수,31,31,10,0,0,2,1,0,0,12,13,13.2,115,29,3,0,2,10,1,1,8,2,0,0,3.86,4.18,5.09,1.39,KIA 타이거즈,13122,0.0,30.0,0.0,28.0,2.0,3.0,0.0,100.0,1.61,0.0,0.0,7900,0.24,32519,KIA 타이거즈
김정우,투수,7,7,5,0,0,0,0,0,0,7,7,8.05,38,11,2,0,1,7,0,0,6,0,0,0,9.45,9.45,6.64,2.7,두산 베어스,13124,0.0,7.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.1,-30321,두산 베어스
조성훈,투수,2,0,0,0,0,0,1,0,0,5,5,5.0,34,10,1,0,0,4,2,0,4,0,0,0,6.43,6.43,5.08,2.0,SSG 랜더스,13125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.02,153301,SSG 랜더스
최민준,투수,53,53,6,0,0,5,3,1,7,28,29,34.7,262,75,10,2,7,19,1,1,37,2,0,2,4.2,4.35,4.68,1.57,SSG 랜더스,13126,0.0,52.0,0.0,60.0,3.0,6.0,0.0,100.0,1.35,0.0,0.0,13000,0.28,46713,SSG 랜더스
이채호,투수,25,25,5,0,0,0,1,0,1,19,19,18.5,110,26,6,0,6,9,3,0,8,1,0,1,6.93,6.93,7.44,1.42,KT 위즈,13130,0.0,21.0,0.0,24.2,3.0,0.0,1.0,75.0,1.09,0.0,0.0,6000,-0.14,-42155,KT 위즈
정성종,투수,12,9,2,0,0,0,1,0,1,13,14,13.5,98,21,5,0,1,15,1,1,10,0,0,1,5.32,5.73,5.37,1.64,롯데 자이언츠,13147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.15,24658,롯데 자이언츠
김도규,투수,36,36,14,0,0,0,3,1,1,15,16,17.2,132,29,5,0,1,13,1,0,26,3,0,6,4.55,4.85,3.52,1.42,롯데 자이언츠,13148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500,0.21,45957,롯데 자이언츠
최하늘,투수,3,1,1,0,0,0,2,0,0,14,14,14.35,40,14,6,0,2,5,2,0,3,0,0,0,19.89,19.89,9.85,3.0,삼성 라이온즈,13152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,-0.32,-11188,삼성 라이온즈
최채흥,투수,15,1,0,0,0,1,7,0,0,47,52,46.85,295,90,13,3,9,16,3,1,33,6,1,1,6.68,7.39,5.12,1.67,삼성 라이온즈,13156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,0.21,73083,삼성 라이온즈
양창섭,투수,15,11,1,0,0,0,3,0,2,29,29,27.8,141,45,5,1,7,16,1,1,12,0,0,2,9.1,9.1,7.55,2.13,삼성 라이온즈,13157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800,-0.42,-11318,삼성 라이온즈
김민,투수,16,12,5,0,0,1,2,0,0,22,26,24.3,145,40,6,0,3,16,4,0,22,3,0,4,6.83,8.07,5.32,1.93,KT 위즈,13167,0.0,16.0,4.0,29.0,3.0,3.0,0.0,100.0,1.86,0.0,0.0,6000,-0.29,-21040,KT 위즈
최이준,투수,28,28,9,0,0,1,0,0,1,22,22,20.15,143,37,11,3,1,21,0,1,20,0,0,4,6.83,6.83,4.78,2.0,롯데 자이언츠,13169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.02,173303,롯데 자이언츠
서동민,투수,2,2,1,0,0,0,0,0,0,0,0,0.0,6,0,0,0,0,3,0,0,1,0,0,0,0.0,0.0,10.65,3.0,SSG 랜더스,13191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,0.05,120132,SSG 랜더스
한두솔,투수,1,1,1,0,0,0,0,0,0,1,1,1.0,6,1,0,1,0,1,1,0,2,0,0,0,9.0,9.0,5.05,2.0,SSG 랜더스,13228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100,0.0,-790540,SSG 랜더스
홍정우,투수,36,35,5,0,0,2,3,0,3,30,31,27.7,166,36,3,1,5,21,3,2,22,4,0,2,7.5,7.75,5.95,1.58,삼성 라이온즈,13242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300,-0.33,-19132,삼성 라이온즈
이재익,투수,51,51,5,0,0,1,3,0,11,18,19,24.5,181,46,5,1,3,17,0,3,26,3,0,3,3.95,4.17,4.27,1.54,삼성 라이온즈,13244,0.0,49.0,0.0,41.0,3.0,5.0,1.0,88.9,1.76,0.0,0.0,5700,0.29,19540,삼성 라이온즈
이상규,투수,8,8,4,0,0,0,0,0,0,2,2,2.0,34,7,0,0,0,5,0,0,6,1,0,1,2.35,2.35,3.91,1.57,LG 트윈스,13245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.19,18571,LG 트윈스
류원석,투수,1,1,1,0,0,0,0,0,0,1,1,1.0,8,1,0,0,0,0,1,0,1,0,0,1,4.5,4.5,4.15,0.5,한화 이글스,13251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.02,198876,한화 이글스
김호준,투수,3,3,3,0,0,0,0,0,0,4,4,4.0,16,3,0,0,1,4,0,0,2,0,0,1,12.0,12.0,10.28,2.33,두산 베어스,13268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.05,-61108,두산 베어스
켈리,투수,30,0,0,0,0,10,7,0,0,76,87,81.9,746,183,31,3,10,39,6,1,129,7,0,6,3.83,4.38,3.49,1.24,LG 트윈스,13934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000,3.41,30748,LG 트윈스
요키시,투수,12,0,0,0,0,5,3,0,0,32,37,37.0,286,82,14,1,3,14,3,1,51,6,0,1,4.39,5.07,3.25,1.46,키움 히어로즈,13940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000,0.94,128200,키움 히어로즈
알칸타라,투수,31,0,0,0,0,13,9,0,0,57,67,67.0,777,171,33,0,16,35,5,1,162,11,0,3,2.67,3.14,3.38,1.07,두산 베어스,13941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000,5.79,8635,두산 베어스
쿠에바스,투수,18,0,0,0,0,12,0,0,0,33,33,31.65,460,95,10,2,4,24,2,1,100,2,0,5,2.6,2.6,2.78,1.04,KT 위즈,13942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000,4.57,9846,KT 위즈
전용주,투수,15,15,4,0,0,0,1,0,1,5,5,3.15,43,6,4,0,0,6,1,0,9,0,0,4,4.35,4.35,3.77,1.16,KT 위즈,14106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.28,10713,KT 위즈
손동현,투수,64,64,11,0,0,8,5,1,15,28,31,30.4,301,68,11,0,5,20,2,1,40,3,0,2,3.42,3.79,4.23,1.19,KT 위즈,14108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,1.3,3857,KT 위즈
이상동,투수,36,36,9,0,0,4,1,0,1,18,19,18.65,179,45,10,0,4,15,0,2,43,1,0,1,3.98,4.2,3.44,1.48,KT 위즈,14109,0.0,36.0,0.0,40.2,2.0,4.0,0.0,100.0,1.33,0.0,0.0,3200,0.55,5868,KT 위즈
이선우,투수,22,18,8,0,0,0,2,0,0,18,20,21.75,169,47,6,0,5,9,4,0,24,2,0,0,4.34,4.82,4.92,1.5,KT 위즈,14111,0.0,22.0,4.0,37.1,1.0,5.0,0.0,100.0,1.45,0.0,0.0,3000,0.0,-1900623,KT 위즈
원태인,투수,26,0,0,0,0,7,7,0,0,54,61,59.95,634,157,26,1,15,34,6,2,102,4,2,6,3.24,3.66,4.17,1.27,삼성 라이온즈,14113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000,4.48,7820,삼성 라이온즈
박윤철,투수,3,3,1,0,0,0,0,0,0,8,8,8.0,20,5,2,0,2,5,0,0,1,0,0,1,21.6,21.6,14.89,3.0,한화 이글스,14129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,-0.09,-39271,한화 이글스
